,Concept_ID,xal,ru
809,glänzen::V,гилвкх,блестеть
810,funkeln::V,цәклх,сверкать
811,lärmen::V,шууглдх,шуметь
812,läuten::V,хоңх,звонить
813,klingeln::V,җиңнулх,звонить
814,klirren::V,җиңнх,звякать
815,brausen::V,догшрхх,бушевать
816,rauschen::V,сарҗңнх,шелестеть
817,klingen::V,ә һарх,звучать
818,bellen::V,хуцх,лаять
819,heulen::V,уульх,выть
820,blasen::V,үләх,дунуть
821,pfeifen::V,ишкрх,свистеть
822,schreien::V,хәәкрх,кричать
823,stöhnen::V,түңшх,стонать
824,zittern::V,дагҗннх,дрожать
825,leben::V,бәәх,жить
826,geboren werden::V,төрх,родиться
827,atmen::V,әмсхлх,дышать
828,trinken::V,уух,пить
829,essen::V,идх,есть
830,essen::V,идх,кушать
831,schlucken::V,зальгх,глотать
832,müde werden::V,көшх,устать
833,einschlafen::V,унтх,заснуть
834,schlafen::V,нөөрсх,спать
835,aufwachen::V,серх,проснуться
836,aufstehen::V,босх,встать
837,sich erholen::V,амрх,отдыхать
838,krank werden::V,гемтх,заболеть
839,krank sein::V,шалтглх,болеть
840,schmerzen::V,өвдх,болеть
841,husten::V,ханях,кашлять
842,genesen::V,эдгх,поправиться
843,sterben::V,үкх,умереть
844,sterben::V,өңгрх,умереть
845,umkommen::V,үкх,погибнуть
846,sich bewegen::V,көдлх,двигаться
847,sich bewegen::V,көндрх,двигаться
848,sich rühren::V,көндрх,шевельнуться
849,sich erheben::V,босх,встать
850,sich setzen::V,суух,сесть
851,hinfallen::V,унх,упасть
852,hinfallen::V,киисх,упасть
853,laufen::V,йовх,ходить
854,schreiten::V,алхх,шагать
855,spazierengehen::V,сергҗ йовх,гулять
856,eilen::V,шулудх,спешить
857,sich beeilen::V,адһх,торопиться
858,sich beeilen::V,шамдх,торопиться
859,sausen::V,хурдлх,мчаться
860,sausen::V,йир_хурдар_гүүх,мчаться
861,sausen::V,йир_хурдар_йовх,мчаться
862,rennen::V,гүүх,бегать
863,springen::V,һәрәдх,прыгать
864,klettern::V,давшх,лазать
865,schaukeln::V,дүүдңндх,раскачиваться
866,kriechen::V,мөлкх,ползать
867,schwimmen::V,усчх,плавать
868,tauchen::V,булхх,нырять
869,rudern::V,хәәвдх,грести
870,fahren::V,йовх,ехать
871,fliegen::V,нисх,летать
872,gehen::V,йовх,идти
873,weggehen::V,йовх,уйти
874,weggehen::V,одх,уйти
875,weggehen::V,һарх,уйти
876,weggehen::V,мөрлх,уйти
877,abfahren::V,мордх,отправиться
878,anhalten::V,зогсх,остановиться
879,hineingehen::V,орх,входить
880,eintreten::V,орх,войти
881,kommen::V,ирх,прийти
882,ankommen::V,ирх,прибыть
883,zurückkommen::V,орх,возвратиться
884,bleiben::V,бәәх,остаться
885,warten::V,күләх,ждать
886,erwarten::V,күләх,ожидать
887,suchen::V,хәәх,искать
888,finden::V,олх,найти
889,versuchen::V,седх,пытаться
890,vorbereiten::V,белдх,подготовить
891,lieben::V,дурлх,любить
892,mögen::V,таассгдх,любить
893,lachen::V,инәх,смеяться
894,rühren::V,уйрах,растрогать
895,weinen::V,уульх,плакать
896,schimpfen::V,харах,ругаться
897,sich ärgern::V,уурлх,сердиться
898,sich fürchten::V,әәх,бояться
899,fürchten::V,әәх,бояться
900,fürchten::V,сүрдх,бояться
901,fliehen::V,зулх,убегать
902,flüchten::V,орһх,убежать
903,flüchten::V,зулх,убежать
904,sehen::V,үзх,видеть
905,anschauen::V,харх,посмотреть
906,ansehen::V,хәләх,смотреть
907,ansehen::V,үзх,смотреть
908,hören::V,соңсх,слышать
909,zuhören::V,соңсх,слушать
910,probieren::V,амсх,пробовать
911,riechen::V,үнрчлх,нюхать
912,fühlen::V,медх,чувствовать
913,scheinen::V,болҗ медгдх,казаться
914,scheinen::V,миниһәр болхла,казаться
915,scheinen::V,болад бәәх,казаться
916,zu sehen sein::V,үзгдх,виднеться
917,vernehmen::V,соңсх,услышать
918,frieren::V,даарх,мерзнуть
919,tun::V,кех,делать
920,können::V,чадх,мочь
921,können::V,чадх,уметь
922,wollen::V,дурлх,хотеть
923,anfangen::V,эклх,начать
924,beenden::V,дуусх,закончить
925,aufhören::V,уурх,перестать
926,gelingen::V,бүтх,удаться
927,gelingen::V,күцәх,удаться
928,geraten::V,болх,оказаться
929,öffnen::V,секх,открыть
930,schließen::V,хаах,закрыть
931,stellen::V,тәвх,поставить
932,setzen::V,суулһх,посадить
933,legen::V,тәвх,класть
934,berühren::V,көндәх,трогать
935,verbinden::V,боох,связать
936,bedecken::V,хучх,покрыть
937,bedecken::V,бүркх,покрыть
938,aufhängen::V,өлгх,повесить
939,anzünden::V,асах,зажечь
940,anzünden::V,шатах,зажечь
941,aufheben::V,өөдән өргх,поднять
942,zurücklassen::V,үлдәх,оставить
943,verlieren::V,геех,потерять
944,fallen lassen::V,алдх,уронить
945,machen::V,кех,сделать
946,herstellen::V,кех,изготовить
947,bauen::V,тосхх,строить
948,reparieren::V,ясх,чинить
949,verbessern::V,сәәрүлх,улучшить
950,ändern::V,хүврәх,изменить
951,graben::V,малтх,копать
952,beugen::V,нуһлх,согнуть
953,biegen::V,матилһх,погнуть
954,drehen::V,эргүлх,вертеть
955,wenden::V,көмрх,повернуть
956,wenden::V,эргүлх,повернуть
957,umdrehen::V,эргүлх,перевернуть
958,heben::V,өргх,поднимать
959,heben::V,деер өргх,поднимать
960,hochheben::V,өргх,поднять
961,ergreifen::V,бәрх,схватить
962,halten::V,бәрх,держать
963,drücken::V,шахх,нажимать
964,schieben::V,түлкх,толкать
965,kratzen::V,мааҗх,скрести
966,lecken::V,долах,лизать
967,beißen::V,хазх,кусать
968,abreißen::V,таслх,оторвать
969,abschneiden::V,тәәрх,отрезать
970,binden::V,боох,вязать
971,stecken::V,шаах,воткнуть
972,stecken::V,хатхх,воткнуть
973,brechen::V,хамхлх,сломать
974,klopfen::V,цокх,стучать
975,hauen::V,цокх,бить
976,kleben::V,наах,клеить
977,reiben::V,зүлгх,тереть
978,streichen::V,наах,намазать
979,streichen::V,лашх,намазать
980,streichen::V,түркх,намазать
981,schleifen::V,хурцлх,точить
982,schneiden::V,хәәчлх,резать
983,rütteln::V,дәәвлүлх,шатать
984,schütteln::V,сегсрх,трясти
985,schwenken::V,дайлх,махать
986,schütten::V,кех,налить
987,füllen::V,дүүргх,наполнить
988,einwickeln::V,орах,завернуть
989,tragen::V,зөөх,нести
990,schleppen::V,чирх,тащить
991,ziehen::V,татх,тянуть
992,aufbewahren::V,хадһлх,хранить
993,werfen::V,хайх,бросать
994,fangen::V,бәрх,ловить
995,fangen::V,хавлх,ловить
996,packen::V,бәрх,схватить
997,verstecken::V,дүрх,спрятать
998,verstecken::V,бултулх,спрятать
999,teilen::V,хувах,разделить
1000,schicken::V,илгәх,посылать
1001,bringen::V,авч ирх,принести
1002,hinzufügen::V,немх,добавить
1003,bekommen::V,авх,достать
1004,erhalten::V,авх ,получить
1005,nehmen::V,авх,взять
1006,wählen::V,шүүх,выбрать
1007,auswählen::V,шүүх,отобрать
1008,bewahren::V,хадһлх,сохранить
1009,bewahren::V,кевтнь үлдәх,сохранить
1010,bewahren::V,кевтнь бәәлһх,сохранить
1011,behindern::V,харшлх,препятствовать
1012,verderben::V,үрәх,испортить
1013,beschädigen::V,эвдх,повредить
1014,zerbrechen::V,күүлх,разбить
1015,zerbrechen::V,хамхлх,разбить
1016,zerreißen::V,шуучх,разорвать
1017,zerstören::V,эвдх,разрушить
1018,verbrennen::V,шатах,сжечь
1019,geben::V,өгх,дать
1020,reichen::V,өгх,передать
1021,schenken::V,белглх,дарить
1022,versprechen::V,амлх,обещать
1023,wünschen::V,сә хәәх,желать
1024,loben::V,магтх,хвалить
1025,küssen::V,үмсх,целовать
1026,wiegen::V,саатулх,качать
1027,zudecken::V,бүркх,накрыть
1028,wecken::V,серүлх,разбудить
1029,zeigen::V,үзүлх,показать
1030,führen::V,көтлх,вести
1031,lehren::V,заах,учить
1032,lehren::V,сурһх,учить
1033,unterrichten::V,сурһх,преподавать
1034,unterrichten::V,багшлх,преподавать
1035,aufziehen::V,өскәх,воспитать
1036,leiten::V,һардх,руководить
1037,leiten::V,толһалх,руководить
1038,antreiben::V,шамдах,подгонять
1039,lassen::V,күч үзүлх,заставить
1040,einladen::V,үрх,пригласить
1041,vereinigen::V,хамцулх,объединить
1042,besuchen::V,одх,посетить
1043,treffen::V,харһх,встретить
1044,sich versammeln::V,цуглрх,собраться
1045,sich versammeln::V,хурх,собраться
1046,spielen::V,наадх,играть
1047,singen::V,дуулх,петь
1048,tanzen::V,биилх,плясать
1049,tanzen::V,биилх,танцевать
1050,sich trennen::V,хаһцх,расстаться
1051,verlassen::V,хайх,покинуть
1052,retten::V,әм аврх,спасти
1053,retten::V,әәмшгәс харсх,спасти
1054,bewachen::V,харх,охранять
1055,bewachen::V,манх,охранять
1056,schützen::V,харсх,уберегать
1057,verteidigen::V,харсх,защитить
1058,sich schlagen::V,гүвдлдх,драться
1059,schießen::V,хах,стрелять
1060,siegen::V,диилх,победить
1061,ärgern::V,уурлулх,сердить
1062,schlagen::V,цокх,ударить
1063,schlagen::V,гүвдх,ударить
1064,stechen::V,хатхх,уколоть
1065,stoßen::V,түлкчкх,толкнуть
1066,stehlen::V,хулхалх,украсть
1067,stören::V,һә болх,помешать
1068,belästigen::V,амр эс өгх,надоедать
1069,verbergen::V,нуух,скрыть
1070,verbergen::V,бултулх,скрыть
1071,täuschen::V,меклх,обмануть
1072,betrügen::V,меклх,смошенничать
1073,betrügen::V,мек һарһх,смошенничать
1074,töten::V,алх,убить
1075,wohnen::V,бәәх,проживать
1076,arbeiten::V,көдлх,работать
1077,sammeln::V,түүх,собрать
1078,pflücken::V,түүх,рвать
1079,pflücken::V,түүх,срывать
1080,pflücken::V,хурах,рвать
1081,pflücken::V,хурах,срывать
1082,jagen::V,аңнх,охотиться
1083,jagen::V,аңһучлх,охотиться
1084,fischen::V,заһс аңнх,рыбачить
1085,fassen::V,бәрх,поймать
1086,hüten::V,хәрүлх,пасти
1087,treiben::V,туух,гнать
1088,anbinden::V,уйх,привязать
1089,füttern::V,теҗәх,кормить
1090,melken::V,саах,доить
1091,hacken::V,чавчх,рубить
1092,gießen::V,услх,полить
1093,reifen::V,болх,созреть
1094,reifen::V,болвсрх,созреть
1095,zubereiten::V,белдх,приготовить
1096,kochen::V,чанх,варить
1097,kochen::V,болһх,варить
1098,backen::V,болһх,печь
1099,braten::V,хуурх,жарить
1100,umrühren::V,самрх,перемешать
1101,stricken::V,өлгх,вязать
1102,nähen::V,уйх,шить
1103,färben::V,будх,покрасить
1104,reinigen::V,цеврлх,очистить
1105,waschen::V,уһах,стирать
1106,abwischen::V,арчх,вытереть
1107,spülen::V,зәәлх,полоскать
1108,fegen::V,сәвүрдх,подметать
1109,kehren::V,сәвүрдх,мести
1110,baden::V,өөмх,купаться
1111,sich waschen::V,уһах,мыться
1112,sich waschen::V,бийән уһаҗ,мыться
1113,ausziehen::V,тәәлх,снять
1114,anziehen::V,өмсх,надеть
1115,sich anziehen::V,хувцлх,одеться
1116,kämmen::V,самлх,причесать
1117,schmücken::V,чимх,украсить
1118,schmücken::V,кеерүлх,украсить
1119,sagen::V,келх,сказать
1120,sprechen::V,келх,говорить
1121,reden::V,күүндх,разговаривать
1122,reden::V,күр_кех,разговаривать
1123,sich unterhalten::V,күүндх,беседовать
1124,fragen::V,сурх,спросить
1125,bitten::V,эрх,просить
1126,erzählen::V,келх,рассказать
1127,erzählen::V,келҗ өгх,рассказать
1128,mitteilen::V,медүлх,сообщить
1129,nennen::V,нерәдх,назвать
1130,nennen::V,нер өгх,назвать
1131,rufen::V,дуудх,звать
1132,prahlen::V,көөрх,хвастаться
1133,übersetzen::V,орчулх,перевести
1134,denken::V,санх,думать
1135,glauben::V,шүтх,верить
1136,glauben::V,нәәлх,верить
1137,bemerken::V,темдглх,заметить
1138,erkennen::V,таньх,узнать
1139,erkennen::V,медх,узнать
1140,begreifen::V,медх,понять
1141,begreifen::V,медх,постичь
1142,verstehen::V,соңсх,услышать
1143,lernen::V,сурх,учиться
1144,wissen::V,медх,знать
1145,sich erinnern an::V,санх,вспомнить
1146,vergessen::V,мартх,забыть
1147,messen::V,кемҗәлх,мерить
1148,zählen::V,тоолх,считать
1149,rechnen::V,тоолх,считать
1150,lesen::V,умшх,читать
1151,malen::V,зурх,рисовать
1152,zeichnen::V,зурх,рисовать
1153,schreiben::V,бичх,писать
1154,besitzen::V,эзлх,иметь
1155,kaufen::V,хулдҗ авх,купить
1156,verkaufen::V,хулдх,продать
1157,verkaufen::V,гүүлгх,продать
1158,bezahlen::V,өгх,заплатить
1159,zahlen::V,өгх,платить
1160,beherrschen::V,эзлх,владеть
1161,ertragen::V,даах,вытерпеть
1162,treten::V,,пинать
