,Concept_ID,,ku
973,geben::V,,dan
974,geben::V,,dayin
975,reichen::V,,besbûn
976,reichen::V,,têrkirin
977,schenken::V,,diyarî kirin
978,versprechen::V,,soz dan
979,wünschen::V,,dil kirin
980,loben::V,,pesinandin
981,küssen::V,,maçkirin
982,wiegen::V,,lorandin
983,wiegen::V,,wezinandin
984,zudecken::V,,nixumandin
985,wecken::V,,bixwe hesandin
986,zeigen::V,,şanîdan
987,führen::V,,raber kirin
988,lehren::V,,hîn kirin
989,unterrichten::V,,ders dan
990,aufziehen::V,,mesinkirin
991,leiten::V,,rêberî kirin
992,antreiben::V,,bezandin
993,lassen::V,,berdan
994,lassen::V,,hiştin
995,einladen::V,,dawet kirin
996,vereinigen::V,,bi yek kirin
997,besuchen::V,,mêvan bûn
998,treffen::V,,rast hatin
999,sich versammeln::V,,li hev çivîn
1000,spielen::V,,listin
1001,singen::V,,stran
1002,tanzen::V,,reqisîn
1003,sich trennen::V,,hew berdan
1004,verlassen::V,,tanê hişt
1005,verlassen::V,,bêkes
1006,retten::V,,rihakirin
1007,bewachen::V,,raçavkirin
1008,schützen::V,,hemet kirin
1009,verteidigen::V,,paraztin
1010,sich schlagen::V,,li hev bezîn
1011,schießen::V,,agir kirin
1012,siegen::V,,biser ketin
1013,ärgern::V,,xeyirandin
1014,schlagen::V,,lêdan
1015,schlagen::V,,lêxistin
1016,treten::V,,têlekirin
1017,stechen::V,,têrekirin
1018,stoßen::V,,lêketin
1019,stehlen::V,,dizîn
1020,stehlen::V,,dizî birin
1021,stören::V,,aciz kirin
1022,belästigen::V,,li tela yeki ketin
1023,verbergen::V,,veşartin
1024,verbergen::V,,kemîndanîn
1025,täuschen::V,,xapandin
1026,täuschen::V,,lê zexeli kirin
1027,betrügen::V,,xapandin
1028,töten::V,,kûştin
1029,wohnen::V,,rûniştin
1030,arbeiten::V,,kar kirin
1031,arbeiten::V,,şêxulin
1032,sammeln::V,,komkirin
1033,pflücken::V,,çinîn
1034,jagen::V,,nêçîr kirin
1035,fischen::V,,masî girtin
1036,fassen::V,,pê girtin
1037,fassen::V,,sêm kirin
1038,hüten::V,,hei jê man
1039,treiben::V,,bêherandin
1040,anbinden::V,,tewilandin
1041,füttern::V,,xwarine dan lê
1042,melken::V,,dotin
1043,hacken::V,,kolandin
1044,gießen::V,,av dan
1045,reifen::V,,kemilîn
1046,zubereiten::V,,çe kirin
1047,kochen::V,,xwarin çe kirin
1048,kochen::V,,kelandin
1049,backen::V,,pijandin
1050,braten::V,,qelandin
1051,braten::V,,sor kirin
1052,umrühren::V,,têvdan
1053,stricken::V,,hûnan
1054,nähen::V,,kêl kirin
1055,färben::V,,boyax kirin
1056,reinigen::V,,paqijkirin
1057,waschen::V,,şuştin
1058,abwischen::V,,pakîj kirin
1059,spülen::V,,şuştin
1060,fegen::V,,maliştin
1061,kehren::V,,maliştin
1062,baden::V,,serîşûştin
1063,sich waschen::V,,serîşûştin
1064,ausziehen::V,,jê kirin
1065,anziehen::V,,pê kirin
1066,sich anziehen::V,,xwe kirin
1067,kämmen::V,,şeh kirin
1068,schmücken::V,,xemilandin
1069,sagen::V,,gotin
1070,sagen::V,,peyivîn
1071,sprechen::V,,peyivîn
1072,reden::V,,axaftin
1073,sich unterhalten::V,,hev biştaxilin
1074,fragen::V,,pirsîn
1075,fragen::V,,pirs kirin
1076,bitten::V,,tika kirin
1077,erzählen::V,,behs kirin
1078,mitteilen::V,,vegotin
1079,nennen::V,,bi nav kirin
1080,rufen::V,,bakirin
1081,prahlen::V,,pesnê xwe dan
1082,übersetzen::V,,qulibandin
1083,übersetzen::V,,derbas kirin
1084,denken::V,,fikirîn
1085,glauben::V,,bawer bûn
1086,bemerken::V,,bala xwe dan
1087,bemerken::V,,çac lê ketin
1088,erkennen::V,,pêhesîn
1089,begreifen::V,,fêmkirin
1090,verstehen::V,,fêmkirin
1091,lernen::V,,halmandin
1092,lernen::V,,fêrbun
1093,wissen::V,,zanîn
1094,sich erinnern an::V,,bir bûn
1095,vergessen::V,,ji bir kirin
1096,messen::V,,pê kanîn
1097,zählen::V,,hejmardin
1098,rechnen::V,,hesibandin
1099,lesen::V,,xwendin
1100,malen::V,,rengandin
1101,malen::V,,boyax kirin
1102,zeichnen::V,,işaret kirin
1103,schreiben::V,,nivîsandin
1104,besitzen::V,,hebûn
1105,kaufen::V,,kirîn
1106,verkaufen::V,,firotin
1107,bezahlen::V,,pere dan
1108,zahlen::V,,pere dan
1109,zahlen::V,,dayin
1110,beherrschen::V,,zebt kirin
1111,beherrschen::V,,hukim kirin
1112,ertragen::V,,bihêzkirin
