,Concept_ID,bn,br
144,Eichhörnchen::N,কাঠবিড়াল,gwiñver
145,Elch::N,হরিণবিশেষ,karv-dour
146,Fuchs::N,পাঁতিশিয়াল,louarn
147,Hase::N,শশক,gad
148,Maus::N,নেংটি ইঁদুর,logodenn
149,Wolf::N,নেকড়ে,bleiz
150,Vogel::N,পক্ষী,labous
151,Schwarm::N,ঝাঁক,nijad
152,Huhn::N,মোরগ,yar
153,Hahn::N,কুক্কুট,kilhog
154,Gans::N,হংসী,gwazenn
155,Adler::N,ইগল,erer
156,Ente::N,হংসী,houad
157,Eule::N,পেচক,toud
158,Kranich::N,সারস,garan
159,Krähe::N,কাক,bran
160,Kuckuck::N,কোকিল,koukoug
161,Schwan::N,মরাল,alarc'h
162,Fisch::N,মাছ,pesk
163,Barsch::N,মৎন্যবিশেষ,brell
164,Hecht::N,বানমাছ,beked
165,Schlange[Tier]::N,সর্প,naer
166,Wurm::N,কীট,preñv
167,Spinne::N,মাকড়সা,kevnidenn
168,Ameise::N,পিপীলিকা,merion
169,Laus::N,উকুন,laouenn
170,Mücke::N,মশা,moustik
171,Fliege::N,মাছি,kelienenn
172,Schmetterling::N,প্রজাপতি,balafenn
173,Beere::N,বেরি,hog
174,Apfel::N,আপেল,aval
175,Pilz::N,ছত্রক,kabell-touseg
176,Zwiebel::N,পিয়াজ,ognonenn
177,Saat::N,বীজ,had
178,Korn::N,শস্য,ed
179,Heu::N,খড়,foenn
180,Schale::N,খোসা,peliadur
181,Grube::N,গর্ত,
182,Falle::N,ফাঁদ,pech
183,Schlinge::N,পাশ,krouglas
184,Spur::N,চিহ্ন,
185,Asche::N,ভস্ম,ludu
186,Dreck::N,ময়লা,fank
187,Eisen::N,লোহা,houarn
188,Gold::N,স্বর্ণ,aour
189,Silber::N,রৌপ্য,arc'hant
190,Kohle::N,অঙ্গার,glaou
191,Glas::N,কাচ,gwer
192,Lehm::N,মৃত্তিকা,
193,Sand::N,বালি,traezh
194,Mensch::N,নর,den
195,Mensch::N,মানুষ,den
196,Mann::N,মানুষ,den
197,Frau::N,নারী,maouez
198,Kind::N,বাচ্চা,bugel
199,Junge::N,ছেলে,paotr
200,Mädchen::N,মেয়ে,plac'h
201,Familie::N,পরিবার,familh
202,Großvater::N,মাতামহ,tad-kozh
203,Großmutter::N,মাতামহী,mamm-gozh
204,Eltern::N,মাতাপিতা,kerent
205,Vater::N,পিতা,tad
206,Mutter::N,মাতা,mamm
207,Sohn::N,ছেলে,mab
208,Tochter::N,মেয়ে,merc'h
209,Bruder::N,দাদা,breur
210,Schwester::N,বোন,c'hoar
211,Schwester::N,দিদি,c'hoar
212,Onkel::N,মামা,eontr
213,Tante::N,মাসী,moereb
214,Ehemann::N,স্বামী,gwaz
215,Ehefrau::N,পত্নী,gwreg
216,Freude::N,উল্লাস,levenez
217,Gelächter::N,হাসি,c'hoarzherezh
218,Glück::N,সুখ,chañs
219,Kummer::N,দুঃখ,doan
220,Wunsch::N,আকাঙ্ক্ষা,c'hoant
221,Lust::N,বাসনা,c'hoant
222,Geist::N,আত্না,spered
223,Gedanke::N,চিন্তা,soñj
224,Gedächtnis::N,স্মরণশক্তি,eñvor
225,Verstand::N,মন,skiant
226,Sinn::N,পদার্থ,ster
227,Grund::N,কারণ,kaoz
228,Wahrheit::N,সত্য,gwirionez
229,Gespräch::N,কথাবার্তা,kaozeadenn
230,Märchen::N,রূপকথা,kaoz korriganez
231,Erzählung::N,গল্প,kontadenn
232,Nachricht::N,তথ্য,keloù
233,Neuigkeit::N,খবরাখবর,kelaouenn
234,Name::N,নাম,anv
235,Rätsel::N,ধাঁধা,divinatez
236,Rede::N,বক্তৃতা,diskour
237,Sprache::N,ভাষা,yezh
238,Stimme::N,স্বর,mouezh
239,Wort::N,শব্দ,ger
240,Zeichen::N,প্রতীক,sin
241,Ruf::N,ডাক,galv
242,Lärm::N,হৈচৈ,trouz
243,Laut::N,ধ্বনি,
244,Ton::N,স্বর,ton
245,Lied::N,গান,kanaouenn
246,Ruhe::N,শান্তি,sioulded
247,Leute::N,প্রজাপুঞ্জ,tud
248,Volk::N,জাতি,pobl
249,Arbeit::N,চাকরি,labour
250,Gast::N,অতিথি,kouviad
251,Geschenk::N,উপহার,prof
252,Spiel::N,খেলা,c'hoari
253,Gesellschaft::N,সঙ্গিগণ,kompagnunezh
254,Gesellschaft::N,সঙ্গিগণ,kavandad
255,Hilfe::N,সাহায্য,sikour
256,Freund::N,বন্ধু,mignon
257,Kamerad::N,সঙ্গী,kamarad
258,Angelegenheit::N,বিষয়,afer
259,Anzahl::N,পরিমাণ,niver
260,Art::N,রকম,sort
261,Stück::N,টুকরো,tamm
262,Teil::N,অংশ,pezh
263,Hälfte::N,অর্ধেক,hanterenn
264,Kreis::N,বৃত্ত,kelc'h
265,Kreuz::N,ক্রুশ,kroaz
266,Linie::N,রেখা,linenn
267,Strich::N,কষি,tenn
268,Abstand::N,ফাঁক,distok
269,Entfernung::N,ব্যবধান,keid
270,Entfernung::N,ব্যবধান,kehid
271,Gegend::N,ক্ষেত্র,korn-bro
272,Platz::N,জায়গা,plasenn
273,Ort::N,স্থান,lec'h
274,Seite::N,পার্শ্ব,tu
275,Mitte::N,মধ্য,kreiz
276,Gegenstand::N,জিনিস,tra
277,Sache::N,বস্তু,tra
278,Rand::N,কানা,kantenn
279,Kante::N,ধার,kantenn
280,Ecke::N,কোণ,korn
281,Spitze::N,ডগা,begell
282,Ende::N,প্রান্ত,dibenn
283,Loch::N,গর্ত,toull
284,Winkel::N,কোণ,
285,Muster::N,নমুন্,tresadenn
286,Größe::N,আয়তন,ment
287,Länge::N,দৈর্ঘ্য,hirder
288,Höhe::N,উচ্চতা,uhelder
289,Gewicht::N,ওজন,pouez
290,Menge::N,পরিমাণ,bern
291,Haufen::N,পুঞ্জ,bern
292,Reihe::N,শ্রেণী,steud
293,Boot::N,নৌকা,bag
294,Ruder::N,দাঁড়,roeñv
295,Schlitten::N,স্নেজ্-গাড়ি,trainell
296,Ski::N,শী,ski
297,Lagerfeuer::N,অগ্নি,
298,Last::N,বোঝা,karg
299,Gang::N,হণ্টন,kerzh
300,Schritt::N,পদ,paz
301,Norden::N,উত্তরদিক্,norzh
302,Norden::N,উত্তরদিক্,hanternoz
303,Süden::N,দক্ষিণদিক,su
304,Süden::N,দক্ষিণদিক,kreisteiz
305,Westen::N,পশ্চিমদিক্,kuzh-heol
306,Osten::N,পূর্বদিক,reter
307,Osten::N,পূর্বদিক,sav-heol
308,Holz::N,কাঠ,koad
309,Brett::N,তক্তা,plankenn
310,Platte::N,ফলক,plakenn
311,Stütze::N,নাগদণ্ড,harp
312,Stange::N,দণ্ড,sparl
313,Stock::N,ছড়ি,bazh
314,Stab::N,যষ্টি,bazh
315,Rohr::N,নল,tub
316,Rohr::N,নল,korz
317,Haus::N,ঘর,ti
318,Heim::N,বাসা,kêr
319,Ofen::N,স্টোভ্,forn
320,Fußboden::N,গহতল,plañchod
321,Tisch::N,মেজ,taol
322,Tisch::N,টেবিল,taol
323,Stuhl::N,চেয়ার,kador
324,Stuhl::N,কেদারা,kador
325,Wiege::N,দোলনা,kavell
326,Bett::N,শয্যা,gwele
327,Regal::N,তাক,estajerenn
328,Kiste::N,বাক্স,kased
329,Fenster::N,জানালা,prenestr
330,Tür::N,দ্বার,dor
331,Tor::N,দ্বার,portal
332,Zaun::N,বেড়া,sklotur
333,Dach::N,ছাদ,toenn
334,Leiter::N,মই,skeul
335,Besen::N,গুল্মবিশেষ,skubell
336,Spaten::N,কোদাল,pal
337,Schaufel::N,বেলচা,pal
338,Gabel::N,কাঁটা,fourchetez
339,Löffel::N,চামচ,loa
340,Messer::N,ছুরি,kontell
341,Nagel::N,পেরেক,tach
342,Netz::N,জাল,roued
343,Haken::N,কাচি,krog
344,Griff::N,হাতল,kemer
345,Schloss::N,তালা,potenn
346,Bild::N,ছবি,skeudenn
347,Bild::N,চিত্র,skeudenn
348,Figur::N,আকার,skeud
349,Figur::N,আকার,figur
350,Puppe::N,পুতুল,merc'hodenn
351,Beutel::N,বটুয়া,sac'h
352,Bündel::N,আঁটি,feskenn
353,Tasche::N,থলি,sac'h
354,Eimer::N,বাল্তি,sailh
355,Deckel::N,আবরণ,pallenn
356,Geschirr::N,থালা-বাসন,listriaj
357,Sack::N,বস্তা,sac'h
358,Tasse::N,কাপ,tas
359,Topf::N,পাত্র,pod
360,Kessel::N,কেটলি,chaodouron
361,Essen::N,আহার,pred
362,Nahrung::N,খাদ্য,boued
363,Speise::N,খাদ্য,meuz
364,Fleisch::N,মাংস,kig
365,Getreide::N,শস্য,ed
366,Brei::N,মণ্ড,yod
367,Brot::N,রুটি,bara
368,Scheibe::N,ফালি,tailhenn
369,Fett::N,মেদ,lard
370,Butter::N,মাখন,amann
371,Öl::N,তৈল,eoul
372,Salz::N,নুন,holen
373,Suppe::N,শুরুয়া,soubenn
374,Honig::N,মধু,mel
375,Milch::N,দুধ,laezh
376,Tee::N,চা,te
377,Leder::N,পাকা চামড়া,lêr
378,Wolle::N,পশম,gloan
379,Stoff::N,বস্ত্র,danvez
380,Nadel::N,সুচ,nadoz
381,Faden::N,সূত্র,neudenn
382,Knopf::N,বোতাম,bouton
383,Knoten::N,গিঁট,skoulm
384,Farbe::N,রং,liv
385,Kleidung::N,কাপড়,dilhad
386,Hemd::N,শার্ট,roc'hed
387,Kragen::N,গলবন্ধ,gouzoug
388,Ärmel::N,আস্তিন্,milgin
389,Hose::N,ট্রাউজার,bragoù
390,Gürtel::N,কটিবন্ধ,gouriz
391,Mütze::N,টুপি,boned
392,Schuh::N,জুতো,botez
393,Stiefel::N,বুট,botez
394,Ring::N,আংটি,gwalenn
395,Band::N,ফিতা,bagad
396,Kamm::N,চিরুনি,krib
397,Spiegel::N,আয়না,melezour
398,Riemen::N,চাবুক,lerenn
399,Schnur::N,দড়ি,kordenn
400,Leine::N,শিকল,roll
401,Decke::N,কম্বল,golo
402,Kissen::N,উপাধান,goubenner
403,Tuch::N,বস্ত্র,mezher
404,Handtuch::N,তোয়ালে,toailhon
405,Kraft::N,জোর,nerzh
406,Stärke::N,শক্তি,nerzhder
407,Gesundheit::N,স্বাস্থ্য,yec'hed
408,Krankheit::N,অসুখ,klañved
409,Krankheit::N,ব্যামো,klañved
410,Schmerz::N,যন্ত্রণা,poan
411,Schmerz::N,যন্ত্রণা,droug
412,Wunde::N,ক্ষত,gloazadenn
413,Fieber::N,জ্বর,terzhienn
414,Arznei::N,ঔষধ,louzoù
415,Brücke::N,সেতু,pont
416,Brunnen::N,কূপ,puñs
417,Weide::N,পশুচারণভূমি,prad
418,Pfad::N,পথ,gwenodenn
419,Weg::N,পথ,hent
420,Straße::N,রাস্তা,ru
421,Straße::N,রাস্তা,hent
422,Dorf::N,গ্রাম,kêr
423,Dorf::N,গ্রাম,kêriadenn
424,Stadt::N,শহর,kêr
425,Brief::N,চিঠি,lizher
426,Buch::N,বই,levr
427,Buchstabe::N,অক্ষর,lizherenn
428,Zeitung::N,সংবাদপত্র,kazetenn
429,Leben::N,জীবন,buhez
430,Tod::N,মৃত্যু,marv
431,Grab::N,কবর,bez
432,Kirche::N,গির্জা,iliz
433,Sünde::N,পাপ,pec'hed
434,Gott::N,দেবতা,doue
435,Arbeiter::N,শ্রমিক,labourer
436,Arbeiter::N,শ্রমিক,micherour
437,Chef::N,নেতা,penn
438,Meister::N,ব্যক্তি,mestr
439,Arzt::N,চিকিৎসক,mezeg
440,Arzt::N,চিকিৎসক,medisin
441,Lehrer::N,অধ্যাপক,skolaer
442,Lehrer::N,অধ্যাপক,kelenner
443,Geld::N,মুদ্রা,arc'hant
444,Geld::N,টাকাপয়সা,arc'hant
445,Geschäft::N,ব্যস্ততা,stal
446,Laden::N,দোকান,stal
447,Preis::N,মূল্য,priz
448,Ware::N,পণ্যদ্রব্য,marc'hadourezh
449,Nutzen::N,সুবিধা,gounidegezh
450,Nutzen::N,সুবিধা,lañs
451,Nutzen::N,সুবিধা,profit
452,Nutzen::N,সুবিধা,spleit
453,Reichtum::N,ধনদৌলত,pinvidigezh
454,Welt::N,জগৎ,douar
455,Land::N,খেত,bro
456,Staat::N,রাষ্ট্র,stad
457,König::N,রাজা,roue
458,Macht::N,প্রভাব,galloud
459,Grenze::N,সীমা,harzoù
460,Krieg::N,যুদ্ধ,brezel
461,Feind::N,শত্রু,eneber
462,Gewalt::N,জোর,tâerder
463,Kampf::N,লড়াই,kann
464,Bogen[Waffe]::N,ধনুক,gwareg
465,Pfeil::N,বাণ,saezh
466,Gewehr::N,বন্দুক,fuzuilh
467,Fehler::N,ভুল,fazi
468,Lüge::N,মিথ্যা,gaou
469,Schaden::N,ক্ষতি,gwall
470,Unglück::N,দুর্ভাগ্য,gwalleur
471,Schuld::N,অপরাধ,kablusted
472,Schuld::N,অপরাধ,pec'hedigezh
473,Alter::N,আয়ু,oad
474,Schluss::N,শেষ,diwezh
475,Zeit::N,সময়,amzer
476,Tag::N,দিন,deizh
477,Morgen::N,সকাল,beure
478,Morgen::N,সকাল,mintin
479,Mittag::N,মধ্যাহু,kreisteiz
480,Abend::N,সন্ধ্যা,abardaez
481,Nacht::N,রাত্রি,noz
482,Woche::N,সপ্তাহ,sizhun
483,Monat::N,মাস,miz
484,Jahr::N,সৌরবর্ষ,bloaz
485,Frühling::N,বসন্তকাল,nevezamzer
486,Sommer::N,গ্রীষ্মকাল,hañv
487,Herbst::N,শরংঋতু,diskaramzer
488,Winter::N,শীতকাল,goañv
489,Januar::N,জানুয়ারী,Genver
490,Februar::N,ফেব্রুয়ারী,C'hwevrer
491,März::N,মার্চ,Meurzh
492,April::N,এপ্রিল,Ebrel
493,Mai::N,মে,Mae
494,Juni::N,জুন,Mezheven
495,Juli::N,জুলাই,Gouhere
496,August::N,অগাস্ট,Eost
497,September::N,সেপ্টেম্বর,Gwengolo
498,Oktober::N,অক্টোবর,Here
499,November::N,নভেম্বর,Du
500,Dezember::N,ডিসেম্বর,Kerzu
501,Montag::N,সোমবার,Lun
502,Dienstag::N,মঙ্গলবার,Meurzh
503,Mittwoch::N,বুধবার,Merc'her
504,Donnerstag::N,বৃহম্পতিবার,Yaou
505,Freitag::N,শুক্রবার,Gwener
506,Samstag::N,শনিবার,Sadorn
507,Sonntag::N,রবিবার,Sul
508,groß::A,বৃহৎ,bras
509,klein::A,ছোট,bihan
510,lang::A,দীর্ঘ,hir
511,kurz::A,খর্ব,berr
512,kurz::A,হ্রস্ব,berr
513,breit::A,চওড়া,ledan
514,schmal::A,সরু,strizh
515,dicht::A,ঘন,stank
516,dick[Gegenstand]::A,পুরু,tev
517,dünn::A,কৃশ,moan
518,fein::A,সূক্ষ্ম,munut
519,fest::A,দৃঢ়,start
520,flach::A,সমতল,plaen
521,glatt::A,মসৃণ,lintr
522,glatt::A,মসৃণ,levn
523,hart::A,শক্ত,kalet
524,weich::A,নরম,blot
525,rund::A,গোলাকার,ront
526,spitz::A,তীক্ষ্ন,poentet
527,scharf::A,শাণিত,dremm
528,stumpf::A,ভোঁতা,talsoc'h
529,schwer::A,ভারী,pounner
530,schön::A,সুন্দর,kaer
531,heiß::A,গরম,tomm
532,warm::A,ঈষদুষ্ণ,tomm
533,kalt::A,ঠাণ্ডা,yen
534,kühl::A,শীতল,yen
535,frisch::A,তাজা,fresk
536,feucht::A,ভিজা,gleb
537,nass::A,ভিজা,gleb
538,trocken::A,শুষ্ক,sec'h
539,voll::A,পূর্ণ,leun
540,leer::A,খালি,goullo
541,offen::A,খোলা,digor
542,geschlossen::A,বন্ধ,serr
543,sauber::A,নির্মল,naet
544,schmutzig::A,নোংরা,lous
545,roh::A,কাঁচা,kriz
546,reif::A,পাকা,darev
547,lecker::A,সুস্বাদ,lipous
548,lecker::A,সুস্বাদ,saourus
549,süß::A,মিষ্ট,dous
550,bitter::A,তিক্ত,c'hwerv
551,sauer::A,টক,trenk
552,hell::A,উজ্জ্বল,sklaer
553,dunkel::A,অন্ধকারময়,teñval
554,schwarz::A,কালো,du
555,weiß::A,সাদা,gwenn
556,rot::A,লাল,ruz
557,gelb::A,হলদে,melen
558,blau::A,নীল,glas
559,grün::A,সবুজ,gwer
560,grau::A,ছাই-রঙা,louet
561,bunt::A,রঙিন,liesliv
562,billig::A,সস্তা,marc'had-mat
563,teuer::A,আক্রা,ker
564,wertvoll::A,মহার্ঘ,prizius
565,blind::A,কানা,dall
566,taub::A,বধির,bouzar
567,kräftig::A,বিশাল,start
568,stark::A,শক্তিশালী,kreñv
569,schwach::A,দুর্বল,gwan
570,fett::A,মোটা,lard
571,schlank::A,কৃশ,sinkl
572,hübsch::A,সুন্দর,koant
573,böse::A,খারাপ,gwall
574,dumm::A,মূর্খ,glep
575,faul::A,শ্রমবিমুখ,lezirek
576,fleißig::A,পরিশ্রমী,studius
577,geizig::A,ব্যয়কুণ্ঠ,tost
578,klug::A,দক্ষ,speredek
579,geschickt::A,পটু,dornet
580,lieb::A,প্রেয়,koant
581,lustig::A,প্রফুল্ল,laouen
582,sanft::A,নম্র,flour
583,hungrig::A,ক্ষুধার্ত,marnaon
584,krank::A,অসুস্থ,klañv
585,nackt::A,উলঙ্গ,noazh
586,traurig::A,দুঃখিত,trist
587,lebendig::A,জীবিত,bev
588,gut::A,ভালো,mad
589,schlecht::A,মন্দ,fall
590,schlecht::A,মন্দ,gwall
591,richtig::A,ঠিক,reizh
592,schlimm::A,কদর্য,gwall
593,wahr::A,বাস্তব,gwir
594,alt::A,পুরাতন,kozh
595,neu::A,নব,nevez
596,neu::A,নূতন,nevez
597,ehemalig::A,পূর্বকালীন,kozh
598,alt[Lebewesen]::A,বৃদ্ধ,kozh
599,jung::A,তরুণ,yaouank
600,arm::A,ক্ষুদ্র,paour
601,reich::A,ধনবান্,pinvidik
602,bekannt::A,সুপরিচিত,anavezet
603,berühmt::A,বিখ্যাত,brudet
604,fremd::A,বিদেশি,dizanav
605,verschieden::A,বিসদৃশ,disheñel
606,nah::A,নিকটবতী,nes
607,fern::A,দুরবতী,diabell
608,linker::A,বাম,kleiz
609,rechter::A,ডান,dehoù
610,rechter::A,ডাইন,dehoù
611,anderer::A,অন্যতর,all
612,erster::A,প্রথম,kentañ
613,zweiter::A,দ্বিতীয়,eil
614,dritter::A,তৃতীয়,trede
615,letzter::A,সর্বশেষ,diwezhañ
616,allein::ADV,একক,e-unan
617,auf einmal::ADV,জলদি,ar un dro
618,zusammen::ADV,একসঙ্গে,asambles
619,lange::ADV,লম্বা,pell
620,plötzlich::ADV,হঠাৎ,en un taol
621,sofort::ADV,মুহ্ণর্তমধ্যে,diouzhtu
622,später::ADV,পশ্চাতে,diwezhatoc'h
623,jetzt::ADV,এখন,bremañ
624,heute::ADV,আজ,hiziv
625,morgen::ADV,আগামিকাল,arc'hoazh
626,bald::ADV,অস্পকালমধ্যে,hepdale
627,dann::ADV,তখন,a-c'houde
628,gestern::ADV,গতকাল,dec'h
629,einst::ADV,একবার মাত্র,gwechall
630,damals::ADV,তখন,neuze
631,danach::ADV,পরে,goude
632,vorher::ADV,আগে,diagent
633,zuerst::ADV,আগে,da gentañ
634,einmal::ADV,একবার,ur wech
635,manchmal::ADV,কখনও কখনও,a-wechoù
636,oft::ADV,ঘনঘন,alies
637,immer::ADV,সর্বদা,atav
638,immer::ADV,সর্বদা,bepred
639,niemals::ADV,কখলও নহে,gwech ebet
640,hier::ADV,এখানে,amañ
641,hierhin::ADV,এখানে,dre amañ
642,von hier::ADV,ত্রই স্তান হইতে,alemañ
643,dort::ADV,ওখানে,aze
644,dort::ADV,ওখানে,ahont
645,dorthin::ADV,ওখানে,di
646,dorthin::ADV,ওখানে,aze
647,dorthin::ADV,ওখানে,ahont
648,geradeaus::ADV,অগ্রগামী,war-eeun
649,vorwärts::ADV,সন্মুখিকে,war-raok
650,rückwärts::ADV,খিরিয়া,war-lerc'h
651,zurück::ADV,পিঠ,war-dreñv
652,unten::ADV,নীচে,en traoñ
653,hinab::ADV,নিম্নগামী,a-izel
654,oben::ADV,উপরে,en nec'h
655,hinauf::ADV,উচ্চতর অংশে,e-krec'h
656,überall::ADV,সর্বত্র,dre-holl
657,nicht::ADV,না,ne ... ket
658,ein wenig::ADV,অল্প,un tammig
659,kaum::ADV,কষ্টসহকাবে,a-boan
660,sehr::ADV,খুব,-tre
661,sehr::ADV,খুব,-kenañ
662,so::ADV,তত,evel-se
663,noch::ADV,এখন পর্যস্ত,c'hoazh
664,nur::ADV,শুধু,hepken
665,schon::ADV,ইতঃপুর্বে,dija
666,wieder::ADV,আবার,adarre
667,vergebens::ADV,বিফলে,
668,vor::PRP,সম্মুখে,dirak
669,hinter::PRP,পশ্চাতে,a-drek
670,hinter::PRP,পশ্চাতে,a-dreñv
671,unter::PRP,নীচে,dindan
672,durch::PRP,দ্বারা,dre
673,neben::PRP,কাছে,e-kichen
674,zwischen::PRP,মধ্যে,etre
675,wegen::PRP,জন্য,abalamour da
676,dies::PRN,এটা,hemañ
677,das::PRN,ওটা,se
678,das::PRN,ওটা,hennezh
679,alles::PRN,সব,pep tra
680,ich::PRN,আমি,me
681,du::PRN,তুমি,te
682,er::PRN,উনি,eñ
683,wir::PRN,আমরা,ni
684,ihr::PRN,তোমরা,c'hwi
685,sie::PRN,তারা,int
686,was::FPRN,কি,petra
687,wer::FPRN,কে,piv
688,wo::FADV,কোথায়,pelec'h
689,wohin::FADV,কোথায়,da belec'h
690,wie::FADV,কেমন,penaos
691,warum::FADV,কেন,perak
692,wieviel::FNUM,কত,pet
693,eins::NUM,অক,unan
694,zwei::NUM,দুই,daou
695,drei::NUM,তিন,tri
696,vier::NUM,চার,pevar
697,fünf::NUM,পাঁচ,pemp
698,sechs::NUM,ছয়,c'hwec'h
699,sieben::NUM,সাত,seizh
700,acht::NUM,আট,eizh
701,neun::NUM,নয়,nav
702,zehn::NUM,দশ,dek
703,elf::NUM,এগারো,unnek
704,zwölf::NUM,দ্বাদশ,daouzek
705,zwanzig::NUM,বিশ,ugent
706,dreißig::NUM,ত্রিশ,tregont
707,vierzig::NUM,চল্লিশ,daou-ugent
708,fünfzig::NUM,পঞ্চাশ,hanter-kant
