,Concept_ID,zh,sl
153,Bär::N,熊,mêdved
154,Eichhörnchen::N,松鼠,véverica
155,Elch::N,麋鹿,lós
156,Fuchs::N,狐狸,lisíca
157,Hase::N,兔子,zájec
158,Maus::N,老鼠,mìš
159,Wolf::N,狼,vólk
160,Vogel::N,鸟,ptìč
161,Vogel::N,鸟,ptíca
162,Schwarm::N,群,játa
163,Huhn::N,鸡,kokóš
164,Hahn::N,公鸡,petêlin
165,Gans::N,鹅,gós
166,Adler::N,鹰,ôrel
167,Ente::N,鸭,ráca
168,Eule::N,猫头鹰,sôva
169,Kranich::N,鹤,žerjàv
170,Krähe::N,乌鸦,vrána
171,Kuckuck::N,布谷鸟,kúkavica
172,Schwan::N,天鹅,labód
173,Fisch::N,鱼,ríba
174,Barsch::N,鲈鱼,ostríž
175,Hecht::N,狗鱼,ščúka
176,Schlange[Tier]::N,蛇,káča
177,Wurm::N,蠕虫,čr̀v
178,Wurm::N,蠕虫,glísta
179,Spinne::N,蜘蛛,pájek
180,Ameise::N,蚂蚁,mrávlja
181,Laus::N,虱子,úš
182,Mücke::N,蚊子,komár
183,Fliege::N,苍蝇,múha
184,Schmetterling::N,蝴蝶,metúlj
185,Beere::N,将果,jágoda
186,Apfel::N,苹果,jábolko
187,Pilz::N,蘑菇,góba
188,Zwiebel::N,洋葱,čebúla
189,Saat::N,种子,séme
190,Korn::N,谷粒,zŕno
191,Heu::N,干草,senó
192,Schale::N,壳,lupína
193,Grube::N,坑,jáma
194,Falle::N,圈套,pást
195,Schlinge::N,活扣,zánka
196,Schlinge::N,活扣,pêtlja
197,Spur::N,踪迹,sléd
198,Asche::N,灰烬,pepél
199,Dreck::N,污垢,bláto
200,Eisen::N,铁,želézo
201,Gold::N,金子,zlató
202,Silber::N,银,srebró
203,Kohle::N,煤,ógel
204,Glas::N,玻璃,stêklo
205,Lehm::N,粘土,ílo
206,Sand::N,沙,pések
207,Mensch::N,人,člôvek
208,Mann::N,男子,móž
209,Mann::N,男子,môški
210,Frau::N,妇女,gospá
211,Frau::N,妇女,žénska
212,Kind::N,小孩,déte
213,Kind::N,小孩,otròk
214,Junge::N,男孩,fànt
215,Junge::N,男孩,déček
216,Mädchen::N,女孩,deklè
217,Mädchen::N,女孩,déklica
218,Familie::N,家庭,družína
219,Großvater::N,祖父,dèd
220,Großvater::N,祖父,dédek
221,Großmutter::N,祖母,bábica
222,Eltern::N,父母,stárši
223,Vater::N,父亲,ôče
224,Mutter::N,母亲,máma
225,Sohn::N,儿子,sín
226,Tochter::N,女儿,hčí
227,Tochter::N,女儿,hčérka
228,Bruder::N,兄弟,bràt
229,Schwester::N,姐妹,sêstra
230,Onkel::N,伯父,újec
231,Onkel::N,伯父,stríc
232,Tante::N,阿姨,têta
233,Tante::N,阿姨,strína
234,Ehemann::N,丈夫,móž
235,Ehemann::N,丈夫,sopróg
236,Ehefrau::N,妻子,žêna
237,Ehefrau::N,妻子,sopróga
238,Freude::N,愉快,rádost
239,Freude::N,愉快,vesêlje
240,Gelächter::N,大笑,sméh
241,Gelächter::N,大笑,grohòt
242,Glück::N,运气,sréča
243,Kummer::N,苦恼,gorjé
244,Wunsch::N,愿望,žêlja
245,Lust::N,乐趣,poželênje
246,Geist::N,精神,dúša
247,Gedanke::N,思想,mísel
248,Gedächtnis::N,记性,pámet
249,Verstand::N,理智,
250,Sinn::N,感觉,pomèn
251,Sinn::N,感觉,smísel
252,Grund::N,理由,vzròk
253,Wahrheit::N,真理,resníca
254,Gespräch::N,谈话,pogóvor
255,Märchen::N,童话,právljica
256,Erzählung::N,故事,povést
257,Nachricht::N,消息,sporočílo
258,Neuigkeit::N,新闻,novóst
259,Name::N,名字,imé
260,Rätsel::N,谜语,ugánka
261,Rede::N,讲话,góvor
262,Sprache::N,语言,jêzik
263,Stimme::N,声音,glás
264,Wort::N,词,beséda
265,Zeichen::N,标记,znák
266,Ruf::N,呼喊,klíc
267,Lärm::N,噪音,hrúp
268,Lärm::N,噪音,trúšč
269,Laut::N,响声,glás
270,Ton::N,声音,tón
271,Lied::N,歌曲,pésem
272,Ruhe::N,安静,pokòj
273,Leute::N,人们,ljudjé
274,Volk::N,人民,národ
275,Arbeit::N,劳动,délo
276,Gast::N,客人,gòst
277,Geschenk::N,礼物,darílo
278,Spiel::N,游戏,ígra
279,Gesellschaft::N,陪同,drúžba
280,Hilfe::N,帮助,pomóč
281,Freund::N,朋友,prijátelj
282,Kamerad::N,同志,továriš
283,Angelegenheit::N,事情,zadéva
284,Anzahl::N,数目,števílo
285,Art::N,种类,vŕsta
286,Stück::N,块,kós
287,Teil::N,部分,dél
288,Hälfte::N,一半,polovíca
289,Kreis::N,圆,króg
290,Kreis::N,圆,kolobár
291,Kreuz::N,十字架,kríž
292,Linie::N,线条,próga
293,Strich::N,划,čŕta
294,Abstand::N,距离,preslédek
295,Entfernung::N,距离,oddáljenost
296,Gegend::N,地区,kràj
297,Gegend::N,地区,dežêla
298,Platz::N,场所,prôstor
299,Ort::N,地点,mésto
300,Seite::N,面,bòk
301,Seite::N,面,strán
302,Mitte::N,中间,sredína
303,Gegenstand::N,物品,prédmet
304,Sache::N,物,réč
305,Sache::N,物,stvár
306,Rand::N,边,kràj
307,Kante::N,棱,rób
308,Ecke::N,角,vogál
309,Spitze::N,尖,óst
310,Ende::N,结尾,kônec
311,Loch::N,洞,lúknja
312,Winkel::N,角度,kót
313,Muster::N,模型,vzórec
314,Größe::N,大小,veličína
315,Länge::N,长度,dolžína
316,Höhe::N,高度,vršína
317,Gewicht::N,重量,téža
318,Menge::N,数量,količína
319,Haufen::N,堆,kùp
320,Haufen::N,堆,kopíca
321,Reihe::N,行,níz
322,Reihe::N,行,vŕsta
323,Boot::N,小船,čóln
324,Ruder::N,奖,vêslo
325,Schlitten::N,雪橇,saní
326,Ski::N,雪板,smučí
327,Lagerfeuer::N,营火,táborni ôgenj
328,Last::N,负担,tôvor
329,Gang::N,行走,hòd
330,Schritt::N,步伐,korák
331,Norden::N,北,séver
332,Süden::N,南,júg
333,Westen::N,西,zapàd
334,Osten::N,东,vzhòd
335,Holz::N,木材,lés
336,Brett::N,木板,deskà
337,Platte::N,平板,plôča
338,Stütze::N,支架,opóra
339,Stütze::N,支架,zaslómba
340,Stange::N,杆,gréd
341,Stock::N,棒,pálica
342,Stab::N,棍,pálica
343,Rohr::N,管子,cév
344,Haus::N,房屋,híša
345,Heim::N,家,dóm
346,Ofen::N,炉子,péč
347,Fußboden::N,地板,pòd
348,Tisch::N,桌子,míza
349,Stuhl::N,椅子,stòl
350,Wiege::N,摇蓝,zíbel
351,Bett::N,床,póstelja
352,Regal::N,架子,políca
353,Kiste::N,箱子,zabòj
354,Fenster::N,窗户,ôkno
355,Tür::N,门,vráta
356,Tor::N,大门,velíka vráta
357,Zaun::N,篱笆,ográja
358,Dach::N,屋顶,stréha
359,Leiter::N,梯子,léstev
360,Besen::N,扫帚,mêtla
361,Spaten::N,铁锹,lopáta
362,Schaufel::N,铁锹,lopáta
363,Gabel::N,叉,vílice
364,Löffel::N,食匙,žlíca
365,Messer::N,刀,nòž
366,Nagel::N,钉子,žebèlj
367,Netz::N,网,mréža
368,Haken::N,钩子,kljúka
369,Griff::N,把柄,ročáj
370,Griff::N,把柄,oprijèm
371,Schloss::N,锁,ključávnica
372,Bild::N,图画,slíka
373,Figur::N,人像,figúra
374,Figur::N,人像,postáva
375,Puppe::N,娃娃,lútka
376,Beutel::N,袋子,môšnja
377,Bündel::N,捆,cúla
378,Bündel::N,捆,svéženj
379,Tasche::N,手提包,tórba
380,Tasche::N,手提包,tobôlec
381,Eimer::N,桶,vêdro
382,Deckel::N,盖子,pokròv
383,Deckel::N,盖子,poklópec
384,Geschirr::N,餐具,posóda
385,Sack::N,袋子,vréča
386,Tasse::N,杯子,skodélica
387,Topf::N,锅,lônec
388,Kessel::N,水壶,kôtel
389,Essen::N,进餐,hrána
390,Nahrung::N,食物,živílo
391,Speise::N,菜肴,jéd
392,Fleisch::N,肉,mesó
393,Getreide::N,谷物,žíto
394,Brei::N,粥,káša
395,Brot::N,面包,krùh
396,Scheibe::N,片,réženj
397,Fett::N,脂肪,mást
398,Fett::N,脂肪,maščôba
399,Butter::N,黄油,máslo
400,Öl::N,油,ólje
401,Salz::N,盐,sól
402,Suppe::N,汤,júha
403,Honig::N,蜂蜜,méd
404,Milch::N,奶,mléko
405,Tee::N,茶,čáj
406,Leder::N,皮革,úsnje
407,Wolle::N,毛线,vólna
408,Stoff::N,织物,blagó
409,Nadel::N,针,ígla
410,Faden::N,线,nít
411,Knopf::N,纽扣,gúmb
412,Knoten::N,结,vôzel
413,Farbe::N,颜色,bárva
414,Kleidung::N,衣服,obléka
415,Hemd::N,衬衫,srájca
416,Kragen::N,领子,ovrátnik
417,Ärmel::N,袖子,rokáv
418,Hose::N,裤子,hláče
419,Gürtel::N,腰带,pás
420,Mütze::N,帽子,kápa
421,Mütze::N,帽子,čépica
422,Schuh::N,鞋,čévelj
423,Stiefel::N,靴子,škórenj
424,Ring::N,戒指,pŕstan
425,Band::N,带子,trák
426,Kamm::N,梳子,glavník
427,Spiegel::N,镜子,zrcálo
428,Spiegel::N,镜子,ogledálo
429,Riemen::N,皮带,jêrmen
430,Schnur::N,绳子,vŕvca
431,Leine::N,皮带,konôpec
432,Decke::N,被子,odéja
433,Kissen::N,软垫,blazína
434,Tuch::N,巾,pŕt
435,Tuch::N,巾,rúta
436,Handtuch::N,手巾,brisáča
437,Kraft::N,力,síla
438,Stärke::N,力量,jákost
439,Gesundheit::N,健康,zdrávje
440,Krankheit::N,病,bolézen
441,Schmerz::N,痛,ból
442,Schmerz::N,痛,bolečína
443,Wunde::N,伤口,rána
444,Fieber::N,发烧,vročína
445,Arznei::N,药,lék
446,Arznei::N,药,zdravílo
447,Brücke::N,桥,móst
448,Brunnen::N,井,vodnják
449,Weide::N,牧场,páša
450,Pfad::N,小路,stezà
451,Weg::N,路,pót
452,Straße::N,街,césta
453,Dorf::N,村庄,vás
454,Stadt::N,城市,mésto
455,Brief::N,信,písmo
456,Buch::N,书,knjíga
457,Buchstabe::N,字母,čŕka
458,Zeitung::N,报纸,čásnik
459,Leben::N,生命,življênje
460,Tod::N,死亡,smŕt
461,Grab::N,坟墓,gròb
462,Kirche::N,教堂,cérkev
463,Sünde::N,罪,gréh
464,Gott::N,上帝,bóg
465,Arbeiter::N,工人,délavec
466,Chef::N,上司,šéf
467,Meister::N,师傅,mójster
468,Arzt::N,医生,zdravník
469,Lehrer::N,教师,učítelj
470,Geld::N,钱,denár
471,Geschäft::N,交易,kupčíja
472,Laden::N,商店,trgovína
473,Preis::N,价格,céna
474,Ware::N,商品,róba
475,Nutzen::N,好处,príd
476,Reichtum::N,财富,bogástvo
477,Welt::N,世界,svét
478,Land::N,国家,dežêla
479,Staat::N,国家,držáva
480,König::N,国王,králj
481,Macht::N,权力,oblást
482,Grenze::N,边界,mêja
483,Krieg::N,战争,vôjna
484,Feind::N,敌人,sovrážnik
485,Gewalt::N,暴力,nasílje
486,Kampf::N,战斗,bòj
487,Kampf::N,战斗,bórba
488,Bogen[Waffe]::N,弓,lók
489,Pfeil::N,箭,puščíca
490,Gewehr::N,枪,púška
491,Fehler::N,错误,zmóta
492,Lüge::N,谎话,láž
493,Schaden::N,损失,okvára
494,Unglück::N,不幸,nesréča
495,Schuld::N,过错,krívda
496,Alter::N,年龄,dôba
497,Schluss::N,结束,kônec
498,Zeit::N,时间,čàs
499,Tag::N,天,dán
500,Morgen::N,早晨,jútro
501,Mittag::N,中午,póldan
502,Abend::N,晚上,večér
503,Nacht::N,夜,nóč
504,Woche::N,星期,téden
505,Monat::N,月,mésec
506,Jahr::N,年,léto
507,Frühling::N,春天,pomlád
508,Sommer::N,夏天,polétje
509,Herbst::N,秋天,jesén
510,Winter::N,冬天,zíma
511,Januar::N,一月,jánuar
512,Februar::N,二月,fébruar
513,März::N,三月,márec
514,April::N,四月,apríl
515,Mai::N,五月,máj
516,Juni::N,六月,júnij
517,Juli::N,七月,júlij
518,August::N,八月,avgúst
519,September::N,九月,septêmber
520,Oktober::N,十月,október
521,November::N,十一月,novêmber
522,Dezember::N,十二月,decémber
523,Montag::N,星期一,ponedéljek
524,Dienstag::N,星期二,tôrek
525,Mittwoch::N,星期三,sréda
526,Donnerstag::N,星期四,četŕtek
527,Freitag::N,星期五,pétek
528,Samstag::N,星期六,sobóta
529,Sonntag::N,星期日,nedélja
530,groß::A,大,vêlik
531,klein::A,小,májhen
532,lang::A,长,dólg
533,kurz::A,短,krátek
534,breit::A,宽,širòk
535,schmal::A,细长的,ózek
536,dicht::A,密,góst
537,dick[Gegenstand]::A,厚,dêbel
538,dünn::A,薄,tánek
539,fein::A,细小,drôben
540,fest::A,固体,tŕden
541,flach::A,平坦,plán
542,flach::A,平坦,plòsk
543,glatt::A,光滑,gládek
544,hart::A,硬,tŕd
545,weich::A,软,mehák
546,rund::A,圆,okrógel
547,spitz::A,尖,šílast
548,scharf::A,锋利,óster
549,stumpf::A,钝,tóp
550,stumpf::A,钝,skŕhan
551,schwer::A,重,têžek
552,schön::A,美丽,lép
553,schön::A,美丽,krásen
554,heiß::A,烫,vròč
555,warm::A,暖和,tôpel
556,kalt::A,冷,mŕzel
557,kalt::A,冷,hláden
558,kühl::A,凉,hláden
559,frisch::A,新鲜,svéž
560,feucht::A,潮湿,vlážen
561,nass::A,湿,móker
562,trocken::A,干,súh
563,voll::A,满,póln
564,leer::A,空,prázen
565,offen::A,敞开,odpŕt
566,geschlossen::A,关闭,zapŕt
567,sauber::A,干净,číst
568,sauber::A,干净,líčen
569,schmutzig::A,肮脏,umázan
570,roh::A,生,suròv
571,reif::A,成熟,zrèl
572,lecker::A,好吃,okúsen
573,süß::A,甜,sládek
574,bitter::A,苦,grenák
575,sauer::A,酸,kísel
576,hell::A,亮,svetèl
577,dunkel::A,阴暗,temèn
578,schwarz::A,黑,čŕn
579,weiß::A,白,bél
580,rot::A,红,rdèč
581,gelb::A,黄,žólt
582,gelb::A,黄,rumèn
583,blau::A,蓝,móder
584,grün::A,绿,zelèn
585,grau::A,灰色,sív
586,bunt::A,五彩,písan
587,billig::A,便宜,pocéni
588,teuer::A,贵,drág
589,wertvoll::A,贵重,dragocén
590,blind::A,瞎,slép
591,taub::A,聋,glúh
592,kräftig::A,强壮,močán
593,stark::A,强壮,ják
594,schwach::A,弱,šíbek
595,fett::A,胖,dêbel
596,schlank::A,苗条,vítek
597,hübsch::A,漂亮,lép
598,böse::A,邪恶,zèl
599,böse::A,邪恶,hudôben
600,dumm::A,笨,glúp
601,dumm::A,笨,bédast
602,faul::A,懒惰,lén
603,fleißig::A,勤奋,marljív
604,geizig::A,吝啬,škŕt
605,klug::A,聪明,pámeten
606,geschickt::A,灵巧,spréten
607,lieb::A,可爱,míl
608,lieb::A,可爱,ljúb
609,lustig::A,快乐,vesél
610,sanft::A,柔和,láhek
611,hungrig::A,饥饿,láčen
612,krank::A,患病,bolán
613,nackt::A,裸体,nág
614,traurig::A,悲哀,túžen
615,lebendig::A,活,žív
616,gut::A,好,dóber
617,schlecht::A,坏,malopríden
618,richtig::A,正确,pravílen
619,schlimm::A,糟糕,húd
620,wahr::A,真,resníčen
621,alt::A,旧,stàr
622,neu::A,新,nòv
623,ehemalig::A,以前,nekdánji
624,alt[Lebewesen]::A,老,stàr
625,jung::A,年轻,mlád
626,arm::A,贫穷,ubóg
627,arm::A,贫穷,réven
628,reich::A,富裕,bogàt
629,bekannt::A,出名,znán
630,berühmt::A,著名,sláven
631,berühmt::A,著名,znamenít
632,fremd::A,陌生,túj
633,verschieden::A,不同,razlíčen
634,nah::A,近,blížnji
635,fern::A,遥远,dáleč
636,linker::A,左,lévi
637,rechter::A,右,désni
638,anderer::A,别的,drúgi
639,erster::A,第一,pŕvi
640,zweiter::A,第二,drúgi
641,dritter::A,第三,trétji
642,letzter::A,最后,poslédnji
643,allein::ADV,单独,sám
644,auf einmal::ADV,同时,obênem
645,zusammen::ADV,一起,skúpaj
646,lange::ADV,许久,dólgo
647,plötzlich::ADV,忽然,náglo
648,plötzlich::ADV,忽然,nenádoma
649,sofort::ADV,立刻,prècej
650,später::ADV,以后,poznêje
651,jetzt::ADV,现在,zdàj
652,heute::ADV,今天,dánes
653,morgen::ADV,明天,jútri
654,bald::ADV,即将,kmálu
655,dann::ADV,然后,nató
656,gestern::ADV,昨天,včéraj
657,einst::ADV,曾经,nékdaj
658,damals::ADV,当时,tedàj
659,damals::ADV,当时,takràt
660,danach::ADV,随后,potèm
661,vorher::ADV,事先,poprèj
662,zuerst::ADV,首先,spŕva
663,einmal::ADV,一次,ênkrat
664,manchmal::ADV,有时,včásih
665,oft::ADV,时常,pogósto
666,immer::ADV,总是,védno
667,immer::ADV,总是,zméraj
668,niemals::ADV,从未,nikdàr
669,hier::ADV,这里,tù
670,hier::ADV,这里,túkaj
671,hierhin::ADV,到这里,sèmkaj
672,von hier::ADV,由此,od tú
673,dort::ADV,那里,tàm
674,dorthin::ADV,到那里,tjà
675,geradeaus::ADV,一直往前,rávno napréj
676,vorwärts::ADV,向前,napréj
677,rückwärts::ADV,向后,zádaj
678,zurück::ADV,退后,nazáj
679,unten::ADV,下面,dôli
680,unten::ADV,下面,spôdaj
681,hinab::ADV,向下,dôl
682,oben::ADV,上面,gôri
683,oben::ADV,上面,zgôraj
684,hinauf::ADV,向上,gôr
685,überall::ADV,到处,povsód
686,nicht::ADV,不,ne
687,ein wenig::ADV,一点儿,málo
688,kaum::ADV,几乎不,kómaj
689,sehr::ADV,很,zeló
690,so::ADV,如此,takó
691,noch::ADV,还,še
692,nur::ADV,只,samó
693,schon::ADV,已经,žè
694,wieder::ADV,又,spét
695,vor::PRP,在...面前,pred
696,hinter::PRP,在...背后,za
697,unter::PRP,在...下面,pod
698,durch::PRP,穿过,skózi
699,neben::PRP,在...旁,kràj
700,neben::PRP,在...旁,póleg
701,zwischen::PRP,在...之间,med
702,zwischen::PRP,在...之间,izmed
703,wegen::PRP,由于,zarádi
704,dies::PRN,这,tó
705,das::PRN,那,tó
706,alles::PRN,一切,vsè
707,ich::PRN,我,jàz
708,du::PRN,你,tí
709,er::PRN,他,òn
710,wir::PRN,我们,mí
711,ihr::PRN,你们,ví
712,sie::PRN,她,ôni
713,was::FPRN,什么,káj
714,wer::FPRN,谁,kdó
715,wo::FADV,哪里,kjé
716,wohin::FADV,去哪里,kám
717,wie::FADV,怎么,kakó
718,warum::FADV,为什么,zakáj
719,wieviel::FNUM,多少,kóliko
720,eins::NUM,一,êden
721,zwei::NUM,二,dvá
722,drei::NUM,三,trí
723,vier::NUM,四,štíri
724,fünf::NUM,五,pét
725,sechs::NUM,六,šést
726,sieben::NUM,七,sédem
727,acht::NUM,八,ósem
728,neun::NUM,九,devét
729,zehn::NUM,十,desét
730,elf::NUM,十一,enájst
731,zwölf::NUM,十二,dvánajst
732,zwanzig::NUM,二十,dvájset
733,dreißig::NUM,三十,trídeset
734,vierzig::NUM,四十,štírideset
735,fünfzig::NUM,五十,pétdeset
736,sechzig::NUM,六十,šéstdeset
737,siebzig::NUM,七十,sédemdeset
738,achtzig::NUM,八十,ósemdeset
739,neunzig::NUM,九十,devétdeset
740,hundert::NUM,百,stó
741,tausend::NUM,千,tísoč
742,und::CNJ,和,in
743,oder::CNJ,或者,áli
744,stehen::V,站,státi
745,sitzen::V,坐,sedéti
746,liegen::V,躺着,ležáti
747,hängen::V,挂着,viséti
748,werden::V,成为,postáti
749,passieren::V,发生,zgodíti se
750,beginnen::V,开始,začéti se
751,enden::V,终止,končáti se
752,wechseln::V,变迁,ménjati se
753,aufgehen[Sonne]::V,升起,vzíti
754,untergehen[Sonne]::V,下落,zaíti
755,scheinen[Sonne]::V,照射,sijáti
756,donnern::V,打雷,grméti
757,wehen::V,飘扬,píhati
758,strömen::V,流,líti
759,fließen::V,流动,têči
760,sich drehen::V,转动,vrtéti se
761,schwanken::V,摇摆,kolébati
762,schwingen::V,摇,níhati
763,fallen::V,坠落,pádati
764,brennen::V,燃烧,goréti
765,rauchen::V,冒烟,kadíti se
766,regnen::V,下雨,deževáti
767,gefrieren::V,结冰,zmŕzniti
768,tauen::V,融化,tájati
769,schmelzen::V,溶化,kopnéti
770,trocknen::V,变干,sušíti se
771,sieden::V,煮,kipéti
772,faulen::V,腐烂,gníti
773,verfaulen::V,腐烂,zgníti
774,reißen::V,撕,tŕgati se
775,versinken::V,下沉,pogrézniti se
776,vergehen::V,流逝,miníti
777,erscheinen::V,出现,pojáviti se
778,verschwinden::V,消失,izgíniti
779,sinken::V,下降,péšati
780,abnehmen::V,减少,pojémati
781,zunehmen::V,增加,véčati se
782,zunehmen::V,增加,množíti se
783,steigen::V,上升,dvígati se
784,wachsen::V,生长,rásti
785,glänzen::V,发光,sijáti
786,funkeln::V,闪烁,ískriti se
787,lärmen::V,吵闹,ropotáti
788,lärmen::V,吵闹,razgrájati
789,läuten::V,响,zvoníti
790,klingeln::V,按铃,zvončkljáti
791,brausen::V,疾驶,šuméti
792,klingen::V,听起来,zvenéti
793,bellen::V,吠,lájati
794,heulen::V,嗥,zavíjati
795,blasen::V,吹,píhniti
796,pfeifen::V,吹口哨,pískati
797,pfeifen::V,吹口哨,žvížgati
798,schreien::V,叫喊,kričáti
799,stöhnen::V,呻吟,stókati
800,zittern::V,颤抖,drgetáti
801,leben::V,生存,živéti
802,geboren werden::V,出生,rodíti se
803,atmen::V,呼吸,díhati
804,trinken::V,喝,píti
805,essen::V,吃,jésti
806,schlucken::V,咽,požírati
807,müde werden::V,疲倦,péšati
808,müde werden::V,疲倦,utrúditi se
809,einschlafen::V,入睡,zaspáti
810,schlafen::V,睡觉,spáti
811,aufwachen::V,睡醒,zbudíti se
812,aufstehen::V,起床,vstáti
813,sich erholen::V,休养,oddahníti se
814,krank werden::V,生病,oboléti
815,krank sein::V,生病,bíti bolán
816,schmerzen::V,疼痛,boléti
817,husten::V,咳,kášljati
818,genesen::V,痊愈,okrévati
819,sterben::V,死,umréti
820,umkommen::V,丧命,pogíniti
821,sich bewegen::V,移动,zganíti se
822,sich rühren::V,动弹,premakníti se
823,sich erheben::V,站起,vstájati
824,sich erheben::V,站起,vzdígniti se
825,sich setzen::V,坐,sésti
826,hinfallen::V,跌倒,pásti dôl
827,laufen::V,步行,hodíti
828,schreiten::V,迈步,stópati
829,spazierengehen::V,散步,na sprehòd íti
830,eilen::V,急忙,drvéti
831,sich beeilen::V,赶快,hitéti
832,sausen::V,疾驰,dírkati
833,rennen::V,奔跑,dírjati
834,springen::V,跳,skákati
835,klettern::V,攀缘,plézati
836,schaukeln::V,荡秋千,kolébati
