,Concept_ID,be,hy
107,See::N,возера,լիճ
108,Sumpf::N,багна,ճահիճ
109,Moor::N,балота,ճահիճ
110,Wiese::N,луг,մարգագետին
111,Wald::N,лес,անտառ
112,Hügel::N,узгорак,բլուր
113,Anhöhe::N,узвышша,բարձունք
114,Berg::N,гара,լեռ
115,Gipfel::N,вяршыня,գագաթ
116,Gipfel::N,вяршыня,կատար
117,Höhle::N,пячора,քարայր
118,Abhang::N,схіл,լանջ
119,Abhang::N,схіл,զառիվայր
120,Quelle::N,крыніца,աղբյուր
121,Bach::N,ручай,վտակ
122,Fluss::N,рака,գետ
123,Ufer::N,бераг,ծովափ
124,Küste::N,узбярэжжа,ափ
125,Küste::N,узбярэжжа,ծովափ
126,Festland::N,суша,ցամաք
127,Meer::N,мора,ծով
128,Bucht::N,бухта,հաչիւն
129,Insel::N,востраў,վղզի
130,Blume::N,кветка,ծաղիկ
131,Gras::N,трава,խոտ
132,Wurzel::N,корань,արմատ
133,Baum::N,дрэва,ծառ
134,Stamm::N,ствол,իրան
135,Rinde::N,кара,կեղեւ
136,Rinde::N,кара,հաչոց
137,Ast::N,сук,ճյուղ
138,Zweig::N,галіна,ճյուղ
139,Blatt::N,ліст,տերեւ
140,Birke::N,бяроза,ցարասի
141,Kiefer[Baum]::N,хвоя,սոճի
142,Kiefer[Baum]::N,сасна,սոճի
143,Weide[Baum]::N,вярба,ուռենի
144,Tanne::N,яліна,եղեւին
145,Horn::N,рог,
146,Feder::N,пяро,փետուր
147,Fell::N,шкура,մորթի
148,Flügel::N,крыло,թեւ
149,Klaue::N,кіпцюр,չանչ
150,Kralle::N,лапа,ճանկ
151,Schwanz::N,хвост,պոչ
152,Ei::N,яйка,ձու
153,Nest::N,гняздо,բույն
154,Bau::N,нара,որջ
155,Bau::N,нара,բայոց
156,Tier::N,жывёла,կենդանի
157,Herde::N,статак,հոտ
158,Kuh::N,карова,կով
159,Bulle::N,бык,ցուլ
160,Pferd::N,конь,ձի
161,Schaf::N,авечка,ոչխար
162,Schwein::N,свіння,խոզ
163,Hund::N,сабака,շուն
164,Katze::N,кошка,կատու
165,Bär::N,мядзведзь,արջ
166,Eichhörnchen::N,вавёрка,սկյուռ
167,Elch::N,лось,հիւսիսային եղջերու
168,Fuchs::N,ліса,աղվես
169,Hase::N,заяц,նապաստակ
170,Maus::N,мыш,մուկ
171,Wolf::N,воўк,գայլ
172,Vogel::N,птах,թռչուն
173,Vogel::N,птушка,թռչուն
174,Schwarm::N,чарада,երամ
175,Huhn::N,курыца,հավ
176,Hahn::N,певень,աքաղաղ
177,Gans::N,гусь,սագ
178,Adler::N,арол,արծիվ
179,Ente::N,качка,բադ
180,Eule::N,сава,բու
181,Kranich::N,жораў,կռունկ
182,Kranich::N,журавель,կռունկ
183,Krähe::N,варона,ագռավ
184,Kuckuck::N,зязюля,կուկու
185,Schwan::N,лебедзь,կարապ
186,Fisch::N,рыба,ձուկ
187,Barsch::N,акунь,պերկես
188,Hecht::N,шчупак,գայլաձուկ
189,Schlange[Tier]::N,змяя,օձ
190,Wurm::N,чарвяк,որդ
191,Wurm::N,чарвяк,ճիճու
192,Spinne::N,павук,սարդ
193,Ameise::N,мурашка,միջյուն
194,Laus::N,вош,ոջիլ
195,Mücke::N,камар,մժղուկ
196,Fliege::N,муха,ճանճ
197,Schmetterling::N,матыль,թիթեռ
198,Beere::N,ягада,հատապտուղ
199,Apfel::N,яблык,խնձոր
200,Pilz::N,грыб,սունկ
201,Zwiebel::N,цыбуля,սոխ
202,Saat::N,семя,սերմ
203,Korn::N,зерне,հատիկ
204,Heu::N,сена,խոտ
205,Schale::N,шалупінне,կեղեւ
206,Grube::N,яма,փոս
207,Falle::N,пастка,ծուղակ
208,Schlinge::N,сіло,խեղդան
209,Spur::N,след,հետք
210,Asche::N,попел,մոխիր
211,Dreck::N,бруд,աղտ
212,Eisen::N,жалеза,երկաթ
213,Gold::N,золата,ոսկի
214,Silber::N,сребра,արծաթ
215,Kohle::N,вугаль,քարածուխ
216,Glas::N,шкло,ապակի
217,Lehm::N,гліна,կավ
218,Sand::N,пясок,ավազ
219,Mensch::N,чалавек,մարդ
220,Mann::N,мужчына,մարդ
221,Mann::N,мужчына,տղամարդ
222,Frau::N,жанчына,կին
223,Kind::N,дзіця,զավակ
224,Junge::N,хлопчык,տղա
225,Mädchen::N,дзяўчынка,աղջիկ
226,Familie::N,сямʼя,ընտանիք
227,Großvater::N,дзядуля,պապ
228,Großmutter::N,бабуля,տատ
229,Eltern::N,бацькі,ծնողներ
230,Vater::N,бацька,հայր
231,Mutter::N,маці,մայր
232,Sohn::N,сын,որդի
233,Tochter::N,дачка,աղջիկ
234,Tochter::N,дачка,դուստր
235,Bruder::N,брат,եղբայր
236,Schwester::N,сястра,քույր
237,Onkel::N,дзядзька,քեռի
238,Onkel::N,дзядзька,հորեղբայր
239,Tante::N,цётка,մորաքույր
240,Ehemann::N,муж,մարդ
241,Ehemann::N,муж,ամուսին
242,Ehefrau::N,жонка,կին ամուսին
243,Freude::N,радасць,ուրախություն
244,Gelächter::N,смех,ծիծաղ
245,Glück::N,шчасце,երջանկություն
246,Kummer::N,гора,վիշտ
247,Wunsch::N,жаданне,ցանկություն
248,Lust::N,цяга,փափագ
249,Lust::N,цяга,իղձ
250,Geist::N,дух,ոգի
251,Gedanke::N,думка,միտք
252,Gedächtnis::N,памяць,հիշողություն
253,Verstand::N,розум,խելք
254,Sinn::N,сэнс,իմաստ
255,Grund::N,зачэпка,պատճառ
256,Wahrheit::N,праўда,ճշմարտություն
257,Gespräch::N,размова,զրույց
258,Märchen::N,казка,պայիկի պատմություն
259,Erzählung::N,расказ,պատմվածք
260,Erzählung::N,расказ,պատմություն
261,Erzählung::N,апавяданне,պատմվածք
262,Erzählung::N,апавяданне,պատմություն
263,Nachricht::N,вестка,հաղորդագրություն
264,Nachricht::N,паведамленне,հաղորդագրություն
265,Neuigkeit::N,навіна,լուր
266,Neuigkeit::N,навіна,նորություն
267,Name::N,імя,անուն
268,Rätsel::N,загадка,բարդ խնդիր
269,Rede::N,прамова,ճառ
270,Rede::N,прамова,ելույթ
271,Sprache::N,мова,լեզու
272,Stimme::N,голас,ձայն
273,Wort::N,слова,բառ
274,Zeichen::N,знак,նշան
275,Ruf::N,кліч,կոչ
276,Ruf::N,кліч,կանչ
277,Lärm::N,шум,աղմուկ
278,Laut::N,гук,հնչյուն
279,Laut::N,гук,ձայն
280,Ton::N,гучанне,տոն
281,Lied::N,песня,երգ
282,Ruhe::N,спакой,անդորրություն
283,Leute::N,людзі,մարդիկ
284,Volk::N,народ,ազգ
285,Arbeit::N,праца,գործ
286,Arbeit::N,праца,աշխատանք
287,Arbeit::N,работа,գործ
288,Arbeit::N,работа,աշխատանք
289,Gast::N,госць,հյուր
290,Geschenk::N,падарунак,նվեր
291,Spiel::N,гульня,խաղ
292,Gesellschaft::N,таварыства,ընկերություն
293,Hilfe::N,дапамога,օգնությթուն
294,Freund::N,друг,ընկեր
295,Freund::N,друг,բարեկամ
296,Freund::N,сябар,ընկեր
297,Freund::N,сябар,բարեկամ
298,Kamerad::N,прыяцель,ուղեկից
299,Angelegenheit::N,справа,բան
300,Angelegenheit::N,справа,գործ
301,Anzahl::N,колькасць,քանակ
302,Anzahl::N,колькасць,գումար
303,Art::N,від,տեսակ
304,Stück::N,кусок,կտոր
305,Stück::N,кавалак,կտոր
306,Teil::N,частка,մաս
307,Hälfte::N,палова,կես
308,Hälfte::N,палавіна,կես
309,Kreis::N,круг,շիջանակ
310,Kreuz::N,крыж,խաչ
311,Linie::N,лінія,գիծ
312,Strich::N,рыса,գիծ
313,Abstand::N,прамежак,անջրպետ
314,Entfernung::N,адлегласць,հեռավորություն
315,Gegend::N,мясцовасць,շրջան
316,Platz::N,месца,տարածություն
317,Ort::N,месца,տեղ
318,Ort::N,месца,վայր
319,Seite::N,бок,կողմ
320,Mitte::N,сярэдзіна,մեջտեղ
321,Gegenstand::N,прадмет,առարկա
322,Sache::N,рэч,բան
323,Rand::N,край,վերջք
324,Kante::N,руб,եզր
325,Kante::N,кант,եզր
326,Ecke::N,вугал,անկյուն
327,Spitze::N,кончык,ծայր
328,Ende::N,канец,ծայր
329,Loch::N,дзірка,անցք
330,Winkel::N,вугал,անկյուն
331,Muster::N,узор,օրինակ
332,Größe::N,памер,մեծություն
333,Länge::N,даўжыня,երկարություն
334,Höhe::N,вышыня,բարձրություն
335,Gewicht::N,вага,կշիռ
336,Menge::N,колькасць,քանակ
337,Haufen::N,куча,դեզ
338,Haufen::N,куча,կույտ
339,Reihe::N,рад,շարք
340,Reihe::N,рад,կարգ
341,Boot::N,лодка,նավակ
342,Ruder::N,вясло,թի
343,Ruder::N,вясло,թիակ
344,Schlitten::N,сані,բալխիր
345,Ski::N,лыжа,դահուկ
346,Lagerfeuer::N,вогнішча,բացօդեայ կրակ
347,Last::N,цяжар,բեռ
348,Gang::N,ход,զբոսանք
349,Schritt::N,шаг,քայլ
350,Schritt::N,крок,քայլ
351,Norden::N,поўнач,հյուսիս
352,Süden::N,поўдзень,հարավ
353,Westen::N,захад,արեւմուտք
354,Osten::N,усход,արեւելք
355,Holz::N,дрэва,փայտ
356,Holz::N,драўніна,փայտ
357,Brett::N,дошка,տախտակ
358,Platte::N,пліта,թիթեղ
359,Stütze::N,падпорка,նեցուկ
360,Stange::N,жэрдка,ձող
361,Stock::N,палка,փայտ
362,Stab::N,шост,ցուպ
363,Stab::N,шост,գավազան
364,Rohr::N,труба,խողովակ
365,Haus::N,дом,տուն
366,Heim::N,дом,տուն
367,Heim::N,хата,տուն
368,Ofen::N,печ,վառարան
369,Fußboden::N,падлога,հատակ
370,Tisch::N,стол,սեղան
371,Stuhl::N,стул,աթոռ
372,Stuhl::N,крэсла,աթոռ
373,Wiege::N,калыска,օրորոց
374,Bett::N,ложак,անկողին
375,Bett::N,пасцель,անկողին
376,Regal::N,паліца,դարակ
377,Kiste::N,скрынка,տուփ
378,Fenster::N,акно,պատուհան
379,Tür::N,дзверы,դուռ
380,Tor::N,вароты,դարպաս
381,Zaun::N,агароджа,ցանկապատ
382,Dach::N,дах,տանիք
383,Dach::N,дах,կտուր
384,Leiter::N,лесвіца,սանդուղք
385,Besen::N,мятла,ավել
386,Spaten::N,лапата,բահ
387,Spaten::N,жалязняк,բահ
388,Schaufel::N,шуфлік,թի
389,Schaufel::N,лапатка,թի
390,Gabel::N,відэлец,պատառաքաղ
391,Löffel::N,лыжка,գդալ
392,Messer::N,нож,դանակ
393,Nagel::N,цвік,մեխ
394,Netz::N,сетка,ցանց
395,Haken::N,крук,կարթ
396,Griff::N,ручка,կոթ
397,Griff::N,ручка,բռնակ
398,Schloss::N,замок,կողպեք
399,Bild::N,карціна,նկար
400,Bild::N,карціна,պատկեր
401,Figur::N,фігура,քանդակ
402,Figur::N,фігура,պատկեր
403,Puppe::N,лялька,տիկնիկ
404,Beutel::N,мяшок,տոպրակ
405,Bündel::N,вязка,կապոց
406,Tasche::N,торба,պայուսակ
407,Eimer::N,вядро,դույլ
408,Deckel::N,накрыўка,կափարիչ
409,Geschirr::N,пасуда,ամանեղեն
410,Sack::N,мех,պարկ
411,Sack::N,мех,տոպրակ
412,Tasse::N,кубак,թաս
413,Tasse::N,кубак,գավաթ
414,Topf::N,каструля,անոթ
415,Kessel::N,кацёл,կաթսա
416,Essen::N,ежа,կերակուր
417,Nahrung::N,харч,ուտելիք
418,Speise::N,страва,խորտիկ
419,Speise::N,страва,կերակուր
420,Fleisch::N,мяса,միս
421,Getreide::N,збожжа,հացահատիկ
422,Brei::N,каша,լանդակ
423,Brot::N,хлеб,հաց
424,Scheibe::N,луста,կտոր
425,Scheibe::N,луста,պատառ
426,Scheibe::N,скібка,կտոր
427,Scheibe::N,скібка,պատառ
428,Fett::N,тлушч,ճարպ
429,Butter::N,масла,կարագ
430,Öl::N,алей,ձեթ
431,Salz::N,соль,աղ
432,Suppe::N,суп,սուպ
433,Suppe::N,суп,ապուր
434,Honig::N,мёд,մեղր
435,Milch::N,малако,կաթ
436,Tee::N,чай,թեյ
437,Tee::N,гарбата,թեյ
438,Leder::N,скура,կաշի
439,Wolle::N,воўна,բուրդ
440,Stoff::N,тканіна,գործվածք
441,Nadel::N,іголка,ասեղ
442,Faden::N,нітка,թել
443,Knopf::N,гузік,կոճակ
444,Knoten::N,вузел,հանգույց
445,Farbe::N,фарба,ներկ
446,Kleidung::N,адзенне,հագուստ
447,Hemd::N,кашуля,վերնաշապիկ
448,Kragen::N,каўнер,օձիք
449,Ärmel::N,рукаў,թեւք
450,Hose::N,штаны,շալվար
451,Gürtel::N,пояс,գոտի
452,Mütze::N,шапка,կեպի
453,Schuh::N,чаравік,կոշիկ
454,Stiefel::N,бот,երկարաճիթ կոշիկ
455,Ring::N,кольца,զնգալ
456,Band::N,стужка,ժապավեն
457,Kamm::N,расчоска,սանր
458,Spiegel::N,люстра,հայելի
459,Riemen::N,рэмень,փոկ
460,Schnur::N,вяроўка,լար
461,Leine::N,павадок,փոկ
462,Decke::N,коўдра,վերմակ
463,Kissen::N,падушка,բարձ
464,Tuch::N,хустка,թաշկինակ
465,Handtuch::N,ручнік,սրբիչ
466,Kraft::N,сіла,ուժ
467,Stärke::N,моц,պնդություն
468,Stärke::N,моц,ամրություն
469,Gesundheit::N,здароўе,առողջություն
470,Krankheit::N,хвароба,ախտ
471,Krankheit::N,хвароба,հիվանդություն
472,Schmerz::N,боль,ցավ
473,Schmerz::N,боль,տանջանք
474,Wunde::N,рана,վերք
475,Fieber::N,гарачка,տենդ
476,Fieber::N,ліхаманка,տենդ
477,Arznei::N,лекі,դեղ
478,Brücke::N,мост,կամուրջ
479,Brunnen::N,калодзеж,հոր
480,Brunnen::N,калодзеж,ջրհոր
481,Weide::N,паша,արոտավայր
482,Pfad::N,сцежка,արահետ
483,Weg::N,шлях,ուղի
484,Weg::N,дарога,ուղի
485,Straße::N,вуліца,ճանապարհ
486,Dorf::N,вёска,գյուղ
487,Stadt::N,горад,քաղաք
488,Brief::N,ліст,նամակ
489,Brief::N,пісьмо,նամակ
490,Buch::N,кніга,գիրք
491,Buchstabe::N,літара,տառ
492,Buchstabe::N,літара,գիր
493,Zeitung::N,газета,լրագիր
494,Leben::N,жыццё,կյանք
495,Tod::N,смерць,մահ
496,Grab::N,магіла,գերեզման
497,Kirche::N,касцёл,եկեղեցի
498,Kirche::N,царква,եկեղեցի
499,Sünde::N,грэх,մեղք
500,Gott::N,бог,աստված
501,Arbeiter::N,рабочы,բանվոր
502,Arbeiter::N,рабочы,աշխատող
503,Chef::N,начальнік,տեր
504,Meister::N,майстар,վարպետ
505,Arzt::N,урач,բժիշկ
506,Lehrer::N,настаўнік,ուսուցիչ
507,Geld::N,грошы,փող
508,Geschäft::N,заняцце,գործ
509,Geschäft::N,заняцце,աշխատանք
510,Laden::N,крама,կրպակ
511,Laden::N,крама,խանութ
512,Laden::N,магазін,կրպակ
513,Laden::N,магазін,խանութ
514,Preis::N,цана,գին
515,Ware::N,тавар,ապրանք
516,Nutzen::N,выгада,օգուտ
517,Reichtum::N,багацце,հարստություն
518,Welt::N,свет,աշխարհ
519,Land::N,краіна,երկիր
520,Staat::N,дзяржава,պետություն
521,König::N,кароль,արքա
522,König::N,кароль,թագավոր
523,Macht::N,улада,իշխանություն
524,Grenze::N,граніца,սահման
525,Krieg::N,вайна,պատերազմ
526,Feind::N,вораг,թշնամի
527,Gewalt::N,насілле,բռնություն
528,Gewalt::N,насілле,սաստկություն
529,Kampf::N,барацьба,մարտ
530,Bogen[Waffe]::N,лук,աղեղ
531,Pfeil::N,страла,նետ
532,Gewehr::N,ружжо,հրացան
533,Fehler::N,памылка,սխալ
534,Lüge::N,хлусня,սուտ
535,Schaden::N,шкода,վնաս
536,Unglück::N,ліха,դժբախտություն
537,Unglück::N,бядота,դժբախտություն
538,Schuld::N,віна,պակասություն
539,Alter::N,узрост,հասակ
540,Schluss::N,канец,վերջ
541,Schluss::N,канец,վախճան
542,Zeit::N,час,ժամանակ
543,Tag::N,дзень,օր
544,Morgen::N,ранак,առավոտ
545,Morgen::N,раніца,առավոտ
546,Mittag::N,паўдня,կեսօր
547,Mittag::N,поўдзень,կեսօր
548,Abend::N,вечар,երեկո
549,Nacht::N,ноч,գիշեր
550,Woche::N,тыдзень,շաբաթ
551,Monat::N,месяц,ամիս
552,Jahr::N,год,տարի
553,Frühling::N,вясна,գարուն
554,Sommer::N,лета,ամառ
555,Herbst::N,восень,աշուն
556,Winter::N,зіма,ձմեռ
557,Januar::N,студзень,հունվար
558,Februar::N,люты,փետրվար
559,März::N,сакавік,մարտ
560,April::N,красавік,ապրիլ
561,Mai::N,май,մայիս
562,Mai::N,травень,մայիս
563,Juni::N,чэрвень,հունիս
564,Juli::N,ліпень,հուլիս
565,August::N,жнівень,օգոստոս
566,September::N,верасень,սեպտեմբեր
567,Oktober::N,кастрычнік,հոկտեմբեր
568,November::N,лістапад,նոյեմբեր
569,Dezember::N,снежань,դեկտեմբեր
570,Montag::N,панядзелак,երկուշաբթի
571,Dienstag::N,аўторак,երեքշաբթի
572,Mittwoch::N,серада,չորեքշաբթի
573,Donnerstag::N,чацвер,հինգշաբթի
574,Freitag::N,пятніца,ուրբաթ
575,Samstag::N,субота,շաբաթ
576,Sonntag::N,нядзеля,կիրակի
577,groß::A,вялікі,մեծ
578,groß::A,вялікі,խոշոր
579,klein::A,маленькі,պստիկ
580,klein::A,маленькі,փոքրիկ
581,lang::A,доўгі,երկար
582,kurz::A,кароткі,կարճ
583,breit::A,шырокі,լայն
584,schmal::A,вузкі,նեղ
585,dicht::A,густы,խիտ
586,dick[Gegenstand]::A,тоўсты,հաստ
587,dünn::A,тонкі,բարակ
588,fein::A,тонкі,նուրբ
589,fest::A,моцны,ամուր
590,fest::A,моцны,պինդ
591,flach::A,плоскі,տափակ
592,glatt::A,гладкі,հարթ
593,hart::A,цвёрды,կարծր
594,weich::A,мяккі,մեղմ
595,weich::A,мяккі,փափուկ
596,rund::A,круглы,կլոր
597,spitz::A,спічасты,սրածայր
598,spitz::A,востраканцовы,սրածայր
599,scharf::A,востры,սուր
600,stumpf::A,тупы,գուլ
601,schwer::A,цяжкі,ծանր
602,schön::A,прыгожы,սիրուն
603,schön::A,прыгожы,գեղեցիկ
604,heiß::A,гарачы,թեժ
605,warm::A,цёплы,տաք
606,warm::A,цёплы,ջերմ
607,kalt::A,холадны,ցուրտ
608,kühl::A,халаднаваты,զով
609,frisch::A,свежы,թարմ
610,feucht::A,вільготны,ղոնավ
611,nass::A,мокры,թաց
612,trocken::A,сухі,ցամաք
613,voll::A,поўны,լի
614,voll::A,поўны,լիքը
615,leer::A,пусты,դատարկ
616,offen::A,адкрыты,բաց
617,offen::A,адчынены,բաց
618,geschlossen::A,закрыты,գոց
619,geschlossen::A,зачынены,գոց
620,sauber::A,чысты,մաքուր
621,schmutzig::A,брудны,կեղտոտ
622,roh::A,сыры,հում
623,reif::A,спелы,հասած
624,reif::A,спелы,հասուն
625,lecker::A,смачны,համեղ
626,süß::A,салодкі,անուշ
627,bitter::A,горкі,կծու
628,sauer::A,кіслы,թթու
629,sauer::A,кіслы,թթված
630,hell::A,светлы,պայծառ
631,hell::A,светлы,խելամիտ
632,dunkel::A,цёмны,մութ
633,schwarz::A,чорны,սեւ
634,weiß::A,белы,սպիտակ
635,rot::A,чырвоны,կարմիր
636,gelb::A,жоўты,դեղին
637,blau::A,сіні,կապույտ
638,grün::A,зялёны,կանաչ
639,grau::A,шэры,գորշ
640,bunt::A,пяресты,գոյնզգոյն
641,billig::A,танны,էժան
642,teuer::A,дарагі,թանկ
643,wertvoll::A,цэнны,թանկարժեք
644,wertvoll::A,каштоўны,թանկարժեք
645,blind::A,сляпы,կույր
646,taub::A,глухі,խուլ
647,kräftig::A,магутны,հզոր
648,stark::A,сільны,ուժեղ
649,schwach::A,слабы,տկար
650,schwach::A,слабы,թույլ
651,fett::A,тлусты,գեր
652,schlank::A,стройны,նիհար
653,hübsch::A,чароўны,գրավիչ
654,hübsch::A,чароўны,սիրունիկ
655,böse::A,злы,չար
656,dumm::A,дурны,հիմար
657,faul::A,лянівы,ծույլ
658,fleißig::A,руплівы,ջանասեր
659,fleißig::A,руплівы,փութաջան
660,geizig::A,прагны,ագահ
661,geizig::A,прагны,կծծի
662,klug::A,разумны,խելոք
663,klug::A,разумны,ընդունակ
664,geschickt::A,умелы,ճարտար
665,lieb::A,мілы,սիրելի
666,lustig::A,вясёлы,զվարթ
667,sanft::A,ласкавы,հեզ
668,hungrig::A,галодны,քաղցած
669,krank::A,хворы,հիվանդ
670,nackt::A,голы,մերկ
671,traurig::A,сумны,տխուր
672,lebendig::A,жывы,կենդանի
673,gut::A,добры,լավ
674,schlecht::A,кепскі,վատ
675,richtig::A,правільны,ձիշտ
676,schlimm::A,агідны,լղրճուկ
677,wahr::A,сапраўдны,ճիշտ
678,wahr::A,сапраўдны,իրական
679,alt::A,стары,հին
680,neu::A,новы,նոր
681,ehemalig::A,былы,նախկին
682,alt[Lebewesen]::A,стары,ծեր
683,alt[Lebewesen]::A,стары,պառավ
684,jung::A,малады,մատաղ
685,arm::A,бедны,աղքատ
686,reich::A,багаты,հարուստ
687,bekannt::A,знаёмы,ծանոթ
688,berühmt::A,славуты,հայտնի
689,berühmt::A,славуты,հռչակավոր
690,fremd::A,чужы,օտար
691,verschieden::A,розны,տարբեր
692,nah::A,блізкі,մոտ
693,nah::A,блізкі,մերձ
694,fern::A,далёкі,հեռավոր
695,linker::A,левы,ձախ
696,rechter::A,правы,աջ
697,anderer::A,іншы,այլ
698,anderer::A,іншы,ուրիշ
699,anderer::A,другі,այլ
700,anderer::A,другі,ուրիշ
701,erster::A,першы,առաջին
702,zweiter::A,другі,երկրորդ
703,dritter::A,трэці,երրորդ
704,letzter::A,апошні,վերջին
705,allein::ADV,сам,միայնակ
706,allein::ADV,адзін,միայնակ
707,auf einmal::ADV,адразу,միասնաբար
708,zusammen::ADV,разам,միասին
709,zusammen::ADV,разам,իրար հետ
710,lange::ADV,доўга,երկար ժամանակ
711,plötzlich::ADV,раптам,հանկարծ
712,sofort::ADV,зараз,իսկույն
713,später::ADV,пазней,ավելի ուշ
714,später::ADV,пазней,հետո
715,jetzt::ADV,цяпер,այժմ
716,heute::ADV,сёння,այսօր
717,morgen::ADV,заўтра,վաղը
718,bald::ADV,хутка,շուտով
719,bald::ADV,неўзабаве,շուտով
720,dann::ADV,потым,ապա
721,dann::ADV,потым,հետո
722,gestern::ADV,учора,երեկ
723,einst::ADV,аднойчы,հին ատեն
724,damals::ADV,тады,ատէնին
725,danach::ADV,затым,ապա
726,danach::ADV,затым,այն ժամանակ
727,vorher::ADV,раней,առաջ
728,zuerst::ADV,спярша,նախ
729,zuerst::ADV,спачатку,նախ
730,einmal::ADV,адзін раз,մի անգամ
731,manchmal::ADV,часам,երբեմն
732,oft::ADV,часта,հաճախ
733,immer::ADV,заўсёды,միշտ
734,niemals::ADV,ніколі,երբեք
735,hier::ADV,тут,այստեղ
736,hierhin::ADV,сюды,այստեղ
737,von hier::ADV,адсюль,այդտեղից
738,von hier::ADV,адгэтуль,այդտեղից
739,dort::ADV,там,այնտեղ
740,dorthin::ADV,туды,այնտեղ
741,geradeaus::ADV,прама,ուղիղ
742,vorwärts::ADV,наперад,առաջ
743,rückwärts::ADV,назад,դեպի ետ
744,zurück::ADV,назад,ետ
745,unten::ADV,унізе,ներքեւում
746,hinab::ADV,уніз,ներքեւ
747,oben::ADV,угары,վերեւում
748,oben::ADV,наверсе,վերեւում
749,hinauf::ADV,угару,վերեւ
750,überall::ADV,усюды,ամենուր
751,nicht::ADV,не,չէ
752,ein wenig::ADV,трошкі,մի քիչ
753,kaum::ADV,ледзьве,հազիվ
754,sehr::ADV,вельмі,շատ
755,so::ADV,так,այդպես
