,Concept_ID,sl,ar
188,Hecht::N,ščúka,سمك الكراكي
189,Schlange[Tier]::N,káča,حية
190,Schlange[Tier]::N,káča,ثعبان
191,Wurm::N,čr̀v,دودة
192,Wurm::N,glísta,دودة
193,Spinne::N,pájek,عنكبوت
194,Ameise::N,mrávlja,نملة
195,Laus::N,úš,قملة
196,Mücke::N,komár,ناموسة
197,Fliege::N,múha,ذبابة
198,Schmetterling::N,metúlj,فراشة
199,Beere::N,jágoda,حبة
200,Apfel::N,jábolko,تفاح
201,Pilz::N,góba,فطر
202,Zwiebel::N,čebúla,بصل
203,Saat::N,séme,زرع
204,Korn::N,zŕno,حبة
205,Heu::N,senó,دريس
206,Schale::N,lupína,قشرة
207,Grube::N,jáma,نقرة
208,Falle::N,pást,فخ
209,Falle::N,pást,مصيدة
210,Schlinge::N,zánka,عروة
211,Schlinge::N,pêtlja,عروة
212,Spur::N,sléd,أثر
213,Asche::N,pepél,رماد
214,Dreck::N,bláto,قذر
215,Eisen::N,želézo,حديد
216,Gold::N,zlató,ذهب
217,Silber::N,srebró,فضة
218,Kohle::N,ógel,فحم
219,Glas::N,stêklo,زجاج
220,Lehm::N,ílo,طين
221,Sand::N,pések,رمل
222,Mensch::N,člôvek,إنسان
223,Mann::N,móž,رجل
224,Mann::N,môški,رجل
225,Frau::N,gospá,امرأة
226,Frau::N,žénska,امرأة
227,Kind::N,déte,طفل
228,Kind::N,otròk,طفل
229,Junge::N,fànt,ولد
230,Junge::N,déček,ولد
231,Mädchen::N,deklè,بنت
232,Mädchen::N,déklica,بنت
233,Familie::N,družína,عائلة
234,Großvater::N,dèd,جد
235,Großvater::N,dédek,جد
236,Großmutter::N,bábica,جدة
237,Eltern::N,stárši,أبوان
238,Eltern::N,stárši,والدان
239,Vater::N,ôče,أب
240,Mutter::N,máma,أم
241,Sohn::N,sín,إبن
242,Tochter::N,hčí,بنت
243,Tochter::N,hčí,إبنة
244,Tochter::N,hčérka,بنت
245,Tochter::N,hčérka,إبنة
246,Bruder::N,bràt,أخ
247,Bruder::N,bràt,شقيق
248,Schwester::N,sêstra,أخت
249,Onkel::N,újec,عم
250,Onkel::N,stríc,عم
251,Tante::N,têta,عمة
252,Tante::N,strína,عمة
253,Ehemann::N,móž,زوج
254,Ehemann::N,sopróg,زوج
255,Ehefrau::N,žêna,زوجة
256,Ehefrau::N,sopróga,زوجة
257,Freude::N,rádost,فرح
258,Freude::N,rádost,سرور
259,Freude::N,vesêlje,فرح
260,Freude::N,vesêlje,سرور
261,Gelächter::N,sméh,قهقهة
262,Gelächter::N,grohòt,قهقهة
263,Glück::N,sréča,سعادة
264,Kummer::N,gorjé,غم
265,Wunsch::N,žêlja,منية
266,Lust::N,poželênje,شهوة
267,Geist::N,dúša,روح
268,Gedanke::N,mísel,فكرة
269,Gedächtnis::N,pámet,ذاكرة
270,Sinn::N,pomèn,معنى
271,Sinn::N,smísel,معنى
272,Grund::N,vzròk,سبب
273,Wahrheit::N,resníca,حقيقة
274,Gespräch::N,pogóvor,محادثة
275,Märchen::N,právljica,خرافة
276,Erzählung::N,povést,قصة
277,Erzählung::N,povést,حكاية
278,Nachricht::N,sporočílo,خبر
279,Neuigkeit::N,novóst,خبر جديد
280,Name::N,imé,اسم
281,Rätsel::N,ugánka,لغز
282,Rede::N,góvor,خطبة
283,Sprache::N,jêzik,لغة
284,Stimme::N,glás,صوت
285,Wort::N,beséda,كلمة
286,Zeichen::N,znák,رمز
287,Zeichen::N,znák,إشارة
288,Ruf::N,klíc,نداء
289,Lärm::N,hrúp,صخب
290,Lärm::N,hrúp,ضجة
291,Lärm::N,trúšč,صخب
292,Lärm::N,trúšč,ضجة
293,Laut::N,glás,صوت
294,Ton::N,tón,نغمة
295,Lied::N,pésem,أغنية
296,Ruhe::N,pokòj,هدوء
297,Leute::N,ljudjé,ناس
298,Volk::N,národ,شعب
299,Arbeit::N,délo,عمل
300,Gast::N,gòst,ضيف
301,Geschenk::N,darílo,هدية
302,Spiel::N,ígra,لعب
303,Gesellschaft::N,drúžba,صحبة
304,Hilfe::N,pomóč,عون
305,Hilfe::N,pomóč,مساعدة
306,Freund::N,prijátelj,صديق
307,Kamerad::N,továriš,زميل
308,Angelegenheit::N,zadéva,أمر
309,Angelegenheit::N,zadéva,شأن
310,Anzahl::N,števílo,عدد
311,Art::N,vŕsta,نوع
312,Stück::N,kós,قطعة
313,Teil::N,dél,قسم
314,Hälfte::N,polovíca,نصف
315,Kreis::N,króg,دائرة
316,Kreis::N,kolobár,دائرة
317,Kreuz::N,kríž,صليب
318,Linie::N,próga,خط
319,Strich::N,čŕta,شرطة
320,Abstand::N,preslédek,مسافة
321,Entfernung::N,oddáljenost,بعد
322,Gegend::N,kràj,ناحية
323,Gegend::N,dežêla,ناحية
324,Platz::N,prôstor,فراغ
325,Ort::N,mésto,مكان
326,Seite::N,bòk,جانب
327,Seite::N,strán,جانب
328,Mitte::N,sredína,وسط
329,Gegenstand::N,prédmet,موضوع
330,Sache::N,réč,شيء
331,Sache::N,stvár,شيء
332,Rand::N,kràj,حافة
333,Kante::N,rób,حافة
334,Ecke::N,vogál,ركن
335,Spitze::N,óst,سن
336,Ende::N,kônec,طرف
337,Loch::N,lúknja,ثقب
338,Winkel::N,kót,زاوية
339,Muster::N,vzórec,عينة
340,Größe::N,veličína,حجم
341,Länge::N,dolžína,طول
342,Höhe::N,vršína,علو
343,Höhe::N,vršína,ارتفاع
344,Gewicht::N,téža,وزن
345,Menge::N,količína,كمية
346,Haufen::N,kùp,كوم
347,Haufen::N,kopíca,كوم
348,Reihe::N,níz,صف
349,Reihe::N,vŕsta,صف
350,Boot::N,čóln,قارب
351,Boot::N,čóln,زورق
352,Ruder::N,vêslo,مجذاف
353,Schlitten::N,saní,مزلقة
354,Ski::N,smučí,زلاجة
355,Lagerfeuer::N,táborni ôgenj,نار المخيم
356,Last::N,tôvor,حمل
357,Gang::N,hòd,مشية
358,Schritt::N,korák,خطوة
359,Norden::N,séver,شمال
360,Süden::N,júg,جنوب
361,Westen::N,zapàd,غرب
362,Osten::N,vzhòd,شرق
363,Holz::N,lés,خشب
364,Brett::N,deskà,لوح
365,Platte::N,plôča,صفيحة
366,Stütze::N,opóra,سند
367,Stütze::N,opóra,دعامة
368,Stütze::N,zaslómba,سند
369,Stütze::N,zaslómba,دعامة
370,Stange::N,gréd,عود
371,Stock::N,pálica,عصا
372,Stab::N,pálica,قضيب
373,Rohr::N,cév,أنبوبة
374,Haus::N,híša,دار
375,Haus::N,híša,بيت
376,Heim::N,dóm,بيت
377,Heim::N,dóm,مسكن
378,Ofen::N,péč,مدفأة
379,Fußboden::N,pòd,أرضية
380,Tisch::N,míza,مائدة
381,Stuhl::N,stòl,كرسي
382,Wiege::N,zíbel,مهد
383,Bett::N,póstelja,سرير
384,Regal::N,políca,رف
385,Kiste::N,zabòj,صندوق
386,Fenster::N,ôkno,شباك
387,Fenster::N,ôkno,نافذة
388,Tür::N,vráta,باب
389,Tor::N,velíka vráta,بوابة
390,Zaun::N,ográja,سياج
391,Dach::N,stréha,سطح
392,Leiter::N,léstev,سلم
393,Besen::N,mêtla,مكنسة
394,Spaten::N,lopáta,مسحاة
395,Schaufel::N,lopáta,مجرفة
396,Gabel::N,vílice,شوكة
397,Löffel::N,žlíca,ملعقة
398,Messer::N,nòž,سكين
399,Nagel::N,žebèlj,مسمار
400,Netz::N,mréža,شبكة
401,Haken::N,kljúka,خطاف
402,Haken::N,kljúka,صنارة
403,Griff::N,ročáj,قبضة
404,Griff::N,oprijèm,قبضة
405,Schloss::N,ključávnica,قفل
406,Bild::N,slíka,صورة
407,Figur::N,figúra,تمثال
408,Figur::N,postáva,تمثال
409,Puppe::N,lútka,دمية
410,Beutel::N,môšnja,كيس
411,Bündel::N,cúla,ربطة
412,Bündel::N,svéženj,ربطة
413,Tasche::N,tórba,شنطة
414,Tasche::N,tórba,محفظة
415,Tasche::N,tobôlec,شنطة
416,Tasche::N,tobôlec,محفظة
417,Eimer::N,vêdro,سطل
418,Eimer::N,vêdro,جردل
419,Deckel::N,pokròv,سداد
420,Deckel::N,poklópec,سداد
421,Geschirr::N,posóda,أوان
422,Sack::N,vréča,زكيبة
423,Tasse::N,skodélica,فنجان
424,Topf::N,lônec,قدر
425,Topf::N,lônec,طنجرة
426,Kessel::N,kôtel,قدر
427,Kessel::N,kôtel,غلاية
428,Essen::N,hrána,طعام
429,Nahrung::N,živílo,غذاء
430,Speise::N,jéd,أكل
431,Fleisch::N,mesó,لحم
432,Getreide::N,žíto,حبوب
433,Brei::N,káša,عصيدة
434,Brot::N,krùh,خبز
435,Scheibe::N,réženj,شريحة
436,Fett::N,mást,سمن
437,Fett::N,maščôba,سمن
438,Butter::N,máslo,زبدة
439,Öl::N,ólje,زيت
440,Salz::N,sól,ملح
441,Suppe::N,júha,حساء
442,Suppe::N,júha,شربة
443,Honig::N,méd,عسل
444,Milch::N,mléko,حليب
445,Tee::N,čáj,شاي
446,Leder::N,úsnje,جلد
447,Wolle::N,vólna,صوف
448,Stoff::N,blagó,قماش
449,Nadel::N,ígla,إبرة
450,Faden::N,nít,خيط
451,Knopf::N,gúmb,زر
452,Knoten::N,vôzel,عقدة
453,Farbe::N,bárva,صبغة
454,Kleidung::N,obléka,ملابس
455,Hemd::N,srájca,قميص
456,Kragen::N,ovrátnik,ياقة
457,Ärmel::N,rokáv,كم
458,Hose::N,hláče,سروال
459,Hose::N,hláče,بنطلون
460,Gürtel::N,pás,حزام
461,Mütze::N,kápa,طاقية
462,Mütze::N,čépica,طاقية
463,Schuh::N,čévelj,حذاء
464,Stiefel::N,škórenj,جزمة
465,Stiefel::N,škórenj,حذاء طويل
466,Ring::N,pŕstan,حلقة
467,Band::N,trák,شريط
468,Kamm::N,glavník,مشط
469,Spiegel::N,zrcálo,مرآة
470,Spiegel::N,ogledálo,مرآة
471,Riemen::N,jêrmen,سير
472,Schnur::N,vŕvca,حبل
473,Schnur::N,vŕvca,دوبارة
474,Leine::N,konôpec,قيد
475,Decke::N,odéja,بطانية
476,Kissen::N,blazína,وسادة
477,Tuch::N,pŕt,منديل
478,Tuch::N,rúta,منديل
479,Handtuch::N,brisáča,فوطة
480,Handtuch::N,brisáča,منشفة
481,Kraft::N,síla,قدرة
482,Stärke::N,jákost,قوة
483,Gesundheit::N,zdrávje,صحة
484,Krankheit::N,bolézen,مرض
485,Schmerz::N,ból,ألم
486,Schmerz::N,ból,وجع
487,Schmerz::N,bolečína,ألم
488,Schmerz::N,bolečína,وجع
489,Wunde::N,rána,جرح
490,Fieber::N,vročína,حمى
491,Arznei::N,lék,دواء
492,Arznei::N,zdravílo,دواء
493,Brücke::N,móst,جسر
494,Brunnen::N,vodnják,بئر
495,Weide::N,páša,مرعى
496,Pfad::N,stezà,درب
497,Weg::N,pót,سكة
498,Straße::N,césta,طريق
499,Dorf::N,vás,قرية
500,Stadt::N,mésto,مدينة
501,Brief::N,písmo,خطاب
502,Brief::N,písmo,مكتوب
503,Buch::N,knjíga,كتاب
504,Buchstabe::N,čŕka,حرف
505,Zeitung::N,čásnik,جريدة
506,Leben::N,življênje,عيش
507,Leben::N,življênje,حياة
508,Tod::N,smŕt,موت
509,Tod::N,smŕt,وفاة
510,Grab::N,gròb,قبر
511,Kirche::N,cérkev,كنيسة
512,Sünde::N,gréh,خطيئة
513,Gott::N,bóg,إله
514,Arbeiter::N,délavec,عامل
515,Chef::N,šéf,رئيس
516,Meister::N,mójster,أسطى
517,Arzt::N,zdravník,طبيب
518,Lehrer::N,učítelj,مدرس
519,Geld::N,denár,نقود
520,Geschäft::N,kupčíja,صفقة
521,Laden::N,trgovína,دكان
522,Preis::N,céna,سعر
523,Ware::N,róba,بضاعة
524,Nutzen::N,príd,فائدة
525,Reichtum::N,bogástvo,غنى
526,Reichtum::N,bogástvo,ثروة
527,Welt::N,svét,عالم
528,Welt::N,svét,دنيا
529,Land::N,dežêla,بلد
530,Staat::N,držáva,دولة
531,König::N,králj,ملك
532,Macht::N,oblást,سلطة
533,Grenze::N,mêja,حدود
534,Krieg::N,vôjna,حرب
535,Feind::N,sovrážnik,عدو
536,Gewalt::N,nasílje,عنف
537,Kampf::N,bòj,قتال
538,Kampf::N,bórba,قتال
539,Bogen[Waffe]::N,lók,قوس
540,Pfeil::N,puščíca,سهم
541,Gewehr::N,púška,بندقية
542,Fehler::N,zmóta,خطأ
543,Lüge::N,láž,كذب
544,Schaden::N,okvára,تلف
545,Unglück::N,nesréča,نحس
546,Schuld::N,krívda,ذنب
547,Alter::N,dôba,سن
548,Alter::N,dôba,عمر
549,Schluss::N,kônec,ختام
550,Schluss::N,kônec,نهاية
551,Zeit::N,čàs,وقت
552,Tag::N,dán,يوم
553,Morgen::N,jútro,صباح
554,Mittag::N,póldan,ظهر
555,Abend::N,večér,مساء
556,Nacht::N,nóč,ليلة
557,Woche::N,téden,أسبوع
558,Monat::N,mésec,شهر
559,Jahr::N,léto,عام
560,Jahr::N,léto,سنة
561,Frühling::N,pomlád,ربيع
562,Sommer::N,polétje,صيف
563,Herbst::N,jesén,خريف
564,Winter::N,zíma,شتاء
565,Januar::N,jánuar,يناير
566,Januar::N,jánuar,كانون الثاني
567,Februar::N,fébruar,شباط
568,Februar::N,fébruar,فبراير
569,März::N,márec,آذار
570,März::N,márec,مارس
571,April::N,apríl,نيسان
572,Mai::N,máj,مايو
573,Juni::N,júnij,يونيو
574,Juni::N,júnij,حزيران
575,Juli::N,júlij,تموز
576,Juli::N,júlij,يوليو
577,August::N,avgúst,آب
578,August::N,avgúst,أغسطس
579,September::N,septêmber,أيلول
580,September::N,septêmber,سبتمبر
581,Oktober::N,október,أكتوبر
582,Oktober::N,október,تشرين الأول
583,November::N,novêmber,نوفمبر
584,November::N,novêmber,تشرين الثاني
585,Dezember::N,decémber,ديسمبر
586,Dezember::N,decémber,كانون الأول
587,Montag::N,ponedéljek,يوم الاثنين
588,Dienstag::N,tôrek,يوم الثلاثاء
589,Mittwoch::N,sréda,يوم الأربعاء
590,Donnerstag::N,četŕtek,يوم الخميس
591,Freitag::N,pétek,يوم الجمعة
592,Samstag::N,sobóta,يوم السبت
593,Sonntag::N,nedélja,يوم الأحد
594,groß::A,vêlik,كبير
595,klein::A,májhen,صغير
596,lang::A,dólg,طويل
597,kurz::A,krátek,قصير
598,breit::A,širòk,واسع
599,schmal::A,ózek,ضيق
600,dicht::A,góst,كث
601,dicht::A,góst,كثيف
602,dick[Gegenstand]::A,dêbel,غليظ
603,dünn::A,tánek,رفيع
604,fein::A,drôben,رقيق
605,fest::A,tŕden,متين
606,flach::A,plán,سهل
607,flach::A,plán,منبسط
608,flach::A,plòsk,سهل
609,flach::A,plòsk,منبسط
610,glatt::A,gládek,ناعم
611,hart::A,tŕd,صلب
612,hart::A,tŕd,جامد
613,weich::A,mehák,لين
614,rund::A,okrógel,مستدير
615,spitz::A,šílast,مدبب
616,scharf::A,óster,حاد
617,stumpf::A,tóp,ثالم
618,stumpf::A,skŕhan,ثالم
619,schwer::A,têžek,ثقيل
620,schön::A,lép,جميل
621,schön::A,krásen,جميل
622,heiß::A,vròč,حار
623,heiß::A,vròč,ساخن
624,warm::A,tôpel,دافئ
625,kalt::A,mŕzel,بارد
626,kalt::A,hláden,بارد
627,kühl::A,hláden,قر
628,frisch::A,svéž,طازج
629,feucht::A,vlážen,رطب
630,nass::A,móker,مبلول
631,trocken::A,súh,جاف
632,voll::A,póln,ملء
633,leer::A,prázen,خال
634,leer::A,prázen,فارغ
635,offen::A,odpŕt,مفتوح
636,geschlossen::A,zapŕt,مغلق
637,sauber::A,číst,نظيف
638,sauber::A,líčen,نظيف
639,schmutzig::A,umázan,قذر
640,roh::A,suròv,نيء
641,reif::A,zrèl,ناضج
642,lecker::A,okúsen,لذيذ
643,süß::A,sládek,حلو
644,bitter::A,grenák,مر
645,sauer::A,kísel,حامض
646,hell::A,svetèl,نير
647,dunkel::A,temèn,مظلم
648,schwarz::A,čŕn,أسود
649,weiß::A,bél,أبيض
650,rot::A,rdèč,أحمر
651,gelb::A,žólt,أصفر
652,gelb::A,rumèn,أصفر
653,blau::A,móder,أزرق
654,grün::A,zelèn,أخضر
655,grau::A,sív,رمادي
656,bunt::A,písan,ملوب
657,billig::A,pocéni,رخيص
658,teuer::A,drág,غال
659,wertvoll::A,dragocén,ثمين
660,blind::A,slép,أعمى
661,taub::A,glúh,أصم
662,taub::A,glúh,أطرش
663,kräftig::A,močán,قوي
664,stark::A,ják,قوي
665,schwach::A,šíbek,ضعيف
666,fett::A,dêbel,سمين
667,schlank::A,vítek,أهيف
668,hübsch::A,lép,جميل
669,böse::A,zèl,رديء
670,böse::A,hudôben,رديء
671,dumm::A,glúp,أبله
672,dumm::A,glúp,أحمق
673,dumm::A,bédast,أبله
674,dumm::A,bédast,أحمق
675,faul::A,lén,كسلان
676,fleißig::A,marljív,مجتهد
677,geizig::A,škŕt,بخيل
678,klug::A,pámeten,ذكي
679,klug::A,pámeten,عاقل
680,geschickt::A,spréten,ماهر
681,lieb::A,míl,عزيز
682,lieb::A,ljúb,عزيز
683,lustig::A,vesél,مرح
684,sanft::A,láhek,حليم
685,hungrig::A,láčen,جائع
686,krank::A,bolán,مريض
687,nackt::A,nág,عار
688,traurig::A,túžen,حزين
689,lebendig::A,žív,حي
690,gut::A,dóber,جيد
691,schlecht::A,malopríden,سيء
692,richtig::A,pravílen,صحيح
693,schlimm::A,húd,خبيث
694,wahr::A,resníčen,حق
695,alt::A,stàr,قديم
696,neu::A,nòv,جديد
697,ehemalig::A,nekdánji,سابق
698,alt[Lebewesen]::A,stàr,مسن
699,jung::A,mlád,شاب
700,jung::A,mlád,صغير
701,arm::A,ubóg,فقير
702,arm::A,réven,فقير
703,reich::A,bogàt,غني
704,bekannt::A,znán,معلوم
705,berühmt::A,sláven,مشهور
706,berühmt::A,znamenít,مشهور
707,fremd::A,túj,أجنبي
708,verschieden::A,razlíčen,مختلف
709,nah::A,blížnji,قريب
710,fern::A,dáleč,بعيد
711,linker::A,lévi,يسار
712,rechter::A,désni,يمين
713,anderer::A,drúgi,آخر
714,erster::A,pŕvi,أول
715,zweiter::A,drúgi,ثان
716,dritter::A,trétji,ثالث
717,letzter::A,poslédnji,أخير
718,allein::ADV,sám,وحده
719,auf einmal::ADV,obênem,بالمرة
720,zusammen::ADV,skúpaj,معا
721,lange::ADV,dólgo,مدة طويلة
722,plötzlich::ADV,náglo,فجأة
723,plötzlich::ADV,nenádoma,فجأة
724,sofort::ADV,prècej,حالا
725,sofort::ADV,prècej,فورا
726,später::ADV,poznêje,فيما بعد
727,jetzt::ADV,zdàj,الآن
728,jetzt::ADV,zdàj,حاليا
729,heute::ADV,dánes,اليوم
730,morgen::ADV,jútri,غدا
731,bald::ADV,kmálu,قريبا
732,dann::ADV,nató,ثم
733,gestern::ADV,včéraj,أمس
734,gestern::ADV,včéraj,البارحة
735,einst::ADV,nékdaj,قديما
736,damals::ADV,tedàj,حينئذ
737,damals::ADV,takràt,حينئذ
738,danach::ADV,potèm,ثم
739,danach::ADV,potèm,بعد ذلك
740,vorher::ADV,poprèj,من قبل
741,vorher::ADV,poprèj,قبل ذلك
742,zuerst::ADV,spŕva,أولا
743,einmal::ADV,ênkrat,مرة
744,manchmal::ADV,včásih,أحيانا
745,oft::ADV,pogósto,كثيرا
746,immer::ADV,védno,دائما
747,immer::ADV,zméraj,دائما
748,niemals::ADV,nikdàr,لا أبدا
749,hier::ADV,tù,هنا
750,hier::ADV,túkaj,هنا
751,hierhin::ADV,sèmkaj,إلى هنا
752,von hier::ADV,od tú,من هنا
753,dort::ADV,tàm,هناك
754,dorthin::ADV,tjà,إلى هناك
755,geradeaus::ADV,rávno napréj,إلى الأمام
756,vorwärts::ADV,napréj,إلى الأمام
757,rückwärts::ADV,zádaj,إلى الوراء
758,zurück::ADV,nazáj,عودا
759,zurück::ADV,nazáj,إلى الخلف
760,unten::ADV,dôli,تحت
761,unten::ADV,dôli,في الأسفل
762,unten::ADV,spôdaj,تحت
763,unten::ADV,spôdaj,في الأسفل
764,hinab::ADV,dôl,إلى تحت
765,oben::ADV,gôri,فوق
766,oben::ADV,gôri,في الأعلى
767,oben::ADV,zgôraj,فوق
768,oben::ADV,zgôraj,في الأعلى
769,hinauf::ADV,gôr,إلى فوق
770,hinauf::ADV,gôr,إلى الأعلى
771,überall::ADV,povsód,في كل مكان
772,nicht::ADV,ne,لا
773,nicht::ADV,ne,لم
774,ein wenig::ADV,málo,قليلا
775,kaum::ADV,kómaj,كاد لا
776,sehr::ADV,zeló,جدا
777,sehr::ADV,zeló,كثيرا
778,so::ADV,takó,كذا
779,so::ADV,takó,كذلك
780,noch::ADV,še,ما زال
781,nur::ADV,samó,فقط
782,schon::ADV,žè,قد
783,wieder::ADV,spét,من جديد
784,wieder::ADV,spét,مرة أخرى
785,vergebens::ADV,zamàn,عبثا
786,vergebens::ADV,zastónj,عبثا
787,vor::PRP,pred,أمام
788,hinter::PRP,za,خلف
789,hinter::PRP,za,وراء
790,unter::PRP,pod,تحت
791,durch::PRP,skózi,عبر
792,durch::PRP,skózi,خلال
793,neben::PRP,kràj,جنب
794,neben::PRP,kràj,بجانب
