,Concept_ID,be,es
459,Kleidung::N,адзенне,vestidos
460,Hemd::N,кашуля,camisa
461,Kragen::N,каўнер,cuello
462,Ärmel::N,рукаў,manga
463,Hose::N,штаны,pantalón
464,Gürtel::N,пояс,cinturón
465,Mütze::N,шапка,gorro
466,Schuh::N,чаравік,zapato
467,Stiefel::N,бот,bota
468,Ring::N,кольца,anillo
469,Band::N,стужка,cinta
470,Kamm::N,расчоска,peine
471,Spiegel::N,люстра,espejo
472,Riemen::N,рэмень,correa
473,Schnur::N,вяроўка,cuerda
474,Leine::N,павадок,correa
475,Decke::N,коўдра,manta
476,Kissen::N,падушка,almohada
477,Tuch::N,хустка,pañuelo
478,Handtuch::N,ручнік,toalla
479,Kraft::N,сіла,fuerza
480,Stärke::N,моц,fuerza
481,Gesundheit::N,здароўе,salud
482,Krankheit::N,хвароба,enfermedad
483,Schmerz::N,боль,dolor
484,Wunde::N,рана,llaga
485,Wunde::N,рана,herida
486,Fieber::N,гарачка,fiebre
487,Fieber::N,ліхаманка,fiebre
488,Arznei::N,лекі,medicina
489,Arznei::N,лекі,medicamento
490,Brücke::N,мост,puente
491,Brunnen::N,калодзеж,pozo
492,Weide::N,паша,pasto
493,Pfad::N,сцежка,sendero
494,Weg::N,шлях,camino
495,Weg::N,дарога,camino
496,Straße::N,вуліца,vía
497,Straße::N,вуліца,carretera
498,Dorf::N,вёска,aldea
499,Dorf::N,вёска,pueblo
500,Stadt::N,горад,ciudad
501,Brief::N,ліст,carta
502,Brief::N,пісьмо,carta
503,Buch::N,кніга,libro
504,Buchstabe::N,літара,letra
505,Buchstabe::N,літара,carácter
506,Zeitung::N,газета,diario
507,Zeitung::N,газета,periódico
508,Leben::N,жыццё,vida
509,Tod::N,смерць,muerte
510,Grab::N,магіла,tumba
511,Grab::N,магіла,sepulcro
512,Kirche::N,касцёл,iglesia
513,Kirche::N,царква,iglesia
514,Sünde::N,грэх,pecado
515,Gott::N,бог,dios
516,Arbeiter::N,рабочы,obrero
517,Arbeiter::N,рабочы,trabajador
518,Chef::N,начальнік,jefe
519,Meister::N,майстар,maestro
520,Arzt::N,урач,médico
521,Lehrer::N,настаўнік,profesor
522,Geld::N,грошы,dinero
523,Geschäft::N,заняцце,negocio
524,Laden::N,крама,tienda
525,Laden::N,магазін,tienda
526,Preis::N,цана,precio
527,Ware::N,тавар,mercancía
528,Nutzen::N,выгада,provecho
529,Reichtum::N,багацце,riqueza
530,Welt::N,свет,mundo
531,Land::N,краіна,país
532,Staat::N,дзяржава,Estado
533,König::N,кароль,rey
534,Macht::N,улада,poder
535,Macht::N,улада,potencia
536,Grenze::N,граніца,frontera
537,Krieg::N,вайна,guerra
538,Feind::N,вораг,enemigo
539,Gewalt::N,насілле,violencia
540,Kampf::N,барацьба,lucha
541,Kampf::N,барацьба,combate
542,Bogen[Waffe]::N,лук,arco
543,Pfeil::N,страла,flecha
544,Gewehr::N,ружжо,fusil
545,Gewehr::N,ружжо,escopeta
546,Fehler::N,памылка,error
547,Lüge::N,хлусня,mentira
548,Schaden::N,шкода,daño
549,Unglück::N,ліха,desgracia
550,Unglück::N,бядота,desgracia
551,Schuld::N,віна,culpa
552,Alter::N,узрост,edad
553,Schluss::N,канец,fin
554,Schluss::N,канец,final
555,Zeit::N,час,tiempo
556,Tag::N,дзень,día
557,Morgen::N,ранак,mañana
558,Morgen::N,раніца,mañana
559,Mittag::N,паўдня,mediodía
560,Mittag::N,поўдзень,mediodía
561,Abend::N,вечар,noche
562,Nacht::N,ноч,noche
563,Woche::N,тыдзень,semana
564,Monat::N,месяц,mes
565,Jahr::N,год,año
566,Frühling::N,вясна,primavera
567,Sommer::N,лета,verano
568,Herbst::N,восень,otoño
569,Winter::N,зіма,invierno
570,Januar::N,студзень,enero
571,Februar::N,люты,febrero
572,März::N,сакавік,marzo
573,April::N,красавік,abril
574,Mai::N,май,mayo
575,Mai::N,травень,mayo
576,Juni::N,чэрвень,junio
577,Juli::N,ліпень,julio
578,August::N,жнівень,agosto
579,September::N,верасень,septiembre
580,Oktober::N,кастрычнік,octubre
581,November::N,лістапад,noviembre
582,Dezember::N,снежань,diciembre
583,Montag::N,панядзелак,lunes
584,Dienstag::N,аўторак,martes
585,Mittwoch::N,серада,miércoles
586,Donnerstag::N,чацвер,jueves
587,Freitag::N,пятніца,viernes
588,Samstag::N,субота,sábado
589,Sonntag::N,нядзеля,domingo
590,groß::A,вялікі,grande
591,klein::A,маленькі,pequeño
592,lang::A,доўгі,largo
593,kurz::A,кароткі,corto
594,breit::A,шырокі,ancho
595,schmal::A,вузкі,estrecho
596,dicht::A,густы,denso
597,dick[Gegenstand]::A,тоўсты,grueso
598,dünn::A,тонкі,fino
599,dünn::A,тонкі,delgado
600,fein::A,тонкі,fino
601,fein::A,тонкі,delicado
602,fest::A,моцны,firme
603,fest::A,моцны,sólido
604,flach::A,плоскі,plano
605,glatt::A,гладкі,liso
606,hart::A,цвёрды,duro
607,weich::A,мяккі,muelle
608,rund::A,круглы,redondo
609,spitz::A,спічасты,agudo
610,spitz::A,спічасты,apuntado
611,spitz::A,востраканцовы,agudo
612,spitz::A,востраканцовы,apuntado
613,scharf::A,востры,agudo
614,scharf::A,востры,afilado
615,stumpf::A,тупы,sin filo
616,schwer::A,цяжкі,pesado
617,schön::A,прыгожы,bello
618,schön::A,прыгожы,hermoso
619,heiß::A,гарачы,caluroso
620,warm::A,цёплы,cálido
621,warm::A,цёплы,caliente
622,kalt::A,холадны,frío
623,kühl::A,халаднаваты,fresco
624,frisch::A,свежы,fresco
625,feucht::A,вільготны,húmedo
626,nass::A,мокры,mojado
627,trocken::A,сухі,seco
628,voll::A,поўны,lleno
629,leer::A,пусты,vacío
630,offen::A,адкрыты,abierto
631,offen::A,адчынены,abierto
632,geschlossen::A,закрыты,cerrado
633,geschlossen::A,зачынены,cerrado
634,sauber::A,чысты,limpio
635,schmutzig::A,брудны,sucio
636,roh::A,сыры,crudo
637,reif::A,спелы,maduro
638,lecker::A,смачны,rico
639,lecker::A,смачны,sabroso
640,süß::A,салодкі,dulce
641,bitter::A,горкі,amargo
642,sauer::A,кіслы,agrio
643,hell::A,светлы,claro
644,dunkel::A,цёмны,oscuro
645,schwarz::A,чорны,negro
646,weiß::A,белы,blanco
647,rot::A,чырвоны,rojo
648,gelb::A,жоўты,amarillo
649,blau::A,сіні,azul
650,grün::A,зялёны,verde
651,grau::A,шэры,gris
652,bunt::A,пяресты,multicolor
653,billig::A,танны,barato
654,teuer::A,дарагі,caro
655,wertvoll::A,цэнны,valioso
656,wertvoll::A,цэнны,precioso
657,wertvoll::A,каштоўны,valioso
658,wertvoll::A,каштоўны,precioso
659,blind::A,сляпы,ciego
660,taub::A,глухі,sordo
661,kräftig::A,магутны,fuerte
662,stark::A,сільны,fuerte
663,stark::A,сільны,vigoroso
664,schwach::A,слабы,débil
665,fett::A,тлусты,obeso
666,schlank::A,стройны,esbelto
667,hübsch::A,чароўны,mono
668,hübsch::A,чароўны,guapo
669,böse::A,злы,malo
670,dumm::A,дурны,tonto
671,dumm::A,дурны,estúpido
672,faul::A,лянівы,vago
673,faul::A,лянівы,perezoso
674,fleißig::A,руплівы,aplicado
675,fleißig::A,руплівы,diligente
676,geizig::A,прагны,avaro
677,klug::A,разумны,sensato
678,klug::A,разумны,inteligente
679,geschickt::A,умелы,hábil
680,lieb::A,мілы,querido
681,lustig::A,вясёлы,alegre
682,sanft::A,ласкавы,suave
683,hungrig::A,галодны,hambriento
684,krank::A,хворы,enfermo
685,nackt::A,голы,desnudo
686,traurig::A,сумны,triste
687,lebendig::A,жывы,vivo
688,lebendig::A,жывы,viviente
689,gut::A,добры,bueno
690,schlecht::A,кепскі,malo
691,richtig::A,правільны,justo
692,richtig::A,правільны,correcto
693,schlimm::A,агідны,malo
694,schlimm::A,агідны,grave
695,wahr::A,сапраўдны,verídico
696,wahr::A,сапраўдны,verdadero
697,alt::A,стары,viejo
698,neu::A,новы,nuevo
699,ehemalig::A,былы,antiguo
700,alt[Lebewesen]::A,стары,viejo
701,jung::A,малады,joven
702,arm::A,бедны,pobre
703,reich::A,багаты,rico
704,bekannt::A,знаёмы,conocido
705,berühmt::A,славуты,famoso
706,berühmt::A,славуты,célebre
707,fremd::A,чужы,extraño
708,verschieden::A,розны,diverso
709,verschieden::A,розны,distinto
710,verschieden::A,розны,diferente
711,nah::A,блізкі,cercano
712,fern::A,далёкі,lejano
713,linker::A,левы,izquierdo
714,rechter::A,правы,derecho
715,anderer::A,іншы,otro
716,anderer::A,другі,otro
717,erster::A,першы,primero
718,zweiter::A,другі,segundo
719,dritter::A,трэці,tercero
720,letzter::A,апошні,último
721,allein::ADV,сам,a solo
722,allein::ADV,адзін,a solo
723,auf einmal::ADV,адразу,de una vez
724,zusammen::ADV,разам,juntos
725,lange::ADV,доўга,mucho tiempo
726,plötzlich::ADV,раптам,de repente
727,sofort::ADV,зараз,en seguida
728,später::ADV,пазней,más tarde
729,jetzt::ADV,цяпер,ahora
730,heute::ADV,сёння,hoy
731,morgen::ADV,заўтра,mañana
732,bald::ADV,хутка,pronto
733,bald::ADV,хутка,en breve
734,bald::ADV,неўзабаве,pronto
735,bald::ADV,неўзабаве,en breve
736,dann::ADV,потым,luego
737,dann::ADV,потым,entonces
738,gestern::ADV,учора,ayer
739,einst::ADV,аднойчы,antaño
740,damals::ADV,тады,entonces
741,danach::ADV,затым,después
742,vorher::ADV,раней,antes
743,zuerst::ADV,спярша,primero
744,zuerst::ADV,спачатку,primero
745,einmal::ADV,адзін раз,una vez
746,manchmal::ADV,часам,a veces
747,oft::ADV,часта,a menudo
748,oft::ADV,часта,con frecuencia
749,immer::ADV,заўсёды,siempre
750,niemals::ADV,ніколі,jamás
751,hier::ADV,тут,aquí
752,hierhin::ADV,сюды,acá
753,von hier::ADV,адсюль,desde aquí
754,von hier::ADV,адгэтуль,desde aquí
755,dort::ADV,там,ahí
756,dort::ADV,там,allí
757,dorthin::ADV,туды,allí
758,dorthin::ADV,туды,hacia allí
759,geradeaus::ADV,прама,todo derecho
760,vorwärts::ADV,наперад,adelante
761,rückwärts::ADV,назад,hacia atrás
762,zurück::ADV,назад,atrás
763,unten::ADV,унізе,abajo
764,hinab::ADV,уніз,hacia abajo
765,oben::ADV,угары,arriba
766,oben::ADV,наверсе,arriba
767,hinauf::ADV,угару,hacia arriba
768,überall::ADV,усюды,por todas partes
769,nicht::ADV,не,no
770,ein wenig::ADV,трошкі,un poco
771,kaum::ADV,ледзьве,apenas
772,sehr::ADV,вельмі,muy
773,sehr::ADV,вельмі,mucho
774,so::ADV,так,tan
775,noch::ADV,яшчэ,aún
776,noch::ADV,яшчэ,todavía
777,nur::ADV,толькі,solamente
778,schon::ADV,ужо,ya
779,wieder::ADV,зноў,de nuevo
780,vergebens::ADV,дарма,en vano
781,vergebens::ADV,дарэмна,en vano
782,vor::PRP,перад,antes de
783,vor::PRP,перад,delante de
784,hinter::PRP,за,tras
785,hinter::PRP,за,detrás de
786,hinter::PRP,ззаду,tras
787,hinter::PRP,ззаду,detrás de
788,unter::PRP,пад,bajo
789,unter::PRP,пад,debajo de
790,durch::PRP,праз,por
791,durch::PRP,праз,a través de
792,neben::PRP,каля,al lado de
793,zwischen::PRP,між,entre
794,zwischen::PRP,паміж,entre
795,wegen::PRP,з-за,por
796,wegen::PRP,з-за,a causa de
797,dies::PRN,гэта,esto
798,das::PRN,тое,eso
799,das::PRN,тое,esto
800,alles::PRN,усё,todo
801,ich::PRN,я,yo
802,du::PRN,ты,tú
803,er::PRN,ён,él
804,wir::PRN,мы,nosotros
805,ihr::PRN,вы,vosotros
806,sie::PRN,яны,ellos
807,was::FPRN,што,qué
808,wer::FPRN,хто,quién
809,wo::FADV,дзе,dónde
810,wohin::FADV,куды,adónde
811,wohin::FADV,куды,hacia dónde
812,wie::FADV,як,cómo
813,warum::FADV,чаму,por qué
814,wieviel::FNUM,колькі,cuánto
815,eins::NUM,адзін,uno
816,zwei::NUM,два,dos
817,drei::NUM,тры,tres
818,vier::NUM,чатыры,cuatro
819,fünf::NUM,пяць,cinco
820,sechs::NUM,шесць,seis
821,sieben::NUM,сем,siete
822,acht::NUM,восем,ocho
823,neun::NUM,дзевяць,nueve
824,zehn::NUM,дзесяць,diez
825,elf::NUM,адзінаццаць,once
826,zwölf::NUM,дванаццаць,doce
827,zwanzig::NUM,дваццаць,veinte
828,dreißig::NUM,трыццаць,treinta
829,vierzig::NUM,сорак,cuarenta
830,fünfzig::NUM,пядзесят,cincuenta
