,Concept_ID,sl,lbe
58,Schlaf::N,sèn,шану
59,Schlaf::N,spánec,шану
60,Traum::N,sánje,макӏру
61,Himmel::N,nebó,ссав
62,Sonne::N,sónce,баргъ
63,Mond::N,lúna,барз
64,Mond::N,mésec,барз
65,Stern::N,zvézda,цӏуку
66,Luft::N,zràk,гьава
67,Wind::N,véter,марч
68,Welle::N,vál,щатӏи
69,Wasser::N,vôda,щин
70,Stein::N,kámen,чару
71,Boden::N,tlà,аьрщи
72,Erde::N,pŕst,аьрщи
73,Erde::N,zêmlja,аьрщи
74,Staub::N,práh,ххит
75,Rauch::N,dìm,пуркӏу
76,Funke::N,ískra,пиягь
77,Feuer::N,ôgenj,цӏу
78,Licht::N,lúč,чани
79,Schatten::N,sénca,ххют
80,Wetter::N,vrême,гьава
81,Nebel::N,meglà,шархь ттурлу
82,Wolke::N,oblák,ттурлу
83,Regen::N,dèž,гъарал
84,Schnee::N,snég,марххала
85,Eis::N,léd,микӏ
86,Frost::N,zmrzál,дяркъу
87,Frost::N,zmrzál,замгьар
88,Kälte::N,mràz,дяркъу
89,Hitze::N,pripéka,кӏиришиву
90,Raureif::N,ívje,сил
91,Raureif::N,ívje,бурса
92,Raureif::N,slána,сил
93,Raureif::N,slána,бурса
94,Regenbogen::N,mávrica,ссурул ккуртта
95,Donner::N,gròm,къув
96,Strömung::N,strúja,экьинанаву
97,Tropfen::N,káplja,кӏунтӏ
98,Schaum::N,péna,хьама
99,Schmutz::N,nesnága,кьяркьи
100,See::N,jézero,бяр
101,Sumpf::N,močvírje,кунцӏа
102,Moor::N,bárje,
103,Wiese::N,trávnik,кьан
104,Wald::N,lés,вацӏа
105,Wald::N,gòzd,вацӏа
106,Hügel::N,brég,бакӏу
107,Hügel::N,goríca,бакӏу
108,Anhöhe::N,gríč,
109,Anhöhe::N,višína,
110,Berg::N,gôra,зунтту
111,Berg::N,planína,зунтту
112,Gipfel::N,vŕh,мицӏ
113,Höhle::N,jáma,нух
114,Höhle::N,votlína,нух
115,Abhang::N,pobóčje,сун
116,Quelle::N,izvír,дайдихьу
117,Quelle::N,izvír,бакӏ
118,Bach::N,pôtok,чӏрир нех
119,Fluss::N,réka,нех
120,Ufer::N,brég,зума
121,Küste::N,obála,зумаинхалу
122,Küste::N,obála,зуманицӏалу
123,Küste::N,obréžje,зумаинхалу
124,Küste::N,obréžje,зуманицӏалу
125,Festland::N,celína,кьири
126,Festland::N,kopnína,кьири
127,Meer::N,mórje,хьхьири
128,Bucht::N,zalív,
129,Insel::N,ôtok,жазира
130,Blume::N,cvetlíca,тӏутӏи
131,Gras::N,tráva,уртту
132,Wurzel::N,korenína,мархха
133,Baum::N,drevó,мурхь
134,Stamm::N,dêblo,ттарцӏ
135,Rinde::N,lúbje,ккамара
136,Rinde::N,skórja,ккамара
137,Ast::N,véja,матӏи
138,Zweig::N,véja,къяртта
139,Blatt::N,líst,чӏапӏи
140,Birke::N,bréza,кӏялахӏи
141,Birke::N,bréza,кӏялахӏилул мурхь
142,Kiefer[Baum]::N,bòr,ттар
143,Kiefer[Baum]::N,bòr,ттарлил мурхь
144,Weide[Baum]::N,vŕba,щавщи
145,Tanne::N,hója,ттарлил мурхь
146,Horn::N,róg,хъи
147,Feder::N,peró,лелуххул тӏиму
148,Fell::N,kŕzno,бурчу
149,Flügel::N,krílo,хъа
150,Flügel::N,krílo,ххурупӏайрал тӏиму
151,Klaue::N,párkelj,михь
152,Kralle::N,krémpelj,ххяппа
153,Schwanz::N,rèp,магъ
154,Ei::N,jájce,ккунук
155,Nest::N,gnézdo,кюру
156,Bau::N,brlòg,цукъуккутӏ
157,Tier::N,živál,хӏайван
158,Herde::N,čréda,газу
159,Kuh::N,kráva,оьл
160,Bulle::N,bìk,ниц
161,Pferd::N,kònj,чу
162,Schaf::N,ôvca,тта
163,Schwein::N,svínja,дунгъуз
164,Hund::N,pès,ккаччи
165,Katze::N,máčka,ччиту
166,Bär::N,mêdved,цуша
167,Eichhörnchen::N,véverica,бюрхттукку
168,Elch::N,lós,ниц-бюрин
169,Fuchs::N,lisíca,цулчӏа
170,Fuchs::N,lisíca,куча цулчӏа
171,Hase::N,zájec,бюрх
172,Maus::N,mìš,кӏулу
173,Wolf::N,vólk,барцӏ
174,Vogel::N,ptìč,лелуххи
175,Vogel::N,ptíca,лелуххи
176,Schwarm::N,játa,гьухъала
177,Huhn::N,kokóš,аьнакӏи
178,Hahn::N,petêlin,ажари
179,Gans::N,gós,къаз
180,Adler::N,ôrel,барзу
181,Ente::N,ráca,урдак
182,Eule::N,sôva,ису
183,Eule::N,sôva,ччиккумяв
184,Kranich::N,žerjàv,кьурукь
185,Krähe::N,vrána,хъатӏу
186,Kuckuck::N,kúkavica,ччикку
187,Schwan::N,labód,урттил къаз
188,Fisch::N,ríba,чавахъ
189,Barsch::N,ostríž,
190,Hecht::N,ščúka,
191,Schlange[Tier]::N,káča,шатта
192,Wurm::N,čr̀v,кьюнукьай шатта
193,Wurm::N,glísta,кьюнукьай шатта
194,Spinne::N,pájek,ххялцу
195,Ameise::N,mrávlja,митӏикьукьу
196,Laus::N,úš,
197,Mücke::N,komár,мичӏак
198,Fliege::N,múha,зимиз
199,Schmetterling::N,metúlj,чӏимучӏали
200,Beere::N,jágoda,хӏаллил ахъулсса
201,Apfel::N,jábolko,гьивч
202,Pilz::N,góba,ттуккул иис
203,Zwiebel::N,čebúla,лаччул чсмусул бакӏ
204,Saat::N,séme,гьанна
205,Korn::N,zŕno,къама
206,Heu::N,senó,ххулув
207,Schale::N,lupína,ккиртту
208,Grube::N,jáma,кӏаланг
209,Falle::N,pást,къатӏа
210,Schlinge::N,zánka,хӏатӏ
211,Schlinge::N,pêtlja,хӏатӏ
212,Spur::N,sléd,ша
213,Asche::N,pepél,лах
214,Dreck::N,bláto,кьяркьи
215,Dreck::N,bláto,венп
216,Eisen::N,želézo,мах
217,Gold::N,zlató,муси
218,Silber::N,srebró,арцу
219,Kohle::N,ógel,кӏалаш
220,Kohle::N,ógel,хъуручӏ
221,Glas::N,stêklo,пюрун
222,Lehm::N,ílo,сина аьрщи
223,Sand::N,pések,къун
224,Mensch::N,člôvek,инсан
225,Mann::N,móž,чув
226,Mann::N,móž,адимина
227,Mann::N,môški,чув
228,Mann::N,môški,адимина
229,Frau::N,gospá,щарсса
230,Frau::N,gospá,хъамитайпа
231,Frau::N,žénska,щарсса
232,Frau::N,žénska,хъамитайпа
233,Kind::N,déte,чӏиви оьрчӏ
234,Kind::N,otròk,чӏиви оьрчӏ
235,Junge::N,fànt,оьрчӏ
236,Junge::N,fànt,бурхьин оьрчӏ
237,Junge::N,déček,оьрчӏ
238,Junge::N,déček,бурхьин оьрчӏ
239,Mädchen::N,deklè,душ
240,Mädchen::N,déklica,душ
241,Familie::N,družína,кулпат
242,Großvater::N,dèd,ттатта
243,Großvater::N,dèd,ниттил ппу
244,Großvater::N,dédek,ттатта
245,Großvater::N,dédek,ниттил ппу
246,Großmutter::N,bábica,буттал нину
247,Eltern::N,stárši,нину-ппу
248,Vater::N,ôče,ппу
249,Mutter::N,máma,нину
250,Sohn::N,sín,арс
251,Tochter::N,hčí,душ
252,Tochter::N,hčérka,душ
253,Bruder::N,bràt,уссу
254,Schwester::N,sêstra,ссу
255,Onkel::N,újec,буттауссу
256,Onkel::N,stríc,буттауссу
257,Tante::N,têta,буттал ссу
258,Tante::N,strína,буттал ссу
259,Ehemann::N,móž,лас
260,Ehemann::N,sopróg,лас
261,Ehefrau::N,žêna,щар
262,Ehefrau::N,žêna,щарсса
263,Ehefrau::N,sopróga,щар
264,Ehefrau::N,sopróga,щарсса
265,Freude::N,rádost,шадшиву
266,Freude::N,rádost,ххаришиву
267,Freude::N,vesêlje,шадшиву
268,Freude::N,vesêlje,ххаришиву
269,Gelächter::N,sméh,хъяхъаву
270,Gelächter::N,grohòt,хъяхъаву
271,Glück::N,sréča,талихӏ
272,Kummer::N,gorjé,дард
273,Wunsch::N,žêlja,мурад
274,Lust::N,poželênje,гьавас
275,Lust::N,poželênje,ччаву
276,Geist::N,dúša,рухӏ
277,Gedanke::N,mísel,пикри
278,Gedächtnis::N,pámet,дакӏний личӏаву
279,Sinn::N,pomèn,мяъна
280,Sinn::N,smísel,мяъна
281,Grund::N,vzròk,багьана
282,Wahrheit::N,resníca,тӏайламур
283,Wahrheit::N,resníca,хӏакьмур
284,Gespräch::N,pogóvor,ихтилат
285,Märchen::N,právljica,магьа
286,Erzählung::N,povést,хавар
287,Nachricht::N,sporočílo,хавар
288,Neuigkeit::N,novóst,хавар
289,Name::N,imé,цӏа
290,Rätsel::N,ugánka,ссигьа
291,Rede::N,góvor,гъалгъа
292,Sprache::N,jêzik,маз
293,Stimme::N,glás,чӏу
294,Stimme::N,glás,чӏукӏа
295,Wort::N,beséda,махъ
296,Zeichen::N,znák,лишан
297,Ruf::N,klíc,
298,Lärm::N,hrúp,чӏу
299,Lärm::N,trúšč,чӏу
300,Laut::N,glás,чӏу
301,Ton::N,tón,чӏу
302,Lied::N,pésem,балай
303,Ruhe::N,pokòj,дигьалагру
304,Leute::N,ljudjé,инсантал
305,Volk::N,národ,ил
306,Volk::N,národ,халкь
307,Arbeit::N,délo,заву
308,Gast::N,gòst,хъамаличу
309,Geschenk::N,darílo,бухчакарши
310,Geschenk::N,darílo,лажинккакку
311,Spiel::N,ígra,тӏуркӏу
312,Gesellschaft::N,drúžba,жямат
313,Gesellschaft::N,drúžba,ккуран
314,Hilfe::N,pomóč,кумаг
315,Freund::N,prijátelj,дус
316,Kamerad::N,továriš,хӏаласу
317,Angelegenheit::N,zadéva,иш
318,Anzahl::N,števílo,аьдад
319,Art::N,vŕsta,жинс
320,Stück::N,kós,касак
321,Teil::N,dél,бутӏа
322,Hälfte::N,polovíca,дачӏи
323,Kreis::N,króg,кюрщан
324,Kreis::N,kolobár,кюрщан
325,Kreuz::N,kríž,ххач
326,Linie::N,próga,щва
327,Strich::N,čŕta,щва
328,Abstand::N,preslédek,манзил
329,Entfernung::N,oddáljenost,манзил
330,Gegend::N,kràj,кӏану
331,Gegend::N,dežêla,кӏану
332,Platz::N,prôstor,
333,Ort::N,mésto,кӏану
334,Seite::N,bòk,чул
335,Seite::N,bòk,чулухалу
336,Seite::N,strán,чул
337,Seite::N,strán,чулухалу
338,Mitte::N,sredína,дя
339,Gegenstand::N,prédmet,зат
340,Sache::N,réč,зат
341,Sache::N,stvár,зат
342,Rand::N,kràj,зума
343,Kante::N,rób,
344,Ecke::N,vogál,мурцӏу
345,Spitze::N,óst,мицӏ
346,Ende::N,kônec,зума
347,Loch::N,lúknja,ккутӏ
348,Winkel::N,kót,мурцӏу
349,Muster::N,vzórec,накьич
350,Größe::N,veličína,
351,Länge::N,dolžína,лахъишиву
352,Höhe::N,vršína,лахъшиву
353,Gewicht::N,téža,дуццин
354,Gewicht::N,téža,кӏушиву
355,Menge::N,količína,
356,Haufen::N,kùp,бакӏу
357,Haufen::N,kopíca,бакӏу
358,Reihe::N,níz,кьюкьа
359,Reihe::N,vŕsta,кьюкьа
360,Boot::N,čóln,луткка
361,Ruder::N,vêslo,весло
362,Ruder::N,vêslo,чӏатӏа
363,Schlitten::N,saní,чана
364,Schlitten::N,saní,санкка
365,Ski::N,smučí,лижарду
366,Lagerfeuer::N,táborni ôgenj,къавтӏн
367,Last::N,tôvor,гьиву
368,Gang::N,hòd,нанаву
369,Schritt::N,korák,ша
370,Norden::N,séver,ухссав
371,Norden::N,séver,ухссавнил чулухалу
372,Süden::N,júg,кьилва
373,Westen::N,zapàd,баргълагавал
374,Westen::N,zapàd,баргълагавал чул
375,Osten::N,vzhòd,баргъбуккай чулухалу
376,Holz::N,lés,тӏама
377,Brett::N,deskà,тахта
378,Platte::N,plôča,гъуни
379,Stütze::N,opóra,гьалакӏу
380,Stütze::N,zaslómba,гьалакӏу
381,Stange::N,gréd,къазихъ
382,Stock::N,pálica,ттархь
383,Stab::N,pálica,ччантӏакъу
384,Rohr::N,cév,бургъу
385,Haus::N,híša,къатта
386,Heim::N,dóm,къатта
387,Ofen::N,péč,пач
388,Fußboden::N,pòd,чӏанкъатта
389,Tisch::N,míza,усттул
390,Stuhl::N,stòl,кӏану
391,Wiege::N,zíbel,оьрчӏал кӏану
392,Bett::N,póstelja,тах
393,Regal::N,políca,чӏаму
394,Kiste::N,zabòj,яшикӏ
395,Kiste::N,zabòj,къурши
396,Fenster::N,ôkno,чӏавахьулу
397,Tür::N,vráta,нуз
398,Tür::N,vráta,нузкьун
399,Tor::N,velíka vráta,къапу
400,Tor::N,velíka vráta,дарваза
401,Zaun::N,ográja,дайгьузанну
402,Dach::N,stréha,магъи
403,Dach::N,stréha,цӏиялу
404,Leiter::N,léstev,чуртту
405,Besen::N,mêtla,чӏатлу
406,Spaten::N,lopáta,бил
407,Schaufel::N,lopáta,чӏатӏа
408,Gabel::N,vílice,гьиссилу
409,Löffel::N,žlíca,къуса
410,Messer::N,nòž,чӏила
411,Nagel::N,žebèlj,мяр
412,Netz::N,mréža,къери
413,Haken::N,kljúka,къича
414,Griff::N,ročáj,куяму
415,Griff::N,oprijèm,куяму
416,Schloss::N,ključávnica,кьункьула
417,Bild::N,slíka,сурат
418,Figur::N,figúra,
419,Figur::N,postáva,
420,Puppe::N,lútka,ссихьу
421,Beutel::N,môšnja,чантай
422,Bündel::N,cúla,гьи
423,Bündel::N,cúla,къар
424,Bündel::N,svéženj,гьи
425,Bündel::N,svéženj,къар
426,Tasche::N,tórba,
427,Tasche::N,tobôlec,
428,Eimer::N,vêdro,бадра
429,Deckel::N,pokròv,къапаза
430,Deckel::N,poklópec,къапаза
431,Geschirr::N,posóda,пюрунчӏул
432,Geschirr::N,posóda,тӏахӏникӏичӏу
433,Sack::N,vréča,къап
434,Sack::N,vréča,дарваг
435,Tasse::N,skodélica,пижан
436,Tasse::N,skodélica,пинжан
437,Tasse::N,skodélica,инкираччатӏи
438,Tasse::N,skodélica,цинцилттал бушкъап
439,Topf::N,lônec,кӏункӏур
440,Kessel::N,kôtel,чаг
441,Kessel::N,kôtel,кӏункӏур
442,Essen::N,hrána,дукия
443,Essen::N,hrána,дукин
444,Nahrung::N,živílo,дукра
445,Speise::N,jéd,дукра
446,Fleisch::N,mesó,дикӏ
447,Getreide::N,žíto,къама
448,Brei::N,káša,ккурч
449,Brot::N,krùh,ччатӏ
450,Scheibe::N,réženj,парча
451,Fett::N,mást,аьгъушиву
452,Fett::N,maščôba,аьгъушиву
453,Butter::N,máslo,нагь
454,Butter::N,máslo,лагаву
455,Öl::N,ólje,
456,Salz::N,sól,цӏву
457,Suppe::N,júha,накь
458,Honig::N,méd,ницӏ
459,Milch::N,mléko,накӏ
460,Tee::N,čáj,чяй
461,Leder::N,úsnje,бурчу
462,Wolle::N,vólna,ппал
463,Stoff::N,blagó,янна
464,Nadel::N,ígla,ххалаххи
465,Faden::N,nít,ххал
466,Knopf::N,gúmb,банд
467,Knoten::N,vôzel,къурхъ
468,Farbe::N,bárva,сир
469,Kleidung::N,obléka,янна
470,Kleidung::N,obléka,лаххия
471,Hemd::N,srájca,гьухъа
472,Kragen::N,ovrátnik,дарвач
473,Ärmel::N,rokáv,кахха
474,Hose::N,hláče,хӏажак
475,Gürtel::N,pás,мухӏлу
476,Mütze::N,kápa,кьяпа
477,Mütze::N,čépica,кьяпа
478,Schuh::N,čévelj,
479,Stiefel::N,škórenj,чакма
480,Ring::N,pŕstan,кӏисса
481,Band::N,trák,линт
482,Kamm::N,glavník,ттарал
483,Spiegel::N,zrcálo,дагьани
484,Spiegel::N,ogledálo,дагьани
485,Riemen::N,jêrmen,эн
486,Schnur::N,vŕvca,хьхьа
487,Leine::N,konôpec,
488,Decke::N,odéja,виргъан
489,Kissen::N,blazína,кӏаралу
490,Tuch::N,pŕt,карщи
491,Tuch::N,rúta,карщи
492,Handtuch::N,brisáča,калихьу
493,Handtuch::N,brisáča,лажинлихьу
494,Kraft::N,síla,эллаж
495,Stärke::N,jákost,гуж
496,Gesundheit::N,zdrávje,цӏуллу-сагъшиву
497,Krankheit::N,bolézen,къашайшиву
498,Schmerz::N,ból,къюву
499,Schmerz::N,bolečína,къюву
500,Wunde::N,rána,щаву
501,Fieber::N,vročína,кӏиришиву
502,Arznei::N,lék,дару
503,Arznei::N,zdravílo,дару
504,Brücke::N,móst,ламу
505,Brunnen::N,vodnják,къуй
506,Weide::N,páša,бизантту
507,Pfad::N,stezà,жегъир ххуллу
508,Weg::N,pót,ххуллу
509,Straße::N,césta,ххуллу
510,Dorf::N,vás,щар
511,Dorf::N,vás,шяравалу
512,Stadt::N,mésto,шагьру
513,Brief::N,písmo,чагъар
514,Buch::N,knjíga,лу
515,Buchstabe::N,čŕka,хӏарп
516,Zeitung::N,čásnik,кказит
517,Leben::N,življênje,оьрму
518,Tod::N,smŕt,ажал
519,Tod::N,smŕt,бивкӏу
520,Tod::N,smŕt,ивчӏаву
521,Grab::N,gròb,гьав
522,Kirche::N,cérkev,килиса
523,Sünde::N,gréh,бунагъ
524,Gott::N,bóg,зал
525,Arbeiter::N,délavec,зузала
526,Chef::N,šéf,ялувма
527,Meister::N,mójster,усттар
528,Arzt::N,zdravník,хӏакин
529,Lehrer::N,učítelj,учитель
530,Geld::N,denár,арцу
531,Geschäft::N,kupčíja,даву
532,Laden::N,trgovína,ттучан
533,Preis::N,céna,багъа
534,Ware::N,róba,хъус
535,Nutzen::N,príd,хайр
536,Nutzen::N,príd,мюнпат
537,Reichtum::N,bogástvo,давлат
538,Reichtum::N,bogástvo,аваданшиву
539,Welt::N,svét,дуниял
540,Land::N,dežêla,билаят
541,Staat::N,držáva,паччахӏлугъ
542,König::N,králj,
543,Macht::N,oblást,власть
544,Grenze::N,mêja,дазу
545,Krieg::N,vôjna,дяъви
546,Feind::N,sovrážnik,душман
547,Gewalt::N,nasílje,къия
548,Kampf::N,bòj,лачӏуи уккаву
549,Kampf::N,bórba,лачӏуи уккаву
550,Bogen[Waffe]::N,lók,ккуртта
551,Pfeil::N,puščíca,чӏатӏаракӏ
552,Gewehr::N,púška,ттупанг
553,Fehler::N,zmóta,гъалатӏ
554,Lüge::N,láž,щялмахъ
555,Schaden::N,okvára,зарал
556,Unglück::N,nesréča,бала
557,Schuld::N,krívda,тахсир
558,Alter::N,dôba,оьрму
559,Schluss::N,kônec,ахир
560,Zeit::N,čàs,чӏун
561,Tag::N,dán,кьини
562,Morgen::N,jútro,кӏюрх
563,Mittag::N,póldan,ахттайн
564,Mittag::N,póldan,дяахттайн
565,Mittag::N,póldan,ахттайн чӏун
566,Abend::N,večér,маркӏачӏан
567,Nacht::N,nóč,хьхьу
568,Woche::N,téden,нюжмар
569,Monat::N,mésec,барз
570,Jahr::N,léto,шин
571,Frühling::N,pomlád,инт
572,Sommer::N,polétje,гъи
573,Herbst::N,jesén,ссут
574,Winter::N,zíma,кӏи
575,Januar::N,jánuar,цалчинмур барз
576,Februar::N,fébruar,кӏилчинмур барз
577,März::N,márec,шамилчинмур барз
578,April::N,apríl,апрель
579,April::N,apríl,мукьилчинмур барз
580,Mai::N,máj,май
581,Mai::N,máj,ххюлчинмур барз
582,Juni::N,júnij,июнь
583,Juni::N,júnij,ряххилчинмур барз
584,Juli::N,júlij,июль
585,Juli::N,júlij,Арулчинмур барз
586,August::N,avgúst,мяйлчинмур барз
587,September::N,septêmber,урчӏилчинмур барз
588,Oktober::N,október,ацӏилчинмур барз
589,November::N,novêmber,ацӏния цалчинмур барз
590,Dezember::N,decémber,ацӏния кӏилчинмур барз
591,Montag::N,ponedéljek,итин
592,Montag::N,ponedéljek,итин кьини
593,Dienstag::N,tôrek,тталат
594,Dienstag::N,tôrek,тталат кьини
595,Mittwoch::N,sréda,арвахӏ
596,Donnerstag::N,četŕtek,хамис
597,Freitag::N,pétek,нюжмар
598,Freitag::N,pétek,нюжмар кьини
599,Samstag::N,sobóta,ххуллун
600,Samstag::N,sobóta,ххуллун кьини
601,Sonntag::N,nedélja,алхӏат
602,Sonntag::N,nedélja,алхӏат кьини
603,groß::A,vêlik,бугъарасса
604,klein::A,májhen,чӏивисса
605,lang::A,dólg,лахъисса
606,kurz::A,krátek,кутӏасса
607,breit::A,širòk,уттасса
608,schmal::A,ózek,уттакӏюласса
609,dicht::A,góst,ццунсса
610,dick[Gegenstand]::A,dêbel,ганзсса
611,dünn::A,tánek,кӏюласса
612,fein::A,drôben,
613,fest::A,tŕden,цӏакьсса
614,fest::A,tŕden,кьянкьасса
615,flach::A,plán,баягъисса
616,flach::A,plán,цӏубакъасса
617,flach::A,plán,куртӏ дакъасса
618,flach::A,plòsk,баягъисса
619,flach::A,plòsk,цӏубакъасса
620,flach::A,plòsk,куртӏ дакъасса
621,glatt::A,gládek,дюрчӏусса
622,hart::A,tŕd,кьянкьасса
623,weich::A,mehák,кӏукӏлусса
624,rund::A,okrógel,ккурккисса
625,spitz::A,šílast,ярксса
626,spitz::A,šílast,дайлсса
627,spitz::A,šílast,мицӏ бусса
628,scharf::A,óster,ярксса
629,scharf::A,óster,дайлсса
630,scharf::A,óster,мицӏ бусса
631,stumpf::A,tóp,къуркъасса
632,stumpf::A,skŕhan,къуркъасса
633,schwer::A,têžek,кӏусса
634,schön::A,lép,аьнтӏикӏасса
635,schön::A,krásen,аьнтӏикӏасса
636,heiß::A,vròč,кӏирисса
637,warm::A,tôpel,гъелисса
638,kalt::A,mŕzel,дяркъусса
639,kalt::A,hláden,дяркъусса
640,kühl::A,hláden,дюхлулсса
641,frisch::A,svéž,цӏусса
642,feucht::A,vlážen,атилсса
643,feucht::A,vlážen,хъавтусса
644,nass::A,móker,атилсса
645,nass::A,móker,хъавтусса
646,trocken::A,súh,кьавкьсса
647,trocken::A,súh,кьакьан бувсса
648,voll::A,póln,бувцӏусса
649,leer::A,prázen,бачӏвасса
650,offen::A,odpŕt,тӏивтӏусса
651,geschlossen::A,zapŕt,лавкьусса
652,sauber::A,číst,марцӏсса
653,sauber::A,líčen,марцӏсса
654,schmutzig::A,umázan,чапалсса
655,roh::A,suròv,шакъавхьсса
656,reif::A,zrèl,дирсса
657,lecker::A,okúsen,нахӏусса
658,lecker::A,okúsen,тӏааьнсса
659,süß::A,sládek,нацӏусса
660,bitter::A,grenák,кьурчӏисса
661,sauer::A,kísel,туршсса
662,hell::A,svetèl,чаннасса
663,dunkel::A,temèn,цӏансса
664,schwarz::A,čŕn,лухӏисса
665,weiß::A,bél,кӏяласса
666,rot::A,rdèč,ятӏулсса
667,gelb::A,žólt,хъахъисса
668,gelb::A,rumèn,хъахъисса
669,blau::A,móder,някӏсса
670,grün::A,zelèn,щюлисса
671,grau::A,sív,оьрусса
672,bunt::A,písan,оьрчӏикӏурисса
673,billig::A,pocéni,кьювкьусса
674,teuer::A,drág,ххирасса
675,wertvoll::A,dragocén,багьасса
676,blind::A,slép,мурчӏисса
677,taub::A,glúh,къюкӏсса
678,kräftig::A,močán,гужсса
679,stark::A,ják,кьянкьасса
680,schwach::A,šíbek,заэвсса
681,fett::A,dêbel,бучсса
682,schlank::A,vítek,бювхъусса
683,hübsch::A,lép,янусса
684,böse::A,zèl,оьсса
685,böse::A,hudôben,оьсса
686,dumm::A,glúp,ахӏмакьсса
687,dumm::A,bédast,ахӏмакьсса
688,faul::A,lén,танмалсса
689,faul::A,lén,курчӏилсса
690,fleißig::A,marljív,хӏарачат бусса
691,geizig::A,škŕt,янттарцӏансса
692,klug::A,pámeten,аькьлу бусса
693,geschickt::A,spréten,паргалсса
694,lieb::A,míl,аьзизсса
695,lieb::A,ljúb,аьзизсса
696,lustig::A,vesél,тяхъасса
697,sanft::A,láhek,иминсса
698,hungrig::A,láčen,ккашилсса
699,krank::A,bolán,къашавайсса
700,nackt::A,nág,кӏачӏасса
701,traurig::A,túžen,пашмансса
702,lebendig::A,žív,уттавасса
703,gut::A,dóber,ххуйсса
704,schlecht::A,malopríden,оьккисса
705,richtig::A,pravílen,саргъунсса
706,schlimm::A,húd,оьккисса
707,wahr::A,resníčen,хӏакьсса
708,alt::A,stàr,кугьнасса
709,neu::A,nòv,цӏусса
710,ehemalig::A,nekdánji,хъхъичӏвасса
711,alt[Lebewesen]::A,stàr,агьилсса
712,jung::A,mlád,чӏавасса
713,jung::A,mlád,жагьилсса
714,arm::A,ubóg,мискинсса
715,arm::A,réven,мискинсса
716,reich::A,bogàt,авадансса
717,bekannt::A,znán,дусъсса
718,berühmt::A,sláven,машгьурсса
719,berühmt::A,znamenít,машгьурсса
720,fremd::A,túj,чил
721,verschieden::A,razlíčen,личӏи-личӏисса
722,nah::A,blížnji,гъансса
723,fern::A,dáleč,архсса
724,linker::A,lévi,кияхсса
725,linker::A,lévi,кюччахсса
726,rechter::A,désni,урчӏахсса
727,anderer::A,drúgi,цамур
728,erster::A,pŕvi,цалчинмур
729,erster::A,pŕvi,цалчиннсса
730,zweiter::A,drúgi,кӏилчиимур
731,dritter::A,trétji,шамулчинмур
732,letzter::A,poslédnji,махъва-махъмур
733,allein::ADV,sám,ялгъузну
734,auf einmal::ADV,obênem,
735,zusammen::ADV,skúpaj,цачӏу
736,zusammen::ADV,skúpaj,архӏал
737,lange::ADV,dólgo,батӏи къабуклай
738,lange::ADV,dólgo,хъунмасса хӏаллай
739,plötzlich::ADV,náglo,цакуну
740,plötzlich::ADV,nenádoma,цакуну
741,sofort::ADV,prècej,мугьлат бакъа
742,später::ADV,poznêje,махъ
743,jetzt::ADV,zdàj,утти
744,jetzt::ADV,zdàj,цӏана
745,heute::ADV,dánes,хӏакьину
