,Concept_ID,sq,myv
184,Vogel::N,zog,нармунь
185,Vogel::N,shpend,нармунь
186,Schwarm::N,luzmë,полк
187,Schwarm::N,luzmë,стада
188,Huhn::N,pulë,сараз
189,Hahn::N,gjel,атякш
190,Hahn::N,këndes,атякш
191,Gans::N,patë,гала
192,Gans::N,patë,мацей
193,Adler::N,shqiponjë,куцькан
194,Adler::N,shqiponjë,тумоатякш
195,Ente::N,rosë,яксярго
196,Eule::N,buf,корж
197,Kranich::N,lejlek,карго
198,Kranich::N,kurrillë,карго
199,Krähe::N,sorrë,варака
200,Kuckuck::N,qyqe,куко
201,Schwan::N,mjellmë,локсей
202,Fisch::N,peshk,кал
203,Barsch::N,purtekë,окунь
204,Hecht::N,mlysh,щука
205,Schlange[Tier]::N,gjarpër,гуй
206,Wurm::N,krimb,сукс
207,Spinne::N,marimangë,шанжав
208,Ameise::N,thnegël,коткудав
209,Ameise::N,milingonë,коткудав
210,Laus::N,morr,сий
211,Mücke::N,kunup,сеське
212,Mücke::N,mushkonjë,сеське
213,Fliege::N,mizë,карво
214,Schmetterling::N,flutur,нимиляв
215,Beere::N,frutë,умарь
216,Beere::N,manaferrë,умарь
217,Apfel::N,mollë,умарь
218,Pilz::N,kërpudhë,панго
219,Zwiebel::N,qepë,чурька
220,Saat::N,farë,видьметь
221,Korn::N,grurë,сюро
222,Korn::N,kokërr,сюро
223,Heu::N,sanë,тикше
224,Schale::N,lëkurë,кедь
225,Schale::N,lëkurë,ваткавкс
226,Grube::N,gropë,латко
227,Falle::N,kurth,тувор
228,Falle::N,kurth,кундамка
229,Falle::N,grackë,тувор
230,Falle::N,grackë,кундамка
231,Schlinge::N,nyjë,килькш
232,Spur::N,gjurmë,челькс
233,Spur::N,gjurmë,пильгеки
234,Asche::N,hi,кулов
235,Dreck::N,baltë,рудаз
236,Eisen::N,hekur,кшни
237,Gold::N,ar,сырне
238,Gold::N,flori,сырне
239,Silber::N,argjend,сия
240,Kohle::N,qymyr,сэдь
241,Kohle::N,qymyr,уголия
242,Glas::N,qelq,сулика
243,Lehm::N,argjilë,сёвонь
244,Sand::N,rërë,човар
245,Mensch::N,njeri,ломань
246,Mann::N,burrë,аля
247,Mann::N,burrë,цёраломань
248,Mann::N,mashkull,аля
249,Mann::N,mashkull,цёраломань
250,Frau::N,grua,ава
251,Frau::N,femër,ава
252,Kind::N,kalama,эйкакш
253,Junge::N,djalë,цёрыне
254,Mädchen::N,gocë,тейтерне
255,Mädchen::N,vajzë,тейтерне
256,Familie::N,familje,семия
257,Großvater::N,gjysh,покштя
258,Großmutter::N,gjyshe,баба
259,Eltern::N,prindër,тетят-ават
260,Vater::N,atë,тетя
261,Mutter::N,nënë,ава
262,Sohn::N,bir,цёра
263,Tochter::N,bijë,тейтерь
264,Bruder::N,vëlla,леля
265,Bruder::N,vëlla,ялакс
266,Schwester::N,motër,сазор
267,Onkel::N,dajë,леля
268,Onkel::N,xhaxha,леля
269,Tante::N,teze,патя
270,Tante::N,hallë,патя
271,Ehemann::N,burrë,мирде
272,Ehemann::N,bashkëshort,мирде
273,Ehefrau::N,grua,ни
274,Ehefrau::N,bashkëshorte,ни
275,Freude::N,gaz,кеняркс
276,Freude::N,gëzim,кеняркс
277,Gelächter::N,qeshje,ракамо
278,Gelächter::N,qeshje,пейдема
279,Glück::N,lumturi,уцяска
280,Kummer::N,brengë,рискс
281,Kummer::N,brengë,мелявкс
282,Kummer::N,pikëllim,рискс
283,Kummer::N,pikëllim,мелявкс
284,Wunsch::N,dëshirë,мель
285,Wunsch::N,dëshirë,бажамо
286,Lust::N,epsh,бажамо
287,Lust::N,dashuri,бажамо
288,Geist::N,frymë,ойме
289,Geist::N,shpirt,ойме
290,Gedanke::N,ide,мель
291,Gedanke::N,mendim,мель
292,Gedächtnis::N,kujtesë,мель
293,Verstand::N,mend,прев
294,Sinn::N,kuptim,толк
295,Sinn::N,kuptim,смысла
296,Grund::N,arsye,тувтал
297,Wahrheit::N,vërtetë,видечи
298,Gespräch::N,bisedim,кортнема
299,Märchen::N,përrallë,ёвкс
300,Erzählung::N,tregim,ёвтнема
301,Nachricht::N,lajm,куля
302,Neuigkeit::N,risi,куля
303,Name::N,emër,лем
304,Rätsel::N,gjëzë,содамоёвкс
305,Rätsel::N,gjëegjëzë,содамоёвкс
306,Rede::N,fjalim,кортамо
307,Sprache::N,gjuhë,кель
308,Stimme::N,zë,ваигель
309,Wort::N,fjalë,вал
310,Zeichen::N,shenjë,теште
311,Ruf::N,thirrmë,тердема
312,Lärm::N,zhurmë,шалнома
313,Laut::N,tingull,вайгель
314,Ton::N,ton,гайнема
315,Lied::N,këngë,моро
316,Ruhe::N,qetësi,оймамо
317,Leute::N,botë,ломанть
318,Leute::N,njerëz,ломанть
319,Volk::N,popull,народ
320,Arbeit::N,punë,тев
321,Gast::N,mik,инже
322,Gast::N,mysafir,инже
323,Geschenk::N,dhuratë,казне
324,Geschenk::N,peshqesh,казне
325,Spiel::N,lojë,налксема
326,Gesellschaft::N,shoqëri,община
327,Hilfe::N,ndihmë,лездамо
328,Freund::N,mik,оя
329,Freund::N,mik,ялга
330,Kamerad::N,shok,оя
331,Kamerad::N,shok,ялга
332,Angelegenheit::N,punë,тев
333,Anzahl::N,sasi,ламоксчи
334,Art::N,lloj,вид
335,Stück::N,copë,пакш
336,Stück::N,copë,пелькс
337,Teil::N,pjesë,часть
338,Teil::N,pjesë,пелькс
339,Hälfte::N,gjysmë,пель
340,Hälfte::N,gjysmë,пелькс
341,Kreis::N,qark,кирькс
342,Kreis::N,rreth,кирькс
343,Kreuz::N,kryq,крёст
344,Linie::N,vijë,кикс
345,Strich::N,vizë,межа
346,Abstand::N,distancë,ютко
347,Entfernung::N,largim,ютко
348,Gegend::N,vise,тарка
349,Gegend::N,vise,пертьпелькс
350,Gegend::N,krahinë,тарка
351,Gegend::N,krahinë,пертьпелькс
352,Platz::N,shesh,васолкс
353,Ort::N,vend,тарка
354,Seite::N,anë,ён
355,Seite::N,anë,чире
356,Mitte::N,mes,куншка
357,Gegenstand::N,send,предмет
358,Sache::N,gjë,тев
359,Sache::N,gjë,веща
360,Sache::N,send,тев
361,Sache::N,send,веща
362,Rand::N,qoshe,пе
363,Rand::N,qoshe,чире
364,Kante::N,teh,ирдез
365,Ecke::N,qoshe,ужо
366,Spitze::N,majë,пряне
367,Spitze::N,majë,пе
368,Ende::N,skaj,пе
369,Ende::N,bisht,пе
370,Loch::N,vrimë,варя
371,Winkel::N,kënd,ужо
372,Muster::N,mostër,сёрма
373,Größe::N,madhësi,сэрь
374,Größe::N,madhësi,покшолма
375,Länge::N,gjatësi,кувалмо
376,Höhe::N,lartësi,сэрь
377,Höhe::N,lartësi,пандо
378,Gewicht::N,peshë,сталмо
379,Menge::N,sasi,лововкс
380,Haufen::N,grumbull,мар
381,Haufen::N,grumbull,валявкс
382,Reihe::N,radhë,ряд
383,Reihe::N,rresht,ряд
384,Boot::N,barkë,венч
385,Boot::N,lundër,венч
386,Ruder::N,rrem,милё
387,Schlitten::N,sajë,нурдт
388,Ski::N,ski,сокс
389,Lagerfeuer::N,flakadan,толбандя
390,Lagerfeuer::N,zjarr i madh,толбандя
391,Last::N,barrë,сталмо
392,Last::N,barrë,кандома
393,Gang::N,ecje,молема
394,Gang::N,ecje,якамо
395,Schritt::N,hap,эскелькс
396,Norden::N,veri,якшамо ёнкс
397,Süden::N,jug,лембе ёнкс
398,Westen::N,perëndim,чивалгома
399,Osten::N,lindje,чилисема
400,Holz::N,dru,чувто
401,Brett::N,dërrasë,лаз
402,Platte::N,pllakë,плита
403,Stütze::N,shtyllë,неже
404,Stütze::N,mbështetesë,неже
405,Stange::N,shufër,олга
406,Stock::N,dajak,мандо
407,Stab::N,shkop,олога
408,Rohr::N,tub,турба
409,Haus::N,shtëpi,кудо
410,Heim::N,konak,кудо
411,Heim::N,shtëpi,кудо
412,Ofen::N,sobë,каштомо
413,Ofen::N,stufë,каштомо
414,Fußboden::N,dysheme,киякс
415,Tisch::N,tryezë,столь
416,Stuhl::N,karrige,стул
417,Wiege::N,djep,лавсь
418,Wiege::N,djep,нурямот
419,Bett::N,shtrat,ацамо
420,Regal::N,raft,лався
421,Regal::N,raft,лавсяланго
422,Kiste::N,kuti,горобия
423,Kiste::N,kuti,сундук
424,Fenster::N,dritare,вальма
425,Tür::N,derë,кенкш
426,Tor::N,portë,ортат
427,Zaun::N,gardh,пирявт
428,Zaun::N,gardh,пирвякс
429,Dach::N,çati,кудопря
430,Leiter::N,shkallë,кузтема
431,Besen::N,fshesë,тенсть
432,Spaten::N,lopatë,койме
433,Schaufel::N,qyrek,кече
434,Schaufel::N,qyrek,келей койме
435,Gabel::N,pirun,сянгине
436,Löffel::N,lugë,пенч
437,Messer::N,thikë,пеель
438,Nagel::N,gozhdë,эске
439,Netz::N,rrjetë,алтыма
440,Haken::N,grep,кечказ
441,Haken::N,grremç,кечказ
442,Griff::N,dorak,кедне
443,Griff::N,dorezë,кедне
444,Schloss::N,bravë,замок
445,Schloss::N,bravë,панжома
446,Bild::N,tablo,картина
447,Bild::N,pikturë,картина
448,Figur::N,figurë,рунго
449,Puppe::N,kukull,няка
450,Beutel::N,qese,кескав
451,Beutel::N,trastë,кескав
452,Bündel::N,deng,керькс
453,Tasche::N,çantë,юдма
454,Eimer::N,kovë,ведра
455,Deckel::N,kapak,велькс
456,Deckel::N,mbulesë,велькс
457,Geschirr::N,enë,кедьге
458,Sack::N,thes,кескав
459,Sack::N,torbë,кескав
460,Tasse::N,filxhan,чакш
461,Topf::N,kusi,кастрюля
462,Topf::N,tenxhere,кастрюля
463,Kessel::N,kazan,котёл
464,Essen::N,ngrënie,ярсамо
465,Nahrung::N,ushqim,ярсамопель
466,Speise::N,gatesë,ярсамопель
467,Fleisch::N,mish,сывель
468,Getreide::N,drithë,сюро
469,Brei::N,qull,каша
470,Brot::N,bukë,кши
471,Scheibe::N,fetë,кочом
472,Scheibe::N,fetë,сускомо
473,Fett::N,lyrë,куя
474,Fett::N,yndyrë,куя
475,Butter::N,gjalpë,ой
476,Öl::N,vaj,ой
477,Salz::N,kripë,сал
478,Suppe::N,supë,ям
479,Suppe::N,çorbë,ям
480,Honig::N,mjaltë,медь
481,Milch::N,qumësht,ловсо
482,Tee::N,çaj,чай
483,Leder::N,lëkurë,киське
484,Wolle::N,lesh,пона
485,Stoff::N,pëlhurë,коцт
486,Nadel::N,gjilpërë,салмукс
487,Faden::N,pe,суре
488,Faden::N,fije,суре
489,Knopf::N,kopsë,пов
490,Knoten::N,komb,сюлмо
491,Farbe::N,bojë,артомапель
492,Kleidung::N,veshje,оршамот
493,Hemd::N,këmishë,панар
494,Kragen::N,jakë,сиве
495,Ärmel::N,mëngë,ожа
496,Hose::N,brekë,понкст
497,Gürtel::N,rrip,каркс
498,Mütze::N,kësulë,чапка
499,Schuh::N,këpucë,туфля
500,Stiefel::N,çizme,кем
501,Ring::N,unazë,суркс
502,Band::N,shirit,лента
503,Kamm::N,krehër,сурсеме
504,Spiegel::N,pasqyrë,чавачамо
505,Riemen::N,rrip,кшнань каркс
506,Schnur::N,litar,пикс
507,Schnur::N,cikomë,пикс
508,Leine::N,rrip,ведьме
509,Decke::N,batanije,вельтямо
510,Kissen::N,jastëk,тодов
511,Tuch::N,shami,паця
512,Handtuch::N,peshqir,нардамо
513,Kraft::N,forcë,вий
514,Stärke::N,koll,виевчи
515,Gesundheit::N,shëndet,шумбрачи
516,Krankheit::N,sëmundje,орма
517,Krankheit::N,sëmundje,сэредема
518,Schmerz::N,dhimbje,сэредькс
519,Wunde::N,plagë,керявкс
520,Fieber::N,ethe,маштыкс
521,Arznei::N,ilaç,ормаменькс
522,Brücke::N,urë,сэдь
523,Brücke::N,urë,мадамо
524,Brunnen::N,pus,лисьма
525,Weide::N,kullotë,ракшань ванома тарка
526,Pfad::N,ravë,ян
527,Pfad::N,shteg,ян
528,Weg::N,udhë,ки
529,Weg::N,shteg,ки
530,Straße::N,rrugë,ки
531,Dorf::N,fshat,веле
532,Dorf::N,katund,веле
533,Stadt::N,qytet,ош
534,Brief::N,letër,сёрма
535,Buch::N,libër,книга
536,Buchstabe::N,shkronjë,буква
537,Zeitung::N,gazetë,газета
538,Leben::N,jetë,эрямо
539,Tod::N,mortje,кулома
540,Grab::N,varr,калмо
541,Kirche::N,kishë,церькова
542,Sünde::N,mëkat,чумочи
543,Sünde::N,gjynah,чумочи
544,Gott::N,hy,паз
545,Gott::N,zot,паз
546,Arbeiter::N,punëtor,робочей
547,Chef::N,shef,прявт
548,Chef::N,drejtues,прявт
549,Meister::N,mjeshtër,кол тевень тенця
550,Arzt::N,mjek,врач
551,Arzt::N,doktor,врач
552,Lehrer::N,mësues,учитель
553,Lehrer::N,mësues,тонавтыця
554,Lehrer::N,arsimtar,учитель
555,Lehrer::N,arsimtar,тонавтыця
556,Geld::N,para,ярмак
557,Geld::N,holla,ярмак
558,Geschäft::N,ujdi,ладязь тев
559,Geschäft::N,biznes,ладязь тев
560,Laden::N,dyqan,лавка
561,Preis::N,çmim,питне
562,Ware::N,mall,миевкс
563,Ware::N,mall,рамавкс
564,Nutzen::N,dobi,паро
565,Nutzen::N,dobi,лезэ
566,Nutzen::N,leverdi,паро
567,Nutzen::N,leverdi,лезэ
568,Reichtum::N,kamje,сюпавчи
569,Reichtum::N,pasuri,сюпавчи
570,Welt::N,botë,мир
571,Welt::N,botë,мастор ланго
572,Land::N,vend,мастор
573,Staat::N,shtet,государства
574,König::N,mbret,король
575,Macht::N,fuqi,азорксчи
576,Macht::N,pushtet,азорксчи
577,Grenze::N,kufi,буен тешкс
578,Krieg::N,luftë,война
579,Feind::N,armik,душман
580,Gewalt::N,dhunë,нарьгамо
581,Kampf::N,luftim,тюрема
582,Bogen[Waffe]::N,hark,нал
583,Pfeil::N,shigjetë,нал
584,Gewehr::N,pushkë,ружия
585,Gewehr::N,pushkë,винтовка
586,Fehler::N,gafë,ильведькс
587,Fehler::N,gafë,ильведевкс
588,Fehler::N,gabim,ильведькс
589,Fehler::N,gabim,ильведевкс
590,Lüge::N,gënjeshtër,манчема
591,Lüge::N,gënjeshtër,кенгелема
592,Schaden::N,dëm,зыян
593,Schaden::N,zarar,зыян
594,Unglück::N,fatkeqësi,зыян
595,Schuld::N,faj,чумочи
596,Alter::N,moshë,шка
597,Schluss::N,fund,пе
598,Zeit::N,kohë,шка
599,Zeit::N,kohë,пинге
600,Tag::N,ditë,чи
601,Morgen::N,mëngjes,валске
602,Mittag::N,mesditë,чикуншка
603,Abend::N,mbrëmje,чокшнэ
604,Nacht::N,natë,ве
605,Woche::N,javë,недля
606,Monat::N,muaj,ков
607,Jahr::N,vit,ие
608,Frühling::N,pranverë,тундо
609,Sommer::N,verë,кизэ
610,Herbst::N,vjeshtë,сёксь
611,Winter::N,dimër,теле
612,Januar::N,janar,якшамков
613,Februar::N,shkurt,февраль
614,März::N,mars,март
615,April::N,prill,апрель
616,Mai::N,maj,май
617,Juni::N,qershor,июнь
618,Juli::N,korrik,июль
619,August::N,gusht,август
620,September::N,shtator,сентября
621,Oktober::N,tetor,октября
622,November::N,nëntor,ноября
623,Dezember::N,dhjetor,декабря
624,Montag::N,hënë,пондельник
625,Dienstag::N,martë,овторник
626,Mittwoch::N,mërkurë,серёда
627,Donnerstag::N,enjte,цетьверьг
628,Freitag::N,premte,пеця
629,Samstag::N,shtunë,субута
630,Samstag::N,shtunë,шлямочи
631,Sonntag::N,diel,недлячи
632,groß::A,madh,ине
633,groß::A,madh,покш
634,klein::A,vogël,вишка
635,lang::A,gjatë,кувака
636,kurz::A,shkurtër,нурькине
637,breit::A,gjerë,келей
638,schmal::A,ngushtë,теине
639,dicht::A,dendur,тусто
640,dick[Gegenstand]::A,trashë,эчке
641,dünn::A,hollë,човине
642,fein::A,imët,човине
643,fest::A,fortë,кеме
644,flach::A,sheshtë,лапужа
645,glatt::A,rrafshët,валаня
646,hart::A,fortë,калгодо
647,weich::A,butë,чевте
648,rund::A,rrumbullakët,кеверь
649,spitz::A,majëmprehtë,пшти
650,scharf::A,mprehtë,пшти
651,stumpf::A,topitur,ношка
652,schwer::A,rëndë,стака
653,schön::A,bukur,мазый
654,heiß::A,nxehtë,пси
655,warm::A,ngrohtë,лембе
656,kalt::A,ftohtë,якшамо
657,kühl::A,freskët,экше
658,frisch::A,pastër,свежа
659,feucht::A,lagësht,летьке
660,nass::A,lagur,начко
661,trocken::A,thatë,коське
662,voll::A,plotë,пешксе
663,leer::A,bosh,чаво
664,leer::A,zbrazët,чаво
665,offen::A,hapur,панжадо
666,offen::A,hapur,виде
667,geschlossen::A,mbyllur,пекстазь
668,geschlossen::A,mbyllur,сёлгозь
669,sauber::A,dëlirë,ванькс
670,schmutzig::A,ndyrë,ливезев
671,roh::A,gjallë,верек
672,reif::A,arrirë,кенерезь
673,lecker::A,shijshëm,тантей
674,süß::A,ëmbël,ламбамо
675,bitter::A,hidhur,сэпей
676,sauer::A,thartë,чапамо
677,hell::A,me dritë,валдо
678,dunkel::A,errët,чопода
679,schwarz::A,i zi,раужо
680,weiß::A,bardhë,ашо
681,rot::A,kuq,якстере
682,gelb::A,verdhë,ожо
683,blau::A,blu,сэнь
684,blau::A,kaltër,сэнь
685,grün::A,blertë,пиже
686,grün::A,gjelbër,пиже
687,grau::A,hirtë,шержев
688,grau::A,bojë hiri,шержев
689,bunt::A,shumëngjyrëshëm,сёрмав
690,billig::A,lirë,аволь питней
691,teuer::A,shtrenjtë,питней
692,wertvoll::A,çmuar,питней
693,wertvoll::A,vlershëm,питней
694,blind::A,qorr,сокор
695,blind::A,verbër,сокор
696,taub::A,shurdhër,амариця
697,kräftig::A,fuqishëm,пек виев
698,stark::A,fortë,виев
699,schwach::A,dobët,лавшо
700,fett::A,dhjamur,куя
701,schlank::A,hollë,виде ронга
702,hübsch::A,bukur,мазый
703,hübsch::A,hijshëm,мазый
704,böse::A,keq,кежей
705,dumm::A,teveqel,чавола
706,dumm::A,teveqel,превтеме
707,faul::A,dembel,нузякс
708,fleißig::A,zellshëm,мелень путыця
709,geizig::A,kurnac,скупой
710,geizig::A,dorështrënguar,скупой
711,klug::A,mençur,превей
712,geschickt::A,aftë,маштозь теезь
713,lieb::A,dashur,вадря
714,lustig::A,gëzuar,весёла
715,sanft::A,butë,сэтьме
716,hungrig::A,uritur,вачо
717,krank::A,sëmurë,сэредиця
718,nackt::A,lakuriq,штапо
719,nackt::A,zhveshur,штапо
720,traurig::A,trishtuar,нусманя
721,lebendig::A,gjallë,эриця
722,gut::A,mirë,паро
723,schlecht::A,keq,берянь
724,richtig::A,drejtë,виде
725,schlimm::A,keq,берянь
726,wahr::A,vërtetë,алкуксонь
727,alt::A,vjetër,ташто
728,neu::A,i ri,од
729,ehemalig::A,dikurshëm,икелень
730,alt[Lebewesen]::A,plak,сыре
731,jung::A,i ri,од
732,arm::A,varfër,кажов
733,arm::A,vobektë,кажов
734,reich::A,pasur,сюпав
735,bekannt::A,njohur,содавикс
736,berühmt::A,famshëm,содавикс
737,fremd::A,huaj,лия
738,fremd::A,huaj,асодавикс
739,verschieden::A,ndryshëm,эрьва
740,nah::A,afërt,а васолонь
741,fern::A,largët,умонь
742,fern::A,largët,кезэрень
743,linker::A,majtë,керш
744,rechter::A,djathtë,вить
745,anderer::A,tjetër,лия
746,erster::A,parë,васень
747,erster::A,parë,васенце
748,zweiter::A,dytë,омбоце
749,dritter::A,i tretë,колмоце
750,letzter::A,fundit,меельце
751,allein::ADV,vetëm,башка
752,allein::ADV,vetëm,ськамонзо
753,auf einmal::ADV,njëkohësisht,вейсэ
754,zusammen::ADV,bashkë,вейс
755,zusammen::ADV,bashkë,вейсэ
756,zusammen::ADV,së bashku,вейс
757,zusammen::ADV,së bashku,вейсэ
758,lange::ADV,për një kohë të gjatë,кувать
759,plötzlich::ADV,befas,апак учо
760,sofort::ADV,menjëherë,курок
761,sofort::ADV,menjëherë,нейке
762,sofort::ADV,aty për aty,курок
763,sofort::ADV,aty për aty,нейке
764,später::ADV,më vonë,мейле
765,jetzt::ADV,tash,ней
766,heute::ADV,sot,течи
767,morgen::ADV,nesër,ванды
768,bald::ADV,shpejt,курок
769,bald::ADV,së shpejti,курок
770,dann::ADV,pastaj,мейле
771,dann::ADV,pastaj,седе мейле
772,gestern::ADV,dje,исяк
773,einst::ADV,dikur,весть
774,einst::ADV,dikur,зярдо-бути
775,damals::ADV,atëherë,сестэ
776,danach::ADV,mandej,мейле
777,danach::ADV,mandej,седе мейле
778,vorher::ADV,më parë,васняяк
779,zuerst::ADV,së pari,васня
780,einmal::ADV,njëherë,весть
781,manchmal::ADV,nganjëherë,лиясто
782,oft::ADV,shpesh,сеетьстэ
783,immer::ADV,përherë,свал
784,immer::ADV,gjithnjë,свал
785,niemals::ADV,kurrë,а зярдояк
786,niemals::ADV,asnjëherë,а зярдояк
787,hier::ADV,këtu,тесэ
788,hierhin::ADV,knej,тей
789,von hier::ADV,që këtej,тестэ
790,von hier::ADV,prej këtej,тестэ
791,dort::ADV,aty,тосо
792,dort::ADV,atje,тосо
793,dorthin::ADV,anej,тов
794,geradeaus::ADV,drejt,витьстэ
795,vorwärts::ADV,mbroth,икелев
796,vorwärts::ADV,përpara,икелев
797,rückwärts::ADV,mbrapsht,мекев
798,zurück::ADV,prapa,мекев
799,zurück::ADV,mbrapsht,мекев
