,Concept_ID,mdf,mn
116,Moor::N,шяй,хүлрийн намаг
117,Wiese::N,луга,нуга
118,Wald::N,вирь,ой
119,Hügel::N,губо́р,болдог
120,Hügel::N,пандоня,болдог
121,Anhöhe::N,губо́р,гүвээ
122,Berg::N,панда,уул
123,Gipfel::N,пря,орой
124,Gipfel::N,пря,оргил
125,Höhle::N,у́нда,агуй
126,Abhang::N,па́нда ша́ма,хүр
127,Quelle::N,эшиня,булаг
128,Bach::N,шудерькс,горхи
129,Fluss::N,ляй,гол
130,Fluss::N,ляй,мөрөн
131,Ufer::N,търва́,эрэг
132,Küste::N,ляйтърва́,эрэг
133,Festland::N,мода,хуурай газар
134,Meer::N,моря,далай
135,Meer::N,моря,тэнгис
136,Bucht::N,ведьуське,булан
137,Bucht::N,ведьуське,далайн тохой
138,Insel::N,цёнга,арал
139,Blume::N,панчф,цэцэг
140,Gras::N,тише,өвс
141,Gras::N,тише,ногоо
142,Wurzel::N,юр,үндэс
143,Wurzel::N,ункс,үндэс
144,Baum::N,шуфта,мод
145,Stamm::N,ро́нга,иш
146,Stamm::N,ро́нга,гуалин
147,Rinde::N,кер,холтос
148,Ast::N,морга,гишүү
149,Zweig::N,тарад,салаа
150,Blatt::N,лопа,навч
151,Birke::N,ке́лу,хус
152,Kiefer[Baum]::N,пиче,нарс
153,Weide[Baum]::N,каль,уд
154,Weide[Baum]::N,каль,бургас
155,Tanne::N,куз,гачуур
156,Horn::N,сюра,эвэр
157,Feder::N,толга,өд
158,Fell::N,кедь,арьс
159,Flügel::N,паця,жигүүр
160,Flügel::N,паця,далавч
161,Klaue::N,кенже,савар
162,Klaue::N,кенже,хумс
163,Kralle::N,кенже,савар
164,Schwanz::N,пула,сүүл
165,Ei::N,ал,өндөг
166,Nest::N,пиза,үүр
167,Bau::N,пиза,нүх
168,Bau::N,пиза,элүү
169,Tier::N,жува́та,амьтан
170,Tier::N,жува́та,адгуус
171,Herde::N,нал,сүрэг
172,Herde::N,стада,сүрэг
173,Kuh::N,скал,үнээ
174,Kuh::N,тракс,үнээ
175,Bulle::N,бука,бух
176,Pferd::N,лишме,морь
177,Pferd::N,лишме,адуу
178,Schaf::N,уча́,хонь
179,Schwein::N,тува,гахай
180,Hund::N,пине,нохой
181,Katze::N,катоня,муур
182,Katze::N,катоня,мигуй
183,Katze::N,аваката,муур
184,Katze::N,аваката,мигуй
185,Bär::N,офта,баавгай
186,Eichhörnchen::N,ур,хэрэм
187,Elch::N,ся́рда,хандгай
188,Fuchs::N,келазь,үнэг
189,Hase::N,ну́мол,туулай
190,Maus::N,шеер,хулгана
191,Wolf::N,върьгаз,чоно
192,Vogel::N,нармонь,шувуу
193,Schwarm::N,ко́вол,сүрэг
194,Schwarm::N,ме́швеле,сүрэг
195,Huhn::N,сараз,тахиа
196,Hahn::N,а́тякш,эр тахиа
197,Gans::N,маци,галуу
198,Adler::N,куцькан,бүргэд
199,Ente::N,яксярга,нугас
200,Eule::N,ко́рож,ууль
201,Kranich::N,ка́рга,тогоруу
202,Krähe::N,ва́рси,хэрээ
203,Kuckuck::N,ку́ку,хөхөө
204,Schwan::N,ло́ксти,хун
205,Fisch::N,кал,загас
206,Barsch::N,о́кунь,алгана
207,Hecht::N,щу́ка,цурхай
208,Schlange[Tier]::N,куй,могой
209,Wurm::N,сукс,өт
210,Wurm::N,сукс,хорхой
211,Spinne::N,унжа́,аалз
212,Ameise::N,панжам,шоргоолж
213,Laus::N,си,бөөс
214,Mücke::N,ся́ське,шумуул
215,Fliege::N,кару,ялаа
216,Schmetterling::N,ме́лав,эрвээхэй
217,Beere::N,и́мож,жимсгэнэ
218,Apfel::N,марь,алим
219,Pilz::N,панга,мөөг
220,Zwiebel::N,шурьхкя́,сонгино
221,Saat::N,видьмот,тариа
222,Korn::N,сёра,үр
223,Korn::N,сёра,мөхлөг
224,Heu::N,тише,өвс
225,Schale::N,кедь,хальс
226,Grube::N,лотка,алам
227,Grube::N,лотка,нүх
228,Falle::N,туфкс,хавх
229,Falle::N,туфкс,занга
230,Falle::N,кунда́ма,хавх
231,Falle::N,кунда́ма,занга
232,Schlinge::N,килькш,урхи
233,Spur::N,пильгоки́,мөр
234,Asche::N,кулу,үнс
235,Dreck::N,ърда́з,хир
236,Eisen::N,кшни,төмөр
237,Gold::N,ока,алт
238,Gold::N,золота,алт
239,Silber::N,сия́,мөнгө
240,Kohle::N,седь,нүүрс
241,Kohle::N,седьвальмя,нүүрс
242,Glas::N,кля́нцек,шил
243,Lehm::N,сёвонь,шавар
244,Sand::N,шува́р,элс
245,Mensch::N,ломань,хүн
246,Mann::N,аля,эр
247,Mann::N,аля,эрэгтэй
248,Mann::N,цёраломань,эр
249,Mann::N,цёраломань,эрэгтэй
250,Frau::N,ава,эмэгтэй
251,Frau::N,ава,хатагтай
252,Kind::N,идь,хүүхэд
253,Kind::N,шаба,хүүхэд
254,Junge::N,цёраня,хүү
255,Mädchen::N,стирня́,охин
256,Mädchen::N,стирня́,бүсгүй
257,Familie::N,тнал,айл
258,Familie::N,семья,айл
259,Großvater::N,атя,өвгөн аав
260,Großvater::N,щя́тя,өвгөн аав
261,Großmutter::N,баба,эмэг эх
262,Großmutter::N,баба,эмгээ
263,Eltern::N,тя́дят-а́лят,эцэг эх
264,Vater::N,аля,аав
265,Vater::N,аля,эцэг
266,Mutter::N,ава,эх
267,Mutter::N,ава,ээж
268,Mutter::N,тядя,эх
269,Mutter::N,тядя,ээж
270,Sohn::N,цёра,хүү
271,Tochter::N,стирь,охин
272,Bruder::N,дуган,ах
273,Bruder::N,дуган,дүү
274,Bruder::N,пяльне,ах
275,Bruder::N,пяльне,дүү
276,Schwester::N,ака,эгч
277,Schwester::N,ака,охин дүү
278,Schwester::N,сазор,эгч
279,Schwester::N,сазор,охин дүү
280,Onkel::N,оця,авга ах
281,Onkel::N,оця,нагац ах
282,Onkel::N,патя,авга ах
283,Onkel::N,патя,нагац ах
284,Onkel::N,щеня́,авга ах
285,Onkel::N,щеня́,нагац ах
286,Tante::N,ака,авга эгч
287,Tante::N,ака,нагац эгч
288,Tante::N,щака,авга эгч
289,Tante::N,щака,нагац эгч
290,Ehemann::N,мирде,нөхөр
291,Ehefrau::N,ърьвя́,эхнэр
292,Ehefrau::N,ърьвя́,гэргий
293,Freude::N,ке́нярдема,баяр
294,Freude::N,ке́нярдема,баясгалан
295,Gelächter::N,рахсема,инээдэм
296,Glück::N,паваз,жаргалан
297,Kummer::N,ризф,гаслан
298,Kummer::N,пичефкс,гаслан
299,Wunsch::N,мяль,ерөөл
300,Wunsch::N,таколдома,ерөөл
301,Lust::N,таколдома,дур
302,Lust::N,таколдома,хүсэл
303,Geist::N,вайме,оюун
304,Gedanke::N,мяль,сэтгэл
305,Gedächtnis::N,прявий,ой
306,Gedächtnis::N,прявий,цээж
307,Verstand::N,прявий,ухаан
308,Sinn::N,ён,утга
309,Grund::N,туфта́л,учир
310,Wahrheit::N,ви́де,үнэн
311,Wahrheit::N,видеши́,үнэн
312,Gespräch::N,корхтама,яриа
313,Märchen::N,ёфкс,явган үлгэр
314,Erzählung::N,азкс,тууж
315,Nachricht::N,куля́,мэдээ
316,Neuigkeit::N,куля́,сонин
317,Name::N,лем,нэр
318,Rätsel::N,со́дама ёфкс,оньсого
319,Rede::N,вал,хэлсэн үг
320,Rede::N,корхтама,хэлсэн үг
321,Sprache::N,кяль,хэл
322,Stimme::N,вайгяль,дуу
323,Wort::N,вал,үг
324,Zeichen::N,тя́ште,тамга
325,Zeichen::N,тя́ште,тэмдэг
326,Zeichen::N,тя́штькс,тамга
327,Zeichen::N,тя́штькс,тэмдэг
328,Ruf::N,тердема,дуудлага
329,Lärm::N,гайф,шуугиан
330,Lärm::N,гайф,чимээ
331,Lärm::N,жалакодома,шуугиан
332,Lärm::N,жалакодома,чимээ
333,Laut::N,вайгяль,анир
334,Laut::N,вайгяль,дуу
335,Ton::N,вайгяль,авиа
336,Ton::N,вайгяль,аялгуу
337,Lied::N,мора,дуу
338,Ruhe::N,сетьме,энх
339,Ruhe::N,сетьме,тайван
340,Leute::N,ломатть,хүмүүс
341,Volk::N,наро́д,улс
342,Arbeit::N,тев,ажил
343,Arbeit::N,тев,хөдөлмөр
344,Gast::N,и́нжи,зочин
345,Gast::N,и́нжи,айлчин
346,Gast::N,ко́нак,зочин
347,Gast::N,ко́нак,айлчин
348,Geschenk::N,казне,бэлэг
349,Spiel::N,налхкома,наадам
350,Spiel::N,налхкома,тоглоом
351,Spiel::N,налхксема,наадам
352,Spiel::N,налхксема,тоглоом
353,Gesellschaft::N,кружок,хамт байх
354,Hilfe::N,лездома,тусламж
355,Freund::N,я́лга,найз
356,Freund::N,я́лга,нөхөр
357,Kamerad::N,я́лга,хань
358,Kamerad::N,я́лга,нөхөр
359,Angelegenheit::N,тев,хэрэг
360,Anzahl::N,лувкс,тоо
361,Art::N,вид,төрөл
362,Art::N,вид,янз
363,Stück::N,пакш,хэсэг
364,Teil::N,часть,хувь
365,Teil::N,часть,хэсэг
366,Teil::N,пялькс,хувь
367,Teil::N,пялькс,хэсэг
368,Hälfte::N,пяле,хагас
369,Kreis::N,шаркс,тойрог
370,Kreis::N,шаркс,хүрээ
371,Kreuz::N,крёз,загалмай
372,Linie::N,межа,шугам
373,Linie::N,китькс,шугам
374,Strich::N,межа,зураас
375,Abstand::N,ётка,зай
376,Entfernung::N,ётка,зай
377,Entfernung::N,ётка,хол ойр
378,Gegend::N,ва́ста,хавь
379,Gegend::N,ва́ста,газар
380,Gegend::N,перьфпя́ль,хавь
381,Gegend::N,перьфпя́ль,газар
382,Platz::N,ва́ста,зай
383,Platz::N,ва́ста,завсар
384,Ort::N,ва́ста,газар
385,Ort::N,ва́ста,байр
386,Seite::N,пяле,тал
387,Seite::N,пяле,этгээд
388,Mitte::N,кучка́,төв
389,Mitte::N,кучка́,дунд
390,Gegenstand::N,веща,юм
391,Sache::N,тев,үйл
392,Sache::N,тев,хэрэг
393,Sache::N,веща,үйл
394,Sache::N,веща,хэрэг
395,Rand::N,пе,зах
396,Rand::N,пе,хөвөө
397,Kante::N,и́рдез,ирмэг
398,Ecke::N,ужа,өнцөг
399,Spitze::N,пря,үзүүр
400,Ende::N,пе,зах
401,Ende::N,пе,үзүүр
402,Loch::N,варя,цоорхой
403,Loch::N,варя,онгорхой
404,Winkel::N,ужа,өнцөг
405,Muster::N,сёрма,хээ
406,Muster::N,сёрма,угалз
407,Größe::N,серь,хэмжээ
408,Länge::N,кува́лма,урт
409,Höhe::N,серь,өндөр
410,Gewicht::N,сталма,жин
411,Menge::N,лувкс,тоо
412,Haufen::N,мар,бөөн
413,Reihe::N,ряд,эгнээ
414,Boot::N,венеж,завь
415,Ruder::N,миле,сэлүүр
416,Schlitten::N,ну́рда,чарга
417,Ski::N,сокс,цана
418,Lagerfeuer::N,то́лмар,түүдэг
419,Last::N,канкс,ачаа
420,Last::N,сталма,ачаа
421,Gang::N,молема,явдал
422,Schritt::N,аськолкс,алхам
423,Norden::N,якшама шире,умар
424,Süden::N,ля́мбе ши́ре,урд
425,Süden::N,ля́мбе ши́ре,өмнө
426,Westen::N,ши валгома шире,өрнө
427,Westen::N,ши валгома шире,баруун
428,Osten::N,шинь стяма шире,зүүн
429,Osten::N,шинь стяма шире,дорно
430,Holz::N,вирь,мод
431,Holz::N,шуфта,мод
432,Brett::N,лавця,банз
433,Platte::N,плита́,хавтан
434,Stütze::N,неже,тулгуур
435,Stütze::N,неже,тулга
436,Stange::N,олга,сургааг
437,Stock::N,байдек,саваа
438,Stab::N,олгоня,таяг
439,Rohr::N,турама,хоолой
440,Haus::N,куд,гэр
441,Haus::N,куд,байшин
442,Heim::N,куд,гэр
443,Ofen::N,пянакуд,зуух
444,Ofen::N,пянакуд,пийшин
445,Fußboden::N,кия́кс,шал
446,Tisch::N,шра,ширээ
447,Tisch::N,моркш,ширээ
448,Stuhl::N,стул,сандал
449,Wiege::N,нюря́м,өлгий
450,Bett::N,ацам,ор
451,Regal::N,лавцяланга,тавиур
452,Kiste::N,парга,авдар
453,Kiste::N,парга,хайрцаг
454,Fenster::N,валмья,гэгээвч
455,Tür::N,кенкш,үүд
456,Tür::N,кенкш,хаалга
457,Tor::N,ортат,хаалга
458,Zaun::N,перяфкс,хашаа
459,Dach::N,кудпря,дээвэр
460,Leiter::N,куцема,шат
461,Besen::N,тяльме,хамуур
462,Besen::N,тяльме,туужуу
463,Spaten::N,ка́йме,хүрз
464,Schaufel::N,ко́поня,хүрз
465,Schaufel::N,ця́рдом,хүрз
466,Gabel::N,ця́нгоня,сэрээ
467,Löffel::N,куцю,халбага
468,Messer::N,пеель,хутга
469,Nagel::N,эска,хадаас
470,Haken::N,кя́чказ,гох
471,Griff::N,недь,иш
472,Griff::N,недь,сэнж
473,Griff::N,кунда́мка,иш
474,Griff::N,кунда́мка,сэнж
475,Schloss::N,замо́к,цуурга
476,Schloss::N,замо́к,цоож
477,Bild::N,карти́на,зураг
478,Figur::N,ронга-понда,баримал
479,Puppe::N,ня́ка,хүүхэлдэй
480,Beutel::N,кяскав,агсаа
481,Beutel::N,кяскав,уут
482,Bündel::N,кярьме,боодол
483,Tasche::N,кошяльня,цүнх
484,Eimer::N,ве́дарка,хөнөг
485,Eimer::N,ве́дарка,хувин
486,Deckel::N,тавадкс,таг
487,Deckel::N,тавадкс,хавхаг
488,Deckel::N,вельхкс,таг
489,Deckel::N,вельхкс,хавхаг
490,Geschirr::N,кядьге,сав суулга
491,Sack::N,кяскав,шуудай
492,Tasse::N,ша́ваня,аяга
493,Topf::N,кавозь,тогоо
494,Kessel::N,сргавозь,тогоо
495,Essen::N,ярхцама,идээ
496,Nahrung::N,ярхцампяль,хүнс
497,Speise::N,ярхцама,идээ
498,Fleisch::N,пал,мах
499,Fleisch::N,сиволь,мах
500,Getreide::N,сёра,будаа
501,Brei::N,ям,богшмол
502,Brei::N,ям,будаа
503,Brot::N,кши,талх
504,Scheibe::N,кочам,зүсэм
505,Scheibe::N,кочам,хэрчим
506,Fett::N,куя́,өөх
507,Butter::N,вай,тос
508,Öl::N,вай,тос
509,Salz::N,сал,давс
510,Suppe::N,шонгарям,шөл
511,Suppe::N,коршампяль,шөл
512,Honig::N,медь,бал
513,Milch::N,лофца,сүү
514,Tee::N,чай,цай
515,Leder::N,кедь,арьс
516,Leder::N,кедь,савхи
517,Wolle::N,пона,ноос
518,Wolle::N,пона,унгас
519,Stoff::N,котф,бөс
520,Nadel::N,салмокс,зүү
521,Faden::N,сюре,боолт
522,Faden::N,сюре,утас
523,Knopf::N,пуня,товч
524,Knoten::N,сюлма,зангилаа
525,Farbe::N,архтомбяль,будаг
526,Kleidung::N,щам,хувцас
527,Hemd::N,па́нар,цамц
528,Kragen::N,сиве,зах заам
529,Ärmel::N,ожа,ханцуй
530,Hose::N,понкст,өмд
531,Gürtel::N,каркс,бүс
532,Mütze::N,вазь,малгай
533,Mütze::N,вазь,бүрх
534,Schuh::N,башма́к,туфли
535,Stiefel::N,кя́ме,гутал
536,Ring::N,суркс,бөгж
537,Band::N,керькс,тууз
538,Band::N,лента,тууз
539,Kamm::N,сюрьхцем,сам
540,Spiegel::N,ванома,толь
541,Riemen::N,шнань каркс,тасам
542,Riemen::N,шнань каркс,сур
543,Schnur::N,пикс,татлага
544,Schnur::N,карькскя,татлага
545,Leine::N,вядьме,оосор
546,Decke::N,вельхкс,хөнжил
547,Decke::N,вельхкс,хучлага
548,Kissen::N,тоду,дэр
549,Tuch::N,руця́,алчуур
550,Tuch::N,руця́,даавуу
551,Handtuch::N,на́рдама,алчуур
552,Kraft::N,вий,чадал
553,Kraft::N,вий,хүч
554,Stärke::N,вииши,эрч
555,Stärke::N,вииши,тэнхээ
556,Gesundheit::N,шумбраши́,бие
557,Gesundheit::N,шумбраши́,эрүүл мэнд
558,Krankheit::N,урма́,эмгэг
559,Krankheit::N,сярядема,эмгэг
560,Schmerz::N,маряма,өвчин
561,Wunde::N,керф,шарх
562,Fieber::N,маштыкс,халуун
563,Arznei::N,надо́бья,эм
564,Arznei::N,пъчка́фтома,эм
565,Brücke::N,седь,гүүр
566,Brunnen::N,эши,худаг
567,Weide::N,ванома васта,бэлчээр
568,Pfad::N,ян,жим
569,Pfad::N,ян,зөрөг
570,Pfad::N,киня́,жим
571,Pfad::N,киня́,зөрөг
572,Weg::N,ки,зам
573,Weg::N,ки,харгуй
574,Straße::N,ки,зам
575,Straße::N,ки,харгуй
576,Dorf::N,веле,тосгон
577,Dorf::N,веле,гацаа
578,Stadt::N,ош,хот
579,Brief::N,сёрма,захидал
580,Brief::N,сёрма,захиа
581,Buch::N,книга,ном
582,Buch::N,книга,бичиг
583,Buchstabe::N,бу́ква,үсэг
584,Zeitung::N,газе́та,сонин
585,Leben::N,эряф,амь
586,Leben::N,эряф,амьдрал
587,Leben::N,эряма,амь
588,Leben::N,эряма,амьдрал
589,Tod::N,кулома́,үхэл
590,Grab::N,калма,булш
591,Kirche::N,це́рькав,сүм
592,Sünde::N,пежеть,нүгэл
593,Sünde::N,пежеть,хилэнц
594,Sünde::N,муворкс,нүгэл
595,Sünde::N,муворкс,хилэнц
596,Gott::N,шкай,бурхан
597,Arbeiter::N,трудендай,ажилчин
598,Arbeiter::N,трудендай,хөдөлмөрчин
599,Arbeiter::N,работник,ажилчин
600,Arbeiter::N,работник,хөдөлмөрчин
601,Chef::N,азор,дарга
602,Chef::N,оцюня,дарга
603,Meister::N,мастяр,дархан
604,Arzt::N,врач,эмч
605,Arzt::N,доктор,эмч
606,Lehrer::N,учи́тель,багш
607,Geld::N,ярмакт,цаас
608,Geld::N,ярмакт,мөнгө
609,Geschäft::N,ладяфкс,наймаа
610,Geschäft::N,ладяф тев,наймаа
611,Laden::N,ла́вка,дэлгүүр
612,Preis::N,питне,үнэ
613,Ware::N,миф,таваар
614,Ware::N,миф,бараа
615,Ware::N,ра́маф,таваар
616,Ware::N,ра́маф,бараа
617,Nutzen::N,пара,ашиг
618,Nutzen::N,лезкс,ашиг
619,Reichtum::N,ко́зяши,баялаг
620,Welt::N,свет,дэлхий
621,Welt::N,свет,орчлон
622,Land::N,мастор,улс
623,Land::N,мастор,орон
624,Staat::N,государства,төр
625,Staat::N,государства,гүрэн
626,König::N,король,ван
627,Macht::N,азорондама,засаг
628,Macht::N,азорксши,засаг
629,Grenze::N,ёткаян,хил
630,Krieg::N,война́,дайн
631,Feind::N,душман,дайсан
632,Feind::N,каршек тюри,дайсан
633,Gewalt::N,наругама,хүчирхэх
634,Kampf::N,тюрема́,тэмцэл
635,Kampf::N,тюрема́,байлдаан
636,Bogen[Waffe]::N,нал,нум
637,Pfeil::N,нал,годил
638,Pfeil::N,нал,сум
639,Gewehr::N,винто́вка,буу
640,Fehler::N,эльбядькс,эндэл
641,Fehler::N,эльбядькс,алдаа
642,Lüge::N,васькафнема,худал
643,Schaden::N,зия́н,хор
644,Schaden::N,зия́н,хөнөөл
645,Unglück::N,зия́н,гай
646,Unglück::N,зия́н,гамшиг
647,Schuld::N,муворши,гэм
648,Schuld::N,муворши,буруу
649,Alter::N,эряф кизот,нас
650,Alter::N,эряфонь пинге,нас
651,Schluss::N,пе,эцэс
652,Schluss::N,пе,төгсгөл
653,Zeit::N,пинге,цаг
654,Tag::N,ши,өдөр
655,Morgen::N,шобдава,өглөө
656,Mittag::N,шикучка,үд
657,Abend::N,иля́дь,үдэш
658,Nacht::N,ве,шөнө
659,Woche::N,недя́ля,долоо хоног
660,Monat::N,ков,сар
661,Jahr::N,киза,жил
662,Frühling::N,тунда́,хавар
663,Sommer::N,киза,зун
664,Herbst::N,сёксе,намар
665,Winter::N,тяла,өвөл
666,Januar::N,кельмеков,нэгдүгээр сар
667,Februar::N,уфайков,хоёрдугаар сар
668,März::N,марайков,гуравдугаар сар
669,April::N,шудиков,дөрөвдүгээр сар
670,Mai::N,панжиков,тавдугаар сар
671,Juni::N,лямбеков,зургаадугаар сар
672,Juli::N,псиков,долдугаар сар
673,August::N,сёроньков,наймдугаар сар
674,September::N,тюжягов,есдүгээр сар
675,Oktober::N,кельмазаков,аравдугаар сар
676,November::N,эйндамков,арван нэгдүгээр сар
677,Dezember::N,кучкаков,арван хоёрдугаар сар
678,Montag::N,одговши,даваа
679,Dienstag::N,ша́вши,мягмар
680,Mittwoch::N,вержи,лхагва
681,Donnerstag::N,шува́ланя,пүрэв
682,Freitag::N,пя́денця,баасан
683,Samstag::N,ёткши,бямба
684,Sonntag::N,таргоши,ням
685,groß::A,оцю,их
686,groß::A,оцю,том
687,klein::A,ёмла,бага
688,klein::A,ёмла,жаахан
689,lang::A,кува́ка,урт
690,kurz::A,нюрьхкя́ня,охор
691,kurz::A,нюрьхкя́ня,богино
692,breit::A,кели,өргөн
693,schmal::A,тяйня,уйтан
694,schmal::A,тяйня,нарийн
695,dicht::A,сиде,нягт
696,dicht::A,сиде,чигжүү
697,dicht::A,туста,нягт
698,dicht::A,туста,чигжүү
699,dick[Gegenstand]::A,эчке,зузаан
700,dünn::A,шува́ня,нимгэн
701,fein::A,шува́ня,нарийн
702,fest::A,кеме,бөх
703,fest::A,кеме,хатуу
704,flach::A,лапш,хавтгай
705,glatt::A,вадяв,цагаан
706,glatt::A,такор,цагаан
707,hart::A,калгода,хатуу
708,weich::A,ляпе,зөөлөн
709,rund::A,кру́глай,дугуй
710,rund::A,кру́глай,дугариг
711,spitz::A,ботаз,шовх
712,spitz::A,ботаз,шовгор
713,spitz::A,оржа,шовх
714,spitz::A,оржа,шовгор
715,scharf::A,оржа,хурц
716,scharf::A,оржа,иртэй
717,stumpf::A,ношка,мохоо
718,schwer::A,стака,хүнд
719,schön::A,мазы,гуа
720,schön::A,мазы,сайхан
721,heiß::A,пси,халуун
722,warm::A,лямбе,дулаан
723,kalt::A,кельме,хүйтэн
724,kühl::A,эше,сэрүүн
725,frisch::A,свежай,эрүүл
726,frisch::A,свежай,жихүүн
727,feucht::A,летьке,чийгтэй
728,nass::A,начка,нойтон
729,trocken::A,коське,хатсан
730,voll::A,пяшксе,дүүрэн
731,leer::A,шава,хоосон
732,offen::A,панжада,онгорхой
733,offen::A,виде,онгорхой
734,geschlossen::A,пякстаф,битүү
735,geschlossen::A,пякстаф,хаалтай
736,geschlossen::A,сёлгф,битүү
737,geschlossen::A,сёлгф,хаалтай
738,sauber::A,ару,цэвэр
739,sauber::A,ару,хиргүй
740,schmutzig::A,рда́зу,бохир
741,schmutzig::A,рда́зу,хиртэй
742,schmutzig::A,пя́ндра,бохир
743,schmutzig::A,пя́ндра,хиртэй
744,roh::A,верок,түүхий
745,reif::A,ке́нерьф,болсон
746,lecker::A,танцти,амттай
747,süß::A,ламбама,амттай
748,süß::A,ламбама,чихэрлэг
749,bitter::A,сяпи,гашуун
750,sauer::A,шапама,эсгэлэн
751,hell::A,валда,гэгээн
752,hell::A,валда,гэрэлтэй
753,dunkel::A,шобда,бараан
754,dunkel::A,шобда,харанхуй
755,schwarz::A,равжа,хар
756,weiß::A,акша,цагаан
757,rot::A,якстерь,улаан
758,gelb::A,тюжя́,шар
759,blau::A,сенем,хөх
760,blau::A,сенем,цэнхэр
761,grün::A,пиже,ногоон
762,grün::A,сянгяря,ногоон
763,grau::A,уле,орог
764,grau::A,уле,саарал
765,bunt::A,сёрмав,эрээн
766,billig::A,у́цез,хямд
767,billig::A,аф пи́тни,хямд
768,teuer::A,пи́тни,үнэтэй
769,wertvoll::A,питни,үнэт
770,blind::A,сокор,сохор
771,taub::A,пярав,чих хатуу
772,kräftig::A,пяк вии,чийрэг
773,stark::A,вии,хүчтэй
774,stark::A,вии,чадалтай
