,Concept_ID,ar,uk
106,Wald::N,غابة,ліс
107,Hügel::N,تل,горб
108,Anhöhe::N,تل,височина
109,Berg::N,جبل,гора
110,Gipfel::N,قمة,вершина
111,Höhle::N,كهف,печера
112,Abhang::N,منحدر,схил
113,Quelle::N,منبع,джерело
114,Bach::N,مجرى,струмок
115,Fluss::N,نهر,річка
116,Ufer::N,ضفة,берег
117,Küste::N,ساحل,узбережжя
118,Festland::N,بر,суша
119,Meer::N,بحر,море
120,Bucht::N,خليج,бухта
121,Bucht::N,خليج,затока
122,Insel::N,جزيرة,острів
123,Blume::N,زهرة,квітка
124,Gras::N,حشيش,трава
125,Wurzel::N,أصل,корінь
126,Baum::N,شجرة,дерево
127,Stamm::N,جذع,стовбур
128,Rinde::N,قشرة,кора
129,Ast::N,فرع,гілка
130,Zweig::N,غصن,галузь
131,Blatt::N,ورقة,лист
132,Birke::N,قضبان,береза
133,Kiefer[Baum]::N,صنوبرة,сосна
134,Weide[Baum]::N,صفصاف,верба
135,Tanne::N,شوح,ялиця
136,Tanne::N,تبوب,ялиця
137,Horn::N,قرن,ріг
138,Feder::N,ريشة,перо
139,Fell::N,فرو,хутро
140,Flügel::N,جناح,крило
141,Klaue::N,مخلب,кіготь
142,Kralle::N,مخلب,лапа
143,Schwanz::N,ذيل,хвіст
144,Ei::N,بيض,яйце
145,Nest::N,عش,гніздо
146,Bau::N,جحر,лігво
147,Tier::N,حيوان,тварина
148,Herde::N,قطيع,стадо
149,Kuh::N,بقرة,корова
150,Bulle::N,ثور,бик
151,Bulle::N,ثور,бугай
152,Pferd::N,خيل,кінь
153,Schaf::N,شاة,вівця
154,Schwein::N,خنزير,свиня
155,Hund::N,كلب,собака
156,Katze::N,قطة,кішка
157,Bär::N,دب,ведмідь
158,Eichhörnchen::N,سنجاب,білка
159,Elch::N,موظ,лось
160,Fuchs::N,ثعلب,лисиця
161,Hase::N,أرنب,заєць
162,Maus::N,فأرة,миша
163,Wolf::N,ذئب,вовк
164,Vogel::N,طير,птах
165,Schwarm::N,سرب,зграя
166,Huhn::N,دجاجة,курка
167,Hahn::N,ديك,півень
168,Gans::N,وزة,гуска
169,Adler::N,نسر,орел
170,Ente::N,بطة,качка
171,Eule::N,بوم,сова
172,Kranich::N,كركي,журавель
173,Krähe::N,غراب,ворона
174,Kuckuck::N,وقواق,зозуля
175,Schwan::N,إوز عراقي,лебідь
176,Fisch::N,سمك,риба
177,Barsch::N,فرخ أوربي,окунь
178,Hecht::N,سمك الكراكي,щука
179,Schlange[Tier]::N,حية,змія
180,Schlange[Tier]::N,ثعبان,змія
181,Wurm::N,دودة,черв’як
182,Spinne::N,عنكبوت,павук
183,Ameise::N,نملة,мурашка
184,Laus::N,قملة,воша
185,Mücke::N,ناموسة,комар
186,Fliege::N,ذبابة,муха
187,Schmetterling::N,فراشة,метелик
188,Beere::N,حبة,ягода
189,Apfel::N,تفاح,яблуко
190,Pilz::N,فطر,гриб
191,Zwiebel::N,بصل,цибуля
192,Saat::N,زرع,сім’я
193,Korn::N,حبة,зерно
194,Heu::N,دريس,сіно
195,Schale::N,قشرة,шкірка
196,Grube::N,نقرة,яма
197,Falle::N,فخ,пастка
198,Falle::N,مصيدة,пастка
199,Schlinge::N,عروة,петля
200,Spur::N,أثر,слід
201,Asche::N,رماد,зола
202,Asche::N,رماد,попіл
203,Dreck::N,قذر,бруд
204,Eisen::N,حديد,залізо
205,Gold::N,ذهب,золото
206,Silber::N,فضة,срібло
207,Kohle::N,فحم,вугілля
208,Glas::N,زجاج,скло
209,Lehm::N,طين,глина
210,Sand::N,رمل,пісок
211,Mensch::N,إنسان,людина
212,Mann::N,رجل,чоловік
213,Frau::N,امرأة,жінка
214,Kind::N,طفل,дитина
215,Junge::N,ولد,хлопець
216,Mädchen::N,بنت,дівчина
217,Familie::N,عائلة,сім’я
218,Familie::N,عائلة,родина
219,Großvater::N,جد,дідусь
220,Großmutter::N,جدة,бабуся
221,Eltern::N,أبوان,батьки
222,Eltern::N,والدان,батьки
223,Vater::N,أب,батько
224,Mutter::N,أم,мати
225,Sohn::N,إبن,син
226,Tochter::N,بنت,дочка
227,Tochter::N,إبنة,дочка
228,Bruder::N,أخ,брат
229,Bruder::N,شقيق,брат
230,Schwester::N,أخت,сестра
231,Onkel::N,عم,дядько
232,Tante::N,عمة,тітка
233,Ehemann::N,زوج,чоловік
234,Ehefrau::N,زوجة,жінка
235,Ehefrau::N,زوجة,дружина
236,Freude::N,فرح,радощі
237,Freude::N,سرور,радощі
238,Gelächter::N,قهقهة,сміх
239,Glück::N,سعادة,щастя
240,Kummer::N,غم,горе
241,Wunsch::N,منية,бажання
242,Lust::N,شهوة,бажання
243,Geist::N,روح,дух
244,Gedanke::N,فكرة,думка
245,Gedächtnis::N,ذاكرة,пам’ять
246,Verstand::N,عقل,розум
247,Sinn::N,معنى,зміст
248,Sinn::N,معنى,значення
249,Grund::N,سبب,причина
250,Wahrheit::N,حقيقة,правда
251,Gespräch::N,محادثة,розмова
252,Märchen::N,خرافة,байка
253,Erzählung::N,قصة,повість
254,Erzählung::N,قصة,оповідання
255,Erzählung::N,حكاية,повість
256,Erzählung::N,حكاية,оповідання
257,Nachricht::N,خبر,повідомлення
258,Neuigkeit::N,خبر جديد,новина
259,Name::N,اسم,ім’я
260,Rätsel::N,لغز,загадка
261,Rede::N,خطبة,промова
262,Sprache::N,لغة,мова
263,Stimme::N,صوت,голос
264,Wort::N,كلمة,слово
265,Zeichen::N,رمز,знак
266,Zeichen::N,إشارة,знак
267,Ruf::N,نداء,оклик
268,Lärm::N,صخب,шум
269,Lärm::N,ضجة,шум
270,Laut::N,صوت,звук
271,Ton::N,نغمة,тон
272,Lied::N,أغنية,пісня
273,Ruhe::N,هدوء,спокій
274,Leute::N,ناس,люди
275,Volk::N,شعب,народ
276,Arbeit::N,عمل,робота
277,Gast::N,ضيف,гість
278,Geschenk::N,هدية,подарунок
279,Spiel::N,لعب,гра
280,Gesellschaft::N,صحبة,товариство
281,Hilfe::N,عون,допомога
282,Hilfe::N,مساعدة,допомога
283,Freund::N,صديق,друг
284,Freund::N,صديق,приятель
285,Kamerad::N,زميل,товариш
286,Angelegenheit::N,أمر,справа
287,Angelegenheit::N,شأن,справа
288,Anzahl::N,عدد,число
289,Art::N,نوع,рід
290,Stück::N,قطعة,кусок
291,Teil::N,قسم,частина
292,Hälfte::N,نصف,половина
293,Kreis::N,دائرة,круг
294,Kreis::N,دائرة,коло
295,Kreuz::N,صليب,хрест
296,Linie::N,خط,лінія
297,Strich::N,شرطة,штрих
298,Abstand::N,مسافة,проміжок
299,Entfernung::N,بعد,відстань
300,Gegend::N,ناحية,місцевість
301,Platz::N,فراغ,площа
302,Ort::N,مكان,місце
303,Seite::N,جانب,сторона
304,Mitte::N,وسط,середина
305,Gegenstand::N,موضوع,предмет
306,Sache::N,شيء,річ
307,Rand::N,حافة,край
308,Kante::N,حافة,ребро
309,Ecke::N,ركن,ріг
310,Spitze::N,سن,кінчик
311,Ende::N,طرف,кінець
312,Loch::N,ثقب,діра
313,Winkel::N,زاوية,куток
314,Muster::N,عينة,узор
315,Größe::N,حجم,розмір
316,Länge::N,طول,довжина
317,Höhe::N,علو,висота
318,Höhe::N,ارتفاع,висота
319,Gewicht::N,وزن,вага
320,Menge::N,كمية,кількість
321,Haufen::N,كوم,купа
322,Reihe::N,صف,ряд
323,Boot::N,قارب,човен
324,Boot::N,زورق,човен
325,Ruder::N,مجذاف,весло
326,Schlitten::N,مزلقة,сани
327,Ski::N,زلاجة,лижа
328,Lagerfeuer::N,نار المخيم,вогнище
329,Last::N,حمل,тягар
330,Last::N,حمل,вантаж
331,Gang::N,مشية,хід
332,Schritt::N,خطوة,крок
333,Norden::N,شمال,північ
334,Süden::N,جنوب,південь
335,Westen::N,غرب,захід
336,Osten::N,شرق,схід
337,Holz::N,خشب,дрова
338,Brett::N,لوح,дошка
339,Platte::N,صفيحة,плита
340,Stütze::N,سند,підпірка
341,Stütze::N,دعامة,підпірка
342,Stange::N,عود,жердина
343,Stock::N,عصا,палиця
344,Stab::N,قضيب,палиця
345,Rohr::N,أنبوبة,труба
346,Haus::N,دار,дім
347,Haus::N,دار,хата
348,Haus::N,بيت,дім
349,Haus::N,بيت,хата
350,Heim::N,بيت,житло
351,Heim::N,مسكن,житло
352,Ofen::N,مدفأة,піч
353,Fußboden::N,أرضية,підлога
354,Tisch::N,مائدة,стіл
355,Stuhl::N,كرسي,стілець
356,Wiege::N,مهد,колиска
357,Bett::N,سرير,ліжко
358,Bett::N,سرير,постіль
359,Regal::N,رف,полиця
360,Kiste::N,صندوق,ящик
361,Fenster::N,شباك,вікно
362,Fenster::N,نافذة,вікно
363,Tür::N,باب,двері
364,Tor::N,بوابة,ворота
365,Zaun::N,سياج,паркан
366,Zaun::N,سياج,огорожа
367,Dach::N,سطح,дах
368,Leiter::N,سلم,драбина
369,Besen::N,مكنسة,мітла
370,Spaten::N,مسحاة,заступ
371,Schaufel::N,مجرفة,совок
372,Schaufel::N,مجرفة,лопата
373,Gabel::N,شوكة,виделка
374,Löffel::N,ملعقة,ложка
375,Messer::N,سكين,ніж
376,Nagel::N,مسمار,цвях
377,Netz::N,شبكة,сіть
378,Haken::N,خطاف,крюк
379,Haken::N,صنارة,крюк
380,Griff::N,قبضة,ручка
381,Griff::N,قبضة,держак
382,Schloss::N,قفل,замок
383,Bild::N,صورة,картина
384,Figur::N,تمثال,фігура
385,Puppe::N,دمية,лялька
386,Beutel::N,كيس,мішечок
387,Beutel::N,كيس,торбинка
388,Bündel::N,ربطة,в’язка
389,Tasche::N,شنطة,сумка
390,Tasche::N,محفظة,сумка
391,Eimer::N,سطل,відро
392,Eimer::N,جردل,відро
393,Deckel::N,سداد,кришка
394,Geschirr::N,أوان,посуд
395,Sack::N,زكيبة,мішок
396,Tasse::N,فنجان,чашка
397,Topf::N,قدر,горщик
398,Topf::N,طنجرة,горщик
399,Kessel::N,قدر,котел
400,Kessel::N,غلاية,котел
401,Essen::N,طعام,їжа
402,Nahrung::N,غذاء,харч
403,Speise::N,أكل,страва
404,Fleisch::N,لحم,м’ясо
405,Getreide::N,حبوب,хліб
406,Getreide::N,حبوب,збіжжя
407,Brei::N,عصيدة,каша
408,Brot::N,خبز,хліб
409,Scheibe::N,شريحة,скибочка
410,Fett::N,سمن,жир
411,Butter::N,زبدة,масло
412,Öl::N,زيت,олія
413,Salz::N,ملح,сіль
414,Suppe::N,حساء,суп
415,Suppe::N,شربة,суп
416,Honig::N,عسل,мед
417,Milch::N,حليب,молоко
418,Tee::N,شاي,чай
419,Leder::N,جلد,шкіра
420,Wolle::N,صوف,шерсть
421,Stoff::N,قماش,тканина
422,Nadel::N,إبرة,голка
423,Faden::N,خيط,нитка
424,Knopf::N,زر,ґудзик
425,Knoten::N,عقدة,вузол
426,Farbe::N,صبغة,фарба
427,Kleidung::N,ملابس,одяг
428,Kleidung::N,ملابس,убрання
429,Hemd::N,قميص,сорочка
430,Kragen::N,ياقة,комір
431,Ärmel::N,كم,рукав
432,Hose::N,سروال,брюки
433,Hose::N,بنطلون,брюки
434,Gürtel::N,حزام,пояс
435,Mütze::N,طاقية,шапка
436,Schuh::N,حذاء,ботинок
437,Stiefel::N,جزمة,чобіт
438,Stiefel::N,حذاء طويل,чобіт
439,Ring::N,حلقة,кільце
440,Band::N,شريط,стрічка
441,Kamm::N,مشط,гребінець
442,Spiegel::N,مرآة,дзеркало
443,Riemen::N,سير,ремінь
444,Schnur::N,حبل,вірьовка
445,Schnur::N,دوبارة,вірьовка
446,Leine::N,قيد,шворка
447,Decke::N,بطانية,ковдра
448,Kissen::N,وسادة,подушка
449,Tuch::N,منديل,хустка
450,Handtuch::N,فوطة,рушник
451,Handtuch::N,منشفة,рушник
452,Kraft::N,قدرة,сила
453,Stärke::N,قوة,сила
454,Gesundheit::N,صحة,здоров’я
455,Krankheit::N,مرض,хвороба
456,Schmerz::N,ألم,біль
457,Schmerz::N,وجع,біль
458,Wunde::N,جرح,рана
459,Fieber::N,حمى,гарячка
460,Arznei::N,دواء,ліки
461,Brücke::N,جسر,міст
462,Brunnen::N,بئر,колодязь
463,Weide::N,مرعى,пасовище
464,Pfad::N,درب,стежка
465,Weg::N,سكة,шлях
466,Weg::N,سكة,дорога
467,Straße::N,طريق,вулиця
468,Dorf::N,قرية,село
469,Stadt::N,مدينة,місто
470,Brief::N,خطاب,лист
471,Brief::N,مكتوب,лист
472,Buch::N,كتاب,книга
473,Buch::N,كتاب,книжка
474,Buchstabe::N,حرف,буква
475,Buchstabe::N,حرف,літера
476,Zeitung::N,جريدة,газета
477,Leben::N,عيش,життя
478,Leben::N,حياة,життя
479,Tod::N,موت,смерть
480,Tod::N,وفاة,смерть
481,Grab::N,قبر,могила
482,Kirche::N,كنيسة,церква
483,Sünde::N,خطيئة,гріх
484,Gott::N,إله,бог
485,Arbeiter::N,عامل,робітник
486,Chef::N,رئيس,хазяїн
487,Meister::N,أسطى,умілець
488,Arzt::N,طبيب,лікар
489,Lehrer::N,مدرس,вчитель
490,Geld::N,نقود,гроші
491,Geschäft::N,صفقة,заняття
492,Laden::N,دكان,магазин
493,Laden::N,دكان,крамниця
494,Preis::N,سعر,ціна
495,Ware::N,بضاعة,товар
496,Nutzen::N,فائدة,вигода
497,Nutzen::N,فائدة,користь
498,Reichtum::N,غنى,багатство
499,Reichtum::N,ثروة,багатство
500,Welt::N,عالم,світ
501,Welt::N,دنيا,світ
502,Land::N,بلد,країна
503,Staat::N,دولة,держава
504,König::N,ملك,король
505,Macht::N,سلطة,влада
506,Grenze::N,حدود,кордон
507,Krieg::N,حرب,війна
508,Feind::N,عدو,ворог
509,Gewalt::N,عنف,насильство
510,Kampf::N,قتال,бій
511,Kampf::N,قتال,боротьба
512,Bogen[Waffe]::N,قوس,лук
513,Pfeil::N,سهم,стріла
514,Gewehr::N,بندقية,рушниця
515,Gewehr::N,بندقية,гвинтівка
516,Fehler::N,خطأ,помилка
517,Lüge::N,كذب,брехня
518,Schaden::N,تلف,шкода
519,Schaden::N,تلف,збиток
520,Unglück::N,نحس,нещастя
521,Schuld::N,ذنب,провина
522,Alter::N,سن,вік
523,Alter::N,سن,літа
524,Alter::N,عمر,вік
525,Alter::N,عمر,літа
526,Schluss::N,ختام,кінець
527,Schluss::N,نهاية,кінець
528,Zeit::N,وقت,час
529,Tag::N,يوم,день
530,Morgen::N,صباح,ранок
531,Mittag::N,ظهر,південь
532,Abend::N,مساء,вечір
533,Nacht::N,ليلة,ніч
534,Woche::N,أسبوع,тиждень
535,Monat::N,شهر,місяць
536,Jahr::N,عام,рік
537,Jahr::N,سنة,рік
538,Frühling::N,ربيع,весна
539,Sommer::N,صيف,літо
540,Herbst::N,خريف,осінь
541,Winter::N,شتاء,зима
542,Januar::N,يناير,січень
543,Januar::N,كانون الثاني,січень
544,Februar::N,شباط,лютий
545,Februar::N,فبراير,лютий
546,März::N,آذار,березень
547,März::N,مارس,березень
548,April::N,نيسان,квітень
549,Mai::N,مايو,травень
550,Juni::N,يونيو,червень
551,Juni::N,حزيران,червень
552,Juli::N,تموز,липень
553,Juli::N,يوليو,липень
554,August::N,آب,серпень
555,August::N,أغسطس,серпень
556,September::N,أيلول,вересень
557,September::N,سبتمبر,вересень
558,Oktober::N,أكتوبر,жовтень
559,Oktober::N,تشرين الأول,жовтень
560,November::N,نوفمبر,листопад
561,November::N,تشرين الثاني,листопад
562,Dezember::N,ديسمبر,грудень
563,Dezember::N,كانون الأول,грудень
564,Montag::N,يوم الاثنين,понеділок
565,Dienstag::N,يوم الثلاثاء,вівторок
566,Mittwoch::N,يوم الأربعاء,середа
567,Donnerstag::N,يوم الخميس,четвер
568,Freitag::N,يوم الجمعة,п’ятниця
569,Samstag::N,يوم السبت,субота
570,Sonntag::N,يوم الأحد,неділя
571,groß::A,كبير,великий
572,klein::A,صغير,малий
573,klein::A,صغير,маленький
574,lang::A,طويل,довгий
575,kurz::A,قصير,короткий
576,breit::A,واسع,широкий
577,schmal::A,ضيق,вузький
578,dicht::A,كث,густий
579,dicht::A,كثيف,густий
580,dick[Gegenstand]::A,غليظ,товстий
581,dünn::A,رفيع,тонкий
582,fein::A,رقيق,дрібний
583,fest::A,متين,міцний
584,flach::A,سهل,плоский
585,flach::A,منبسط,плоский
586,glatt::A,ناعم,рівний
587,glatt::A,ناعم,гладенький
588,hart::A,صلب,твердий
589,hart::A,جامد,твердий
590,weich::A,لين,м’який
591,rund::A,مستدير,круглий
592,spitz::A,مدبب,гострокінцевий
593,scharf::A,حاد,гострий
594,stumpf::A,ثالم,тупий
595,schwer::A,ثقيل,важкий
596,schön::A,جميل,вродливий
597,heiß::A,حار,жаркий
598,heiß::A,حار,гарячий
599,heiß::A,ساخن,жаркий
600,heiß::A,ساخن,гарячий
601,warm::A,دافئ,теплий
602,kalt::A,بارد,холодний
603,kühl::A,قر,прохолодний
604,frisch::A,طازج,свіжий
605,feucht::A,رطب,вогкий
606,nass::A,مبلول,мокрий
607,trocken::A,جاف,сухий
608,voll::A,ملء,повний
609,leer::A,خال,пустий
610,leer::A,فارغ,пустий
611,offen::A,مفتوح,відкритий
612,geschlossen::A,مغلق,закритий
613,geschlossen::A,مغلق,зачинений
614,sauber::A,نظيف,чистий
615,sauber::A,نظيف,охайний
616,schmutzig::A,قذر,брудний
617,roh::A,نيء,сирий
618,reif::A,ناضج,зрілий
619,lecker::A,لذيذ,смачний
620,süß::A,حلو,солодкий
621,bitter::A,مر,гіркий
622,sauer::A,حامض,кислий
623,hell::A,نير,світлий
624,dunkel::A,مظلم,темний
625,schwarz::A,أسود,чорний
626,weiß::A,أبيض,сивий
627,rot::A,أحمر,червоний
628,gelb::A,أصفر,жовтий
629,blau::A,أزرق,синій
630,grün::A,أخضر,зелений
631,grau::A,رمادي,сірий
632,bunt::A,ملوب,барвистий
633,billig::A,رخيص,дешевий
634,teuer::A,غال,дорогий
635,wertvoll::A,ثمين,цінний
636,blind::A,أعمى,сліпий
637,taub::A,أصم,глухий
638,taub::A,أطرش,глухий
639,kräftig::A,قوي,могутній
640,stark::A,قوي,сильний
641,schwach::A,ضعيف,слабкий
642,fett::A,سمين,жирний
643,fett::A,سمين,товстий
644,schlank::A,أهيف,тонкий
645,schlank::A,أهيف,стрункий
646,hübsch::A,جميل,чарівний
647,böse::A,رديء,злий
648,böse::A,رديء,лихий
649,dumm::A,أبله,дурний
650,dumm::A,أحمق,дурний
651,faul::A,كسلان,ледачий
652,fleißig::A,مجتهد,старанний
653,geizig::A,بخيل,скупий
654,klug::A,ذكي,мудрий
655,klug::A,ذكي,розумний
656,klug::A,عاقل,мудрий
657,klug::A,عاقل,розумний
658,geschickt::A,ماهر,умілий
659,lieb::A,عزيز,милий
660,lustig::A,مرح,веселий
661,sanft::A,حليم,лагідний
662,hungrig::A,جائع,голодний
663,krank::A,مريض,слабий
664,nackt::A,عار,голий
665,traurig::A,حزين,сумний
666,lebendig::A,حي,живий
667,gut::A,جيد,добрий
668,schlecht::A,سيء,поганий
669,schlecht::A,سيء,кепський
670,richtig::A,صحيح,правильний
671,schlimm::A,خبيث,бридкий
672,wahr::A,حق,справжній
673,alt::A,قديم,старий
674,neu::A,جديد,новий
675,ehemalig::A,سابق,колишній
676,alt[Lebewesen]::A,مسن,старий
677,jung::A,شاب,молодий
678,jung::A,صغير,молодий
679,arm::A,فقير,бідний
680,reich::A,غني,багатий
681,bekannt::A,معلوم,знайомий
682,berühmt::A,مشهور,славетний
683,fremd::A,أجنبي,чужий
684,verschieden::A,مختلف,різний
685,nah::A,قريب,близький
686,fern::A,بعيد,далекий
687,linker::A,يسار,лівий
688,rechter::A,يمين,правий
689,anderer::A,آخر,інакший
690,erster::A,أول,перший
691,zweiter::A,ثان,другий
692,dritter::A,ثالث,третій
693,letzter::A,أخير,останній
694,allein::ADV,وحده,сам
695,allein::ADV,وحده,один
696,auf einmal::ADV,بالمرة,відразу
697,zusammen::ADV,معا,разом
698,zusammen::ADV,معا,спільно
699,lange::ADV,مدة طويلة,довго
700,plötzlich::ADV,فجأة,раптом
701,sofort::ADV,حالا,зараз
702,sofort::ADV,فورا,зараз
703,später::ADV,فيما بعد,пізніше
704,jetzt::ADV,الآن,тепер
705,jetzt::ADV,حاليا,тепер
706,heute::ADV,اليوم,сьогодні
707,morgen::ADV,غدا,завтра
708,bald::ADV,قريبا,незабаром
709,dann::ADV,ثم,потім
710,gestern::ADV,أمس,вчора
711,gestern::ADV,البارحة,вчора
712,einst::ADV,قديما,колись
713,damals::ADV,حينئذ,тоді
714,danach::ADV,ثم,згодом
715,danach::ADV,بعد ذلك,згодом
716,vorher::ADV,من قبل,раніше
717,vorher::ADV,قبل ذلك,раніше
718,zuerst::ADV,أولا,спершу
719,zuerst::ADV,أولا,спочатку
720,einmal::ADV,مرة,один раз
721,manchmal::ADV,أحيانا,іноді
722,manchmal::ADV,أحيانا,інколи
723,oft::ADV,كثيرا,часто
724,immer::ADV,دائما,завжди
725,niemals::ADV,لا أبدا,ніколи
726,hier::ADV,هنا,тут
727,hierhin::ADV,إلى هنا,сюди
728,von hier::ADV,من هنا,звідси
729,dort::ADV,هناك,там
730,dorthin::ADV,إلى هناك,туди
731,geradeaus::ADV,إلى الأمام,прямо
732,vorwärts::ADV,إلى الأمام,вперед
733,rückwärts::ADV,إلى الوراء,назад
734,zurück::ADV,عودا,назад
735,zurück::ADV,إلى الخلف,назад
736,unten::ADV,تحت,внизу
737,unten::ADV,في الأسفل,внизу
738,hinab::ADV,إلى تحت,вниз
739,oben::ADV,فوق,вгорі
740,oben::ADV,في الأعلى,вгорі
741,hinauf::ADV,إلى فوق,вгору
742,hinauf::ADV,إلى الأعلى,вгору
743,überall::ADV,في كل مكان,скрізь
744,nicht::ADV,لا,не
745,nicht::ADV,لم,не
746,ein wenig::ADV,قليلا,трохи
747,ein wenig::ADV,قليلا,небагато
748,kaum::ADV,كاد لا,ледве
749,sehr::ADV,جدا,дуже
750,sehr::ADV,كثيرا,дуже
751,so::ADV,كذا,так
752,so::ADV,كذلك,так
753,noch::ADV,ما زال,ще
754,nur::ADV,فقط,лише
755,nur::ADV,فقط,тільки
756,schon::ADV,قد,вже
757,wieder::ADV,من جديد,знову
758,wieder::ADV,مرة أخرى,знову
759,vergebens::ADV,عبثا,дарма
760,vor::PRP,أمام,перед
761,hinter::PRP,خلف,ззаду
762,hinter::PRP,خلف,позаду
763,hinter::PRP,وراء,ззаду
764,hinter::PRP,وراء,позаду
765,unter::PRP,تحت,під
766,durch::PRP,عبر,крізь
767,durch::PRP,خلال,крізь
768,neben::PRP,جنب,біля
769,neben::PRP,بجانب,біля
770,zwischen::PRP,بين,між
771,wegen::PRP,بسبب,з-за
772,wegen::PRP,بسبب,через
773,dies::PRN,هذا,це
774,das::PRN,ذلك,то
775,alles::PRN,الكل,все
776,ich::PRN,أنا,я
777,du::PRN,أنت,ти
778,er::PRN,هو,він
779,wir::PRN,نحن,ми
780,ihr::PRN,أنتم,ви
781,ihr::PRN,أنتن,ви
782,sie::PRN,هم,вони
783,sie::PRN,هن,вони
784,was::FPRN,ما,що
785,wer::FPRN,من,хто
786,wo::FADV,أين,де
787,wohin::FADV,إلى أين,куди
788,wie::FADV,كيف,як
789,warum::FADV,لماذا,чому
790,wieviel::FNUM,كم,скільки
791,eins::NUM,واحد,один
792,zwei::NUM,اثنين,два
793,drei::NUM,ثلاثة,три
794,vier::NUM,أربعة,чотири
795,fünf::NUM,خمسة,п’ять
796,sechs::NUM,ستة,шість
797,sieben::NUM,سبعة,сім
798,acht::NUM,ثمانية,вісім
799,neun::NUM,تسعة,дев’ять
800,zehn::NUM,عشرة,десять
801,elf::NUM,أحد عشر,одинадцять
802,zwölf::NUM,اثنا عشر,дванадцять
803,zwanzig::NUM,عشرون,двадцять
804,dreißig::NUM,ثلاثون,тридцять
805,vierzig::NUM,أربعون,сорок
806,fünfzig::NUM,خمسون,п’ятдесят
807,sechzig::NUM,ستون,шістдесят
808,siebzig::NUM,سبعون,сімдесят
809,achtzig::NUM,ثمانون,вісімдесят
810,neunzig::NUM,تسعون,дев’яносто
