,Concept_ID,sl,lt
94,Raureif::N,slána,šerkšnas
95,Regenbogen::N,mávrica,vaivorykštė
96,Donner::N,gròm,perkūnas
97,Donner::N,gròm,griaustinis
98,Strömung::N,strúja,tėkmė
99,Tropfen::N,káplja,lašas
100,Schaum::N,péna,putos
101,Schmutz::N,nesnága,purvas
102,See::N,jézero,ežeras
103,Sumpf::N,močvírje,klampynė
104,Sumpf::N,močvírje,liūnas
105,Moor::N,bárje,pelkė
106,Wiese::N,trávnik,pieva
107,Wald::N,lés,miškas
108,Wald::N,gòzd,miškas
109,Hügel::N,brég,kalva
110,Hügel::N,goríca,kalva
111,Anhöhe::N,gríč,kauburys
112,Anhöhe::N,višína,kauburys
113,Berg::N,gôra,kalnas
114,Berg::N,planína,kalnas
115,Gipfel::N,vŕh,viršūnė
116,Höhle::N,jáma,ola
117,Höhle::N,votlína,ola
118,Abhang::N,pobóčje,šlaitas
119,Abhang::N,pobóčje,nuokalnė
120,Quelle::N,izvír,versmė
121,Quelle::N,izvír,šaltinis
122,Bach::N,pôtok,upelis
123,Fluss::N,réka,upė
124,Ufer::N,brég,krantas
125,Küste::N,obála,pajūris
126,Küste::N,obréžje,pajūris
127,Festland::N,celína,sausuma
128,Festland::N,kopnína,sausuma
129,Meer::N,mórje,jūra
130,Bucht::N,zalív,įlanka
131,Bucht::N,zalív,užutekis
132,Insel::N,ôtok,sala
133,Blume::N,cvetlíca,gėlė
134,Gras::N,tráva,žolė
135,Wurzel::N,korenína,šaknis
136,Baum::N,drevó,medis
137,Stamm::N,dêblo,kamienas
138,Rinde::N,lúbje,žievė
139,Rinde::N,skórja,žievė
140,Ast::N,véja,šaka
141,Zweig::N,véja,šakelė
142,Blatt::N,líst,lapas
143,Birke::N,bréza,beržas
144,Kiefer[Baum]::N,bòr,pušis
145,Weide[Baum]::N,vŕba,karklas
146,Tanne::N,hója,eglė
147,Tanne::N,hója,kėnis
148,Horn::N,róg,ragas
149,Feder::N,peró,plunksna
150,Fell::N,kŕzno,kailis
151,Flügel::N,krílo,sparnas
152,Klaue::N,párkelj,kanopa
153,Kralle::N,krémpelj,nagas
154,Schwanz::N,rèp,uodega
155,Ei::N,jájce,kiaušinis
156,Nest::N,gnézdo,gūžta
157,Nest::N,gnézdo,lizdas
158,Bau::N,brlòg,ola
159,Tier::N,živál,gyvūnas
160,Herde::N,čréda,banda
161,Herde::N,čréda,kaimenė
162,Kuh::N,kráva,karvė
163,Bulle::N,bìk,bulius
164,Pferd::N,kònj,arklys
165,Schaf::N,ôvca,avis
166,Schwein::N,svínja,kiaulė
167,Hund::N,pès,šuo
168,Katze::N,máčka,katė
169,Bär::N,mêdved,lokys
170,Eichhörnchen::N,véverica,voveraitė
171,Elch::N,lós,briedis
172,Fuchs::N,lisíca,lapė
173,Hase::N,zájec,kiškas
174,Maus::N,mìš,pelė
175,Wolf::N,vólk,vilkas
176,Vogel::N,ptìč,paukštis
177,Vogel::N,ptíca,paukštis
178,Schwarm::N,játa,spiečius
179,Huhn::N,kokóš,višta
180,Hahn::N,petêlin,gaidys
181,Gans::N,gós,žąsis
182,Adler::N,ôrel,erelis
183,Ente::N,ráca,antis
184,Eule::N,sôva,pelėda
185,Kranich::N,žerjàv,gervė
186,Krähe::N,vrána,varna
187,Kuckuck::N,kúkavica,gegužė
188,Schwan::N,labód,gulbė
189,Fisch::N,ríba,žuvis
190,Barsch::N,ostríž,ešerys
191,Hecht::N,ščúka,lydeka
192,Schlange[Tier]::N,káča,gyvatė
193,Wurm::N,čr̀v,kirmėlė
194,Wurm::N,glísta,kirmėlė
195,Spinne::N,pájek,voras
196,Ameise::N,mrávlja,skruzdė
197,Laus::N,úš,utėlė
198,Mücke::N,komár,uodas
199,Fliege::N,múha,musė
200,Schmetterling::N,metúlj,drugys
201,Schmetterling::N,metúlj,peteliškė
202,Beere::N,jágoda,uoga
203,Apfel::N,jábolko,obuolys
204,Pilz::N,góba,grybas
205,Zwiebel::N,čebúla,svogūnas
206,Saat::N,séme,sėkla
207,Korn::N,zŕno,grūdai
208,Heu::N,senó,šienas
209,Schale::N,lupína,žievelė
210,Grube::N,jáma,duobė
211,Falle::N,pást,pinklės
212,Falle::N,pást,žabangai
213,Schlinge::N,zánka,kilpa
214,Schlinge::N,pêtlja,kilpa
215,Spur::N,sléd,vėžė
216,Spur::N,sléd,pėdos
217,Spur::N,sléd,pėdsakas
218,Asche::N,pepél,pelenai
219,Dreck::N,bláto,purvas
220,Eisen::N,želézo,geležis
221,Gold::N,zlató,auksas
222,Silber::N,srebró,sidabras
223,Kohle::N,ógel,anglis
224,Glas::N,stêklo,stiklas
225,Lehm::N,ílo,molis
226,Sand::N,pések,smėlis
227,Mensch::N,člôvek,žmogus
228,Mann::N,móž,vyras
229,Mann::N,móž,vyriškis
230,Mann::N,môški,vyras
231,Mann::N,môški,vyriškis
232,Frau::N,gospá,moteris
233,Frau::N,žénska,moteris
234,Kind::N,déte,vaikas
235,Kind::N,otròk,vaikas
236,Junge::N,fànt,vaikinas
237,Junge::N,fànt,berniukas
238,Junge::N,déček,vaikinas
239,Junge::N,déček,berniukas
240,Mädchen::N,deklè,mergytė
241,Mädchen::N,deklè,mergaitė
242,Mädchen::N,déklica,mergytė
243,Mädchen::N,déklica,mergaitė
244,Familie::N,družína,šeima
245,Großvater::N,dèd,senelis
246,Großvater::N,dédek,senelis
247,Großmutter::N,bábica,senelė
248,Eltern::N,stárši,tėvai
249,Vater::N,ôče,tėvas
250,Mutter::N,máma,motina
251,Sohn::N,sín,sūnus
252,Tochter::N,hčí,duktė
253,Tochter::N,hčérka,duktė
254,Bruder::N,bràt,brolis
255,Schwester::N,sêstra,sesuo
256,Onkel::N,újec,dėdė
257,Onkel::N,stríc,dėdė
258,Tante::N,têta,teta
259,Tante::N,strína,teta
260,Ehemann::N,móž,vyras
261,Ehemann::N,sopróg,vyras
262,Ehefrau::N,žêna,žmona
263,Ehefrau::N,sopróga,žmona
264,Freude::N,rádost,džiaugsmas
265,Freude::N,vesêlje,džiaugsmas
266,Gelächter::N,sméh,juokas
267,Gelächter::N,grohòt,juokas
268,Glück::N,sréča,laimė
269,Kummer::N,gorjé,vargas
270,Kummer::N,gorjé,rūpestis
271,Wunsch::N,žêlja,troškimas
272,Wunsch::N,žêlja,pageidavimas
273,Lust::N,poželênje,noras
274,Lust::N,poželênje,geidulys
275,Geist::N,dúša,dvasia
276,Gedanke::N,mísel,mintis
277,Gedächtnis::N,pámet,atmintis
278,Sinn::N,pomèn,prasmė
279,Sinn::N,smísel,prasmė
280,Grund::N,vzròk,priežastis
281,Wahrheit::N,resníca,tiesa
282,Wahrheit::N,resníca,teisybė
283,Gespräch::N,pogóvor,pokalbis
284,Märchen::N,právljica,pasaka
285,Erzählung::N,povést,apsakymas
286,Erzählung::N,povést,pasakojimas
287,Nachricht::N,sporočílo,žinia
288,Neuigkeit::N,novóst,naujiena
289,Name::N,imé,vardas
290,Rätsel::N,ugánka,mįslė
291,Rede::N,góvor,kalba
292,Sprache::N,jêzik,kalba
293,Stimme::N,glás,balsas
294,Wort::N,beséda,žodis
295,Zeichen::N,znák,žymė
296,Zeichen::N,znák,ženklas
297,Ruf::N,klíc,šauksmas
298,Lärm::N,hrúp,triukšmas
299,Lärm::N,trúšč,triukšmas
300,Laut::N,glás,garsas
301,Ton::N,tón,tonas
302,Ton::N,tón,garsas
303,Lied::N,pésem,daina
304,Lied::N,pésem,giesmė
305,Ruhe::N,pokòj,ramybė
306,Ruhe::N,pokòj,ramumas
307,Leute::N,ljudjé,žmonės
308,Volk::N,národ,tauta
309,Arbeit::N,délo,darbas
310,Arbeit::N,délo,triūsas
311,Gast::N,gòst,svečias
312,Geschenk::N,darílo,dovana
313,Spiel::N,ígra,žaismas
314,Spiel::N,ígra,žaidimas
315,Gesellschaft::N,drúžba,draugija
316,Gesellschaft::N,drúžba,kompanija
317,Hilfe::N,pomóč,pagalba
318,Freund::N,prijátelj,draugas
319,Freund::N,prijátelj,bičiulis
320,Kamerad::N,továriš,draugas
321,Angelegenheit::N,zadéva,dalykas
322,Angelegenheit::N,zadéva,reikalas
323,Anzahl::N,števílo,kiekis
324,Anzahl::N,števílo,skaičius
325,Art::N,vŕsta,rūšis
326,Stück::N,kós,gabalas
327,Teil::N,dél,dalis
328,Hälfte::N,polovíca,pusė
329,Kreis::N,króg,ratas
330,Kreis::N,króg,apskritis
331,Kreis::N,króg,apskritimas
332,Kreis::N,kolobár,ratas
333,Kreis::N,kolobár,apskritis
334,Kreis::N,kolobár,apskritimas
335,Kreuz::N,kríž,kryžius
336,Linie::N,próga,linija
337,Strich::N,čŕta,brėžis
338,Strich::N,čŕta,brūkšnys
339,Abstand::N,preslédek,atstumas
340,Entfernung::N,oddáljenost,atstumas
341,Gegend::N,kràj,vietovė
342,Gegend::N,dežêla,vietovė
343,Platz::N,prôstor,vieta
344,Ort::N,mésto,vieta
345,Ort::N,mésto,vietovė
346,Seite::N,bòk,pusė
347,Seite::N,bòk,šonas
348,Seite::N,strán,pusė
349,Seite::N,strán,šonas
350,Mitte::N,sredína,vidurys
351,Gegenstand::N,prédmet,dalykas
352,Sache::N,réč,daiktas
353,Sache::N,stvár,daiktas
354,Rand::N,kràj,kraštas
355,Rand::N,kràj,pakraštys
356,Kante::N,rób,kraštas
357,Ecke::N,vogál,kertė
358,Ecke::N,vogál,kampas
359,Spitze::N,óst,priekis
360,Spitze::N,óst,priešakys
361,Ende::N,kônec,galas
362,Loch::N,lúknja,skylė
363,Winkel::N,kót,kampas
364,Winkel::N,kót,kampelis
365,Muster::N,vzórec,raštas
366,Größe::N,veličína,dydis
367,Größe::N,veličína,didumas
368,Länge::N,dolžína,ilgis
369,Länge::N,dolžína,ilgumas
370,Höhe::N,vršína,aukštis
371,Höhe::N,vršína,aukštuma
372,Gewicht::N,téža,svoris
373,Gewicht::N,téža,svarstis
374,Menge::N,količína,kiekis
375,Menge::N,količína,daugybė
376,Haufen::N,kùp,krūva
377,Haufen::N,kùp,šūsnis
378,Haufen::N,kopíca,krūva
379,Haufen::N,kopíca,šūsnis
380,Reihe::N,níz,greta
381,Reihe::N,vŕsta,greta
382,Boot::N,čóln,valtis
383,Boot::N,čóln,laivelis
384,Ruder::N,vêslo,irklas
385,Schlitten::N,saní,rogės
386,Schlitten::N,saní,rogutės
387,Ski::N,smučí,slidė
388,Lagerfeuer::N,táborni ôgenj,laužas
389,Last::N,tôvor,našta
390,Last::N,tôvor,nešulys
391,Gang::N,hòd,eisena
392,Schritt::N,korák,žingsnis
393,Norden::N,séver,šiaurė
394,Norden::N,séver,žiemiai
395,Süden::N,júg,pietūs
396,Westen::N,zapàd,vakarai
397,Osten::N,vzhòd,rytai
398,Holz::N,lés,mediena
399,Brett::N,deskà,lenta
400,Platte::N,plôča,plokštė
401,Stütze::N,opóra,atrama
402,Stütze::N,opóra,atspara
403,Stütze::N,zaslómba,atrama
404,Stütze::N,zaslómba,atspara
405,Stange::N,gréd,lazda
406,Stange::N,gréd,kartis
407,Stock::N,pálica,lazda
408,Stab::N,pálica,kartis
409,Rohr::N,cév,vamzdis
410,Haus::N,híša,namas
411,Heim::N,dóm,namai
412,Ofen::N,péč,krosnis
413,Fußboden::N,pòd,grindys
414,Tisch::N,míza,stalas
415,Stuhl::N,stòl,kėdė
416,Wiege::N,zíbel,lopšys
417,Bett::N,póstelja,lova
418,Bett::N,póstelja,patalai
419,Regal::N,políca,lentyna
420,Kiste::N,zabòj,dėžė
421,Fenster::N,ôkno,langas
422,Tür::N,vráta,durys
423,Tor::N,velíka vráta,vartai
424,Zaun::N,ográja,tvora
425,Dach::N,stréha,stogas
426,Leiter::N,léstev,kopėčios
427,Besen::N,mêtla,šluota
428,Spaten::N,lopáta,lopeta
429,Spaten::N,lopáta,kastuvas
430,Schaufel::N,lopáta,semtuvas
431,Gabel::N,vílice,šakutė
432,Löffel::N,žlíca,šaukštas
433,Messer::N,nòž,peilis
434,Nagel::N,žebèlj,vinis
435,Netz::N,mréža,tinklas
436,Haken::N,kljúka,vagis
437,Haken::N,kljúka,kablys
438,Griff::N,ročáj,kotas
439,Griff::N,ročáj,rankena
440,Griff::N,oprijèm,kotas
441,Griff::N,oprijèm,rankena
442,Schloss::N,ključávnica,spyna
443,Schloss::N,ključávnica,užraktas
444,Bild::N,slíka,paveikslas
445,Figur::N,figúra,figūra
446,Figur::N,postáva,figūra
447,Puppe::N,lútka,lėlė
448,Beutel::N,môšnja,krepšys
449,Beutel::N,môšnja,maišelis
450,Bündel::N,cúla,ryšulys
451,Bündel::N,svéženj,ryšulys
452,Tasche::N,tórba,krepšelis
453,Tasche::N,tobôlec,krepšelis
454,Eimer::N,vêdro,kibiras
455,Deckel::N,pokròv,dangtis
456,Deckel::N,poklópec,dangtis
457,Geschirr::N,posóda,indai
458,Sack::N,vréča,maišas
459,Tasse::N,skodélica,puodukas
460,Topf::N,lônec,puodas
461,Kessel::N,kôtel,katilas
462,Essen::N,hrána,valgis
463,Nahrung::N,živílo,penas
464,Nahrung::N,živílo,maistas
465,Speise::N,jéd,patiekalas
466,Fleisch::N,mesó,mėsa
467,Getreide::N,žíto,javai
468,Brei::N,káša,košė
469,Brot::N,krùh,duona
470,Scheibe::N,réženj,riekė
471,Fett::N,mást,taukai
472,Fett::N,mást,riebalai
473,Fett::N,maščôba,taukai
474,Fett::N,maščôba,riebalai
475,Butter::N,máslo,sviestas
476,Öl::N,ólje,aliejus
477,Salz::N,sól,druska
478,Suppe::N,júha,sriuba
479,Honig::N,méd,medus
480,Milch::N,mléko,pienas
481,Tee::N,čáj,arbata
482,Leder::N,úsnje,oda
483,Wolle::N,vólna,vilna
484,Stoff::N,blagó,audeklas
485,Nadel::N,ígla,adata
486,Faden::N,nít,gija
487,Faden::N,nít,siūlas
488,Knopf::N,gúmb,saga
489,Knoten::N,vôzel,mazgas
490,Farbe::N,bárva,dažai
491,Kleidung::N,obléka,rūbai
492,Kleidung::N,obléka,drabužiai
493,Hemd::N,srájca,marškiniai
494,Kragen::N,ovrátnik,apykaklė
495,Ärmel::N,rokáv,rankovė
496,Hose::N,hláče,kelnės
497,Gürtel::N,pás,juosta
498,Gürtel::N,pás,diržas
499,Mütze::N,kápa,kepurė
500,Mütze::N,čépica,kepurė
501,Schuh::N,čévelj,batas
502,Stiefel::N,škórenj,auliniai batai
503,Ring::N,pŕstan,žiedas
504,Band::N,trák,kaspinas
505,Kamm::N,glavník,šukos
506,Spiegel::N,zrcálo,veidrodis
507,Spiegel::N,ogledálo,veidrodis
508,Riemen::N,jêrmen,diržas
509,Schnur::N,vŕvca,virvė
510,Leine::N,konôpec,pavadėlis
511,Decke::N,odéja,antklodė
512,Kissen::N,blazína,pagalvė
513,Kissen::N,blazína,priegalvis
514,Tuch::N,pŕt,skarelė
515,Tuch::N,rúta,skarelė
516,Handtuch::N,brisáča,rankšluostis
517,Kraft::N,síla,jėga
518,Stärke::N,jákost,stiprumas
519,Gesundheit::N,zdrávje,sveikata
520,Krankheit::N,bolézen,liga
521,Schmerz::N,ból,skausmas
522,Schmerz::N,bolečína,skausmas
523,Wunde::N,rána,žaizda
524,Fieber::N,vročína,karštis
525,Arznei::N,lék,vaistas
526,Arznei::N,zdravílo,vaistas
527,Brücke::N,móst,tiltas
528,Brunnen::N,vodnják,šulinys
529,Weide::N,páša,ganykla
530,Weide::N,páša,gluosnis
531,Pfad::N,stezà,takas
532,Weg::N,pót,kelias
533,Straße::N,césta,gatvė
534,Dorf::N,vás,kaimas
535,Dorf::N,vás,sodžius
536,Stadt::N,mésto,miestas
537,Brief::N,písmo,laiškas
538,Buch::N,knjíga,knyga
539,Buchstabe::N,čŕka,raidė
540,Zeitung::N,čásnik,laikraštis
541,Leben::N,življênje,gyvybė
542,Leben::N,življênje,gyvenimas
543,Tod::N,smŕt,mirtis
544,Grab::N,gròb,kapas
545,Kirche::N,cérkev,bažnyčia
546,Sünde::N,gréh,nuodėmė
547,Sünde::N,gréh,nusidėjimas
548,Gott::N,bóg,dievas
549,Arbeiter::N,délavec,darbininkas
550,Chef::N,šéf,šefas
551,Chef::N,šéf,vadovas
552,Chef::N,šéf,viršininkas
553,Meister::N,mójster,meistras
554,Arzt::N,zdravník,gydytojas
555,Lehrer::N,učítelj,mokytojas
556,Geld::N,denár,pinigai
557,Geschäft::N,kupčíja,biznis
558,Laden::N,trgovína,krautuvė
559,Laden::N,trgovína,parduotuvė
560,Preis::N,céna,kaina
561,Ware::N,róba,prekė
562,Nutzen::N,príd,nauda
563,Nutzen::N,príd,pelnas
564,Reichtum::N,bogástvo,turtas
565,Welt::N,svét,pasaulis
566,Land::N,dežêla,žemė
567,Land::N,dežêla,šalis
568,Staat::N,držáva,valstija
569,König::N,králj,karalius
570,Macht::N,oblást,galia
571,Macht::N,oblást,valdžia
572,Grenze::N,mêja,riba
573,Grenze::N,mêja,siena
574,Krieg::N,vôjna,karas
575,Feind::N,sovrážnik,priešas
576,Gewalt::N,nasílje,jėga
577,Gewalt::N,nasílje,smurtas
578,Gewalt::N,nasílje,prievarta
579,Kampf::N,bòj,kova
580,Kampf::N,bórba,kova
581,Bogen[Waffe]::N,lók,lankas
582,Pfeil::N,puščíca,strėlė
583,Gewehr::N,púška,šautuvas
584,Fehler::N,zmóta,klaida
585,Lüge::N,láž,melas
586,Schaden::N,okvára,nuostolis
587,Schaden::N,okvára,apgadinimas
588,Unglück::N,nesréča,nelaimė
589,Schuld::N,krívda,kaltė
590,Alter::N,dôba,amžius
591,Schluss::N,kônec,pabaiga
592,Zeit::N,čàs,laikas
593,Tag::N,dán,diena
594,Morgen::N,jútro,rytas
595,Mittag::N,póldan,vidurdienis
596,Abend::N,večér,vakaras
597,Nacht::N,nóč,naktis
598,Woche::N,téden,savaitė
599,Monat::N,mésec,mėnuo
600,Jahr::N,léto,metai
601,Frühling::N,pomlád,pavasaris
602,Sommer::N,polétje,vasara
603,Herbst::N,jesén,ruduo
604,Winter::N,zíma,žiema
605,Januar::N,jánuar,sausis
606,Februar::N,fébruar,vasaris
607,März::N,márec,kovas
608,April::N,apríl,balandis
609,Mai::N,máj,gegužė
610,Juni::N,júnij,birželis
611,Juli::N,júlij,liepa
612,August::N,avgúst,rugpjūtis
613,September::N,septêmber,rugsėjis
614,Oktober::N,október,spalis
615,November::N,novêmber,lapkritis
616,Dezember::N,decémber,gruodis
617,Montag::N,ponedéljek,pirmadienis
618,Dienstag::N,tôrek,antradienis
619,Mittwoch::N,sréda,trečiadienis
620,Donnerstag::N,četŕtek,ketvirtadienis
621,Freitag::N,pétek,penktadienis
622,Samstag::N,sobóta,šeštadienis
623,Sonntag::N,nedélja,sekmadienis
624,groß::A,vêlik,didis
625,groß::A,vêlik,didelis
626,klein::A,májhen,mažas
627,lang::A,dólg,ilgas
628,kurz::A,krátek,trumpas
629,breit::A,širòk,platus
630,schmal::A,ózek,smulkus
631,dicht::A,góst,tankus
632,dick[Gegenstand]::A,dêbel,storas
633,dünn::A,tánek,plonas
634,fein::A,drôben,smulkus
635,fest::A,tŕden,kietas
636,fest::A,tŕden,tvirtas
637,flach::A,plán,lėkštas
638,flach::A,plán,plokščias
639,flach::A,plòsk,lėkštas
640,flach::A,plòsk,plokščias
641,glatt::A,gládek,slidus
642,hart::A,tŕd,kietas
643,weich::A,mehák,minkštas
644,rund::A,okrógel,apvalus
645,rund::A,okrógel,apskritas
646,spitz::A,šílast,aštrus
647,spitz::A,šílast,smailus
648,scharf::A,óster,aštrus
649,stumpf::A,tóp,bukas
650,stumpf::A,tóp,atšipęs
651,stumpf::A,skŕhan,bukas
652,stumpf::A,skŕhan,atšipęs
653,schwer::A,têžek,sunkus
654,schön::A,lép,gražus
655,schön::A,krásen,gražus
656,heiß::A,vròč,karštas
657,warm::A,tôpel,šiltas
658,kalt::A,mŕzel,šaltas
659,kalt::A,hláden,šaltas
660,kühl::A,hláden,vėsus
661,kühl::A,hláden,bejausmis
662,frisch::A,svéž,šviežias
663,feucht::A,vlážen,drėgnas
664,nass::A,móker,šlapias
665,trocken::A,súh,sausas
666,voll::A,póln,pilnas
667,leer::A,prázen,tuščias
668,offen::A,odpŕt,atviras
669,geschlossen::A,zapŕt,uždaras
670,geschlossen::A,zapŕt,uždarytas
671,sauber::A,číst,švarus
672,sauber::A,líčen,švarus
673,schmutzig::A,umázan,nešvarus
674,schmutzig::A,umázan,purvinas
675,roh::A,suròv,žalias
676,reif::A,zrèl,prinokęs
677,reif::A,zrèl,pribrendęs
678,lecker::A,okúsen,gardus
679,süß::A,sládek,saldus
680,bitter::A,grenák,kartus
681,sauer::A,kísel,gižus
682,sauer::A,kísel,rūgštus
683,hell::A,svetèl,šviesus
684,hell::A,svetèl,skaistus
685,dunkel::A,temèn,tamsus
686,schwarz::A,čŕn,juodas
687,weiß::A,bél,baltas
688,rot::A,rdèč,raudonas
689,gelb::A,žólt,geltonas
690,gelb::A,rumèn,geltonas
691,blau::A,móder,mėlynas
692,grün::A,zelèn,žalias
693,grau::A,sív,pilkas
694,bunt::A,písan,margas
695,bunt::A,písan,spalvotas
696,billig::A,pocéni,pigus
697,teuer::A,drág,brangus
698,wertvoll::A,dragocén,vertingas
699,blind::A,slép,aklas
700,taub::A,glúh,kurčias
701,kräftig::A,močán,stiprus
702,stark::A,ják,stiprus
703,schwach::A,šíbek,silpnas
704,fett::A,dêbel,riebus
705,schlank::A,vítek,laibas
706,schlank::A,vítek,lieknas
707,hübsch::A,lép,gražus
708,böse::A,zèl,blogas
709,böse::A,hudôben,blogas
710,dumm::A,glúp,paikas
711,dumm::A,glúp,kvailas
712,dumm::A,bédast,paikas
713,dumm::A,bédast,kvailas
714,faul::A,lén,tingus
715,fleißig::A,marljív,stropus
716,fleißig::A,marljív,kruopštus
717,geizig::A,škŕt,šykštus
718,klug::A,pámeten,sumanus
719,klug::A,pámeten,protingas
720,geschickt::A,spréten,apsukrus
721,lieb::A,míl,mielas
722,lieb::A,ljúb,mielas
723,lustig::A,vesél,smagus
724,lustig::A,vesél,linksmas
725,sanft::A,láhek,švelnus
726,sanft::A,láhek,minkštas
727,hungrig::A,láčen,alkanas
728,krank::A,bolán,ligotas
729,krank::A,bolán,sergantis
730,nackt::A,nág,nuogas
731,traurig::A,túžen,liūdnas
732,lebendig::A,žív,gyvas
733,gut::A,dóber,geras
734,schlecht::A,malopríden,blogas
735,schlecht::A,malopríden,prastas
736,richtig::A,pravílen,tikras
737,richtig::A,pravílen,teisingas
738,schlimm::A,húd,blogas
739,schlimm::A,húd,prastas
740,wahr::A,resníčen,tikras
741,alt::A,stàr,senas
742,neu::A,nòv,naujas
743,ehemalig::A,nekdánji,buvęs
744,alt[Lebewesen]::A,stàr,pagyvenęs
745,jung::A,mlád,jaunas
746,arm::A,ubóg,neturtingas
747,arm::A,réven,neturtingas
748,reich::A,bogàt,turtingas
749,bekannt::A,znán,žinomas
750,bekannt::A,znán,pažįstamas
751,berühmt::A,sláven,žymus
752,berühmt::A,sláven,garsus
753,berühmt::A,znamenít,žymus
754,berühmt::A,znamenít,garsus
755,fremd::A,túj,svetimas
756,verschieden::A,razlíčen,įvairus
757,nah::A,blížnji,artimas
758,fern::A,dáleč,tolimas
759,linker::A,lévi,kairys
760,rechter::A,désni,dešinys
761,anderer::A,drúgi,kitas
762,erster::A,pŕvi,pirmas
763,zweiter::A,drúgi,antras
764,dritter::A,trétji,trečias
765,letzter::A,poslédnji,paskutinis
766,allein::ADV,sám,vienas
767,auf einmal::ADV,obênem,iš karto
768,zusammen::ADV,skúpaj,kartu
769,zusammen::ADV,skúpaj,drauge
770,lange::ADV,dólgo,ilgai
771,plötzlich::ADV,náglo,staiga
772,plötzlich::ADV,nenádoma,staiga
773,sofort::ADV,prècej,tuojau
774,später::ADV,poznêje,vėliau
775,später::ADV,poznêje,paskiau
776,jetzt::ADV,zdàj,dabãr
777,heute::ADV,dánes,šiandien
778,morgen::ADV,jútri,rytoj
779,bald::ADV,kmálu,greitai
780,bald::ADV,kmálu,netrukus
781,dann::ADV,nató,po to
782,gestern::ADV,včéraj,vakar
783,einst::ADV,nékdaj,kadaise
784,einst::ADV,nékdaj,kitą kartą
785,damals::ADV,tedàj,anuomet
786,damals::ADV,tedàj,anuokart
787,damals::ADV,takràt,anuomet
788,damals::ADV,takràt,anuokart
789,danach::ADV,potèm,po to
790,danach::ADV,potèm,paskui
791,vorher::ADV,poprèj,anksčiau
