,Concept_ID,el,ab
1290,prahlen::V,καυχιέμαι,аҽхəара
1291,übersetzen::V,μεταφράζω,аиҭагара
1292,denken::V,σκέφτομαι,азхəыцра
1293,glauben::V,πιστεύω,ахаҵара
1294,bemerken::V,παρατηρώ,агəаҭара
1295,erkennen::V,αναγνωρίζω,адырра
1296,begreifen::V,καταλαβαίνω,аилкаара
1297,verstehen::V,ακούω,аҳара
1298,lernen::V,μαθαίνω,аҵара
1299,wissen::V,ξέρω,адырра
1300,sich erinnern an::V,θυμάμαι,агəаларшəара
1301,vergessen::V,ξεχνώ,ахашҭра
1302,messen::V,μετρώ,ашəара
1303,zählen::V,μετρώ,аҧхьаӡара
1304,rechnen::V,λογαριάζω,аҳасабра
1305,lesen::V,διαβάζω,аҧхьара
1306,malen::V,ζωγραφίζω,
1307,zeichnen::V,σχεδιάζω,
1308,schreiben::V,γράφω,
1309,besitzen::V,κατέχω,амазаара
1310,kaufen::V,αγοράζω,Аахəара
1311,verkaufen::V,πουλώ,аҭира
1312,bezahlen::V,πληρώνω,ахҭынҵара
1313,bezahlen::V,πληρώνω,ашəара
1314,zahlen::V,πληρώνω,ашəара
1315,beherrschen::V,κυριαρχώ,
1316,ertragen::V,βαστώ,ачҳара
1317,ertragen::V,αντέχω,ачҳара
