,Concept_ID,el,ab
147,Zweig::N,κλάδος,амахəҭа
148,Blatt::N,φύλλο,абҕьы
149,Birke::N,σημύδα,аҵааҵла
150,Kiefer[Baum]::N,πεύκο,амза
151,Weide[Baum]::N,ιτιά,аҧслыш
152,Tanne::N,έλατο,аҧсаӡ
153,Horn::N,κέρας,атəыҩа
154,Horn::N,κέρατο,атəыҩа
155,Feder::N,φτερό,ахӡы
156,Fell::N,δέρμα,ацəа
157,Fell::N,τομάρι,ацəа
158,Flügel::N,πτερύγιο,амҵəыжəа
159,Klaue::N,κουλό,ашьапхыц
160,Kralle::N,νύχι,
161,Schwanz::N,ουρά,аҵыхəа
162,Ei::N,αβγό,акəтаӷь
163,Nest::N,φωλιά,аҭра
164,Nest::N,φωλιά,аҵысҭра
165,Bau::N,φωλιά,аҭыҩра
166,Tier::N,ζώο,аҧстəы
167,Tier::N,ζώο,агыгшəыг
168,Herde::N,κοπάδι,агəарҭа
169,Kuh::N,αγελάδα,ажə
170,Bulle::N,ταύρος,ацə
171,Pferd::N,άλογο,аҽы
172,Schaf::N,πρόβατο,ауаса
173,Schwein::N,γουρούνι,аҳəа
174,Hund::N,σκυλί,ала
175,Hund::N,σκύλος,ала
176,Katze::N,γάτα,ацгəы
177,Bär::N,άρκτος,амшə
178,Bär::N,αρκούδα,амшə
179,Eichhörnchen::N,βερβερίτσα,аеш
180,Elch::N,άλκη,аҽаҩа
181,Fuchs::N,αλεπού,абгахəыҷы
182,Hase::N,λαγός,ажьа
183,Maus::N,ποντικός,аҳəынаҧ
184,Wolf::N,λύκος,абгаду
185,Vogel::N,πουλί,аҧсаатə
186,Schwarm::N,σμήνος,
187,Huhn::N,κότα,акəты
188,Huhn::N,όρνιθα,акəты
189,Hahn::N,πετεινός,арбаҕь
190,Gans::N,χήνα,аҟыз
191,Adler::N,αετός,ауарба
192,Ente::N,πάπια,акəата
193,Eule::N,κουκουβάγια,аты
194,Kranich::N,γερανός,апҟа
195,Krähe::N,καρακάξα,аҟəараан
196,Kuckuck::N,κούκος,акəыкəу
197,Schwan::N,κύκνος,агьад
198,Fisch::N,ψάρι,аҧсыӡ
199,Barsch::N,πέρκα,ацəыбла
200,Hecht::N,λούτσος,ахиаала
201,Schlange[Tier]::N,φίδι,амаҭ
202,Wurm::N,σκουλήκι,ахəа
203,Wurm::N,σκουλήκι,ахəац
204,Spinne::N,αράχνη,абызкаҭаҳа
205,Ameise::N,μυρμήγκι,ашышкамс
206,Laus::N,ψείρα,аҵа
207,Mücke::N,κουνούπι,акəыбры
208,Fliege::N,μύγα,амҵ
209,Schmetterling::N,πεταλούδα,аҧарҧалыкь
210,Beere::N,ρόγα,аргуц
211,Apfel::N,μήλο,аҵəа
212,Pilz::N,μανιτάρι,акəкəбаа
213,Zwiebel::N,κρεμμύδι,аџьымшьы
214,Zwiebel::N,κρεμμύδι,аџьымшьхы
215,Saat::N,σπόρος,ажəла
216,Korn::N,σπυρί,арыц
217,Heu::N,σανός,аҭəа
218,Schale::N,τσόφλι,ацəа
219,Grube::N,λάκκος,ажра
220,Grube::N,λάκκος,атыша
221,Falle::N,παγίδα,арыҧҟьа
222,Schlinge::N,θηλειά,аҟəараҟəантə
223,Spur::N,ίχνος,ашьҭа
224,Asche::N,στάχτη,ахəа
225,Dreck::N,βρωμιά,аҳəынҵəа
226,Dreck::N,βρωμιά,аҟьамсар
227,Eisen::N,σίδερο,аиха
228,Gold::N,μάλαμα,ахьы
229,Gold::N,χρυσάφι,ахьы
230,Silber::N,ασήμι,аразны
231,Silber::N,άργυρος,аразны
232,Kohle::N,κάρβουνο,арацəа
233,Glas::N,γυαλί,асаркьа
234,Lehm::N,πηλός,анышəаҧшь
235,Sand::N,άμμος,аҧслымӡ
236,Mensch::N,άνθρωπος,ауаҩы
237,Mann::N,άνδρας,ахаҵа
238,Frau::N,γυναίκα,аҧҳəыс
239,Kind::N,παιδί,ахəыҷы
240,Junge::N,αγόρι,аҷкəын
241,Junge::N,αγόρι,ахаҵарҧыс
242,Mädchen::N,κοπέλα,аӡӷаб
243,Mädchen::N,κορίτσι,аӡӷаб
244,Familie::N,οικογένεια,аҭаацəа
245,Großvater::N,παππούς,абду
246,Großmutter::N,γιαγιά,анду
247,Eltern::N,γονείς,ани аби
248,Vater::N,πατέρας,аб
249,Mutter::N,μητέρα,ан
250,Sohn::N,γιος,аҧа
251,Tochter::N,κόρη,аҧҳа
252,Bruder::N,αδελφός,аиашьа
253,Schwester::N,αδελφή,Аҳəшьа
254,Onkel::N,θείος,абиашьа
255,Onkel::N,θείος,аншьа
256,Tante::N,θεία,абиаҳəшьа
257,Ehemann::N,σύζυγος,ахаҵа
258,Ehemann::N,σύζυγος,аҧшəма
259,Ehefrau::N,σύζυγος,аҧҳəыс
260,Freude::N,χαρά,агəырӷьара
261,Gelächter::N,γέλια,ачча
262,Gelächter::N,γέλια,аччара
263,Glück::N,ευτυχία,аразҟы
264,Kummer::N,έγνοια,агəырҩа
265,Wunsch::N,επιθυμία,агəхəтəы
266,Wunsch::N,επιθυμία,аҭахра
267,Lust::N,όρεξη,агəазыҳəара
268,Geist::N,πνέυμα,аҧсы
269,Gedanke::N,σκέψη,ахəыцырҭа
270,Gedächtnis::N,μνήμη,агəынкылара
271,Verstand::N,νους,ахшыҩ
272,Sinn::N,νόημα,аҵакы
273,Grund::N,λόγος,амзыз
274,Wahrheit::N,αλήθεια,аиаша
275,Gespräch::N,συνομιλία,аиҿцәажәара
276,Märchen::N,παραμύθι,алакə
277,Erzählung::N,διήγημα,ажәабжь
278,Nachricht::N,είδηση,адырраҭара
279,Neuigkeit::N,νέο,ажәабжь ҿыц
280,Name::N,όνομα,ахьӡ
281,Rätsel::N,αίνιγμα,ацуфара
282,Rede::N,λόγος,ажәа
283,Rede::N,ομιλία,ажәа
284,Sprache::N,γλώσσα,абызшəа
285,Stimme::N,φωνή,абжьы
286,Wort::N,λέξη,ажәа
287,Zeichen::N,σημείο,адырга
288,Ruf::N,κραυγή,аҿҭы
289,Lärm::N,θόρυβος,ашьҭыбжь
290,Laut::N,ήχος,ашьҭыбжь
291,Ton::N,ήχος,атон
292,Ton::N,τόνος,атон
293,Lied::N,τραγούδι,ашəа
294,Ruhe::N,ησυχία,аҭынчра
295,Leute::N,κόσμος,ауаа
296,Leute::N,άνθρωποι,ауаа
297,Volk::N,λαός,ажəлар
298,Arbeit::N,εργασία,аусура
299,Gast::N,επισκέπτης,асас
300,Geschenk::N,δώρο,аҳамҭа
301,Geschenk::N,δώρο,аҿанҵа
302,Spiel::N,παιχνίδι,ахəмарра
303,Gesellschaft::N,κοινωνία,агəыҧ
304,Hilfe::N,βοήθεια,ацхыраара
305,Freund::N,φίλος,аҩыза
306,Kamerad::N,σύντροφος,Аҧхнагьла
307,Angelegenheit::N,υπόθεση,аус
308,Anzahl::N,αριθμός,ахыҧхьаӡара
309,Art::N,είδος,ахкы
310,Stück::N,κομμάτι,аҽыҭ
311,Teil::N,μέρος,ахəҭа
312,Hälfte::N,μισό,абжа
313,Kreis::N,κύκλος,агьагьа
314,Kreuz::N,σταυρός,аџьар
315,Linie::N,γραμμή,аицтәар
316,Strich::N,γραμμή,ацəаҳəа
317,Abstand::N,απόσταση,абжьара
318,Entfernung::N,απόσταση,абжьара
319,Gegend::N,περιοχή,аҭыҧ
320,Gegend::N,τοποθεσία,аҭыҧ
321,Platz::N,χώρος,аҭыҧ
322,Ort::N,τόπος,аҭыҧ
323,Seite::N,πλευρά,аган
324,Mitte::N,μέση,агəҭа
325,Gegenstand::N,αντικείμενο,амаҭəар
326,Sache::N,πράγμα,
327,Rand::N,άκρη,аҵкар
328,Rand::N,χείλος,аҵкар
329,Kante::N,άκρη,авардым
330,Ecke::N,γωνιά,акəакь
331,Spitze::N,μύτη,аҧынҵа
332,Ende::N,άκρη,анаӡара
333,Loch::N,τρύπα,акылҵəара
334,Winkel::N,γωνία,агҿаҩра
335,Winkel::N,γωνία,акəындхə
336,Winkel::N,γωνία,акəакь
337,Muster::N,σχέδιο,аҟҟа
338,Größe::N,μέγεθος,изаҟароу
339,Länge::N,μήκος,аура
340,Höhe::N,ύψος,агылара
341,Gewicht::N,βάρος,акапан
342,Menge::N,ποσότητα,
343,Haufen::N,σωρός,ачаҟəа
344,Reihe::N,αράδα,ацəаҳəа
345,Boot::N,βάρκα,анышь
346,Ruder::N,κουπί,ажəҩа
347,Schlitten::N,έλκηθρο,ашəаҩауардын
348,Ski::N,σκι,ашəаҩа
349,Ski::N,σκι,ашьахаха
350,Lagerfeuer::N,φωτιά,еиқуу амца
351,Last::N,φορτίο,ахьанҭара
352,Gang::N,δρόμος,аныҟəара
353,Schritt::N,βήμα,ашьаҿа
354,Norden::N,βορράς,аҩада
355,Süden::N,νότος,алада
356,Westen::N,δύση,амраҭашəара
357,Osten::N,ανατολή,амрагылара
358,Holz::N,ξύλο,амҿымаҭəахə
359,Brett::N,σανίδι,аӷəы
360,Platte::N,πλάκα,ахаҳәцәы
361,Stütze::N,στήριγμα,аҵаргəа
362,Stütze::N,στήριγμα,агəышьаҟа
363,Stange::N,ραβδί,акьат
364,Stange::N,κοντός,акьат
365,Stock::N,ξύλο,алаба
366,Stock::N,μπαστούνι,алаба
367,Stab::N,ραβδί,акьат
368,Rohr::N,σωλήνας,абыкь
369,Haus::N,σπίτι,аҩны
370,Heim::N,σπίτι,аҭаацəа
371,Ofen::N,σόμπα,аҳақə
372,Ofen::N,σόμπα,ауаџьаҟ
373,Ofen::N,σόμπα,афрына
374,Ofen::N,θερμάστρα,аҳақə
375,Ofen::N,θερμάστρα,ауаџьаҟ
376,Ofen::N,θερμάστρα,афрына
377,Fußboden::N,πάτωμα,адашьма
378,Tisch::N,τραπέζι,аишәа
379,Stuhl::N,καρέκλα,аҟəардə
380,Wiege::N,κούνια,агара
381,Bett::N,κρεβάτι,акаруаҭ
382,Regal::N,ράφι,акыӷəра
383,Kiste::N,κιβώτιο,аидчаҧала
384,Fenster::N,παράθυρο,аҧенџьыр
385,Tür::N,πόρτα,ашə
386,Tor::N,πύλη,агəашə
387,Zaun::N,φράχτης,аанда
388,Dach::N,στέγη,ахыб
389,Leiter::N,σκάλα,амардуан
390,Leiter::N,κλίμακα,амардуан
391,Besen::N,σκούπα,аҧссага
392,Spaten::N,φτυάρι,ажыга
393,Schaufel::N,φτυάρι,аҭəарӷəы
394,Gabel::N,πιρούνι,ачқьыҧ
395,Löffel::N,κουτάλι,амҳаҵə
396,Messer::N,μαχαίρι,аҳəызба
397,Nagel::N,καρφί,аҵəымӷ
398,Netz::N,δίχτυ,акаҭа
399,Haken::N,γάντζος,аҵəаҳə
400,Haken::N,αγκίστρι,аҵəаҳə
401,Griff::N,λαβή,амаа
402,Schloss::N,κλειδαριά,асаҧаҭ
403,Bild::N,εικόνα,асахьа
404,Figur::N,ανάστημα,афигура
405,Puppe::N,κούκλα,акьанџьа
406,Beutel::N,πουγγί,асакь
407,Bündel::N,δεμάτι,аҿаҳəара
408,Tasche::N,τσάντα,арҭмаҟ
409,Eimer::N,κουβάς,аведра
410,Deckel::N,καπάκι,ахҩа
411,Geschirr::N,σκεύη,ачысмаҭəа
412,Sack::N,σάκος,асакь
413,Tasse::N,φλιτζάνι,аҵəца
414,Topf::N,χύτρα,акаструлиа
415,Kessel::N,καζάνι,ачуан
416,Essen::N,φαγητό,
417,Nahrung::N,τροφή,афатə
418,Speise::N,φαγητό,афатə
419,Fleisch::N,κρέας,акəац
420,Getreide::N,σιτάρι,ачакуа
421,Brei::N,χυλός,ақашь
422,Brot::N,ψωμί,ача
423,Brot::N,άρτος,ача
424,Scheibe::N,φέτα,аҽыҭ
425,Scheibe::N,φέτα,аҿаҵа
426,Fett::N,πάχος,ашша
427,Butter::N,βούτυρο,ахəша
428,Öl::N,λάδι,азеҭ
429,Salz::N,αλάτι,аџьыка
430,Suppe::N,σούπα,асуҧ
431,Honig::N,μέλι,ацха
432,Milch::N,γάλα,ахш
433,Tee::N,τσάι,ачаи
434,Leder::N,πετσί,ацəа
435,Wolle::N,μαλλί,аласа
436,Stoff::N,ύφασμα,Аба
437,Nadel::N,βελόνα,агəыр
438,Faden::N,κλωστή,арахəыц
439,Knopf::N,κουμπί,аҳəынҵəра
440,Knoten::N,κόμπος,аиқəҳəала
441,Farbe::N,μπογιά,ашəыга
442,Kleidung::N,ρούχα,амаҭəа
443,Kleidung::N,ενδυμασία,амаҭəа
444,Hemd::N,πουκάμισο,акьаҿ
445,Kragen::N,κολάρο,ахəда
446,Ärmel::N,μανίκι,амаӷра
447,Hose::N,πανταλόνι,аиқəа
448,Gürtel::N,ζώνη,амаҟа
449,Mütze::N,σκούφος,ахылҧа
450,Schuh::N,παπούτσι,аимаа
451,Stiefel::N,μπότα,амагə
452,Ring::N,δαχτυλίδι,амацəаз
453,Band::N,κορδέλα,алента
454,Kamm::N,χτένα,ахҳəа
455,Spiegel::N,καθρέφτης,асаркьа
456,Riemen::N,λουρί,аа
457,Schnur::N,κορδόνι,ашаха
458,Leine::N,σχοινί,аҕура
459,Decke::N,κουβέρτα,ахыза
460,Kissen::N,μαξιλάρι,ахчы
461,Tuch::N,πανί,акасы
462,Tuch::N,μαντήλι,акасы
463,Handtuch::N,πετσέτα,ампахьшьы
464,Kraft::N,δύναμη,амч
465,Stärke::N,ισχύς,амч
466,Stärke::N,δύναμη,амч
467,Gesundheit::N,υγεία,агəабзиара
468,Krankheit::N,αρρώστια,ачымазара
469,Schmerz::N,πόνος,ахьаа
470,Wunde::N,πληγή,ахəра
471,Fieber::N,πυρετός,ашоура
472,Arznei::N,φάρμακο,ахəшə
473,Brücke::N,γέφυρα,ацҳа
474,Brunnen::N,πηγάδι,аҵыџь
475,Weide::N,βοσκή,аҳəырҭа
476,Pfad::N,μονοπάτι,амхəасҭа
477,Weg::N,δρόμος,амҩа
478,Straße::N,οδός,амҩа
479,Straße::N,δρόμος,амҩа
480,Dorf::N,χωριό,ақыҭа
481,Stadt::N,πόλη,ақалақь
482,Brief::N,γράμμα,ашəҟəы
483,Brief::N,επιστολή,ашəҟəы
484,Buch::N,βιβλίο,ашəҟəы
485,Buchstabe::N,γράμμα,анбан
486,Zeitung::N,εφημερίδα,агазеҭ
487,Leben::N,ζωή,аҧсҭазаара
488,Leben::N,βίος,аҧсҭазаара
489,Tod::N,θάνατος,аҧсра
490,Grab::N,τάφος,анышəынҭра
491,Kirche::N,εκκλησία,ауахəама
492,Sünde::N,αμαρτία,агəнаҳа
493,Gott::N,θεός,анцəа
494,Arbeiter::N,εργάτης,аусуҩ
495,Chef::N,προϊστάμενος,Аиҳабы
496,Meister::N,μάστορας,аҟаза
497,Meister::N,αρχιτεχνίτης,аҟаза
498,Arzt::N,γιατρός,аҳақьым
499,Lehrer::N,δάσκαλος,арҵаҩы
500,Geld::N,λεφτά,аҧара
501,Geld::N,χρήματα,аҧара
502,Geschäft::N,συναλλαγή,
503,Laden::N,μαγαζί,амагазин
504,Laden::N,κατάστημα,амагазин
505,Preis::N,τιμή,ахə
506,Ware::N,εμπόρευμα,атауар
507,Nutzen::N,όφελος,ақьар
508,Reichtum::N,πλούτος,абеиара
509,Welt::N,κόσμος,адунеи
510,Land::N,χώρα,атəыла
511,Staat::N,κράτος,аҳəынҭқарра
512,Staat::N,πολιτεία,аҳəынҭқарра
513,König::N,βασιλιάς,акрал
514,Macht::N,εξουσία,амчра
515,Grenze::N,σύνορα,аҳəаа
516,Krieg::N,πόλεμος,аибашьра
517,Feind::N,εχθρός,Аҕа
518,Gewalt::N,βία,ақəымчра
519,Kampf::N,αγώνας,ақəҧара
520,Bogen[Waffe]::N,τόξο,ахыц
521,Pfeil::N,σαΐτα,ахəымпал
522,Gewehr::N,τουφέκι,ашəақь
523,Fehler::N,λάθος,агха
524,Fehler::N,σφάλμα,агха
525,Lüge::N,ψέμα,амц
526,Lüge::N,ψεύδος,амц
527,Schaden::N,ζημία,аҧырхага
528,Unglück::N,δυστυχία,арыцҳара
529,Schuld::N,ενοχή,ахара
530,Schuld::N,φταίξιμο,ахара
531,Alter::N,ηλικία,ақəра
532,Schluss::N,τέλος,анҵəамҭа
533,Zeit::N,χρόνος,аамта
534,Tag::N,μέρα,амш
535,Tag::N,ημέρα,амш
536,Morgen::N,πρωί,ашара
537,Morgen::N,πρωί,ашьыбжь
538,Mittag::N,μεσημέρι,шьыбжьон
539,Abend::N,βράδυ,ахəылҧаз
540,Abend::N,βράδυ,ахəлбыҽха
541,Nacht::N,νύχτα,аҵх
542,Woche::N,εβδομάδα,амчыбжь
543,Monat::N,μήνας,
544,Jahr::N,έτος,
545,Jahr::N,χρόνος,
546,Frühling::N,άνοιξη,ааҕын
547,Sommer::N,καλοκαίρι,аҧхын
548,Herbst::N,φθινόπωρο,ҭагалан
549,Herbst::N,φθινόπωρο,хкаарачан
550,Winter::N,χειμώνας,аӡын
551,Januar::N,Ιανουάριος,ианвар
552,Februar::N,Φεβρουάριος,февраль
553,März::N,Μάρτιος,март
554,April::N,Απρίλιος,апрель
555,Mai::N,Μάιος,маи
556,Juni::N,Ιούνιος,иуун
557,Juli::N,Ιούλιος,иууль
558,August::N,Αύγουστος,август
559,September::N,Σεπτέμβριος,сентиабр
560,Oktober::N,Οκτώβριος,октиабр
561,November::N,Νοέμβριος,ноиабр
562,Dezember::N,Δεκέμβριος,декабр
563,Montag::N,Δευτέρα,ашəахьа
564,Dienstag::N,Τρίτη,аҩаша
565,Mittwoch::N,Τετάρτη,ахаша
566,Donnerstag::N,Πέμπτη,аҧшьаша
567,Freitag::N,Παρασκευή,ахəаша
568,Samstag::N,Σάββατο,асабша
569,Sonntag::N,Κυριακή,амҽыша
570,groß::A,μεγάλος,аду
571,klein::A,μικρός,амаҷ
572,lang::A,μακρύς,ахəхəа
573,kurz::A,κοντός,акьаҿ
574,breit::A,φαρδύς,аиужь
575,breit::A,φαρδύς,аиҵых
576,schmal::A,στενός,аҭшəа
577,dicht::A,πυκνός,аилач
578,dick[Gegenstand]::A,παχύς,ажəпа
579,dick[Gegenstand]::A,χοντρός,ажəпа
580,dünn::A,ψιλός,
581,dünn::A,λεπτός,
582,fein::A,ψιλός,апа
583,fein::A,ψιλός,аҵаӷа
584,fein::A,ψιλός,аӡа
585,fest::A,στερεός,аҟаца
586,fest::A,στερεός,аӷəӷəаҟаца
587,flach::A,επίπεδος,ақəаҟьа
588,flach::A,επίπεδος,аҧаҟьа
589,glatt::A,λείος,аимаҩзы
590,glatt::A,ομαλός,аимаҩзы
591,hart::A,σκληρός,акьакьа
592,weich::A,μαλακός,атата
593,rund::A,στρογγυλός,акəмпыл
594,spitz::A,μυτερός,аҵар
595,scharf::A,κοφτερός,аҵар
596,stumpf::A,αμβλύς,ацагə
597,schwer::A,βαρύς,ахьанҭа
598,schön::A,ωραίος,аҧшӡа
599,schön::A,όμορφος,аҧшӡа
600,heiß::A,ζεστός,ашы
601,warm::A,θερμός,аҧха
602,kalt::A,κρύος,ахьшəашəа
603,kalt::A,ψυχρός,ахьшəашəа
604,kühl::A,δροσερός,ахьшəашəа
605,kühl::A,δροσερός,ицәыхьшәашәоу
606,frisch::A,νωπός,цқьа
607,frisch::A,φρέσκος,цқьа
608,feucht::A,υγρός,ацəаак
609,nass::A,βρεγμένος,абааӡа
610,trocken::A,ξηρός,Аба
611,trocken::A,ξηρός,аҩа
612,trocken::A,στεγνός,Аба
613,trocken::A,στεγνός,аҩа
614,voll::A,γεμάτος,азна
615,leer::A,άδειος,аҭацəы
616,offen::A,ανοιχτός,аарта
617,geschlossen::A,κλειστός,ихҩоу
618,geschlossen::A,κλειστός,иаркыу
619,sauber::A,καθαρός,ацқьа
620,schmutzig::A,βρώμικος,аҟьашь
621,schmutzig::A,λερωμένος,аҟьашь
622,roh::A,ωμός,
623,reif::A,ώριμος,Арҭ
624,reif::A,ώριμος,аҟала
625,reif::A,ώριμος,иҟалахьоу
626,lecker::A,νόστιμος,ахаа
627,süß::A,γλυκός,азла
628,bitter::A,πικρός,аша
629,sauer::A,ξινός,аҵəҵəы
630,hell::A,φωτεινός,алаша
631,dunkel::A,σκοτεινός,алашьца
632,schwarz::A,μαύρος,аиқуаҵәа
633,schwarz::A,μελανός,аиқуаҵәа
634,weiß::A,άσπρος,ашкəакəа
635,rot::A,κόκκινος,аҟаҧшь
636,gelb::A,κίτρινος,аҩеижь
637,blau::A,μπλε,аҽҵәа
638,blau::A,γαλανός,аҽҵәа
639,grün::A,πράσινος,ашьацҧшҭəала
640,grün::A,πράσινος,аеҵəа
641,grau::A,γκρίζος,ацəыш
642,bunt::A,ποικιλόχρωπος,Аилыҕраа
643,bunt::A,ποικιλόχρωπος,аҕраҷкəын
644,billig::A,φτηνός,амариа
645,teuer::A,ακριβός,амҩан
646,wertvoll::A,πολύτιμος,кыр иаҕсоу
647,wertvoll::A,πολύτιμος,акыр иаҕсоу
648,blind::A,τυφλός,алашə
649,taub::A,κουφός,адагəа
650,kräftig::A,δυνατός,аӷəӷəа
651,stark::A,γερός,абаҟа
652,schwach::A,αδύνατος,акəада
653,fett::A,παχύς,аҧсыла
654,schlank::A,λεπτός,акала
655,schlank::A,λεπτός,акьалантар
656,schlank::A,λεπτός,аиҿартə
657,schlank::A,λυγερός,акала
658,schlank::A,λυγερός,акьалантар
659,schlank::A,λυγερός,аиҿартə
660,hübsch::A,όμορφος,аҧшӡа
661,hübsch::A,χαριτωμένος,аҧшӡа
662,böse::A,κακός,абааҧсы
663,dumm::A,κουτός,агаӡа
664,dumm::A,ανόητος,агаӡа
665,faul::A,τεμπέλης,аашьа
