,Concept_ID,la,ab
147,Nest::N,nidus,аҵысҭра
148,Bau::N,cavum,аҭыҩра
149,Bau::N,latibulum,аҭыҩра
150,Tier::N,bestia,аҧстəы
151,Tier::N,bestia,агыгшəыг
152,Herde::N,grex,агəарҭа
153,Kuh::N,vacca,ажə
154,Bulle::N,taurus,ацə
155,Pferd::N,equus,аҽы
156,Schaf::N,ovis,ауаса
157,Schwein::N,sus,аҳəа
158,Schwein::N,porcus,аҳəа
159,Hund::N,canis,ала
160,Katze::N,felis,ацгəы
161,Bär::N,ursus,амшə
162,Eichhörnchen::N,sciurus,аеш
163,Elch::N,alces,аҽаҩа
164,Fuchs::N,vulpes,абгахəыҷы
165,Hase::N,lepus,ажьа
166,Maus::N,mus,аҳəынаҧ
167,Wolf::N,lupus,абгаду
168,Vogel::N,avis,аҧсаатə
169,Schwarm::N,examen,
170,Huhn::N,gallina,акəты
171,Hahn::N,gallus,арбаҕь
172,Gans::N,anser,аҟыз
173,Adler::N,aquila,ауарба
174,Ente::N,anas,акəата
175,Eule::N,ulula,аты
176,Eule::N,noctua,аты
177,Kranich::N,grus,апҟа
178,Krähe::N,cornix,аҟəараан
179,Kuckuck::N,cuculus,акəыкəу
180,Schwan::N,olor,агьад
181,Schwan::N,cycnus,агьад
182,Fisch::N,piscis,аҧсыӡ
183,Barsch::N,perca,ацəыбла
184,Hecht::N,esox,ахиаала
185,Schlange[Tier]::N,serpens,амаҭ
186,Wurm::N,vermis,ахəа
187,Wurm::N,vermis,ахəац
188,Spinne::N,aranea,абызкаҭаҳа
189,Ameise::N,formica,ашышкамс
190,Laus::N,pediculus,аҵа
191,Mücke::N,culex,акəыбры
192,Fliege::N,musca,амҵ
193,Schmetterling::N,papilio,аҧарҧалыкь
194,Beere::N,baca,аргуц
195,Apfel::N,malum,аҵəа
196,Pilz::N,fungus,акəкəбаа
197,Zwiebel::N,cepa,аџьымшьы
198,Zwiebel::N,cepa,аџьымшьхы
199,Saat::N,seges,ажəла
200,Korn::N,granum,арыц
201,Heu::N,faenum,аҭəа
202,Schale::N,putamen,ацəа
203,Grube::N,fovea,ажра
204,Grube::N,fovea,атыша
205,Falle::N,pedica,арыҧҟьа
206,Schlinge::N,laqueus,аҟəараҟəантə
207,Spur::N,vestigium,ашьҭа
208,Asche::N,cinis,ахəа
209,Dreck::N,lutum,аҳəынҵəа
210,Dreck::N,lutum,аҟьамсар
211,Eisen::N,ferrum,аиха
212,Gold::N,aurum,ахьы
213,Silber::N,argentum,аразны
214,Kohle::N,carbo,арацəа
215,Glas::N,vitrum,асаркьа
216,Lehm::N,lutum,анышəаҧшь
217,Sand::N,arena,аҧслымӡ
218,Mensch::N,homo,ауаҩы
219,Mann::N,vir,ахаҵа
220,Frau::N,mulier,аҧҳəыс
221,Kind::N,puer,ахəыҷы
222,Kind::N,infans,ахəыҷы
223,Junge::N,puer,аҷкəын
224,Junge::N,puer,ахаҵарҧыс
225,Mädchen::N,puella,аӡӷаб
226,Familie::N,familia,аҭаацəа
227,Großvater::N,avus,абду
228,Großmutter::N,avia,анду
229,Eltern::N,parentes,ани аби
230,Vater::N,pater,аб
231,Mutter::N,mater,ан
232,Sohn::N,filius,аҧа
233,Tochter::N,filia,аҧҳа
234,Bruder::N,frater,аиашьа
235,Schwester::N,soror,Аҳəшьа
236,Onkel::N,patruus,абиашьа
237,Onkel::N,patruus,аншьа
238,Onkel::N,avunculus,абиашьа
239,Onkel::N,avunculus,аншьа
240,Tante::N,amita,абиаҳəшьа
241,Ehemann::N,maritus,ахаҵа
242,Ehemann::N,maritus,аҧшəма
243,Ehefrau::N,uxor,аҧҳəыс
244,Freude::N,gaudium,агəырӷьара
245,Freude::N,laetitia,агəырӷьара
246,Gelächter::N,risus,ачча
247,Gelächter::N,risus,аччара
248,Glück::N,felicitas,аразҟы
249,Kummer::N,aegritudo,агəырҩа
250,Wunsch::N,voluntas,агəхəтəы
251,Wunsch::N,voluntas,аҭахра
252,Wunsch::N,desiderium,агəхəтəы
253,Wunsch::N,desiderium,аҭахра
254,Lust::N,libido,агəазыҳəара
255,Lust::N,voluptas,агəазыҳəара
256,Geist::N,mens,аҧсы
257,Geist::N,animus,аҧсы
258,Gedanke::N,sententia,ахəыцырҭа
259,Gedächtnis::N,memoria,агəынкылара
260,Verstand::N,ratio,ахшыҩ
261,Verstand::N,ingenium,ахшыҩ
262,Sinn::N,sensus,аҵакы
263,Grund::N,causa,амзыз
264,Wahrheit::N,veritas,аиаша
265,Gespräch::N,sermo,аиҿцәажәара
266,Märchen::N,fabula,алакə
267,Erzählung::N,fabula,ажәабжь
268,Erzählung::N,narratio,ажәабжь
269,Nachricht::N,nuntius,адырраҭара
270,Neuigkeit::N,novitas,ажәабжь ҿыц
271,Name::N,nomen,ахьӡ
272,Rätsel::N,aenigma,ацуфара
273,Rede::N,oratio,ажәа
274,Sprache::N,lingua,абызшəа
275,Stimme::N,vox,абжьы
276,Wort::N,verbum,ажәа
277,Wort::N,vocabulum,ажәа
278,Zeichen::N,signum,адырга
279,Ruf::N,clamor,аҿҭы
280,Lärm::N,strepitus,ашьҭыбжь
281,Laut::N,sonus,ашьҭыбжь
282,Ton::N,sonus,атон
283,Lied::N,carmen,ашəа
284,Ruhe::N,quies,аҭынчра
285,Leute::N,homines,ауаа
286,Volk::N,populus,ажəлар
287,Arbeit::N,labor,аусура
288,Gast::N,hospes,асас
289,Gast::N,conviva,асас
290,Geschenk::N,munus,аҳамҭа
291,Geschenk::N,munus,аҿанҵа
292,Spiel::N,ludus,ахəмарра
293,Gesellschaft::N,societas,агəыҧ
294,Hilfe::N,auxilium,ацхыраара
295,Hilfe::N,subsidium,ацхыраара
296,Freund::N,amicus,аҩыза
297,Kamerad::N,socius,Аҧхнагьла
298,Angelegenheit::N,res,аус
299,Anzahl::N,numerus,ахыҧхьаӡара
300,Art::N,genus,ахкы
301,Stück::N,frustum,аҽыҭ
302,Stück::N,fragmentum,аҽыҭ
303,Teil::N,pars,ахəҭа
304,Hälfte::N,dimidium,абжа
305,Kreis::N,orbis,агьагьа
306,Kreis::N,circus,агьагьа
307,Kreuz::N,crux,аџьар
308,Linie::N,linea,аицтәар
309,Strich::N,lineamentum,ацəаҳəа
310,Abstand::N,intervallum,абжьара
311,Entfernung::N,spatium,абжьара
312,Gegend::N,loca,аҭыҧ
313,Gegend::N,regio,аҭыҧ
314,Platz::N,locus,аҭыҧ
315,Ort::N,locus,аҭыҧ
316,Seite::N,latus,аган
317,Mitte::N,medium,агəҭа
318,Gegenstand::N,res,амаҭəар
319,Sache::N,res,
320,Rand::N,margo,аҵкар
321,Kante::N,angulus,авардым
322,Ecke::N,angulus,акəакь
323,Spitze::N,cacumen,аҧынҵа
324,Ende::N,caput,анаӡара
325,Loch::N,foramen,акылҵəара
326,Winkel::N,angulus,агҿаҩра
327,Winkel::N,angulus,акəындхə
328,Winkel::N,angulus,акəакь
329,Muster::N,exemplum,аҟҟа
330,Größe::N,magnitudo,изаҟароу
331,Länge::N,longitudo,аура
332,Höhe::N,altitudo,агылара
333,Gewicht::N,pondus,акапан
334,Menge::N,copia,
335,Haufen::N,acervus,ачаҟəа
336,Reihe::N,ordo,ацəаҳəа
337,Boot::N,navicula,анышь
338,Ruder::N,remus,ажəҩа
339,Schlitten::N,sclodia,ашəаҩауардын
340,Ski::N,narta,ашəаҩа
341,Ski::N,narta,ашьахаха
342,Lagerfeuer::N,ignis,еиқуу амца
343,Last::N,onus,ахьанҭара
344,Gang::N,cursus,аныҟəара
345,Schritt::N,gradus,ашьаҿа
346,Norden::N,septentriones,аҩада
347,Süden::N,meridies,алада
348,Westen::N,occidens,амраҭашəара
349,Osten::N,oriens,амрагылара
350,Holz::N,lignum,амҿымаҭəахə
351,Brett::N,tabula,аӷəы
352,Platte::N,lamina,ахаҳәцәы
353,Stütze::N,adminiculum,аҵаргəа
354,Stütze::N,adminiculum,агəышьаҟа
355,Stange::N,pertica,акьат
356,Stock::N,baculum,алаба
357,Stab::N,scipio,акьат
358,Rohr::N,tubus,абыкь
359,Haus::N,aedes,аҩны
360,Heim::N,domicilium,аҭаацəа
361,Ofen::N,fornax,аҳақə
362,Ofen::N,fornax,ауаџьаҟ
363,Ofen::N,fornax,афрына
364,Fußboden::N,solum,адашьма
365,Tisch::N,mensa,аишәа
366,Stuhl::N,sella,аҟəардə
367,Wiege::N,cunae,агара
368,Bett::N,lectus,акаруаҭ
369,Regal::N,foruli,акыӷəра
370,Kiste::N,cista,аидчаҧала
371,Fenster::N,fenestra,аҧенџьыр
372,Tür::N,ianua,ашə
373,Tor::N,porta,агəашə
374,Zaun::N,saepes,аанда
375,Dach::N,tectum,ахыб
376,Leiter::N,scalae,амардуан
377,Besen::N,scopae,аҧссага
378,Spaten::N,pala,ажыга
379,Schaufel::N,pala,аҭəарӷəы
380,Gabel::N,fuscinula,ачқьыҧ
381,Löffel::N,coclear,амҳаҵə
382,Messer::N,culter,аҳəызба
383,Nagel::N,clavus,аҵəымӷ
384,Netz::N,rete,акаҭа
385,Haken::N,hamus,аҵəаҳə
386,Griff::N,manubrium,амаа
387,Schloss::N,claustra,асаҧаҭ
388,Bild::N,tabula,асахьа
389,Bild::N,pictura,асахьа
390,Figur::N,statunculum,афигура
391,Puppe::N,pupa,акьанџьа
392,Beutel::N,sacculus,асакь
393,Bündel::N,fascis,аҿаҳəара
394,Tasche::N,sacculus,арҭмаҟ
395,Eimer::N,situla,аведра
396,Deckel::N,operculum,ахҩа
397,Geschirr::N,vasa,ачысмаҭəа
398,Sack::N,saccus,асакь
399,Tasse::N,pocillum,аҵəца
400,Topf::N,olla,акаструлиа
401,Kessel::N,aenum,ачуан
402,Essen::N,cena,
403,Nahrung::N,cibus,афатə
404,Nahrung::N,alimenta,афатə
405,Speise::N,cibus,афатə
406,Fleisch::N,caro,акəац
407,Getreide::N,frumentum,ачакуа
408,Brei::N,puls,ақашь
409,Brot::N,panis,ача
410,Scheibe::N,frustum,аҽыҭ
411,Scheibe::N,frustum,аҿаҵа
412,Fett::N,pingue,ашша
413,Butter::N,butȳrum,ахəша
414,Öl::N,oleum,азеҭ
415,Salz::N,sal,аџьыка
416,Suppe::N,ius,асуҧ
417,Honig::N,mel,ацха
418,Milch::N,lac,ахш
419,Tee::N,thea,ачаи
420,Leder::N,corium,ацəа
421,Wolle::N,lana,аласа
422,Stoff::N,textum,Аба
423,Nadel::N,acus,агəыр
424,Faden::N,filum,арахəыц
425,Knopf::N,bulla,аҳəынҵəра
426,Knoten::N,nodus,аиқəҳəала
427,Farbe::N,pigmentum,ашəыга
428,Kleidung::N,vestimenta,амаҭəа
429,Hemd::N,tunica,акьаҿ
430,Kragen::N,collare,ахəда
431,Ärmel::N,manica,амаӷра
432,Hose::N,bracae,аиқəа
433,Gürtel::N,cingulum,амаҟа
434,Mütze::N,pilleus,ахылҧа
435,Schuh::N,calceus,аимаа
436,Stiefel::N,pero,амагə
437,Stiefel::N,caliga,амагə
438,Ring::N,anulus,амацəаз
439,Band::N,redimiculum,алента
440,Kamm::N,pecten,ахҳəа
441,Spiegel::N,speculum,асаркьа
442,Riemen::N,lorum,аа
443,Schnur::N,linum,ашаха
444,Leine::N,retinaculum,аҕура
445,Decke::N,lodix,ахыза
446,Kissen::N,pulvinus,ахчы
447,Tuch::N,velum,акасы
448,Handtuch::N,mantele,ампахьшьы
449,Kraft::N,vis,амч
450,Stärke::N,robur,амч
451,Gesundheit::N,valetudo,агəабзиара
452,Krankheit::N,morbus,ачымазара
453,Schmerz::N,dolor,ахьаа
454,Wunde::N,vulnus,ахəра
455,Fieber::N,febris,ашоура
456,Arznei::N,remedium,ахəшə
457,Brücke::N,pons,ацҳа
458,Brunnen::N,puteus,аҵыџь
459,Weide::N,pascua,аҳəырҭа
460,Pfad::N,semita,амхəасҭа
461,Weg::N,iter,амҩа
462,Straße::N,via,амҩа
463,Dorf::N,vicus,ақыҭа
464,Stadt::N,urbs,ақалақь
465,Stadt::N,oppidum,ақалақь
466,Brief::N,epistula,ашəҟəы
467,Buch::N,liber,ашəҟəы
468,Buchstabe::N,littera,анбан
469,Zeitung::N,diurnum,агазеҭ
470,Leben::N,vita,аҧсҭазаара
471,Tod::N,mors,аҧсра
472,Grab::N,sepulcrum,анышəынҭра
473,Kirche::N,ecclesia,ауахəама
474,Sünde::N,peccatum,агəнаҳа
475,Gott::N,deus,анцəа
476,Arbeiter::N,operarius,аусуҩ
477,Chef::N,praefectus,Аиҳабы
478,Meister::N,magister,аҟаза
479,Arzt::N,medicus,аҳақьым
480,Lehrer::N,magister,арҵаҩы
481,Geld::N,aes,аҧара
482,Geld::N,pecunia,аҧара
483,Geschäft::N,negotium,
484,Laden::N,taberna,амагазин
485,Preis::N,pretium,ахə
486,Ware::N,merx,атауар
487,Nutzen::N,utilitas,ақьар
488,Reichtum::N,opes,абеиара
489,Reichtum::N,divitiae,абеиара
490,Welt::N,mundus,адунеи
491,Land::N,terra,атəыла
492,Staat::N,res publica,аҳəынҭқарра
493,König::N,rex,акрал
494,Macht::N,potestas,амчра
495,Grenze::N,limes,аҳəаа
496,Krieg::N,bellum,аибашьра
497,Feind::N,inimicus,Аҕа
498,Gewalt::N,vis,ақəымчра
499,Kampf::N,pugna,ақəҧара
500,Bogen[Waffe]::N,arcus,ахыц
501,Pfeil::N,sagitta,ахəымпал
502,Gewehr::N,sclopetum,ашəақь
503,Fehler::N,error,агха
504,Lüge::N,mendacium,амц
505,Schaden::N,damnum,аҧырхага
506,Schaden::N,detrimentum,аҧырхага
507,Unglück::N,miseria,арыцҳара
508,Unglück::N,calamitas,арыцҳара
509,Schuld::N,culpa,ахара
510,Alter::N,aetas,ақəра
511,Schluss::N,finis,анҵəамҭа
512,Zeit::N,tempus,аамта
513,Tag::N,dies,амш
514,Morgen::N,mane,ашара
515,Morgen::N,mane,ашьыбжь
516,Mittag::N,meridies,шьыбжьон
517,Abend::N,vesper,ахəылҧаз
518,Abend::N,vesper,ахəлбыҽха
519,Nacht::N,nox,аҵх
520,Woche::N,septimana,амчыбжь
521,Monat::N,mensis,
522,Jahr::N,annus,
523,Frühling::N,ver,ааҕын
524,Sommer::N,aestas,аҧхын
525,Herbst::N,autumnus,ҭагалан
526,Herbst::N,autumnus,хкаарачан
527,Winter::N,hiems,аӡын
528,Januar::N,Ianuarius,ианвар
529,Februar::N,Februarius,февраль
530,März::N,Martius,март
531,April::N,Aprilis,апрель
532,Mai::N,Maius,маи
533,Juni::N,Iunius,иуун
534,Juli::N,Iulius,иууль
535,August::N,Augustus,август
536,September::N,September,сентиабр
537,Oktober::N,Octobris,октиабр
538,November::N,Novembris,ноиабр
539,Dezember::N,December,декабр
540,Montag::N,dies lunae,ашəахьа
541,Dienstag::N,dies Martis ,аҩаша
542,Mittwoch::N,dies Mercurii,ахаша
543,Donnerstag::N,dies Iovis,аҧшьаша
544,Freitag::N,dies Veneris,ахəаша
545,Samstag::N,dies Saturni,асабша
546,Sonntag::N,dominicus,амҽыша
547,Sonntag::N,dies solis,амҽыша
548,groß::A,magnus,аду
549,klein::A,parvus,амаҷ
550,lang::A,longus,ахəхəа
551,kurz::A,brevis,акьаҿ
552,breit::A,latus,аиужь
553,breit::A,latus,аиҵых
554,schmal::A,angustus,аҭшəа
555,dicht::A,densus,аилач
556,dick[Gegenstand]::A,crassus,ажəпа
557,dünn::A,tenuis,
558,fein::A,subtilis,апа
559,fein::A,subtilis,аҵаӷа
560,fein::A,subtilis,аӡа
561,fest::A,solidus,аҟаца
562,fest::A,solidus,аӷəӷəаҟаца
563,fest::A,stabilis,аҟаца
564,fest::A,stabilis,аӷəӷəаҟаца
565,flach::A,planus,ақəаҟьа
566,flach::A,planus,аҧаҟьа
567,glatt::A,levis,аимаҩзы
568,hart::A,durus,акьакьа
569,weich::A,mollis,атата
570,rund::A,rotundus,акəмпыл
571,spitz::A,acutus,аҵар
572,scharf::A,acer,аҵар
573,stumpf::A,hebes,ацагə
574,schwer::A,gravis,ахьанҭа
575,schön::A,pulcher,аҧшӡа
576,schön::A,formosus,аҧшӡа
577,heiß::A,fervidus,ашы
578,warm::A,calidus,аҧха
579,kalt::A,frigidus,ахьшəашəа
580,kühl::A,frigidus,ахьшəашəа
581,kühl::A,frigidus,ицәыхьшәашәоу
582,frisch::A,recens,цқьа
583,feucht::A,umidus,ацəаак
584,nass::A,madidus,абааӡа
585,trocken::A,aridus,Аба
586,trocken::A,aridus,аҩа
587,voll::A,plenus,азна
588,leer::A,vacuus,аҭацəы
589,offen::A,apertus,аарта
590,geschlossen::A,clausus,ихҩоу
591,geschlossen::A,clausus,иаркыу
592,sauber::A,lautus,ацқьа
593,schmutzig::A,sordidus,аҟьашь
594,roh::A,crudus,
595,reif::A,maturus,Арҭ
596,reif::A,maturus,аҟала
597,reif::A,maturus,иҟалахьоу
598,lecker::A,delicatus,ахаа
599,süß::A,dulcis,азла
600,bitter::A,amarus,аша
601,bitter::A,acerbus,аша
602,sauer::A,acidus,аҵəҵəы
603,hell::A,clarus,алаша
604,dunkel::A,obscurus,алашьца
605,schwarz::A,niger,аиқуаҵәа
606,weiß::A,albus,ашкəакəа
607,rot::A,ruber,аҟаҧшь
608,gelb::A,flavus,аҩеижь
609,blau::A,caeruleus,аҽҵәа
610,grün::A,viridis,ашьацҧшҭəала
611,grün::A,viridis,аеҵəа
612,grau::A,canus,ацəыш
613,bunt::A,varius,Аилыҕраа
614,bunt::A,varius,аҕраҷкəын
615,billig::A,vilis,амариа
616,teuer::A,carus,амҩан
617,wertvoll::A,pretiosus,кыр иаҕсоу
618,wertvoll::A,pretiosus,акыр иаҕсоу
619,blind::A,caecus,алашə
620,taub::A,surdus,адагəа
621,kräftig::A,robustus,аӷəӷəа
622,stark::A,firmus,абаҟа
623,stark::A,validus,абаҟа
624,schwach::A,debilis,акəада
625,schwach::A,infirmus,акəада
626,fett::A,crassus,аҧсыла
627,schlank::A,procerus,акала
628,schlank::A,procerus,акьалантар
629,schlank::A,procerus,аиҿартə
630,hübsch::A,pulcher,аҧшӡа
631,böse::A,improbus,абааҧсы
632,dumm::A,stultus,агаӡа
633,dumm::A,stupidus,агаӡа
634,faul::A,piger,аашьа
635,fleißig::A,sedulus,иҟубҷоу
636,geizig::A,avarus,акы
637,geizig::A,avarus,акаҷбеи
638,geizig::A,avarus,аҟəџьыр
639,klug::A,prudens,аҟəыш
640,klug::A,prudens,аҟəыӷа
641,geschickt::A,sollers,напҟазала
642,lieb::A,carus,алашара
643,lustig::A,iocosus,алах-ҿых
644,lustig::A,iocosus,игурҕьаччо
645,lustig::A,iocosus,агурҕьа
646,lustig::A,iocosus,агурҿыхага
647,sanft::A,clemens,атата
648,sanft::A,clemens,аҟəымшəышə
649,sanft::A,clemens,ақьыҧш
650,hungrig::A,impastus,амлашь
651,krank::A,aeger,ачымазаҩ
652,nackt::A,nudus,аҟьантаз
653,traurig::A,maestus,алахьеиқəҵага
654,lebendig::A,vivus,абза
655,gut::A,bonus,абзиа
656,schlecht::A,malus,-хəарҭам
657,richtig::A,rectus,иашоу
658,schlimm::A,malus,абааҧсы
659,wahr::A,verus,агəҭылса
660,wahr::A,verus,абзиаҵəҟьа
661,alt::A,antiquus,Ажə
662,neu::A,novus,аҿыц
663,ehemalig::A,pristinus,анкьатәи
664,alt[Lebewesen]::A,vetus,абырг
665,alt[Lebewesen]::A,vetus,ақабада
666,alt[Lebewesen]::A,vetus,Ажə
667,jung::A,iuvenis,аҟата
668,arm::A,pauper,ананамга
669,reich::A,dives,абеиа
670,bekannt::A,notus,адыр
671,berühmt::A,celeber,адыр
672,berühmt::A,illustris,адыр
673,fremd::A,peregrinus,атəым
674,verschieden::A,varius,Еиуа-еиҧшым
675,nah::A,propinquus,ааигəа
676,fern::A,longinquus,ахара
677,linker::A,sinister,арма
678,rechter::A,dexter,арҕьа
679,anderer::A,alius,даҽа
680,anderer::A,alius,даҽакы
681,erster::A,primus,актәи
682,zweiter::A,secundus,аҩбатəи
683,dritter::A,tertius,ахҕатәи
684,letzter::A,ultimus,аҵыхəтəантəи
685,allein::ADV,solum,мацара
686,auf einmal::ADV,simul,зныкала
687,auf einmal::ADV,simul,зныкҟьара
688,zusammen::ADV,una,аиц...
689,lange::ADV,diu,акыраамҭа
690,plötzlich::ADV,subito,иаалырҟьаны
691,plötzlich::ADV,repente,иаалырҟьаны
692,sofort::ADV,statim,иаразнакҵәҟьа
693,später::ADV,postea,уажəшьҭаншəа
694,jetzt::ADV,nunc,уажәы
695,heute::ADV,hodie,иахьа
696,morgen::ADV,cras,уаҵәы
697,bald::ADV,mox,иласны
698,dann::ADV,deinde,нас
699,gestern::ADV,heri,иацы
700,einst::ADV,olim,зны
701,damals::ADV,tum,усҟан
702,danach::ADV,postea,нас
703,vorher::ADV,antea,уаанӡа
704,zuerst::ADV,primo,азнаказы
705,zuerst::ADV,primo,аҧхьа
706,einmal::ADV,semel,зны
707,manchmal::ADV,interdum,зны-зынла
708,oft::ADV,saepe,лассы-лассы
709,immer::ADV,semper,енагь
710,immer::ADV,semper,еснагь
711,niemals::ADV,numquam,ианакəызаалак
712,hier::ADV,hic,ара
713,hier::ADV,hic,абра
714,hier::ADV,hic,араҟа
715,hierhin::ADV,huc,ара
716,hierhin::ADV,huc,араҟа
717,von hier::ADV,hinc,арантә
718,dort::ADV,ibi,уа
719,dorthin::ADV,eo,уахь
720,dorthin::ADV,eo,анахь
721,geradeaus::ADV,recte,ишиашоу
722,vorwärts::ADV,porro,ҕхьаҟа
723,rückwärts::ADV,retro,шьҭахьла
724,zurück::ADV,retro,шьҭахьҟа
725,unten::ADV,infra,лбаа
726,hinab::ADV,pessum,алада
727,oben::ADV,supra,хыхь
728,hinauf::ADV,sursum,аҩада
729,überall::ADV,ubique,зегьынцьара
730,nicht::ADV,non,-м
731,ein wenig::ADV,paulum,ҕыҭк
732,kaum::ADV,vix,аарлаҳәа
733,kaum::ADV,vix,афергьҳәа
734,kaum::ADV,aegre,аарлаҳәа
735,kaum::ADV,aegre,афергьҳәа
736,sehr::ADV,valde,даара
737,sehr::ADV,magnopere,даара
738,so::ADV,ita,ас
739,so::ADV,ita,абас
740,noch::ADV,etiam,макьана
741,nur::ADV,solum,заҵәык
