,Concept_ID,ce,sah
61,Sonne::N,малх,күн
62,Mond::N,бутт,ый
63,Stern::N,седа,сулус
64,Luft::N,xӏаваъ,салгын
65,Wind::N,мох,тыал
66,Welle::N,тулгӏе,долгун
67,Welle::N,тулгӏе,балхаан
68,Wasser::N,хи,уу
69,Stein::N,тӏулг,таас
70,Boden::N,цӏенкъа,сир
71,Erde::N,латта,буор
72,Staub::N,чан,быыл
73,Rauch::N,кӏур,буруо
74,Funke::N,суй,кыым
75,Feuer::N,цӏе,уот
76,Licht::N,серло,уот
77,Schatten::N,ӏиндагӏ,күлүк
78,Wetter::N,хенан хӏоттам,күн-дьыл
79,Nebel::N,дохк,туман
80,Wolke::N,марха,былыт
81,Regen::N,догӏа,самыыр
82,Schnee::N,ло,хаар
83,Eis::N,ша,муус
84,Frost::N,шело,тымныы
85,Kälte::N,шело,тымныы
86,Hitze::N,йовхо,куйаас
87,Raureif::N,йис,кырыа
88,Regenbogen::N,стелаӏад,кустук
89,Donner::N,ткъес,этиҥ
90,Strömung::N,дӏаэхар,сүүрүк
91,Strömung::N,дӏасалелар,сүүрүк
92,Tropfen::N,тӏадам,таммах
93,Tropfen::N,тӏадам,хааппыла
94,Schaum::N,чопа,күүгэн
95,Schmutz::N,хатт,кир
96,See::N,ӏам,күөл
97,Sumpf::N,уьшал,бадараан
98,Moor::N,уьшал,дьэбэрэ
99,Wiese::N,бай,ходуһа
100,Wald::N,хьун,ойуур
101,Hügel::N,гу,булгунньах
102,Hügel::N,шу,булгунньах
103,Hügel::N,барз,булгунньах
104,Anhöhe::N,акъари,үрдэл
105,Berg::N,лам,хайа
106,Gipfel::N,бохь,чыпчаал
107,Höhle::N,хьех,хайа_хаспаҕа
108,Höhle::N,хьех,көҥүс
109,Abhang::N,басе,эниэ
110,Quelle::N,шовда,дьүүктэ
111,Bach::N,татол,үрүйэ
112,Fluss::N,хи,өрүс
113,Ufer::N,хийист,биэрэк
114,Küste::N,йист,кытыл
115,Festland::N,латта,кураанах сир
116,Meer::N,xӏорд,муора
117,Bucht::N,чож,хомо
118,Bucht::N,чож,бухта
119,Insel::N,гӏайре,арыы
120,Blume::N,зезаг,сибэкки
121,Gras::N,буц,от
122,Wurzel::N,орам,силис
123,Baum::N,дитт,мас
124,Stamm::N,гӏад,умнас
125,Stamm::N,тайпа,умнас
126,Rinde::N,кевстиг,хатырык
127,Ast::N,га,мутук
128,Zweig::N,га,лабаа
129,Blatt::N,гӏа,сэбирдэх
130,Birke::N,дакх,хатыҥ
131,Kiefer[Baum]::N,бага,бэс
132,Weide[Baum]::N,дак,үөт
133,Weide[Baum]::N,дак,талах
134,Tanne::N,база,харыйа
135,Horn::N,маӏа,муос
136,Feder::N,пелаг,куорсун
137,Fell::N,цӏока,тирии
138,Flügel::N,тӏам,кынат
139,Klaue::N,мӏара,тыҥырах
140,Kralle::N,тlод,баппаҕай
141,Schwanz::N,цӏога,кутурук
142,Ei::N,xӏoa,сымыыт
143,Nest::N,бен,уйа
144,Bau::N,lуьрг,хороон
145,Tier::N,дийнат,кыыл
146,Tier::N,дийнат,харамай
147,Herde::N,жа,үөр
148,Kuh::N,етт,ынах
149,Bulle::N,сту,оҕус
150,Pferd::N,говр,сылгы
151,Schaf::N,жий,овца
152,Schaf::N,уьстагӏ,овца
153,Schwein::N,хьакха,сибиинньэ
154,Hund::N,жӏаьла,ыт
155,Katze::N,цициг,куоска
156,Bär::N,ча,эһэ
157,Eichhörnchen::N,тарсал,тииҥ
158,Elch::N,сай,тайах
159,Fuchs::N,цхьогал,саһыл
160,Hase::N,пхьагал,куобах
161,Maus::N,дахка,кутуйах
162,Wolf::N,борз,бөрө
163,Vogel::N,олхазар,көтөр
164,Huhn::N,котам,куурусса
165,Hahn::N,нӏаьна,бөтүүк
166,Hahn::N,боргӏал,бөтүүк
167,Gans::N,гӏаз,хаас
168,Adler::N,aьрзу,хотой
169,Ente::N,бад,кус
170,Eule::N,бухӏа,мэкчиргэ
171,Kranich::N,гӏаргӏули,туруйа
172,Krähe::N,къиг,тураах
173,Kuckuck::N,aттйокх,кэҕэ
174,Schwan::N,гӏургӏаз,куба
175,Fisch::N,чӏара,балык
176,Barsch::N,окунь,алыһар
177,Hecht::N,гӏазкхийн чӏара,сордон
178,Schlange[Tier]::N,лаьхьа,моҕой
179,Schlange[Tier]::N,лаьхьа,эриэн үөн
180,Wurm::N,нӏаьна,үөн
181,Spinne::N,гезг,ооҕуй
182,Ameise::N,зингат,кымырдаҕас
183,Laus::N,меза,быт
184,Laus::N,гӏениг,быт
185,Mücke::N,чуьрк,кумаар
186,Fliege::N,моза,сахсырҕа
187,Schmetterling::N,полла,лыах
188,Schmetterling::N,полла,үрүмэччи
189,Beere::N,цӏазам,отон
190,Apfel::N,ӏаж,яблоко
191,Pilz::N,жӏаьлин нускал,тэллэй
192,Zwiebel::N,xох,луук
193,Saat::N,чlу,сиэмэ
194,Korn::N,буьртиг,сиэмэ
195,Heu::N,йол,от
196,Schale::N,пардо,хах
197,Grube::N,ор,дьаама
198,Falle::N,кӏело,сохсо
199,Spur::N,лар,суол
200,Asche::N,чим,күл
201,Dreck::N,мода,бадараан
202,Eisen::N,эчиг,тимир
203,Gold::N,деши,көмүс
204,Gold::N,деши,кыһыл көмүс
205,Silber::N,дети,көмүс
206,Silber::N,дети,үрүҥ көмүс
207,Kohle::N,кӏора,чох
208,Glas::N,aнгали,өстүөкүлэ
209,Lehm::N,поппар,туой
210,Sand::N,гӏум,кумах
211,Mensch::N,адам,киһи
212,Mann::N,майра,эр
213,Frau::N,зуда,дьахтар
214,Kind::N,бер,оҕо
215,Junge::N,жимха,уол
216,Mädchen::N,жима йоӏ,кыыс оҕо
217,Familie::N,доьзал,кэргэн
218,Großvater::N,ненада,эһэ
219,Großmutter::N,денана,эбэ
220,Eltern::N,да-нана,аҕа-ийэ
221,Vater::N,да,аҕа
222,Mutter::N,нана,ийэ
223,Sohn::N,кӏант,уол
224,Tochter::N,йоӏ,кыыс
225,Bruder::N,ваша,убай
226,Bruder::N,ваша,быраат
227,Schwester::N,йиша,аҕас
228,Schwester::N,йиша,балыс
229,Onkel::N,деваша,таай
230,Onkel::N,деваша,абаҕа
231,Tante::N,дейиша,эдьиий
232,Ehemann::N,майра,эр
233,Ehefrau::N,зуда,ойох
234,Freude::N,самукъа,үөрүү
235,Freude::N,хазахетар,үөрүү
236,Gelächter::N,белам,күлүү
237,Glück::N,ирс,дьол
238,Glück::N,ирс,соргу
239,Kummer::N,бала,кутурҕан
240,Wunsch::N,лаам,баҕарыы
241,Lust::N,лаам,баҕа
242,Geist::N,са,тыын
243,Gedanke::N,ойла,санаа
244,Gedächtnis::N,диццадалар,өй
245,Verstand::N,хьекъал,өй
246,Sinn::N,маьӏна,суолта
247,Grund::N,бахьана,төрүөт
248,Wahrheit::N,бакъдерг,кырдьык
249,Gespräch::N,къамел,бэсиэдэ
250,Gespräch::N,къамел,кэпсэтии
251,Märchen::N,туьйра,остуоруйа
252,Erzählung::N,дийцар,кэпсээн
253,Nachricht::N,хаам,биллэриллии
254,Neuigkeit::N,керланиг,сонун
255,Name::N,цӏе,аат
256,Rätsel::N,хӏетал-метал,таабырын
257,Rede::N,къамел,этии
258,Sprache::N,мотт,тыл
259,Stimme::N,aз,куолас
260,Wort::N,дош,тыл
261,Zeichen::N,билгало,бэлиэ
262,Ruf::N,кхайкхар,ыҥырыы
263,Lärm::N,гӏовгӏа,айдаан
264,Laut::N,аз,тыас
265,Ton::N,aз,дорҕоон
266,Lied::N,илли,ырыа
267,Ruhe::N,тийналла,уу чуумпу
268,Leute::N,нах,дьон
269,Volk::N,халкъ,дьон
270,Volk::N,халкъ,норуот
271,Arbeit::N,болх,үлэ
272,Gast::N,хьаша,ыалдьыт
273,Geschenk::N,совгӏат,бэлэх
274,Spiel::N,ловзар,оонньуу
275,Gesellschaft::N,юкъаралла,общество
276,Hilfe::N,гӏо,көмө
277,Freund::N,доттагl,доҕор
278,Kamerad::N,накъост,атас
279,Angelegenheit::N,гӏуллакх,дьыала
280,Anzahl::N,терахь,ахсаан
281,Stück::N,юьхк,кырбас
282,Teil::N,дакъа,ирээт
283,Hälfte::N,ах,аҥар
284,Kreis::N,го,төгүрүк
285,Kreis::N,го,төгүрүмтэ
286,Kreuz::N,жӏара,кириэс
287,Linie::N,сиз,сурааһын
288,Strich::N,сиз,сурааһын
289,Abstand::N,юкъ,арыт
290,Gegend::N,мeттиг,сир
291,Platz::N,майда,арыт
292,Ort::N,меттиг,сир
293,Seite::N,aгӏo,өрүт
294,Seite::N,aгӏo,сирэй
295,Mitte::N,юкъ,орто
296,Gegenstand::N,хӏума,предмет
297,Sache::N,хӏума,мал
298,Rand::N,йист,кытыы
299,Rand::N,йист,ойоҕос
300,Kante::N,йист,кырыы
301,Ecke::N,са,муннук
302,Spitze::N,ралла,чыпчаал
303,Ende::N,юьхьиг,төбө
304,Loch::N,ӏуьрг,тэһэҕэс
305,Loch::N,ӏуьрг,дьөлөҕөс
306,Winkel::N,са,муннук
307,Muster::N,дагар,оһуор
308,Muster::N,тӏамар,оһуор
309,Größe::N,барам,кээмэй
310,Länge::N,йохалла,уста
311,Höhe::N,локхалла,үрдүк
312,Gewicht::N,йозалла,ыйааһын
313,Menge::N,дукхалла,ахсаан
314,Haufen::N,сал,чөмчөх
315,Haufen::N,оьла,чөмчөх
316,Reihe::N,рагӏ,кэккэ
317,Reihe::N,могӏа,кэккэ
318,Boot::N,кема,оҥочо
319,Ruder::N,пийсиг,эрдии
320,Schlitten::N,салаз,сыарҕа
321,Ski::N,когсалаз,хайыһар
322,Lagerfeuer::N,цӏе,кутаа
323,Last::N,дукъ,ыарахан
324,Gang::N,лелар,хаамыы
325,Schritt::N,гӏулч,хардыы
326,Norden::N,къилбаседе,хоту
327,Süden::N,къилбе,соҕуруу
328,Westen::N,малхбузе,арҕаа
329,Osten::N,малхбале,илин
330,Holz::N,дечиг,мас
331,Brett::N,у,дуоска
332,Brett::N,у,хаптаһын
333,Platte::N,у,билиитэ
334,Stütze::N,гӏopтоp,тулааһын
335,Stange::N,гӏуркх,ураҕас
336,Stock::N,ӏаса,мас
337,Stock::N,ӏаса,баалкы
338,Stab::N,гӏаж,ураҕас
339,Rohr::N,биргӏа,турба
340,Haus::N,цӏа,дьиэ
341,Heim::N,кхерч,дьиэ
342,Ofen::N,кхерч,оһох
343,Fußboden::N,цӏенкъа,муоста
344,Tisch::N,шун,остуол
345,Stuhl::N,гӏант,устуул
346,Wiege::N,ага,биһик
347,Bett::N,маьнга,кырабаат
348,Regal::N,терхи,долбуур
349,Kiste::N,яьшка,дьааһык
350,Fenster::N,кор,түннүк
351,Tür::N,неӏ,аан
352,Tor::N,ков,аан
353,Zaun::N,керт,соппулуот
354,Dach::N,тхов,кырыыса
355,Leiter::N,лами,кирилиэс
356,Besen::N,нуй,миинньик
357,Spaten::N,бел,күрдьэх
358,Schaufel::N,аьшкал,күрдьэх
359,Gabel::N,мӏара,биилкэ
360,Löffel::N,ӏайг,луоска
361,Messer::N,урс,быһах
362,Nagel::N,хьостам,тоһоҕо
363,Netz::N,бой,илим
364,Haken::N,мӏара,көхө
365,Schloss::N,чӏега,күлүүс
366,Bild::N,сурт,хартыына
367,Puppe::N,тайниг,куукула
368,Beutel::N,гали,мөһөөччук
369,Bündel::N,кочар,баайыы
370,Tasche::N,тӏоьрмиг,суумка
371,Eimer::N,чийлик,биэдэрэ
372,Deckel::N,негӏар,хаппах
373,Geschirr::N,пхьегӏа,иһит
374,Sack::N,гали,куул
375,Tasse::N,кад,сэлиэнэй
376,Topf::N,яй,көстүрүүҥкэ
377,Kessel::N,яй,хочуол
378,Essen::N,юург,аһылык
379,Nahrung::N,кхача,ас
380,Speise::N,юург,аһылык
381,Fleisch::N,жижиг,эт
382,Getreide::N,буьртиг,злактар
383,Brei::N,xудар,хааһы
384,Brot::N,бепиг,килиэп
385,Brot::N,кхаллар,килиэп
386,Scheibe::N,цастар,куһуок
387,Fett::N,мохь,сыа
388,Butter::N,налха,арыы
389,Öl::N,даьтта,арыы
390,Salz::N,туьха,туус
391,Suppe::N,чорпа,мин
392,Honig::N,моз,мүөт
393,Milch::N,шура,үүт
394,Tee::N,чай,чэй
395,Leder::N,цӏока,тирии
396,Wolle::N,тӏapгӏa,түү
397,Stoff::N,кӏади,таҥас
398,Nadel::N,маха,иннэ
399,Faden::N,тай,сап
400,Knopf::N,нуьйда,тимэх
401,Knoten::N,шад,түмүк
402,Farbe::N,сир,кырааска
403,Farbe::N,басар,кырааска
404,Kleidung::N,бедар,таҥас
405,Hemd::N,коч,ырбаахы
406,Kragen::N,кач,саҕа
407,Ärmel::N,пхьош,сиэх
408,Hose::N,хеча,ыстаан
409,Hose::N,хеча,бүрүүкэ
410,Gürtel::N,доьхка,кур
411,Mütze::N,куй,бэргэһэ
412,Schuh::N,мача,бачыыҥка
413,Stiefel::N,этка,саппыкы
414,Ring::N,чӏуг,биһилэх
415,Band::N,лента,лиэнтэ
416,Kamm::N,ехк,тараах
417,Spiegel::N,куьзга,сиэркилэ
418,Riemen::N,доьхка,кур
419,Schnur::N,муш,быа
420,Leine::N,кочатосу доьхка,тэһиин
421,Decke::N,юргӏа,суорҕан
422,Kissen::N,гIайба,сыттык
423,Tuch::N,исхар,былаат
424,Handtuch::N,гата,соттор
425,Kraft::N,гӏора,сыра
426,Stärke::N,гӏап,күүс
427,Gesundheit::N,могашалла,доруобуйа
428,Krankheit::N,цамгар,ыарыы
429,Schmerz::N,лазар,ыарыы
430,Wunde::N,чов,баас
431,Fieber::N,xорша,түрүлгэн
432,Fieber::N,xорша,лихорадка
433,Fieber::N,xорша,температура
434,Arznei::N,молха,эмп
435,Brücke::N,тӏай,күргэ
436,Brunnen::N,гӏу,холуодьас
437,Weide::N,дак,мэччирэҥ
438,Pfad::N,тача,ыллык
439,Weg::N,некъ,суол
440,Straße::N,урам,суол
441,Dorf::N,юрт,дэриэбинэ
442,Stadt::N,гӏала,куорат
443,Brief::N,кехат,сурук
444,Buch::N,жайна,кинигэ
445,Buchstabe::N,элп,буква
446,Zeitung::N,газет,хаһыат
447,Leben::N,дахар,тыын
448,Tod::N,далар,өлүү
449,Tod::N,ӏожалла,өлүү
450,Grab::N,каш,иин
451,Kirche::N,килс,таҥара дьиэтэ
452,Sünde::N,къа,айыы
453,Gott::N,дела,тангара
454,Arbeiter::N,белхало,үлэһит
455,Chef::N,хьаькам,баһылык
456,Chef::N,хьаькам,начальник
457,Meister::N,говзанча,уус
458,Meister::N,говзанча,маастар
459,Arzt::N,лор,врач
460,Lehrer::N,хьехархо,учуутал
461,Geld::N,aхча,харчы
462,Geschäft::N,туька,идэ
463,Laden::N,туька,маҕаһыын
464,Preis::N,мах,сыана
465,Ware::N,хlума,табаар
466,Nutzen::N,пайда,туһа
467,Reichtum::N,хьал,баай
468,Welt::N,дуьне,аан дойду
469,Land::N,мохк,дойду
470,Staat::N,пачхьалкх,государство
471,König::N,паччахь,король
472,Macht::N,ӏедал,былаас
473,Grenze::N,доза,кыраныысса
474,Krieg::N,тӏом,сэрии
475,Feind::N,мостагӏ,өстөөх
476,Gewalt::N,гӏело,күүһүлээһин
477,Kampf::N,къийсам,охсуһуу
478,Pfeil::N,пха,ох
479,Gewehr::N,топ,саа
480,Fehler::N,гӏалат,сыыһа
481,Lüge::N,аьшпаш,сымыйа
482,Schaden::N,зен,хоромньу
483,Unglück::N,бала,алдьархай
484,Schuld::N,бехк,буруй
485,Alter::N,хан,саас
486,Schluss::N,чакхе,тиһэх
487,Zeit::N,хан,бириэмэ
488,Tag::N,де,күн
489,Morgen::N,ӏуьйре,сарсыарда
490,Mittag::N,делкъе,күн ортото
491,Abend::N,суьйре,киэһэ
492,Nacht::N,буьйса,түүн
493,Woche::N,кӏира,нэдиэлэ
494,Monat::N,бутт,ый
495,Jahr::N,шо,сыл
496,Jahr::N,шо,дьыл
497,Frühling::N,бӏаьсте,саас
498,Sommer::N,аьхке,сайын
499,Herbst::N,гуьйре,күһүн
500,Winter::N,ӏа,кыһын
501,Januar::N,январь,тохсунньу
502,Februar::N,февраль,олунньу
503,März::N,март,кулун тутар
504,April::N,апрель,муус устар ый
505,Mai::N,май,ыам ыйа
506,Juni::N,июнь,бэс ыйа
507,Juli::N,июль,от ыйа
508,August::N,август,атырдьах ыйа
509,September::N,сентябрь,балаҕан ыйа
510,Oktober::N,октябрь,алтынньы
511,November::N,ноябрь,сэтинньи
512,Dezember::N,декабрь,ахсынньы
513,Montag::N,оршот,бэнидиэнньик
514,Dienstag::N,шинара,оптуорунньук
515,Mittwoch::N,кхаара,сэрэдэ
516,Donnerstag::N,еара,чэппиэр
517,Freitag::N,пӏераска,бээтинсэ
518,Samstag::N,шот,субуота
519,Sonntag::N,кӏиранде,баскыһыанньа
520,groß::A,доккха,бөдөҥ
521,groß::A,доккха,улахан
522,klein::A,кегий,кыр
523,lang::A,еха,уһун
524,kurz::A,доца,кылгас
525,breit::A,шуьйра,кэтит
526,schmal::A,готта,кыараҕас
527,dicht::A,луьста,хойуу
528,dick[Gegenstand]::A,стомма,суон
529,dick[Gegenstand]::A,стомма,хойуу
530,dünn::A,дуткъа,чараас
531,fein::A,ховха,бытархай
532,fein::A,ховха,синньигес
533,fest::A,чӏогӏа,бөҕө
534,fest::A,чӏогӏа,кытаанах
535,flach::A,чӏапа,хаптаҕай
536,glatt::A,шера,кылааккай
537,hart::A,чӏогӏa,хатан
538,hart::A,чӏогӏa,кытаанах
539,weich::A,кӏеда,сымнаҕас
540,rund::A,горга,төгүрүк
541,spitz::A,ира,сытыы
542,spitz::A,ира,уһуктаах
543,scharf::A,ира,сытыы
544,stumpf::A,аьртa,сыппах
545,schwer::A,деза,ыарахан
546,schön::A,хаза,кыраһыабай
547,heiß::A,довха,итии
548,warm::A,довха,ичигэс
549,kalt::A,шийла,тымныы
550,kühl::A,шийла,сөрүүн
551,frisch::A,керла,ыраас
552,frisch::A,керла,сөрүүн
553,frisch::A,керла,тымныы
554,feucht::A,тӏуьна,сииктээх
555,nass::A,тӏеда,инчэҕэй
556,trocken::A,eкъа,кураан
557,voll::A,дуьзна,толору
558,leer::A,яьсса,иччитэх
559,offen::A,диллина,аһаҕас
560,geschlossen::A,дӏакъевлина,бүтэй
561,geschlossen::A,дӏачӏагӏдина,бүтэй
562,sauber::A,цӏена,сэбэр
563,schmutzig::A,боьха,кирдээх
564,roh::A,буьйда,сиикэй
565,reif::A,хилла,буспут
566,reif::A,хилла,сиппит-хоппут
567,lecker::A,чоме,минньигэс
568,süß::A,мерза,минньигэс
569,bitter::A,къаьхьа,аһыы
570,sauer::A,муьста,аһыы
571,hell::A,сирла,сырдык
572,dunkel::A,бодане,хараҥа
573,schwarz::A,ӏаьржа,хара
574,weiß::A,кӏайн,үрүҥ
575,weiß::A,кӏайн,маҥан
576,rot::A,цӏен,кыһыл
577,gelb::A,можа,саһархай
578,blau::A,сийна,күөх
579,grün::A,баьццара,күөх
580,grün::A,баьццара,от күөҕэ
581,grau::A,cира,сиэрэй
582,grau::A,мокха,сиэрэй
583,bunt::A,къорза,эриэн
584,billig::A,дораха,чэпчэки
585,teuer::A,деза,сыаналаах
586,wertvoll::A,мехала,сыаналаах
587,blind::A,бӏаьрзе,хараҕа суох
588,taub::A,къора,дьүлэй
589,kräftig::A,нуьцкъала,модун
590,stark::A,зоьртала,күүстээх
591,stark::A,нуьцкъала,күүстээх
592,schwach::A,гӏорасиза,мөлтөх
593,fett::A,дерстана,эмис
594,schlank::A,куц долу,дьылҕан
595,schlank::A,куц долу,дьыпсаҕай
596,hübsch::A,хаза,олус кэрэ
597,hübsch::A,хаза,көрүөхтэн үчүгэй
598,böse::A,вон,өһүөннээх
599,dumm::A,сонта,акаары
600,faul::A,мало ен,нэс
601,fleißig::A,тӏера,кыһамньылаах
602,geizig::A,пис,иҥсэлээх
603,geizig::A,сутара,иҥсэлээх
604,klug::A,хьекъале,өйдөөх
605,geschickt::A,тӏахъаьлла,наһаа дьоҕурдаах
606,lieb::A,хьоме,тапталлаах
607,lustig::A,самукъане,көрдөөх
608,sanft::A,кlеда,намчы
609,sanft::A,кlеда,сымнаҕас
610,hungrig::A,меца,аччык
611,krank::A,цомгуш долу,ыалдьар
612,nackt::A,дерзана,сыгынньах
613,traurig::A,самукъане воцу,санаарҕабыллаах
614,lebendig::A,дийна,тыыннаах
615,gut::A,дика,үтүө
616,gut::A,дика,үчүгэй
617,schlecht::A,вон,куһаҕан
618,richtig::A,нийса,сөп
619,schlimm::A,вон,сидьиҥ
620,schlimm::A,вон,быдьар
621,wahr::A,бакъдолу,кырдьык
622,alt::A,къена,былыргы
623,neu::A,керла,саҥа
624,ehemalig::A,хилла,урукку
625,alt[Lebewesen]::A,къена,кырдьаҕас
626,jung::A,къона,эдэр
627,arm::A,къен,дьадаҥы
628,reich::A,хьоле,баай
629,bekannt::A,девзаш долу,билэр
630,berühmt::A,цӏеяхана,аатырбыт
631,fremd::A,нехан,атын
632,verschieden::A,тайп-тайпанара,араас
633,nah::A,гергара,чугас
634,fern::A,гена,ыраах
635,fern::A,генара,ыраах
636,linker::A,аьрру,хаҥас
637,rechter::A,аьтту,уҥа
638,anderer::A,кхин,атын
639,erster::A,хьалхара,маҥнайгы
640,zweiter::A,шолгIа,иккис
641,dritter::A,кхоалгӏа,үһүс
642,letzter::A,тӏаьххьара,тиһэх
643,allein::ADV,цхьаъ,соҕотох
644,auf einmal::ADV,цу сохьтта,биирдэ
645,zusammen::ADV,цхьана,холбуу
646,lange::ADV,дукха,уһуннук
647,plötzlich::ADV,цIеххьана,эмискэ
648,sofort::ADV,цу сохьтта,тута
649,später::ADV,тӏаьхьо,хойут
650,jetzt::ADV,хӏинца,билигин
651,heute::ADV,тахана,бүгүн
652,morgen::ADV,кхана,сарсын
653,bald::ADV,кеста,өтөр
654,dann::ADV,тӏаккха,кэнна
655,gestern::ADV,селхана,бэҕэһээ
656,einst::ADV,цкъа,биир төгүл
657,einst::ADV,цкъа,арай биирдэ
658,damals::ADV,хӏетахьь,оччоҕо
659,danach::ADV,тӏаккха,аары
660,danach::ADV,тӏаккха,ол кэнниттэн
661,vorher::ADV,хьалхa,урут
662,zuerst::ADV,хьалха,маҥнай
663,einmal::ADV,цкъа,биирдэ
664,manchmal::ADV,цкъаццкъа,арыт
665,oft::ADV,кест-кеста,чаастатык
666,immer::ADV,даим,мэлдьи
667,niemals::ADV,цкъа а,хаһан да
668,hier::ADV,кхузахь,маныаха
669,hierhin::ADV,кхуза,бэттэх
670,von hier::ADV,кхузара,мантан
671,dort::ADV,цигахь,онно
672,dorthin::ADV,цига,онно
673,geradeaus::ADV,нийса дӏа,быһа
674,geradeaus::ADV,нийса дӏа,быһаччы
675,vorwärts::ADV,хьалха,инники
676,rückwärts::ADV,юха,төттөру
677,zurück::ADV,юха,төттөрү
678,unten::ADV,лахахь,аллара
679,hinab::ADV,охьа,аллара
680,oben::ADV,лакхахь,үөһэ
681,hinauf::ADV,хьала,өрө
682,hinauf::ADV,хьала,үөһэ
683,überall::ADV,массанхьа,бэйдиэ
684,nicht::ADV,ца,буолбатах
685,ein wenig::ADV,кӏеззиг,кыратык
686,kaum::ADV,халла,нэһиилэ
687,sehr::ADV,вуно,бэрт
688,sehr::ADV,вуно,наһаа
689,noch::ADV,кхин,өссө
690,nur::ADV,бен ...ца,эрэ
691,nur::ADV,бен ...ца,сыччах
692,schon::ADV,хӏинцале,бэлиэр
693,wieder::ADV,юха а,эмиэ
694,vergebens::ADV,эрна,таак
695,vor::PRP,хьалха,иннигэр
696,hinter::PRP,тӏехьа,кэлин
697,unter::PRP,кIелахь,-ҕа
698,unter::PRP,кIелахь,оһох түгэҕэ
699,durch::PRP,чекх,курдары
700,neben::PRP,юххе,аттыгар
701,zwischen::PRP,юккъехь,ыккардынан
702,wegen::PRP,дуьхьа,уҥуортан
703,dies::PRN,и,ити
704,dies::PRN,и,бу
705,dies::PRN,иза,ити
706,dies::PRN,иза,бу
707,das::PRN,и,били
708,das::PRN,иза,били
709,alles::PRN,дерриг,барыта
710,ich::PRN,cо,мин
711,du::PRN,хьо,эн
712,er::PRN,и,кнни
713,er::PRN,иза,кнни
714,wir::PRN,тхо,биһиги
715,wir::PRN,вай,биһиги
716,ihr::PRN,шу,эһиги
717,sie::PRN,уьш,кинилэр
718,was::FPRN,хӏун,туох
719,wer::FPRN,мила,ким
720,wo::FADV,мичaхь,ханна
721,wohin::FADV,мича,ханна
722,wie::FADV,муха,хайдах
723,warum::FADV,хӏунда,тоҕо
724,wieviel::FNUM,мел,төһө
725,wieviel::FNUM,маса,төһө
726,eins::NUM,цхьаъ,биир
727,zwei::NUM,шиъ,икки
728,drei::NUM,кхоъ,үс
729,vier::NUM,диъ,түөрт
730,fünf::NUM,пхиъ,биэс
731,sechs::NUM,ялх,алта
732,sieben::NUM,ворхӏ,сэттэ
733,acht::NUM,бархӏ,аҕыс
734,neun::NUM,исс,тоҕус
735,zehn::NUM,итт,уон
736,elf::NUM,цхьайтта,уон биир
737,zwölf::NUM,шийтта,уон икки
738,zwanzig::NUM,ткъа,сүүрбэ
739,dreißig::NUM,ткъе итт,отут
740,vierzig::NUM,шовзткъа,түөрт уон
741,fünfzig::NUM,шовзткъе итт,биэс уон
742,sechzig::NUM,кхузткъа,алта уон
743,siebzig::NUM,кхузткъе итт,сэттэ уон
