,Concept_ID,kk,uk
131,Stamm::N,сояу,стовбур
132,Stamm::N,оқпан,стовбур
133,Rinde::N,қабық,кора
134,Ast::N,бұтақ,гілка
135,Zweig::N,шыбық,галузь
136,Blatt::N,жапырақ,лист
137,Birke::N,қайың,береза
138,Kiefer[Baum]::N,қарағай,сосна
139,Weide[Baum]::N,тал,верба
140,Tanne::N,шырша,ялиця
141,Horn::N,мүйіз,ріг
142,Feder::N,қаламұш,перо
143,Fell::N,тері,хутро
144,Flügel::N,қанат,крило
145,Klaue::N,тырнақ,кіготь
146,Kralle::N,аяқ,лапа
147,Schwanz::N,құйрық,хвіст
148,Ei::N,жұмыртқа,яйце
149,Nest::N,ұя,гніздо
150,Bau::N,жатақ,лігво
151,Tier::N,айуан,тварина
152,Tier::N,жануар,тварина
153,Herde::N,пада,стадо
154,Kuh::N,сиыр,корова
155,Bulle::N,өгіз,бик
156,Bulle::N,өгіз,бугай
157,Pferd::N,жылқы,кінь
158,Schaf::N,қой,вівця
159,Schwein::N,шошқа,свиня
160,Hund::N,ит,собака
161,Katze::N,мысық,кішка
162,Bär::N,аю,ведмідь
163,Eichhörnchen::N,тиін,білка
164,Elch::N,бұғы,лось
165,Fuchs::N,түлкі,лисиця
166,Hase::N,қоян,заєць
167,Maus::N,қаптесер,миша
168,Wolf::N,бөрі,вовк
169,Wolf::N,қасқыр,вовк
170,Vogel::N,құс,птах
171,Schwarm::N,топ,зграя
172,Schwarm::N,үйір,зграя
173,Huhn::N,тауық,курка
174,Huhn::N,мекиен,курка
175,Hahn::N,әтеш,півень
176,Hahn::N,қораз,півень
177,Gans::N,қаз,гуска
178,Adler::N,бүркіт,орел
179,Ente::N,үйрек,качка
180,Eule::N,жапалақ,сова
181,Kranich::N,тырна,журавель
182,Krähe::N,қарға,ворона
183,Kuckuck::N,көкек,зозуля
184,Schwan::N,аққу,лебідь
185,Fisch::N,балық,риба
186,Barsch::N,алабұға,окунь
187,Hecht::N,шортан,щука
188,Schlange[Tier]::N,жылан,змія
189,Wurm::N,шұбалшаң,черв’як
190,Spinne::N,өрмекші,павук
191,Ameise::N,қүмырска,мурашка
192,Laus::N,бит,воша
193,Mücke::N,маса,комар
194,Fliege::N,шыбын,муха
195,Schmetterling::N,көбелек,метелик
196,Beere::N,жидек,ягода
197,Apfel::N,алма,яблуко
198,Pilz::N,қозықұйрық,гриб
199,Pilz::N,саңыраукулақ,гриб
200,Zwiebel::N,жуа,цибуля
201,Saat::N,тұқым,сім’я
202,Korn::N,дән,зерно
203,Heu::N,шөп,сіно
204,Schale::N,қабық,шкірка
205,Schale::N,қабығы,шкірка
206,Grube::N,ор,яма
207,Falle::N,дұзақ,пастка
208,Falle::N,қақпан,пастка
209,Schlinge::N,ілмек,петля
210,Spur::N,із,слід
211,Asche::N,күл,зола
212,Asche::N,күл,попіл
213,Dreck::N,былғаныш,бруд
214,Eisen::N,темір,залізо
215,Gold::N,алтын,золото
216,Silber::N,күміс,срібло
217,Kohle::N,көмір,вугілля
218,Glas::N,шыны,скло
219,Lehm::N,балшық,глина
220,Sand::N,құм,пісок
221,Mensch::N,адам,людина
222,Mann::N,еркек,чоловік
223,Mann::N,ер адам,чоловік
224,Frau::N,бике,жінка
225,Frau::N,қатын,жінка
226,Kind::N,бала,дитина
227,Kind::N,перзент,дитина
228,Junge::N,бала,хлопець
229,Junge::N,ер бала,хлопець
230,Mädchen::N,қыз,дівчина
231,Familie::N,жанұя,сім’я
232,Familie::N,жанұя,родина
233,Großvater::N,ата,дідусь
234,Großmutter::N,әже,бабуся
235,Großmutter::N,әжей,бабуся
236,Eltern::N,ата-аналар,батьки
237,Vater::N,әке,батько
238,Mutter::N,ана,мати
239,Sohn::N,ұл,син
240,Tochter::N,қызым,дочка
241,Bruder::N,бауырым,брат
242,Schwester::N,әпке,сестра
243,Onkel::N,көке,дядько
244,Tante::N,тәте,тітка
245,Ehemann::N,ер,чоловік
246,Ehefrau::N,зайып,жінка
247,Ehefrau::N,зайып,дружина
248,Freude::N,қуаныш,радощі
249,Freude::N,сүйініш,радощі
250,Freude::N,шат-думан,радощі
251,Freude::N,қуаныштылық,радощі
252,Gelächter::N,күлу,сміх
253,Glück::N,бақыт,щастя
254,Glück::N,бақыттылық,щастя
255,Kummer::N,аза,горе
256,Kummer::N,қайғы,горе
257,Kummer::N,қасырет,горе
258,Wunsch::N,мүдде,бажання
259,Lust::N,тәбет,бажання
260,Lust::N,ынтызар,бажання
261,Lust::N,құштарлық,бажання
262,Geist::N,рух,дух
263,Gedanke::N,ой,думка
264,Gedächtnis::N,ес,пам’ять
265,Gedächtnis::N,жады,пам’ять
266,Gedächtnis::N,ақыл-ес,пам’ять
267,Verstand::N,ақыл,розум
268,Verstand::N,парасат,розум
269,Sinn::N,мән,зміст
270,Sinn::N,мән,значення
271,Sinn::N,маныз,зміст
272,Sinn::N,маныз,значення
273,Sinn::N,мағына,зміст
274,Sinn::N,мағына,значення
275,Sinn::N,мән-мағына,зміст
276,Sinn::N,мән-мағына,значення
277,Grund::N,себеп,причина
278,Wahrheit::N,рас,правда
279,Gespräch::N,әңгіме,розмова
280,Märchen::N,ертеп,байка
281,Märchen::N,ертек,байка
282,Erzählung::N,әңгіме,повість
283,Erzählung::N,әңгіме,оповідання
284,Nachricht::N,хабар,повідомлення
285,Neuigkeit::N,жаңалық,новина
286,Name::N,ат,ім’я
287,Name::N,атау,ім’я
288,Rätsel::N,жұмбақ,загадка
289,Rede::N,сөз,промова
290,Sprache::N,тіл,мова
291,Stimme::N,үн,голос
292,Stimme::N,әуен,голос
293,Stimme::N,дауыс,голос
294,Wort::N,сөз,слово
295,Zeichen::N,ишара,знак
296,Ruf::N,айғай,оклик
297,Lärm::N,айғай-шу,шум
298,Lärm::N,айғай-ұйғай,шум
299,Laut::N,дыбыс,звук
300,Laut::N,дауыс,звук
301,Ton::N,әуен,тон
302,Lied::N,ән,пісня
303,Lied::N,жыр,пісня
304,Lied::N,ән-жыр,пісня
305,Ruhe::N,тыныштық,спокій
306,Leute::N,кісілер,люди
307,Volk::N,халық,народ
308,Arbeit::N,еңбек,робота
309,Gast::N,қонақ,гість
310,Gast::N,мейман,гість
311,Geschenk::N,қадия,подарунок
312,Spiel::N,ойын,гра
313,Gesellschaft::N,қауым,товариство
314,Gesellschaft::N,жұртшылық,товариство
315,Hilfe::N,жэрдем,допомога
316,Freund::N,дос,друг
317,Freund::N,дос,приятель
318,Kamerad::N,дос-жар,товариш
319,Angelegenheit::N,жұмыс,справа
320,Anzahl::N,сан,число
321,Anzahl::N,саны,число
322,Art::N,түр,рід
323,Stück::N,тілім,кусок
324,Teil::N,үлес,частина
325,Teil::N,бөлшек,частина
326,Hälfte::N,жарты,половина
327,Kreis::N,шеңбер,круг
328,Kreis::N,шеңбер,коло
329,Kreuz::N,крест,хрест
330,Linie::N,сызық,лінія
331,Strich::N,сызық,штрих
332,Abstand::N,ара,проміжок
333,Abstand::N,аралық,проміжок
334,Entfernung::N,аралық,відстань
335,Gegend::N,өңір,місцевість
336,Platz::N,орны,площа
337,Ort::N,орын,місце
338,Seite::N,жақ,сторона
339,Seite::N,бүйір,сторона
340,Mitte::N,ортасы,середина
341,Gegenstand::N,зат,предмет
342,Gegenstand::N,нәрсе,предмет
343,Sache::N,бұйым,річ
344,Rand::N,шет,край
345,Rand::N,шеті,край
346,Kante::N,қыр,ребро
347,Kante::N,қыры,ребро
348,Ecke::N,қыры,ріг
349,Ecke::N,бұрыш,ріг
350,Spitze::N,ұшы,кінчик
351,Ende::N,аяқ,кінець
352,Ende::N,соңы,кінець
353,Loch::N,тесік,діра
354,Winkel::N,мүйіс,куток
355,Muster::N,мәнер,узор
356,Größe::N,ауқым,розмір
357,Größe::N,көлемдік,розмір
358,Länge::N,бой,довжина
359,Länge::N,ұзындық,довжина
360,Höhe::N,жоғарылық,висота
361,Höhe::N,биіктік,висота
362,Gewicht::N,салмақ,вага
363,Menge::N,мөлшер,кількість
364,Haufen::N,үйме,купа
365,Haufen::N,үйінді,купа
366,Reihe::N,сап,ряд
367,Boot::N,қайық,човен
368,Ruder::N,ескек,весло
369,Schlitten::N,шана,сани
370,Ski::N,шаңғы,лижа
371,Lagerfeuer::N,алау,вогнище
372,Last::N,ауырлық,тягар
373,Last::N,ауырлық,вантаж
374,Last::N,ауыр зат,тягар
375,Last::N,ауыр зат,вантаж
376,Gang::N,жүріс,хід
377,Schritt::N,адым,крок
378,Norden::N,солтүстік,північ
379,Norden::N,терістік,північ
380,Süden::N,оңтүстік,південь
381,Westen::N,батыс,захід
382,Osten::N,күншығыс,схід
383,Holz::N,ағаш,дрова
384,Holz::N,сүрек,дрова
385,Brett::N,тақта,дошка
386,Platte::N,тақта,плита
387,Stütze::N,тіреу,підпірка
388,Stange::N,қада,жердина
389,Stock::N,сойыл,палиця
390,Stab::N,сырық,палиця
391,Rohr::N,құбыр,труба
392,Haus::N,үй,дім
393,Haus::N,үй,хата
394,Heim::N,үйлі,житло
395,Heim::N,шаңырақ,житло
396,Ofen::N,ошақ,піч
397,Ofen::N,пеш,піч
398,Fußboden::N,еден,підлога
399,Tisch::N,үстел,стіл
400,Stuhl::N,орындық,стілець
401,Wiege::N,бесік,колиска
402,Bett::N,кереует,ліжко
403,Bett::N,кереует,постіль
404,Regal::N,сөре,полиця
405,Kiste::N,жәшік,ящик
406,Fenster::N,терезе,вікно
407,Tür::N,есік,двері
408,Tor::N,дарбаза,ворота
409,Zaun::N,дуал,паркан
410,Zaun::N,дуал,огорожа
411,Dach::N,шатыр,дах
412,Leiter::N,саты,драбина
413,Leiter::N,басқыш,драбина
414,Besen::N,сыпырғыш,мітла
415,Spaten::N,күрек,заступ
416,Schaufel::N,қалақ,совок
417,Schaufel::N,қалақ,лопата
418,Gabel::N,аша,виделка
419,Gabel::N,шанышқы,виделка
420,Löffel::N,қасық,ложка
421,Messer::N,пышақ,ніж
422,Nagel::N,мық,цвях
423,Nagel::N,шеге,цвях
424,Netz::N,керегекөз,сіть
425,Haken::N,ілмек,крюк
426,Griff::N,сап,ручка
427,Griff::N,сап,держак
428,Griff::N,тұтқа,ручка
429,Griff::N,тұтқа,держак
430,Schloss::N,құлып,замок
431,Schloss::N,бекіткіш,замок
432,Bild::N,сурет,картина
433,Figur::N,тұлға,фігура
434,Puppe::N,қуыршақ,лялька
435,Beutel::N,қапшық,мішечок
436,Beutel::N,қапшық,торбинка
437,Bündel::N,байлам,в’язка
438,Tasche::N,дорба,сумка
439,Eimer::N,шелек,відро
440,Deckel::N,жапқыш,кришка
441,Geschirr::N,ыдыс,посуд
442,Sack::N,қап,мішок
443,Tasse::N,шыныаяқ,чашка
444,Topf::N,кәстрөл,горщик
445,Kessel::N,қазан,котел
446,Essen::N,ас,їжа
447,Nahrung::N,ас,харч
448,Nahrung::N,тамақ,харч
449,Speise::N,тағам,страва
450,Fleisch::N,ет,м’ясо
451,Getreide::N,дәнді,хліб
452,Getreide::N,дәнді,збіжжя
453,Brei::N,ботқа,каша
454,Brot::N,күлше,хліб
455,Scheibe::N,тілім,скибочка
456,Fett::N,май,жир
457,Butter::N,май,масло
458,Öl::N,май,олія
459,Salz::N,тұз,сіль
460,Suppe::N,көже,суп
461,Honig::N,бал,мед
462,Milch::N,сүт,молоко
463,Tee::N,шай,чай
464,Leder::N,көн,шкіра
465,Wolle::N,жүн,шерсть
466,Stoff::N,мата,тканина
467,Stoff::N,кездеме,тканина
468,Nadel::N,ине,голка
469,Faden::N,жіп,нитка
470,Knopf::N,түйме,ґудзик
471,Knoten::N,түйін,вузол
472,Farbe::N,рең,фарба
473,Kleidung::N,киім,одяг
474,Kleidung::N,киім,убрання
475,Hemd::N,жейде,сорочка
476,Kragen::N,жаға,комір
477,Ärmel::N,жең,рукав
478,Hose::N,шалбар,брюки
479,Gürtel::N,белбеу,пояс
480,Mütze::N,қалпақ,шапка
481,Schuh::N,кебіс,ботинок
482,Stiefel::N,етік,чобіт
483,Ring::N,жүзік,кільце
484,Band::N,таспа,стрічка
485,Kamm::N,тарақ,гребінець
486,Spiegel::N,айна,дзеркало
487,Riemen::N,қайыс,ремінь
488,Schnur::N,жіп,вірьовка
489,Leine::N,тізгін,шворка
490,Decke::N,көрпе,ковдра
491,Kissen::N,жастық,подушка
492,Tuch::N,орамал,хустка
493,Handtuch::N,сүлгі,рушник
494,Kraft::N,қуат,сила
495,Kraft::N,қарқын,сила
496,Kraft::N,әл-шама,сила
497,Kraft::N,әл-дәрмен,сила
498,Stärke::N,әл,сила
499,Stärke::N,күш,сила
500,Gesundheit::N,денсаулык,здоров’я
501,Krankheit::N,ауру,хвороба
502,Schmerz::N,ауру,біль
503,Wunde::N,зақым,рана
504,Wunde::N,жарақат,рана
505,Fieber::N,безгек,гарячка
506,Fieber::N,қалтырау,гарячка
507,Fieber::N,қызу көтерілуі,гарячка
508,Arznei::N,дәрі,ліки
509,Arznei::N,дәрі-дәрмек,ліки
510,Brücke::N,көпір,міст
511,Brunnen::N,құдық,колодязь
512,Weide::N,өріс,пасовище
513,Weide::N,жайылым,пасовище
514,Pfad::N,жол,стежка
515,Weg::N,жол,шлях
516,Weg::N,жол,дорога
517,Straße::N,жол,вулиця
518,Dorf::N,ауыл,село
519,Stadt::N,қала,місто
520,Stadt::N,шаһар,місто
521,Brief::N,хат,лист
522,Brief::N,жазу,лист
523,Buch::N,кітап,книга
524,Buch::N,кітап,книжка
525,Buchstabe::N,әріп,буква
526,Buchstabe::N,әріп,літера
527,Buchstabe::N,қаріп,буква
528,Buchstabe::N,қаріп,літера
529,Zeitung::N,газет,газета
530,Leben::N,өмір,життя
531,Leben::N,тіршілік,життя
532,Tod::N,опат,смерть
533,Grab::N,мола,могила
534,Grab::N,мазар,могила
535,Kirche::N,шіркеу,церква
536,Sünde::N,күнә,гріх
537,Gott::N,алла,бог
538,Gott::N,құдай,бог
539,Gott::N,тәңірі,бог
540,Gott::N,пәруардігер,бог
541,Gott::N,жаратқан тәңірі,бог
542,Arbeiter::N,жүмысшы,робітник
543,Chef::N,басшы,хазяїн
544,Chef::N,жұмыс басқарушысы,хазяїн
545,Meister::N,шебер,умілець
546,Meister::N,өнерпаз,умілець
547,Arzt::N,дәрігер,лікар
548,Lehrer::N,мұғалім,вчитель
549,Geld::N,пұл,гроші
550,Geschäft::N,бизнес,заняття
551,Laden::N,дүкен,магазин
552,Laden::N,дүкен,крамниця
553,Preis::N,ақы,ціна
554,Preis::N,құны,ціна
555,Preis::N,нарық,ціна
556,Ware::N,тауар,товар
557,Nutzen::N,пайда,вигода
558,Nutzen::N,пайда,користь
559,Reichtum::N,бақ-дәулет,багатство
560,Welt::N,әлем,світ
561,Welt::N,жиһан,світ
562,Land::N,аймақ,країна
563,Staat::N,мемлекет,держава
564,König::N,патша,король
565,Macht::N,өкімет,влада
566,Macht::N,қожалық,влада
567,Grenze::N,шек,кордон
568,Krieg::N,соғыс,війна
569,Feind::N,жау,ворог
570,Feind::N,дұшпан,ворог
571,Gewalt::N,зорлык,насильство
572,Gewalt::N,зорлық-зомбылык,насильство
573,Kampf::N,күрес,бій
574,Kampf::N,күрес,боротьба
575,Kampf::N,алыспақ,бій
576,Kampf::N,алыспақ,боротьба
577,Bogen[Waffe]::N,саржа,лук
578,Pfeil::N,жебе,стріла
579,Gewehr::N,қару,рушниця
580,Gewehr::N,қару,гвинтівка
581,Fehler::N,әбес,помилка
582,Fehler::N,қаталық,помилка
583,Lüge::N,өтірік,брехня
584,Schaden::N,зиян,шкода
585,Schaden::N,зиян,збиток
586,Schaden::N,зарар,шкода
587,Schaden::N,зарар,збиток
588,Unglück::N,пәле,нещастя
589,Unglück::N,қасырет,нещастя
590,Unglück::N,ауыртпалық,нещастя
591,Schuld::N,айыптылық,провина
592,Alter::N,жас,вік
593,Alter::N,жас,літа
594,Alter::N,жас шамасы,вік
595,Alter::N,жас шамасы,літа
596,Schluss::N,ада,кінець
597,Schluss::N,бітуі,кінець
598,Zeit::N,уақыт,час
599,Tag::N,күн,день
600,Morgen::N,таң,ранок
601,Morgen::N,таңертең,ранок
602,Mittag::N,талтүс,південь
603,Abend::N,кеш,вечір
604,Nacht::N,түн,ніч
605,Woche::N,апта,тиждень
606,Monat::N,ай,місяць
607,Jahr::N,жыл,рік
608,Frühling::N,көктем,весна
609,Sommer::N,жаз,літо
610,Herbst::N,күз,осінь
611,Winter::N,қыс,зима
612,Januar::N,каңтар,січень
613,Februar::N,ақпан,лютий
614,März::N,наурыз,березень
615,April::N,сәуір,квітень
616,Mai::N,мамыр,травень
617,Juni::N,маусым,червень
618,Juli::N,шілде,липень
619,August::N,сүмбіле,серпень
620,August::N,тамыз,серпень
621,September::N,қыркүйек,вересень
622,Oktober::N,ақырап,жовтень
623,November::N,қараша,листопад
624,Dezember::N,желтоқсан,грудень
625,Montag::N,дүйсенбі,понеділок
626,Dienstag::N,сейсенбі,вівторок
627,Mittwoch::N,сәрсенбі,середа
628,Donnerstag::N,бейсенбі,четвер
629,Freitag::N,жұма,п’ятниця
630,Samstag::N,сенбі,субота
631,Sonntag::N,жексембі,неділя
632,groß::A,алпамсадай,великий
633,klein::A,кішкене,малий
634,klein::A,кішкене,маленький
635,klein::A,қарғадай,малий
636,klein::A,қарғадай,маленький
637,lang::A,сопақ,довгий
638,lang::A,сорайған,довгий
639,kurz::A,кеспелтек,короткий
640,breit::A,айдынды,широкий
641,schmal::A,қысық,вузький
642,dicht::A,жиі,густий
643,dick[Gegenstand]::A,шомбал,товстий
644,dünn::A,жұқа,тонкий
645,dünn::A,жіңішке,тонкий
646,fein::A,қаңылтақ,дрібний
647,fest::A,берік,міцний
648,fest::A,мызғымас,міцний
649,flach::A,жалпак,плоский
650,glatt::A,типыл,рівний
651,glatt::A,типыл,гладенький
652,hart::A,қатты,твердий
653,weich::A,жұмсақ,м’який
654,rund::A,домалақ,круглий
655,spitz::A,үшкір,гострокінцевий
656,scharf::A,сүйрік,гострий
657,stumpf::A,доғал,тупий
658,stumpf::A,өтпейтін,тупий
659,schwer::A,салмақты,важкий
660,schön::A,сұлу,вродливий
661,heiß::A,ыссы,жаркий
662,heiß::A,ыссы,гарячий
663,warm::A,жылы,теплий
664,kalt::A,аязды,холодний
665,kühl::A,салқын,прохолодний
666,frisch::A,таза,свіжий
667,frisch::A,жаңа,свіжий
668,feucht::A,нам,вогкий
669,feucht::A,дымқылды,вогкий
670,nass::A,сулы,мокрий
671,trocken::A,құрғақ,сухий
672,voll::A,толы,повний
673,leer::A,бос,пустий
674,offen::A,ашып қойылған,відкритий
675,geschlossen::A,жабулы,закритий
676,geschlossen::A,жабулы,зачинений
677,sauber::A,дақсыз,чистий
678,sauber::A,дақсыз,охайний
679,sauber::A,мұнтаздай,чистий
680,sauber::A,мұнтаздай,охайний
681,schmutzig::A,айғыз,брудний
682,schmutzig::A,сатпақ,брудний
683,schmutzig::A,сатал-сатал,брудний
684,roh::A,шикі,сирий
685,reif::A,піскен,зрілий
686,lecker::A,дәмді,смачний
687,süß::A,тәтті,солодкий
688,bitter::A,ащы,гіркий
689,sauer::A,қышқыл,кислий
690,hell::A,жарық,світлий
691,hell::A,жарқын,світлий
692,dunkel::A,қараңғы,темний
693,schwarz::A,қара,чорний
694,weiß::A,ақ,сивий
695,rot::A,қызыл,червоний
696,gelb::A,сары,жовтий
697,blau::A,көк,синій
698,grün::A,жасыл,зелений
699,grau::A,бозамық,сірий
700,bunt::A,алабажак,барвистий
701,billig::A,арзан,дешевий
702,teuer::A,бағалы,дорогий
703,wertvoll::A,құнды,цінний
704,wertvoll::A,қымбат,цінний
705,blind::A,көзсіз,сліпий
706,blind::A,көр,сліпий
707,blind::A,көр_соқыр,сліпий
708,taub::A,керең,глухий
709,taub::A,саңырау,глухий
710,kräftig::A,қуатты,могутній
711,kräftig::A,қарымды,могутній
712,stark::A,білекті,сильний
713,schwach::A,әлсіз,слабкий
714,schwach::A,күшсіз,слабкий
715,schwach::A,қайратсыз,слабкий
716,fett::A,семіз,жирний
717,fett::A,семіз,товстий
718,schlank::A,ашаң,тонкий
719,schlank::A,ашаң,стрункий
720,hübsch::A,ажарлы,чарівний
721,hübsch::A,шырайлы,чарівний
722,böse::A,өш,злий
723,böse::A,өш,лихий
724,böse::A,сұм,злий
725,böse::A,сұм,лихий
726,böse::A,жауыз,злий
727,böse::A,жауыз,лихий
728,dumm::A,көкми,дурний
729,dumm::A,ақымақ,дурний
730,dumm::A,миы жоқ,дурний
731,faul::A,жалқау,ледачий
732,faul::A,еріншек,ледачий
733,fleißig::A,ұқыпты,старанний
734,geizig::A,сараң,скупий
735,klug::A,жетік,мудрий
736,klug::A,жетік,розумний
737,klug::A,ақылды,мудрий
738,klug::A,ақылды,розумний
739,geschickt::A,шебер,умілий
740,lieb::A,абзал,милий
741,lieb::A,айналайын,милий
742,lustig::A,көңілді,веселий
743,sanft::A,жуас,лагідний
744,hungrig::A,аш,голодний
745,krank::A,кеселді,слабий
746,nackt::A,жалаңаш,голий
747,traurig::A,қапа,сумний
748,lebendig::A,тірі,живий
749,lebendig::A,жанды,живий
750,gut::A,жақсы,добрий
751,schlecht::A,жаман,поганий
752,schlecht::A,жаман,кепський
753,richtig::A,дұрыс,правильний
754,schlimm::A,жаман,бридкий
755,wahr::A,нағыз,справжній
756,alt::A,ескі,старий
757,neu::A,жаңа,новий
758,ehemalig::A,өткен,колишній
759,ehemalig::A,бұрынғы,колишній
760,alt[Lebewesen]::A,кексе,старий
761,jung::A,науша,молодий
762,arm::A,кедей,бідний
763,arm::A,дәулетсіз,бідний
764,reich::A,малды,багатий
765,bekannt::A,таныс,знайомий
766,bekannt::A,көзтаныс,знайомий
767,berühmt::A,атақты,славетний
768,fremd::A,бөтен,чужий
769,verschieden::A,түрлі,різний
770,nah::A,жуық,близький
771,nah::A,етене,близький
772,fern::A,алыс,далекий
773,fern::A,алыстағы,далекий
774,linker::A,сол,лівий
775,linker::A,солшыл,лівий
776,rechter::A,оң,правий
777,anderer::A,өзге,інакший
778,anderer::A,былайғы,інакший
779,erster::A,алғашқы,перший
780,zweiter::A,екінші,другий
781,dritter::A,үшінші,третій
782,letzter::A,артқы,останній
783,letzter::A,кейінгі,останній
784,allein::ADV,серіксіз,сам
785,allein::ADV,серіксіз,один
786,auf einmal::ADV,бірден,відразу
787,zusammen::ADV,бірлесіп,разом
788,zusammen::ADV,бірлесіп,спільно
789,lange::ADV,ұзақ,довго
790,plötzlich::ADV,кенет,раптом
791,sofort::ADV,әне-міне дегенше,зараз
792,später::ADV,артынан,пізніше
793,jetzt::ADV,енді,тепер
794,jetzt::ADV,қазір,тепер
795,heute::ADV,бүгін,сьогодні
796,morgen::ADV,ертең,завтра
797,bald::ADV,тез,незабаром
798,dann::ADV,онан соң,потім
799,dann::ADV,сонан соң,потім
800,gestern::ADV,кеше,вчора
801,einst::ADV,бірде,колись
802,einst::ADV,бір кезде,колись
803,damals::ADV,анада,тоді
804,danach::ADV,онан соң,згодом
805,danach::ADV,сонан соң,згодом
806,vorher::ADV,бұрын,раніше
807,zuerst::ADV,әуелі,спершу
808,zuerst::ADV,әуелі,спочатку
809,zuerst::ADV,алдымен,спершу
810,zuerst::ADV,алдымен,спочатку
811,einmal::ADV,бір жолы,один раз
