,Concept_ID,pl,hr
67,Geruch::N,woń,miris
68,Geruch::N,zapach,njuh
69,Geruch::N,zapach,miris
70,Schlaf::N,sen,san
71,Traum::N,sen,san
72,Himmel::N,niebo,nebo
73,Sonne::N,słońce,sunce
74,Mond::N,księżyc,mjesec
75,Stern::N,gwiazda,zvijezda
76,Luft::N,powietrze,zrak
77,Wind::N,wiatr,vjetar
78,Welle::N,fala,val
79,Welle::N,fala,talas
80,Wasser::N,woda,voda
81,Stein::N,kamień,kamen
82,Boden::N,grunt,tlo
83,Boden::N,grunt,zemlja
84,Erde::N,ziemia,zemlja
85,Staub::N,pył,prah
86,Staub::N,pył,prašina
87,Staub::N,kurz,prah
88,Staub::N,kurz,prašina
89,Rauch::N,dym,dim
90,Funke::N,iskra,iskra
91,Funke::N,iskra,varnica
92,Feuer::N,ogień,vatra
93,Licht::N,światło,svjetlo
94,Schatten::N,cień,hlad
95,Schatten::N,cień,sjena
96,Wetter::N,pogoda,vrijeme
97,Nebel::N,mgła,magla
98,Wolke::N,obłok,oblak
99,Wolke::N,chmura,oblak
100,Regen::N,deszcz,kiša
101,Schnee::N,śnieg,snijeg
102,Eis::N,lód,led
103,Frost::N,mróz,mraz
104,Kälte::N,chłód,studen
105,Kälte::N,chłód,hladnoća
106,Hitze::N,gorąco,vrućina
107,Raureif::N,szron,inje
108,Regenbogen::N,tęcza,duga
109,Donner::N,grzmot,grom
110,Donner::N,grzmot,grmljavina
111,Strömung::N,nurt,struja
112,Strömung::N,nurt,strujanje
113,Tropfen::N,kropla,kap
114,Tropfen::N,kropla,kaplja
115,Schaum::N,piana,pjena
116,Schmutz::N,brud,nečistoća
117,Schmutz::N,brud,prljavština
118,See::N,jezioro,jezero
119,Sumpf::N,bagno,bara
120,Moor::N,bagno,močvara
121,Wiese::N,łąka,livada
122,Wald::N,las,šuma
123,Hügel::N,pagórek,brijeg
124,Hügel::N,pagórek,brežuljak
125,Anhöhe::N,wzgórze,uzvišica
126,Berg::N,góra,brdo
127,Gipfel::N,szczyt,vrh
128,Gipfel::N,wierzchołek,vrh
129,Höhle::N,pieczara,pećina
130,Höhle::N,pieczara,spilja
131,Abhang::N,stok,obronak
132,Abhang::N,stok,nizbrdica
133,Abhang::N,zbocze,obronak
134,Abhang::N,zbocze,nizbrdica
135,Quelle::N,zdrój,izvor
136,Quelle::N,zdrój,vrelo
137,Quelle::N,źródło,izvor
138,Quelle::N,źródło,vrelo
139,Bach::N,potok,potok
140,Bach::N,strumień,potok
141,Fluss::N,rzeka,rijeka
142,Ufer::N,brzeg,obala
143,Küste::N,wybrzeże,obala
144,Küste::N,wybrzeże,morska obala
145,Festland::N,ląd,kopno
146,Meer::N,morze,more
147,Bucht::N,zatoka,zaliv
148,Insel::N,wyspa,ada
149,Insel::N,wyspa,otok
150,Blume::N,kwiat,cvijet
151,Gras::N,trawa,trava
152,Wurzel::N,korzeń,korijen
153,Baum::N,drzewo,drvo
154,Baum::N,drzewo,stablo
155,Stamm::N,pień,deblo
156,Stamm::N,pień,stablo
157,Rinde::N,kora,kora
158,Ast::N,gałąź,grana
159,Zweig::N,gałąź,grana
160,Blatt::N,liść,list
161,Birke::N,brzoza,breza
162,Kiefer[Baum]::N,sosna,bor
163,Weide[Baum]::N,wierzba,iva
164,Weide[Baum]::N,wierzba,vŕba
165,Tanne::N,jodła,jela
166,Horn::N,róg,rog
167,Feder::N,pióro,pero
168,Fell::N,futro,koža
169,Flügel::N,skrzydło,krilo
170,Klaue::N,szpon,papak
171,Kralle::N,pazur,pandža
172,Schwanz::N,ogon,rep
173,Ei::N,jajko,jaje
174,Nest::N,gniazdo,gnijezdo
175,Bau::N,nora,jazbina
176,Tier::N,zwierzę,životinja
177,Herde::N,stado,krdo
178,Herde::N,stado,stado
179,Herde::N,trzoda,krdo
180,Herde::N,trzoda,stado
181,Kuh::N,krowa,krava
182,Bulle::N,byk,bik
183,Pferd::N,koń,konj
184,Schaf::N,owca,ovca
185,Schwein::N,świnia,svinja
186,Hund::N,pies,pas
187,Hund::N,pies,pseto
188,Katze::N,kot,mačka
189,Katze::N,kotka,mačka
190,Bär::N,niedźwiedż,medvjed
191,Eichhörnchen::N,wiewiórka,vjeverica
192,Elch::N,łóś,los
193,Fuchs::N,lis,lisica
194,Hase::N,zając,zec
195,Maus::N,mysz,miš
196,Wolf::N,wilk,vuk
197,Wolf::N,wilk,kurjak
198,Vogel::N,ptak,ptica
199,Schwarm::N,stado,roj
200,Schwarm::N,stado,jato
201,Huhn::N,kura,kokoš
202,Hahn::N,kogut,kokot
203,Hahn::N,kogut,pijevac
204,Gans::N,gęś,guska
205,Adler::N,orzeł,orao
206,Ente::N,kaczka,patka
207,Eule::N,sowa,sova
208,Kranich::N,żuraw,ždral
209,Krähe::N,wrona,vrana
210,Kuckuck::N,kukułka,kukavica
211,Schwan::N,łabędż,labud
212,Fisch::N,ryba,riba
213,Barsch::N,okoń,grgeč
214,Hecht::N,szczupak,štuka
215,Schlange[Tier]::N,wąż,guja
216,Schlange[Tier]::N,wąż,zmija
217,Schlange[Tier]::N,żmija,guja
218,Schlange[Tier]::N,żmija,zmija
219,Wurm::N,robak,crv
220,Spinne::N,pająk,pauk
221,Ameise::N,mrówka,mrav
222,Laus::N,wesz,uš
223,Mücke::N,komar,komarac
224,Fliege::N,mucha,muha
225,Schmetterling::N,motyl,leptir
226,Beere::N,jagoda,boba
227,Beere::N,jagoda,bobica
228,Apfel::N,jabłko,jabuka
229,Pilz::N,grzyb,pečurka
230,Zwiebel::N,cebula,luk
231,Zwiebel::N,cebula,kapula
232,Saat::N,siew,sjemenje
233,Korn::N,ziarno,zrno
234,Heu::N,siano,sijeno
235,Schale::N,łupina,kora
236,Schale::N,łupina,ljuska
237,Grube::N,dół,jama
238,Grube::N,jama,jama
239,Falle::N,pułapka,zamka
240,Falle::N,pułapka,klopka
241,Schlinge::N,sidła,uzao
242,Schlinge::N,sidła,petlja
243,Spur::N,ślad,trag
244,Spur::N,ślad,slijed
245,Asche::N,popiół,pepeo
246,Dreck::N,brud,blato
247,Eisen::N,żelazo,željezo
248,Gold::N,złoto,zlato
249,Silber::N,srebro,srebro
250,Kohle::N,węgiel,ugalj
251,Kohle::N,węgiel,ugljen
252,Glas::N,szkło,staklo
253,Lehm::N,glina,glina
254,Lehm::N,glina,ilovača
255,Sand::N,piasek,pijesak
256,Mensch::N,człowiek,čovjek
257,Mann::N,mężczyzna,muškarac
258,Frau::N,kobieta,žena
259,Kind::N,dziecko,čedo
260,Kind::N,dziecko,dijete
261,Junge::N,chłopak,momče
262,Junge::N,chłopak,dječak
263,Junge::N,chłopiec,momče
264,Junge::N,chłopiec,dječak
265,Mädchen::N,dziewczynka,djevojka
266,Mädchen::N,dziewczynka,djevojčica
267,Familie::N,rodzina,obitelj
268,Familie::N,rodzina,porodica
269,Großvater::N,dziadek,djed
270,Großmutter::N,babka,baka
271,Eltern::N,rodzice,roditelji
272,Vater::N,ojciec,otac
273,Mutter::N,matka,majka
274,Sohn::N,syn,sin
275,Tochter::N,córka,kći
276,Tochter::N,córka,kćerka
277,Bruder::N,brat,brat
278,Schwester::N,siostra,sestra
279,Onkel::N,wuj,čika
280,Onkel::N,wuj,ujak
281,Onkel::N,stryj,čika
282,Onkel::N,stryj,ujak
283,Tante::N,ciotka,ujna
284,Tante::N,ciotka,tetka
285,Ehemann::N,mąż,muž
286,Ehemann::N,mąż,suprug
287,Ehefrau::N,żona,žena
288,Ehefrau::N,żona,supruga
289,Freude::N,radość,radost
290,Gelächter::N,śmiech,grohot
291,Glück::N,szczęście,sreća
292,Kummer::N,zmartwienie,jad
293,Kummer::N,zmartwienie,briga
294,Wunsch::N,życzenie,želja
295,Lust::N,chęć,volja
296,Lust::N,ochota,volja
297,Geist::N,duch,duh
298,Gedanke::N,myśl,misao
299,Gedächtnis::N,pamięć,pamćenje
300,Verstand::N,rozum,um
301,Verstand::N,rozum,razum
302,Sinn::N,zmysł,smisao
303,Sinn::N,zmysł,značenje
304,Grund::N,powód,razlog
305,Wahrheit::N,prawda,istina
306,Gespräch::N,rozmowa,razgovor
307,Märchen::N,bajka,bajka
308,Erzählung::N,opowiadanie,priča
309,Erzählung::N,opowiadanie,pripovijest
310,Nachricht::N,wiadomość,vijest
311,Neuigkeit::N,nowina,novost
312,Name::N,imię,ime
313,Rätsel::N,zagadka,zagonetka
314,Rede::N,mowa,govor
315,Rede::N,mowa,besjeda
316,Sprache::N,język,jezik
317,Stimme::N,głos,glas
318,Wort::N,słowo,riječ
319,Zeichen::N,znak,znak
320,Ruf::N,wołanie,povik
321,Ruf::N,wołanie,poklik
322,Lärm::N,hałas,buka
323,Lärm::N,hałas,galama
324,Lärm::N,zgiełk,buka
325,Lärm::N,zgiełk,galama
326,Laut::N,dźwięk,zvuk
327,Ton::N,ton,ton
328,Ton::N,dźwięk,ton
329,Lied::N,pieśń,pjesma
330,Lied::N,piosenka,pjesma
331,Ruhe::N,spokój,tišina
332,Ruhe::N,spokój,počinak
333,Leute::N,ludzie,ljudi
334,Volk::N,naród,puk
335,Volk::N,naród,narod
336,Arbeit::N,praca,rad
337,Arbeit::N,praca,posao
338,Arbeit::N,robota,rad
339,Arbeit::N,robota,posao
340,Gast::N,gość,gost
341,Geschenk::N,prezent,dar
342,Geschenk::N,prezent,poklon
343,Geschenk::N,podarunek,dar
344,Geschenk::N,podarunek,poklon
345,Spiel::N,gra,igra
346,Spiel::N,zabawa,igra
347,Gesellschaft::N,towarzystwo,društvo
348,Gesellschaft::N,towarzystwo,kompanija
349,Hilfe::N,pomoc,pomoć
350,Freund::N,przyjaciel,prijatelj
351,Kamerad::N,kolega,drug
352,Kamerad::N,kolega,drugar
353,Angelegenheit::N,sprawa,posao
354,Anzahl::N,ilość,broj
355,Anzahl::N,ilość,brojnost
356,Art::N,rodzaj,vid
357,Art::N,rodzaj,vrst
358,Stück::N,kawałek,komad
359,Teil::N,część,dio
360,Hälfte::N,połowa,polovina
361,Kreis::N,krąg,krug
362,Kreuz::N,krzyż,križ
363,Linie::N,linia,crta
364,Strich::N,kreska,crta
365,Abstand::N,odstęp,razmak
366,Abstand::N,odstęp,odstojanje
367,Entfernung::N,odległość,udaljenost
368,Gegend::N,okolica,kraj
369,Gegend::N,okolica,predeo
370,Platz::N,miejsce,mjesto
371,Ort::N,miejsce,mjesto
372,Seite::N,bok,bok
373,Seite::N,bok,strana
374,Seite::N,strona,bok
375,Seite::N,strona,strana
376,Mitte::N,środek,sredina
377,Gegenstand::N,przedmiot,predmet
378,Sache::N,rzecz,posao
379,Rand::N,skraj,rub
380,Rand::N,skraj,kraj
381,Rand::N,krawędź,rub
382,Rand::N,krawędź,kraj
383,Kante::N,kant,brid
384,Kante::N,kant,ivica
385,Kante::N,krawędź,brid
386,Kante::N,krawędź,ivica
387,Ecke::N,róg,ugao
388,Spitze::N,ostrze,vrh
389,Spitze::N,ostrze,šiljak
390,Ende::N,koniec,konac
391,Loch::N,dziura,rupa
392,Winkel::N,kąt,kut
393,Winkel::N,kąt,ugao
394,Winkel::N,kącik,kut
395,Winkel::N,kącik,ugao
396,Muster::N,wzór,uzor
397,Größe::N,rozmiar,veličina
398,Größe::N,wielkość,veličina
399,Länge::N,długość,duljina
400,Höhe::N,wysokość,visina
401,Gewicht::N,ciężar,težina
402,Menge::N,ilość,mnoštvo
403,Menge::N,ilość,količina
404,Haufen::N,kupa,hrpa
405,Haufen::N,kupa,gomila
406,Reihe::N,rząd,red
407,Reihe::N,szereg,red
408,Boot::N,łódź,čun
409,Boot::N,łódź,čamac
410,Boot::N,łódka,čun
411,Boot::N,łódka,čamac
412,Ruder::N,wiosło,veslo
413,Schlitten::N,sanki,saone
414,Ski::N,narta,ski
415,Ski::N,narta,smučka
416,Lagerfeuer::N,ognisko,logorska vatra
417,Last::N,ciężar,tovar
418,Last::N,brzemię,tovar
419,Gang::N,chód,hod
420,Schritt::N,krok,korak
421,Norden::N,północ,sjever
422,Süden::N,południe,jug
423,Westen::N,zachód,zapad
424,Osten::N,wschód,istok
425,Holz::N,drzewo,drvo
426,Brett::N,deska,daska
427,Platte::N,płyta,ploča
428,Stütze::N,podpora,potpora
429,Stange::N,drąg,motka
430,Stange::N,żerdź,motka
431,Stock::N,kij,štap
432,Stock::N,kij,palica
433,Stock::N,laska,štap
434,Stock::N,laska,palica
435,Stab::N,pręt,štap
436,Stab::N,pręt,šipka
437,Rohr::N,rura,cijev
438,Haus::N,dom,kuća
439,Heim::N,dom,dom
440,Ofen::N,piec,peć
441,Fußboden::N,podłoga,pod
442,Tisch::N,stół,stol
443,Tisch::N,stół,trpeza
444,Stuhl::N,krzesło,stolac
445,Stuhl::N,krzesło,stolica
446,Wiege::N,kołyska,kolijevka
447,Bett::N,łóżko,krevet
448,Bett::N,łóżko,postelja
449,Bett::N,pościel,krevet
450,Bett::N,pościel,postelja
451,Regal::N,regał,polica
452,Kiste::N,skrzynia,sanduk
453,Fenster::N,okno,prozor
454,Tür::N,drzwi,vrata
455,Tor::N,brama,vrata
456,Tor::N,brama,kapija
457,Zaun::N,płot,plot
458,Zaun::N,płot,ograda
459,Zaun::N,parkan,plot
460,Zaun::N,parkan,ograda
461,Dach::N,dach,krov
462,Leiter::N,drabina,ljestve
463,Leiter::N,drabina,ljestvice
464,Besen::N,miotła,metla
465,Spaten::N,rydel,ašov
466,Schaufel::N,łopata,lopata
467,Gabel::N,widelec,viljuška
468,Löffel::N,łyżka,žlica
469,Messer::N,nóż,nož
470,Nagel::N,gwóźdź,čavao
471,Netz::N,sieć,mreža
472,Haken::N,hak,kuka
473,Griff::N,chwyt,držak
474,Griff::N,chwyt,ručica
475,Schloss::N,zamek,brava
476,Bild::N,obraz,slika
477,Figur::N,figura,figura
478,Puppe::N,lalka,lutka
479,Beutel::N,torba,kesa
480,Bündel::N,wiązka,snop
481,Bündel::N,wiązka,svežanj
482,Tasche::N,torba,torba
483,Tasche::N,torba,taška
484,Eimer::N,kubeł,kabao
485,Eimer::N,wiadro,kabao
486,Deckel::N,przykrywka,poklopac
487,Geschirr::N,statki,suđe
488,Geschirr::N,statki,posuđe
489,Geschirr::N,naczynia,suđe
490,Geschirr::N,naczynia,posuđe
491,Sack::N,worek,džak
492,Sack::N,worek,vreća
493,Tasse::N,filiżanka,šalica
494,Topf::N,garnek,lonac
495,Kessel::N,kocioł,kazan
496,Essen::N,jedzenie,obrok
497,Nahrung::N,pokarm,hrana
498,Nahrung::N,pożywienie,hrana
499,Speise::N,potrawa,jelo
500,Speise::N,jedzenie,jelo
501,Fleisch::N,mięso,meso
502,Getreide::N,zboże,žito
503,Getreide::N,zboże,žitarice
504,Brei::N,kasza,kaša
505,Brot::N,chleb,kruh
506,Scheibe::N,kromka,kriška
507,Fett::N,tłuszcz,mast
508,Fett::N,tłuszcz,salo
509,Butter::N,masło,buter
510,Butter::N,masło,maslac
511,Öl::N,olej,ulje
512,Salz::N,sól,sol
513,Suppe::N,zupa,supa
514,Honig::N,miód,med
515,Milch::N,mleko,mlijeko
516,Tee::N,herbata,čaj
517,Leder::N,skóra,koža
518,Wolle::N,wełna,vuna
519,Stoff::N,tkanina,štof
520,Stoff::N,tkanina,tkanina
521,Stoff::N,materiał,štof
522,Stoff::N,materiał,tkanina
523,Nadel::N,igła,igla
524,Faden::N,nić,nit
525,Faden::N,nić,konac
526,Faden::N,nitka,nit
527,Faden::N,nitka,konac
528,Knopf::N,guzik,dugme
529,Knoten::N,węzeł,čvor
530,Knoten::N,węzeł,uzao
531,Farbe::N,farba,farba
532,Kleidung::N,odzież,odjeća
533,Hemd::N,koszula,košulja
534,Kragen::N,kołnierz,ovratnik
535,Ärmel::N,rękaw,rukav
536,Hose::N,spodnie,hlače
537,Gürtel::N,pasek,pas
538,Gürtel::N,pasek,pojas
539,Mütze::N,czapka,kapa
540,Schuh::N,but,cipela
541,Schuh::N,bucik,cipela
542,Stiefel::N,but,čizma
543,Stiefel::N,kozak,čizma
544,Ring::N,pierścień,prsten
545,Band::N,wstęga,vrpca
546,Kamm::N,grzebień,češalj
547,Spiegel::N,lustro,zrcalo
548,Spiegel::N,lustro,ogledalo
549,Riemen::N,rzemień,kaiš
550,Riemen::N,rzemień,remen
551,Schnur::N,sznur,vrpca
552,Leine::N,smycz,uzica
553,Decke::N,kołdra,ćebe
554,Decke::N,kołdra,pokrivač
555,Kissen::N,poduszka,jastuk
556,Tuch::N,chustka,rubac
557,Tuch::N,chustka,marama
558,Handtuch::N,ręcznik,ručnik
559,Kraft::N,moc,snaga
560,Kraft::N,siła,snaga
561,Stärke::N,moc,jakost
562,Stärke::N,siła,jakost
563,Gesundheit::N,zdrowie,zdravlje
564,Krankheit::N,choroba,bolest
565,Schmerz::N,ból,bol
566,Wunde::N,rana,rana
567,Fieber::N,gorączka,groznica
568,Arznei::N,lekarstwo,lijek
569,Brücke::N,most,most
570,Brücke::N,most,ćuprija
571,Brunnen::N,studnia,bunar
572,Brunnen::N,studnia,zdenac
573,Weide::N,pastwisko,paša
574,Weide::N,pastwisko,pašnjak
575,Pfad::N,ścieżka,staza
576,Weg::N,droga,put
577,Straße::N,ulica,drum
578,Straße::N,ulica,cesta
579,Dorf::N,wieś,selo
580,Stadt::N,miasto,grad
581,Stadt::N,miasto,varoš
582,Brief::N,list,list
583,Brief::N,list,pismo
584,Buch::N,książka,knjiga
585,Buchstabe::N,litera,slovo
586,Zeitung::N,gazeta,novine
587,Zeitung::N,dziennik,novine
588,Leben::N,życie,život
589,Tod::N,śmierć,smrt
590,Grab::N,grób,raka
591,Kirche::N,kościół,crkva
592,Sünde::N,grzech,grijeh
593,Gott::N,bóg,bog
594,Arbeiter::N,robotnik,radnik
595,Chef::N,szef,šef
596,Meister::N,mistrz,majstor
597,Meister::N,majster,majstor
598,Arzt::N,lekarz,liječnik
599,Lehrer::N,nauczyciel,učitelj
600,Geld::N,pieniądze,novac
601,Geschäft::N,sprawa,posao
602,Geschäft::N,sprawa,trgovina
603,Geschäft::N,interes,posao
604,Geschäft::N,interes,trgovina
605,Laden::N,sklep,dućan
606,Preis::N,cena,cijena
607,Ware::N,towar,roba
608,Nutzen::N,pożytek,korist
609,Reichtum::N,bogactwo,bogatstvo
610,Welt::N,świat,svijet
611,Land::N,kraj,zemlja
612,Staat::N,państwo,država
613,König::N,król,kralj
614,Macht::N,władza,moć
615,Macht::N,władza,vlast
616,Grenze::N,granica,granica
617,Krieg::N,wojna,rat
618,Feind::N,wróg,neprijatelj
619,Gewalt::N,władza,sila
620,Gewalt::N,władza,nasilje
621,Kampf::N,bój,boj
622,Kampf::N,bój,borba
623,Kampf::N,walka,boj
624,Kampf::N,walka,borba
625,Bogen[Waffe]::N,łuk,luk
626,Pfeil::N,strzała,strijela
627,Gewehr::N,karabin,puška
628,Fehler::N,błąd,pogreška
629,Fehler::N,błąd,griješka
630,Lüge::N,kłamstwo,laž
631,Schaden::N,szkoda,šteta
632,Unglück::N,nieszczęście,nesreća
633,Schuld::N,wina,krivnja
634,Alter::N,wiek,dob
635,Schluss::N,koniec,kraj
636,Schluss::N,koniec,konac
637,Schluss::N,zakończenie,kraj
638,Schluss::N,zakończenie,konac
639,Zeit::N,czas,doba
640,Zeit::N,czas,vrijeme
641,Tag::N,dzień,dan
642,Morgen::N,ranek,jutro
643,Morgen::N,poranek,jutro
644,Mittag::N,południe,podne
645,Abend::N,wieczór,veče
646,Abend::N,wieczór,večer
647,Nacht::N,noc,noć
648,Woche::N,tydzień,sedmica
649,Monat::N,miesiąc,mjesec
650,Jahr::N,rok,godina
651,Frühling::N,wiosna,proljeće
652,Sommer::N,lato,ljeto
653,Herbst::N,jesień,jesen
654,Winter::N,zima,zima
655,Januar::N,styczeń,januar
656,Januar::N,styczeń,siječanj
657,Februar::N,luty,veljača
658,Februar::N,luty,februar
659,März::N,marzec,mart
660,März::N,marzec,ožujak
661,April::N,kwiecień,april
662,April::N,kwiecień,travanj
663,Mai::N,maj,maj
664,Mai::N,maj,svibanj
665,Juni::N,czerwiec,juni
666,Juni::N,czerwiec,lipanj
667,Juli::N,lipiec,juli
668,Juli::N,lipiec,srpanj
669,August::N,sierpień,august
670,August::N,sierpień,kolovoz
671,September::N,wrzesień,rujan
672,September::N,wrzesień,septembar
673,Oktober::N,październik,oktobar
674,Oktober::N,październik,listopad
675,November::N,listopad,studeni
676,November::N,listopad,novembar
677,Dezember::N,grudzień,prosinac
678,Montag::N,poniedziałek,ponedjeljak
679,Montag::N,poniedziałek,ponedjeljnik
680,Dienstag::N,wtorek,utorak
681,Dienstag::N,wtorek,utornik
682,Mittwoch::N,środa,srijeda
683,Donnerstag::N,czwartek,četvrtak
684,Freitag::N,piątek,petak
685,Samstag::N,sobota,subota
686,Sonntag::N,niedziela,nedjelja
687,groß::A,duży,velik
688,groß::A,wielki,velik
689,klein::A,mały,mali
690,klein::A,mały,malen
691,lang::A,długi,dug
692,lang::A,długi,dugačak
693,kurz::A,krótki,kratak
694,breit::A,szeroki,širok
695,schmal::A,wąski,uski
696,schmal::A,wąski,uzak
697,dicht::A,gęsty,gust
698,dick[Gegenstand]::A,gruby,debeo
699,dünn::A,cienki,tanak
700,fein::A,drobny,fin
701,fein::A,drobny,tanak
702,fest::A,mocny,čvrst
703,fest::A,twardy,čvrst
704,flach::A,płaski,ravan
705,flach::A,płaski,plosnat
706,glatt::A,gładki,gladak
707,hart::A,twardy,tvrd
708,weich::A,miękki,mek
709,weich::A,miękki,mekan
710,rund::A,okrągły,okrugao
711,spitz::A,spiczasty,oštar
712,spitz::A,spiczasty,šiljast
713,scharf::A,ostry,oštar
714,scharf::A,ostry,bridak
715,stumpf::A,tępy,tup
716,schwer::A,ciężki,težak
717,schön::A,ładny,krasan
718,schön::A,piękny,krasan
719,heiß::A,gorący,vruć
720,warm::A,ciepły,topao
721,kalt::A,zimny,hladan
722,kühl::A,chłodny,hladan
723,frisch::A,świeży,svjež
724,feucht::A,wilgotny,vlažan
725,nass::A,mokry,mokar
726,trocken::A,suchy,suh
727,voll::A,pełny,pun
728,leer::A,pusty,prazan
729,leer::A,próżny,prazan
730,offen::A,otwarty,otvoren
731,geschlossen::A,zamknięty,zatvoren
732,sauber::A,czysty,čist
733,schmutzig::A,brudny,nečist
734,schmutzig::A,brudny,blatan
735,roh::A,surowy,sirov
736,reif::A,dojrzały,zreo
737,lecker::A,smaczny,tečan
738,lecker::A,smaczny,ukusan
739,süß::A,słodki,sladak
740,bitter::A,gorzki,gorak
741,sauer::A,kwaśny,kiseo
742,hell::A,jasny,vedar
743,hell::A,jasny,svijetao
744,dunkel::A,ciemny,taman
745,schwarz::A,czarny,crn
746,weiß::A,biały,bio
747,weiß::A,biały,bijel
748,rot::A,czerwony,crven
749,gelb::A,żółty,žut
750,blau::A,błękitny,plav
751,blau::A,błękitny,modar
752,blau::A,niebieski,plav
753,blau::A,niebieski,modar
754,grün::A,zielony,zelen
755,grau::A,szary,siv
756,bunt::A,barwny,šaren
757,billig::A,tani,jeftin
758,teuer::A,drogi,skup
759,wertvoll::A,cenny,vrijedan
760,wertvoll::A,cenny,dragocjen
761,blind::A,ślepy,slijep
762,taub::A,głuchy,gluh
763,kräftig::A,mocny,snažan
764,stark::A,silny,jak
765,stark::A,silny,snažan
766,schwach::A,słaby,slab
767,fett::A,tłusty,pretio
768,schlank::A,smukły,vitak
769,hübsch::A,ładny,zgodan
770,böse::A,zły,zao
771,böse::A,zły,opak
772,dumm::A,głupi,glup
773,faul::A,leniwy,lijen
774,fleißig::A,pilny,radin
775,fleißig::A,pilny,marljiv
776,geizig::A,skąpy,škrt
777,klug::A,mądry,razborit
778,geschickt::A,zręczny,vješt
779,lieb::A,miły,drag
780,lustig::A,wesoły,veseo
781,sanft::A,łagodny,blag
782,hungrig::A,głodny,gladan
783,krank::A,chory,bolestan
784,nackt::A,nagi,nag
785,traurig::A,smutny,tužan
786,traurig::A,smutny,žalostan
787,lebendig::A,żywy,živ
788,gut::A,dobry,dobar
789,schlecht::A,zły,loš
790,schlecht::A,zły,rđav
791,richtig::A,słuszny,tačan
792,richtig::A,słuszny,ispravan
793,richtig::A,właściwy,tačan
794,richtig::A,właściwy,ispravan
795,schlimm::A,zły,zao
796,schlimm::A,zły,zločest
797,wahr::A,prawdziwy,istinit
798,alt::A,stary,star
799,neu::A,nowy,nov
800,ehemalig::A,były,bivši
801,alt[Lebewesen]::A,stary,star
802,jung::A,młody,mlad
803,arm::A,ubogi,ubog
804,arm::A,ubogi,siromašan
805,arm::A,biedny,ubog
806,arm::A,biedny,siromašan
807,reich::A,bogaty,bogat
808,bekannt::A,znany,poznat
809,berühmt::A,słynny,čuven
810,berühmt::A,słynny,slavan
811,fremd::A,obcy,tuđ
812,fremd::A,obcy,stran
813,fremd::A,cudzy,tuđ
814,fremd::A,cudzy,stran
815,verschieden::A,różny,razan
816,verschieden::A,różny,različan
817,nah::A,bliski,blizak
818,fern::A,daleki,dalek
819,fern::A,daleki,daljnji
820,linker::A,lewy,lijevi
821,rechter::A,prawy,desni
822,anderer::A,inny,drugi
823,anderer::A,inny,drugačiji
824,erster::A,pierwszy,prvi
825,zweiter::A,drugi,drugi
826,dritter::A,trzeci,treći
827,letzter::A,ostatni,zadnji
828,allein::ADV,sam,sam
829,auf einmal::ADV,naraz,istodobno
830,zusammen::ADV,razem,skupa
831,zusammen::ADV,razem,zajedno
832,lange::ADV,długo,dugo
833,plötzlich::ADV,nagle,naglo
834,plötzlich::ADV,nagle,iznenada
