,Concept_ID,myv,uz
97,Schmutz::N,рудаз,gard
98,See::N,эрьке,ko'l
99,Sumpf::N,чей,botqoq
100,Moor::N,чей,qir-adir
101,Wiese::N,луга,o'tzor
102,Wald::N,вирь,o'rmon
103,Hügel::N,губорь,tepa
104,Hügel::N,пандыне,tepa
105,Anhöhe::N,губорь,adir
106,Anhöhe::N,пандыне,adir
107,Berg::N,пандо,tog'
108,Gipfel::N,пря,cho'qqi
109,Höhle::N,пещера,kavak
110,Abhang::N,пандочама,to'sh
111,Quelle::N,ушодкс,buloq
112,Bach::N,чудикерькс,o'zan
113,Fluss::N,лей,daryo
114,Ufer::N,чире,sohil
115,Küste::N,лейчире,qirg'oq
116,Festland::N,мода,materik
117,Meer::N,моря,dengiz
118,Bucht::N,усия,qo'ltiq
119,Insel::N,усия,orol
120,Blume::N,цеця,gul
121,Gras::N,тикше,sabza
122,Wurzel::N,юр,tub
123,Wurzel::N,юр,tomir
124,Wurzel::N,ундокс,tub
125,Wurzel::N,ундокс,tomir
126,Baum::N,чувто,daraxt
127,Stamm::N,рунго,o'simta
128,Rinde::N,суд,qobiq
129,Rinde::N,керь,qobiq
130,Ast::N,морго,shox
131,Zweig::N,тарад,butoq
132,Blatt::N,лопа,barg
133,Birke::N,килей,qayin
134,Kiefer[Baum]::N,пиче,qarag'ay
135,Weide[Baum]::N,каль,shum
136,Tanne::N,куз,archa
137,Horn::N,сюро,mugiz
138,Feder::N,толга,par
139,Fell::N,пона,mo'yna
140,Flügel::N,сёлмо,qanot
141,Klaue::N,кенже,tirnoq
142,Kralle::N,кенже,tirnoq
143,Schwanz::N,пуло,quyruq
144,Ei::N,ал,tuxum
145,Nest::N,пизэ,oshyon
146,Bau::N,варя,o'pqon
147,Bau::N,пизе,o'pqon
148,Tier::N,ракша,hayvon
149,Herde::N,стада,gala
150,Kuh::N,скал,inak
151,Bulle::N,бука,ho'kiz
152,Pferd::N,лишме,ot
153,Schaf::N,реве,qo'y
154,Schwein::N,туво,cho'chqa
155,Hund::N,пине,it
156,Hund::N,киска,it
157,Katze::N,псака,mushuk
158,Bär::N,овто,ayiq
159,Eichhörnchen::N,ур,tiyin
160,Elch::N,сярдо,los
161,Fuchs::N,ривезь,tulki
162,Hase::N,нумоло,kuyon
163,Maus::N,чеерь,sichqon
164,Wolf::N,верьгиз,bo'ri
165,Vogel::N,нармунь,qush
166,Schwarm::N,полк,to'da
167,Schwarm::N,стада,to'da
168,Huhn::N,сараз,tovuq
169,Hahn::N,атякш,xo'roz
170,Gans::N,гала,g'oz
171,Gans::N,мацей,g'oz
172,Adler::N,куцькан,burgut
173,Adler::N,тумоатякш,burgut
174,Ente::N,яксярго,o'rdak
175,Eule::N,корж,boyo'g'li
176,Kranich::N,карго,turna
177,Krähe::N,варака,qarg'a
178,Kuckuck::N,куко,kakku
179,Schwan::N,локсей,oqkush
180,Fisch::N,кал,baliq
181,Barsch::N,окунь,olabug'a
182,Hecht::N,щука,cho'rtan
183,Schlange[Tier]::N,гуй,ilon
184,Wurm::N,сукс,qurt
185,Spinne::N,шанжав,o'rgimchak
186,Ameise::N,коткудав,chumoli
187,Laus::N,сий,bit
188,Mücke::N,сеське,chivin
189,Fliege::N,карво,pashsha
190,Schmetterling::N,нимиляв,kapalak
191,Beere::N,умарь,meva
192,Apfel::N,умарь,olma
193,Pilz::N,панго,qo'ziqorin
194,Zwiebel::N,чурька,piyoz
195,Saat::N,видьметь,äkin
196,Korn::N,сюро,zarra
197,Heu::N,тикше,xashak
198,Schale::N,кедь,po'choq
199,Schale::N,ваткавкс,po'choq
200,Grube::N,латко,co'ra
201,Falle::N,тувор,qopqon
202,Falle::N,кундамка,qopqon
203,Schlinge::N,килькш,sirtmoq
204,Spur::N,челькс,iz
205,Spur::N,пильгеки,iz
206,Asche::N,кулов,kul
207,Dreck::N,рудаз,kir
208,Eisen::N,кшни,temir
209,Gold::N,сырне,tilla
210,Silber::N,сия,kumush
211,Kohle::N,сэдь,ko'mir
212,Kohle::N,уголия,ko'mir
213,Glas::N,сулика,oyna
214,Lehm::N,сёвонь,loy
215,Sand::N,човар,qum
216,Mensch::N,ломань,odam
217,Mann::N,аля,ärkak
218,Mann::N,цёраломань,ärkak
219,Frau::N,ава,ayol
220,Kind::N,эйкакш,bola
221,Kind::N,эйкакш,kichkintoy
222,Junge::N,цёрыне,bola
223,Mädchen::N,тейтерне,qiz
224,Familie::N,семия,oila
225,Großvater::N,покштя,buva
226,Großvater::N,покштя,katta ota
227,Großmutter::N,баба,buvi
228,Großmutter::N,баба,katta oyi
229,Eltern::N,тетят-ават,ota-ona
230,Vater::N,тетя,ota
231,Mutter::N,ава,ona
232,Sohn::N,цёра,o'g'il
233,Tochter::N,тейтерь,qiz
234,Bruder::N,леля,og'a
235,Bruder::N,леля,uka
236,Bruder::N,ялакс,og'a
237,Bruder::N,ялакс,uka
238,Schwester::N,сазор,opa
239,Schwester::N,сазор,singil
240,Onkel::N,леля,amaki
241,Tante::N,патя,amma
242,Tante::N,патя,xola
243,Ehemann::N,мирде,är
244,Ehefrau::N,ни,rafiqa
245,Freude::N,кеняркс,ayish
246,Gelächter::N,ракамо,kulgi
247,Gelächter::N,пейдема,kulgi
248,Glück::N,уцяска,saodat
249,Kummer::N,рискс,g'am
250,Kummer::N,мелявкс,g'am
251,Wunsch::N,мель,orzu
252,Wunsch::N,бажамо,orzu
253,Lust::N,бажамо,rag'bat
254,Geist::N,ойме,ruh
255,Gedanke::N,мель,fikr
256,Gedächtnis::N,мель,äs
257,Verstand::N,прев,aql
258,Sinn::N,толк,ma'ni
259,Sinn::N,смысла,ma'ni
260,Grund::N,тувтал,sabab
261,Wahrheit::N,видечи,haq
262,Gespräch::N,кортнема,gap
263,Märchen::N,ёвкс,ärtak
264,Erzählung::N,ёвтнема,rivoyat
265,Nachricht::N,куля,xabar
266,Neuigkeit::N,куля,yangilik
267,Name::N,лем,ot
268,Rätsel::N,содамоёвкс,topishmoq
269,Rede::N,кортамо,nutq
270,Sprache::N,кель,til
271,Stimme::N,ваигель,ovoz
272,Wort::N,вал,so'z
273,Zeichen::N,теште,alomat
274,Ruf::N,тердема,chaqiriq
275,Lärm::N,шалнома,taraq
276,Laut::N,вайгель,tovush
277,Ton::N,гайнема,un
278,Lied::N,моро,ashula
279,Ruhe::N,оймамо,tinchlik
280,Leute::N,ломанть,xaloyiq
281,Volk::N,народ,xalq
282,Arbeit::N,тев,ish
283,Gast::N,инже,mehmon
284,Geschenk::N,казне,hadya
285,Spiel::N,налксема,o'yin
286,Gesellschaft::N,община,jamiyat
287,Hilfe::N,лездамо,yordam
288,Freund::N,оя,do'st
289,Freund::N,ялга,do'st
290,Kamerad::N,оя,yo'ldosh
291,Kamerad::N,ялга,yo'ldosh
292,Angelegenheit::N,тев,daxl
293,Anzahl::N,ламоксчи,son
294,Art::N,вид,tur
295,Stück::N,пакш,parcha
296,Stück::N,пелькс,parcha
297,Teil::N,часть,bo'lak
298,Teil::N,пелькс,bo'lak
299,Hälfte::N,пель,yarim
300,Hälfte::N,пелькс,yarim
301,Kreis::N,кирькс,aylana
302,Kreuz::N,крёст,xoch
303,Linie::N,кикс,liniya
304,Strich::N,межа,chiziq
305,Abstand::N,ютко,oralik
306,Entfernung::N,ютко,uzoqlik
307,Gegend::N,тарка,yer
308,Gegend::N,пертьпелькс,yer
309,Platz::N,васолкс,oralig
310,Ort::N,тарка,joy
311,Seite::N,ён,yon
312,Seite::N,чире,yon
313,Mitte::N,куншка,o'rta
314,Gegenstand::N,предмет,ashyo
315,Sache::N,тев,buyum
316,Sache::N,веща,buyum
317,Rand::N,пе,chek
318,Rand::N,чире,chek
319,Kante::N,ирдез,tig'
320,Ecke::N,ужо,burchak
321,Spitze::N,пряне,uch
322,Spitze::N,пе,uch
323,Ende::N,пе,oxir
324,Loch::N,варя,teshik
325,Winkel::N,ужо,go'sha
326,Muster::N,сёрма,nusha
327,Größe::N,сэрь,kattalik
328,Größe::N,покшолма,kattalik
329,Länge::N,кувалмо,uzunlik
330,Höhe::N,сэрь,yuksaklik
331,Höhe::N,пандо,yuksaklik
332,Gewicht::N,сталмо,solmoq
333,Menge::N,лововкс,miqdor
334,Haufen::N,мар,uyum
335,Haufen::N,валявкс,uyum
336,Reihe::N,ряд,saf
337,Boot::N,венч,qayiq
338,Ruder::N,милё,äshkak
339,Schlitten::N,нурдт,chana
340,Ski::N,сокс,chang'i
341,Lagerfeuer::N,толбандя,gulxan
342,Last::N,сталмо,yuk
343,Last::N,кандома,yuk
344,Gang::N,молема,yurish
345,Gang::N,якамо,yurish
346,Schritt::N,эскелькс,qadam
347,Norden::N,якшамо ёнкс,shimol
348,Süden::N,лембе ёнкс,janub
349,Westen::N,чивалгома,g'arb
350,Osten::N,чилисема,sharq
351,Holz::N,чувто,yog'och
352,Brett::N,лаз,taxta
353,Platte::N,плита,tabaqa
354,Stütze::N,неже,tayanchi
355,Stange::N,олга,qo'noq
356,Stock::N,мандо,tayoq
357,Stab::N,олога,gavron
358,Rohr::N,турба,tarnov
359,Haus::N,кудо,uy
360,Heim::N,кудо,makon
361,Ofen::N,каштомо,pechka
362,Fußboden::N,киякс,pol
363,Tisch::N,столь,mosa
364,Stuhl::N,стул,o'rindiq
365,Wiege::N,лавсь,beshik
366,Wiege::N,нурямот,beshik
367,Bett::N,ацамо,yotoq
368,Regal::N,лався,tokcha
369,Regal::N,лавсяланго,tokcha
370,Kiste::N,горобия,sandiq
371,Kiste::N,сундук,sandiq
372,Fenster::N,вальма,deraza
373,Tür::N,кенкш,äshik
374,Tor::N,ортат,darvoza
375,Zaun::N,пирявт,panjara
376,Zaun::N,пирвякс,panjara
377,Dach::N,кудопря,tom
378,Leiter::N,кузтема,narvon
379,Besen::N,тенсть,supurgi
380,Spaten::N,койме,bel
381,Schaufel::N,кече,kurak
382,Schaufel::N,келей койме,kurak
383,Gabel::N,сянгине,bilka
384,Löffel::N,пенч,qoshiq
385,Messer::N,пеель,pichoq
386,Nagel::N,эске,mix
387,Netz::N,алтыма,to'r
388,Haken::N,кечказ,ilgak
389,Griff::N,кедне,sop
390,Griff::N,кедне,tutqich
391,Schloss::N,замок,qulf
392,Schloss::N,панжома,qulf
393,Bild::N,картина,rasm
394,Figur::N,рунго,shakl
395,Puppe::N,няка,ko'g'irchoq
396,Beutel::N,кескав,to'rva
397,Bündel::N,керькс,bog'lam
398,Tasche::N,юдма,kissa
399,Eimer::N,ведра,chelak
400,Deckel::N,велькс,qopqoq
401,Geschirr::N,кедьге,idish
402,Sack::N,кескав,qop
403,Tasse::N,чакш,piyola
404,Topf::N,кастрюля,tuvak
405,Kessel::N,котёл,qozon
406,Essen::N,ярсамо,tomoq
407,Nahrung::N,ярсамопель,emak
408,Speise::N,ярсамопель,taom
409,Fleisch::N,сывель,go'sht
410,Getreide::N,сюро,g'alla
411,Brei::N,каша,bo'tqa
412,Brot::N,кши,non
413,Scheibe::N,кочом,disk
414,Scheibe::N,сускомо,disk
415,Fett::N,куя,moy
416,Butter::N,ой,yog'
417,Öl::N,ой,moy
418,Salz::N,сал,tuz
419,Suppe::N,ям,sho'rva
420,Honig::N,медь,asal
421,Milch::N,ловсо,sut
422,Tee::N,чай,choy
423,Leder::N,киське,charm
424,Wolle::N,пона,jun
425,Stoff::N,коцт,mato
426,Nadel::N,салмукс,igna
427,Faden::N,суре,ip
428,Knopf::N,пов,tugma
429,Knoten::N,сюлмо,tugun
430,Farbe::N,артомапель,bo'yok
431,Kleidung::N,оршамот,kiyim
432,Hemd::N,панар,ko'ylak
433,Kragen::N,сиве,yoqa
434,Ärmel::N,ожа,yeng
435,Hose::N,понкст,shim
436,Gürtel::N,каркс,tasma
437,Mütze::N,чапка,shapka
438,Schuh::N,туфля,but
439,Stiefel::N,кем,botinka
440,Ring::N,суркс,yuzuk
441,Band::N,лента,rishta
442,Kamm::N,сурсеме,taroq
443,Spiegel::N,чавачамо,ko'zgu
444,Riemen::N,кшнань каркс,qayish
445,Schnur::N,пикс,bog'ich
446,Leine::N,ведьме,etak
447,Decke::N,вельтямо,odyol
448,Kissen::N,тодов,yostiq
449,Tuch::N,паця,gazlama
450,Handtuch::N,нардамо,sochiq
451,Kraft::N,вий,kuch
452,Stärke::N,виевчи,quvvat
453,Gesundheit::N,шумбрачи,sog'lik
454,Krankheit::N,орма,kasallik
455,Krankheit::N,сэредема,kasallik
456,Schmerz::N,сэредькс,og'riq
457,Wunde::N,керявкс,yara
458,Fieber::N,маштыкс,bezgak
459,Arznei::N,ормаменькс,dori
460,Brücke::N,сэдь,ko'prik
461,Brücke::N,мадамо,ko'prik
462,Brunnen::N,лисьма,buloq
463,Weide::N,ракшань ванома тарка,yaylov
464,Pfad::N,ян,dorojka
465,Weg::N,ки,yo'l
466,Straße::N,ки,ko'cha
467,Dorf::N,веле,ovul
468,Stadt::N,ош,shahar
469,Brief::N,сёрма,maktub
470,Buch::N,книга,kitob
471,Buchstabe::N,буква,harf
472,Zeitung::N,газета,gazet
473,Leben::N,эрямо,hayot
474,Tod::N,кулома,o'lim
475,Grab::N,калмо,go'r
476,Kirche::N,церькова,cherkov
477,Sünde::N,чумочи,gunoh
478,Gott::N,паз,olloh
479,Arbeiter::N,робочей,ishchi
480,Chef::N,прявт,rais
481,Meister::N,кол тевень тенця,usta
482,Arzt::N,врач,hakim
483,Lehrer::N,учитель,muallim
484,Lehrer::N,тонавтыця,muallim
485,Geld::N,ярмак,pul
486,Geschäft::N,ладязь тев,savdo
487,Laden::N,лавка,do'kon
488,Preis::N,питне,baho
489,Ware::N,миевкс,mol
490,Ware::N,рамавкс,mol
491,Nutzen::N,паро,foyda
492,Nutzen::N,лезэ,foyda
493,Reichtum::N,сюпавчи,boylik
494,Welt::N,мир,olam
495,Welt::N,мастор ланго,olam
496,Land::N,мастор,o'lka
497,Staat::N,государства,davlat
498,König::N,король,qirol
499,Macht::N,азорксчи,iqtidor
500,Grenze::N,буен тешкс,chegara
501,Krieg::N,война,harb
502,Feind::N,душман,dushman
503,Gewalt::N,нарьгамо,zo'rlik
504,Kampf::N,тюрема,kurash
505,Bogen[Waffe]::N,нал,yoy
506,Pfeil::N,нал,o'q
507,Gewehr::N,ружия,vintovka
508,Gewehr::N,винтовка,vintovka
509,Fehler::N,ильведькс,xato
510,Fehler::N,ильведевкс,xato
511,Lüge::N,манчема,yolg'on
512,Lüge::N,кенгелема,yolg'on
513,Schaden::N,зыян,ziyon
514,Unglück::N,зыян,balo
515,Schuld::N,чумочи,ayb
516,Alter::N,шка,yosh
517,Schluss::N,пе,tamom
518,Zeit::N,шка,vaqt
519,Zeit::N,пинге,vaqt
520,Tag::N,чи,kun
521,Morgen::N,валске,saboh
522,Mittag::N,чикуншка,kun tushlik
523,Abend::N,чокшнэ,oqshom
524,Nacht::N,ве,tun
525,Woche::N,недля,hafta
526,Monat::N,ков,oy
527,Jahr::N,ие,yil
528,Frühling::N,тундо,bahor
529,Sommer::N,кизэ,yoz
530,Herbst::N,сёксь,kuz
531,Herbst::N,сёксь,xazon
532,Winter::N,теле,qish
533,Januar::N,якшамков,yanvar'
534,Februar::N,февраль,fevral'
535,März::N,март,mart
536,April::N,апрель,aprel'
537,Mai::N,май,may
538,Juni::N,июнь,iyun'
539,Juli::N,июль,iyul'
540,August::N,август,avgust
541,September::N,сентября,sentyabr'
542,Oktober::N,октября,oktyabr'
543,November::N,ноября,noyabr'
544,Dezember::N,декабря,dekabr'
545,Montag::N,пондельник,dushanba
546,Dienstag::N,овторник,seshanba
547,Mittwoch::N,серёда,chorshanba
548,Donnerstag::N,цетьверьг,payshanba
549,Freitag::N,пеця,juma
550,Samstag::N,субута,shanba
551,Samstag::N,шлямочи,shanba
552,Sonntag::N,недлячи,yakshanba
553,groß::A,ине,buyuk
554,groß::A,покш,buyuk
555,klein::A,вишка,kichik
556,lang::A,кувака,uzun
557,kurz::A,нурькине,qisqa
558,breit::A,келей,keng
559,schmal::A,теине,änsiz
560,dicht::A,тусто,quyuq
561,dick[Gegenstand]::A,эчке,qalin
562,dünn::A,човине,ingichka
563,fein::A,човине,mayin
564,fest::A,кеме,qattiq
565,flach::A,лапужа,yalpoq
566,glatt::A,валаня,tekis
567,hart::A,калгодо,qattiq
568,weich::A,чевте,yumshoq
569,rund::A,кеверь,yumaloq
570,spitz::A,пшти,uchli
571,scharf::A,пшти,keskir
572,stumpf::A,ношка,to'mtoq
573,schwer::A,стака,salmoqli
574,schön::A,мазый,go'zal
575,heiß::A,пси,qiziq
576,warm::A,лембе,issiq
577,kalt::A,якшамо,sovuq
578,kühl::A,экше,salqin
579,frisch::A,свежа,toza
580,feucht::A,летьке,namli
581,nass::A,начко,nam
582,trocken::A,коське,quruq
583,voll::A,пешксе,to'la
584,leer::A,чаво,puch
585,offen::A,панжадо,ochiq
586,offen::A,виде,ochiq
587,geschlossen::A,пекстазь,berk
588,geschlossen::A,сёлгозь,berk
589,sauber::A,ванькс,ozoda
590,schmutzig::A,ливезев,kir
591,roh::A,верек,xom
592,reif::A,кенерезь,pishiq
593,lecker::A,тантей,shirin
594,süß::A,ламбамо,shirin
595,bitter::A,сэпей,achchiq
596,sauer::A,чапамо,achchiq
597,hell::A,валдо,yorug'
598,dunkel::A,чопода,qorong'i
599,schwarz::A,раужо,qora
600,weiß::A,ашо,oq
601,rot::A,якстере,qizil
602,gelb::A,ожо,sariq
603,blau::A,сэнь,zangori
604,grün::A,пиже,yashil
605,grau::A,шержев,bo'z
606,bunt::A,сёрмав,ola
607,billig::A,аволь питней,arzon
608,teuer::A,питней,qimmat
609,wertvoll::A,питней,qimmat
610,blind::A,сокор,ko'r
611,taub::A,амариця,garang
612,kräftig::A,пек виев,kuchli
613,stark::A,виев,quvvatli
614,schwach::A,лавшо,kuchsiz
615,fett::A,куя,semiz
616,schlank::A,виде ронга,ingichka
617,hübsch::A,мазый,ko'rkam
618,böse::A,кежей,yovuz
619,dumm::A,чавола,aqlsiz
620,dumm::A,превтеме,aqlsiz
621,faul::A,нузякс,ärinchak
622,fleißig::A,мелень путыця,ishchan
623,geizig::A,скупой,qurumsoq
624,klug::A,превей,oqil
625,geschickt::A,маштозь теезь,äpchil
626,lieb::A,вадря,aziz
627,lustig::A,весёла,chaqchaq
628,sanft::A,сэтьме,asta
629,hungrig::A,вачо,och
630,krank::A,сэредиця,kasal
631,nackt::A,штапо,yalang
632,traurig::A,нусманя,xafa
633,lebendig::A,эриця,hayotiy
634,gut::A,паро,soz
635,schlecht::A,берянь,yomon
636,richtig::A,виде,rost
637,schlimm::A,берянь,yovuz
638,wahr::A,алкуксонь,haqiqiy
639,alt::A,ташто,äski
640,neu::A,од,yangi
641,ehemalig::A,икелень,sobiq
642,alt[Lebewesen]::A,сыре,qari
643,jung::A,од,navqiron
644,arm::A,кажов,abgor
645,reich::A,сюпав,boy
646,bekannt::A,содавикс,ma'lum
647,berühmt::A,содавикс,mashhur
648,fremd::A,лия,yot
649,fremd::A,асодавикс,yot
650,verschieden::A,эрьва,turli
651,nah::A,а васолонь,yaqindagi
652,fern::A,умонь,uzoq
653,fern::A,кезэрень,uzoq
654,linker::A,керш,so'l
655,rechter::A,вить,o'ng
656,anderer::A,лия,boshqa
657,erster::A,васень,birinchi
658,erster::A,васенце,birinchi
659,zweiter::A,омбоце,ikkinchi
660,dritter::A,колмоце,uchinchi
661,letzter::A,меельце,oxirgi
662,allein::ADV,башка,o'zicha
663,allein::ADV,ськамонзо,o'zicha
664,auf einmal::ADV,вейсэ,varakay
665,zusammen::ADV,вейс,barobar
666,zusammen::ADV,вейсэ,barobar
667,lange::ADV,кувать,uzoq
668,plötzlich::ADV,апак учо,qo'qqisdan
669,sofort::ADV,курок,darrov
670,sofort::ADV,нейке,darrov
671,später::ADV,мейле,so'ngra
672,jetzt::ADV,ней,hozirgina
673,heute::ADV,течи,bugun
674,morgen::ADV,ванды,ärta
675,bald::ADV,курок,toz
676,dann::ADV,мейле,keyin
677,dann::ADV,седе мейле,keyin
678,gestern::ADV,исяк,kecha
679,einst::ADV,весть,avvallari
680,einst::ADV,зярдо-бути,avvallari
681,damals::ADV,сестэ,ugal
682,danach::ADV,мейле,so'ngra
683,danach::ADV,седе мейле,so'ngra
684,vorher::ADV,васняяк,avval
685,zuerst::ADV,васня,avval
686,einmal::ADV,весть,bir marta
687,manchmal::ADV,лиясто,onda-sonda
688,oft::ADV,сеетьстэ,tez-tez
689,immer::ADV,свал,har vaqt
690,niemals::ADV,а зярдояк,hargiz
691,hier::ADV,тесэ,shu erda
692,hierhin::ADV,тей,beri
693,von hier::ADV,тестэ,shu erdan
694,dort::ADV,тосо,ana
695,dorthin::ADV,тов,u yerga
696,geradeaus::ADV,витьстэ,to'g'ri
697,vorwärts::ADV,икелев,ilgari
698,rückwärts::ADV,мекев,qoloq
699,zurück::ADV,мекев,orqada
700,unten::ADV,ало,pastda
701,hinab::ADV,алов,tubanga
702,oben::ADV,вере,ustida
703,hinauf::ADV,верев,yuqorida
704,überall::ADV,эрьва косо,har erda
705,nicht::ADV,а,ämas
706,ein wenig::ADV,аламошка,biroz
707,kaum::ADV,ансяк,arang
708,sehr::ADV,пек,ancha
709,sehr::ADV,вельть,ancha
710,so::ADV,истя,shunday
711,noch::ADV,таго,hali
712,nur::ADV,ансяк,yolg'iz
713,schon::ADV,уш,endi
714,wieder::ADV,таго,yana
715,vergebens::ADV,стяко,bekorga
716,vor::PRP,икеле,burun
717,hinter::PRP,вельде,ketida
718,unter::PRP,ало,ostida
719,durch::PRP,пачк,bo'ylab
720,neben::PRP,вакссо,yonida
721,zwischen::PRP,ютксо,orada
722,wegen::PRP,кис,sababli
723,wegen::PRP,коряс,sababli
724,wegen::PRP,кувалт,sababli
725,dies::PRN,те,o'sha
726,das::PRN,те,narigi
727,das::PRN,тона,narigi
728,alles::PRN,весе,har nima
729,alles::PRN,весемесь,har nima
730,ich::PRN,мон,men
731,du::PRN,тон,sen
732,er::PRN,сон,u
733,wir::PRN,минь,biz
734,ihr::PRN,тынь,siz
735,sie::PRN,сынь,ular
736,was::FPRN,мезе,nima
737,wer::FPRN,ки,kim
738,wo::FADV,косо,qaerda
739,wohin::FADV,ков,qayerga
740,wohin::FADV,козо,qayerga
741,wie::FADV,кода,qanday
742,warum::FADV,мекс,nega
743,wieviel::FNUM,зяро,qancha
744,eins::NUM,вейке,bir
745,zwei::NUM,кавто,ikki
746,drei::NUM,колмо,uch
747,vier::NUM,ниле,to'rt
748,fünf::NUM,вете,besh
749,sechs::NUM,кото,olti
750,sieben::NUM,сисем,etti
751,acht::NUM,кавксо,sakkiz
752,neun::NUM,вейксэ,to'qqiz
753,zehn::NUM,кемень,o'n
754,elf::NUM,кевейкее,o'n bir
755,zwölf::NUM,кемгавтово,o'n ikki
756,zwanzig::NUM,комсь,yigirma
757,dreißig::NUM,колоньгемень,o'ttiz
758,vierzig::NUM,ниленьгемень,qirq
759,fünfzig::NUM,ведьгемень,ällik
760,sechzig::NUM,кодгемень,oltmish
761,siebzig::NUM,сизьгемень,etmish
762,achtzig::NUM,кавксоньгемень,sakson
763,neunzig::NUM,вейксэньгемень,to'qson
764,hundert::NUM,сядо,yuz
765,tausend::NUM,тыща,ming
766,und::CNJ,ды,va
767,oder::CNJ,или,yo
768,stehen::V,аштемс стядо,turmoq
769,sitzen::V,аштемс озадо,o'tirmoq
770,liegen::V,мадезь аштемс,yotmoq
771,hängen::V,нурьгемс,osilmoq
772,werden::V,арамс,bo'lmoq
773,passieren::V,лисэмс,bo'lib o'tmoq
774,beginnen::V,ушодомс,boshlanmoq
775,enden::V,лоткамс,bitmoq
776,wechseln::V,полавтнемс,o'zgarmoq
777,aufgehen[Sonne]::V,лисемс,chiqmoq
778,aufgehen[Sonne]::V,стямс,chiqmoq
779,untergehen[Sonne]::V,валгомс,botmoq
780,scheinen[Sonne]::V,валдомтомс,yaraqlamoq
781,donnern::V,цярномс,gulduramoq
782,donnern::V,галдордомс,gulduramoq
783,wehen::V,пувамс,elpimoq
784,strömen::V,чудемс,oqmoq
785,fließen::V,чудемс,oqmoq
786,sich drehen::V,велямс,aylanmoq
787,schwanken::V,лыкамс,qoqilmoq
788,schwanken::V,якамс,qoqilmoq
789,schwingen::V,нурсемс,lopillamoq
790,schwingen::V,лыкамс,lopillamoq
791,fallen::V,прамс,tushmoq
