,Concept_ID,sk,eu
277,Sohn::N,syn,seme
278,Tochter::N,dcéra,alaba
279,Bruder::N,brat,neba
280,Bruder::N,brat,anaia
281,Schwester::N,sestra,ahizpa
282,Onkel::N,ujo,osaba
283,Onkel::N,strýko,osaba
284,Tante::N,teta,izeba
285,Tante::N,tetka,izeba
286,Ehemann::N,muž,senar
287,Ehemann::N,manžel,senar
288,Ehefrau::N,žena,emazte
289,Ehefrau::N,manželka,emazte
290,Freude::N,radosť,poz
291,Freude::N,radosť,pozkari
292,Gelächter::N,smiech,barre
293,Gelächter::N,smiech,karkara
294,Glück::N,šťastie,zori
295,Kummer::N,žiaľ,xangrin
296,Kummer::N,žiaľ,atsekabe
297,Kummer::N,zármutok,xangrin
298,Kummer::N,zármutok,atsekabe
299,Wunsch::N,prianie,nahi
300,Wunsch::N,prianie,nahikunde
301,Lust::N,chuť,gogo
302,Geist::N,duch,gogo
303,Gedanke::N,myšlienka,gogoeta
304,Gedächtnis::N,pamäť,oroimen
305,Gedächtnis::N,pamäť,gogoramen
306,Verstand::N,rozum,adimen
307,Verstand::N,rozum,ulermen
308,Sinn::N,zmysel,zentzu
309,Grund::N,dôvod,zergati
310,Grund::N,príčina,zergati
311,Wahrheit::N,pravda,egia
312,Gespräch::N,reč,hizketa
313,Gespräch::N,reč,elkarrizketa
314,Gespräch::N,rozhovor,hizketa
315,Gespräch::N,rozhovor,elkarrizketa
316,Märchen::N,rozprávka,ipuin
317,Erzählung::N,poviedka,edesti
318,Erzählung::N,poviedka,kontakizun
319,Nachricht::N,správa,albiste
320,Neuigkeit::N,novinka,berri
321,Name::N,meno,izen
322,Rätsel::N,záhada,asmakizun
323,Rätsel::N,hádanka,asmakizun
324,Rede::N,reč,hitzaldi
325,Rede::N,reč,mintzaldi
326,Sprache::N,reč,hizkuntza
327,Sprache::N,jazyk,hizkuntza
328,Stimme::N,hlas,ahots
329,Wort::N,slovo,hitz
330,Zeichen::N,znak,agerbide
331,Zeichen::N,znak,agergarri
332,Ruf::N,volanie,dei
333,Ruf::N,zavolanie,dei
334,Lärm::N,hluk,zarata
335,Lärm::N,hluk,harrabots
336,Lärm::N,hurhaj,zarata
337,Lärm::N,hurhaj,harrabots
338,Laut::N,zvuk,hots
339,Ton::N,tón,tonu
340,Ton::N,tón,soinu
341,Ton::N,zvuk,tonu
342,Ton::N,zvuk,soinu
343,Lied::N,pieseň,abesti
344,Ruhe::N,pokoj,nasaitasun
345,Leute::N,ľudia,jende
346,Volk::N,ľud,herri
347,Volk::N,ľud,populu
348,Volk::N,národ,herri
349,Volk::N,národ,populu
350,Arbeit::N,práca,lan
351,Arbeit::N,robota,lan
352,Gast::N,hosť,arrotz
353,Gast::N,hosť,apopilo
354,Geschenk::N,dar,opari
355,Spiel::N,hra,jolas
356,Gesellschaft::N,spoločnosť,gizarte
357,Hilfe::N,pomoc,helpide
358,Hilfe::N,pomoc,laguntza
359,Freund::N,priateľ,lagun
360,Kamerad::N,kamarát,adiskide
361,Kamerad::N,kamarát,lagunkide
362,Angelegenheit::N,vec,afera
363,Angelegenheit::N,záležitosť,afera
364,Anzahl::N,počet,kopuru
365,Anzahl::N,množstvo,kopuru
366,Art::N,druh,mota
367,Stück::N,kus,puska
368,Stück::N,kúsok,puska
369,Teil::N,časť,atal
370,Hälfte::N,polka,erdi
371,Hälfte::N,polovica,erdi
372,Kreis::N,kruh,biribilki
373,Kreuz::N,kríž,gurutze
374,Linie::N,línia,linea
375,Strich::N,čiara,marra
376,Abstand::N,vzdialenosť,tarte
377,Entfernung::N,vzdialenosť,urrunera
378,Gegend::N,kraj,alderdi
379,Gegend::N,kraj,eskualde
380,Gegend::N,krajina,alderdi
381,Gegend::N,krajina,eskualde
382,Platz::N,miesto,leku
383,Ort::N,miesto,toki
384,Seite::N,bok,albo
385,Seite::N,strana,albo
386,Mitte::N,stred,erdi
387,Gegenstand::N,predmet,gauzaki
388,Sache::N,vec,gauza
389,Rand::N,kraj,ertz
390,Rand::N,okraj,ertz
391,Kante::N,hrana,ertz
392,Ecke::N,roh,kantoi
393,Spitze::N,hrot,punta
394,Spitze::N,špička,punta
395,Ende::N,koniec,buru
396,Ende::N,koniec,mutur
397,Loch::N,diera,zulo
398,Winkel::N,kút,zoko
399,Winkel::N,kút,bazter
400,Muster::N,vzor,eredu
401,Muster::N,vzor,marrazki
402,Muster::N,vzorka,eredu
403,Muster::N,vzorka,marrazki
404,Größe::N,veľkosť,kaizu
405,Größe::N,veľkosť,tamaina
406,Länge::N,dĺžka,luzera
407,Höhe::N,výška,goiera
408,Höhe::N,výška,garaiera
409,Gewicht::N,váha,hazta
410,Menge::N,množstvo,kopuru
411,Haufen::N,hŕba,pila
412,Haufen::N,hŕba,mendoi
413,Reihe::N,rad,ilara
414,Reihe::N,rad,errenkada
415,Boot::N,čln,potin
416,Boot::N,čln,txalupa
417,Ruder::N,veslo,arraun
418,Schlitten::N,sane,lera
419,Schlitten::N,sane,narra
420,Ski::N,lyža,eski
421,Lagerfeuer::N,táborák,su
422,Last::N,ťarcha,zama
423,Last::N,ťarcha,karga
424,Last::N,bremeno,zama
425,Last::N,bremeno,karga
426,Gang::N,chôdza,ibilera
427,Schritt::N,krok,pauso
428,Schritt::N,krok,urrats
429,Norden::N,sever,ipar
430,Norden::N,sever,iparralde
431,Süden::N,juh,hego
432,Süden::N,juh,hegoalde
433,Westen::N,západ,sartalde
434,Westen::N,západ,mendebalde
435,Osten::N,východ,ekialde
436,Osten::N,východ,sortalde
437,Holz::N,drevo,zur
438,Brett::N,doska,ohol
439,Platte::N,doska,lauza
440,Platte::N,platňa,lauza
441,Stütze::N,opora,irozgarri
442,Stütze::N,opora,bermagailu
443,Stange::N,tyč,haga
444,Stock::N,palica,makila
445,Stab::N,palica,makila
446,Rohr::N,rúra,hodi
447,Haus::N,dom,etxe
448,Heim::N,domov,etxe
449,Heim::N,domov,etxaleku
450,Ofen::N,pec,berogailu
451,Ofen::N,kachle,berogailu
452,Fußboden::N,dlážka,zoru
453,Fußboden::N,podlaha,zoru
454,Tisch::N,stôl,mahai
455,Stuhl::N,stolička,aulki
456,Wiege::N,kolíska,kuma
457,Wiege::N,kolíska,sehaska
458,Bett::N,lôžko,ohe
459,Bett::N,lôžko,ohatze
460,Bett::N,posteľ,ohe
461,Bett::N,posteľ,ohatze
462,Regal::N,regál,apalategi
463,Regal::N,polica,apalategi
464,Kiste::N,debna,kutxa
465,Fenster::N,okno,leiho
466,Fenster::N,oblok,leiho
467,Tür::N,dvere,ate
468,Tor::N,vráta,atari
469,Zaun::N,plot,hesi
470,Zaun::N,ohrada,hesi
471,Dach::N,krov,teilatu
472,Dach::N,strecha,teilatu
473,Leiter::N,rebrík,zurubi
474,Leiter::N,rebrina,zurubi
475,Besen::N,metla,erratz
476,Spaten::N,rýľ,burdinpala
477,Schaufel::N,lopata,pala
478,Gabel::N,vidlička,sardexka
479,Löffel::N,lyžica,koilara
480,Messer::N,nôž,aizto
481,Nagel::N,klinec,iltze
482,Netz::N,sieť,sare
483,Haken::N,hák,mako
484,Haken::N,háčik,mako
485,Griff::N,rukoväť,eskutoki
486,Schloss::N,zámka,sarraila
487,Bild::N,obraz,irudi
488,Figur::N,figúra,figura
489,Puppe::N,bábka,panpina
490,Puppe::N,bábka,andrakila
491,Puppe::N,bábika,panpina
492,Puppe::N,bábika,andrakila
493,Beutel::N,vrece,zorro
494,Beutel::N,vrecko,zorro
495,Bündel::N,uzlík,azao
496,Bündel::N,uzlík,espal
497,Bündel::N,zväzok,azao
498,Bündel::N,zväzok,espal
499,Tasche::N,taška,poltsa
500,Tasche::N,kabelka,poltsa
501,Eimer::N,vedro,treska
502,Deckel::N,vrchnák,tapa
503,Deckel::N,vrchnák,estalki
504,Deckel::N,pokrývka,tapa
505,Deckel::N,pokrývka,estalki
506,Geschirr::N,nádoba,baxera
507,Geschirr::N,nádoba,ontziteria
508,Sack::N,mech,zaku
509,Sack::N,vrece,zaku
510,Tasse::N,šálka,kikara
511,Topf::N,hrniec,ontzi
512,Topf::N,hrniec,lapiko
513,Kessel::N,kotol,pazia
514,Essen::N,jedlo,janaldi
515,Nahrung::N,strava,jan
516,Nahrung::N,potrava,jan
517,Speise::N,jedlo,jaki
518,Fleisch::N,mäso,okela
519,Fleisch::N,mäso,haragi
520,Getreide::N,obilie,labore
521,Brei::N,kaša,ahi
522,Brei::N,kaša,pure
523,Brot::N,chlieb,ogi
524,Scheibe::N,kotúč,xerra
525,Scheibe::N,kotúč,pirripita
526,Scheibe::N,krajec,xerra
527,Scheibe::N,krajec,pirripita
528,Fett::N,tuk,urin
529,Fett::N,tuk,koipe
530,Fett::N,masť,urin
531,Fett::N,masť,koipe
532,Butter::N,maslo,gurin
533,Öl::N,olej,olio
534,Salz::N,soľ,gatz
535,Suppe::N,polievka,zopa
536,Suppe::N,polievka,salda
537,Honig::N,med,ezti
538,Milch::N,mlieko,esne
539,Tee::N,čaj,te
540,Leder::N,koža,larru
541,Wolle::N,vlna,artile
542,Stoff::N,súkno,ehun
543,Nadel::N,ihla,orratz
544,Nadel::N,ihla,jostorratz
545,Faden::N,niť,hari
546,Faden::N,vlákno,hari
547,Knopf::N,gombík,botoi
548,Knoten::N,uzol,korapilo
549,Farbe::N,farba,pintura
550,Kleidung::N,šaty,arropa
551,Kleidung::N,šaty,jantziak
552,Kleidung::N,šatstvo,arropa
553,Kleidung::N,šatstvo,jantziak
554,Hemd::N,košeľa,atorra
555,Hemd::N,košeľa,alkandora
556,Kragen::N,golier,idun
557,Ärmel::N,rukáv,mahuka
558,Hose::N,nohavice,prakak
559,Hose::N,nohavice,galtzak
560,Gürtel::N,pás,gerriko
561,Gürtel::N,opasok,gerriko
562,Mütze::N,čiapka,txano
563,Mütze::N,čiapka,txapel
564,Schuh::N,obuv,oski
565,Schuh::N,obuv,oinetako
566,Schuh::N,topánka,oski
567,Schuh::N,topánka,oinetako
568,Stiefel::N,čižma,bota
569,Ring::N,prsteň,uztai
570,Band::N,stuha,zinta
571,Band::N,stuha,xingola
572,Kamm::N,hrebeň,orrazi
573,Spiegel::N,zrkadlo,mirail
574,Riemen::N,remeň,uhal
575,Schnur::N,šnúra,lokailu
576,Leine::N,vodidlo,lotura
577,Decke::N,deka,burusi
578,Decke::N,prikrývka,burusi
579,Kissen::N,poduška,kuxin
580,Tuch::N,šatka,zapi
581,Tuch::N,šatka,oihal
582,Handtuch::N,uterák,eskuzapi
583,Handtuch::N,uterák,eskuoihal
584,Kraft::N,moc,indar
585,Stärke::N,sila,indar
586,Gesundheit::N,zdravie,osasun
587,Krankheit::N,nemoc,eritasun
588,Krankheit::N,nemoc,gaixotasun
589,Krankheit::N,choroba,eritasun
590,Krankheit::N,choroba,gaixotasun
591,Schmerz::N,bolesť,min
592,Wunde::N,rana,zauri
593,Fieber::N,horúčka,sukar
594,Arznei::N,liek,osagai
595,Arznei::N,liek,sendagai
596,Brücke::N,most,zubi
597,Brunnen::N,studňa,putzu
598,Weide::N,pastva,alha
599,Weide::N,pastva,bazkaleku
600,Pfad::N,chodník,zidor
601,Pfad::N,chodník,bidexka
602,Weg::N,cesta,bide
603,Straße::N,hradská,errepide
604,Dorf::N,dedina,herri
605,Stadt::N,mesto,hiri
606,Brief::N,list,gutun
607,Brief::N,list,eskutitz
608,Buch::N,kniha,liburu
609,Buchstabe::N,litera,hizki
610,Buchstabe::N,písmeno,hizki
611,Zeitung::N,noviny,egunkari
612,Leben::N,život,bizi
613,Leben::N,život,bizitza
614,Tod::N,smrť,herio
615,Tod::N,smrť,heriotza
616,Grab::N,hrob,hobi
617,Grab::N,hrob,hilobi
618,Kirche::N,kostol,eliza
619,Sünde::N,hriech,hoben
620,Sünde::N,hriech,bekatu
621,Gott::N,boh,jainko
622,Arbeiter::N,robotník,langile
623,Arbeiter::N,robotník,behargin
624,Arbeiter::N,pracnovík,langile
625,Arbeiter::N,pracnovík,behargin
626,Chef::N,šéf,nagusi
627,Chef::N,riaditeľ,nagusi
628,Meister::N,majster,maisu
629,Arzt::N,lekár,osagile
630,Arzt::N,lekár,sendagile
631,Lehrer::N,učiteľ,irakasle
632,Geld::N,peniaze,diru
633,Geschäft::N,obchod,negozio
634,Laden::N,obchod,denda
635,Laden::N,obchod,saltegi
636,Preis::N,cena,prezio
637,Preis::N,cena,salneurri
638,Ware::N,tovar,salgai
639,Nutzen::N,osoh,onura
640,Nutzen::N,osoh,probetxu
641,Nutzen::N,úžitok,onura
642,Nutzen::N,úžitok,probetxu
643,Reichtum::N,bohatstvo,aberastasun
644,Welt::N,svet,ludi
645,Welt::N,svet,mundu
646,Land::N,územie,herrialde
647,Land::N,krajina,herrialde
648,Staat::N,štát,estatu
649,König::N,kráľ,errege
650,Macht::N,moc,botere
651,Macht::N,mocnosť,botere
652,Grenze::N,hranica,muga
653,Krieg::N,vojna,guda
654,Feind::N,nepriateľ,etsai
655,Feind::N,nepriateľ,arerio
656,Gewalt::N,násilie,bortxa
657,Gewalt::N,násilie,bortizkeria
658,Kampf::N,boj,gudu
659,Kampf::N,boj,auska
660,Bogen[Waffe]::N,luk,arku
661,Pfeil::N,šíp,gezi
662,Pfeil::N,strela,gezi
663,Gewehr::N,puška,fusil
664,Fehler::N,omyl,huts
665,Fehler::N,omyl,hutsegin
666,Fehler::N,chyba,huts
667,Fehler::N,chyba,hutsegin
668,Lüge::N,lož,gezur
669,Schaden::N,ujma,kalte
670,Schaden::N,škoda,kalte
671,Unglück::N,nešťastie,zoritxar
672,Unglück::N,nešťastie,zorigaitz
673,Schuld::N,vina,erru
674,Schuld::N,previnenie,erru
675,Alter::N,vek,adin
676,Schluss::N,záver,bukaera
677,Schluss::N,koniec,bukaera
678,Zeit::N,čas,aldi
679,Zeit::N,čas,denbora
680,Tag::N,deň,egun
681,Morgen::N,ráno,goiz
682,Mittag::N,poludnie,eguerdi
683,Abend::N,večer,arrats
684,Nacht::N,noc,gau
685,Woche::N,týždeň,aste
686,Monat::N,mesiac,hil
687,Jahr::N,rok,urte
688,Frühling::N,jar,udalehen
689,Sommer::N,leto,uda
690,Herbst::N,jeseň,udazken
691,Herbst::N,jeseň,neguantz
692,Winter::N,zima,negu
693,Januar::N,január,urtarril
694,Februar::N,február,otsail
695,März::N,marec,martxo
696,April::N,apríl,apiril
697,Mai::N,máj,maiatz
698,Juni::N,jún,ekain
699,Juli::N,júl,uztail
700,August::N,august,abuztu
701,September::N,september,irail
702,Oktober::N,október,urri
703,November::N,november,azaro
704,Dezember::N,december,abendu
705,Montag::N,pondelok,astelehen
706,Dienstag::N,utorok,astearte
707,Mittwoch::N,streda,asteazken
708,Donnerstag::N,štvrtok,ostegun
709,Freitag::N,piatok,ostiral
710,Samstag::N,sobota,larunbat
711,Sonntag::N,nedeľa,igande
712,groß::A,veľký,handi
713,klein::A,malý,txiki
714,lang::A,dlhý,luze
715,kurz::A,krátky,labur
716,breit::A,široký,zabal
717,schmal::A,úzky,mehar
718,dicht::A,hustý,sarri
719,dicht::A,hustý,trinko
720,dick[Gegenstand]::A,tlstý,lodi
721,dünn::A,tenký,mehe
722,fein::A,jemný,fin
723,fest::A,pevný,tinko
724,flach::A,rovný,lau
725,flach::A,rovný,ordoki
726,flach::A,plochý,lau
727,flach::A,plochý,ordoki
728,glatt::A,hladký,leun
729,hart::A,tvrdý,gogor
730,weich::A,mäkký,bigun
731,weich::A,mäkký,beratz
732,rund::A,guľatý,biribil
733,rund::A,okrúhly,biribil
734,spitz::A,končitý,puntadun
735,scharf::A,ostrý,zorrotz
736,stumpf::A,tupý,kamuts
737,schwer::A,ťažký,astun
738,schwer::A,ťažký,pisutsu
739,schön::A,pekný,eder
740,schön::A,krásny,eder
741,heiß::A,horúci,bero
742,heiß::A,horúci,oso bero
743,warm::A,teplý,bero
744,kalt::A,studený,hotz
745,kühl::A,chladný,hotzil
746,frisch::A,svieži,fresko
747,frisch::A,svieži,hozkirri
748,feucht::A,vlhký,heze
749,feucht::A,zvlhnutý,heze
750,nass::A,mokrý,busti
751,trocken::A,suchý,siku
752,trocken::A,suchý,lehor
753,voll::A,plný,bete
754,leer::A,prázdny,huts
755,offen::A,otvorený,ireki
756,geschlossen::A,zavretý,itxita
757,sauber::A,čistý,xahu
758,sauber::A,čistý,garbi
759,schmutzig::A,špinavý,lohi
760,schmutzig::A,špinavý,zikin
761,roh::A,surový,gordin
762,reif::A,zrelý,umo
763,reif::A,zrelý,heldu
764,lecker::A,chutný,goxo
765,süß::A,sladký,goxo
766,bitter::A,horký,karmin
767,bitter::A,horký,garratz
768,sauer::A,kyslý,mingots
769,hell::A,jasný,argi
770,hell::A,svetlý,argi
771,dunkel::A,temný,ilun
772,schwarz::A,čierny,beltz
773,weiß::A,biely,zuri
774,rot::A,červený,gorri
775,gelb::A,žltý,hori
776,blau::A,modrý,urdin
777,blau::A,belasý,urdin
778,grün::A,zelený,berde
779,grün::A,zelený,musker
780,grau::A,šedý,urdin
781,grau::A,šedý,urdinabar
782,bunt::A,pestrý,koloretsu
783,billig::A,lacný,merke
784,teuer::A,drahý,garesti
785,wertvoll::A,cenný,baliotsu
786,blind::A,slepý,itsu
787,taub::A,hluchý,gor
788,kräftig::A,silný,kementsu
789,stark::A,silný,bizkor
790,stark::A,silný,indartsu
791,schwach::A,slabý,ahul
792,schwach::A,slabý,indargabe
793,schwach::A,bezvládny,ahul
794,schwach::A,bezvládny,indargabe
795,fett::A,tučný,gizen
796,schlank::A,štíhly,lerden
797,hübsch::A,šumný,polit
798,hübsch::A,švárny,polit
799,böse::A,zlý,tzar
800,böse::A,zlý,gaizto
801,dumm::A,hlúpy,lelo
802,dumm::A,hlúpy,pello
803,faul::A,lenivý,nagi
804,faul::A,lenivý,alfer
805,fleißig::A,snaživý,maratz
806,fleißig::A,snaživý,lanzale
807,fleißig::A,usilovný,maratz
808,fleißig::A,usilovný,lanzale
809,geizig::A,skupý,zeken
810,geizig::A,skupý,zikoitz
811,geizig::A,lakomý,zeken
812,geizig::A,lakomý,zikoitz
813,klug::A,múdry,zuhur
814,klug::A,bystrý,zuhur
815,geschickt::A,zručný,trebe
816,geschickt::A,zručný,antzetsu
817,geschickt::A,šikovný,trebe
818,geschickt::A,šikovný,antzetsu
819,lieb::A,milý,maite
820,lieb::A,milý,laztan
821,lustig::A,veselý,alaitsu
822,sanft::A,nežný,eme
823,sanft::A,nežný,ezti
824,hungrig::A,lačný,gose
