,Concept_ID,sk,eu
1536,lesen::V,čítať,irakurri
1537,malen::V,maľovať,margotu
1538,zeichnen::V,kresliť,marraztu
1539,schreiben::V,písať,idatzi
1540,besitzen::V,mať,ukan
1541,besitzen::V,mať,eduki
1542,besitzen::V,vlastniť,ukan
1543,besitzen::V,vlastniť,eduki
1544,kaufen::V,kúpiť,erosi
1545,verkaufen::V,predať,saldu
1546,bezahlen::V,zaplatiť,ordaindu
1547,zahlen::V,platiť,ordaindu
1548,beherrschen::V,ovládať,menpean izan
1549,ertragen::V,znášať,jasan
1550,ertragen::V,znášať,pairatu
1551,ertragen::V,vydržať,jasan
1552,ertragen::V,vydržať,pairatu
