,Concept_ID,xal,zh
64,Welle::N,дольган,波
65,Wasser::N,усн,水
66,Stein::N,чолун,石头
67,Boden::N,Һазр,地面
68,Erde::N,Һазр,地
69,Staub::N,тоосн,灰尘
70,Rauch::N,утан,烟
71,Funke::N,очн,火花
72,Feuer::N,һал,火
73,Licht::N,герл,光
74,Schatten::N,сүүдр,影子
75,Wetter::N,теңгр,天气
76,Nebel::N,будн,雾
77,Wolke::N,үүлн,云
78,Regen::N,хур,雨
79,Schnee::N,цасн,雪
80,Eis::N,мөсн,冰
81,Frost::N,киитн,霜冻
82,Kälte::N,киитн,寒冷
83,Hitze::N,халун,炎热
84,Raureif::N,цаң,霜
85,Raureif::N,кирү,霜
86,Regenbogen::N,солңһ,虹
87,Donner::N,оһтрһун дун,雷
88,Strömung::N,урсхл,水流
89,Tropfen::N,дусал,滴
90,Schaum::N,көөсн,泡沫
91,Schmutz::N,кир,赃物
92,See::N,нур,湖
93,Sumpf::N,унул,沼泽
94,Moor::N,улм,沼泽
95,Wiese::N,хадлһн,草地
96,Wald::N,ө-модн,森林
97,Hügel::N,толһа,丘陵
98,Anhöhe::N,хамр,山丘
99,Berg::N,уул,山
100,Gipfel::N,ора,峰
101,Höhle::N,хадин көндә,洞穴
102,Abhang::N,ташу,斜坡
103,Quelle::N,булг,泉
104,Bach::N,һооҗур,溪
105,Fluss::N,һол,河流
106,Ufer::N,көвә,岸
107,Küste::N,көвә,海岸
108,Küste::N,теңгсин көвә,海岸
109,Festland::N,хүүрә һазр,大陆
110,Meer::N,теңгс,海
111,Bucht::N,цекә,海湾
112,Bucht::N,теңгсин цекә,海湾
113,Insel::N,арл,岛
114,Blume::N,цецг,花
115,Gras::N,ноһан,草
116,Wurzel::N,уңг,根
117,Baum::N,модн,树
118,Stamm::N,шилв,树干
119,Stamm::N,һол модн,树干
120,Rinde::N,көрсн,树皮
121,Ast::N,ац,树枝
122,Zweig::N,ац,树枝
123,Blatt::N,хамтхасн,叶子
124,Birke::N,хусм модн,桦木
125,Kiefer[Baum]::N,шар харһа,松树
126,Weide[Baum]::N,удн,柳树
127,Tanne::N,җөөлн цаһан модн,冷杉
128,Horn::N,өвр,角
129,Feder::N,өрвлг,羽毛
130,Fell::N,арсн,皮毛
131,Flügel::N,җивр,翅膀
132,Klaue::N,хумсн,爪子
133,Kralle::N,тавг,爪子
134,Schwanz::N,сүл,尾巴
135,Ei::N,өндгн,蛋
136,Nest::N,үр,巢
137,Bau::N,нүкн,穴
138,Tier::N,мал,动物
139,Herde::N,сүрг мал,群
140,Kuh::N,үкр,母牛
141,Bulle::N,бух,公牛
142,Pferd::N,мөрн,马
143,Schaf::N,хөн,羊
144,Schwein::N,һаха,猪
145,Hund::N,ноха,狗
146,Katze::N,мис,猫
147,Bär::N,аю,熊
148,Eichhörnchen::N,кермн,松鼠
149,Elch::N,хандһа,麋鹿
150,Fuchs::N,арат,狐狸
151,Hase::N,туула,兔子
152,Maus::N,хулһн,老鼠
153,Wolf::N,чон,狼
154,Vogel::N,шовун,鸟
155,Schwarm::N,зел,群
156,Huhn::N,така,鸡
157,Hahn::N,эр така,公鸡
158,Gans::N,һалун,鹅
159,Adler::N,һәрд,鹰
160,Ente::N,нуһсн,鸭
161,Eule::N,һурвлһ,猫头鹰
162,Kranich::N,тоһрун,鹤
163,Krähe::N,шаазһа,乌鸦
164,Kuckuck::N,эргин хуцдг,布谷鸟
165,Schwan::N,хун,天鹅
166,Fisch::N,заһсн,鱼
167,Barsch::N,шүрг,鲈鱼
168,Hecht::N,цурх,狗鱼
169,Schlange[Tier]::N,моһа,蛇
170,Wurm::N,өтн,蠕虫
171,Spinne::N,аралҗн,蜘蛛
172,Ameise::N,шорһлҗн,蚂蚁
173,Laus::N,бөөсн,虱子
174,Mücke::N,бөкүн,蚊子
175,Fliege::N,батхн,苍蝇
176,Schmetterling::N,эрвәкә,蝴蝶
177,Beere::N,бөөлҗрһн,将果
178,Apfel::N,альмн,苹果
179,Pilz::N,теңгрин ки,蘑菇
180,Zwiebel::N,мәңгрснә толһа,洋葱
181,Saat::N,буудян экн,种子
182,Korn::N,экн,谷粒
183,Heu::N,өвсн,干草
184,Schale::N,хальсн,壳
185,Grube::N,нүкн,坑
186,Falle::N,урх,圈套
187,Falle::N,хавх,圈套
188,Schlinge::N,бүтү,活扣
189,Spur::N,мөр,踪迹
190,Asche::N,үмсн,灰烬
191,Dreck::N,бальчг,污垢
192,Eisen::N,төмр,铁
193,Gold::N,алтн,金子
194,Silber::N,мөңгн,银
195,Silber::N,цаһан мөңгн,银
196,Kohle::N,нүүрсн,煤
197,Glas::N,шил,玻璃
198,Lehm::N,шавр,粘土
199,Sand::N,элсн,沙
200,Mensch::N,күн,人
201,Mensch::N,күмн,人
202,Mann::N,эр,男子
203,Frau::N,күүкд күн,妇女
204,Kind::N,үрн,小孩
205,Junge::N,көвүн,男孩
206,Mädchen::N,бичкн күүкн,女孩
207,Familie::N,бүл,家庭
208,Großvater::N,өвк эцк,祖父
209,Großvater::N,наһц эцк,祖父
210,Großmutter::N,эмг эк,祖母
211,Großmutter::N,наһц эк,祖母
212,Eltern::N,эк эцк хойр,父母
213,Vater::N,эцк,父亲
214,Mutter::N,эк,母亲
215,Sohn::N,көвүн,儿子
216,Tochter::N,күүкн,女儿
217,Bruder::N,дү көвүн,兄弟
218,Schwester::N,эгч,姐妹
219,Schwester::N,дү күүкн,姐妹
220,Onkel::N,авһ,伯父
221,Onkel::N,наһцх,伯父
222,Tante::N,наһц эгч,阿姨
223,Ehemann::N,залу,丈夫
224,Ehefrau::N,гергн,妻子
225,Freude::N,байр,愉快
226,Gelächter::N,инәдн,大笑
227,Glück::N,җирһл,运气
228,Glück::N,сәәхн җирһл,运气
229,Kummer::N,зовлң,苦恼
230,Wunsch::N,дурн,愿望
231,Lust::N,җилвтлһн,乐趣
232,Geist::N,зөрг,精神
233,Gedanke::N,ухан,思想
234,Gedächtnis::N,чееҗин тодлвр,记性
235,Verstand::N,ухан,理智
236,Sinn::N,учр-утх,感觉
237,Grund::N,учр,理由
238,Grund::N,шалтан,理由
239,Wahrheit::N,үнн,真理
240,Gespräch::N,күүндвүр,谈话
241,Märchen::N,тууль,童话
242,Erzählung::N,келвр,故事
243,Nachricht::N,медүллһн,消息
244,Neuigkeit::N,зәңг,新闻
245,Name::N,нерн,名字
246,Rätsel::N,тәәлвртә тууль,谜语
247,Rede::N,келлһн,讲话
248,Sprache::N,келн,语言
249,Stimme::N,дун,声音
250,Wort::N,үг,词
251,Zeichen::N,темдг,标记
252,Ruf::N,дуудлһн,呼喊
253,Lärm::N,шууган,噪音
254,Laut::N,ә,响声
255,Ton::N,дун,声音
256,Lied::N,дун,歌曲
257,Ruhe::N,амулң,安静
258,Leute::N,әмтн,人们
259,Volk::N,улс,人民
260,Arbeit::N,көдлмш,劳动
261,Gast::N,гиич,客人
262,Geschenk::N,белг,礼物
263,Spiel::N,наадн,游戏
264,Gesellschaft::N,олн,陪同
265,Hilfe::N,нөкд,帮助
266,Freund::N,иньг,朋友
267,Kamerad::N,үр,同志
268,Angelegenheit::N,керг,事情
269,Anzahl::N,то,数目
270,Art::N,зүүл,种类
271,Stück::N,хусг,块
272,Teil::N,хүв,部分
273,Hälfte::N,өрәл,一半
274,Kreis::N,төгрг,圆
275,Kreuz::N,кирс,十字架
276,Linie::N,зурасн,线条
277,Strich::N,татасн,划
278,Abstand::N,зә,距离
279,Entfernung::N,һазр,距离
280,Gegend::N,һазр,地区
281,Platz::N,зә,场所
282,Ort::N,бәәрн,地点
283,Seite::N,тал,面
284,Seite::N,хаҗу,面
285,Seite::N,хәврһ,面
286,Mitte::N,дунд,中间
287,Gegenstand::N,юмн,物品
288,Sache::N,юмн,物
289,Rand::N,зах,边
290,Kante::N,ирмәг,棱
291,Ecke::N,өнцг,角
292,Spitze::N,үзүр,尖
293,Ende::N,үзүр,结尾
294,Loch::N,хаһрха,洞
295,Winkel::N,булң,角度
296,Muster::N,намч,模型
297,Größe::N,кемҗән,大小
298,Länge::N,ут,长度
299,Höhe::N,өндр,高度
300,Gewicht::N,күнд,重量
301,Gewicht::N,чиңнүр,重量
302,Menge::N,ик,数量
303,Haufen::N,ова,堆
304,Reihe::N,зерг,行
305,Reihe::N,зерглән,行
306,Boot::N,оңһц,小船
307,Ruder::N,хәәв,奖
308,Schlitten::N,цан,雪橇
309,Ski::N,лыҗ,雪板
310,Lagerfeuer::N,костёр,营火
311,Last::N,күнд,负担
312,Gang::N,йовлһн,行走
313,Schritt::N,ишкм,步伐
314,Norden::N,ар үзг,北
315,Süden::N,өмн,南
316,Süden::N,өмн үзг,南
317,Westen::N,барун,西
318,Westen::N,барун үзг,西
319,Osten::N,зүн,东
320,Osten::N,зүн үзг,东
321,Holz::N,модн,木材
322,Brett::N,харһа,木板
323,Platte::N,хавтха чолун,平板
324,Stütze::N,тулг,支架
325,Stange::N,уньн,杆
326,Stock::N,модн,棒
327,Stab::N,шуург,棍
328,Rohr::N,турва,管子
329,Haus::N,гер,房屋
330,Heim::N,гер-бул,家
331,Ofen::N,беш,炉子
332,Fußboden::N,девскр,地板
333,Tisch::N,ширә,桌子
334,Stuhl::N,стул,椅子
335,Wiege::N,өлгә,摇蓝
336,Wiege::N,дүүҗң,摇蓝
337,Bett::N,орн,床
338,Bett::N,орндг,床
339,Regal::N,таг,架子
340,Regal::N,тәвц,架子
341,Kiste::N,яршг,箱子
342,Fenster::N,терз,窗户
343,Tür::N,үүдн,门
344,Tor::N,үүдн,大门
345,Tor::N,өргн үүдн,大门
346,Tor::N,хашан үүдн,大门
347,Zaun::N,хаша,篱笆
348,Dach::N,деевр,屋顶
349,Leiter::N,шат,梯子
350,Leiter::N,давшур,梯子
351,Besen::N,сәвүр,扫帚
352,Spaten::N,күрз,铁锹
353,Schaufel::N,совг,铁锹
354,Gabel::N,серә,叉
355,Löffel::N,ухр,食匙
356,Messer::N,утх,刀
357,Nagel::N,хадасн,钉子
358,Netz::N,гөлм,网
359,Haken::N,дегә,钩子
360,Griff::N,иш,把柄
361,Griff::N,бәрүл,把柄
362,Schloss::N,оньс,锁
363,Bild::N,зург,图画
364,Figur::N,фигур,人像
365,Puppe::N,наадһа,娃娃
366,Beutel::N,мишг,袋子
367,Bündel::N,багла,捆
368,Bündel::N,боодһа,捆
369,Tasche::N,сумк,手提包
370,Eimer::N,суулһ,桶
371,Deckel::N,бүркәсн,盖子
372,Geschirr::N,сав,餐具
373,Geschirr::N,сав-сарх,餐具
374,Sack::N,мишг,袋子
375,Tasse::N,ааһ,杯子
376,Topf::N,кастрюль,锅
377,Kessel::N,хәәсн,水壶
378,Essen::N,зоогллһн,进餐
379,Nahrung::N,теҗәл,食物
380,Speise::N,хот,菜肴
381,Fleisch::N,махн,肉
382,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,谷物
383,Brei::N,хаш,粥
384,Brot::N,өдмг,面包
385,Scheibe::N,зүсм,片
386,Fett::N,өөкн,脂肪
387,Butter::N,тосн,黄油
388,Öl::N,тосн,油
389,Salz::N,давсн,盐
390,Suppe::N,шөлн,汤
391,Honig::N,бал,蜂蜜
392,Milch::N,үсн,奶
393,Tee::N,цә,茶
394,Leder::N,арсн,皮革
395,Wolle::N,утцн,毛线
396,Wolle::N,эд,毛线
397,Stoff::N,эд,织物
398,Nadel::N,зүн,针
399,Faden::N,утцн,线
400,Knopf::N,товч,纽扣
401,Knoten::N,зәңгдә,结
402,Farbe::N,будг,颜色
403,Kleidung::N,хувцн,衣服
404,Kleidung::N,хувц-хунр,衣服
405,Hemd::N,киилг,衬衫
406,Kragen::N,зах,领子
407,Ärmel::N,ханцн,袖子
408,Hose::N,шалвур,裤子
409,Gürtel::N,бүс,腰带
410,Mütze::N,махла,帽子
411,Schuh::N,башмгуд,鞋
412,Stiefel::N,һосн,靴子
413,Ring::N,билцг,戒指
414,Band::N,лент,带子
415,Kamm::N,сам,梳子
416,Spiegel::N,толь,镜子
417,Riemen::N,бүс,皮带
418,Schnur::N,деесн,绳子
419,Leine::N,бурнтг,皮带
420,Leine::N,нохан көтлвр,皮带
421,Decke::N,көнҗл,被子
422,Kissen::N,дер,软垫
423,Tuch::N,альчур,巾
424,Handtuch::N,полотенц,手巾
425,Handtuch::N,һар-нүүрин альчур,手巾
426,Kraft::N,күчн,力
427,Stärke::N,чидл,力量
428,Gesundheit::N,эрүл-менд,健康
429,Krankheit::N,өвчн,病
430,Schmerz::N,өвдлһн,痛
431,Wunde::N,шав,伤口
432,Fieber::N,безг,发烧
433,Arznei::N,эм,药
434,Brücke::N,тагт,桥
435,Brunnen::N,худг,井
436,Weide::N,малын идг,牧场
437,Pfad::N,цувг,小路
438,Weg::N,хаалһ,路
439,Straße::N,зам,街
440,Dorf::N,хотн,村庄
441,Stadt::N,балһсн,城市
442,Brief::N,бичг,信
443,Buch::N,дегтр,书
444,Buchstabe::N,үзг,字母
445,Zeitung::N,газет,报纸
446,Leben::N,җирһл,生命
447,Tod::N,үкл,死亡
448,Tod::N,өңгрлһн,死亡
449,Grab::N,оршалһна нүкн,坟墓
450,Kirche::N,чонҗ,教堂
451,Sünde::N,нүл,罪
452,Sünde::N,килнц,罪
453,Gott::N,бурхн,上帝
454,Arbeiter::N,көдлмшч,工人
455,Chef::N,толһач,上司
456,Meister::N,урн,师傅
457,Arzt::N,эмч,医生
458,Lehrer::N,багш,教师
459,Geld::N,мөңгн,钱
460,Geschäft::N,көдлмш,交易
461,Laden::N,лавк,商店
462,Preis::N,үн,价格
463,Ware::N,эд-тавр,商品
464,Nutzen::N,олз,好处
465,Reichtum::N,зөөр,财富
466,Welt::N,орчлң,世界
467,Welt::N,делкә,世界
468,Land::N,орн-нутг,国家
469,Staat::N,государств,国家
470,König::N,хан,国王
471,Macht::N,йосн,权力
472,Grenze::N,меҗә,边界
473,Krieg::N,дән,战争
474,Feind::N,дәәсн,敌人
475,Gewalt::N,күч һарһлһн,暴力
476,Kampf::N,ноолдан,战斗
477,Kampf::N,бәрлдлһн,战斗
478,Bogen[Waffe]::N,саадг,弓
479,Pfeil::N,сумн,箭
480,Gewehr::N,бу,枪
481,Fehler::N,алдг,错误
482,Lüge::N,худл,谎话
483,Schaden::N,хорлт,损失
484,Unglück::N,гүрм,不幸
485,Schuld::N,гем,过错
486,Schuld::N,буру,过错
487,Alter::N,насн,年龄
488,Schluss::N,чилгч,结束
489,Zeit::N,цаг,时间
490,Tag::N,өдр,天
491,Morgen::N,өрүн,早晨
492,Mittag::N,үд,中午
493,Abend::N,асхн,晚上
494,Nacht::N,сө,夜
495,Woche::N,долан хонг,星期
496,Monat::N,сар,月
497,Jahr::N,җил,年
498,Frühling::N,хавр,春天
499,Sommer::N,зун,夏天
500,Herbst::N,намр,秋天
501,Winter::N,үвл,冬天
502,Januar::N,январь,一月
503,Februar::N,февраль,二月
504,März::N,март,三月
505,März::N,моһа сар,三月
506,April::N,апрель,四月
507,Mai::N,май,五月
508,Juni::N,июнь,六月
509,Juni::N,мөчн сар,六月
510,Juli::N,июль,七月
511,August::N,август,八月
512,September::N,һаха сар,九月
513,Oktober::N,октябрь,十月
514,November::N,ноябрь,十一月
515,November::N,үкр сар,十一月
516,Dezember::N,бар сар,十二月
517,Montag::N,понедельник,星期一
518,Dienstag::N,вторник,星期二
519,Mittwoch::N,среда,星期三
520,Mittwoch::N,үлмҗ өдр,星期三
521,Donnerstag::N,четверг,星期四
522,Donnerstag::N,пүрвә өдр,星期四
523,Freitag::N,пятниц,星期五
524,Samstag::N,суббот,星期六
525,Sonntag::N,нарн өдр,星期日
526,Sonntag::N,воскресень,星期日
527,groß::A,ик,大
528,klein::A,бичкн,小
529,lang::A,ут,长
530,kurz::A,оһтр,短
531,breit::A,өргн,宽
532,schmal::A,уутьхн,细长的
533,dicht::A,нигт,密
534,dick[Gegenstand]::A,зузан,厚
535,dünn::A,нимгн,薄
536,fein::A,нәрхн,细小
537,fest::A,бат,固体
538,flach::A,хавтха,平坦
539,glatt::A,тегш,光滑
540,glatt::A,тиньгр,光滑
541,hart::A,хату,硬
542,weich::A,җөөлн,软
543,weich::A,җөөлкн,软
544,rund::A,төгрг,圆
545,spitz::A,шовһр,尖
546,scharf::A,хурц,锋利
547,stumpf::A,мука,钝
548,schwer::A,күнд,重
549,schön::A,сәәхн,美丽
550,heiß::A,халун,烫
551,warm::A,дулан,暖和
552,kalt::A,киитн,冷
553,kühl::A,серүн,凉
554,frisch::A,серүн,新鲜
555,feucht::A,чиигтә,潮湿
556,nass::A,чиигтә,湿
557,trocken::A,хагсу,干
558,voll::A,дүүрң,满
559,leer::A,сул,空
560,leer::A,хоосн,空
561,offen::A,секәтә,敞开
562,geschlossen::A,хаалһата,关闭
563,sauber::A,цевр,干净
564,schmutzig::A,киртә,肮脏
565,roh::A,түүкә,生
566,reif::A,болсн,成熟
567,lecker::A,әмтәхн,好吃
568,süß::A,әмтәхн,甜
569,bitter::A,һашун,苦
570,bitter::A,һашута,苦
571,sauer::A,ишклң,酸
572,hell::A,герлтә,亮
573,dunkel::A,харңһу,阴暗
574,schwarz::A,хар,黑
575,weiß::A,цаһан,白
576,rot::A,улан,红
577,gelb::A,шар,黄
578,blau::A,көк,蓝
579,grün::A,көк,绿
580,grau::A,бор,灰色
581,bunt::A,алг,五彩
582,bunt::A,эрәтә,五彩
583,billig::A,кимд,便宜
584,teuer::A,үнтә,贵
585,wertvoll::A,үнтә,贵重
586,wertvoll::A,эрднь,贵重
587,blind::A,сохр,瞎
588,taub::A,дүлә,聋
589,kräftig::A,күчтә,强壮
590,stark::A,чаңһ,强壮
591,schwach::A,күчн тату,弱
592,fett::A,тарһн,胖
593,schlank::A,эццн,苗条
594,hübsch::A,көркхн,漂亮
595,böse::A,уурта,邪恶
596,dumm::A,тенг,笨
597,faul::A,залху,懒惰
598,fleißig::A,кинән,勤奋
599,fleißig::A,кинмһә,勤奋
600,geizig::A,ховдг,吝啬
601,klug::A,ухата,聪明
602,geschickt::A,чадмг,灵巧
603,lieb::A,эңкр,可爱
604,lustig::A,сергмҗтә,快乐
605,lustig::A,җирһлтә,快乐
606,sanft::A,номһн,柔和
607,hungrig::A,өлн,饥饿
608,hungrig::A,харһнсн,饥饿
609,krank::A,өвчтә,患病
610,krank::A,шалтгта,患病
611,nackt::A,нүцкн,裸体
612,traurig::A,һундлта,悲哀
613,lebendig::A,әмд,活
614,gut::A,сән,好
615,schlecht::A,му,坏
616,richtig::A,зөвтә,正确
617,schlimm::A,җигшүртә,糟糕
618,wahr::A,үнн,真
619,wahr::A,мөн,真
620,alt::A,хуучн,旧
621,neu::A,шин,新
622,ehemalig::A,хуучн,以前
623,alt[Lebewesen]::A,көгшн,老
624,jung::A,баһ,年轻
625,arm::A,угатя,贫穷
626,reich::A,байн,富裕
627,bekannt::A,таньл,出名
628,bekannt::A,таньдг,出名
629,berühmt::A,туурсн,著名
630,fremd::A,күүнә,陌生
631,verschieden::A,әдл биш,不同
632,verschieden::A,йилһәтә,不同
633,nah::A,өөрхн,近
634,fern::A,хол,遥远
635,linker::A,зүн,左
636,rechter::A,барун,右
637,anderer::A,талдан,别的
638,erster::A,негдгч,第一
639,zweiter::A,хойрдгч,第二
640,dritter::A,һурвдгч,第三
641,letzter::A,отхн,最后
642,allein::ADV,һанцарн,单独
643,auf einmal::ADV,нег дәкҗ,同时
644,zusammen::ADV,хамдан,一起
645,lange::ADV,удан,许久
646,plötzlich::ADV,генткн,忽然
647,sofort::ADV,дарунь,立刻
648,später::ADV,сүүлд,以后
649,jetzt::ADV,ода,现在
650,heute::ADV,эндр,今天
651,morgen::ADV,маңһдур,明天
652,bald::ADV,дарунь,即将
653,dann::ADV,дәкәд,然后
654,gestern::ADV,өцклдүр,昨天
655,einst::ADV,нег саамд,曾经
656,damals::ADV,тиигхд,当时
657,danach::ADV,тегәд,随后
658,vorher::ADV,урд,事先
659,zuerst::ADV,түрүләд,首先
660,einmal::ADV,нег дәкҗ,一次
661,manchmal::ADV,зәрмдән,有时
662,oft::ADV,хара биш,时常
663,oft::ADV,хатяр биш,时常
664,oft::ADV,дару-дарунь,时常
665,immer::ADV,оньдинд,总是
666,niemals::ADV,кезә чмгн биш,从未
667,hier::ADV,энд,这里
668,hier::ADV,энүнд,这里
669,hierhin::ADV,нааран,到这里
670,von hier::ADV,эндәс,由此
671,dort::ADV,тенд,那里
672,dorthin::ADV,тиигән,到那里
673,geradeaus::ADV,шуд,一直往前
674,vorwärts::ADV,уралан,向前
675,rückwärts::ADV,гедргән,向后
676,zurück::ADV,хәрү,退后
677,unten::ADV,дор,下面
678,hinab::ADV,дор,向下
679,hinab::ADV,доракшан,向下
680,oben::ADV,деер,上面
681,hinauf::ADV,өөдән,向上
682,hinauf::ADV,деер,向上
683,überall::ADV,альд болв чигн,到处
684,nicht::ADV,эс,不
685,nicht::ADV,биш,不
686,nicht::ADV,бичә,不
687,ein wenig::ADV,баахн,一点儿
688,ein wenig::ADV,баахнар,一点儿
689,kaum::ADV,әрә,几乎不
690,sehr::ADV,йир,很
691,so::ADV,иигҗ,如此
692,noch::ADV,ода чигн,还
693,nur::ADV,һанцхн,只
694,schon::ADV,одх,已经
695,wieder::ADV,бас,又
696,vergebens::ADV,киидән,
697,vor::PRP,урд,在...面前
698,hinter::PRP,ца,在...背后
699,unter::PRP,дор,在...下面
700,durch::PRP,ивт,穿过
701,durch::PRP,дундаһур,穿过
702,neben::PRP,хаҗуд,在...旁
703,zwischen::PRP,хоорнд,在...之间
704,wegen::PRP,көлтә,由于
705,wegen::PRP,деерәс,由于
706,dies::PRN,эн,这
707,das::PRN,тер,那
708,alles::PRN,цуһар,一切
709,ich::PRN,би,我
710,du::PRN,чи,你
711,er::PRN,тер,他
712,wir::PRN,мадн,我们
713,ihr::PRN,та,你们
714,sie::PRN,тедн,她
715,was::FPRN,юн,什么
716,wer::FPRN,кен,谁
717,wo::FADV,хама,哪里
718,wohin::FADV,хамаран,去哪里
719,wie::FADV,яһҗ,怎么
720,wie::FADV,яһад,怎么
721,warum::FADV,юңгад,为什么
722,wieviel::FNUM,кедү,多少
723,eins::NUM,негн,一
724,zwei::NUM,хойр,二
725,drei::NUM,һурвн,三
726,vier::NUM,дөрвн,四
727,fünf::NUM,тавн,五
728,sechs::NUM,зурһан,六
729,sieben::NUM,долан,七
730,acht::NUM,нәәмн,八
731,neun::NUM,йисн,九
732,zehn::NUM,арвн,十
733,elf::NUM,арвн негн,十一
734,zwölf::NUM,арвн хойр,十二
735,zwanzig::NUM,хөрн,二十
736,dreißig::NUM,һучн,三十
737,vierzig::NUM,дөчн,四十
738,fünfzig::NUM,тәвн,五十
739,sechzig::NUM,җирн,六十
740,siebzig::NUM,далн,七十
741,achtzig::NUM,найн,八十
742,neunzig::NUM,йирн,九十
743,hundert::NUM,зун,百
744,tausend::NUM,миңһн,千
745,und::CNJ,болн,和
746,oder::CNJ,эс гиҗ,或者
747,oder::CNJ,эс гихлә,或者
748,stehen::V,зогсх,站
749,sitzen::V,суух,坐
750,liegen::V,кевтх,躺着
751,hängen::V,өлгәтә бәәх,挂着
752,werden::V,болх,成为
753,passieren::V,болх,发生
754,beginnen::V,эклх,开始
755,enden::V,төгсх,终止
756,wechseln::V,хүврх,变迁
757,aufgehen[Sonne]::V,һарх,升起
758,untergehen[Sonne]::V,орх,下落
759,untergehen[Sonne]::V,сүүрлх,下落
760,scheinen[Sonne]::V,герлтх,照射
761,donnern::V,күрҗңнх,打雷
762,wehen::V,сальклх,飘扬
763,strömen::V,һооҗх,流
764,fließen::V,урсх,流动
765,sich drehen::V,эргх,转动
766,schwanken::V,дәәвлх,摇摆
767,schwingen::V,нәәхлх,摇
768,fallen::V,унх,坠落
769,fallen::V,киисх,坠落
770,brennen::V,шатх,燃烧
771,rauchen::V,ута һарһх,冒烟
772,regnen::V,орх,下雨
773,gefrieren::V,мөстх,结冰
774,tauen::V,хәәлх,融化
775,schmelzen::V,хәәлх,溶化
776,schmelzen::V,хәәлгдх,溶化
777,trocknen::V,эврх,变干
778,sieden::V,буслх,煮
779,faulen::V,үмкәрх,腐烂
780,verfaulen::V,илҗрх,腐烂
781,reißen::V,тасрх,撕
782,versinken::V,чивх,下沉
783,vergehen::V,болх,流逝
784,erscheinen::V,һарх,出现
785,verschwinden::V,уга болх,消失
786,sinken::V,татгдх,下降
787,abnehmen::V,хасгдх,减少
788,zunehmen::V,өсх,增加
789,steigen::V,немх,上升
790,wachsen::V,өсх,生长
791,wachsen::V,урһх,生长
792,glänzen::V,гилвкх,发光
793,funkeln::V,цәклх,闪烁
794,lärmen::V,шууглдх,吵闹
795,läuten::V,хоңх,响
796,klingeln::V,җиңнулх,按铃
797,klirren::V,җиңнх,
798,brausen::V,догшрхх,疾驶
799,rauschen::V,сарҗңнх,
800,klingen::V,ә һарх,听起来
801,bellen::V,хуцх,吠
802,heulen::V,уульх,嗥
803,blasen::V,үләх,吹
804,pfeifen::V,ишкрх,吹口哨
805,schreien::V,хәәкрх,叫喊
806,stöhnen::V,түңшх,呻吟
807,zittern::V,дагҗннх,颤抖
808,leben::V,бәәх,生存
809,geboren werden::V,төрх,出生
810,atmen::V,әмсхлх,呼吸
811,trinken::V,уух,喝
812,essen::V,идх,吃
813,schlucken::V,зальгх,咽
814,müde werden::V,көшх,疲倦
815,einschlafen::V,унтх,入睡
816,schlafen::V,нөөрсх,睡觉
817,aufwachen::V,серх,睡醒
818,aufstehen::V,босх,起床
819,sich erholen::V,амрх,休养
820,krank werden::V,гемтх,生病
