,Concept_ID,pl,be
140,Kiefer[Baum]::N,sosna,сасна
141,Weide[Baum]::N,wierzba,вярба
142,Tanne::N,jodła,яліна
143,Horn::N,róg,рог
144,Feder::N,pióro,пяро
145,Fell::N,futro,шкура
146,Flügel::N,skrzydło,крыло
147,Klaue::N,szpon,кіпцюр
148,Kralle::N,pazur,лапа
149,Schwanz::N,ogon,хвост
150,Ei::N,jajko,яйка
151,Nest::N,gniazdo,гняздо
152,Bau::N,nora,нара
153,Tier::N,zwierzę,жывёла
154,Herde::N,stado,статак
155,Herde::N,trzoda,статак
156,Kuh::N,krowa,карова
157,Bulle::N,byk,бык
158,Pferd::N,koń,конь
159,Schaf::N,owca,авечка
160,Schwein::N,świnia,свіння
161,Hund::N,pies,сабака
162,Katze::N,kot,кошка
163,Katze::N,kotka,кошка
164,Bär::N,niedźwiedż,мядзведзь
165,Eichhörnchen::N,wiewiórka,вавёрка
166,Elch::N,łóś,лось
167,Fuchs::N,lis,ліса
168,Hase::N,zając,заяц
169,Maus::N,mysz,мыш
170,Wolf::N,wilk,воўк
171,Vogel::N,ptak,птах
172,Vogel::N,ptak,птушка
173,Schwarm::N,stado,чарада
174,Huhn::N,kura,курыца
175,Hahn::N,kogut,певень
176,Gans::N,gęś,гусь
177,Adler::N,orzeł,арол
178,Ente::N,kaczka,качка
179,Eule::N,sowa,сава
180,Kranich::N,żuraw,жораў
181,Kranich::N,żuraw,журавель
182,Krähe::N,wrona,варона
183,Kuckuck::N,kukułka,зязюля
184,Schwan::N,łabędż,лебедзь
185,Fisch::N,ryba,рыба
186,Barsch::N,okoń,акунь
187,Hecht::N,szczupak,шчупак
188,Schlange[Tier]::N,wąż,змяя
189,Schlange[Tier]::N,żmija,змяя
190,Wurm::N,robak,чарвяк
191,Spinne::N,pająk,павук
192,Ameise::N,mrówka,мурашка
193,Laus::N,wesz,вош
194,Mücke::N,komar,камар
195,Fliege::N,mucha,муха
196,Schmetterling::N,motyl,матыль
197,Beere::N,jagoda,ягада
198,Apfel::N,jabłko,яблык
199,Pilz::N,grzyb,грыб
200,Zwiebel::N,cebula,цыбуля
201,Saat::N,siew,семя
202,Korn::N,ziarno,зерне
203,Heu::N,siano,сена
204,Schale::N,łupina,шалупінне
205,Grube::N,dół,яма
206,Grube::N,jama,яма
207,Falle::N,pułapka,пастка
208,Schlinge::N,sidła,сіло
209,Spur::N,ślad,след
210,Asche::N,popiół,попел
211,Dreck::N,brud,бруд
212,Eisen::N,żelazo,жалеза
213,Gold::N,złoto,золата
214,Silber::N,srebro,сребра
215,Kohle::N,węgiel,вугаль
216,Glas::N,szkło,шкло
217,Lehm::N,glina,гліна
218,Sand::N,piasek,пясок
219,Mensch::N,człowiek,чалавек
220,Mann::N,mężczyzna,мужчына
221,Frau::N,kobieta,жанчына
222,Kind::N,dziecko,дзіця
223,Junge::N,chłopak,хлопчык
224,Junge::N,chłopiec,хлопчык
225,Mädchen::N,dziewczynka,дзяўчынка
226,Familie::N,rodzina,сямʼя
227,Großvater::N,dziadek,дзядуля
228,Großmutter::N,babka,бабуля
229,Eltern::N,rodzice,бацькі
230,Vater::N,ojciec,бацька
231,Mutter::N,matka,маці
232,Sohn::N,syn,сын
233,Tochter::N,córka,дачка
234,Bruder::N,brat,брат
235,Schwester::N,siostra,сястра
236,Onkel::N,wuj,дзядзька
237,Onkel::N,stryj,дзядзька
238,Tante::N,ciotka,цётка
239,Ehemann::N,mąż,муж
240,Ehefrau::N,żona,жонка
241,Freude::N,radość,радасць
242,Gelächter::N,śmiech,смех
243,Glück::N,szczęście,шчасце
244,Kummer::N,zmartwienie,гора
245,Wunsch::N,życzenie,жаданне
246,Lust::N,chęć,цяга
247,Lust::N,ochota,цяга
248,Geist::N,duch,дух
249,Gedanke::N,myśl,думка
250,Gedächtnis::N,pamięć,памяць
251,Verstand::N,rozum,розум
252,Sinn::N,zmysł,сэнс
253,Grund::N,powód,зачэпка
254,Wahrheit::N,prawda,праўда
255,Gespräch::N,rozmowa,размова
256,Märchen::N,bajka,казка
257,Erzählung::N,opowiadanie,расказ
258,Erzählung::N,opowiadanie,апавяданне
259,Nachricht::N,wiadomość,вестка
260,Nachricht::N,wiadomość,паведамленне
261,Neuigkeit::N,nowina,навіна
262,Name::N,imię,імя
263,Rätsel::N,zagadka,загадка
264,Rede::N,mowa,прамова
265,Sprache::N,język,мова
266,Stimme::N,głos,голас
267,Wort::N,słowo,слова
268,Zeichen::N,znak,знак
269,Ruf::N,wołanie,кліч
270,Lärm::N,hałas,шум
271,Lärm::N,zgiełk,шум
272,Laut::N,dźwięk,гук
273,Ton::N,ton,гучанне
274,Ton::N,dźwięk,гучанне
275,Lied::N,pieśń,песня
276,Lied::N,piosenka,песня
277,Ruhe::N,spokój,спакой
278,Leute::N,ludzie,людзі
279,Volk::N,naród,народ
280,Arbeit::N,praca,праца
281,Arbeit::N,praca,работа
282,Arbeit::N,robota,праца
283,Arbeit::N,robota,работа
284,Gast::N,gość,госць
285,Geschenk::N,prezent,падарунак
286,Geschenk::N,podarunek,падарунак
287,Spiel::N,gra,гульня
288,Spiel::N,zabawa,гульня
289,Gesellschaft::N,towarzystwo,таварыства
290,Hilfe::N,pomoc,дапамога
291,Freund::N,przyjaciel,друг
292,Freund::N,przyjaciel,сябар
293,Kamerad::N,kolega,прыяцель
294,Angelegenheit::N,sprawa,справа
295,Anzahl::N,ilość,колькасць
296,Art::N,rodzaj,від
297,Stück::N,kawałek,кусок
298,Stück::N,kawałek,кавалак
299,Teil::N,część,частка
300,Hälfte::N,połowa,палова
301,Hälfte::N,połowa,палавіна
302,Kreis::N,krąg,круг
303,Kreuz::N,krzyż,крыж
304,Linie::N,linia,лінія
305,Strich::N,kreska,рыса
306,Abstand::N,odstęp,прамежак
307,Entfernung::N,odległość,адлегласць
308,Gegend::N,okolica,мясцовасць
309,Platz::N,miejsce,месца
310,Ort::N,miejsce,месца
311,Seite::N,bok,бок
312,Seite::N,strona,бок
313,Mitte::N,środek,сярэдзіна
314,Gegenstand::N,przedmiot,прадмет
315,Sache::N,rzecz,рэч
316,Rand::N,skraj,край
317,Rand::N,krawędź,край
318,Kante::N,kant,руб
319,Kante::N,kant,кант
320,Kante::N,krawędź,руб
321,Kante::N,krawędź,кант
322,Ecke::N,róg,вугал
323,Spitze::N,ostrze,кончык
324,Ende::N,koniec,канец
325,Loch::N,dziura,дзірка
326,Winkel::N,kąt,вугал
327,Winkel::N,kącik,вугал
328,Muster::N,wzór,узор
329,Größe::N,rozmiar,памер
330,Größe::N,wielkość,памер
331,Länge::N,długość,даўжыня
332,Höhe::N,wysokość,вышыня
333,Gewicht::N,ciężar,вага
334,Menge::N,ilość,колькасць
335,Haufen::N,kupa,куча
336,Reihe::N,rząd,рад
337,Reihe::N,szereg,рад
338,Boot::N,łódź,лодка
339,Boot::N,łódka,лодка
340,Ruder::N,wiosło,вясло
341,Schlitten::N,sanki,сані
342,Ski::N,narta,лыжа
343,Lagerfeuer::N,ognisko,вогнішча
344,Last::N,ciężar,цяжар
345,Last::N,brzemię,цяжар
346,Gang::N,chód,ход
347,Schritt::N,krok,шаг
348,Schritt::N,krok,крок
349,Norden::N,północ,поўнач
350,Süden::N,południe,поўдзень
351,Westen::N,zachód,захад
352,Osten::N,wschód,усход
353,Holz::N,drzewo,дрэва
354,Holz::N,drzewo,драўніна
355,Brett::N,deska,дошка
356,Platte::N,płyta,пліта
357,Stütze::N,podpora,падпорка
358,Stange::N,drąg,жэрдка
359,Stange::N,żerdź,жэрдка
360,Stock::N,kij,палка
361,Stock::N,laska,палка
362,Stab::N,pręt,шост
363,Rohr::N,rura,труба
364,Haus::N,dom,дом
365,Heim::N,dom,дом
366,Heim::N,dom,хата
367,Ofen::N,piec,печ
368,Fußboden::N,podłoga,падлога
369,Tisch::N,stół,стол
370,Stuhl::N,krzesło,стул
371,Stuhl::N,krzesło,крэсла
372,Wiege::N,kołyska,калыска
373,Bett::N,łóżko,ложак
374,Bett::N,łóżko,пасцель
375,Bett::N,pościel,ложак
376,Bett::N,pościel,пасцель
377,Regal::N,regał,паліца
378,Kiste::N,skrzynia,скрынка
379,Fenster::N,okno,акно
380,Tür::N,drzwi,дзверы
381,Tor::N,brama,вароты
382,Zaun::N,płot,агароджа
383,Zaun::N,parkan,агароджа
384,Dach::N,dach,дах
385,Leiter::N,drabina,лесвіца
386,Besen::N,miotła,мятла
387,Spaten::N,rydel,лапата
388,Spaten::N,rydel,жалязняк
389,Schaufel::N,łopata,шуфлік
390,Schaufel::N,łopata,лапатка
391,Gabel::N,widelec,відэлец
392,Löffel::N,łyżka,лыжка
393,Messer::N,nóż,нож
394,Nagel::N,gwóźdź,цвік
395,Netz::N,sieć,сетка
396,Haken::N,hak,крук
397,Griff::N,chwyt,ручка
398,Schloss::N,zamek,замок
399,Bild::N,obraz,карціна
400,Figur::N,figura,фігура
401,Puppe::N,lalka,лялька
402,Beutel::N,torba,мяшок
403,Bündel::N,wiązka,вязка
404,Tasche::N,torba,торба
405,Eimer::N,kubeł,вядро
406,Eimer::N,wiadro,вядро
407,Deckel::N,przykrywka,накрыўка
408,Geschirr::N,statki,пасуда
409,Geschirr::N,naczynia,пасуда
410,Sack::N,worek,мех
411,Tasse::N,filiżanka,кубак
412,Topf::N,garnek,каструля
413,Kessel::N,kocioł,кацёл
414,Essen::N,jedzenie,ежа
415,Nahrung::N,pokarm,харч
416,Nahrung::N,pożywienie,харч
417,Speise::N,potrawa,страва
418,Speise::N,jedzenie,страва
419,Fleisch::N,mięso,мяса
420,Getreide::N,zboże,збожжа
421,Brei::N,kasza,каша
422,Brot::N,chleb,хлеб
423,Scheibe::N,kromka,луста
424,Scheibe::N,kromka,скібка
425,Fett::N,tłuszcz,тлушч
426,Butter::N,masło,масла
427,Öl::N,olej,алей
428,Salz::N,sól,соль
429,Suppe::N,zupa,суп
430,Honig::N,miód,мёд
431,Milch::N,mleko,малако
432,Tee::N,herbata,чай
433,Tee::N,herbata,гарбата
434,Leder::N,skóra,скура
435,Wolle::N,wełna,воўна
436,Stoff::N,tkanina,тканіна
437,Stoff::N,materiał,тканіна
438,Nadel::N,igła,іголка
439,Faden::N,nić,нітка
440,Faden::N,nitka,нітка
441,Knopf::N,guzik,гузік
442,Knoten::N,węzeł,вузел
443,Farbe::N,farba,фарба
444,Kleidung::N,odzież,адзенне
445,Hemd::N,koszula,кашуля
446,Kragen::N,kołnierz,каўнер
447,Ärmel::N,rękaw,рукаў
448,Hose::N,spodnie,штаны
449,Gürtel::N,pasek,пояс
450,Mütze::N,czapka,шапка
451,Schuh::N,but,чаравік
452,Schuh::N,bucik,чаравік
453,Stiefel::N,but,бот
454,Stiefel::N,kozak,бот
455,Ring::N,pierścień,кольца
456,Band::N,wstęga,стужка
457,Kamm::N,grzebień,расчоска
458,Spiegel::N,lustro,люстра
459,Riemen::N,rzemień,рэмень
460,Schnur::N,sznur,вяроўка
461,Leine::N,smycz,павадок
462,Decke::N,kołdra,коўдра
463,Kissen::N,poduszka,падушка
464,Tuch::N,chustka,хустка
465,Handtuch::N,ręcznik,ручнік
466,Kraft::N,moc,сіла
467,Kraft::N,siła,сіла
468,Stärke::N,moc,моц
469,Stärke::N,siła,моц
470,Gesundheit::N,zdrowie,здароўе
471,Krankheit::N,choroba,хвароба
472,Schmerz::N,ból,боль
473,Wunde::N,rana,рана
474,Fieber::N,gorączka,гарачка
475,Fieber::N,gorączka,ліхаманка
476,Arznei::N,lekarstwo,лекі
477,Brücke::N,most,мост
478,Brunnen::N,studnia,калодзеж
479,Weide::N,pastwisko,паша
480,Pfad::N,ścieżka,сцежка
481,Weg::N,droga,шлях
482,Weg::N,droga,дарога
483,Straße::N,ulica,вуліца
484,Dorf::N,wieś,вёска
485,Stadt::N,miasto,горад
486,Brief::N,list,ліст
487,Brief::N,list,пісьмо
488,Buch::N,książka,кніга
489,Buchstabe::N,litera,літара
490,Zeitung::N,gazeta,газета
491,Zeitung::N,dziennik,газета
492,Leben::N,życie,жыццё
493,Tod::N,śmierć,смерць
494,Grab::N,grób,магіла
495,Kirche::N,kościół,касцёл
496,Kirche::N,kościół,царква
497,Sünde::N,grzech,грэх
498,Gott::N,bóg,бог
499,Arbeiter::N,robotnik,рабочы
500,Chef::N,szef,начальнік
501,Meister::N,mistrz,майстар
502,Meister::N,majster,майстар
503,Arzt::N,lekarz,урач
504,Lehrer::N,nauczyciel,настаўнік
505,Geld::N,pieniądze,грошы
506,Geschäft::N,sprawa,заняцце
507,Geschäft::N,interes,заняцце
508,Laden::N,sklep,крама
509,Laden::N,sklep,магазін
510,Preis::N,cena,цана
511,Ware::N,towar,тавар
512,Nutzen::N,pożytek,выгада
513,Reichtum::N,bogactwo,багацце
514,Welt::N,świat,свет
515,Land::N,kraj,краіна
516,Staat::N,państwo,дзяржава
517,König::N,król,кароль
518,Macht::N,władza,улада
519,Grenze::N,granica,граніца
520,Krieg::N,wojna,вайна
521,Feind::N,wróg,вораг
522,Gewalt::N,władza,насілле
523,Kampf::N,bój,барацьба
524,Kampf::N,walka,барацьба
525,Bogen[Waffe]::N,łuk,лук
526,Pfeil::N,strzała,страла
527,Gewehr::N,karabin,ружжо
528,Fehler::N,błąd,памылка
529,Lüge::N,kłamstwo,хлусня
530,Schaden::N,szkoda,шкода
531,Unglück::N,nieszczęście,ліха
532,Unglück::N,nieszczęście,бядота
533,Schuld::N,wina,віна
534,Alter::N,wiek,узрост
535,Schluss::N,koniec,канец
536,Schluss::N,zakończenie,канец
537,Zeit::N,czas,час
538,Tag::N,dzień,дзень
539,Morgen::N,ranek,ранак
540,Morgen::N,ranek,раніца
541,Morgen::N,poranek,ранак
542,Morgen::N,poranek,раніца
543,Mittag::N,południe,паўдня
544,Mittag::N,południe,поўдзень
545,Abend::N,wieczór,вечар
546,Nacht::N,noc,ноч
547,Woche::N,tydzień,тыдзень
548,Monat::N,miesiąc,месяц
549,Jahr::N,rok,год
550,Frühling::N,wiosna,вясна
551,Sommer::N,lato,лета
552,Herbst::N,jesień,восень
553,Winter::N,zima,зіма
554,Januar::N,styczeń,студзень
555,Februar::N,luty,люты
556,März::N,marzec,сакавік
557,April::N,kwiecień,красавік
558,Mai::N,maj,май
559,Mai::N,maj,травень
560,Juni::N,czerwiec,чэрвень
561,Juli::N,lipiec,ліпень
562,August::N,sierpień,жнівень
563,September::N,wrzesień,верасень
564,Oktober::N,październik,кастрычнік
565,November::N,listopad,лістапад
566,Dezember::N,grudzień,снежань
567,Montag::N,poniedziałek,панядзелак
568,Dienstag::N,wtorek,аўторак
569,Mittwoch::N,środa,серада
570,Donnerstag::N,czwartek,чацвер
571,Freitag::N,piątek,пятніца
572,Samstag::N,sobota,субота
573,Sonntag::N,niedziela,нядзеля
574,groß::A,duży,вялікі
575,groß::A,wielki,вялікі
576,klein::A,mały,маленькі
577,lang::A,długi,доўгі
578,kurz::A,krótki,кароткі
579,breit::A,szeroki,шырокі
580,schmal::A,wąski,вузкі
581,dicht::A,gęsty,густы
582,dick[Gegenstand]::A,gruby,тоўсты
583,dünn::A,cienki,тонкі
584,fein::A,drobny,тонкі
585,fest::A,mocny,моцны
586,fest::A,twardy,моцны
587,flach::A,płaski,плоскі
588,glatt::A,gładki,гладкі
589,hart::A,twardy,цвёрды
590,weich::A,miękki,мяккі
591,rund::A,okrągły,круглы
592,spitz::A,spiczasty,спічасты
593,spitz::A,spiczasty,востраканцовы
594,scharf::A,ostry,востры
595,stumpf::A,tępy,тупы
596,schwer::A,ciężki,цяжкі
597,schön::A,ładny,прыгожы
598,schön::A,piękny,прыгожы
599,heiß::A,gorący,гарачы
600,warm::A,ciepły,цёплы
601,kalt::A,zimny,холадны
602,kühl::A,chłodny,халаднаваты
603,frisch::A,świeży,свежы
604,feucht::A,wilgotny,вільготны
605,nass::A,mokry,мокры
606,trocken::A,suchy,сухі
607,voll::A,pełny,поўны
608,leer::A,pusty,пусты
609,leer::A,próżny,пусты
610,offen::A,otwarty,адкрыты
611,offen::A,otwarty,адчынены
612,geschlossen::A,zamknięty,закрыты
613,geschlossen::A,zamknięty,зачынены
614,sauber::A,czysty,чысты
615,schmutzig::A,brudny,брудны
616,roh::A,surowy,сыры
617,reif::A,dojrzały,спелы
618,lecker::A,smaczny,смачны
619,süß::A,słodki,салодкі
620,bitter::A,gorzki,горкі
621,sauer::A,kwaśny,кіслы
622,hell::A,jasny,светлы
623,dunkel::A,ciemny,цёмны
624,schwarz::A,czarny,чорны
625,weiß::A,biały,белы
626,rot::A,czerwony,чырвоны
627,gelb::A,żółty,жоўты
628,blau::A,błękitny,сіні
629,blau::A,niebieski,сіні
630,grün::A,zielony,зялёны
631,grau::A,szary,шэры
632,bunt::A,barwny,пяресты
633,billig::A,tani,танны
634,teuer::A,drogi,дарагі
635,wertvoll::A,cenny,цэнны
636,wertvoll::A,cenny,каштоўны
637,blind::A,ślepy,сляпы
638,taub::A,głuchy,глухі
639,kräftig::A,mocny,магутны
640,stark::A,silny,сільны
641,schwach::A,słaby,слабы
642,fett::A,tłusty,тлусты
643,schlank::A,smukły,стройны
644,hübsch::A,ładny,чароўны
645,böse::A,zły,злы
646,dumm::A,głupi,дурны
647,faul::A,leniwy,лянівы
648,fleißig::A,pilny,руплівы
649,geizig::A,skąpy,прагны
650,klug::A,mądry,разумны
651,geschickt::A,zręczny,умелы
652,lieb::A,miły,мілы
653,lustig::A,wesoły,вясёлы
654,sanft::A,łagodny,ласкавы
655,hungrig::A,głodny,галодны
656,krank::A,chory,хворы
657,nackt::A,nagi,голы
658,traurig::A,smutny,сумны
659,lebendig::A,żywy,жывы
660,gut::A,dobry,добры
661,schlecht::A,zły,кепскі
662,richtig::A,słuszny,правільны
663,richtig::A,właściwy,правільны
664,schlimm::A,zły,агідны
665,wahr::A,prawdziwy,сапраўдны
666,alt::A,stary,стары
667,neu::A,nowy,новы
668,ehemalig::A,były,былы
669,alt[Lebewesen]::A,stary,стары
670,jung::A,młody,малады
671,arm::A,ubogi,бедны
672,arm::A,biedny,бедны
673,reich::A,bogaty,багаты
674,bekannt::A,znany,знаёмы
675,berühmt::A,słynny,славуты
676,fremd::A,obcy,чужы
677,fremd::A,cudzy,чужы
678,verschieden::A,różny,розны
679,nah::A,bliski,блізкі
680,fern::A,daleki,далёкі
681,linker::A,lewy,левы
682,rechter::A,prawy,правы
683,anderer::A,inny,іншы
684,anderer::A,inny,другі
685,erster::A,pierwszy,першы
686,zweiter::A,drugi,другі
687,dritter::A,trzeci,трэці
688,letzter::A,ostatni,апошні
689,allein::ADV,sam,сам
690,allein::ADV,sam,адзін
691,auf einmal::ADV,naraz,адразу
692,zusammen::ADV,razem,разам
693,lange::ADV,długo,доўга
694,plötzlich::ADV,nagle,раптам
695,sofort::ADV,natychmiast,зараз
696,später::ADV,później,пазней
697,jetzt::ADV,teraz,цяпер
698,jetzt::ADV,obecnie,цяпер
699,heute::ADV,dziś,сёння
700,heute::ADV,dzisiaj,сёння
701,morgen::ADV,jutro,заўтра
702,bald::ADV,wkrótce,хутка
703,bald::ADV,wkrótce,неўзабаве
704,dann::ADV,potem,потым
705,gestern::ADV,wczoraj,учора
706,einst::ADV,kiedyś,аднойчы
707,einst::ADV,niegdyś,аднойчы
708,damals::ADV,wtedy,тады
709,damals::ADV,wówczas,тады
710,danach::ADV,następnie,затым
711,vorher::ADV,przedtem,раней
712,zuerst::ADV,naprzód,спярша
713,zuerst::ADV,naprzód,спачатку
714,zuerst::ADV,najpierw,спярша
715,zuerst::ADV,najpierw,спачатку
716,einmal::ADV,raz,адзін раз
717,manchmal::ADV,czasem,часам
718,oft::ADV,często,часта
719,immer::ADV,zawsze,заўсёды
720,niemals::ADV,nigdy,ніколі
721,hier::ADV,tu,тут
722,hier::ADV,tutaj,тут
723,hierhin::ADV,tu,сюды
724,von hier::ADV,stąd,адсюль
725,von hier::ADV,stąd,адгэтуль
726,dort::ADV,tam,там
727,dorthin::ADV,tam,туды
728,geradeaus::ADV,prosto,прама
729,vorwärts::ADV,naprzód,наперад
730,rückwärts::ADV,wstecz,назад
731,zurück::ADV,z powrotem,назад
732,unten::ADV,u dołu,унізе
733,unten::ADV,na dole,унізе
734,hinab::ADV,na_dół,уніз
735,hinab::ADV,w_dół,уніз
736,oben::ADV,w górze,угары
737,oben::ADV,w górze,наверсе
738,oben::ADV,na górze,угары
739,oben::ADV,na górze,наверсе
740,hinauf::ADV,w górę,угару
741,hinauf::ADV,na górę,угару
742,überall::ADV,wszędzie,усюды
743,nicht::ADV,nie,не
744,ein wenig::ADV,trochę,трошкі
745,kaum::ADV,ledwie,ледзьве
746,kaum::ADV,prawie nie,ледзьве
747,sehr::ADV,bardzo,вельмі
748,so::ADV,tak,так
749,noch::ADV,jeszcze,яшчэ
750,nur::ADV,tylko,толькі
751,schon::ADV,już,ужо
752,wieder::ADV,znów,зноў
753,wieder::ADV,znowu,зноў
754,vergebens::ADV,na próżno,дарма
755,vergebens::ADV,na próżno,дарэмна
756,vor::PRP,przed,перад
757,hinter::PRP,za,за
758,hinter::PRP,za,ззаду
759,unter::PRP,pod,пад
760,durch::PRP,przez,праз
761,neben::PRP,obok,каля
762,zwischen::PRP,między,між
763,zwischen::PRP,między,паміж
764,wegen::PRP,z powodu,з-за
765,dies::PRN,to,гэта
766,das::PRN,to,тое
767,alles::PRN,wszystko,усё
768,ich::PRN,ja,я
769,du::PRN,ty,ты
770,er::PRN,on,ён
771,wir::PRN,my,мы
772,ihr::PRN,wy,вы
773,sie::PRN,oni,яны
774,was::FPRN,co,што
775,wer::FPRN,kto,хто
776,wo::FADV,gdzie,дзе
777,wohin::FADV,dokąd,куды
778,wie::FADV,jak,як
779,warum::FADV,dlaczego,чаму
780,wieviel::FNUM,ile,колькі
781,eins::NUM,jeden,адзін
782,zwei::NUM,dwa,два
783,drei::NUM,trzy,тры
784,vier::NUM,cztery,чатыры
785,fünf::NUM,pięć,пяць
786,sechs::NUM,sześć,шесць
787,sieben::NUM,siedem,сем
788,acht::NUM,osiem,восем
789,neun::NUM,dziewięć,дзевяць
790,zehn::NUM,dziesięć,дзесяць
791,elf::NUM,jedenaście,адзінаццаць
792,zwölf::NUM,dwanaście,дванаццаць
793,zwanzig::NUM,dwadzieścia,дваццаць
794,dreißig::NUM,trzydzieści,трыццаць
795,vierzig::NUM,czterdzieści,сорак
796,fünfzig::NUM,pięćdziesiąt,пядзесят
797,sechzig::NUM,sześćdziesiąt,шесдзесят
798,siebzig::NUM,siedemdziesiąt,семдзесят
799,achtzig::NUM,osiemdziesiąt,восемдзесят
800,neunzig::NUM,dziewięćdziesiąt,дзевяноста
801,hundert::NUM,sto,сто
802,tausend::NUM,tysiąc,тысяча
803,und::CNJ,i,і
804,und::CNJ,i,ды
805,oder::CNJ,lub,або
806,oder::CNJ,albo,або
807,stehen::V,stać,стаяць
808,sitzen::V,siedzieć,сядзець
809,liegen::V,leżeć,ляжаць
810,hängen::V,wisieć,вісець
811,werden::V,zostać,стаць
812,werden::V,zostać,зрабіцца
813,werden::V,stać się,стаць
