,Concept_ID,eu,ga
269,Schlinge::N,xedera,sealán
270,Spur::N,lorratz,rian
271,Asche::N,errauts,luaith
272,Dreck::N,satsukeria,salachar
273,Eisen::N,burdina,iarann
274,Gold::N,urre,ór
275,Gold::N,urregorri,ór
276,Silber::N,zilar,airgead
277,Silber::N,urrezuri,airgead
278,Kohle::N,ikatz,gual
279,Glas::N,beira,gloine
280,Lehm::N,buztin,cré
281,Sand::N,harea,gaineamh
282,Sand::N,hondar,gaineamh
283,Mensch::N,gizaki,duine
284,Mann::N,gizon,fear
285,Frau::N,andere,bean
286,Frau::N,emakume,bean
287,Kind::N,haur,gasúr
288,Kind::N,haur,páiste
289,Junge::N,mutil,buachaill
290,Mädchen::N,neska,cailín
291,Familie::N,sendi,teaghlach
292,Familie::N,sendi,comhluadar
293,Familie::N,familia,teaghlach
294,Familie::N,familia,comhluadar
295,Großvater::N,aitona,seanathair
296,Großvater::N,aitatxi,seanathair
297,Großmutter::N,amona,seanmháthair
298,Großmutter::N,amatxi,seanmháthair
299,Eltern::N,gurasoak,tuismitheoirí
300,Vater::N,aita,athair
301,Mutter::N,ama,máthair
302,Sohn::N,seme,mac
303,Tochter::N,alaba,iníon
304,Bruder::N,neba,deartháir
305,Bruder::N,anaia,deartháir
306,Schwester::N,ahizpa,deirfiúr
307,Onkel::N,osaba,uncail
308,Tante::N,izeba,aintín
309,Ehemann::N,senar,fear céile
310,Ehefrau::N,emazte,bean chéile
311,Freude::N,poz,áthas
312,Freude::N,pozkari,áthas
313,Gelächter::N,barre,gáire
314,Gelächter::N,karkara,gáire
315,Glück::N,zori,séan
316,Glück::N,zori,sonas
317,Kummer::N,xangrin,brón
318,Kummer::N,xangrin,buairt
319,Kummer::N,atsekabe,brón
320,Kummer::N,atsekabe,buairt
321,Wunsch::N,nahi,guí
322,Wunsch::N,nahi,achainí
323,Wunsch::N,nahikunde,guí
324,Wunsch::N,nahikunde,achainí
325,Lust::N,gogo,fonn
326,Geist::N,gogo,meon
327,Geist::N,gogo,spiorad
328,Gedanke::N,gogoeta,smaoineamh
329,Gedächtnis::N,oroimen,cuimhne
330,Gedächtnis::N,gogoramen,cuimhne
331,Verstand::N,adimen,ciall
332,Verstand::N,adimen,intinn
333,Verstand::N,ulermen,ciall
334,Verstand::N,ulermen,intinn
335,Sinn::N,zentzu,brí
336,Sinn::N,zentzu,ciall
337,Grund::N,zergati,fáth
338,Wahrheit::N,egia,fírinne
339,Gespräch::N,hizketa,comhrá
340,Gespräch::N,elkarrizketa,comhrá
341,Märchen::N,ipuin,scéal
342,Erzählung::N,edesti,scéal
343,Erzählung::N,kontakizun,scéal
344,Nachricht::N,albiste,teachtaireacht
345,Neuigkeit::N,berri,scéala
346,Name::N,izen,ainm
347,Rätsel::N,asmakizun,tomhas
348,Rede::N,hitzaldi,óráid
349,Rede::N,hitzaldi,aitheasc
350,Rede::N,mintzaldi,óráid
351,Rede::N,mintzaldi,aitheasc
352,Sprache::N,hizkuntza,teanga
353,Stimme::N,ahots,guth
354,Wort::N,hitz,focal
355,Zeichen::N,agerbide,comhartha
356,Zeichen::N,agergarri,comhartha
357,Ruf::N,dei,glaoch
358,Lärm::N,zarata,torann
359,Lärm::N,harrabots,torann
360,Laut::N,hots,fuaim
361,Ton::N,tonu,ton
362,Ton::N,soinu,ton
363,Lied::N,abesti,amhrán
364,Ruhe::N,nasaitasun,suaimhneas
365,Leute::N,jende,muintir
366,Volk::N,herri,pobal
367,Volk::N,populu,pobal
368,Arbeit::N,lan,obair
369,Gast::N,arrotz,aoi
370,Gast::N,apopilo,aoi
371,Geschenk::N,opari,féirín
372,Geschenk::N,opari,bronntanas
373,Spiel::N,jolas,cluiche
374,Gesellschaft::N,gizarte,comhluadar
375,Hilfe::N,helpide,cúnamh
376,Hilfe::N,helpide,cabhair
377,Hilfe::N,laguntza,cúnamh
378,Hilfe::N,laguntza,cabhair
379,Freund::N,lagun,cara
380,Kamerad::N,adiskide,comrádaí
381,Kamerad::N,lagunkide,comrádaí
382,Angelegenheit::N,afera,ábhar
383,Anzahl::N,kopuru,líon
384,Art::N,mota,sórt
385,Art::N,mota,saghas
386,Stück::N,puska,píosa
387,Teil::N,atal,cuid
388,Teil::N,atal,páirt
389,Hälfte::N,erdi,leath
390,Kreis::N,biribilki,ciorcal
391,Kreuz::N,gurutze,cros
392,Linie::N,linea,líne
393,Strich::N,marra,stríoc
394,Abstand::N,tarte,achar
395,Entfernung::N,urrunera,fad
396,Gegend::N,alderdi,ceantar
397,Gegend::N,eskualde,ceantar
398,Platz::N,leku,áit
399,Platz::N,leku,spás
400,Ort::N,toki,áit
401,Seite::N,albo,taobh
402,Mitte::N,erdi,lár
403,Gegenstand::N,gauzaki,ball
404,Gegenstand::N,gauzaki,ábhar
405,Sache::N,gauza,ní
406,Sache::N,gauza,rud
407,Rand::N,ertz,imeall
408,Rand::N,ertz,ciumhais
409,Kante::N,ertz,corr
410,Kante::N,ertz,colbha
411,Ecke::N,kantoi,coirnéal
412,Spitze::N,punta,gob
413,Spitze::N,punta,barr
414,Ende::N,buru,ceann
415,Ende::N,buru,foirceann
416,Ende::N,mutur,ceann
417,Ende::N,mutur,foirceann
418,Loch::N,zulo,poll
419,Winkel::N,zoko,cúinne
420,Winkel::N,zoko,uillinn
421,Winkel::N,bazter,cúinne
422,Winkel::N,bazter,uillinn
423,Muster::N,eredu,patrún
424,Muster::N,marrazki,patrún
425,Größe::N,kaizu,méid
426,Größe::N,kaizu,toise
427,Größe::N,tamaina,méid
428,Größe::N,tamaina,toise
429,Länge::N,luzera,fad
430,Höhe::N,goiera,airde
431,Höhe::N,garaiera,airde
432,Gewicht::N,hazta,meáchan
433,Menge::N,kopuru,méid
434,Haufen::N,pila,cnap
435,Haufen::N,mendoi,cnap
436,Reihe::N,ilara,líne
437,Reihe::N,ilara,sraith
438,Reihe::N,errenkada,líne
439,Reihe::N,errenkada,sraith
440,Boot::N,potin,bád
441,Boot::N,txalupa,bád
442,Ruder::N,arraun,rámh
443,Ruder::N,arraun,maide rámha
444,Schlitten::N,lera,carr sleamhnáin
445,Schlitten::N,narra,carr sleamhnáin
446,Ski::N,eski,scí
447,Lagerfeuer::N,su,tine champa
448,Last::N,zama,ualach
449,Last::N,karga,ualach
450,Gang::N,ibilera,siúlóid
451,Schritt::N,pauso,céim
452,Schritt::N,pauso,coiscéim
453,Schritt::N,urrats,céim
454,Schritt::N,urrats,coiscéim
455,Norden::N,ipar,tuaisceart
456,Norden::N,iparralde,tuaisceart
457,Süden::N,hego,deisceart
458,Süden::N,hegoalde,deisceart
459,Westen::N,sartalde,iarthar
460,Westen::N,mendebalde,iarthar
461,Osten::N,ekialde,oirthear
462,Osten::N,sortalde,oirthear
463,Holz::N,zur,adhmad
464,Brett::N,ohol,clár
465,Platte::N,lauza,leac
466,Stütze::N,irozgarri,taca
467,Stütze::N,bermagailu,taca
468,Stange::N,haga,polla
469,Stange::N,haga,cuaille
470,Stock::N,makila,bata
471,Stock::N,makila,maide
472,Stab::N,makila,maide
473,Stab::N,makila,bachall
474,Rohr::N,hodi,píopa
475,Haus::N,etxe,teach
476,Heim::N,etxe,baile
477,Heim::N,etxaleku,baile
478,Ofen::N,berogailu,sornóg
479,Fußboden::N,zoru,urlár
480,Tisch::N,mahai,bord
481,Tisch::N,mahai,tábla
482,Stuhl::N,aulki,cathaoir
483,Wiege::N,kuma,cliabhán
484,Wiege::N,sehaska,cliabhán
485,Bett::N,ohe,leaba
486,Bett::N,ohatze,leaba
487,Regal::N,apalategi,seilf
488,Kiste::N,kutxa,bosca
489,Fenster::N,leiho,fuinneoig
490,Tür::N,ate,doras
491,Tor::N,atari,geata
492,Zaun::N,hesi,fál
493,Zaun::N,hesi,claí
494,Dach::N,teilatu,díon
495,Leiter::N,zurubi,dréimire
496,Besen::N,erratz,scuab
497,Spaten::N,burdinpala,spád
498,Spaten::N,burdinpala,rámhainn
499,Schaufel::N,pala,sluasaid
500,Gabel::N,sardexka,forc
501,Gabel::N,sardexka,gabhlóg
502,Löffel::N,koilara,spúnóg
503,Messer::N,aizto,scian
504,Nagel::N,iltze,tairne
505,Netz::N,sare,líon
506,Netz::N,sare,eangach
507,Haken::N,mako,croch
508,Griff::N,eskutoki,cos
509,Griff::N,eskutoki,hanla
510,Schloss::N,sarraila,glas
511,Bild::N,irudi,pictiúr
512,Figur::N,figura,fíor
513,Puppe::N,panpina,bábóg
514,Puppe::N,andrakila,bábóg
515,Beutel::N,zorro,mála
516,Beutel::N,zorro,mealbhóg
517,Bündel::N,azao,beart
518,Bündel::N,espal,beart
519,Tasche::N,poltsa,mála
520,Eimer::N,treska,buicéad
521,Deckel::N,tapa,clár
522,Deckel::N,tapa,claibín
523,Deckel::N,estalki,clár
524,Deckel::N,estalki,claibín
525,Geschirr::N,baxera,soithí
526,Geschirr::N,baxera,gréithe
527,Geschirr::N,ontziteria,soithí
528,Geschirr::N,ontziteria,gréithe
529,Sack::N,zaku,sac
530,Sack::N,zaku,mála
531,Tasse::N,kikara,cupán
532,Topf::N,ontzi,pota
533,Topf::N,lapiko,pota
534,Kessel::N,pazia,citeal
535,Essen::N,janaldi,béile
536,Nahrung::N,jan,bia
537,Speise::N,jaki,mias
538,Fleisch::N,okela,feoil
539,Fleisch::N,haragi,feoil
540,Getreide::N,labore,grán
541,Getreide::N,labore,arbhar
542,Brei::N,ahi,brúitín
543,Brei::N,pure,brúitín
544,Brot::N,ogi,arán
545,Scheibe::N,xerra,píosa
546,Scheibe::N,xerra,slisne
547,Scheibe::N,pirripita,píosa
548,Scheibe::N,pirripita,slisne
549,Fett::N,urin,saill
550,Fett::N,urin,méathras
551,Fett::N,koipe,saill
552,Fett::N,koipe,méathras
553,Butter::N,gurin,im
554,Öl::N,olio,ola
555,Salz::N,gatz,salann
556,Suppe::N,zopa,sú
557,Suppe::N,zopa,anraith
558,Suppe::N,salda,sú
559,Suppe::N,salda,anraith
560,Honig::N,ezti,mil
561,Milch::N,esne,bainne
562,Tee::N,te,tae
563,Leder::N,larru,leathar
564,Wolle::N,artile,olann
565,Stoff::N,ehun,éadach
566,Nadel::N,orratz,snáthaid
567,Nadel::N,jostorratz,snáthaid
568,Faden::N,hari,snáth
569,Knopf::N,botoi,cnaipe
570,Knoten::N,korapilo,snaidhm
571,Farbe::N,pintura,péint
572,Kleidung::N,arropa,éadaí
573,Kleidung::N,jantziak,éadaí
574,Hemd::N,atorra,léine
575,Hemd::N,alkandora,léine
576,Kragen::N,idun,bóna
577,Ärmel::N,mahuka,muinchille
578,Hose::N,prakak,bríste
579,Hose::N,prakak,treabhsar
580,Hose::N,galtzak,bríste
581,Hose::N,galtzak,treabhsar
582,Gürtel::N,gerriko,crios
583,Mütze::N,txano,caipín
584,Mütze::N,txapel,caipín
585,Schuh::N,oski,bróg
586,Schuh::N,oinetako,bróg
587,Stiefel::N,bota,buatais
588,Ring::N,uztai,fáinne
589,Band::N,zinta,ribín
590,Band::N,xingola,ribín
591,Kamm::N,orrazi,cíor
592,Spiegel::N,mirail,scáthán
593,Riemen::N,uhal,iall
594,Riemen::N,uhal,strapa
595,Schnur::N,lokailu,téad
596,Schnur::N,lokailu,sreangán
597,Leine::N,lotura,iall
598,Decke::N,burusi,pluid
599,Decke::N,burusi,blaincéad
600,Kissen::N,kuxin,piliúr
601,Kissen::N,kuxin,adhartán
602,Tuch::N,zapi,scaif
603,Tuch::N,oihal,scaif
604,Handtuch::N,eskuzapi,tuáille
605,Handtuch::N,eskuoihal,tuáille
606,Kraft::N,indar,fórsa
607,Stärke::N,indar,neart
608,Gesundheit::N,osasun,sláinte
609,Krankheit::N,eritasun,tinneas
610,Krankheit::N,eritasun,breoiteacht
611,Krankheit::N,gaixotasun,tinneas
612,Krankheit::N,gaixotasun,breoiteacht
613,Schmerz::N,min,pian
614,Wunde::N,zauri,goin
615,Fieber::N,sukar,fiabhras
616,Arznei::N,osagai,cógas
617,Arznei::N,sendagai,cógas
618,Brücke::N,zubi,droichead
619,Brunnen::N,putzu,tobar
620,Weide::N,alha,féarach
621,Weide::N,bazkaleku,féarach
622,Pfad::N,zidor,cosán
623,Pfad::N,zidor,conair
624,Pfad::N,bidexka,cosán
625,Pfad::N,bidexka,conair
626,Weg::N,bide,slí
627,Weg::N,bide,bealach
628,Straße::N,errepide,bóthar
629,Dorf::N,herri,sráidbhaile
630,Stadt::N,hiri,baile
631,Stadt::N,hiri,cathair
632,Brief::N,gutun,litir
633,Brief::N,eskutitz,litir
634,Buch::N,liburu,cín
635,Buch::N,liburu,leabhar
636,Buchstabe::N,hizki,litir
637,Zeitung::N,egunkari,nuachtán
638,Leben::N,bizi,saol
639,Leben::N,bizi,beatha
640,Leben::N,bizitza,saol
641,Leben::N,bizitza,beatha
642,Tod::N,herio,bás
643,Tod::N,heriotza,bás
644,Grab::N,hobi,uaigh
645,Grab::N,hilobi,uaigh
646,Kirche::N,eliza,eaglais
647,Sünde::N,hoben,peaca
648,Sünde::N,bekatu,peaca
649,Gott::N,jainko,dia
650,Arbeiter::N,langile,oibrí
651,Arbeiter::N,behargin,oibrí
652,Chef::N,nagusi,saoiste
653,Chef::N,nagusi,ceannasaí
654,Meister::N,maisu,máistir
655,Arzt::N,osagile,lia
656,Arzt::N,osagile,dochtúir
657,Arzt::N,sendagile,lia
658,Arzt::N,sendagile,dochtúir
659,Lehrer::N,irakasle,oide
660,Lehrer::N,irakasle,múinteoir
661,Geld::N,diru,airgead
662,Geschäft::N,negozio,gnó
663,Laden::N,denda,siopa
664,Laden::N,saltegi,siopa
665,Preis::N,prezio,praghas
666,Preis::N,salneurri,praghas
667,Ware::N,salgai,earra
668,Nutzen::N,onura,tairbhe
669,Nutzen::N,probetxu,tairbhe
670,Reichtum::N,aberastasun,rachmas
671,Reichtum::N,aberastasun,saibhreas
672,Welt::N,ludi,domhan
673,Welt::N,mundu,domhan
674,Land::N,herrialde,tír
675,Staat::N,estatu,stát
676,König::N,errege,rí
677,Macht::N,botere,cumhacht
678,Grenze::N,muga,críoch
679,Grenze::N,muga,teorainn
680,Krieg::N,guda,cogadh
681,Feind::N,etsai,namhaid
682,Feind::N,arerio,namhaid
683,Gewalt::N,bortxa,foréigean
684,Gewalt::N,bortizkeria,foréigean
685,Kampf::N,gudu,troid
686,Kampf::N,auska,troid
687,Bogen[Waffe]::N,arku,bogha
688,Pfeil::N,gezi,saighead
689,Gewehr::N,fusil,gunna
690,Fehler::N,huts,botún
691,Fehler::N,huts,meancóg
692,Fehler::N,hutsegin,botún
693,Fehler::N,hutsegin,meancóg
694,Lüge::N,gezur,bréag
695,Lüge::N,gezur,éitheach
696,Schaden::N,kalte,dochar
697,Schaden::N,kalte,damáiste
698,Unglück::N,zoritxar,drochrath
699,Unglück::N,zorigaitz,drochrath
700,Schuld::N,erru,locht
701,Schuld::N,erru,milleán
702,Alter::N,adin,aois
703,Schluss::N,bukaera,deireadh
704,Zeit::N,aldi,am
705,Zeit::N,aldi,aimsir
706,Zeit::N,denbora,am
707,Zeit::N,denbora,aimsir
708,Tag::N,egun,lá
709,Morgen::N,goiz,maidin
710,Mittag::N,eguerdi,nóin
711,Abend::N,arrats,tráthnóna
712,Nacht::N,gau,oíche
713,Woche::N,aste,seachtain
714,Monat::N,hil,mí
715,Jahr::N,urte,bliain
716,Frühling::N,udalehen,earrach
717,Sommer::N,uda,samhradh
718,Herbst::N,udazken,fómhar
719,Herbst::N,neguantz,fómhar
720,Winter::N,negu,geimhreadh
721,Januar::N,urtarril,Eanáir
722,Februar::N,otsail,Feabhra
723,März::N,martxo,Márta
724,April::N,apiril,Aibreán
725,Mai::N,maiatz,Bealtaine
726,Juni::N,ekain,Meitheamh
727,Juli::N,uztail,Iúil
728,August::N,abuztu,Lúnasa
729,September::N,irail,Meán Fómhair
730,Oktober::N,urri,Deireadh Fómhair
731,November::N,azaro,Samhain
732,November::N,azaro,Mí na Samhna
733,Dezember::N,abendu,Mí na Nollag
734,Montag::N,astelehen,Luan
735,Montag::N,astelehen,Dé Luain
736,Dienstag::N,astearte,Máirt
737,Dienstag::N,astearte,Dé Máirt
738,Mittwoch::N,asteazken,Céadaoin
739,Mittwoch::N,asteazken,Dé Céadaoin
740,Donnerstag::N,ostegun,Déardaoin
741,Freitag::N,ostiral,Aoine
742,Freitag::N,ostiral,Dé hAoine
743,Samstag::N,larunbat,Satharn
744,Samstag::N,larunbat,Dé Sathairn
745,Sonntag::N,igande,Domhnach
746,Sonntag::N,igande,Dé Domhnaigh
747,groß::A,handi,mór
748,klein::A,txiki,beag
749,lang::A,luze,fada
750,kurz::A,labur,gearr
751,kurz::A,labur,gairid
752,breit::A,zabal,leathan
753,breit::A,zabal,fairsing
754,schmal::A,mehar,cúng
755,dicht::A,sarri,dlúth
756,dicht::A,trinko,dlúth
757,dick[Gegenstand]::A,lodi,tiubh
758,dünn::A,mehe,caol
759,dünn::A,mehe,tanaí
760,fein::A,fin,scáinte
761,fein::A,fin,fíneálta
762,fest::A,tinko,daingean
763,flach::A,lau,cothrom
764,flach::A,ordoki,cothrom
765,glatt::A,leun,mín
766,glatt::A,leun,sleamhain
767,hart::A,gogor,crua
768,weich::A,bigun,bog
769,weich::A,beratz,bog
770,rund::A,biribil,cruinn
771,spitz::A,puntadun,gobach
772,spitz::A,puntadun,biorach
773,scharf::A,zorrotz,géar
774,scharf::A,zorrotz,faobhrach
775,stumpf::A,kamuts,maol
776,schwer::A,astun,trom
777,schwer::A,pisutsu,trom
778,schön::A,eder,álainn
779,heiß::A,bero,te
780,heiß::A,oso bero,te
781,warm::A,bero,te
782,kalt::A,hotz,fuar
783,kühl::A,hotzil,fionnuar
784,frisch::A,fresko,úr
785,frisch::A,fresko,friseáilte
786,frisch::A,hozkirri,úr
787,frisch::A,hozkirri,friseáilte
788,feucht::A,heze,tais
789,nass::A,busti,fliuch
790,trocken::A,siku,tirim
791,trocken::A,lehor,tirim
792,voll::A,bete,lán
793,leer::A,huts,folamh
794,offen::A,ireki,oscailte
795,geschlossen::A,itxita,dúnta
796,geschlossen::A,itxita,druidte
797,sauber::A,xahu,glan
798,sauber::A,garbi,glan
799,schmutzig::A,lohi,salach
800,schmutzig::A,zikin,salach
801,roh::A,gordin,amh
802,reif::A,umo,aibí
803,reif::A,heldu,aibí
804,lecker::A,goxo,blasta
805,süß::A,goxo,milis
806,bitter::A,karmin,searbh
807,bitter::A,garratz,searbh
808,sauer::A,mingots,géar
809,sauer::A,mingots,searbh
810,hell::A,argi,geal
811,hell::A,argi,soilseach
812,dunkel::A,ilun,dorcha
813,schwarz::A,beltz,dubh
