,Concept_ID,sv,cy
150,Birke::N,björk,bedwen
151,Kiefer[Baum]::N,tall,pinwydden
152,Weide[Baum]::N,pil,helygen
153,Weide[Baum]::N,vide,helygen
154,Tanne::N,gran,ffynidwydden
155,Horn::N,horn,corn
156,Feder::N,fjäder,plufyn
157,Fell::N,fäll,ffwr
158,Fell::N,skinn,ffwr
159,Flügel::N,vinge,adain
160,Klaue::N,klöv,crafanc
161,Kralle::N,klo,ewin
162,Schwanz::N,svans,cwt
163,Schwanz::N,svans,cynffon
164,Schwanz::N,stjärt,cwt
165,Schwanz::N,stjärt,cynffon
166,Ei::N,ägg,wy
167,Nest::N,rede,nyth
168,Nest::N,näste,nyth
169,Bau::N,bo,ffau
170,Tier::N,djur,anifail
171,Herde::N,flock,praidd
172,Herde::N,flock,diadell
173,Kuh::N,ko,buwch
174,Bulle::N,tjur,tarw
175,Pferd::N,häst,ceffyl
176,Schaf::N,får,dafad
177,Schwein::N,svin,mochyn
178,Hund::N,hund,ci
179,Katze::N,katt,cath
180,Bär::N,björn,arth
181,Eichhörnchen::N,ekorre,gwiwer
182,Elch::N,älg,elc
183,Fuchs::N,räv,cadno
184,Hase::N,hare,ysgyfarnog
185,Maus::N,mus,llygoden
186,Wolf::N,varg,blaidd
187,Vogel::N,fågel,aderyn
188,Schwarm::N,svärm,haid
189,Huhn::N,höns,cyw
190,Hahn::N,tupp,ceiliog
191,Gans::N,gås,gŵydd
192,Adler::N,örn,eryr
193,Ente::N,anka,hwyad
194,Eule::N,uggla,tylluan
195,Kranich::N,trana,garan
196,Kranich::N,trana,crychydd
197,Krähe::N,kråka,brân
198,Kuckuck::N,gök,cog
199,Kuckuck::N,gök,cwcw
200,Schwan::N,svan,alarch
201,Fisch::N,fisk,pysgod
202,Barsch::N,abborre,draenog
203,Hecht::N,gädda,penhwyad
204,Schlange[Tier]::N,orm,neidr
205,Wurm::N,mask,abwydyn
206,Wurm::N,mask,pryf genwair
207,Spinne::N,spindel,cor
208,Spinne::N,spindel,pryf copyn
209,Ameise::N,myra,morgrugyn
210,Laus::N,lus,lleuen
211,Mücke::N,mygga,gwybedyn
212,Fliege::N,fluga,cleren
213,Schmetterling::N,fjäril,glöyn byw
214,Schmetterling::N,fjäril,iâr fach yr haf
215,Beere::N,bär,aeronen
216,Apfel::N,äpple,afal
217,Pilz::N,svamp,madarch
218,Zwiebel::N,lök,nionyn
219,Zwiebel::N,lök,winwnsyn
220,Saat::N,sådd,had
221,Korn::N,korn,grawn
222,Heu::N,hö,gwair
223,Schale::N,skal,croen
224,Schale::N,skal,plisgyn
225,Grube::N,grop,pwll
226,Grube::N,grop,pydew
227,Falle::N,fälla,magl
228,Schlinge::N,snara,cwlwm rhedeg
229,Spur::N,spår,ôl
230,Asche::N,aska,lludw
231,Dreck::N,lort,baw
232,Dreck::N,lort,budreddi
233,Eisen::N,järn,haearn
234,Gold::N,guld,aur
235,Silber::N,silver,arian
236,Kohle::N,kol,glo
237,Glas::N,glas,gwydr
238,Lehm::N,lera,clai
239,Sand::N,sand,tywod
240,Mensch::N,människa,dyn
241,Mann::N,man,dyn
242,Frau::N,kvinna,merch
243,Frau::N,kvinna,gwraig
244,Kind::N,barn,plentyn
245,Junge::N,pojke,hogyn
246,Junge::N,pojke,bachgen
247,Mädchen::N,flicka,merch
248,Mädchen::N,flicka,geneth
249,Familie::N,familj,teulu
250,Familie::N,familj,tylwyth
251,Großvater::N,morfar,taid
252,Großvater::N,morfar,tad-cu
253,Großmutter::N,farmor,nain
254,Großmutter::N,farmor,mam-gu
255,Eltern::N,föräldrar,rhieni
256,Vater::N,far,tad
257,Mutter::N,mor,mam
258,Sohn::N,son,mab
259,Tochter::N,dotter,merch
260,Bruder::N,bror,brawd
261,Schwester::N,syster,chwaer
262,Onkel::N,morbror,ewythr
263,Tante::N,tant,modryb
264,Ehemann::N,äkta man,gŵr
265,Ehefrau::N,hustru,gwraig
266,Freude::N,fröjd,gorfoledd
267,Freude::N,glädje,gorfoledd
268,Gelächter::N,åtlöje,chwerthin
269,Glück::N,lycka,hapusrwydd
270,Kummer::N,sorg,galar
271,Wunsch::N,önskan,dymuniad
272,Lust::N,lust,chwant
273,Geist::N,ande,ysbryd
274,Gedanke::N,tanke,meddwl
275,Gedächtnis::N,minne,cof
276,Verstand::N,förstånd,meddwl
277,Sinn::N,mening,ystyr
278,Sinn::N,betydelse,ystyr
279,Grund::N,skäl,achos
280,Grund::N,skäl,rheswm
281,Grund::N,grund,achos
282,Grund::N,grund,rheswm
283,Wahrheit::N,sanning,gwir
284,Wahrheit::N,sanning,gwirionedd
285,Gespräch::N,samtal,sgwrs
286,Märchen::N,saga,chwedl werin
287,Erzählung::N,berättelse,stori
288,Nachricht::N,meddelande,neges
289,Neuigkeit::N,nyhet,newydd
290,Name::N,namn,enw
291,Rätsel::N,gåta,pos
292,Rede::N,tal,araith
293,Sprache::N,språk,iaith
294,Stimme::N,stämma,llais
295,Wort::N,ord,gair
296,Zeichen::N,tecken,arwydd
297,Ruf::N,rop,galwad
298,Lärm::N,bråk,trwst
299,Lärm::N,oväsen,trwst
300,Laut::N,ljud,sain
301,Ton::N,ton,tôn
302,Lied::N,sång,cân
303,Ruhe::N,ro,tawelwch
304,Ruhe::N,lugn,tawelwch
305,Leute::N,folk,pobl
306,Volk::N,folk,pobl
307,Arbeit::N,arbete,gwaith
308,Gast::N,gäst,gwestai
309,Geschenk::N,gåva,rhodd
310,Geschenk::N,gåva,anrheg
311,Geschenk::N,present,rhodd
312,Geschenk::N,present,anrheg
313,Spiel::N,lek,chwarae
314,Spiel::N,spel,chwarae
315,Gesellschaft::N,sällskap,cwmni
316,Hilfe::N,hjälp,cymorth
317,Freund::N,vän,cyfaill
318,Kamerad::N,kamrat,cydymaith
319,Angelegenheit::N,ärende,pwnc
320,Angelegenheit::N,angelägenhet,pwnc
321,Anzahl::N,antal,cyfrif
322,Art::N,art,bath
323,Art::N,slag,bath
324,Stück::N,stycke,darn
325,Teil::N,del,rhan
326,Hälfte::N,halva,hanner
327,Kreis::N,krets,cylch
328,Kreis::N,cirkel,cylch
329,Kreuz::N,kors,croes
330,Kreuz::N,kryss,croes
331,Linie::N,linje,llinell
332,Strich::N,streck,strôc
333,Strich::N,streck,trawiad
334,Abstand::N,avstånd,bwlch
335,Abstand::N,avstånd,pellter
336,Entfernung::N,avstånd,pellter
337,Gegend::N,trakt,cylch
338,Platz::N,plats,lle
339,Ort::N,plats,lle
340,Ort::N,ställe,lle
341,Seite::N,sida,ochr
342,Mitte::N,mitt,canol
343,Gegenstand::N,föremål,eitem
344,Sache::N,sak,peth
345,Rand::N,rand,cwr
346,Rand::N,rand,ymyl
347,Kante::N,kant,min
348,Kante::N,kant,ymyl
349,Ecke::N,vrå,cornel
350,Ecke::N,hörn,cornel
351,Spitze::N,spets,blaen
352,Ende::N,ända,pen
353,Loch::N,hål,twll
354,Winkel::N,vinkel,congl
355,Muster::N,mönster,patrwm
356,Größe::N,storlek,maint
357,Größe::N,storlek,maintioli
358,Länge::N,längd,hyd
359,Höhe::N,höjd,uchder
360,Gewicht::N,tyngd,pwysau
361,Menge::N,mängd,swm
362,Menge::N,mängd,maint
363,Haufen::N,hög,pentwr
364,Reihe::N,rad,rhes
365,Boot::N,båt,cwch
366,Ruder::N,åra,rhwyf
367,Schlitten::N,släde,sled
368,Schlitten::N,släde,car llusg
369,Ski::N,skida,sgi
370,Lagerfeuer::N,lägereld,coelcerth
371,Last::N,last,llwyth
372,Last::N,börda,llwyth
373,Gang::N,gång,tro
374,Schritt::N,steg,cam
375,Norden::N,norr,gogledd
376,Süden::N,söder,de
377,Westen::N,väster,gorllewin
378,Osten::N,öster,dwyrain
379,Holz::N,trä,pren
380,Brett::N,bräda,bwrdd
381,Brett::N,bräda,astell
382,Platte::N,platta,llech
383,Stütze::N,stöd,ateg
384,Stütze::N,stöd,cynhalydd
385,Stütze::N,stötta,ateg
386,Stütze::N,stötta,cynhalydd
387,Stange::N,stång,polyn
388,Stock::N,käpp,ffon
389,Stock::N,käpp,brigyn
390,Stock::N,pinne,ffon
391,Stock::N,pinne,brigyn
392,Stab::N,stav,ffon
393,Rohr::N,rör,pibell
394,Haus::N,hus,tŷ
395,Heim::N,hem,cartref
396,Ofen::N,ugn,stof
397,Fußboden::N,golv,llawr
398,Tisch::N,bord,bwrdd
399,Stuhl::N,stol,cadair
400,Wiege::N,vagga,crud
401,Bett::N,säng,gwely
402,Regal::N,hylla,silff
403,Kiste::N,låda,bocs
404,Kiste::N,låda,blwch
405,Fenster::N,fönster,ffenestr
406,Tür::N,dörr,drws
407,Tor::N,port,porth
408,Zaun::N,staket,ffens
409,Zaun::N,stängsel,ffens
410,Dach::N,tak,to
411,Leiter::N,stege,ysgol
412,Besen::N,kvast,ysgub
413,Spaten::N,spade,rhaw
414,Schaufel::N,skovel,rhaw
415,Schaufel::N,skyffel,rhaw
416,Gabel::N,gaffel,fforc
417,Löffel::N,sked,llwy
418,Messer::N,kniv,cyllell
419,Nagel::N,spik,hoel
420,Netz::N,nät,gwe
421,Netz::N,nät,rhwyd
422,Haken::N,krok,bach
423,Griff::N,tag,carn
424,Griff::N,handtag,carn
425,Schloss::N,las,clo
426,Bild::N,bild,llun
427,Bild::N,bild,pictiwr
428,Figur::N,figur,ffigur
429,Puppe::N,docka,dol
430,Beutel::N,påse,cwd
431,Bündel::N,bunt,bwndel
432,Bündel::N,bunt,coflaid
433,Bündel::N,knippa,bwndel
434,Bündel::N,knippa,coflaid
435,Tasche::N,väska,cod
436,Eimer::N,hink,bwced
437,Eimer::N,hink,cunnog
438,Eimer::N,ämbar,bwced
439,Eimer::N,ämbar,cunnog
440,Deckel::N,lock,caead
441,Geschirr::N,servis,llestri
442,Geschirr::N,porslin,llestri
443,Sack::N,säck,sach
444,Tasse::N,kopp,cwpan
445,Topf::N,gryta,pot
446,Topf::N,gryta,crochan
447,Topf::N,kastrull,pot
448,Topf::N,kastrull,crochan
449,Kessel::N,kittel,tegell
450,Essen::N,mål,pryd o fwyd
451,Nahrung::N,näring,bwyd
452,Speise::N,maträtt,saig
453,Fleisch::N,kött,cig
454,Getreide::N,säd,ŷd
455,Getreide::N,säd,llafur
456,Getreide::N,spannmål,ŷd
457,Getreide::N,spannmål,llafur
458,Brei::N,gröt,uwd
459,Brot::N,bröd,bara
460,Scheibe::N,skiva,tafell
461,Fett::N,fett,saim
462,Fett::N,fett,braster
463,Butter::N,smör,ymenyn
464,Öl::N,olja,olew
465,Salz::N,salt,halen
466,Suppe::N,soppa,cawl
467,Honig::N,honung,mêl
468,Milch::N,mjölk,llaeth
469,Milch::N,mjölk,llefrith
470,Tee::N,te,te
471,Leder::N,läder,lledr
472,Wolle::N,ull,gwlân
473,Wolle::N,ylle,gwlân
474,Stoff::N,tyg,lliain
475,Stoff::N,tyg,brethyn
476,Stoff::N,stoff,lliain
477,Stoff::N,stoff,brethyn
478,Nadel::N,nål,nodwydd
479,Faden::N,tråd,edau
480,Faden::N,tråd,edefyn
481,Knopf::N,knapp,botwm
482,Knoten::N,knut,cwlwm
483,Farbe::N,färg,paent
484,Kleidung::N,klädsel,dillad
485,Kleidung::N,klädsel,gwisgoedd
486,Hemd::N,skjorta,crys
487,Kragen::N,krage,coler
488,Ärmel::N,ärm,llawes
489,Hose::N,byxor,trowsus
490,Gürtel::N,bälte,gwregys
491,Mütze::N,mössa,cap
492,Schuh::N,sko,esgid
493,Stiefel::N,stövel,botasen
494,Ring::N,ring,modrwy
495,Band::N,band,rhuban
496,Kamm::N,kam,crib
497,Spiegel::N,spegel,drych
498,Riemen::N,rem,strap
499,Schnur::N,snöre,llinyn
500,Leine::N,lina,tennyn
501,Decke::N,täcke,blanced
502,Decke::N,täcke,gwrthban
503,Kissen::N,dyna,clustog
504,Kissen::N,dyna,gobennydd
505,Kissen::N,kudde,clustog
506,Kissen::N,kudde,gobennydd
507,Tuch::N,sjal,sgarff
508,Handtuch::N,handduk,tywel
509,Handtuch::N,handduk,lliain sychu
510,Kraft::N,kraft,grym
511,Stärke::N,styrka,nerth
512,Stärke::N,styrka,cryfder
513,Gesundheit::N,hälsa,iechyd
514,Krankheit::N,sjukdom,afiechyd
515,Krankheit::N,sjukdom,anhwylder
516,Schmerz::N,smärta,poen
517,Schmerz::N,smärta,gwayw
518,Wunde::N,sår,clwyf
519,Fieber::N,feber,twymyn
520,Arznei::N,medicin,meddyginiaeth
521,Arznei::N,läkemedel,meddyginiaeth
522,Brücke::N,bro,pont
523,Brunnen::N,brunn,ffynnon
524,Weide::N,bete,porfa
525,Pfad::N,stig,llwybr
526,Weg::N,väg,ffordd
527,Straße::N,gata,heol
528,Straße::N,gata,ffordd
529,Dorf::N,by,pentref
530,Stadt::N,stad,tref
531,Brief::N,brev,llythyr
532,Buch::N,bok,llyfr
533,Buchstabe::N,bokstav,llythyren
534,Zeitung::N,tidning,papur newydd
535,Leben::N,liv,bywyd
536,Tod::N,död,marwolaeth
537,Grab::N,grav,bedd
538,Kirche::N,kyrka,eglwys
539,Sünde::N,synd,pechod
540,Gott::N,gud,duw
541,Arbeiter::N,arbetare,gweithiwr
542,Chef::N,chef,pennaeth
543,Meister::N,mästare,meistr
544,Arzt::N,läkare,meddyg
545,Lehrer::N,lärare,athro
546,Geld::N,pengar,pres
547,Geld::N,pengar,arian
548,Geschäft::N,rörelse,busnes
549,Laden::N,affär,siop
550,Preis::N,pris,pris
551,Ware::N,vara,nwydd
552,Nutzen::N,gagn,elw
553,Nutzen::N,gagn,budd
554,Nutzen::N,nytta,elw
555,Nutzen::N,nytta,budd
556,Reichtum::N,rikedom,cyfoeth
557,Welt::N,värld,byd
558,Land::N,land,gwlad
559,Staat::N,stat,gwladwriaeth
560,König::N,kung,brenin
561,König::N,konung,brenin
562,Macht::N,makt,grym
563,Macht::N,makt,awdurdod
564,Grenze::N,gräns,ffin
565,Grenze::N,gräns,goror
566,Krieg::N,krig,rhyfel
567,Feind::N,fiende,gelyn
568,Gewalt::N,våld,ffyrnigrwydd
569,Kampf::N,kamp,brwydr
570,Kampf::N,strid,brwydr
571,Bogen[Waffe]::N,båge,bwa
572,Pfeil::N,pil,saeth
573,Gewehr::N,gevär,dryll
574,Fehler::N,fel,gwall
575,Fehler::N,fel,camgymeriad
576,Lüge::N,lögn,celwydd
577,Lüge::N,lögn,anwiredd
578,Schaden::N,skada,niwed
579,Schaden::N,skada,difrod
580,Unglück::N,otur,anffawd
581,Unglück::N,olycka,anffawd
582,Schuld::N,skuld,bai
583,Alter::N,ålder,oed
584,Schluss::N,slut,diwedd
585,Zeit::N,tid,amser
586,Tag::N,dag,dydd
587,Tag::N,dag,diwrnod
588,Morgen::N,morgon,bore
589,Mittag::N,middag,nawn
590,Abend::N,kväll,noswaith
591,Nacht::N,natt,nos
592,Woche::N,vecka,wythnos
593,Monat::N,månad,mis
594,Jahr::N,år,blwyddyn
595,Frühling::N,vår,gwanwyn
596,Sommer::N,sommar,haf
597,Herbst::N,höst,hydref
598,Winter::N,vinter,gaeaf
599,Januar::N,januari,Ionawr
600,Februar::N,februari,Chwefror
601,März::N,mars,Mawrth
602,April::N,april,Ebrill
603,Mai::N,maj,Mai
604,Juni::N,juni,Mehefin
605,Juli::N,juli,Gorffennaf
606,August::N,augusti,Awst
607,September::N,september,Medi
608,Oktober::N,oktober,Hydref
609,November::N,november,Tachwedd
610,Dezember::N,december,Rhagfyr
611,Montag::N,måndag,dydd Llun
612,Dienstag::N,tisdag,dydd Mawrth
613,Mittwoch::N,onsdag,dydd Mercher
614,Donnerstag::N,torsdag,dydd Iau
615,Freitag::N,fredag,dydd Gwener
616,Samstag::N,lördag,dydd Sadwrn
617,Sonntag::N,söndag,dydd Sul
618,groß::A,stor,mawr
619,klein::A,liten,bach
620,lang::A,lång,hir
621,kurz::A,kort,byr
622,kurz::A,kort,cwta
623,breit::A,bred,llydan
624,schmal::A,smal,cul
625,dicht::A,tät,dwys
626,dick[Gegenstand]::A,tjock,trwchus
627,dünn::A,tunn,tenau
628,fein::A,fin,main
629,fest::A,fast,cadarn
630,flach::A,platt,gwastad
631,glatt::A,glatt,llyfn
632,hart::A,hård,caled
633,weich::A,mjuk,meddal
634,rund::A,rund,crwn
635,spitz::A,toppig,pigfain
636,spitz::A,spetsig,pigfain
637,scharf::A,vass,miniog
638,scharf::A,skarp,miniog
639,stumpf::A,slö,pŵl
640,schwer::A,tung,trwm
641,schön::A,skön,teg
642,schön::A,skön,hardd
643,schön::A,skön,prydferth
644,schön::A,vacker,teg
645,schön::A,vacker,hardd
646,schön::A,vacker,prydferth
647,heiß::A,het,poeth
648,warm::A,varm,twym
649,warm::A,varm,cynnes
650,kalt::A,kall,oer
651,kühl::A,sval,oeraidd
652,kühl::A,kylig,oeraidd
653,frisch::A,färsk,iach
654,feucht::A,fuktig,llaith
655,nass::A,våt,gwlyb
656,trocken::A,torr,sych
657,voll::A,full,llawn
658,leer::A,tom,gwag
659,offen::A,öppen,agored
660,geschlossen::A,stängd,caead
661,geschlossen::A,stängd,caeëdig
662,sauber::A,ren,glân
663,schmutzig::A,snuskig,budr
664,schmutzig::A,snuskig,brwnt
665,roh::A,rå,amrwd
666,reif::A,mogen,aeddfed
667,lecker::A,läcker,blasus
668,lecker::A,läcker,danteithiol
669,süß::A,söt,melys
670,bitter::A,besk,chwerw
671,bitter::A,bitter,chwerw
672,sauer::A,sur,sur
673,hell::A,ljus,disglair
674,dunkel::A,mörk,tywyll
675,schwarz::A,svart,du
676,weiß::A,vit,gwyn
677,rot::A,röd,coch
678,gelb::A,gul,melyn
679,blau::A,blå,glas
680,grün::A,grön,gwyrdd
681,grau::A,grå,llwyd
682,bunt::A,brokig,lliwgar
683,billig::A,billig,rhad
684,teuer::A,dyr,drud
685,wertvoll::A,värdefull,gwerthfawr
686,blind::A,blind,dall
687,taub::A,döv,byddar
688,kräftig::A,kraftig,nerthol
689,kräftig::A,kraftig,grymus
690,stark::A,stark,cryf
691,stark::A,stark,cadarn
692,schwach::A,svag,gwan
693,fett::A,fet,tew
694,schlank::A,slank,main
695,hübsch::A,snygg,tlws
696,hübsch::A,vacker,tlws
697,böse::A,ond,drwg
698,böse::A,elak,drwg
699,dumm::A,dum,twp
700,faul::A,lat,diog
701,fleißig::A,flitig,dyfal
702,geizig::A,snål,crintach
703,geizig::A,snål,cybyddlyd
704,geizig::A,girig,crintach
705,geizig::A,girig,cybyddlyd
706,klug::A,klok,deallus
707,geschickt::A,händig,medrus
708,geschickt::A,händig,deheuig
709,geschickt::A,skicklig,medrus
710,geschickt::A,skicklig,deheuig
711,lieb::A,kär,hoff
712,lieb::A,kär,annwyl
713,lieb::A,snäll,hoff
714,lieb::A,snäll,annwyl
715,lustig::A,rolig,llon
716,lustig::A,lustig,llon
717,sanft::A,mild,mwyn
718,hungrig::A,hungrig,newynog
719,krank::A,sjuk,sâl
720,krank::A,sjuk,gwael
721,nackt::A,naken,noeth
722,traurig::A,ledsen,trist
723,traurig::A,sorgsen,trist
724,lebendig::A,levande,yn fyw
725,gut::A,bra,da
726,schlecht::A,dålig,drwg
727,schlecht::A,dålig,gwael
728,richtig::A,riktig,cywir
729,schlimm::A,illa,enbyd
730,wahr::A,sann,gwir
731,alt::A,gammal,hen
732,neu::A,ny,newydd
733,ehemalig::A,forn,blaenorol
734,ehemalig::A,tidigare,blaenorol
735,alt[Lebewesen]::A,gammal,oedrannus
736,jung::A,ung,ifanc
737,arm::A,fattig,tlawd
738,reich::A,rik,cyfoethog
739,bekannt::A,känd,cynefin
740,bekannt::A,känd,cyfarwydd
741,berühmt::A,berömd,enwog
742,fremd::A,främmande,estron
743,verschieden::A,åtskillig,gwahanol
744,nah::A,nära,agos
745,fern::A,fjärran,pell
746,linker::A,vänster,aswy
747,linker::A,vänster,chwith
748,rechter::A,höger,de
749,rechter::A,höger,deau
750,anderer::A,annan,arall
751,erster::A,första,cyntaf
752,zweiter::A,andra,ail
753,dritter::A,tredje,trydydd
754,letzter::A,sist,olaf
755,allein::ADV,allena,unig
756,allein::ADV,allena,ar ei ben ei hun
757,auf einmal::ADV,på en gång,ar yr un pryd
758,zusammen::ADV,tillsammans,ynghyd
759,zusammen::ADV,tillsammans,gyda'i gilydd
760,lange::ADV,länge,amser hir
761,plötzlich::ADV,plötsligt,yn sydyn
762,sofort::ADV,strax,ar unwaith
763,sofort::ADV,genast,ar unwaith
764,später::ADV,senare,yn ddiweddarach
765,jetzt::ADV,nu,yn awr
766,heute::ADV,i dag,heddiw
767,morgen::ADV,i morgon,yfory
768,bald::ADV,snart,yn fuan
769,bald::ADV,snart,gyda hyn
770,dann::ADV,då,yna
771,dann::ADV,då,y pryd hwnnw
772,gestern::ADV,i går,ddoe
773,einst::ADV,en gång,gynt
774,damals::ADV,då,ar y pryd
775,damals::ADV,då,bryd hynny
776,damals::ADV,den gången,ar y pryd
777,damals::ADV,den gången,bryd hynny
778,danach::ADV,därefter,wedyn
779,vorher::ADV,före,o'r blaen
780,vorher::ADV,förut,o'r blaen
781,zuerst::ADV,först,yn gyntaf
782,einmal::ADV,en gång,unwaith
783,manchmal::ADV,ibland,weithiau
784,manchmal::ADV,ibland,ar brydiau
785,oft::ADV,ofta,yn aml
786,oft::ADV,ofta,yn fynych
787,immer::ADV,alltid,bob amser
788,niemals::ADV,aldrig,ni ... byth
789,niemals::ADV,aldrig,ni ... erioed
790,hier::ADV,här,yma
791,hierhin::ADV,hit,hyd yma
792,von hier::ADV,härifrån,oddi yma
793,dort::ADV,där,acw
794,dorthin::ADV,dit,tuag yno
795,geradeaus::ADV,rätt fram,syth ymlaen
796,vorwärts::ADV,fram,ymlaen
797,vorwärts::ADV,framåt,ymlaen
798,rückwärts::ADV,baklänges,yn ôl
799,zurück::ADV,tillbaka,yn ôl
800,unten::ADV,nere,isod
801,unten::ADV,nere,oddi tanodd
802,unten::ADV,nedanför,isod
803,unten::ADV,nedanför,oddi tanodd
804,hinab::ADV,ned,i lawr
805,hinab::ADV,ned,i waered
806,hinab::ADV,nedåt,i lawr
807,hinab::ADV,nedåt,i waered
808,oben::ADV,ovan,fry
809,oben::ADV,ovanpå,fry
810,hinauf::ADV,upp,i fyny
811,hinauf::ADV,upp,i'r lan
812,hinauf::ADV,uppåt,i fyny
813,hinauf::ADV,uppåt,i'r lan
814,überall::ADV,överallt,ym mhobman
815,nicht::ADV,ej,ni
816,nicht::ADV,ej,nid
817,nicht::ADV,inte,ni
818,nicht::ADV,inte,nid
819,ein wenig::ADV,litet,tipyn
820,ein wenig::ADV,litet,ychydig
821,kaum::ADV,knappt,prin
822,kaum::ADV,knappast,prin
823,sehr::ADV,mycket,iawn
824,so::ADV,så,fel
825,so::ADV,så,felly
826,noch::ADV,än,eto
827,noch::ADV,ännu,eto
