,Concept_ID,kl,fa
1365,teuer::A,,گران
1366,geschickt::A,,ماهر
1367,nackt::A,,لخت
1368,nackt::A,,برهنه
1369,ehemalig::A,,قبلی
1370,bekannt::A,,آشنا
1371,bekannt::A,,معلوم
1372,anderer::A,,دیگر
1373,zuerst::ADV,,اول
1374,zuerst::ADV,,ابتداء
1375,niemals::ADV,,هرگز
1376,von hier::ADV,,از اینجا
1377,dort::ADV,,آنجا
1378,oben::ADV,,بالا
1379,hinauf::ADV,,به بالا
1380,nicht::ADV,,نه
1381,ein wenig::ADV,,کمی
1382,so::ADV,,چنین
1383,so::ADV,,اینطور
1384,nur::ADV,,فقط
1385,nur::ADV,,تنها
1386,vor::PRP,,در جلوی
1387,hinter::PRP,,پشت
1388,unter::PRP,,تحت
1389,durch::PRP,,از وسط
1390,durch::PRP,,از ميان
1391,neben::PRP,,کنار
1392,neben::PRP,,پهلوی
1393,zwischen::PRP,,بین
1394,zwischen::PRP,,میان
1395,wegen::PRP,,برای
1396,wegen::PRP,,بخاطر
1397,alles::PRN,,تمام
1398,alles::PRN,,همه‌چیر
1399,aufgehen[Sonne]::V,,برآمدن
1400,aufgehen[Sonne]::V,,طلوع کردن
1401,strömen::V,,روان شدن
1402,fließen::V,,روان شدن
1403,faulen::V,,فاسد شدن
1404,verfaulen::V,,پوسیدن
1405,verschwinden::V,,گم شدن
1406,verschwinden::V,,از بین رفتن
1407,lärmen::V,,شلوغ کردن
1408,klirren::V,,جرنگ جرنگ صدا کردن
1409,rauschen::V,,خش‌خش کردن
1410,klingen::V,,صدا دادن
1411,müde werden::V,,خسته شدن
1412,krank werden::V,,مریض شدن
1413,krank sein::V,,بیمار بودن
1414,umkommen::V,,کشته شدن
1415,sich rühren::V,,تکان خوردن
1416,sich erheben::V,,برخواستن
1417,hinfallen::V,,زمین خوردن
1418,kriechen::V,,خزیدن
1419,gehen::V,,رفتن
1420,abfahren::V,,حرکت کردن
1421,erwarten::V,,انتظار داشتن
1422,lachen::V,,خندیدن
1423,anschauen::V,,نگاه کردن
1424,probieren::V,,چشیدن
1425,zu sehen sein::V,,دیده شدن
1426,vernehmen::V,,شنیدن
1427,können::V,,توانستن
1428,gelingen::V,,موفق شدن
1429,geraten::V,,نتیجه دادن
1430,ändern::V,,تغییر دادن
1431,drehen::V,,چرخاندن
1432,schieben::V,,هل دادن
1433,rütteln::V,,لرزاندن
1434,rütteln::V,,تکان دادن
1435,schütten::V,,ریختن
1436,packen::V,,گرفتن
1437,hinzufügen::V,,افزودن
1438,hinzufügen::V,,اضافه کردن
1439,wählen::V,,انتخاب کردن
1440,auswählen::V,,برگزیدن
1441,behindern::V,,مانع بودن
1442,beschädigen::V,,صدمه زدن
1443,reichen::V,,دادن
1444,schenken::V,,هدیه دادن
1445,wiegen::V,,نوسان کردن
1446,lassen::V,,وادار کردن
1447,verlassen::V,,ترک کردن
1448,bewachen::V,,حراست کردن
1449,verteidigen::V,,دفاع کردن
1450,sich schlagen::V,,کتک‌کاری کردن
1451,siegen::V,,پیروز شدن
1452,belästigen::V,,زحمت دادن
1453,täuschen::V,,گول زدن
1454,täuschen::V,,فریب دادن
1455,pflücken::V,,چیدن
1456,fassen::V,,گرفتن
1457,hüten::V,,چراندن
1458,hüten::V,,مراقبت کردن
1459,treiben::V,,راندن
1460,melken::V,,دوشیدن
1461,hacken::V,,خرد کردن
1462,reifen::V,,رسیدن
1463,zubereiten::V,,طبخ کردن
1464,zubereiten::V,,آماده کردن
1465,backen::V,,پختن
1466,stricken::V,,بافتن
1467,nähen::V,,دوختن
1468,spülen::V,,شستن
1469,kehren::V,,جارو کردن
1470,kämmen::V,,شانه زدن
1471,schmücken::V,,زینت دادن
1472,sich unterhalten::V,,گپ زدن
1473,nennen::V,,نامیدن
1474,bemerken::V,,متوجه شدن
1475,begreifen::V,,فهمیدن
1476,begreifen::V,,درک کردن
1477,zeichnen::V,,کشیدن
1478,zeichnen::V,,رسم کردن
1479,besitzen::V,,داشتن
1480,zahlen::V,,پرداخت کردن
