,Concept_ID,ka,cv
525,Schmerz::N,ტკივილი,ырату
526,Wunde::N,იარი,суран
527,Wunde::N,ჭრილობა,суран
528,Fieber::N,ციება,сив чир
529,Arznei::N,წამალი,эмел
530,Brücke::N,ხიდი,кӗпер
531,Brunnen::N,ჭა,ҫӑл
532,Brunnen::N,ჭა,пусӑ
533,Weide::N,საძოვარი,ҫаран
534,Pfad::N,ბილიკი,йӗр
535,Pfad::N,ბილიკი,сукмак
536,Weg::N,გზა,ҫул
537,Weg::N,გზა,ҫул-йӗр
538,Straße::N,შარაგზა,ҫӳрев
539,Straße::N,შარაგზა,ҫул ҫӳрени
540,Dorf::N,დაბა,ял
541,Dorf::N,სოფელი,ял
542,Stadt::N,ქალაქი,хула
543,Brief::N,წერილი,ҫыру
544,Buch::N,წიგნი,кӗнеке
545,Buchstabe::N,ასო,сас палли
546,Zeitung::N,გაზეთი,хаҫат
547,Leben::N,სიცოცხლე,пурнӑҫ
548,Tod::N,სიკვდილი,вилӗм
549,Grab::N,სამარე,масар шӑтӑкӗ
550,Grab::N,საფლავი,масар шӑтӑкӗ
551,Kirche::N,ეკლესია,чиркӳ
552,Sünde::N,ცოდვა,ҫылӑх
553,Gott::N,ღმერთი,турӑ
554,Arbeiter::N,მუშა,рабочи
555,Chef::N,გამგე,пуҫлӑх
556,Meister::N,ოსტატი,ӑста
557,Meister::N,ოსტატი,мастер
558,Arzt::N,ექიმი,врач
559,Arzt::N,ექიმი,тухтӑр
560,Arzt::N,მკურნალი,врач
561,Arzt::N,მკურნალი,тухтӑр
562,Lehrer::N,მასწავლებელი,учитель
563,Lehrer::N,მასწავლებელი,вӗрентекен
564,Geld::N,ფული,укҫа
565,Geschäft::N,საქმე,бизнес
566,Geschäft::N,ბიზნესი,бизнес
567,Laden::N,დუქანი,магазин
568,Laden::N,მაღაზია,магазин
569,Preis::N,ფასი,хак
570,Ware::N,საქონელი,тавар
571,Nutzen::N,ხეირი,пайта
572,Reichtum::N,სიმდიდრე,мул
573,Welt::N,მსოფლიო,тӗнче
574,Land::N,მხარე,ҫӗр-шыв
575,Land::N,ქვეყანა,ҫӗр-шыв
576,Staat::N,სახელმწიფო,патшàлӑх
577,König::N,მეფე,король
578,Macht::N,ძლიერება,власть
579,Grenze::N,ზღვარი,чикӗ
580,Krieg::N,ომი,вӑрҫӑ
581,Feind::N,მტერი,тӑшман
582,Gewalt::N,სისასტიკე,ирӗксӗрлӳ
583,Kampf::N,ბრძოლა,кӗрешӳ
584,Bogen[Waffe]::N,მშვილდი,ухӑ
585,Pfeil::N,ისარი,ҫӗмрен
586,Pfeil::N,ისარი,ухӑ йӗппи
587,Pfeil::N,მახვილი,ҫӗмрен
588,Pfeil::N,მახვილი,ухӑ йӗппи
589,Gewehr::N,თოფი,пӑшал
590,Gewehr::N,შაშხანა,пӑшал
591,Fehler::N,შეცდომა,йӑнӑш
592,Lüge::N,სიცრუე,суя
593,Lüge::N,სიცრუე,ултав
594,Schaden::N,ვნება,сиен
595,Unglück::N,ხიფათი,шар
596,Unglück::N,ხიფათი,инкек
597,Unglück::N,უბედურება,шар
598,Unglück::N,უბედურება,инкек
599,Schuld::N,ბრალი,айӑп
600,Alter::N,ასაკი,ҫул шучӗ
601,Schluss::N,ბოლო,пӗтни
602,Schluss::N,ბოლო,пӗтмӗш
603,Schluss::N,დასასრული,пӗтни
604,Schluss::N,დასასრული,пӗтмӗш
605,Zeit::N,დრო,вӑхӑт
606,Tag::N,დღე,кун
607,Morgen::N,დილა,ир
608,Mittag::N,შუადღე,кӑнтӑрла
609,Abend::N,საღამო,каҫ
610,Nacht::N,ღამე,каҫ
611,Woche::N,კვირა,эрне
612,Monat::N,თვე,уйӑх
613,Jahr::N,წელი,ҫулталӑк
614,Frühling::N,გაზაფხული,ҫур
615,Frühling::N,გაზაფხული,ҫуркунне
616,Sommer::N,ზაფხული,ҫу
617,Sommer::N,ზაფხული,ҫулла
618,Herbst::N,შემოდგომა,кӗр
619,Herbst::N,შემოდგომა,кӗркунне
620,Winter::N,ზამთარი,хӗл
621,Winter::N,ზამთარი,хӗлле
622,Januar::N,იანვარი,январь
623,Februar::N,თებერვალი,февраль
624,Februar::N,თებერვალი,кӗҫӗн кӑрлач
625,März::N,მარტი,март
626,März::N,მარტი,пуш уйӑхӗ
627,April::N,აპრილი,апрель
628,Mai::N,მაისი,май
629,Juni::N,ივნისი,июнь
630,Juli::N,ივლისი,июль
631,August::N,აგვისტო,август
632,September::N,სექტემბერი,сентябрь
633,September::N,სექტემბერი,авӑн уйӑхӗ
634,Oktober::N,ოქტომბერი,октябрь
635,November::N,ნოემბერი,ноябрь
636,Dezember::N,დეკემბერი,раштав
637,Dezember::N,დეკემბერი,декабрь
638,Montag::N,ორშაბათი,тунти кун
639,Dienstag::N,სამშაბათი,ытлари кун
640,Mittwoch::N,ოთხშაბათი,юн кун
641,Donnerstag::N,ხუთშაბათი,кӗҫнерни кун
642,Freitag::N,პარასკევი,эрне кун
643,Samstag::N,შაბათი,шӑмат кун
644,Sonntag::N,კვირა,вырсарни кун
645,groß::A,დიდი,пысӑк
646,klein::A,მცირე,пӗчӗк
647,klein::A,პატარა,пӗчӗк
648,lang::A,გრძელი,вӑрӑм
649,kurz::A,მოკლე,кӗске
650,breit::A,ფართო,сарлака
651,breit::A,განიერი,сарлака
652,schmal::A,ვიწრო,ансӑр
653,schmal::A,წვრილი,ансӑр
654,dicht::A,მჭიდრო,йӑвӑ
655,dick[Gegenstand]::A,სქელი,хулӑн
