,Concept_ID,ku,bn
52,Atem::N,hilm,শ্বাস
53,Hunger::N,birçîtî,ক্ষুধা
54,Träne::N,hêstir,অশ্রু
55,Geschmack::N,tam,স্বাদ
56,Geruch::N,bêhn,গন্ধ
57,Schlaf::N,xew,ঘুম
58,Traum::N,xewn,স্বপ্ন
59,Himmel::N,ezman,আকাশ
60,Sonne::N,roj,সূর্য
61,Mond::N,heyv,চন্দ্র
62,Stern::N,stêrk,নক্ষত্র
63,Luft::N,ba,বায়ু
64,Wind::N,ba,বাতাস
65,Welle::N,şewl,ঢেউ
66,Welle::N,şewl,তরঙ্গ
67,Wasser::N,av,জল
68,Stein::N,kevir,ঢিল
69,Stein::N,kevir,প্রস্তর
70,Boden::N,herd,ভূতল
71,Erde::N,ax,ভূমি
72,Staub::N,toz,ধুলা
73,Rauch::N,dû,ধোঁয়া
74,Funke::N,çirûşk,স্ফুলিঙ্গ
75,Feuer::N,agir,অগ্নি
76,Licht::N,ronahî,আলো
77,Schatten::N,sî,ছায়া
78,Wetter::N,hewa,আবহাওয়া
79,Nebel::N,mij,কুহেলিকা
80,Wolke::N,ewr,মেঘ
81,Regen::N,baran,বৃষ্টি
82,Schnee::N,berf,তুষার
83,Eis::N,qeşa,বরফ
84,Frost::N,xûsik,তুষার
85,Kälte::N,serma,শৈত্য
86,Hitze::N,germayî,তাপ
87,Raureif::N,şext,তুহিন
88,Regenbogen::N,heftreng,রামধনু
89,Donner::N,gire-gir,বজ্রধ্বনি
90,Strömung::N,şewl,স্রোত
91,Tropfen::N,dilop,ফোঁটা
92,Schaum::N,kef,ফেনা
93,Schmutz::N,gemar,ধুলা
94,See::N,gol,হ্রদ
95,Sumpf::N,hezek,জলা
96,Moor::N,mafêl,মাঠ
97,Wiese::N,sûrik,তৃণভূমি
98,Wald::N,çiya,বন
99,Wald::N,daristan,বন
100,Hügel::N,gir,পাহাড়
101,Anhöhe::N,sere gir,টিলা
102,Berg::N,kaş,পর্বত
103,Gipfel::N,sere gir,শীর্ষ
104,Höhle::N,şikeft,গুহা
105,Abhang::N,kaş,ঢাল
106,Quelle::N,kanî,উৎস
107,Bach::N,çem,ক্ষুদ্র নদী
108,Fluss::N,çem,নদী
109,Fluss::N,rûbar,নদী
110,Ufer::N,kevî,উপকূল
111,Küste::N,berav,তীর
112,Festland::N,bejahî,ভূমি
113,Meer::N,behr,সমুদ্র
114,Bucht::N,derav,উপসাগর
115,Insel::N,girav,দ্বীপ
116,Blume::N,kulînk,ফুল
117,Gras::N,giha,ঘাস
118,Wurzel::N,reh,শিকড়
119,Baum::N,dar,গাছ
120,Stamm::N,bavik,স্কন্ধ
121,Rinde::N,qaqil,বল্কল
122,Ast::N,gulî,শাখা
123,Zweig::N,şax,ডাল
124,Blatt::N,pel,পর্ণ
125,Birke::N,dara sipî,ভুর্জ
126,Kiefer[Baum]::N,dara bî,পাইন গাছ
127,Weide[Baum]::N,dara belalûk,উইলো
128,Tanne::N,merx,দেবদারূ গাছ
129,Horn::N,strô,শিং
130,Feder::N,pîrtîk,পালক
131,Fell::N,heyar,রোম
132,Flügel::N,per,ডানা
133,Klaue::N,napîk,নখর
134,Kralle::N,dinik,নখর
135,Kralle::N,dirnax,নখর
136,Schwanz::N,dûv,লেজ
137,Ei::N,hêk,ডিম
138,Nest::N,hêlîn,কুলায়
139,Bau::N,avahî,ডেরা
140,Tier::N,heywan,জন্তু
141,Herde::N,hoz,ঝাঁক
142,Kuh::N,çêlek,গোরু
143,Bulle::N,ga,বৃষ
144,Pferd::N,hesp,ঘোড়া
145,Schaf::N,mîh,ভেড়া
146,Schwein::N,beraz,শূকর
147,Hund::N,seh,কুকুর
148,Katze::N,pişîk,বেড়াল
149,Bär::N,hirç,ভল্লুক
150,Eichhörnchen::N,pilûr,কাঠবিড়াল
151,Elch::N,pazkovî,হরিণবিশেষ
152,Fuchs::N,rovî,পাঁতিশিয়াল
153,Hase::N,kîroşk,শশক
154,Maus::N,mişk,নেংটি ইঁদুর
155,Wolf::N,gur,নেকড়ে
156,Vogel::N,çûk,পক্ষী
157,Schwarm::N,lufik,ঝাঁক
158,Huhn::N,mirîşk,মোরগ
159,Hahn::N,dîk,কুক্কুট
160,Gans::N,qaz,হংসী
161,Adler::N,eylo,ইগল
162,Ente::N,werdek,হংসী
163,Eule::N,bûm,পেচক
164,Eule::N,kund,পেচক
165,Kranich::N,quling,সারস
166,Krähe::N,qijik,কাক
167,Kuckuck::N,pepûk,কোকিল
168,Schwan::N,qû,মরাল
169,Fisch::N,masî,মাছ
170,Barsch::N,okûn,মৎন্যবিশেষ
171,Hecht::N,mesîyê lûf,বানমাছ
172,Schlange[Tier]::N,mar,সর্প
173,Wurm::N,kurm,কীট
174,Spinne::N,pîrê,মাকড়সা
175,Ameise::N,mîro,পিপীলিকা
176,Ameise::N,gêrîk,পিপীলিকা
177,Laus::N,spi,উকুন
178,Mücke::N,mêş,মশা
179,Fliege::N,mêş,মাছি
180,Schmetterling::N,perperîk,প্রজাপতি
181,Beere::N,hirç,বেরি
182,Apfel::N,sêv,আপেল
183,Pilz::N,bîrov,ছত্রক
184,Zwiebel::N,pîvaz,পিয়াজ
185,Saat::N,tov,বীজ
186,Korn::N,dexl,শস্য
187,Heu::N,sap,খড়
188,Schale::N,qaşik,খোসা
189,Grube::N,çahl,গর্ত
190,Falle::N,dafik,ফাঁদ
191,Schlinge::N,dahf,পাশ
192,Spur::N,rêç,চিহ্ন
193,Asche::N,xweli,ভস্ম
194,Dreck::N,gemarî,ময়লা
195,Eisen::N,hesing,লোহা
196,Gold::N,zêr,স্বর্ণ
197,Silber::N,zîv,রৌপ্য
198,Kohle::N,komir,অঙ্গার
199,Glas::N,qedeh,কাচ
200,Lehm::N,kelpîç,মৃত্তিকা
201,Sand::N,qûm,বালি
202,Mensch::N,mirov,নর
203,Mensch::N,mirov,মানুষ
204,Mann::N,mêr,মানুষ
205,Frau::N,jin,নারী
206,Kind::N,zarok,বাচ্চা
207,Junge::N,kur,ছেলে
208,Mädchen::N,keç,মেয়ে
209,Mädchen::N,keçik,মেয়ে
210,Familie::N,malbat,পরিবার
211,Großvater::N,bapîr,মাতামহ
212,Großmutter::N,pîrik,মাতামহী
213,Eltern::N,bavudê,মাতাপিতা
214,Vater::N,bav,পিতা
215,Mutter::N,dê,মাতা
216,Mutter::N,dayik,মাতা
217,Sohn::N,kur,ছেলে
218,Tochter::N,keç,মেয়ে
219,Bruder::N,bira,দাদা
220,Schwester::N,xweh,বোন
221,Schwester::N,xweh,দিদি
222,Onkel::N,am,মামা
223,Onkel::N,xal,মামা
224,Tante::N,metik,মাসী
225,Tante::N,xaltîk,মাসী
226,Ehemann::N,mêr,স্বামী
227,Ehefrau::N,kulfet,পত্নী
228,Freude::N,kêfxweşî,উল্লাস
229,Gelächter::N,pîrqînî,হাসি
230,Glück::N,bext,সুখ
231,Kummer::N,derd,দুঃখ
232,Wunsch::N,daxwaz,আকাঙ্ক্ষা
233,Wunsch::N,xwestek,আকাঙ্ক্ষা
234,Lust::N,şewq,বাসনা
235,Geist::N,aqil,আত্না
236,Gedanke::N,fikir,চিন্তা
237,Gedächtnis::N,aqil,স্মরণশক্তি
238,Verstand::N,fêm,মন
239,Sinn::N,aqil,পদার্থ
240,Grund::N,asas,কারণ
241,Wahrheit::N,rastî,সত্য
242,Gespräch::N,guftûgo,কথাবার্তা
243,Märchen::N,çirok,রূপকথা
244,Erzählung::N,çirok,গল্প
245,Erzählung::N,vegotin,গল্প
246,Nachricht::N,nûçe,তথ্য
247,Neuigkeit::N,hewal,খবরাখবর
248,Name::N,nav,নাম
249,Name::N,paşnav,নাম
250,Rätsel::N,tiştonek,ধাঁধা
251,Rede::N,gotar,বক্তৃতা
252,Rede::N,axavtin,বক্তৃতা
253,Sprache::N,ziman,ভাষা
254,Stimme::N,pejn,স্বর
255,Wort::N,gotin,শব্দ
256,Zeichen::N,şanek,প্রতীক
257,Ruf::N,hawar,ডাক
258,Lärm::N,xarbalix,হৈচৈ
259,Laut::N,deng,ধ্বনি
260,Laut::N,hês,ধ্বনি
261,Ton::N,awaz,স্বর
262,Lied::N,sitran,গান
263,Ruhe::N,rihetî,শান্তি
264,Leute::N,xelk,প্রজাপুঞ্জ
265,Volk::N,xelk,জাতি
266,Arbeit::N,xebat,চাকরি
267,Gast::N,mêvan,অতিথি
268,Geschenk::N,diyarî,উপহার
269,Spiel::N,lîstik,খেলা
270,Gesellschaft::N,komal,সঙ্গিগণ
271,Hilfe::N,alîkarî,সাহায্য
272,Freund::N,heval,বন্ধু
273,Kamerad::N,heval,সঙ্গী
274,Angelegenheit::N,pirsgirêk,বিষয়
275,Anzahl::N,çend,পরিমাণ
276,Art::N,çeh,রকম
277,Stück::N,lib,টুকরো
278,Stück::N,parçe,টুকরো
279,Teil::N,parçe,অংশ
280,Hälfte::N,nîvî,অর্ধেক
281,Kreis::N,çemil,বৃত্ত
282,Kreuz::N,xaç,ক্রুশ
283,Linie::N,xezik,রেখা
284,Strich::N,xezik,কষি
285,Abstand::N,dûrahî,ফাঁক
286,Entfernung::N,dûrahî,ব্যবধান
287,Gegend::N,dever,ক্ষেত্র
288,Platz::N,çih,জায়গা
289,Ort::N,dever,স্থান
290,Seite::N,rûpel,পার্শ্ব
291,Mitte::N,nav,মধ্য
292,Mitte::N,nabênê,মধ্য
293,Gegenstand::N,tişt,জিনিস
294,Sache::N,tişt,বস্তু
295,Rand::N,kevî,কানা
296,Kante::N,kevî,ধার
297,Ecke::N,qunç,কোণ
298,Spitze::N,derzî,ডগা
299,Ende::N,talî,প্রান্ত
300,Loch::N,qul,গর্ত
301,Winkel::N,kurnîşk,কোণ
302,Muster::N,desen,নমুন্
303,Größe::N,mezinî,আয়তন
304,Länge::N,dirêjahî,দৈর্ঘ্য
305,Höhe::N,bilindayî,উচ্চতা
306,Gewicht::N,giranî,ওজন
307,Menge::N,qas,পরিমাণ
308,Haufen::N,lod,পুঞ্জ
309,Reihe::N,rêz,শ্রেণী
310,Boot::N,kelek,নৌকা
311,Ruder::N,bêrik,দাঁড়
312,Schlitten::N,xîjik,স্নেজ্-গাড়ি
313,Ski::N,lakan,শী
314,Lagerfeuer::N,agir,অগ্নি
315,Last::N,bar,বোঝা
316,Gang::N,fîtêz,হণ্টন
317,Schritt::N,gav,পদ
318,Norden::N,bakur,উত্তরদিক্
319,Süden::N,başur,দক্ষিণদিক
320,Westen::N,rojava,পশ্চিমদিক্
321,Osten::N,rojhilat,পূর্বদিক
322,Holz::N,dep,কাঠ
323,Brett::N,dep,তক্তা
324,Platte::N,dep,ফলক
325,Stütze::N,destek,নাগদণ্ড
326,Stange::N,sing,দণ্ড
327,Stock::N,çam,ছড়ি
328,Stab::N,qat,যষ্টি
329,Rohr::N,borî,নল
330,Haus::N,mal,ঘর
331,Haus::N,xanî,ঘর
332,Heim::N,mal,বাসা
333,Ofen::N,sobe,স্টোভ্
334,Fußboden::N,binpê,গহতল
335,Tisch::N,mase,মেজ
336,Tisch::N,mase,টেবিল
337,Stuhl::N,kursî,চেয়ার
338,Stuhl::N,kursî,কেদারা
339,Wiege::N,derguş,দোলনা
340,Bett::N,qerewêle,শয্যা
341,Regal::N,rêbaz,তাক
342,Kiste::N,sindoq,বাক্স
343,Fenster::N,çam,জানালা
344,Fenster::N,şibeke,জানালা
345,Tür::N,derî,দ্বার
346,Tor::N,derge,দ্বার
347,Zaun::N,hejik,বেড়া
348,Dach::N,sere xanî,ছাদ
349,Leiter::N,pêling,মই
350,Besen::N,melkes,গুল্মবিশেষ
351,Spaten::N,mer,কোদাল
352,Schaufel::N,bêr,বেলচা
353,Gabel::N,çetel,কাঁটা
354,Löffel::N,kevçî,চামচ
355,Messer::N,kêr,ছুরি
356,Nagel::N,bizmar,পেরেক
357,Netz::N,tor,জাল
358,Haken::N,çenqel,কাচি
359,Griff::N,destî,হাতল
360,Schloss::N,qonax,তালা
361,Bild::N,dimen,ছবি
362,Bild::N,dimen,চিত্র
363,Figur::N,figûr,আকার
364,Puppe::N,bûk,পুতুল
365,Beutel::N,kîsik,বটুয়া
366,Bündel::N,pêçek,আঁটি
367,Tasche::N,bêrîk,থলি
368,Eimer::N,dewl,বাল্তি
369,Deckel::N,devik,আবরণ
370,Geschirr::N,ferax,থালা-বাসন
371,Sack::N,tûr,বস্তা
372,Tasse::N,kada,কাপ
373,Topf::N,beroş,পাত্র
374,Kessel::N,şîril,কেটলি
375,Essen::N,xwarin,আহার
376,Nahrung::N,xwarin,খাদ্য
377,Speise::N,xwarin,খাদ্য
378,Fleisch::N,goşt,মাংস
379,Getreide::N,zad,শস্য
380,Brei::N,hewdêl,মণ্ড
381,Brot::N,,রুটি
382,Scheibe::N,parçe,ফালি
383,Fett::N,rûn,মেদ
384,Butter::N,rûn,মাখন
385,Öl::N,rûn,তৈল
386,Salz::N,xwe,নুন
387,Suppe::N,şorbe,শুরুয়া
388,Honig::N,hingiv,মধু
389,Milch::N,şîr,দুধ
390,Tee::N,çay,চা
391,Leder::N,çerm,পাকা চামড়া
392,Wolle::N,herî,পশম
393,Stoff::N,paç,বস্ত্র
394,Nadel::N,derzî,সুচ
395,Faden::N,ta,সূত্র
396,Knopf::N,bişkok,বোতাম
397,Knoten::N,girêk,গিঁট
398,Farbe::N,boyax,রং
399,Kleidung::N,çil,কাপড়
400,Hemd::N,qutik,শার্ট
401,Hemd::N,miltan,শার্ট
402,Kragen::N,stûvang,গলবন্ধ
403,Ärmel::N,hûçik,আস্তিন্
404,Hose::N,şewel,ট্রাউজার
405,Gürtel::N,qayiş,কটিবন্ধ
406,Mütze::N,fîno,টুপি
407,Schuh::N,şêkal,জুতো
408,Stiefel::N,gizme,বুট
409,Stiefel::N,çizme,বুট
410,Ring::N,xelek,আংটি
411,Band::N,band,ফিতা
412,Kamm::N,şeh,চিরুনি
413,Spiegel::N,eynik,আয়না
414,Riemen::N,qayiş,চাবুক
415,Schnur::N,doxin,দড়ি
416,Leine::N,şirît,শিকল
417,Decke::N,bataniye,কম্বল
418,Kissen::N,balgî,উপাধান
419,Tuch::N,şar,বস্ত্র
420,Handtuch::N,dezmal,তোয়ালে
421,Kraft::N,hêz,জোর
422,Kraft::N,qewet,জোর
423,Stärke::N,xurtî,শক্তি
424,Gesundheit::N,nojdarî,স্বাস্থ্য
425,Krankheit::N,nexweşî,অসুখ
426,Krankheit::N,nexweşî,ব্যামো
427,Schmerz::N,êş,যন্ত্রণা
428,Wunde::N,kul,ক্ষত
429,Fieber::N,ta,জ্বর
430,Arznei::N,derman,ঔষধ
431,Brücke::N,kopî,সেতু
432,Brunnen::N,çal,কূপ
433,Brunnen::N,kani,কূপ
434,Weide::N,beyar,পশুচারণভূমি
435,Pfad::N,xaçirek,পথ
436,Weg::N,rê,পথ
437,Straße::N,rê,রাস্তা
438,Dorf::N,gund,গ্রাম
439,Stadt::N,baçar,শহর
440,Brief::N,name,চিঠি
441,Buch::N,kitêb,বই
442,Buch::N,pirtûk,বই
443,Buchstabe::N,herf,অক্ষর
444,Zeitung::N,rojname,সংবাদপত্র
445,Leben::N,jiyan,জীবন
446,Tod::N,mirin,মৃত্যু
447,Grab::N,mezel,কবর
448,Kirche::N,gilyas,গির্জা
449,Sünde::N,guneh,পাপ
450,Gott::N,xwedê,দেবতা
451,Arbeiter::N,hîşçî,শ্রমিক
452,Chef::N,bêg,নেতা
453,Meister::N,hoste,ব্যক্তি
454,Arzt::N,doktor,চিকিৎসক
455,Lehrer::N,mamoste,অধ্যাপক
456,Geld::N,pere,মুদ্রা
457,Geld::N,pere,টাকাপয়সা
458,Geschäft::N,firoşgeh,ব্যস্ততা
459,Laden::N,dikan,দোকান
460,Preis::N,buha,মূল্য
461,Ware::N,tişt,পণ্যদ্রব্য
462,Nutzen::N,fêde,সুবিধা
463,Reichtum::N,serwet,ধনদৌলত
464,Welt::N,dinya,জগৎ
465,Land::N,welat,খেত
466,Staat::N,dewlet,রাষ্ট্র
467,König::N,şah,রাজা
468,König::N,qral,রাজা
469,Macht::N,qewet,প্রভাব
470,Macht::N,destihilat,প্রভাব
471,Grenze::N,kevî,সীমা
472,Krieg::N,çeng,যুদ্ধ
473,Krieg::N,sêwaş,যুদ্ধ
474,Feind::N,dijmin,শত্রু
475,Gewalt::N,zor,জোর
476,Kampf::N,şer,লড়াই
477,Bogen[Waffe]::N,kêvan,ধনুক
478,Pfeil::N,çîrik,বাণ
479,Gewehr::N,tifing,বন্দুক
480,Fehler::N,şaşî,ভুল
481,Lüge::N,derew,মিথ্যা
482,Schaden::N,xisar,ক্ষতি
483,Unglück::N,bêbextî,দুর্ভাগ্য
484,Schuld::N,suç,অপরাধ
485,Alter::N,temen,আয়ু
486,Schluss::N,girtin,শেষ
487,Zeit::N,çax,সময়
488,Tag::N,roj,দিন
489,Morgen::N,sibeh,সকাল
490,Mittag::N,nîro,মধ্যাহু
491,Abend::N,êvar,সন্ধ্যা
492,Nacht::N,şev,রাত্রি
493,Woche::N,heftî,সপ্তাহ
494,Monat::N,meh,মাস
495,Jahr::N,sal,সৌরবর্ষ
496,Frühling::N,bihar,বসন্তকাল
497,Sommer::N,havîn,গ্রীষ্মকাল
498,Herbst::N,payîz,শরংঋতু
499,Winter::N,zistan,শীতকাল
500,Januar::N,çile,জানুয়ারী
501,Februar::N,sibat,ফেব্রুয়ারী
502,März::N,adar,মার্চ
503,April::N,nîsan,এপ্রিল
504,Mai::N,gûlan,মে
505,Juni::N,hezîran,জুন
506,Juli::N,tîmeh,জুলাই
507,August::N,tebax,অগাস্ট
508,September::N,îlon,সেপ্টেম্বর
509,Oktober::N,çotmeh,অক্টোবর
510,November::N,mijdar,নভেম্বর
511,Dezember::N,kanûn,ডিসেম্বর
512,Montag::N,duşemb,সোমবার
513,Dienstag::N,sêşem,মঙ্গলবার
514,Mittwoch::N,çarşemb,বুধবার
515,Donnerstag::N,pêşemb,বৃহম্পতিবার
516,Freitag::N,în,শুক্রবার
517,Samstag::N,şemî,শনিবার
518,Sonntag::N,yekşemb,রবিবার
519,groß::A,mezin,বৃহৎ
520,klein::A,çûçik,ছোট
521,lang::A,dirêj,দীর্ঘ
522,kurz::A,kin,খর্ব
523,kurz::A,kin,হ্রস্ব
524,breit::A,fireh,চওড়া
525,schmal::A,tenik,সরু
526,dicht::A,gir,ঘন
527,dick[Gegenstand]::A,şîşman,পুরু
528,dünn::A,zirav,কৃশ
529,fein::A,tenik,সূক্ষ্ম
530,fest::A,saxlem,দৃঢ়
531,flach::A,pahn,সমতল
532,glatt::A,dûz,মসৃণ
533,glatt::A,şayîk,মসৃণ
534,hart::A,hişk,শক্ত
535,weich::A,nerm,নরম
536,rund::A,gilover,গোলাকার
537,spitz::A,pîj,তীক্ষ্ন
538,scharf::A,tûj,শাণিত
539,stumpf::A,ne tûj,ভোঁতা
540,schwer::A,giran,ভারী
541,schön::A,xweş,সুন্দর
542,schön::A,xweşik,সুন্দর
543,heiß::A,kelandî,গরম
544,warm::A,germ,ঈষদুষ্ণ
545,kalt::A,sar,ঠাণ্ডা
546,kühl::A,jemîrî,শীতল
547,frisch::A,ter,তাজা
548,feucht::A,şil,ভিজা
549,nass::A,şilek,ভিজা
550,trocken::A,zuwa,শুষ্ক
551,voll::A,tijî,পূর্ণ
552,leer::A,vala,খালি
553,offen::A,vekirî,খোলা
554,geschlossen::A,asê,বন্ধ
555,sauber::A,pakij,নির্মল
556,schmutzig::A,lewitî,নোংরা
557,roh::A,xav,কাঁচা
558,reif::A,gihaştî,পাকা
559,lecker::A,xweş,সুস্বাদ
560,süß::A,şîrîn,মিষ্ট
561,bitter::A,tahl,তিক্ত
562,sauer::A,tirş,টক
563,hell::A,ronî,উজ্জ্বল
564,dunkel::A,tarî,অন্ধকারময়
565,schwarz::A,reş,কালো
566,weiß::A,sipî,সাদা
567,rot::A,sor,লাল
568,gelb::A,zer,হলদে
569,blau::A,şîn,নীল
570,grün::A,şîn,সবুজ
571,grau::A,gewr,ছাই-রঙা
572,bunt::A,rengîn,রঙিন
573,billig::A,erzan,সস্তা
574,teuer::A,biha,আক্রা
575,wertvoll::A,hêja,মহার্ঘ
576,wertvoll::A,giranbiha,মহার্ঘ
577,blind::A,kor,কানা
578,taub::A,kerr,বধির
579,kräftig::A,gir,বিশাল
580,kräftig::A,xurt,বিশাল
581,stark::A,xurt,শক্তিশালী
582,schwach::A,kesad,দুর্বল
583,fett::A,qelew,মোটা
584,schlank::A,zirav,কৃশ
585,hübsch::A,xweşik,সুন্দর
586,böse::A,xerab,খারাপ
587,böse::A,aciz,খারাপ
588,dumm::A,gêj,মূর্খ
589,faul::A,têmbêl,শ্রমবিমুখ
590,fleißig::A,jêhatî,পরিশ্রমী
591,geizig::A,destgirtî,ব্যয়কুণ্ঠ
592,klug::A,baqil,দক্ষ
593,geschickt::A,zîrek,পটু
594,geschickt::A,ziring,পটু
595,lieb::A,delal,প্রেয়
596,lustig::A,kêfxweş,প্রফুল্ল
597,sanft::A,nazenîn,নম্র
598,hungrig::A,birçî,ক্ষুধার্ত
599,krank::A,nexweş,অসুস্থ
600,nackt::A,rût,উলঙ্গ
601,nackt::A,tazî,উলঙ্গ
602,traurig::A,xemgîn,দুঃখিত
603,lebendig::A,bisaxî,জীবিত
604,gut::A,baş,ভালো
605,schlecht::A,xerab,মন্দ
606,richtig::A,rast,ঠিক
607,richtig::A,saxlem,ঠিক
608,schlimm::A,nebaş,কদর্য
609,wahr::A,rast,বাস্তব
610,alt::A,pîr,পুরাতন
611,alt::A,kevn,পুরাতন
612,neu::A,nû,নব
613,neu::A,nû,নূতন
614,ehemalig::A,kevnar,পূর্বকালীন
615,ehemalig::A,peşidar,পূর্বকালীন
616,alt[Lebewesen]::A,pîr,বৃদ্ধ
617,jung::A,xort,তরুণ
618,arm::A,feqîr,ক্ষুদ্র
619,arm::A,desteng,ক্ষুদ্র
620,reich::A,dewlemend,ধনবান্
621,bekannt::A,naskirî,সুপরিচিত
622,berühmt::A,navdar,বিখ্যাত
623,fremd::A,xerîb,বিদেশি
624,verschieden::A,çîhê,বিসদৃশ
625,nah::A,nêzîk,নিকটবতী
626,fern::A,dûr,দুরবতী
627,linker::A,çepê,বাম
628,rechter::A,rastê,ডান
629,rechter::A,rastê,ডাইন
630,anderer::A,yê din,অন্যতর
631,erster::A,yekemîn,প্রথম
632,zweiter::A,duda,দ্বিতীয়
633,dritter::A,sisêya,তৃতীয়
634,letzter::A,paşîn,সর্বশেষ
635,allein::ADV,tenê,একক
636,auf einmal::ADV,jar kê,জলদি
637,zusammen::ADV,tev,একসঙ্গে
638,zusammen::ADV,bi hev re,একসঙ্গে
639,lange::ADV,dirêj,লম্বা
640,plötzlich::ADV,ji nişkave,হঠাৎ
641,sofort::ADV,yekser,মুহ্ণর্তমধ্যে
642,später::ADV,paşiyê,পশ্চাতে
643,jetzt::ADV,nuha,এখন
644,heute::ADV,îro,আজ
645,morgen::ADV,sibeh,আগামিকাল
646,bald::ADV,nêzîk,অস্পকালমধ্যে
647,dann::ADV,paşê,তখন
648,gestern::ADV,do,গতকাল
649,einst::ADV,jar ke,একবার মাত্র
650,damals::ADV,hîngî,তখন
651,danach::ADV,piştra,পরে
652,vorher::ADV,pîşî,আগে
653,zuerst::ADV,bere,আগে
654,einmal::ADV,çarik,একবার
655,manchmal::ADV,çarna,কখনও কখনও
656,oft::ADV,gelek çaran,ঘনঘন
657,immer::ADV,daîm,সর্বদা
658,niemals::ADV,tu çar,কখলও নহে
659,hier::ADV,li vir,এখানে
660,hierhin::ADV,vir,এখানে
661,von hier::ADV,ji vir,ত্রই স্তান হইতে
662,dort::ADV,li wê derê,ওখানে
663,dorthin::ADV,wêda,ওখানে
664,geradeaus::ADV,rastê rast,অগ্রগামী
665,vorwärts::ADV,ber bi pêş,সন্মুখিকে
666,rückwärts::ADV,paşpê,খিরিয়া
667,zurück::ADV,paşdo,পিঠ
668,zurück::ADV,paşvê,পিঠ
669,unten::ADV,jêrî,নীচে
670,hinab::ADV,berjêr,নিম্নগামী
671,oben::ADV,banî,উপরে
672,hinauf::ADV,banî,উচ্চতর অংশে
673,überall::ADV,li her derê,সর্বত্র
674,nicht::ADV,ne,না
675,nicht::ADV,nîn,না
676,nicht::ADV,tine,না
677,ein wenig::ADV,hebkî,অল্প
678,kaum::ADV,tema,কষ্টসহকাবে
679,kaum::ADV,himangi,কষ্টসহকাবে
680,sehr::ADV,gelek,খুব
681,so::ADV,weha,তত
682,noch::ADV,hêj,এখন পর্যস্ত
683,noch::ADV,dîsa,এখন পর্যস্ত
684,nur::ADV,tenê,শুধু
685,nur::ADV,bes,শুধু
686,schon::ADV,hew,ইতঃপুর্বে
687,wieder::ADV,jar din,আবার
688,wieder::ADV,dîsa,আবার
689,vergebens::ADV,deya çun,বিফলে
690,vergebens::ADV,îfleh bûn,বিফলে
691,vor::PRP,li ber,সম্মুখে
692,hinter::PRP,li pişt,পশ্চাতে
693,unter::PRP,li bin,নীচে
694,durch::PRP,kura,দ্বারা
695,neben::PRP,li ba,কাছে
696,zwischen::PRP,nabeyne,মধ্যে
697,zwischen::PRP,di nav...da,মধ্যে
698,wegen::PRP,ji bo,জন্য
699,wegen::PRP,ji ber,জন্য
700,dies::PRN,ev,এটা
701,das::PRN,ev,ওটা
702,alles::PRN,hemû,সব
703,ich::PRN,ez,আমি
704,du::PRN,tu,তুমি
705,er::PRN,wî,উনি
706,wir::PRN,êm,আমরা
707,ihr::PRN,hûn,তোমরা
708,sie::PRN,we,তারা
709,was::FPRN,çi,কি
710,wer::FPRN,ki,কে
711,wo::FADV,li ku dere,কোথায়
712,wohin::FADV,li ku dere,কোথায়
713,wie::FADV,çawa,কেমন
714,warum::FADV,çima,কেন
