,Concept_ID,fr,os
1451,sich anziehen::V,s'habiller,дзаума скæнын
1452,sich anziehen::V,s'habiller,дарæс скæнын
1453,kämmen::V,peigner,ныффасын
1454,kämmen::V,peigner,æрфасын
1455,schmücken::V,orner,фӕлындын
1456,schmücken::V,décorer,фӕлындын
1457,sagen::V,dire,зæгъын
1458,sprechen::V,parler,дзурын
1459,reden::V,parler,ныхас кӕнын
1460,sich unterhalten::V,bavarder,ныхас кæнын
1461,sich unterhalten::V,s'entretenir,ныхас кæнын
1462,fragen::V,demander,фӕрсын
1463,bitten::V,prier,курын
1464,erzählen::V,raconter,радзурын
1465,erzählen::V,raconter,ратаурæгъ кæнын
1466,mitteilen::V,communiquer,фехъусын кæнын
1467,nennen::V,nommer,хонын
1468,nennen::V,appeler,хонын
1469,rufen::V,appeler,сидын
1470,prahlen::V,se vanter,ӕппӕлын
1471,übersetzen::V,traduire,ратæлмац кæнын
1472,denken::V,penser,ӕнхъӕлын
1473,denken::V,penser,хъуыды кӕнын
1474,glauben::V,croire,уырнын
1475,bemerken::V,remarquer,фенын
1476,bemerken::V,apercevoir,фенын
1477,erkennen::V,reconnaître,базонын
1478,begreifen::V,concevoir,ӕмбарын
1479,begreifen::V,concevoir,бамбарын
1480,verstehen::V,entendre,
1481,verstehen::V,comprendre,
1482,lernen::V,apprendre,ахуыр кӕнын
1483,wissen::V,savoir,зонын
1484,sich erinnern an::V,se souvenir de,зæрдыл æрлæууын
1485,sich erinnern an::V,se souvenir de,æрымысын
1486,sich erinnern an::V,se souvenir de,æрбаймысын
1487,sich erinnern an::V,se souvenir de,æрхъуыды кæнын
1488,vergessen::V,oublier,ферох кæнын
1489,vergessen::V,oublier,айрох кæнын
1490,messen::V,mesurer,барын
1491,zählen::V,compter,нымайын
1492,rechnen::V,calculer,хынцын
1493,lesen::V,lire,кӕсын
1494,lesen::V,lire,фӕрсын
1495,malen::V,peindre,ныв кӕнын
1496,zeichnen::V,dessiner,ныв кӕнын
1497,schreiben::V,écrire,фыссын
1498,besitzen::V,posséder,хицау уын
1499,kaufen::V,acheter,балхӕнын
1500,verkaufen::V,vendre,уӕй кӕнын
1501,bezahlen::V,payer,бафидын
1502,zahlen::V,payer,фидын
1503,beherrschen::V,dominer,æлдариуæг кæнын
1504,beherrschen::V,maîtriser,æлдариуæг кæнын
1505,ertragen::V,tolérer,бавзарын
1506,ertragen::V,supporter,бавзарын
