,Concept_ID,fr,os
175,Eichhörnchen::N,écureuil,æхсæрæг
176,Elch::N,élan,цæгатаг саг
177,Fuchs::N,renard,рувас
178,Hase::N,lièvre,тæрхъус
179,Maus::N,souris,мыст
180,Wolf::N,loup,бирӕгъ
181,Vogel::N,oiseau,цъиу
182,Vogel::N,oiseau,маргъ
183,Schwarm::N,nuée,бал
184,Schwarm::N,volée,бал
185,Huhn::N,poule,карк
186,Hahn::N,coq,уасӕг
187,Gans::N,oie,хъаз
188,Adler::N,aigle,цӕргӕс
189,Ente::N,canard,ацц
190,Eule::N,hibou, уыг
191,Eule::N,hibou,сидахъ
192,Kranich::N,grue,зырнæг
193,Kranich::N,grue,хърихъупп
194,Krähe::N,corneille,халон
195,Kuckuck::N,coucou,гаккук
196,Schwan::N,cygne,доныхъаз
197,Fisch::N,poisson,кӕсаг
198,Barsch::N,perche,окунь
199,Hecht::N,brochet,хихор кӕсаг
200,Schlange[Tier]::N,serpent,калм
201,Wurm::N,ver,зулкъ
202,Wurm::N,ver,къуыдыргалм
203,Spinne::N,araignée,хӕлуарӕг
204,Ameise::N,fourmi,мæлдзыг
205,Laus::N,pou,сыст
206,Mücke::N,moucheron,къогъо
207,Fliege::N,mouche,бындз
208,Schmetterling::N,papillon,гæлæбу
209,Beere::N,baie,гагадыргъ
210,Apfel::N,pomme,фӕткъуы
211,Pilz::N,champignon,зокъо
212,Pilz::N,champignon,къозо
213,Zwiebel::N,oignon,хъӕдындз
214,Saat::N,semence,тауинаг
215,Saat::N,semence,мыггаг
216,Korn::N,grain,мыггаг
217,Korn::N,grain,тауинаг
218,Heu::N,foin,хос
219,Schale::N,pelure,цъар
220,Grube::N,fosse,урм
221,Grube::N,fosse,къахт
222,Grube::N,fosse,дзыхъхъ
223,Falle::N,piège,цъысым
224,Falle::N,piège,къӕппӕг
225,Schlinge::N,lacs,цасм
226,Spur::N,trace,фæд
227,Asche::N,cendre,фӕнык
228,Asche::N,cendre,ӕртхутӕг
229,Dreck::N,crotte,цъыф
230,Eisen::N,fer,ӕфсӕйнаг
231,Gold::N,or,сыгъзӕрин
232,Silber::N,argent,ӕвзист
233,Kohle::N,charbon,ӕвзалы
234,Glas::N,verre,авг
235,Lehm::N,glaise,ӕлыг
236,Sand::N,sable,змис
237,Mensch::N,homme,лӕг
238,Mensch::N,homme,адӕймаг
239,Mensch::N,homme,удгоймаг
240,Mann::N,homme,лӕг
241,Mann::N,homme,нӕлгоймаг
242,Frau::N,femme,сылгоймаг
243,Kind::N,enfant,сывӕллон
244,Junge::N,garçon,лӕппу
245,Mädchen::N,fille,чызг
246,Mädchen::N,jeune fille,чызг
247,Familie::N,famille,бинонтæ
248,Großvater::N,grand-père,фыдыфыд
249,Großvater::N,grand-père,мадыфыд
250,Großmutter::N,grand-mère,фыды мад
251,Großmutter::N,grand-mère,мады мад
252,Eltern::N,parents,ныййарджытæ
253,Vater::N,père,фыд
254,Mutter::N,mère,мад
255,Sohn::N,fils,фырт
256,Tochter::N,fille,чызг
257,Bruder::N,frère,ӕфсымӕр
258,Schwester::N,sœur,хо
259,Onkel::N,oncle,фыдыфсымӕр
260,Tante::N,tante,мадыхо
261,Ehemann::N,mari,мой
262,Ehemann::N,époux,мой
263,Ehefrau::N,femme,ус
264,Ehefrau::N,épouse,ус
265,Freude::N,joie,цин
266,Freude::N,joie,циндзинад
267,Freude::N,plaisir,цин
268,Freude::N,plaisir,циндзинад
269,Gelächter::N,rires,худын
270,Gelächter::N,rires,худт
271,Gelächter::N,rires,худæг
272,Glück::N,bonheur,амонд
273,Kummer::N,peine,хъыг
274,Kummer::N,chagrin,хъыг
275,Wunsch::N,désir,бӕллиц
276,Lust::N,envie,монц
277,Geist::N,esprit,уд
278,Gedanke::N,idée,хъуыды
279,Gedanke::N,pensée,хъуыды
280,Gedächtnis::N,mémoire,мысæн
281,Gedächtnis::N,mémoire,мысын
282,Gedächtnis::N,mémoire,зæрдылдарын
283,Verstand::N,raison,зонд
284,Sinn::N,sens,нысаниуæг
285,Grund::N,cause,ӕфсон
286,Grund::N,raison,ӕфсон
287,Wahrheit::N,vérité,æцæг
288,Gespräch::N,conversation,ныхас
289,Märchen::N,conte,аргъау
290,Märchen::N,conte de fées,аргъау
291,Erzählung::N,conte,радзырд
292,Erzählung::N,narration,радзырд
293,Nachricht::N,message,уац
294,Neuigkeit::N,nouvelle,хабар
295,Name::N,nom,ном
296,Rätsel::N,énigme,уыци-уыци
297,Rätsel::N,énigme,базон-базон
298,Rätsel::N,devinette,уыци-уыци
299,Rätsel::N,devinette,базон-базон
300,Rede::N,parole,раныхас
301,Rede::N,discours,раныхас
302,Sprache::N,langue,ӕвзаг
303,Sprache::N,langage,ӕвзаг
304,Stimme::N,voix,хъӕлӕс
305,Wort::N,mot,дзырд
306,Zeichen::N,signe,нысан
307,Ruf::N,cri,сидт
308,Ruf::N,appel,сидт
309,Lärm::N,bruit,уынæр
310,Laut::N,son,зӕл
311,Laut::N,son,мыр
312,Ton::N,ton,мыр
313,Lied::N,chant,зарӕг
314,Lied::N,chanson,зарӕг
315,Ruhe::N,calme,æнцой
316,Ruhe::N,tranquillité,æнцой
317,Leute::N,gens,адӕм
318,Volk::N,peuple,адӕм
319,Arbeit::N,travail,фӕллой
320,Gast::N,hôte,уазӕг
321,Gast::N,invité,уазӕг
322,Geschenk::N,cadeau,хуын
323,Geschenk::N,présent,хуын
324,Spiel::N,jeu,хъазт
325,Gesellschaft::N,compagnie,дзыллæ
326,Gesellschaft::N,compagnie,æхсæнад
327,Hilfe::N,aide,æххуыс
328,Hilfe::N,aide,ахъаз
329,Hilfe::N,secours,æххуыс
330,Hilfe::N,secours,ахъаз
331,Freund::N,ami,лымӕн
332,Kamerad::N,copain,ӕмбал
333,Kamerad::N,camarade,ӕмбал
334,Angelegenheit::N,affaire,хъуыддаг
335,Anzahl::N,nombre,бӕрц
336,Art::N,sorte,хуыз
337,Art::N,sorte,хуызад
338,Art::N,espèce,хуыз
339,Art::N,espèce,хуызад
340,Stück::N,morceau,кæрдих
341,Stück::N,morceau,комдзаг
342,Teil::N,part,хай
343,Teil::N,partie,хай
344,Hälfte::N,moitié,æрдæг
345,Hälfte::N,moitié,æмбис
346,Kreis::N,cercle,зиллакк
347,Kreuz::N,croix,дзуар
348,Linie::N,ligne,хахх
349,Strich::N,trait,хахх
350,Abstand::N,écart,æхсæнуат
351,Entfernung::N,distance,дæрддзæг
352,Entfernung::N,distance,дардцæг
353,Gegend::N,région,ран
354,Gegend::N,contrée,ран
355,Platz::N,place,бууат
356,Ort::N,lieu,ран
357,Ort::N,lieu,бынат
358,Ort::N,endroit,ран
359,Ort::N,endroit,бынат
360,Seite::N,côté,фахс
361,Mitte::N,milieu,астӕу
362,Gegenstand::N,objet,дзаума
363,Sache::N,chose,дзаума
364,Rand::N,bord,кӕрон
365,Kante::N,arête,фӕрск
366,Ecke::N,coin,тигъ
367,Ecke::N,coin,фисын
368,Ecke::N,tournant,тигъ
369,Ecke::N,tournant,фисын
370,Spitze::N,cime,бырынкъ
371,Spitze::N,pointe,бырынкъ
372,Ende::N,bout,кӕрон
373,Loch::N,trou,хуынкъ
374,Winkel::N,coin,къуым
375,Winkel::N,réduit,къуым
376,Muster::N,dessin,нывæфтыд
377,Muster::N,dessin,кæдзист
378,Größe::N,grandeur,ас
379,Länge::N,longueur,дӕргъ
380,Höhe::N,hauteur,бæрзонд
381,Höhe::N,hauteur,бæрзæнд
382,Höhe::N,hauteur,бæрзонддзинад
383,Höhe::N,altitude,бæрзонд
384,Höhe::N,altitude,бæрзæнд
385,Höhe::N,altitude,бæрзонддзинад
386,Gewicht::N,poids,уӕз
387,Menge::N,quantité,бӕрц
388,Haufen::N,tas,кӕри
389,Reihe::N,file,рӕнхъ
390,Reihe::N,rangée,рӕнхъ
391,Boot::N,canot,чема
392,Boot::N,bateau,чема
393,Ruder::N,rame,къохар
394,Ruder::N,aviron,къохар
395,Schlitten::N,traîneau,дзоныгъ
396,Ski::N,ski,къахдзоныгътæ
397,Ski::N,ski,лыжæтæ
398,Lagerfeuer::N,feu de camp,арт
399,Last::N,charge,уаргъ
400,Last::N,fardeau,уаргъ
401,Gang::N,tour,цыд
402,Gang::N,marche,цыд
403,Schritt::N,pas,санчъех
404,Schritt::N,pas,къахдзӕф
405,Norden::N,nord,цæгат
406,Süden::N,sud,хуссар
407,Westen::N,ouest,ныгуылæн
408,Westen::N,occident,ныгуылæн
409,Osten::N,est,скæсæн
410,Osten::N,orient,скæсæн
411,Holz::N,bois,хъӕдӕрмӕг
412,Brett::N,planche,фæйнæг
413,Platte::N,plaque,къӕй
414,Stütze::N,appui,быцæу
415,Stütze::N,soutien,быцæу
416,Stange::N,barre,хъил
417,Stange::N,perche,хъил
418,Stock::N,canne,лӕдзӕг
419,Stab::N,bâton,хъил
420,Rohr::N,tube,хӕтӕл
421,Rohr::N,tuyau,хӕтӕл
422,Haus::N,maison,хӕдзар
423,Heim::N,maison,къона
424,Ofen::N,poêle,пец
425,Fußboden::N,plancher,астӕрд
426,Tisch::N,table,стъол
427,Stuhl::N,chaise,бандон
428,Wiege::N,berceau,авдæн
429,Bett::N,lit,сынтӕг
430,Regal::N,étagère,тӕрхӕг
431,Regal::N,étagère,уӕлвӕйнӕг
432,Kiste::N,caisse,асыкк
433,Fenster::N,fenêtre,рудзынг
434,Fenster::N,fenêtre,фæрссаг
435,Tür::N,porte,дуар
436,Tor::N,porte,кулдуар
437,Tor::N,portail,кулдуар
438,Zaun::N,clôture,æмбонд
439,Zaun::N,clôture,быру
440,Zaun::N,clôture,гæрæн
441,Dach::N,toit,уӕлхӕдзар
442,Leiter::N,échelle,асин
443,Besen::N,balai,уисой
444,Spaten::N,bêche,бел
445,Schaufel::N,pelle,æвгæнæн
446,Schaufel::N,pelle,кæфой
447,Gabel::N,fourchette,вилкæ
448,Löffel::N,cuiller,уидыг
449,Messer::N,couteau,кард
450,Nagel::N,clou,зӕгӕл
451,Netz::N,filet,хыз
452,Haken::N,croc,хæдз
453,Haken::N,croc,хæбырæгъ
454,Haken::N,crochet,хæдз
455,Haken::N,crochet,хæбырæгъ
456,Griff::N,prise,фистон
457,Griff::N,manche,фистон
458,Schloss::N,serrure,гуыдыр
459,Bild::N,image,ныв
460,Bild::N,tableau,ныв
461,Figur::N,figure,кæрдгæныв
462,Puppe::N,poupée,чындз
463,Beutel::N,sac,дзӕкъул
464,Beutel::N,petit sac,дзӕкъул
465,Bündel::N,paquet,баст
466,Bündel::N,faisceau,баст
467,Tasche::N,sac,хызын
468,Tasche::N,sac,дзæкъул
469,Eimer::N,seau,къæрта
470,Eimer::N,seau,чъыбыла
471,Eimer::N,seau,ведра
472,Deckel::N,couvercle,сæр
473,Deckel::N,couvercle,æмбæрзæн
474,Geschirr::N,vaisselle,мигæнæн
475,Geschirr::N,vaisselle,мигæнæнтæ
476,Sack::N,sac,голлаг
477,Tasse::N,tasse,пиала
478,Tasse::N,tasse,къус
479,Topf::N,pot,аг
480,Topf::N,pot,чысыл аг
481,Topf::N,marmite,аг
482,Topf::N,marmite,чысыл аг
483,Kessel::N,chaudron,аг
484,Essen::N,repas,хӕрд
485,Essen::N,manger,хӕрд
486,Nahrung::N,nourriture,хойраг
487,Speise::N,plat,хӕринаг
488,Fleisch::N,viande,дзидза
489,Fleisch::N,viande,фыдызгъӕл
490,Getreide::N,blé,халсар
491,Getreide::N,céréales,халсар
492,Brei::N,purée,кас
493,Brei::N,bouillie,кас
494,Brot::N,pain,дзул
495,Scheibe::N,tranche,къӕбӕр
496,Fett::N,graisse,сой
497,Butter::N,beurre,нӕлхӕ
498,Öl::N,huile,зети
499,Salz::N,sel,цӕхх
500,Suppe::N,soupe,бас
501,Suppe::N,potage,бас
502,Honig::N,miel,мыд
503,Milch::N,lait,ӕхсыр
504,Tee::N,thé,цай
505,Leder::N,cuir,мæскуы
506,Wolle::N,laine,фӕсмын
507,Stoff::N,tissu,хъуымац
508,Stoff::N,étoffe,хъуымац
509,Nadel::N,aiguille,судзин
510,Faden::N,fil,ӕндах
511,Knopf::N,bouton,цӕппӕр
512,Knoten::N,nœud,ӕлхынцъ
513,Farbe::N,peinture,ахорæн
514,Kleidung::N,vêtements,дарӕс
515,Kleidung::N,habillement,дарӕс
516,Hemd::N,chemise,хӕдон
517,Kragen::N,col,æфцæггот
518,Ärmel::N,manche,дыс
519,Hose::N,pantalon,хæлаф
520,Hose::N,pantalon,æддаг хæлаф
521,Hose::N,pantalon,салбар
522,Gürtel::N,ceinture,рон
523,Mütze::N,bonnet,худ
524,Mütze::N,casquette,худ
525,Schuh::N,soulier,басмахъ
526,Schuh::N,chaussure,басмахъ
527,Stiefel::N,botte,цырыхъхъ
528,Ring::N,bague,къухдарӕн
529,Band::N,ruban,лент
530,Kamm::N,peigne,сӕрвасӕн
531,Spiegel::N,glace,айдæн
532,Spiegel::N,glace,кæсæн
533,Spiegel::N,miroir,айдæн
534,Spiegel::N,miroir,кæсæн
535,Riemen::N,lanière,гӕрз
536,Riemen::N,courroie,гӕрз
537,Schnur::N,corde,бӕндӕн
538,Schnur::N,ficelle,бӕндӕн
539,Leine::N,laisse,
540,Decke::N,couverture,хъӕццул
541,Kissen::N,oreiller,баз
542,Tuch::N,drap,кæлмæрзæн
543,Tuch::N,drap,кæрдæн
544,Tuch::N,fichu,кæлмæрзæн
545,Tuch::N,fichu,кæрдæн
546,Handtuch::N,serviette,хисæрфæн
547,Handtuch::N,essuie-mains,хисæрфæн
548,Kraft::N,force,тых
549,Kraft::N,force,хъомыс
550,Stärke::N,vigueur,тых
551,Stärke::N,vigueur,æхсар
552,Gesundheit::N,santé,æнæниздзинад
553,Krankheit::N,maladie,низ
554,Krankheit::N,maladie,рын
555,Schmerz::N,douleur,рис
556,Wunde::N,plaie,цӕф
557,Wunde::N,blessure,цӕф
558,Fieber::N,fièvre,ризӕг
559,Fieber::N,fièvre,тӕфсӕг
560,Arznei::N,remède,хос
561,Arznei::N,médecine,хос
562,Brücke::N,pont,хид
563,Brunnen::N,puits,цъай
564,Weide::N,pâturage,хизæн
565,Weide::N,pâturage,хизæнуат
566,Weide::N,pâturage,сæрвæт
567,Pfad::N,sentier,къахвæндаг
568,Pfad::N,sentier,къахвæд
569,Weg::N,voie,фӕндаг
570,Weg::N,chemin,фӕндаг
571,Straße::N,route,фӕндаг
572,Dorf::N,village,хъӕу
573,Stadt::N,cité,сахар
574,Stadt::N,ville,сахар
575,Brief::N,lettre,фыстӕг
576,Buch::N,livre,чиныг
577,Buchstabe::N,lettre,дамгъӕ
578,Buchstabe::N,caractère,дамгъӕ
579,Zeitung::N,journal,газет
580,Leben::N,vie,цард
581,Leben::N,vie,цӕрӕнбон
582,Tod::N,mort,мæлæт
583,Tod::N,mort,адзал
584,Grab::N,tombe,ингӕн
585,Kirche::N,église,аргъуан
586,Sünde::N,péché,тæригъæд
587,Gott::N,dieu,хуыцау
588,Arbeiter::N,ouvrier,кусæг
589,Arbeiter::N,travailleur,кусæг
590,Chef::N,chef,ӕмцег
591,Chef::N,patron,ӕмцег
592,Meister::N,maître,мастер
593,Meister::N,maître,дæсны
594,Arzt::N,médecin,хосгæнæг
595,Arzt::N,médecin,дохтыр
596,Lehrer::N,professeur,ахуыргæнæг
597,Lehrer::N,instituteur,ахуыргæнæг
598,Geld::N,argent,ӕхца
599,Geschäft::N,affaire,бизнес
600,Geschäft::N,affaire,хъуыддаг
601,Geschäft::N,commerce,бизнес
602,Geschäft::N,commerce,хъуыддаг
603,Laden::N,magasin,дукани
604,Laden::N,boutique,дукани
605,Preis::N,prix,аргъ
606,Ware::N,marchandise,базайраг
607,Nutzen::N,profit,пайда
608,Reichtum::N,richesse,хъæздыгдзинад
609,Reichtum::N,richesse,исбон
610,Reichtum::N,richesse,мулк
611,Welt::N,monde,дуне
612,Land::N,pays,бӕстӕ
613,Staat::N,État,паддзахад
614,König::N,roi,къарол
615,Macht::N,pouvoir,хицаудзинад
616,Macht::N,puissance,хицаудзинад
617,Grenze::N,frontière,арӕн
618,Krieg::N,guerre,хӕст
619,Feind::N,ennemi,знаг
620,Feind::N,ennemi,фыдгул
621,Feind::N,ennemi,фыдзæрдæ
622,Feind::N,ennemi,сон
623,Gewalt::N,violence,тыхми
624,Gewalt::N,violence,тыхдзинад
625,Kampf::N,lutte,хæст
626,Kampf::N,lutte,хъæбысæйхæст
627,Kampf::N,lutte,тох
628,Kampf::N,combat,хæст
629,Kampf::N,combat,хъæбысæйхæст
630,Kampf::N,combat,тох
631,Bogen[Waffe]::N,arc,ӕрдын
632,Pfeil::N,flèche,фат
633,Gewehr::N,fusil,топп
634,Fehler::N,faute,рӕдыд
635,Fehler::N,erreur,рӕдыд
636,Lüge::N,mensonge,мӕнг
637,Lüge::N,mensonge,гӕдыдзинад
638,Schaden::N,dégât,зиан
639,Schaden::N,dommage,зиан
640,Unglück::N,malheur,бæллæх
641,Schuld::N,faute,азым
642,Schuld::N,culpabilité,азым
643,Alter::N,âge,кар
644,Schluss::N,fin,кæрон
645,Zeit::N,temps,рӕстӕг
646,Tag::N,jour,бон
647,Tag::N,journée,бон
648,Morgen::N,matin,райсом
649,Morgen::N,matinée,райсом
650,Mittag::N,midi,æмбисбон
651,Abend::N,soir,изӕр
652,Abend::N,soirée,изӕр
653,Nacht::N,nuit,ӕхсӕв
654,Woche::N,semaine,къуыри
655,Monat::N,mois,мӕй
656,Jahr::N,an,аз
657,Jahr::N,an,афӕдз
658,Jahr::N,année,аз
659,Jahr::N,année,афӕдз
660,Frühling::N,printemps,уалдзæг
661,Sommer::N,été,сӕрд
662,Herbst::N,automne,фæззæг
663,Winter::N,hiver,зымӕг
664,Januar::N,janvier,январь
665,Februar::N,février,февраль
666,März::N,mars,мартъи
667,April::N,avril,апрель
668,Mai::N,mai,май
669,Juni::N,juin,июнь
670,Juli::N,juillet,июль
671,August::N,août,август
672,September::N,septembre,сентябрь
673,Oktober::N,octobre,октябрь
674,November::N,novembre,ноябрь
675,Dezember::N,décembre,декабрь
676,Montag::N,lundi,къуырисæр
677,Dienstag::N,mardi,дыццæг
678,Mittwoch::N,mercredi,æртыццæг
679,Donnerstag::N,jeudi,цыппæрæм
680,Freitag::N,vendredi,майрæмбон
681,Samstag::N,samedi,сабат
682,Sonntag::N,dimanche,хуыцаубон
683,groß::A,grand,дынджыр
684,klein::A,petit,гыццыл
685,lang::A,long,даргъ
686,kurz::A,court,цыбыр
687,breit::A,large,фӕтӕн
688,schmal::A,étroit,нарӕг
689,schmal::A,étroit,уынгӕг
690,dicht::A,dense,бæзджын
691,dicht::A,dense,тар
692,dick[Gegenstand]::A,épais,сӕвджын
693,dünn::A,mince,тæнæг
694,fein::A,fin,лыстӕг
695,fein::A,menu,лыстӕг
696,fest::A,ferme,фидар
697,fest::A,ferme,хъӕддых
698,fest::A,solide,фидар
699,fest::A,solide,хъӕддых
700,flach::A,plat,тъӕпӕн
701,glatt::A,poli,лӕгъз
702,glatt::A,lisse,лӕгъз
703,hart::A,dur,хъӕбӕр
704,weich::A,mou,фӕлмӕн
705,rund::A,rond,тымбыл
706,spitz::A,aigu,цыргъбырынкъ
707,spitz::A,aigu,цыргъфындз
708,spitz::A,pointu,цыргъбырынкъ
709,spitz::A,pointu,цыргъфындз
710,scharf::A,tranchant,цыргъ
711,stumpf::A,mousse,къуымых
712,stumpf::A,émoussé,къуымых
713,schwer::A,lourd,уӕззау
714,schwer::A,pesant,уӕззау
715,schön::A,beau,аив
716,schön::A,beau,рӕсугъд
717,heiß::A,chaud,тӕвд
718,heiß::A,très chaud,тӕвд
719,warm::A,chaud,хъарм
720,kalt::A,froid,уазал
721,kühl::A,frais,сатæг
722,kühl::A,frais,уазалгомау
723,frisch::A,frais,сатæг
724,feucht::A,humide,уымӕл
725,nass::A,mouillé,хуылыдз
726,trocken::A,sec,хус
727,voll::A,plein,дзаг
728,voll::A,plein,йедзаг 
729,voll::A,rempli,дзаг
730,voll::A,rempli,йедзаг 
731,leer::A,vide,афтид
732,offen::A,ouvert,гом
733,geschlossen::A,clos,æхгæд
734,geschlossen::A,fermé,æхгæд
735,sauber::A,net,сыгъдæг
736,sauber::A,propre,сыгъдæг
737,schmutzig::A,sale,чъиллон
738,schmutzig::A,crasseux,чъиллон
739,roh::A,cru,хом
740,roh::A,brut,хом
741,reif::A,mûr,рӕгъӕд
742,lecker::A,délicieux,хӕрзад
743,lecker::A,appétissant,хӕрзад
744,süß::A,doux,адджын
745,bitter::A,amer,судзаг
746,sauer::A,aigre,туаг
747,hell::A,clair,рухс
748,dunkel::A,sombre,талынг
749,schwarz::A,noir,сау
750,weiß::A,blanc,урс
751,rot::A,rouge,сырх
752,gelb::A,jaune,бур
753,blau::A,bleu,цъӕх
754,grün::A,vert,цъӕх
755,grün::A,vert,кӕрдӕгхуыз
756,grau::A,gris,цъӕх
757,grau::A,gris,фӕныкхуыз
758,bunt::A,multicolore,хъулон
759,bunt::A,multicolore,гæрæм
760,billig::A,bon marché,аслам
761,teuer::A,cher,зынаргъ
762,wertvoll::A,précieux,зынаргъ
763,blind::A,aveugle,куырм
764,taub::A,sourd,къуырма
765,kräftig::A,fort,домбай
766,kräftig::A,fort,тыхджын
767,kräftig::A,vigoureux,домбай
768,kräftig::A,vigoureux,тыхджын
769,stark::A,fort,тыхджын
770,stark::A,puissant,тыхджын
771,schwach::A,faible,ӕнӕбон
772,fett::A,gras,нард
773,schlank::A,svelte,гуырвидыц
774,schlank::A,svelte,хæрзконд
