,Concept_ID,ja,it
324,Linie::N,線,lìnea
325,Strich::N,線,tratto
326,Abstand::N,距離,distanza
327,Entfernung::N,距離,distanza
328,Entfernung::N,距離,lontananza
329,Gegend::N,辺,regione
330,Gegend::N,地域,regione
331,Platz::N,ゆとり,posto
332,Platz::N,ゆとり,spazio
333,Ort::N,所,luogo
334,Ort::N,所,località
335,Ort::N,場所,luogo
336,Ort::N,場所,località
337,Seite::N,横,lato
338,Seite::N,横,parte
339,Mitte::N,真ん中,mezzo
340,Mitte::N,真ん中,centro
341,Gegenstand::N,物件,oggetto
342,Sache::N,物,cosa
343,Rand::N,端,orlo
344,Rand::N,端,bordo
345,Kante::N,縁,spìgolo
346,Ecke::N,角,canto
347,Spitze::N,先頭,punta
348,Ende::N,端,capo
349,Ende::N,端,estremità
350,Loch::N,穴,buco
351,Winkel::N,片隅,àngolo
352,Muster::N,模様,disegno
353,Größe::N,大きさ,taglia
354,Größe::N,大きさ,grandezza
355,Länge::N,長さ,lunghezza
356,Höhe::N,高さ,altezza
357,Gewicht::N,重さ,peso
358,Menge::N,量,quantità
359,Haufen::N,堆積,cùmulo
360,Haufen::N,堆積,mucchio
361,Reihe::N,並び,fila
362,Boot::N,ボート,barca
363,Boot::N,ボート,battello
364,Ruder::N,オール,remo
365,Schlitten::N,そり,slitta
366,Ski::N,スキー,sci
367,Lagerfeuer::N,篝火,falò
368,Lagerfeuer::N,篝火,fuoco di bivacco
369,Last::N,荷物,càrico
370,Gang::N,歩み,andata
371,Schritt::N,歩,passo
372,Norden::N,北,nord
373,Norden::N,北,settentrione
374,Süden::N,南,sud
375,Süden::N,南,meridione
376,Westen::N,西,òvest
377,Westen::N,西,occidente
378,Osten::N,東,est
379,Osten::N,東,oriente
380,Holz::N,木,legno
381,Holz::N,木材,legno
382,Brett::N,板,asse
383,Brett::N,板,tàvola
384,Platte::N,盤,lastra
385,Platte::N,盤,piastra
386,Stütze::N,支柱,supporto
387,Stange::N,棒,sbarra
388,Stange::N,棒,pèrtica
389,Stock::N,杖,verga
390,Stock::N,杖,bastone
391,Stock::N,杖,bacchetta
392,Stab::N,棒,asta
393,Rohr::N,管,tubo
394,Haus::N,家,casa
395,Heim::N,家,casa
396,Ofen::N,ストーブ,stufa
397,Fußboden::N,床,pavimento
398,Tisch::N,机,tàvolo
399,Stuhl::N,椅子,sedia
400,Wiege::N,揺籃,culla
401,Bett::N,ベッド,letto
402,Regal::N,棚,scaffale
403,Kiste::N,箱,cassa
404,Fenster::N,窓,finestra
405,Tür::N,戸,porta
406,Tür::N,ドア,porta
407,Tor::N,門,portone
408,Zaun::N,垣根,recinto
409,Dach::N,屋根,tetto
410,Leiter::N,梯子,scala
411,Leiter::N,梯子,scala a pioli
412,Besen::N,ほうき,scopa
413,Spaten::N,スコップ,vanga
414,Schaufel::N,シャベル,pala
415,Gabel::N,フォーク,forchetta
416,Löffel::N,スプーン,cucchiaio
417,Messer::N,ナイフ,coltello
418,Nagel::N,釘,chiodo
419,Netz::N,網,rete
420,Haken::N,鉤,uncino
421,Haken::N,フック,uncino
422,Griff::N,取っ手,mànico
423,Griff::N,取っ手,maniglia
424,Schloss::N,錠,serratura
425,Bild::N,絵,quadro
426,Bild::N,絵,immàgine
427,Figur::N,像,figura
428,Puppe::N,人形,bàmbola
429,Beutel::N,袋,borsa
430,Beutel::N,袋,sacchetto
431,Bündel::N,束,fascio
432,Bündel::N,束,fagotto
433,Bündel::N,包み,fascio
434,Bündel::N,包み,fagotto
435,Tasche::N,かばん,borsa
436,Eimer::N,バケツ,secchio
437,Deckel::N,蓋,coperchio
438,Geschirr::N,食器,stoviglie
439,Sack::N,袋,sacco
440,Tasse::N,カップ,tazza
441,Topf::N,鍋,pèntola
442,Kessel::N,釜,paiolo
443,Kessel::N,釜,calderone
444,Essen::N,食事,pasto
445,Essen::N,食事,mangiare
446,Nahrung::N,食物,cibo
447,Nahrung::N,食物,alimento
448,Speise::N,料理,piatto
449,Fleisch::N,肉,carne
450,Getreide::N,麦,cereali
451,Getreide::N,穀物,cereali
452,Brei::N,粥,purè
453,Brei::N,粥,pappa
454,Brot::N,パン,pane
455,Scheibe::N,枚,fetta
456,Scheibe::N,枚,trancia
457,Scheibe::N,切れ,fetta
458,Scheibe::N,切れ,trancia
459,Fett::N,脂肪,grasso
460,Butter::N,バター,burro
461,Öl::N,油,olio
462,Salz::N,塩,sale
463,Suppe::N,スープ,zuppa
464,Suppe::N,スープ,minestra
465,Honig::N,蜂蜜,miele
466,Milch::N,牛乳,latte
467,Tee::N,茶,tè
468,Tee::N,お茶,tè
469,Leder::N,革,pelle
470,Wolle::N,毛糸,lana
471,Stoff::N,布,panno
472,Stoff::N,布,tessuto
473,Nadel::N,針,ago
474,Faden::N,糸,filo
475,Knopf::N,ボタン,bottone
476,Knoten::N,結び目,nodo
477,Farbe::N,ペンキ,pittura
478,Kleidung::N,衣服,vestiti
479,Kleidung::N,衣服,vestiario
480,Hemd::N,シャツ,camicia
481,Kragen::N,襟,bàvero
482,Kragen::N,襟,colletto
483,Ärmel::N,袖,mànica
484,Hose::N,ズボン,calzoni
485,Gürtel::N,帯,cintura
486,Gürtel::N,ベルト,cintura
487,Mütze::N,帽子,berretto
488,Schuh::N,靴,scarpa
489,Stiefel::N,ブーツ,stivale
490,Ring::N,輪,anello
491,Band::N,リボン,nastro
492,Band::N,リボン,fettuccia
493,Kamm::N,櫛,pèttine
494,Spiegel::N,鏡,specchio
495,Riemen::N,緒,cinghia
496,Schnur::N,紐,corda
497,Leine::N,綱,guinzaglio
498,Decke::N,掛け布団,coperta
499,Kissen::N,枕,cuscino
500,Kissen::N,枕,guanciale
501,Tuch::N,スカーフ,fazzoletto
502,Handtuch::N,タオル,asciugamano
503,Kraft::N,力,forza
504,Stärke::N,強さ,forza
505,Stärke::N,強さ,vigore
506,Stärke::N,強さ,fortezza
507,Gesundheit::N,健康,salute
508,Krankheit::N,病気,malattìa
509,Schmerz::N,痛み,dolore
510,Wunde::N,傷,piaga
511,Wunde::N,傷,ferita
512,Fieber::N,熱,febbre
513,Arznei::N,薬,fàrmaco
514,Arznei::N,薬,medicina
515,Brücke::N,橋,ponte
516,Brunnen::N,井戸,pozzo
517,Weide::N,牧場,pàscolo
518,Pfad::N,小路,sentiero
519,Weg::N,道,via
520,Weg::N,道,cammino
521,Straße::N,街道,strada
522,Dorf::N,村,paese
523,Dorf::N,村,villaggio
524,Stadt::N,町,città
525,Stadt::N,都市,città
526,Brief::N,手紙,lèttera
527,Buch::N,本,libro
528,Buchstabe::N,文字,lèttera
529,Zeitung::N,新聞,giornale
530,Leben::N,生活,vita
531,Tod::N,死,morte
532,Grab::N,墓,tomba
533,Grab::N,墓,sepolcro
534,Kirche::N,教会,chiesa
535,Sünde::N,罪,peccato
536,Gott::N,神,dio
537,Arbeiter::N,労働者,operaio
538,Arbeiter::N,労働者,lavoratore
539,Chef::N,上司,capo
540,Chef::N,上司,padrone
541,Meister::N,達人,mastro
542,Meister::N,達人,maestro
543,Meister::N,マイスター,mastro
544,Meister::N,マイスター,maestro
545,Arzt::N,医者,mèdico
546,Arzt::N,医者,dottore
547,Lehrer::N,先生,professore
548,Geld::N,金,soldi
549,Geld::N,金,denaro
550,Geschäft::N,取り引き,affare
551,Geschäft::N,取り引き,negozio
552,Laden::N,店,negozio
553,Preis::N,値段,prezzo
554,Ware::N,商品,merce
555,Nutzen::N,利益,ùtile
556,Nutzen::N,利益,profitto
557,Reichtum::N,豊かさ,ricchezza
558,Welt::N,世界,mondo
559,Land::N,国,paese
560,Staat::N,国家,Stato
561,König::N,国王,re
562,Macht::N,権力,potere
563,Grenze::N,国境,confine
564,Grenze::N,国境,frontiera
565,Krieg::N,戦争,guerra
566,Feind::N,敵,nemico
567,Gewalt::N,暴力,violenza
568,Kampf::N,戦い,lotta
569,Bogen[Waffe]::N,弓,arco
570,Pfeil::N,矢,freccia
571,Gewehr::N,銃,fucile
572,Fehler::N,間違い,errore
573,Fehler::N,間違い,sbaglio
574,Lüge::N,嘘,bugìa
575,Lüge::N,嘘,menzogna
576,Schaden::N,損害,danno
577,Unglück::N,不幸,sfortuna
578,Schuld::N,罪,colpa
579,Alter::N,年,età
580,Alter::N,年齢,età
581,Schluss::N,終わり,fine
582,Zeit::N,時,tempo
583,Zeit::N,時間,tempo
584,Tag::N,日,giorno
585,Tag::N,日,giornata
586,Morgen::N,朝,mattina
587,Mittag::N,昼,mezzogiorno
588,Abend::N,晩,sera
589,Abend::N,晩,serata
590,Abend::N,夕方,sera
591,Abend::N,夕方,serata
592,Nacht::N,夜,notte
593,Woche::N,週,settimana
594,Monat::N,月,mese
595,Jahr::N,年,anno
596,Frühling::N,春,primavera
597,Sommer::N,夏,estate
598,Herbst::N,秋,autunno
599,Winter::N,冬,inverno
600,Januar::N,一月,gennaio
601,Februar::N,二月,febbraio
602,März::N,三月,marzo
603,April::N,四月,aprile
604,Mai::N,五月,maggio
605,Juni::N,六月,giugno
606,Juli::N,七月,luglio
607,August::N,八月,agosto
608,September::N,九月,settembre
609,Oktober::N,十月,ottobre
610,November::N,十一月,novembre
611,Dezember::N,十二月,dicembre
612,Montag::N,月曜日,lunedì
613,Dienstag::N,火曜日,martedì
614,Mittwoch::N,水曜日,mercoledì
615,Donnerstag::N,木曜日,giovedì
616,Freitag::N,金曜日,venerdì
617,Samstag::N,土曜日,sàbato
618,Sonntag::N,日曜日,domenica
619,groß::A,大きい,grande
620,klein::A,小さい,pìccolo
621,lang::A,長い,lungo
622,kurz::A,短い,corto
623,breit::A,広い,largo
624,schmal::A,狭い,stretto
625,dicht::A,密な,denso
626,dick[Gegenstand]::A,厚い,spesso
627,dünn::A,薄い,sottile
628,fein::A,細い,fine
629,fein::A,細い,delicato
630,fest::A,硬い,sodo
631,fest::A,硬い,fisso
632,flach::A,平らな,piano
633,flach::A,平らな,piatto
634,glatt::A,滑らかな,liscio
635,hart::A,堅い,duro
636,weich::A,柔らかい,molle
637,rund::A,丸い,rotondo
638,spitz::A,尖った,aguzzo
639,spitz::A,尖った,appuntito
640,scharf::A,鋭い,affilato
641,scharf::A,鋭い,tagliente
642,stumpf::A,鈍い,smussato
643,schwer::A,重い,pesante
644,schön::A,綺麗な,bello
645,heiß::A,熱い,caldo
646,heiß::A,熱い,bollente
647,warm::A,温かい,caldo
648,kalt::A,寒い,freddo
649,kalt::A,冷たい,freddo
650,kühl::A,涼しい,fresco
651,frisch::A,ひんやりした,fresco
652,feucht::A,湿った,ùmido
653,nass::A,濡れた,bagnato
654,trocken::A,乾いた,secco
655,voll::A,いっぱいの,pieno
656,leer::A,空の,vuoto
657,offen::A,開いた,aperto
658,geschlossen::A,閉まった,chiuso
659,sauber::A,清潔な,netto
660,sauber::A,清潔な,pulito
661,schmutzig::A,汚い,sporco
662,schmutzig::A,汚い,sùdicio
663,roh::A,生の,crudo
664,reif::A,熟した,maturo
665,lecker::A,美味しい,ghiotto
666,lecker::A,美味しい,squisito
667,süß::A,甘い,dolce
668,bitter::A,苦い,amaro
669,sauer::A,酸っぱい,aspro
670,sauer::A,酸っぱい,acerbo
671,hell::A,明るい,chiaro
672,dunkel::A,暗い,buio
673,dunkel::A,暗い,oscuro
674,schwarz::A,黒い,nero
675,weiß::A,白い,bianco
676,rot::A,赤い,rosso
677,gelb::A,黄色い,giallo
678,blau::A,青い,blu
679,blau::A,青い,azzurro
680,grün::A,緑の,verde
681,grau::A,灰色の,grigio
682,bunt::A,色取り取りの,variopinto
683,billig::A,安い,a buon prezzo
684,billig::A,安い,a buon mercato
685,teuer::A,高い,caro
686,wertvoll::A,貴重な,prezioso
687,blind::A,盲目の,cieco
688,taub::A,耳が聞こえない,sordo
689,kräftig::A,強力な,forte
690,kräftig::A,強力な,robusto
691,stark::A,強い,forte
692,stark::A,強い,vigoroso
693,schwach::A,弱い,dèbole
694,fett::A,太った,grasso
695,schlank::A,ほっそりした,snello
696,schlank::A,ほっそりした,slanciato
697,hübsch::A,素敵な,bello
698,hübsch::A,素敵な,carino
699,böse::A,悪い,cattivo
700,dumm::A,馬鹿な,stùpido
701,faul::A,怠惰な,pigro
702,fleißig::A,勤勉な,diligente
703,geizig::A,けちな,avaro
704,klug::A,賢い,intelligente
705,klug::A,頭のいい,intelligente
706,geschickt::A,器用な,àbile
707,lieb::A,愛らしい,caro
708,lustig::A,楽しい,gaio
709,lustig::A,楽しい,allegro
710,sanft::A,温和な,dolce
711,hungrig::A,空腹の,affamato
712,krank::A,病気の,malato
713,krank::A,病気の,infermo
714,nackt::A,裸の,nudo
715,traurig::A,悲しい,triste
716,lebendig::A,生きた,vivo
717,gut::A,良い,buono
718,schlecht::A,悪い,cattivo
719,schlecht::A,駄目な,cattivo
720,richtig::A,正しい,giusto
721,schlimm::A,ひどい,grave
722,wahr::A,本当の,vero
723,alt::A,古い,vecchio
724,neu::A,新しい,nuovo
725,ehemalig::A,以前の,vecchio
726,ehemalig::A,以前の,d'una_volta
727,alt[Lebewesen]::A,年を取った,anziano
728,jung::A,若い,giovane
729,arm::A,貧乏な,pòvero
730,reich::A,裕福な,ricco
731,bekannt::A,有名な,noto
732,bekannt::A,有名な,conosciuto
733,berühmt::A,有名な,famoso
734,berühmt::A,有名な,cèlebre
735,fremd::A,見知らぬ,estràneo
736,fremd::A,見知らぬ,straniero
737,verschieden::A,色々な,diverso
738,verschieden::A,色々な,differente
739,nah::A,近い,vicino
740,nah::A,近い,propinquo
741,fern::A,遠い,lontano
742,linker::A,左の,sinistro
743,rechter::A,右の,destro
744,anderer::A,別の,altro
745,erster::A,一番目,primo
746,zweiter::A,二番目,secondo
747,dritter::A,三番目,terzo
748,letzter::A,最後の,ùltimo
749,allein::ADV,一人で,solo
750,allein::ADV,一人で,da solo
751,auf einmal::ADV,同時に,insieme
752,zusammen::ADV,一緒に,insieme
753,lange::ADV,長い間,a lungo
754,plötzlich::ADV,急に,all'improvviso
755,sofort::ADV,すぐに,sùbito
756,sofort::ADV,すぐに,all'istante
757,später::ADV,後で,più tardi
758,jetzt::ADV,今,ora
759,jetzt::ADV,今,adesso
760,heute::ADV,今日,oggi
761,morgen::ADV,明日,domani
762,bald::ADV,間もなく,presto
763,bald::ADV,間もなく,tra poco
764,dann::ADV,それから,allora
765,gestern::ADV,昨日,ieri
766,einst::ADV,過去に,prima
767,einst::ADV,過去に,un tempo
768,damals::ADV,あの時,allora
769,danach::ADV,その後で,poi
770,danach::ADV,その後で,dopo
771,vorher::ADV,以前に,prima
772,zuerst::ADV,まず,prima
773,zuerst::ADV,まず,dapprima
774,zuerst::ADV,最初に,prima
775,zuerst::ADV,最初に,dapprima
776,einmal::ADV,一回,una volta
777,manchmal::ADV,時々,talvolta
778,manchmal::ADV,時々,qualche volta
779,oft::ADV,よく,spesso
780,immer::ADV,いつも,sempre
781,niemals::ADV,一度も...ない,non mai
782,hier::ADV,こちら,qua
783,hierhin::ADV,ここへ,qua
784,hierhin::ADV,こちらへ,qua
785,von hier::ADV,ここから,ne
786,von hier::ADV,ここから,da qui
787,dort::ADV,そちら,lì
788,dorthin::ADV,そこへ,là
789,dorthin::ADV,そちらへ,là
790,geradeaus::ADV,真っ直ぐに,diritto
791,vorwärts::ADV,前へ,avanti
792,rückwärts::ADV,後ろへ,all'indietro
793,zurück::ADV,後ろへ,di indietro
794,unten::ADV,下に,giù
795,unten::ADV,下に,sotto
796,hinab::ADV,下へ,giù
797,hinab::ADV,下へ,in giù
798,oben::ADV,上に,su
799,oben::ADV,上に,sopra
800,hinauf::ADV,上へ,in sù
801,hinauf::ADV,上へ,in alto
802,überall::ADV,どこでも,dappertutto
803,nicht::ADV,ない,non
804,ein wenig::ADV,少し,un po'
805,ein wenig::ADV,少し,un poco
806,ein wenig::ADV,ちょっと,un po'
807,ein wenig::ADV,ちょっと,un poco
808,kaum::ADV,ほとんど～ない,a appena
809,sehr::ADV,とても,molto
810,so::ADV,こう,così
811,so::ADV,こう,tanto
812,noch::ADV,まだ,ancora
813,nur::ADV,～だけ,solo
814,nur::ADV,～だけ,soltanto
815,schon::ADV,もう,già
816,wieder::ADV,再び,di nuovo
817,vergebens::ADV,無駄に,invano
818,vor::PRP,前に,davanti a
819,hinter::PRP,後ろに,dietro
820,unter::PRP,下に,sotto
821,durch::PRP,通して,per
822,durch::PRP,通して,attraverso
823,neben::PRP,横に,a accanto a
824,zwischen::PRP,間に,fra
825,wegen::PRP,為に,a causa di
826,wegen::PRP,せいで,a causa di
827,dies::PRN,これ,ciò
828,dies::PRN,これ,questo
829,das::PRN,それ,ciò
830,das::PRN,それ,quello
831,alles::PRN,全部,tutto
832,ich::PRN,私,ìo
833,du::PRN,あなた,tu
834,er::PRN,彼,lui
835,er::PRN,彼,egli
836,wir::PRN,私達,noi
837,ihr::PRN,あなた達,voi
838,sie::PRN,彼ら,loro
839,was::FPRN,何,che
840,was::FPRN,何,che cosa
841,wer::FPRN,誰,chi
842,wer::FPRN,どなた,chi
843,wo::FADV,どこ,dove
844,wo::FADV,どこに,dove
845,wohin::FADV,どこへ,dove
846,wie::FADV,どう,come
847,warum::FADV,何故,perche
848,warum::FADV,どうして,perche
849,wieviel::FNUM,どのくらい,quanto
850,eins::NUM,一,uno
851,zwei::NUM,二,due
852,zwei::NUM,二つ,due
