,Concept_ID,sah,nl
187,Barsch::N,алыһар,baars
188,Hecht::N,сордон,snoek
189,Schlange[Tier]::N,моҕой,slang
190,Schlange[Tier]::N,эриэн үөн,slang
191,Wurm::N,үөн,worm
192,Spinne::N,ооҕуй,spin
193,Ameise::N,кымырдаҕас,mier
194,Laus::N,быт,luis
195,Mücke::N,кумаар,mug
196,Fliege::N,сахсырҕа,vlieg
197,Schmetterling::N,лыах,vlinder
198,Schmetterling::N,үрүмэччи,vlinder
199,Beere::N,отон,bes
200,Apfel::N,яблоко,appel
201,Pilz::N,тэллэй,paddestoel
202,Zwiebel::N,луук,ui
203,Saat::N,сиэмэ,zaad
204,Korn::N,сиэмэ,graan
205,Korn::N,сиэмэ,korrel
206,Heu::N,от,hooi
207,Schale::N,хах,schil
208,Grube::N,дьаама,kuil
209,Falle::N,сохсо,val
210,Schlinge::N,уктаа,strop
211,Spur::N,суол,spoor
212,Asche::N,күл,as
213,Dreck::N,бадараан,drek
214,Eisen::N,тимир,ijzer
215,Gold::N,көмүс,goud
216,Gold::N,кыһыл көмүс,goud
217,Silber::N,көмүс,zilver
218,Silber::N,үрүҥ көмүс,zilver
219,Kohle::N,чох,kool
220,Glas::N,өстүөкүлэ,glas
221,Lehm::N,туой,klei
222,Sand::N,кумах,zand
223,Mensch::N,киһи,mens
224,Mann::N,эр,man
225,Frau::N,дьахтар,vrouw
226,Kind::N,оҕо,kind
227,Junge::N,уол,jongen
228,Mädchen::N,кыыс оҕо,meisje
229,Familie::N,кэргэн,gezin
230,Familie::N,кэргэн,familie
231,Großvater::N,эһэ,grootvader
232,Großmutter::N,эбэ,grootmoeder
233,Eltern::N,аҕа-ийэ,ouders
234,Vater::N,аҕа,vader
235,Mutter::N,ийэ,moeder
236,Sohn::N,уол,zoon
237,Tochter::N,кыыс,dochter
238,Bruder::N,убай,broer
239,Bruder::N,убай,broeder
240,Bruder::N,быраат,broer
241,Bruder::N,быраат,broeder
242,Schwester::N,аҕас,zus
243,Schwester::N,аҕас,zuster
244,Schwester::N,балыс,zus
245,Schwester::N,балыс,zuster
246,Onkel::N,таай,oom
247,Onkel::N,абаҕа,oom
248,Tante::N,эдьиий,tante
249,Ehemann::N,эр,echtgenoot
250,Ehefrau::N,ойох,echtgenote
251,Freude::N,үөрүү,vreugde
252,Gelächter::N,күлүү,gelach
253,Glück::N,дьол,geluk
254,Glück::N,соргу,geluk
255,Kummer::N,кутурҕан,verdriet
256,Wunsch::N,баҕарыы,wens
257,Wunsch::N,баҕарыы,verlangen
258,Lust::N,баҕа,zin
259,Lust::N,баҕа,lust
260,Geist::N,тыын,geest
261,Gedanke::N,санаа,gedachte
262,Gedächtnis::N,өй,geheugen
263,Verstand::N,өй,verstand
264,Sinn::N,суолта,betekenis
265,Grund::N,төрүөт,reden
266,Wahrheit::N,кырдьык,waarheid
267,Gespräch::N,бэсиэдэ,gesprek
268,Gespräch::N,кэпсэтии,gesprek
269,Märchen::N,остуоруйа,sprookje
270,Erzählung::N,кэпсээн,verhaal
271,Nachricht::N,биллэриллии,tijding
272,Neuigkeit::N,сонун,nieuws
273,Neuigkeit::N,сонун,nieuwtje
274,Name::N,аат,naam
275,Rätsel::N,таабырын,raadsel
276,Rede::N,этии,rede
277,Sprache::N,тыл,taal
278,Stimme::N,куолас,stem
279,Wort::N,тыл,woord
280,Zeichen::N,бэлиэ,teken
281,Ruf::N,ыҥырыы,roep
282,Lärm::N,айдаан,lawaai
283,Laut::N,тыас,klank
284,Laut::N,тыас,geluid
285,Ton::N,дорҕоон,toon
286,Ton::N,дорҕоон,klank
287,Lied::N,ырыа,lied
288,Ruhe::N,уу чуумпу,rust
289,Ruhe::N,уу чуумпу,stilte
290,Leute::N,дьон,lui
291,Leute::N,дьон,mensen
292,Volk::N,дьон,volk
293,Volk::N,норуот,volk
294,Arbeit::N,үлэ,werk
295,Arbeit::N,үлэ,arbeid
296,Gast::N,ыалдьыт,gast
297,Geschenk::N,бэлэх,cadeau
298,Geschenk::N,бэлэх,geschenk
299,Spiel::N,оонньуу,spel
300,Gesellschaft::N,общество,gezelschap
301,Hilfe::N,көмө,hulp
302,Freund::N,доҕор,vriend
303,Kamerad::N,атас,maat
304,Kamerad::N,атас,metgezel
305,Angelegenheit::N,дьыала,zaak
306,Angelegenheit::N,дьыала,aangelegenheid
307,Anzahl::N,ахсаан,tal
308,Anzahl::N,ахсаан,aantal
309,Art::N,биис,slag
310,Art::N,биис,soort
311,Stück::N,кырбас,stuk
312,Teil::N,ирээт,deel
313,Hälfte::N,аҥар,helft
314,Kreis::N,төгүрүк,kring
315,Kreis::N,төгүрүк,cirkel
316,Kreis::N,төгүрүмтэ,kring
317,Kreis::N,төгүрүмтэ,cirkel
318,Kreuz::N,кириэс,kruis
319,Linie::N,сурааһын,lijn
320,Strich::N,сурааһын,haal
321,Strich::N,сурааһын,streep
322,Abstand::N,арыт,afstand
323,Entfernung::N,ыраах,afstand
324,Gegend::N,сир,streek
325,Platz::N,арыт,ruimte
326,Ort::N,сир,oord
327,Ort::N,сир,plaats
328,Seite::N,өрүт,zij
329,Seite::N,өрүт,kant
330,Seite::N,өрүт,zijde
331,Seite::N,сирэй,zij
332,Seite::N,сирэй,kant
333,Seite::N,сирэй,zijde
334,Mitte::N,орто,midden
335,Gegenstand::N,предмет,voorwerp
336,Sache::N,мал,zaak
337,Rand::N,кытыы,rand
338,Rand::N,кытыы,boord
339,Rand::N,ойоҕос,rand
340,Rand::N,ойоҕос,boord
341,Kante::N,кырыы,kant
342,Ecke::N,муннук,hoek
343,Spitze::N,чыпчаал,punt
344,Spitze::N,чыпчаал,spits
345,Ende::N,төбө,einde
346,Ende::N,төбө,uiteinde
347,Loch::N,тэһэҕэс,gat
348,Loch::N,дьөлөҕөс,gat
349,Winkel::N,муннук,hoek
350,Muster::N,оһуор,dessin
351,Muster::N,оһуор,patroon
352,Größe::N,кээмэй,grootte
353,Länge::N,уста,lengte
354,Höhe::N,үрдүк,hoogte
355,Gewicht::N,ыйааһын,gewicht
356,Menge::N,ахсаан,hoeveelheid
357,Haufen::N,чөмчөх,hoop
358,Reihe::N,кэккэ,rij
359,Reihe::N,кэккэ,reeks
360,Boot::N,оҥочо,boot
361,Ruder::N,эрдии,roeiriem
362,Schlitten::N,сыарҕа,slee
363,Schlitten::N,сыарҕа,slede
364,Ski::N,хайыһар,ski
365,Lagerfeuer::N,кутаа,kampvuur
366,Last::N,ыарахан,last
367,Last::N,ыарахан,vracht
368,Gang::N,хаамыы,wandeling
369,Schritt::N,хардыы,stap
370,Schritt::N,хардыы,schrede
371,Norden::N,хоту,noorden
372,Süden::N,соҕуруу,zuiden
373,Westen::N,арҕаа,westen
374,Osten::N,илин,oosten
375,Holz::N,мас,hout
376,Brett::N,дуоска,plank
377,Brett::N,хаптаһын,plank
378,Platte::N,билиитэ,plaat
379,Stütze::N,тулааһын,stut
380,Stütze::N,тулааһын,steun
381,Stange::N,ураҕас,stang
382,Stock::N,мас,stok
383,Stock::N,баалкы,stok
384,Stab::N,ураҕас,staf
385,Rohr::N,турба,pijp
386,Haus::N,дьиэ,huis
387,Heim::N,дьиэ,tehuis
388,Ofen::N,оһох,kachel
389,Fußboden::N,муоста,vloer
390,Tisch::N,остуол,tafel
391,Stuhl::N,устуул,stoel
392,Wiege::N,биһик,wieg
393,Bett::N,кырабаат,bed
394,Regal::N,долбуур,rek
395,Kiste::N,дьааһык,kist
396,Fenster::N,түннүк,raam
397,Fenster::N,түннүк,venster
398,Tür::N,аан,deur
399,Tor::N,аан,poort
400,Zaun::N,соппулуот,omheining
401,Dach::N,кырыыса,dak
402,Leiter::N,кирилиэс,ladder
403,Besen::N,миинньик,bezem
404,Spaten::N,күрдьэх,schop
405,Schaufel::N,күрдьэх,schep
406,Gabel::N,биилкэ,vork
407,Löffel::N,луоска,lepel
408,Messer::N,быһах,mes
409,Nagel::N,тоһоҕо,spijker
410,Netz::N,илим,net
411,Haken::N,көхө,haak
412,Griff::N,ук,handvat
413,Griff::N,тутаах,handvat
414,Schloss::N,күлүүс,slot
415,Bild::N,хартыына,beeld
416,Figur::N,фигура,figuur
417,Puppe::N,куукула,pop
418,Beutel::N,мөһөөччук,zak
419,Beutel::N,мөһөөччук,buidel
420,Bündel::N,баайыы,pak
421,Bündel::N,баайыы,bundel
422,Tasche::N,суумка,tas
423,Eimer::N,биэдэрэ,emmer
424,Deckel::N,хаппах,deksel
425,Geschirr::N,иһит,vaatwerk
426,Sack::N,куул,zak
427,Tasse::N,сэлиэнэй,kop
428,Topf::N,көстүрүүҥкэ,pan
429,Kessel::N,хочуол,ketel
430,Essen::N,аһылык,eten
431,Nahrung::N,ас,voedsel
432,Speise::N,аһылык,spijs
433,Fleisch::N,эт,vlees
434,Getreide::N,злактар,graan
435,Brei::N,хааһы,pap
436,Brei::N,хааһы,brij
437,Brot::N,килиэп,brood
438,Scheibe::N,куһуок,plak
439,Scheibe::N,куһуок,snede
440,Fett::N,сыа,vet
441,Butter::N,арыы,boter
442,Öl::N,арыы,olie
443,Salz::N,туус,zout
444,Suppe::N,мин,soep
445,Honig::N,мүөт,honing
446,Milch::N,үүт,melk
447,Tee::N,чэй,thee
448,Leder::N,тирии,leer
449,Leder::N,тирии,leder
450,Wolle::N,түү,wol
451,Stoff::N,таҥас,stof
452,Nadel::N,иннэ,naald
453,Faden::N,сап,draad
454,Knopf::N,тимэх,knoop
455,Knoten::N,түмүк,knoop
456,Farbe::N,кырааска,verf
457,Kleidung::N,таҥас,kledij
458,Kleidung::N,таҥас,kleding
459,Hemd::N,ырбаахы,hemd
460,Kragen::N,саҕа,kraag
461,Ärmel::N,сиэх,mouw
462,Hose::N,ыстаан,broek
463,Hose::N,ыстаан,pantalon
464,Hose::N,бүрүүкэ,broek
465,Hose::N,бүрүүкэ,pantalon
466,Gürtel::N,кур,riem
467,Gürtel::N,кур,gordel
468,Mütze::N,бэргэһэ,muts
469,Schuh::N,бачыыҥка,schoen
470,Stiefel::N,саппыкы,laars
471,Ring::N,биһилэх,ring
472,Band::N,лиэнтэ,lint
473,Kamm::N,тараах,kam
474,Spiegel::N,сиэркилэ,spiegel
475,Riemen::N,кур,riem
476,Schnur::N,быа,koord
477,Leine::N,тэһиин,lijn
478,Decke::N,суорҕан,deken
479,Kissen::N,сыттык,kussen
480,Tuch::N,былаат,doek
481,Handtuch::N,соттор,handdoek
482,Kraft::N,сыра,kracht
483,Stärke::N,күүс,sterkte
484,Gesundheit::N,доруобуйа,gezondheid
485,Krankheit::N,ыарыы,ziekte
486,Schmerz::N,ыарыы,pijn
487,Wunde::N,баас,wond
488,Fieber::N,түрүлгэн,koorts
489,Fieber::N,лихорадка,koorts
490,Fieber::N,температура,koorts
491,Arznei::N,эмп,medicament
492,Arznei::N,эмп,geneesmiddel
493,Brücke::N,күргэ,brug
494,Brunnen::N,холуодьас,put
495,Brunnen::N,холуодьас,bron
496,Weide::N,мэччирэҥ,wei
497,Weide::N,мэччирэҥ,weide
498,Pfad::N,ыллык,pad
499,Weg::N,суол,weg
500,Straße::N,суол,baan
501,Straße::N,суол,straat
502,Dorf::N,дэриэбинэ,dorp
503,Stadt::N,куорат,stad
504,Brief::N,сурук,brief
505,Buch::N,кинигэ,boek
506,Buchstabe::N,буква,letter
507,Zeitung::N,хаһыат,krant
508,Zeitung::N,хаһыат,dagblad
509,Leben::N,тыын,leven
510,Tod::N,өлүү,dood
511,Grab::N,иин,graf
512,Kirche::N,таҥара дьиэтэ,kerk
513,Sünde::N,айыы,zonde
514,Gott::N,тангара,god
515,Arbeiter::N,үлэһит,arbeider
516,Chef::N,баһылык,chef
517,Chef::N,начальник,chef
518,Meister::N,уус,meester
519,Meister::N,маастар,meester
520,Arzt::N,врач,arts
521,Arzt::N,врач,dokter
522,Lehrer::N,учуутал,leraar
523,Lehrer::N,учуутал,onderwijzer
524,Geld::N,харчы,geld
525,Geschäft::N,идэ,zaak
526,Laden::N,маҕаһыын,winkel
527,Preis::N,сыана,prijs
528,Ware::N,табаар,waar
529,Nutzen::N,туһа,nut
530,Nutzen::N,туһа,voordeel
531,Reichtum::N,баай,rijkdom
532,Welt::N,аан дойду,wereld
533,Land::N,дойду,land
534,Staat::N,государство,staat
535,König::N,король,koning
536,Macht::N,былаас,macht
537,Grenze::N,кыраныысса,grens
538,Krieg::N,сэрии,oorlog
539,Feind::N,өстөөх,vijand
540,Gewalt::N,күүһүлээһин,geweld
541,Kampf::N,охсуһуу,strijd
542,Kampf::N,охсуһуу,gevecht
543,Bogen[Waffe]::N,ох,boog
544,Pfeil::N,ох,pijl
545,Gewehr::N,саа,geweer
546,Fehler::N,сыыһа,fout
547,Lüge::N,сымыйа,leugen
548,Schaden::N,хоромньу,schade
549,Unglück::N,алдьархай,tegenspoed
550,Schuld::N,буруй,schuld
551,Alter::N,саас,leeftijd
552,Schluss::N,тиһэх,slot
553,Zeit::N,бириэмэ,tijd
554,Tag::N,күн,dag
555,Morgen::N,сарсыарда,morgen
556,Morgen::N,сарсыарда,ochtend
557,Mittag::N,күн ортото,middag
558,Abend::N,киэһэ,avond
559,Nacht::N,түүн,nacht
560,Woche::N,нэдиэлэ,week
561,Monat::N,ый,maand
562,Jahr::N,сыл,jaar
563,Jahr::N,дьыл,jaar
564,Frühling::N,саас,lente
565,Frühling::N,саас,voorjaar
566,Sommer::N,сайын,zomer
567,Herbst::N,күһүн,herfst
568,Winter::N,кыһын,winter
569,Januar::N,тохсунньу,januari
570,Februar::N,олунньу,februari
571,März::N,кулун тутар,maart
572,April::N,муус устар ый,april
573,Mai::N,ыам ыйа,mei
574,Juni::N,бэс ыйа,juni
575,Juli::N,от ыйа,juli
576,August::N,атырдьах ыйа,augustus
577,September::N,балаҕан ыйа,september
578,Oktober::N,алтынньы,oktober
579,November::N,сэтинньи,november
580,Dezember::N,ахсынньы,december
581,Montag::N,бэнидиэнньик,maandag
582,Dienstag::N,оптуорунньук,dinsdag
583,Mittwoch::N,сэрэдэ,woensdag
584,Donnerstag::N,чэппиэр,donderdag
585,Freitag::N,бээтинсэ,vrijdag
586,Samstag::N,субуота,zaterdag
587,Sonntag::N,баскыһыанньа,zondag
588,groß::A,бөдөҥ,groot
589,groß::A,улахан,groot
590,klein::A,кыр,klein
591,lang::A,уһун,lang
592,kurz::A,кылгас,kort
593,breit::A,кэтит,breed
594,schmal::A,кыараҕас,smal
595,dicht::A,хойуу,dicht
596,dick[Gegenstand]::A,суон,dik
597,dick[Gegenstand]::A,хойуу,dik
598,dünn::A,чараас,dun
599,fein::A,бытархай,fijn
600,fein::A,синньигес,fijn
601,fest::A,бөҕө,vast
602,fest::A,кытаанах,vast
603,flach::A,хаптаҕай,plat
604,glatt::A,кылааккай,glad
605,hart::A,хатан,hard
606,hart::A,кытаанах,hard
607,weich::A,сымнаҕас,week
608,rund::A,төгүрүк,rond
609,spitz::A,сытыы,spits
610,spitz::A,сытыы,puntig
611,spitz::A,уһуктаах,spits
612,spitz::A,уһуктаах,puntig
613,scharf::A,сытыы,scherp
614,stumpf::A,сыппах,stomp
615,schwer::A,ыарахан,zwaar
616,schön::A,кыраһыабай,mooi
617,schön::A,кыраһыабай,fraai
618,heiß::A,итии,heet
619,warm::A,ичигэс,warm
620,kalt::A,тымныы,koud
621,kühl::A,сөрүүн,koel
622,frisch::A,ыраас,fris
623,frisch::A,сөрүүн,fris
624,frisch::A,тымныы,fris
625,feucht::A,сииктээх,vochtig
626,nass::A,инчэҕэй,nat
627,trocken::A,кураан,droog
628,voll::A,толору,vol
629,leer::A,иччитэх,leeg
630,offen::A,аһаҕас,open
631,geschlossen::A,бүтэй,gesloten
632,sauber::A,сэбэр,net
633,sauber::A,сэбэр,schoon
634,schmutzig::A,кирдээх,vuil
635,roh::A,сиикэй,rauw
636,reif::A,буспут,rijp
637,reif::A,сиппит-хоппут,rijp
638,lecker::A,минньигэс,lekker
639,süß::A,минньигэс,zoet
640,bitter::A,аһыы,bitter
641,sauer::A,аһыы,zuur
642,hell::A,сырдык,licht
643,hell::A,сырдык,helder
644,dunkel::A,хараҥа,donker
645,schwarz::A,хара,zwart
646,weiß::A,үрүҥ,wit
647,weiß::A,маҥан,wit
648,rot::A,кыһыл,rood
649,gelb::A,саһархай,geel
650,blau::A,күөх,blauw
651,grün::A,күөх,groen
652,grün::A,от күөҕэ,groen
653,grau::A,сиэрэй,grijs
654,bunt::A,эриэн,bont
655,billig::A,чэпчэки,goedkoop
656,teuer::A,сыаналаах,duur
657,wertvoll::A,сыаналаах,kostbaar
658,wertvoll::A,сыаналаах,waardevol
659,blind::A,хараҕа суох,blind
660,taub::A,дьүлэй,doof
661,kräftig::A,модун,krachtig
662,stark::A,күүстээх,sterk
663,schwach::A,мөлтөх,zwak
664,fett::A,эмис,vet
665,schlank::A,дьылҕан,slank
666,schlank::A,дьыпсаҕай,slank
667,hübsch::A,олус кэрэ,leuk
668,hübsch::A,көрүөхтэн үчүгэй,leuk
669,böse::A,өһүөннээх,kwaad
670,dumm::A,акаары,dom
671,faul::A,нэс,lui
672,fleißig::A,кыһамньылаах,vlijtig
673,geizig::A,иҥсэлээх,gierig
674,klug::A,өйдөөх,slim
675,klug::A,өйдөөх,schrander
676,klug::A,өйдөөх,verstandig
677,geschickt::A,наһаа дьоҕурдаах,handig
678,geschickt::A,наһаа дьоҕурдаах,vaardig
679,lieb::A,тапталлаах,lief
680,lustig::A,көрдөөх,vrolijk
681,sanft::A,намчы,zacht
682,sanft::A,сымнаҕас,zacht
683,hungrig::A,аччык,hongerig
684,krank::A,ыалдьар,ziek
685,nackt::A,сыгынньах,naakt
686,traurig::A,санаарҕабыллаах,treurig
687,traurig::A,санаарҕабыллаах,bedroefd
688,lebendig::A,тыыннаах,levend
689,gut::A,үтүө,goed
690,gut::A,үчүгэй,goed
691,schlecht::A,куһаҕан,slecht
692,richtig::A,сөп,juist
693,schlimm::A,сидьиҥ,erg
694,schlimm::A,сидьиҥ,kwaad
695,schlimm::A,быдьар,erg
696,schlimm::A,быдьар,kwaad
697,wahr::A,кырдьык,waar
698,alt::A,былыргы,oud
699,neu::A,саҥа,nieuw
700,ehemalig::A,урукку,voormalig
701,alt[Lebewesen]::A,кырдьаҕас,oud
702,jung::A,эдэр,jong
703,arm::A,дьадаҥы,arm
704,reich::A,баай,rijk
705,bekannt::A,билэр,bekend
706,berühmt::A,аатырбыт,beroemd
707,fremd::A,атын,vreemd
708,verschieden::A,араас,verscheiden
709,verschieden::A,араас,verschillend
710,nah::A,чугас,nabij
711,nah::A,чугас,nabijgelegen
712,fern::A,ыраах,ver
713,linker::A,хаҥас,linker
714,rechter::A,уҥа,rechter
715,anderer::A,атын,andere
716,erster::A,маҥнайгы,eerste
717,zweiter::A,иккис,tweede
718,dritter::A,үһүс,derde
719,letzter::A,тиһэх,laatste
720,allein::ADV,соҕотох,alleen
721,auf einmal::ADV,биирдэ,ineens
722,auf einmal::ADV,биирдэ,tegelijk
723,zusammen::ADV,холбуу,samen
724,zusammen::ADV,холбуу,bijeen
725,lange::ADV,уһуннук,lang
726,plötzlich::ADV,эмискэ,eensklaps
727,plötzlich::ADV,эмискэ,plotsklaps
728,sofort::ADV,тута,terstond
729,sofort::ADV,тута,aanstonds
730,sofort::ADV,тута,onmiddelijk
731,später::ADV,хойут,later
732,jetzt::ADV,билигин,nu
733,jetzt::ADV,билигин,nou
734,jetzt::ADV,билигин,thans
735,heute::ADV,бүгүн,heden
736,heute::ADV,бүгүн,vandaag
737,morgen::ADV,сарсын,morgen
738,bald::ADV,өтөр,gauw
739,bald::ADV,өтөр,weldra
740,dann::ADV,кэнна,dan
741,dann::ADV,кэнна,toen
742,gestern::ADV,бэҕэһээ,gisteren
743,einst::ADV,биир төгүл,eens
744,einst::ADV,арай биирдэ,eens
745,damals::ADV,оччоҕо,toen
746,damals::ADV,оччоҕо,destijds
747,danach::ADV,аары,daarna
748,danach::ADV,ол кэнниттэн,daarna
749,vorher::ADV,урут,vooraf
750,vorher::ADV,урут,van tevoren
751,zuerst::ADV,маҥнай,eerst
752,zuerst::ADV,маҥнай,het eerst
753,einmal::ADV,биирдэ,eens
754,einmal::ADV,биирдэ,eenmaal
755,manchmal::ADV,арыт,soms
756,oft::ADV,чаастатык,vaak
757,oft::ADV,чаастатык,dikwijls
758,immer::ADV,мэлдьи,altijd
759,niemals::ADV,хаһан да,nooit
760,hier::ADV,маныаха,hier
761,hierhin::ADV,бэттэх,hierheen
762,von hier::ADV,мантан,van hier
763,von hier::ADV,мантан,hiervandaan
764,dort::ADV,онно,daar
765,dort::ADV,онно,ginds
766,dorthin::ADV,онно,daarheen
767,geradeaus::ADV,быһа,rechtuit
768,geradeaus::ADV,быһа,rechtdoor
769,geradeaus::ADV,быһаччы,rechtuit
770,geradeaus::ADV,быһаччы,rechtdoor
771,vorwärts::ADV,инники,vooruit
772,vorwärts::ADV,инники,voorwaarts
773,rückwärts::ADV,төттөру,achteruit
774,rückwärts::ADV,төттөру,achterwaarts
775,zurück::ADV,төттөрү,terug
776,unten::ADV,аллара,beneden
777,unten::ADV,аллара,onderaan
778,hinab::ADV,аллара,omlaag
779,hinab::ADV,аллара,naar beneden
780,oben::ADV,үөһэ,boven
781,hinauf::ADV,өрө,omhoog
782,hinauf::ADV,өрө,naar boven
