,Concept_ID,hy,te
88,Kälte::N,դող,చలి
89,Hitze::N,շոգ,వేడిమి
90,Raureif::N,ցօղեղեամ,మంచు
91,Regenbogen::N,ծիածան,ఇంద్రధనుస్సు
92,Donner::N,որոտ,ఉరుము
93,Strömung::N,հոսանք,ప్రవాహము
94,Tropfen::N,կաթիլ,చుక్క
95,Schaum::N,փրփուր,నురుగు
96,Schmutz::N,կեղտ,మైల
97,See::N,լիճ,సరస్సు
98,Sumpf::N,ճահիճ,చిత్తడినేల
99,Moor::N,ճահիճ,చిత్తడినేల
100,Wiese::N,մարգագետին,పచ్చిక బయలు
101,Wald::N,անտառ,అడవి
102,Hügel::N,բլուր,చివ్నకొండ
103,Anhöhe::N,բարձունք,కొండ
104,Berg::N,լեռ,పర్వతము
105,Gipfel::N,գագաթ,శిఖరము
106,Gipfel::N,կատար,శిఖరము
107,Höhle::N,քարայր,గుహ
108,Abhang::N,լանջ,ఏటవాలు
109,Abhang::N,զառիվայր,ఏటవాలు
110,Quelle::N,աղբյուր,మూలము
111,Bach::N,վտակ,కాలువ
112,Fluss::N,գետ,నది
113,Ufer::N,ծովափ,తీరము
114,Küste::N,ափ,తీరము
115,Küste::N,ծովափ,తీరము
116,Festland::N,ցամաք,భూమి
117,Meer::N,ծով,సముద్రము
118,Bucht::N,հաչիւն,మరుగు
119,Insel::N,վղզի,దీవి
120,Blume::N,ծաղիկ,పుష్పము
121,Gras::N,խոտ,పచ్చగడ్డి
122,Wurzel::N,արմատ,వేరు
123,Baum::N,ծառ,చెట్టు
124,Stamm::N,իրան,చెట్టుబోదె
125,Rinde::N,կեղեւ,చెట్టుపట్ట
126,Rinde::N,հաչոց,చెట్టుపట్ట
127,Ast::N,ճյուղ,కొమ్మ
128,Zweig::N,ճյուղ,చివుకు
129,Blatt::N,տերեւ,ఆకు
130,Birke::N,ցարասի,తరహా చెట్టు
131,Kiefer[Baum]::N,սոճի,దేవదారు చెట్టు
132,Weide[Baum]::N,ուռենի,జాతిచెట్టు
133,Tanne::N,եղեւին,దేవదారుచెట్టు
134,Feder::N,փետուր,ఈక
135,Fell::N,մորթի,తోలు
136,Flügel::N,թեւ,ఱెక్క
137,Klaue::N,չանչ,వంకరగోరు
138,Kralle::N,ճանկ,వంకరగోరు
139,Schwanz::N,պոչ,తోక
140,Ei::N,ձու,గ్రుడ్డు
141,Nest::N,բույն,పక్షిగూడు
142,Bau::N,որջ,గుహ
143,Bau::N,բայոց,గుహ
144,Tier::N,կենդանի,జంతువు
145,Herde::N,հոտ,మంద
146,Kuh::N,կով,ఆవు
147,Bulle::N,ցուլ,గిత్త
148,Pferd::N,ձի,గుఱ్ఱము
149,Schaf::N,ոչխար,గొఱ్ఱె
150,Schwein::N,խոզ,పంది
151,Hund::N,շուն,కుక్క
152,Katze::N,կատու,పిల్లి
153,Bär::N,արջ,ఎలుగుబంటి
154,Eichhörnchen::N,սկյուռ,ఉడుత
155,Elch::N,հիւսիսային եղջերու,కణంజు
156,Fuchs::N,աղվես,గుంటనక్క
157,Hase::N,նապաստակ,కుందేలు
158,Maus::N,մուկ,చిట్టెలుక
159,Wolf::N,գայլ,తోడేలు
160,Vogel::N,թռչուն,పక్షి
161,Schwarm::N,երամ,గుంపు
162,Huhn::N,հավ,కోడిపిల్ల
163,Hahn::N,աքաղաղ,కోడివుంజు
164,Gans::N,սագ,ఆడుబాతు
165,Adler::N,արծիվ,గ్రద్ద
166,Ente::N,բադ,పాట్టిబాతు
167,Eule::N,բու,గ్రుడ్లగూబ
168,Kranich::N,կռունկ,కొంగ
169,Krähe::N,ագռավ,కాకి
170,Kuckuck::N,կուկու,కోయల
171,Schwan::N,կարապ,హంస
172,Fisch::N,ձուկ,చేప
173,Barsch::N,պերկես,ఒకచేఁప
174,Hecht::N,գայլաձուկ,గండుమీను
175,Schlange[Tier]::N,օձ,పాము
176,Wurm::N,որդ,పురుగు
177,Wurm::N,ճիճու,పురుగు
178,Spinne::N,սարդ,సాలె పురుగు
179,Ameise::N,միջյուն,చీమ
180,Laus::N,ոջիլ,పేను
181,Mücke::N,մժղուկ,చీకటీగ
182,Fliege::N,ճանճ,ఈగ
183,Schmetterling::N,թիթեռ,సీతాకోకచిలుక
184,Beere::N,հատապտուղ,కాయ
185,Apfel::N,խնձոր,ఆపిల్ పండు
186,Pilz::N,սունկ,కుక్కగొడుగు
187,Zwiebel::N,սոխ,నీరుల్లి
188,Saat::N,սերմ,విత్తనము
189,Korn::N,հատիկ,గింజ
190,Heu::N,խոտ,ఎండుగడ్డి
191,Schale::N,կեղեւ,పొట్టు
192,Grube::N,փոս,గొయ్యి
193,Falle::N,ծուղակ,బోను
194,Schlinge::N,խեղդան,ఉరి
195,Spur::N,հետք,జాడ
196,Asche::N,մոխիր,బూడిద
197,Dreck::N,աղտ,ముఱికి
198,Eisen::N,երկաթ,ఇనుము
199,Gold::N,ոսկի,బంగారము
200,Silber::N,արծաթ,వెండి
201,Kohle::N,քարածուխ,నేలబొగ్గు
202,Glas::N,ապակի,గాజు
203,Lehm::N,կավ,బంకమన్ను
204,Sand::N,ավազ,ఇసుక
205,Mensch::N,մարդ,నరుడు
206,Mann::N,մարդ,పురుమడు
207,Mann::N,տղամարդ,పురుమడు
208,Frau::N,կին,ఆడుది
209,Kind::N,զավակ,బిడ్డ
210,Junge::N,տղա,బాలుడు
211,Mädchen::N,աղջիկ,బాలిక
212,Familie::N,ընտանիք,కుటుంబము
213,Großvater::N,պապ,తాత
214,Großmutter::N,տատ,అయ్యమ్మ
215,Eltern::N,ծնողներ,తల్లితండ్రులు
216,Vater::N,հայր,తండ్రి
217,Mutter::N,մայր,తల్లి
218,Sohn::N,որդի,కొడుకు
219,Tochter::N,աղջիկ,కూతురు
220,Tochter::N,դուստր,కూతురు
221,Bruder::N,եղբայր,పోదరుడు
222,Schwester::N,քույր,సోదరి
223,Onkel::N,քեռի,మేనమామ
224,Onkel::N,հորեղբայր,మేనమామ
225,Tante::N,մորաքույր,మేనత్త
226,Tante::N,մորաքույր,పినతల్లి
227,Ehemann::N,մարդ,భర్త
228,Ehemann::N,ամուսին,భర్త
229,Ehefrau::N,կին ամուսին,భార్య
230,Freude::N,ուրախություն,సంతోషము
231,Gelächter::N,ծիծաղ,నవ్వు
232,Glück::N,երջանկություն,సంతోషము
233,Kummer::N,վիշտ,దుఃఖము
234,Wunsch::N,ցանկություն,కోరిక
235,Lust::N,փափագ,కోరిక
236,Lust::N,իղձ,కోరిక
237,Geist::N,ոգի,ఆత్మ
238,Gedanke::N,միտք,ఆలోచన
239,Gedächtnis::N,հիշողություն,జ్ఞాపకము
240,Verstand::N,խելք,మనస్సు
241,Sinn::N,իմաստ,అర్థము
242,Grund::N,պատճառ,కారణము
243,Wahrheit::N,ճշմարտություն,సత్యము
244,Gespräch::N,զրույց,పంభాషణ
245,Märchen::N,պայիկի պատմություն,అద్భుతకథ
246,Erzählung::N,պատմվածք,కథ
247,Erzählung::N,պատմություն,కథ
248,Nachricht::N,հաղորդագրություն,వార్త
249,Neuigkeit::N,լուր,వార్త
250,Neuigkeit::N,նորություն,వార్త
251,Name::N,անուն,పేరు
252,Rätsel::N,բարդ խնդիր,చిక్కు
253,Rede::N,ճառ,ఉపన్యాసము
254,Rede::N,ելույթ,ఉపన్యాసము
255,Sprache::N,լեզու,భాష
256,Stimme::N,ձայն,కంరథ్సని
257,Wort::N,բառ,మాట
258,Zeichen::N,նշան,గుర్తు
259,Ruf::N,կոչ,పిలువు
260,Ruf::N,կանչ,పిలువు
261,Lärm::N,աղմուկ,సందడి
262,Laut::N,հնչյուն,ధ్వని
263,Laut::N,ձայն,ధ్వని
264,Ton::N,տոն,స్వరము
265,Lied::N,երգ,పాట
266,Ruhe::N,անդորրություն,గాలిలేమి
267,Leute::N,մարդիկ,జనులు
268,Volk::N,ազգ,జాతి
269,Arbeit::N,գործ,పని
270,Arbeit::N,աշխատանք,పని
271,Gast::N,հյուր,అతిధి
272,Geschenk::N,նվեր,దానము
273,Spiel::N,խաղ,ఆట
274,Gesellschaft::N,ընկերություն,జట్టు
275,Hilfe::N,օգնությթուն,సాహాయ్యము
276,Freund::N,ընկեր,స్నేహితుడు
277,Freund::N,բարեկամ,స్నేహితుడు
278,Kamerad::N,ուղեկից,చెలికాడు
279,Angelegenheit::N,բան,విషయము
280,Angelegenheit::N,գործ,విషయము
281,Anzahl::N,քանակ,లెక్క
282,Anzahl::N,գումար,లెక్క
283,Art::N,տեսակ,జాతి
284,Stück::N,կտոր,తునుక
285,Teil::N,մաս,భాగము
286,Hälfte::N,կես,సగము
287,Kreis::N,շիջանակ,వృత్తము
288,Kreuz::N,խաչ,సిలువ
289,Linie::N,գիծ,గీత
290,Strich::N,գիծ,గీత
291,Abstand::N,անջրպետ,సందు
292,Entfernung::N,հեռավորություն,దూరము
293,Gegend::N,շրջան,విస్తీర్ణము
294,Platz::N,տարածություն,ఎడము
295,Ort::N,տեղ,స్థలము
296,Ort::N,վայր,స్థలము
297,Seite::N,կողմ,ప్రక్క
298,Mitte::N,մեջտեղ,నడిమి
299,Gegenstand::N,առարկա,పద్దు
300,Sache::N,բան,వస్తువు
301,Rand::N,վերջք,అంచు
302,Kante::N,եզր,అంచు
303,Ecke::N,անկյուն,మూల
304,Spitze::N,ծայր,మొన
305,Ende::N,ծայր,కొన
306,Loch::N,անցք,రంధ్రము
307,Winkel::N,անկյուն,కోణము
308,Muster::N,օրինակ,మాదిరి
309,Größe::N,մեծություն,పరిమాణము
310,Länge::N,երկարություն,పొడుగు
311,Höhe::N,բարձրություն,పొడుగు
312,Gewicht::N,կշիռ,భారము
313,Menge::N,քանակ,మొత్తము
314,Haufen::N,դեզ,రాశి
315,Haufen::N,կույտ,రాశి
316,Reihe::N,շարք,వరుస
317,Reihe::N,կարգ,వరుస
318,Boot::N,նավակ,పడవ
319,Ruder::N,թի,అడక
320,Ruder::N,թիակ,అడక
321,Schlitten::N,բալխիր,సరవండ్లు
322,Ski::N,դահուկ,స్కీ
323,Lagerfeuer::N,բացօդեայ կրակ,నెగడు
324,Last::N,բեռ,బరువు
325,Gang::N,զբոսանք,నడక
326,Schritt::N,քայլ,అడుగు
327,Norden::N,հյուսիս,ఉత్తరదిక్కు
328,Süden::N,հարավ,దక్షిణము
329,Westen::N,արեւմուտք,పడమర
330,Osten::N,արեւելք,తూర్పు
331,Holz::N,փայտ,కొయ్య
332,Brett::N,տախտակ,పలక
333,Platte::N,թիթեղ,పలక
334,Stütze::N,նեցուկ,వాల్సేడ్లు
335,Stange::N,ձող,స్తంభము
336,Stock::N,փայտ,కఱ్ఱ
337,Stab::N,ցուպ,కఱ్ఱ
338,Stab::N,գավազան,కఱ్ఱ
339,Rohr::N,խողովակ,గొట్టము
340,Haus::N,տուն,ఇల్లు
341,Heim::N,տուն,స్వగృహము
342,Ofen::N,վառարան,పొయ్యి
343,Fußboden::N,հատակ,నేల
344,Tisch::N,սեղան,మేజా
345,Stuhl::N,աթոռ,కుర్చీ
346,Wiege::N,օրորոց,ఉయ్యాల
347,Bett::N,անկողին,పడక
348,Bett::N,անկողին,మంచం
349,Regal::N,դարակ,అటక
350,Kiste::N,տուփ,వెట్టె
351,Fenster::N,պատուհան,కిటికి
352,Tür::N,դուռ,ద్వారము
353,Tor::N,դարպաս,ద్వారము
354,Zaun::N,ցանկապատ,కంచె
355,Dach::N,տանիք,ఇంటివైకప్పు
356,Dach::N,կտուր,ఇంటివైకప్పు
357,Leiter::N,սանդուղք,నిచ్చెన
358,Besen::N,ավել,చీపురుకట్ట
359,Spaten::N,բահ,పాఱ
360,Schaufel::N,թի,పాఱ
361,Gabel::N,պատառաքաղ,ముండ్లగరిటె
362,Löffel::N,գդալ,గరిటె
363,Messer::N,դանակ,కత్తి
364,Nagel::N,մեխ,మేకు
365,Netz::N,ցանց,వల
366,Haken::N,կարթ,కొక్కెము
367,Griff::N,կոթ,పిడి
368,Griff::N,բռնակ,పిడి
369,Schloss::N,կողպեք,తాళము
370,Bild::N,նկար,చిత్రము
371,Bild::N,պատկեր,చిత్రము
372,Figur::N,քանդակ,రూపము
373,Figur::N,պատկեր,రూపము
374,Puppe::N,տիկնիկ,బొమ్మ
375,Beutel::N,տոպրակ,సంచి
376,Bündel::N,կապոց,మూట
377,Tasche::N,պայուսակ,సంచి
378,Eimer::N,դույլ,చేద
379,Deckel::N,կափարիչ,మూత
380,Geschirr::N,ամանեղեն,వంటకాలు
381,Sack::N,պարկ,గోనెసంచి
382,Sack::N,տոպրակ,గోనెసంచి
383,Tasse::N,թաս,గిన్నె
384,Tasse::N,գավաթ,గిన్నె
385,Topf::N,անոթ,కుండ
386,Kessel::N,կաթսա,నీరుకాచుపాత్ర
387,Essen::N,կերակուր,ఆహారము
388,Nahrung::N,ուտելիք,ఆహారము
389,Speise::N,խորտիկ,ఆహారము
390,Speise::N,կերակուր,ఆహారము
391,Fleisch::N,միս,మాంసము
392,Getreide::N,հացահատիկ,ధాన్యము
393,Brei::N,լանդակ,గుజ్జు
394,Brot::N,հաց,రొట్టె
395,Scheibe::N,կտոր,బద్ద
396,Scheibe::N,պատառ,బద్ద
397,Fett::N,ճարպ,క్రొవ్వు
398,Butter::N,կարագ,వెన్న
399,Öl::N,ձեթ,నూనె
400,Salz::N,աղ,ఉప్పు
401,Suppe::N,սուպ,చారు
402,Suppe::N,ապուր,చారు
403,Honig::N,մեղր,తెనె
404,Milch::N,կաթ,పాలు
405,Tee::N,թեյ,తేనీరు
406,Leder::N,կաշի,బాగుచేసివతోలు
407,Wolle::N,բուրդ,ఉన్ని
408,Stoff::N,գործվածք,బట్ట
409,Nadel::N,ասեղ,సూది
410,Faden::N,թել,దారము
411,Knopf::N,կոճակ,బొత్తాము
412,Knoten::N,հանգույց,ముడి
413,Farbe::N,ներկ,రంగు
414,Kleidung::N,հագուստ,బట్టలు
415,Hemd::N,վերնաշապիկ,చొక్కాయ
416,Kragen::N,օձիք,మాల
417,Ärmel::N,թեւք,చొక్కాయచెయ్యి
418,Hose::N,շալվար,ఇజారు
419,Gürtel::N,գոտի,పటకా
420,Mütze::N,կեպի,టోపి
421,Schuh::N,կոշիկ,పాదరక్ష
422,Stiefel::N,երկարաճիթ կոշիկ,బూటు
423,Ring::N,զնգալ,ఉంగరము
424,Band::N,ժապավեն,నాడా
425,Kamm::N,սանր,దువ్వెన
426,Spiegel::N,հայելի,అద్దము
427,Riemen::N,փոկ,వాడా
428,Schnur::N,լար,దారము
429,Leine::N,փոկ,వారు
430,Decke::N,վերմակ,కంబళి
431,Kissen::N,բարձ,తలగడ
432,Tuch::N,թաշկինակ,బట్ట
433,Handtuch::N,սրբիչ,తువాలు
434,Kraft::N,ուժ,బలము
435,Stärke::N,պնդություն,శక్తి
436,Stärke::N,ամրություն,శక్తి
437,Gesundheit::N,առողջություն,ఆరోగ్యము
438,Krankheit::N,ախտ,రోగము
439,Krankheit::N,հիվանդություն,రోగము
440,Schmerz::N,ցավ,నొప్పి
441,Schmerz::N,տանջանք,నొప్పి
442,Wunde::N,վերք,గాయము
443,Fieber::N,տենդ,జ్వరము
444,Arznei::N,դեղ,మందు
445,Brücke::N,կամուրջ,వంతెన
446,Brunnen::N,հոր,బావి
447,Brunnen::N,հոր,కూపము
448,Brunnen::N,հոր,నుయ్యి
449,Brunnen::N,ջրհոր,బావి
450,Brunnen::N,ջրհոր,కూపము
451,Brunnen::N,ջրհոր,నుయ్యి
452,Weide::N,արոտավայր,పచ్చికబయలు
453,Pfad::N,արահետ,కాలిత్రోవ
454,Weg::N,ուղի,మార్గము
455,Straße::N,ճանապարհ,బాట
456,Dorf::N,գյուղ,గ్రామము
457,Stadt::N,քաղաք,పట్టణము
458,Brief::N,նամակ,జాబు
459,Buch::N,գիրք,పుస్తకము
460,Buchstabe::N,տառ,అక్షరము
461,Buchstabe::N,գիր,అక్షరము
462,Zeitung::N,լրագիր,వార్తాపత్రిక
463,Leben::N,կյանք,ప్రాణము
464,Tod::N,մահ,మరణము
465,Grab::N,գերեզման,సమాధి
466,Kirche::N,եկեղեցի,క్రెస్తవులగుడి
467,Sünde::N,մեղք,పాపము
468,Gott::N,աստված,దేవుడు
469,Arbeiter::N,բանվոր,పనిపాటుచేశేవాడు
470,Arbeiter::N,աշխատող,పనిపాటుచేశేవాడు
471,Chef::N,տեր,యజమానుడు
472,Meister::N,վարպետ,కళాకారుడు
473,Arzt::N,բժիշկ,వైద్యుడు
474,Lehrer::N,ուսուցիչ,ఉపాధ్యాయుడు
475,Geld::N,փող,ద్రవ్యము
476,Geschäft::N,գործ,వ్యాపారము
477,Geschäft::N,աշխատանք,వ్యాపారము
478,Laden::N,կրպակ,అంగడి
479,Laden::N,խանութ,అంగడి
480,Preis::N,գին,వెల
481,Ware::N,ապրանք,సరకులు
482,Nutzen::N,օգուտ,ప్రయోజనము
483,Reichtum::N,հարստություն,ధనము
484,Welt::N,աշխարհ,ప్రపంచము
485,Land::N,երկիր,దేశము
486,Staat::N,պետություն,రాజ్యము
487,König::N,արքա,రాజు
488,König::N,թագավոր,రాజు
489,Macht::N,իշխանություն,అధికారము
490,Grenze::N,սահման,సరిహద్దు
491,Krieg::N,պատերազմ,యుద్ధము
492,Feind::N,թշնամի,శత్రువు
493,Gewalt::N,բռնություն,దౌర్జన్యము
494,Gewalt::N,սաստկություն,దౌర్జన్యము
495,Kampf::N,մարտ,పోట్లాట
496,Bogen[Waffe]::N,աղեղ,విల్లు
497,Pfeil::N,նետ,బాణము
498,Gewehr::N,հրացան,తుపాకి
499,Fehler::N,սխալ,తప్ప
500,Lüge::N,սուտ,అసత్యము
501,Schaden::N,վնաս,నష్టము
502,Unglück::N,դժբախտություն,దురదృష్టము
503,Schuld::N,պակասություն,తప్పు
504,Alter::N,հասակ,వయస్సు
505,Schluss::N,վերջ,ముగింపు
506,Schluss::N,վախճան,ముగింపు
507,Zeit::N,ժամանակ,కాలము
508,Tag::N,օր,దినము
509,Morgen::N,առավոտ,ఉదయము
510,Mittag::N,կեսօր,మధ్యాహ్నము
511,Abend::N,երեկո,సాయంకాలము
512,Nacht::N,գիշեր,రత్రి
513,Woche::N,շաբաթ,వారము
514,Monat::N,ամիս,నెల
515,Jahr::N,տարի,సంవత్సరము
516,Frühling::N,գարուն,వసంతకాలము
517,Sommer::N,ամառ,వేసవికాము
518,Herbst::N,աշուն,ఆకురాలుకాలము
519,Winter::N,ձմեռ,శీతకాలము
520,Januar::N,հունվար,జనవరి
521,Februar::N,փետրվար,ఫిబ్రవరి
522,März::N,մարտ,మార్చి
523,April::N,ապրիլ,ఏప్రిలు
524,Mai::N,մայիս,మే
525,Juni::N,հունիս,జూన్
526,Juli::N,հուլիս,జూలై
527,August::N,օգոստոս,ఆగస్టు
528,September::N,սեպտեմբեր,సెప్ఠెంబరు
529,Oktober::N,հոկտեմբեր,అక్టోబరు
530,November::N,նոյեմբեր,నవంబరు
531,Dezember::N,դեկտեմբեր,డిసెంబర్
532,Montag::N,երկուշաբթի,సోమవారము
533,Dienstag::N,երեքշաբթի,మంగళవారము
534,Mittwoch::N,չորեքշաբթի,బుధవారము
535,Donnerstag::N,հինգշաբթի,గురువారము
536,Freitag::N,ուրբաթ,శుక్రవారము
537,Samstag::N,շաբաթ,శనివారము
538,Sonntag::N,կիրակի,ఆదివారము
539,groß::A,մեծ,గొప్పైన
540,groß::A,խոշոր,గొప్పైన
541,klein::A,պստիկ,చిన్న
542,klein::A,փոքրիկ,చిన్న
543,lang::A,երկար,పొడుగాటి
544,kurz::A,կարճ,పొట్టి
545,breit::A,լայն,వెడల్పైన
546,schmal::A,նեղ,ఇఱుకైన
547,dicht::A,խիտ,దట్టమైన
548,dick[Gegenstand]::A,հաստ,దట్టమైన
549,dünn::A,բարակ,పలుచని
550,fein::A,նուրբ,నాజాకైన
551,fest::A,ամուր,దృడమైవ
552,fest::A,պինդ,దృడమైవ
553,flach::A,տափակ,చదువైన
554,glatt::A,հարթ,నున్నని
555,hart::A,կարծր,కఠినమైన
556,weich::A,մեղմ,మృదువైన
557,weich::A,փափուկ,మృదువైన
558,rund::A,կլոր,గుండ్రని
559,spitz::A,սրածայր,మొనగల
560,scharf::A,սուր,పదనైన
561,stumpf::A,գուլ,వాడిలేని
562,schwer::A,ծանր,బరువ్తెన
563,schön::A,սիրուն,సుందరమైన
564,schön::A,գեղեցիկ,సుందరమైన
565,heiß::A,թեժ,వేడియైన
566,warm::A,տաք,వెచ్చని
567,warm::A,ջերմ,వెచ్చని
568,kalt::A,ցուրտ,చల్లని
569,kühl::A,զով,చల్లని
570,frisch::A,թարմ,తాజాయైన
571,feucht::A,ղոնավ,చెమ్మగానున్న
572,nass::A,թաց,తడిగామన్న
573,trocken::A,ցամաք,ఎండిన
574,voll::A,լի,నిండు
575,voll::A,լիքը,నిండు
576,leer::A,դատարկ,శూన్యమైన
577,offen::A,բաց,తెఱచియున్న
578,geschlossen::A,գոց,మూసిన
579,sauber::A,մաքուր,పరిశుద్ధమైన
580,schmutzig::A,կեղտոտ,ముఱికియైన
581,roh::A,հում,పచ్చి
582,reif::A,հասած,పండివ
583,reif::A,հասուն,పండివ
584,lecker::A,համեղ,రుచి గల
585,süß::A,անուշ,తియ్యని
586,bitter::A,կծու,చేదైన
587,sauer::A,թթու,పుల్లని
588,sauer::A,թթված,పుల్లని
589,hell::A,պայծառ,కాంతిగల
590,hell::A,խելամիտ,కాంతిగల
591,dunkel::A,մութ,చీకటియైన
592,schwarz::A,սեւ,నల్లని
593,weiß::A,սպիտակ,తెలుపు
594,rot::A,կարմիր,ఎఱ్ఱని
595,gelb::A,դեղին,పసుపు పచ్చ
596,blau::A,կապույտ,నీలవర్ణము
597,grün::A,կանաչ,ఆకుపచ్చని
598,grau::A,գորշ,నెరిసిన
599,bunt::A,գոյնզգոյն,రంగేలీ
600,billig::A,էժան,చౌకయైన
601,teuer::A,թանկ,వెలపొడుగైన
602,wertvoll::A,թանկարժեք,విలుప్తెన
603,blind::A,կույր,గ్రుడ్డి
604,taub::A,խուլ,చెవిటి
605,kräftig::A,հզոր,శక్తి గల
606,stark::A,ուժեղ,బలమైన
607,schwach::A,տկար,బలహీనమైన
608,schwach::A,թույլ,బలహీనమైన
609,fett::A,գեր,క్రొవ్విన
610,schlank::A,նիհար,సన్నని
611,hübsch::A,գրավիչ,సాగప్తెన
612,hübsch::A,սիրունիկ,సాగప్తెన
613,böse::A,չար,చెడ్డ
614,dumm::A,հիմար,తెలివిలేని
615,faul::A,ծույլ,సోమరియైన
616,fleißig::A,ջանասեր,శ్రద్దగల
617,fleißig::A,փութաջան,శ్రద్దగల
618,geizig::A,ագահ,పిసినారియైన
619,geizig::A,կծծի,పిసినారియైన
620,klug::A,խելոք,తెలివిగల
621,klug::A,ընդունակ,తెలివిగల
622,geschickt::A,ճարտար,నిపుణతగల
623,lieb::A,սիրելի,ప్రియమైన
624,lustig::A,զվարթ,ఉల్లాసము గల
625,sanft::A,հեզ,సాధువైన
626,hungrig::A,քաղցած,ఆకలిగొనిన
627,krank::A,հիվանդ,వ్యాధిగల
628,nackt::A,մերկ,దిగంబరమైన
629,traurig::A,տխուր,విచారముగల
630,lebendig::A,կենդանի,ప్రాణముతో నున్న
631,gut::A,լավ,మంచి
632,schlecht::A,վատ,చెడ్డ
633,richtig::A,ձիշտ,సరియైన
634,schlimm::A,լղրճուկ,అసహ్యమైన
635,wahr::A,ճիշտ,నిజమైన
636,wahr::A,իրական,నిజమైన
637,alt::A,հին,ముసలి
638,neu::A,նոր,క్రొత్త
639,ehemalig::A,նախկին,పూర్వపు
640,alt[Lebewesen]::A,ծեր,ముసలి
641,alt[Lebewesen]::A,պառավ,ముసలి
642,jung::A,մատաղ,పసి
643,arm::A,աղքատ,బీద
644,reich::A,հարուստ,ధనవంతుడైన
645,bekannt::A,ծանոթ,తెలిసిన
646,berühmt::A,հայտնի,ప్రపిద్దికెక్కివ
647,berühmt::A,հռչակավոր,ప్రపిద్దికెక్కివ
648,fremd::A,օտար,అన్యమైన
649,verschieden::A,տարբեր,భేదమైన
650,nah::A,մոտ,దగ్గఱనున్న
