,Concept_ID,kl,br
308,Rand::N,akerfineq,kantenn
309,Kante::N,akerfineq,kantenn
310,Ecke::N,teqeqqoq,korn
311,Ecke::N,tikeqqoq,korn
312,Spitze::N,inngik,begell
313,Ende::N,isu,dibenn
314,Loch::N,putu,toull
315,Winkel::N,teqeqqorissaat,
316,Muster::N,ilisserut,tresadenn
317,Größe::N,angissuseq,ment
318,Länge::N,takissuseq,hirder
319,Gewicht::N,oqimaalutaq,pouez
320,Menge::N,amerlassuseq,bern
321,Haufen::N,eqimattat,bern
322,Reihe::N,allunaasaq,steud
323,Boot::N,qajaq,bag
324,Boot::N,angallat,bag
325,Boot::N,umiatsiaq,bag
326,Ruder::N,iput,roeñv
327,Schlitten::N,qamutit,trainell
328,Schlitten::N,qimusseq,trainell
329,Ski::N,ataarut,ski
330,Last::N,nammagaq,karg
331,Schritt::N,allorneq,paz
332,Norden::N,avannaq,norzh
333,Norden::N,avannaq,hanternoz
334,Süden::N,qava,su
335,Süden::N,qava,kreisteiz
336,Süden::N,kujat,su
337,Süden::N,kujat,kreisteiz
338,Süden::N,kujataa,su
339,Süden::N,kujataa,kreisteiz
340,Westen::N,kitaa,kuzh-heol
341,Osten::N,kangi,reter
342,Osten::N,kangi,sav-heol
343,Holz::N,qisuk,koad
344,Brett::N,salliligaq,plankenn
345,Platte::N,qaateq,plakenn
346,Stütze::N,ajagutaq,harp
347,Stütze::N,ajaagutaq,harp
348,Stange::N,kaaviffik,sparl
349,Stock::N,ajaappissat,bazh
350,Stab::N,ajaappissat,bazh
351,Rohr::N,sullulik,tub
352,Rohr::N,sullulik,korz
353,Haus::N,illu,ti
354,Ofen::N,kissarsuut,forn
355,Fußboden::N,nateq,plañchod
356,Tisch::N,allattarfik,taol
357,Stuhl::N,issiavik,kador
358,Stuhl::N,issiaffik,kador
359,Wiege::N,uaasoq,kavell
360,Bett::N,nallavik,gwele
361,Regal::N,ilisivik,estajerenn
362,Kiste::N,sakissat,kased
363,Kiste::N,illerfiusaq,kased
364,Fenster::N,aki,prenestr
365,Fenster::N,igalaaq,prenestr
366,Tür::N,matu,dor
367,Tor::N,isaaffik,portal
368,Zaun::N,saputit,sklotur
369,Dach::N,qaliaq,toenn
370,Leiter::N,tummeqqat,skeul
371,Leiter::N,majuartarfiit,skeul
372,Besen::N,saligutit,skubell
373,Spaten::N,nivaataq,pal
374,Schaufel::N,nivaataq,pal
375,Gabel::N,qilluaq,fourchetez
376,Gabel::N,ajassaatit,fourchetez
377,Löffel::N,alussaat,loa
378,Messer::N,savik,kontell
379,Nagel::N,kukik,tach
380,Netz::N,anguffaseq,roued
381,Haken::N,nissik,krog
382,Haken::N,qarsorsaq,krog
383,Haken::N,qarsorsartoq,krog
384,Griff::N,ipi,kemer
385,Schloss::N,illussaarsuaq,potenn
386,Bild::N,assiliaq,skeudenn
387,Figur::N,kisitsit,skeud
388,Figur::N,kisitsit,figur
389,Puppe::N,inuusaq,merc'hodenn
390,Bündel::N,qilertaq,feskenn
391,Tasche::N,pooqattaq,sac'h
392,Deckel::N,matu,pallenn
393,Geschirr::N,anut,listriaj
394,Tasse::N,tiitorfik,tas
395,Tasse::N,tiitorfiup ilorlia,tas
396,Topf::N,qoqqoq,pod
397,Kessel::N,uunnaavik,chaodouron
398,Essen::N,igaaq,pred
399,Nahrung::N,neqissaq,boued
400,Speise::N,nerisassat,meuz
401,Fleisch::N,neqi,kig
402,Getreide::N,maannineq,ed
403,Brot::N,iffit,bara
404,Brot::N,iffiaq,bara
405,Scheibe::N,igalaassiaq,tailhenn
406,Fett::N,tarnutissaq,lard
407,Fett::N,tarnutissiaq,lard
408,Butter::N,punneq,amann
409,Öl::N,uulia,eoul
410,Salz::N,taratsut,holen
411,Suppe::N,qajoq,soubenn
412,Honig::N,tungusunnitsuut,mel
413,Milch::N,immuk,laezh
414,Tee::N,tii,te
415,Tee::N,teeq,te
416,Wolle::N,nuersagassiaq,gloan
417,Stoff::N,milliaq,danvez
418,Stoff::N,qarlissiaq,danvez
419,Nadel::N,meqqut,nadoz
420,Faden::N,ujalussiaq,neudenn
421,Knopf::N,attat,bouton
422,Knoten::N,akeroq,skoulm
423,Knoten::N,qilerneq,skoulm
424,Farbe::N,qalipaat,liv
425,Kleidung::N,atisat,dilhad
426,Kleidung::N,annoraaq,dilhad
427,Hemd::N,ilupaaq,roc'hed
428,Kragen::N,qungasiinnaq,gouzoug
429,Ärmel::N,aaq,milgin
430,Hose::N,qarliit,bragoù
431,Gürtel::N,qiterut,gouriz
432,Gürtel::N,unngersaq,gouriz
433,Mütze::N,nasaq,boned
434,Schuh::N,skuu,botez
435,Schuh::N,ikernuk,botez
436,Schuh::N,ateraasaq,botez
437,Stiefel::N,kamik,botez
438,Ring::N,assammiu,gwalenn
439,Band::N,qilerutissiaq,bagad
440,Kamm::N,illaagutit,krib
441,Kamm::N,illaajaatit pl.,krib
442,Spiegel::N,tarrarsuut,melezour
443,Riemen::N,allunaaq,lerenn
444,Schnur::N,kujaaq,kordenn
445,Schnur::N,allunaasaq,kordenn
446,Leine::N,aleq,roll
447,Decke::N,qipik,golo
448,Kissen::N,akit,goubenner
449,Tuch::N,qarlissiaq,mezher
450,Handtuch::N,allarut,toailhon
451,Handtuch::N,allarterut,toailhon
452,Kraft::N,pissak,nerzh
453,Stärke::N,qerattarsaat,nerzhder
454,Gesundheit::N,peqqisusseq,yec'hed
455,Krankheit::N,nappaat,klañved
456,Schmerz::N,anniaat,poan
457,Schmerz::N,anniaat,droug
458,Wunde::N,iki,gloazadenn
459,Fieber::N,nappaat qanimanartoq,terzhienn
460,Arznei::N,imigassaq,louzoù
461,Brücke::N,ikaartarfik,pont
462,Brunnen::N,tissaluttuliaq,puñs
463,Weide::N,masarsuk,prad
464,Pfad::N,aqqut,gwenodenn
465,Weg::N,aggerfik,hent
466,Straße::N,aqqusineq,ru
467,Straße::N,aqqusineq,hent
468,Dorf::N,nunaqarfik,kêr
469,Dorf::N,nunaqarfik,kêriadenn
470,Stadt::N,illorpaat,kêr
471,Stadt::N,illorpalik,kêr
472,Brief::N,allagarsiaq,lizher
473,Buch::N,atuakkat,levr
474,Buch::N,mappersagaq,levr
475,Buchstabe::N,naqinneq,lizherenn
476,Zeitung::N,aviisi,kazetenn
477,Leben::N,inuussuseq,buhez
478,Tod::N,toqu,marv
479,Tod::N,toquneq,marv
480,Grab::N,iliveq,bez
481,Grab::N,illissat,bez
482,Kirche::N,oqaluffik,iliz
483,Sünde::N,ajorti,pec'hed
484,Arbeiter::N,sulisoq,labourer
485,Arbeiter::N,sulisoq,micherour
486,Chef::N,ittoqut,penn
487,Meister::N,naalagaq,mestr
488,Arzt::N,katsorsaasoq,mezeg
489,Arzt::N,katsorsaasoq,medisin
490,Lehrer::N,ilinniartitsisoq,skolaer
491,Lehrer::N,ilinniartitsisoq,kelenner
492,Geld::N,aningaasat,arc'hant
493,Geschäft::N,niuertarfik,stal
494,Laden::N,niuertarfik,stal
495,Preis::N,aki,priz
496,Ware::N,qaliata pii,marc'hadourezh
497,Ware::N,nioqqutissaq,marc'hadourezh
498,Nutzen::N,iluaqut,gounidegezh
499,Nutzen::N,iluaqut,lañs
500,Nutzen::N,iluaqut,profit
501,Nutzen::N,iluaqut,spleit
502,Welt::N,nunarsuaq,douar
503,Land::N,nuna,bro
504,König::N,kunngi,roue
505,Macht::N,pissaassuseq,galloud
506,Grenze::N,killik,harzoù
507,Krieg::N,sorsunneq,brezel
508,Feind::N,akeraq,eneber
509,Feind::N,akerartorti,eneber
510,Feind::N,qinngarsuisoq,eneber
511,Kampf::N,sorsunneq,kann
512,Pfeil::N,qalugiusaq,saezh
513,Gewehr::N,aallaat,fuzuilh
514,Fehler::N,kukkuneq,fazi
515,Fehler::N,paarlaappaa,fazi
516,Unglück::N,perluut,gwalleur
517,Schuld::N,akiitsugaq,kablusted
518,Schuld::N,akiitsugaq,pec'hedigezh
519,Schuld::N,akiligassaq,kablusted
520,Schuld::N,akiligassaq,pec'hedigezh
521,Alter::N,utoqqaq,oad
522,Schluss::N,isu,diwezh
523,Zeit::N,ulloq,amzer
524,Zeit::N,akuttoqatigiinneq,amzer
525,Tag::N,ulloq,deizh
526,Morgen::N,ullaaq,beure
527,Morgen::N,ullaaq,mintin
528,Mittag::N,ulloqeqqa,kreisteiz
529,Abend::N,unnuk,abardaez
530,Nacht::N,unnuaq,noz
531,Woche::N,sapaatip akunnera,sizhun
532,Monat::N,qaammat,miz
533,Jahr::N,ukioq,bloaz
534,Frühling::N,upernaaq,nevezamzer
535,Sommer::N,aasaq,hañv
536,Herbst::N,ukiaq,diskaramzer
537,Winter::N,ukioq,goañv
538,Januar::N,siulleeq,Genver
539,Januar::N,qaammaliaq,Genver
540,Februar::N,aarlaat,C'hwevrer
541,März::N,marsi,Meurzh
542,März::N,martsi,Meurzh
543,Mai::N,maaji,Mae
544,Juni::N,juuni,Mezheven
545,Juli::N,juuli,Gouhere
546,August::N,aggusti,Eost
547,September::N,septembari,Gwengolo
548,Oktober::N,oktobari,Here
549,November::N,novembari,Du
550,Dezember::N,detsembari,Kerzu
551,Montag::N,ataasinngortoq,Lun
552,Dienstag::N,marlunngorneq,Meurzh
553,Mittwoch::N,pingasunngorneq,Merc'her
554,Donnerstag::N,sisamanngorneq,Yaou
555,Freitag::N,tallimanngorneq,Gwener
556,Samstag::N,arfininngorneq,Sadorn
557,Sonntag::N,sapaat,Sul
558,Sonntag::N,sapaati,Sul
559,groß::A,angivoq,bras
560,klein::A,mikivoq,bihan
561,lang::A,takisooq,hir
562,kurz::A,naatsoq,berr
563,breit::A,silippoq,ledan
564,schmal::A,amitsoq,strizh
565,dicht::A,torsusooq,stank
566,dick[Gegenstand]::A,issuvoq,tev
567,dick[Gegenstand]::A,issusooq,tev
568,dünn::A,amitsoq,moan
569,fein::A,mamarpoq,munut
570,fest::A,tangeqarpoq,start
571,flach::A,nalimmappoq,plaen
572,glatt::A,quasak,lintr
573,glatt::A,quasak,levn
574,hart::A,mattusooq,kalet
575,hart::A,manngerpoq,kalet
576,hart::A,titeqquluppoq,kalet
577,weich::A,nerumaarpoq,blot
578,rund::A,ammallorippoq,ront
579,spitz::A,qummukujooq,poentet
580,scharf::A,ipippoq,dremm
581,stumpf::A,anngerpoq,talsoc'h
582,schwer::A,oqimaappoq,pounner
583,schön::A,kusanarpoq,kaer
584,heiß::A,kiappoq,tomm
585,warm::A,oqorpoq,tomm
586,kalt::A,issippoq,yen
587,kühl::A,pueqqortippoq,yen
588,feucht::A,isugutavoq,gleb
589,feucht::A,qaasernarpoq,gleb
590,nass::A,imerorpoq,gleb
591,trocken::A,panerpoq,sec'h
592,voll::A,ulikkaarpoq,leun
593,leer::A,imaattuarpoq,goullo
594,offen::A,ammavoq,digor
595,geschlossen::A,matuvoq,serr
596,sauber::A,eqqippoq,naet
597,sauber::A,sukuluippoq,naet
598,sauber::A,ipeqanngilaq,naet
599,schmutzig::A,tapappoq,lous
600,schmutzig::A,minguppoq,lous
601,roh::A,aapavoq,kriz
602,reif::A,qaarulerpoq,darev
603,süß::A,tungusunnippoq,dous
604,bitter::A,qasilippoq,c'hwerv
605,hell::A,qaamavoq,sklaer
606,dunkel::A,qernerpoq,teñval
607,schwarz::A,qernerpoq,du
608,weiß::A,qaqorpoq,gwenn
609,rot::A,aappaluppoq,ruz
610,gelb::A,sungaarpoq,melen
611,blau::A,tungujorpoq,glas
612,grün::A,qorsooqqippoq,gwer
613,grau::A,qaserpoq,louet
614,billig::A,akikippoq,marc'had-mat
615,wertvoll::A,erlinnarpoq,prizius
616,blind::A,tappiippoq,dall
617,blind::A,isigisaqanngilaq,dall
618,taub::A,tusilarpoq,bouzar
619,kräftig::A,pissaq,start
620,kräftig::A,pissarsuaq,start
621,stark::A,sanngivoq,kreñv
622,schwach::A,nakuippoq,gwan
623,fett::A,pualavoq,lard
624,schlank::A,tuappoq,sinkl
625,hübsch::A,aatsialaq,koant
626,böse::A,ajorpoq,gwall
627,dumm::A,taqajak,glep
628,dumm::A,sikkilluppoq,glep
629,dumm::A,qaatusimasaqanngilaq,glep
630,faul::A,eqiasuppoq,lezirek
631,faul::A,eqiattortuvoq,lezirek
632,fleißig::A,eqiasuippoq,studius
633,geizig::A,iasilaarpoq,tost
634,geizig::A,tukkuippoq,tost
635,klug::A,mallak,speredek
636,klug::A,ittanneq,speredek
637,klug::A,kutaappoq,speredek
638,klug::A,kuttaappoq,speredek
639,klug::A,qarasagippoq,speredek
640,lieb::A,akisooq,koant
641,lustig::A,piikulavoq,laouen
642,sanft::A,isumagippoq,flour
643,hungrig::A,kaappoq,marnaon
644,hungrig::A,perlilerpoq,marnaon
645,krank::A,napparsimavoq,klañv
646,traurig::A,aliasuppoq,trist
647,lebendig::A,uumavoq,bev
648,gut::A,ajunngilaq,mad
649,schlecht::A,sualuppoq,fall
650,schlecht::A,sualuppoq,gwall
651,richtig::A,iluarpoq,reizh
652,schlimm::A,amiilaarnarpoq,gwall
653,wahr::A,ilumoorpoq,gwir
654,alt::A,pisoqaq,kozh
655,neu::A,nutaavoq,nevez
656,alt[Lebewesen]::A,utoqqaq,kozh
657,jung::A,inuusuppoq,yaouank
658,jung::A,kingulliarsuk,yaouank
659,arm::A,piillasoq,paour
660,arm::A,piitsuuvoq,paour
661,reich::A,pisuuvoq,pinvidik
662,berühmt::A,tusaamasaq,brudet
663,fremd::A,ajasoornarpoq,dizanav
664,verschieden::A,allatut,disheñel
665,verschieden::A,tamalaat,disheñel
666,nah::A,qanippoq,nes
667,fern::A,ungasippoq,diabell
668,linker::A,saamerleq,kleiz
669,rechter::A,innarluissut,dehoù
670,erster::A,siulleq,kentañ
671,zweiter::A,qataatsup tullia,eil
672,dritter::A,pingajorarterut,trede
673,letzter::A,kingulleq,diwezhañ
674,allein::ADV,kisimiippoq,e-unan
675,auf einmal::ADV,tassanngaannaq,ar un dro
676,zusammen::ADV,attaasa,asambles
677,zusammen::ADV,attarmik,asambles
678,lange::ADV,akuni,pell
679,plötzlich::ADV,tassanngaannaq,en un taol
680,sofort::ADV,erniinnaq,diouzhtu
681,später::ADV,kingorna,diwezhatoc'h
682,jetzt::ADV,maanna,bremañ
683,jetzt::ADV,massakkut,bremañ
684,heute::ADV,ullumi,hiziv
685,morgen::ADV,aqagu,arc'hoazh
686,bald::ADV,erniinnaq,hepdale
687,dann::ADV,taava,a-c'houde
688,gestern::ADV,ippassaq,dec'h
689,einst::ADV,ataatsimik,gwechall
690,einst::ADV,ilaanni,gwechall
691,damals::ADV,taamani,neuze
692,damals::ADV,taamanikkut,neuze
693,damals::ADV,taassumuunakkut,neuze
694,danach::ADV,taava,goude
695,vorher::ADV,siornagut,diagent
696,einmal::ADV,ilaanni,ur wech
697,einmal::ADV,ataatsimik,ur wech
698,manchmal::ADV,qaqutigu,a-wechoù
699,manchmal::ADV,qaqutigut,a-wechoù
700,oft::ADV,akulikitsumik,alies
701,immer::ADV,tamatigut,atav
702,immer::ADV,tamatigut,bepred
703,hier::ADV,maani,amañ
704,hierhin::ADV,maani,dre amañ
705,dorthin::ADV,ikuuna,di
706,dorthin::ADV,ikuuna,aze
707,dorthin::ADV,ikuuna,ahont
708,geradeaus::ADV,narlumut,war-eeun
709,vorwärts::ADV,pilangavoc,war-raok
710,rückwärts::ADV,kingumut,war-lerc'h
711,rückwärts::ADV,tunumut or tunummut,war-lerc'h
712,zurück::ADV,kingumut,war-dreñv
713,zurück::ADV,tunumut or tunummut,war-dreñv
714,unten::ADV,kana,en traoñ
715,hinab::ADV,qiviu,a-izel
716,überall::ADV,tamaginni,dre-holl
717,überall::ADV,tamani tamaani,dre-holl
718,kaum::ADV,qaqutigorsuaq,a-boan
719,sehr::ADV,assut,-tre
720,sehr::ADV,assut,-kenañ
721,noch::ADV,qeratavoq,c'hoazh
722,schon::ADV,taava-una,dija
723,wieder::ADV,kingumut,adarre
724,vergebens::ADV,angiluk,
725,dies::PRN,manna,hemañ
726,dies::PRN,matuma,hemañ
727,das::PRN,ua,se
728,das::PRN,ua,hennezh
729,ich::PRN,uanga,me
730,du::PRN,illit,te
731,er::PRN,una,eñ
732,wir::PRN,uagut,ni
733,ihr::PRN,ilissi,c'hwi
734,sie::PRN,uku,int
