,Concept_ID,sl,br
138,Flügel::N,krílo,askell
139,Klaue::N,párkelj,skilf
140,Kralle::N,krémpelj,skilf
141,Schwanz::N,rèp,lost
142,Ei::N,jájce,vi
143,Nest::N,gnézdo,neizh
144,Bau::N,brlòg,douarenn
145,Tier::N,živál,loen
146,Herde::N,čréda,tropell
147,Kuh::N,kráva,buoc'h
148,Bulle::N,bìk,tarv
149,Pferd::N,kònj,marc'h
150,Schaf::N,ôvca,dañvad
151,Schwein::N,svínja,pemoc'h
152,Hund::N,pès,ki
153,Katze::N,máčka,kazh
154,Bär::N,mêdved,arzh
155,Eichhörnchen::N,véverica,gwiñver
156,Elch::N,lós,karv-dour
157,Fuchs::N,lisíca,louarn
158,Hase::N,zájec,gad
159,Maus::N,mìš,logodenn
160,Wolf::N,vólk,bleiz
161,Vogel::N,ptìč,labous
162,Vogel::N,ptíca,labous
163,Schwarm::N,játa,nijad
164,Huhn::N,kokóš,yar
165,Hahn::N,petêlin,kilhog
166,Gans::N,gós,gwazenn
167,Adler::N,ôrel,erer
168,Ente::N,ráca,houad
169,Eule::N,sôva,toud
170,Kranich::N,žerjàv,garan
171,Krähe::N,vrána,bran
172,Kuckuck::N,kúkavica,koukoug
173,Schwan::N,labód,alarc'h
174,Fisch::N,ríba,pesk
175,Barsch::N,ostríž,brell
176,Hecht::N,ščúka,beked
177,Schlange[Tier]::N,káča,naer
178,Wurm::N,čr̀v,preñv
179,Wurm::N,glísta,preñv
180,Spinne::N,pájek,kevnidenn
181,Ameise::N,mrávlja,merion
182,Laus::N,úš,laouenn
183,Mücke::N,komár,moustik
184,Fliege::N,múha,kelienenn
185,Schmetterling::N,metúlj,balafenn
186,Beere::N,jágoda,hog
187,Apfel::N,jábolko,aval
188,Pilz::N,góba,kabell-touseg
189,Zwiebel::N,čebúla,ognonenn
190,Saat::N,séme,had
191,Korn::N,zŕno,ed
192,Heu::N,senó,foenn
193,Schale::N,lupína,peliadur
194,Grube::N,jáma,
195,Falle::N,pást,pech
196,Schlinge::N,zánka,krouglas
197,Schlinge::N,pêtlja,krouglas
198,Spur::N,sléd,
199,Asche::N,pepél,ludu
200,Dreck::N,bláto,fank
201,Eisen::N,želézo,houarn
202,Gold::N,zlató,aour
203,Silber::N,srebró,arc'hant
204,Kohle::N,ógel,glaou
205,Glas::N,stêklo,gwer
206,Lehm::N,ílo,
207,Sand::N,pések,traezh
208,Mensch::N,člôvek,den
209,Mann::N,móž,den
210,Mann::N,môški,den
211,Frau::N,gospá,maouez
212,Frau::N,žénska,maouez
213,Kind::N,déte,bugel
214,Kind::N,otròk,bugel
215,Junge::N,fànt,paotr
216,Junge::N,déček,paotr
217,Mädchen::N,deklè,plac'h
218,Mädchen::N,déklica,plac'h
219,Familie::N,družína,familh
220,Großvater::N,dèd,tad-kozh
221,Großvater::N,dédek,tad-kozh
222,Großmutter::N,bábica,mamm-gozh
223,Eltern::N,stárši,kerent
224,Vater::N,ôče,tad
225,Mutter::N,máma,mamm
226,Sohn::N,sín,mab
227,Tochter::N,hčí,merc'h
228,Tochter::N,hčérka,merc'h
229,Bruder::N,bràt,breur
230,Schwester::N,sêstra,c'hoar
231,Onkel::N,újec,eontr
232,Onkel::N,stríc,eontr
233,Tante::N,têta,moereb
234,Tante::N,strína,moereb
235,Ehemann::N,móž,gwaz
236,Ehemann::N,sopróg,gwaz
237,Ehefrau::N,žêna,gwreg
238,Ehefrau::N,sopróga,gwreg
239,Freude::N,rádost,levenez
240,Freude::N,vesêlje,levenez
241,Gelächter::N,sméh,c'hoarzherezh
242,Gelächter::N,grohòt,c'hoarzherezh
243,Glück::N,sréča,chañs
244,Kummer::N,gorjé,doan
245,Wunsch::N,žêlja,c'hoant
246,Lust::N,poželênje,c'hoant
247,Geist::N,dúša,spered
248,Gedanke::N,mísel,soñj
249,Gedächtnis::N,pámet,eñvor
250,Sinn::N,pomèn,ster
251,Sinn::N,smísel,ster
252,Grund::N,vzròk,kaoz
253,Wahrheit::N,resníca,gwirionez
254,Gespräch::N,pogóvor,kaozeadenn
255,Märchen::N,právljica,kaoz korriganez
256,Erzählung::N,povést,kontadenn
257,Nachricht::N,sporočílo,keloù
258,Neuigkeit::N,novóst,kelaouenn
259,Name::N,imé,anv
260,Rätsel::N,ugánka,divinatez
261,Rede::N,góvor,diskour
262,Sprache::N,jêzik,yezh
263,Stimme::N,glás,mouezh
264,Wort::N,beséda,ger
265,Zeichen::N,znák,sin
266,Ruf::N,klíc,galv
267,Lärm::N,hrúp,trouz
268,Lärm::N,trúšč,trouz
269,Laut::N,glás,
270,Ton::N,tón,ton
271,Lied::N,pésem,kanaouenn
272,Ruhe::N,pokòj,sioulded
273,Leute::N,ljudjé,tud
274,Volk::N,národ,pobl
275,Arbeit::N,délo,labour
276,Gast::N,gòst,kouviad
277,Geschenk::N,darílo,prof
278,Spiel::N,ígra,c'hoari
279,Gesellschaft::N,drúžba,kompagnunezh
280,Gesellschaft::N,drúžba,kavandad
281,Hilfe::N,pomóč,sikour
282,Freund::N,prijátelj,mignon
283,Kamerad::N,továriš,kamarad
284,Angelegenheit::N,zadéva,afer
285,Anzahl::N,števílo,niver
286,Art::N,vŕsta,sort
287,Stück::N,kós,tamm
288,Teil::N,dél,pezh
289,Hälfte::N,polovíca,hanterenn
290,Kreis::N,króg,kelc'h
291,Kreis::N,kolobár,kelc'h
292,Kreuz::N,kríž,kroaz
293,Linie::N,próga,linenn
294,Strich::N,čŕta,tenn
295,Abstand::N,preslédek,distok
296,Entfernung::N,oddáljenost,keid
297,Entfernung::N,oddáljenost,kehid
298,Gegend::N,kràj,korn-bro
299,Gegend::N,dežêla,korn-bro
300,Platz::N,prôstor,plasenn
301,Ort::N,mésto,lec'h
302,Seite::N,bòk,tu
303,Seite::N,strán,tu
304,Mitte::N,sredína,kreiz
305,Gegenstand::N,prédmet,tra
306,Sache::N,réč,tra
307,Sache::N,stvár,tra
308,Rand::N,kràj,kantenn
309,Kante::N,rób,kantenn
310,Ecke::N,vogál,korn
311,Spitze::N,óst,begell
312,Ende::N,kônec,dibenn
313,Loch::N,lúknja,toull
314,Winkel::N,kót,
315,Muster::N,vzórec,tresadenn
316,Größe::N,veličína,ment
317,Länge::N,dolžína,hirder
318,Höhe::N,vršína,uhelder
319,Gewicht::N,téža,pouez
320,Menge::N,količína,bern
321,Haufen::N,kùp,bern
322,Haufen::N,kopíca,bern
323,Reihe::N,níz,steud
324,Reihe::N,vŕsta,steud
325,Boot::N,čóln,bag
326,Ruder::N,vêslo,roeñv
327,Schlitten::N,saní,trainell
328,Ski::N,smučí,ski
329,Lagerfeuer::N,táborni ôgenj,
330,Last::N,tôvor,karg
331,Gang::N,hòd,kerzh
332,Schritt::N,korák,paz
333,Norden::N,séver,norzh
334,Norden::N,séver,hanternoz
335,Süden::N,júg,su
336,Süden::N,júg,kreisteiz
337,Westen::N,zapàd,kuzh-heol
338,Osten::N,vzhòd,reter
339,Osten::N,vzhòd,sav-heol
340,Holz::N,lés,koad
341,Brett::N,deskà,plankenn
342,Platte::N,plôča,plakenn
343,Stütze::N,opóra,harp
344,Stütze::N,zaslómba,harp
345,Stange::N,gréd,sparl
346,Stock::N,pálica,bazh
347,Stab::N,pálica,bazh
348,Rohr::N,cév,tub
349,Rohr::N,cév,korz
350,Haus::N,híša,ti
351,Heim::N,dóm,kêr
352,Ofen::N,péč,forn
353,Fußboden::N,pòd,plañchod
354,Tisch::N,míza,taol
355,Stuhl::N,stòl,kador
356,Wiege::N,zíbel,kavell
357,Bett::N,póstelja,gwele
358,Regal::N,políca,estajerenn
359,Kiste::N,zabòj,kased
360,Fenster::N,ôkno,prenestr
361,Tür::N,vráta,dor
362,Tor::N,velíka vráta,portal
363,Zaun::N,ográja,sklotur
364,Dach::N,stréha,toenn
365,Leiter::N,léstev,skeul
366,Besen::N,mêtla,skubell
367,Spaten::N,lopáta,pal
368,Schaufel::N,lopáta,pal
369,Gabel::N,vílice,fourchetez
370,Löffel::N,žlíca,loa
371,Messer::N,nòž,kontell
372,Nagel::N,žebèlj,tach
373,Netz::N,mréža,roued
374,Haken::N,kljúka,krog
375,Griff::N,ročáj,kemer
376,Griff::N,oprijèm,kemer
377,Schloss::N,ključávnica,potenn
378,Bild::N,slíka,skeudenn
379,Figur::N,figúra,skeud
380,Figur::N,figúra,figur
381,Figur::N,postáva,skeud
382,Figur::N,postáva,figur
383,Puppe::N,lútka,merc'hodenn
384,Beutel::N,môšnja,sac'h
385,Bündel::N,cúla,feskenn
386,Bündel::N,svéženj,feskenn
387,Tasche::N,tórba,sac'h
388,Tasche::N,tobôlec,sac'h
389,Eimer::N,vêdro,sailh
390,Deckel::N,pokròv,pallenn
391,Deckel::N,poklópec,pallenn
392,Geschirr::N,posóda,listriaj
393,Sack::N,vréča,sac'h
394,Tasse::N,skodélica,tas
395,Topf::N,lônec,pod
396,Kessel::N,kôtel,chaodouron
397,Essen::N,hrána,pred
398,Nahrung::N,živílo,boued
399,Speise::N,jéd,meuz
400,Fleisch::N,mesó,kig
401,Getreide::N,žíto,ed
402,Brei::N,káša,yod
403,Brot::N,krùh,bara
404,Scheibe::N,réženj,tailhenn
405,Fett::N,mást,lard
406,Fett::N,maščôba,lard
407,Butter::N,máslo,amann
408,Öl::N,ólje,eoul
409,Salz::N,sól,holen
410,Suppe::N,júha,soubenn
411,Honig::N,méd,mel
412,Milch::N,mléko,laezh
413,Tee::N,čáj,te
414,Leder::N,úsnje,lêr
415,Wolle::N,vólna,gloan
416,Stoff::N,blagó,danvez
417,Nadel::N,ígla,nadoz
418,Faden::N,nít,neudenn
419,Knopf::N,gúmb,bouton
420,Knoten::N,vôzel,skoulm
421,Farbe::N,bárva,liv
422,Kleidung::N,obléka,dilhad
423,Hemd::N,srájca,roc'hed
424,Kragen::N,ovrátnik,gouzoug
425,Ärmel::N,rokáv,milgin
426,Hose::N,hláče,bragoù
427,Gürtel::N,pás,gouriz
428,Mütze::N,kápa,boned
429,Mütze::N,čépica,boned
430,Schuh::N,čévelj,botez
431,Stiefel::N,škórenj,botez
432,Ring::N,pŕstan,gwalenn
433,Band::N,trák,bagad
434,Kamm::N,glavník,krib
435,Spiegel::N,zrcálo,melezour
436,Spiegel::N,ogledálo,melezour
437,Riemen::N,jêrmen,lerenn
438,Schnur::N,vŕvca,kordenn
439,Leine::N,konôpec,roll
440,Decke::N,odéja,golo
441,Kissen::N,blazína,goubenner
442,Tuch::N,pŕt,mezher
443,Tuch::N,rúta,mezher
444,Handtuch::N,brisáča,toailhon
445,Kraft::N,síla,nerzh
446,Stärke::N,jákost,nerzhder
447,Gesundheit::N,zdrávje,yec'hed
448,Krankheit::N,bolézen,klañved
449,Schmerz::N,ból,poan
450,Schmerz::N,ból,droug
451,Schmerz::N,bolečína,poan
452,Schmerz::N,bolečína,droug
453,Wunde::N,rána,gloazadenn
454,Fieber::N,vročína,terzhienn
455,Arznei::N,lék,louzoù
456,Arznei::N,zdravílo,louzoù
457,Brücke::N,móst,pont
458,Brunnen::N,vodnják,puñs
459,Weide::N,páša,prad
460,Pfad::N,stezà,gwenodenn
461,Weg::N,pót,hent
462,Straße::N,césta,ru
463,Straße::N,césta,hent
464,Dorf::N,vás,kêr
465,Dorf::N,vás,kêriadenn
466,Stadt::N,mésto,kêr
467,Brief::N,písmo,lizher
468,Buch::N,knjíga,levr
469,Buchstabe::N,čŕka,lizherenn
470,Zeitung::N,čásnik,kazetenn
471,Leben::N,življênje,buhez
472,Tod::N,smŕt,marv
473,Grab::N,gròb,bez
474,Kirche::N,cérkev,iliz
475,Sünde::N,gréh,pec'hed
476,Gott::N,bóg,doue
477,Arbeiter::N,délavec,labourer
478,Arbeiter::N,délavec,micherour
479,Chef::N,šéf,penn
480,Meister::N,mójster,mestr
481,Arzt::N,zdravník,mezeg
482,Arzt::N,zdravník,medisin
483,Lehrer::N,učítelj,skolaer
484,Lehrer::N,učítelj,kelenner
485,Geld::N,denár,arc'hant
486,Geschäft::N,kupčíja,stal
487,Laden::N,trgovína,stal
488,Preis::N,céna,priz
489,Ware::N,róba,marc'hadourezh
490,Nutzen::N,príd,gounidegezh
491,Nutzen::N,príd,lañs
492,Nutzen::N,príd,profit
493,Nutzen::N,príd,spleit
494,Reichtum::N,bogástvo,pinvidigezh
495,Welt::N,svét,douar
496,Land::N,dežêla,bro
497,Staat::N,držáva,stad
498,König::N,králj,roue
499,Macht::N,oblást,galloud
500,Grenze::N,mêja,harzoù
501,Krieg::N,vôjna,brezel
502,Feind::N,sovrážnik,eneber
503,Gewalt::N,nasílje,tâerder
504,Kampf::N,bòj,kann
505,Kampf::N,bórba,kann
506,Bogen[Waffe]::N,lók,gwareg
507,Pfeil::N,puščíca,saezh
508,Gewehr::N,púška,fuzuilh
509,Fehler::N,zmóta,fazi
510,Lüge::N,láž,gaou
511,Schaden::N,okvára,gwall
512,Unglück::N,nesréča,gwalleur
513,Schuld::N,krívda,kablusted
514,Schuld::N,krívda,pec'hedigezh
515,Alter::N,dôba,oad
516,Schluss::N,kônec,diwezh
517,Zeit::N,čàs,amzer
518,Tag::N,dán,deizh
519,Morgen::N,jútro,beure
520,Morgen::N,jútro,mintin
521,Mittag::N,póldan,kreisteiz
522,Abend::N,večér,abardaez
523,Nacht::N,nóč,noz
524,Woche::N,téden,sizhun
525,Monat::N,mésec,miz
526,Jahr::N,léto,bloaz
527,Frühling::N,pomlád,nevezamzer
528,Sommer::N,polétje,hañv
529,Herbst::N,jesén,diskaramzer
530,Winter::N,zíma,goañv
531,Januar::N,jánuar,Genver
532,Februar::N,fébruar,C'hwevrer
533,März::N,márec,Meurzh
534,April::N,apríl,Ebrel
535,Mai::N,máj,Mae
536,Juni::N,júnij,Mezheven
537,Juli::N,júlij,Gouhere
538,August::N,avgúst,Eost
539,September::N,septêmber,Gwengolo
540,Oktober::N,október,Here
541,November::N,novêmber,Du
542,Dezember::N,decémber,Kerzu
543,Montag::N,ponedéljek,Lun
544,Dienstag::N,tôrek,Meurzh
545,Mittwoch::N,sréda,Merc'her
546,Donnerstag::N,četŕtek,Yaou
547,Freitag::N,pétek,Gwener
548,Samstag::N,sobóta,Sadorn
549,Sonntag::N,nedélja,Sul
550,groß::A,vêlik,bras
551,klein::A,májhen,bihan
552,lang::A,dólg,hir
553,kurz::A,krátek,berr
554,breit::A,širòk,ledan
555,schmal::A,ózek,strizh
556,dicht::A,góst,stank
557,dick[Gegenstand]::A,dêbel,tev
558,dünn::A,tánek,moan
559,fein::A,drôben,munut
560,fest::A,tŕden,start
561,flach::A,plán,plaen
562,flach::A,plòsk,plaen
563,glatt::A,gládek,lintr
564,glatt::A,gládek,levn
565,hart::A,tŕd,kalet
566,weich::A,mehák,blot
567,rund::A,okrógel,ront
568,spitz::A,šílast,poentet
569,scharf::A,óster,dremm
570,stumpf::A,tóp,talsoc'h
571,stumpf::A,skŕhan,talsoc'h
572,schwer::A,têžek,pounner
573,schön::A,lép,kaer
574,schön::A,krásen,kaer
575,heiß::A,vròč,tomm
576,warm::A,tôpel,tomm
577,kalt::A,mŕzel,yen
578,kalt::A,hláden,yen
579,kühl::A,hláden,yen
580,frisch::A,svéž,fresk
581,feucht::A,vlážen,gleb
582,nass::A,móker,gleb
583,trocken::A,súh,sec'h
584,voll::A,póln,leun
585,leer::A,prázen,goullo
586,offen::A,odpŕt,digor
587,geschlossen::A,zapŕt,serr
588,sauber::A,číst,naet
589,sauber::A,líčen,naet
590,schmutzig::A,umázan,lous
591,roh::A,suròv,kriz
592,reif::A,zrèl,darev
593,lecker::A,okúsen,lipous
594,lecker::A,okúsen,saourus
595,süß::A,sládek,dous
596,bitter::A,grenák,c'hwerv
597,sauer::A,kísel,trenk
598,hell::A,svetèl,sklaer
599,dunkel::A,temèn,teñval
600,schwarz::A,čŕn,du
601,weiß::A,bél,gwenn
602,rot::A,rdèč,ruz
603,gelb::A,žólt,melen
604,gelb::A,rumèn,melen
605,blau::A,móder,glas
606,grün::A,zelèn,gwer
607,grau::A,sív,louet
608,bunt::A,písan,liesliv
609,billig::A,pocéni,marc'had-mat
610,teuer::A,drág,ker
611,wertvoll::A,dragocén,prizius
612,blind::A,slép,dall
613,taub::A,glúh,bouzar
614,kräftig::A,močán,start
615,stark::A,ják,kreñv
616,schwach::A,šíbek,gwan
617,fett::A,dêbel,lard
618,schlank::A,vítek,sinkl
619,hübsch::A,lép,koant
620,böse::A,zèl,gwall
621,böse::A,hudôben,gwall
622,dumm::A,glúp,glep
623,dumm::A,bédast,glep
624,faul::A,lén,lezirek
625,fleißig::A,marljív,studius
626,geizig::A,škŕt,tost
627,klug::A,pámeten,speredek
628,geschickt::A,spréten,dornet
629,lieb::A,míl,koant
630,lieb::A,ljúb,koant
631,lustig::A,vesél,laouen
632,sanft::A,láhek,flour
633,hungrig::A,láčen,marnaon
634,krank::A,bolán,klañv
635,nackt::A,nág,noazh
636,traurig::A,túžen,trist
637,lebendig::A,žív,bev
638,gut::A,dóber,mad
639,schlecht::A,malopríden,fall
640,schlecht::A,malopríden,gwall
641,richtig::A,pravílen,reizh
642,schlimm::A,húd,gwall
643,wahr::A,resníčen,gwir
644,alt::A,stàr,kozh
645,neu::A,nòv,nevez
646,ehemalig::A,nekdánji,kozh
647,alt[Lebewesen]::A,stàr,kozh
648,jung::A,mlád,yaouank
649,arm::A,ubóg,paour
650,arm::A,réven,paour
651,reich::A,bogàt,pinvidik
652,bekannt::A,znán,anavezet
653,berühmt::A,sláven,brudet
654,berühmt::A,znamenít,brudet
655,fremd::A,túj,dizanav
656,verschieden::A,razlíčen,disheñel
657,nah::A,blížnji,nes
658,fern::A,dáleč,diabell
659,linker::A,lévi,kleiz
660,rechter::A,désni,dehoù
661,anderer::A,drúgi,all
662,erster::A,pŕvi,kentañ
663,zweiter::A,drúgi,eil
664,dritter::A,trétji,trede
665,letzter::A,poslédnji,diwezhañ
666,allein::ADV,sám,e-unan
667,auf einmal::ADV,obênem,ar un dro
668,zusammen::ADV,skúpaj,asambles
669,lange::ADV,dólgo,pell
670,plötzlich::ADV,náglo,en un taol
671,plötzlich::ADV,nenádoma,en un taol
672,sofort::ADV,prècej,diouzhtu
673,später::ADV,poznêje,diwezhatoc'h
674,jetzt::ADV,zdàj,bremañ
675,heute::ADV,dánes,hiziv
676,morgen::ADV,jútri,arc'hoazh
677,bald::ADV,kmálu,hepdale
678,dann::ADV,nató,a-c'houde
679,gestern::ADV,včéraj,dec'h
680,einst::ADV,nékdaj,gwechall
681,damals::ADV,tedàj,neuze
682,damals::ADV,takràt,neuze
683,danach::ADV,potèm,goude
684,vorher::ADV,poprèj,diagent
685,zuerst::ADV,spŕva,da gentañ
686,einmal::ADV,ênkrat,ur wech
687,manchmal::ADV,včásih,a-wechoù
688,oft::ADV,pogósto,alies
689,immer::ADV,védno,atav
690,immer::ADV,védno,bepred
691,immer::ADV,zméraj,atav
692,immer::ADV,zméraj,bepred
693,niemals::ADV,nikdàr,gwech ebet
694,hier::ADV,tù,amañ
695,hier::ADV,túkaj,amañ
696,hierhin::ADV,sèmkaj,dre amañ
697,von hier::ADV,od tú,alemañ
698,dort::ADV,tàm,aze
699,dort::ADV,tàm,ahont
700,dorthin::ADV,tjà,di
701,dorthin::ADV,tjà,aze
702,dorthin::ADV,tjà,ahont
703,geradeaus::ADV,rávno napréj,war-eeun
704,vorwärts::ADV,napréj,war-raok
705,rückwärts::ADV,zádaj,war-lerc'h
706,zurück::ADV,nazáj,war-dreñv
707,unten::ADV,dôli,en traoñ
708,unten::ADV,spôdaj,en traoñ
709,hinab::ADV,dôl,a-izel
710,oben::ADV,gôri,en nec'h
711,oben::ADV,zgôraj,en nec'h
712,hinauf::ADV,gôr,e-krec'h
713,überall::ADV,povsód,dre-holl
714,nicht::ADV,ne,ne ... ket
715,ein wenig::ADV,málo,un tammig
716,kaum::ADV,kómaj,a-boan
717,sehr::ADV,zeló,-tre
718,sehr::ADV,zeló,-kenañ
719,so::ADV,takó,evel-se
720,noch::ADV,še,c'hoazh
721,nur::ADV,samó,hepken
722,schon::ADV,žè,dija
723,wieder::ADV,spét,adarre
724,vergebens::ADV,zamàn,
725,vergebens::ADV,zastónj,
726,vor::PRP,pred,dirak
727,hinter::PRP,za,a-drek
728,hinter::PRP,za,a-dreñv
729,unter::PRP,pod,dindan
730,durch::PRP,skózi,dre
731,neben::PRP,kràj,e-kichen
732,neben::PRP,póleg,e-kichen
733,zwischen::PRP,med,etre
734,zwischen::PRP,izmed,etre
735,wegen::PRP,zarádi,abalamour da
736,dies::PRN,tó,hemañ
737,das::PRN,tó,se
738,das::PRN,tó,hennezh
739,alles::PRN,vsè,pep tra
740,ich::PRN,jàz,me
741,du::PRN,tí,te
742,er::PRN,òn,eñ
743,wir::PRN,mí,ni
744,ihr::PRN,ví,c'hwi
745,sie::PRN,ôni,int
746,was::FPRN,káj,petra
747,wer::FPRN,kdó,piv
748,wo::FADV,kjé,pelec'h
749,wohin::FADV,kám,da belec'h
750,wie::FADV,kakó,penaos
751,warum::FADV,zakáj,perak
752,wieviel::FNUM,kóliko,pet
753,eins::NUM,êden,unan
754,zwei::NUM,dvá,daou
755,drei::NUM,trí,tri
756,vier::NUM,štíri,pevar
757,fünf::NUM,pét,pemp
758,sechs::NUM,šést,c'hwec'h
759,sieben::NUM,sédem,seizh
760,acht::NUM,ósem,eizh
761,neun::NUM,devét,nav
762,zehn::NUM,desét,dek
763,elf::NUM,enájst,unnek
764,zwölf::NUM,dvánajst,daouzek
765,zwanzig::NUM,dvájset,ugent
766,dreißig::NUM,trídeset,tregont
767,vierzig::NUM,štírideset,daou-ugent
768,fünfzig::NUM,pétdeset,hanter-kant
769,sechzig::NUM,šéstdeset,tri-ugent
770,siebzig::NUM,sédemdeset,dek ha tri-ugent
771,achtzig::NUM,ósemdeset,pevar-ugent
772,neunzig::NUM,devétdeset,dek ha pevar-ugent
773,hundert::NUM,stó,kant
774,tausend::NUM,tísoč,mil
775,und::CNJ,in,ha
776,oder::CNJ,áli,pe
777,stehen::V,státi,bezañ a-sav
778,sitzen::V,sedéti,azezañ
779,sitzen::V,sedéti,bezañ en e goazez
780,liegen::V,ležáti,bezañ en e c'hourvez
781,hängen::V,viséti,krougañ
782,werden::V,postáti,dazonet
783,passieren::V,zgodíti se,c'hoarvezout
784,beginnen::V,začéti se,stagañ
785,enden::V,končáti se,achuiñ
786,wechseln::V,ménjati se,cheñch
787,aufgehen[Sonne]::V,vzíti,dirouzañ
788,untergehen[Sonne]::V,zaíti,
789,scheinen[Sonne]::V,sijáti,lugernañ
790,donnern::V,grméti,taranal
791,wehen::V,píhati,c'hwezhañ
792,strömen::V,líti,deredek
793,fließen::V,têči,redek
794,sich drehen::V,vrtéti se,troiñ
795,schwanken::V,kolébati,trantellat
796,schwingen::V,níhati,froumal
797,fallen::V,pádati,kouezhañ
798,brennen::V,goréti,deviñ
799,rauchen::V,kadíti se,divogedañ
800,regnen::V,deževáti,glavañ
801,gefrieren::V,zmŕzniti,reviñ
802,tauen::V,tájati,diskornañ
