,Concept_ID,hy,cv
223,Mann::N,մարդ,ар
224,Mann::N,տղամարդ,ар
225,Frau::N,կին,хӗрарӑм
226,Kind::N,զավակ,ача
227,Junge::N,տղա,ача
228,Junge::N,տղա,ар ҫын ача
229,Mädchen::N,աղջիկ,хӗр ача
230,Familie::N,ընտանիք,ҫемье
231,Familie::N,ընտանիք,кил-йыш
232,Großvater::N,պապ,кукаҫи
233,Großmutter::N,տատ,кукамай
234,Eltern::N,ծնողներ,аҫа-ама
235,Vater::N,հայր,атте
236,Mutter::N,մայր,анне
237,Sohn::N,որդի,ывӑл
238,Tochter::N,աղջիկ,хӗр
239,Tochter::N,դուստր,хӗр
240,Bruder::N,եղբայր,ар тӑван
241,Schwester::N,քույր,аппа
242,Schwester::N,քույր,йӑмӑк
243,Onkel::N,քեռի,мучи
244,Onkel::N,քեռի,пичче
245,Onkel::N,հորեղբայր,мучи
246,Onkel::N,հորեղբայր,пичче
247,Tante::N,մորաքույր,аппа
248,Ehemann::N,մարդ,упӑшка
249,Ehemann::N,ամուսին,упӑшка
250,Ehefrau::N,կին ամուսին,арӑм
251,Freude::N,ուրախություն,савӑнӑҫ
252,Freude::N,ուրախություն,хаваслӑх
253,Gelächter::N,ծիծաղ,кулӑ
254,Glück::N,երջանկություն,телей
255,Glück::N,երջանկություն,ӑраскал
256,Kummer::N,վիշտ,хурлӑх
257,Wunsch::N,ցանկություն,ӗмӗт
258,Wunsch::N,ցանկություն,кӑмӑл
259,Lust::N,փափագ,кӑмӑл
260,Lust::N,իղձ,кӑмӑл
261,Geist::N,ոգի,чун-чӗм
262,Geist::N,ոգի,ыр-усал
263,Geist::N,ոգի,чун хавалӗ
264,Gedanke::N,միտք,шухӑш
265,Gedächtnis::N,հիշողություն,ас
266,Verstand::N,խելք,ӑс
267,Verstand::N,խելք,ӑс-тӑн
268,Verstand::N,խելք,ӑс-хакӑл
269,Sinn::N,իմաստ,тупсӑм
270,Sinn::N,իմաստ,пӗлтерӗш
271,Grund::N,պատճառ,сӑлтав
272,Wahrheit::N,ճշմարտություն,чӑнлӑх
273,Gespräch::N,զրույց,калаҫу
274,Märchen::N,պայիկի պատմություն,юмах
275,Erzählung::N,պատմվածք,акалав
276,Erzählung::N,պատմվածք,каласа пани
277,Erzählung::N,պատմություն,акалав
278,Erzählung::N,պատմություն,каласа пани
279,Nachricht::N,հաղորդագրություն,хыпар
280,Neuigkeit::N,լուր,ҫӗнӗ хыпар
281,Neuigkeit::N,նորություն,ҫӗнӗ хыпар
282,Name::N,անուն,ят
283,Rätsel::N,բարդ խնդիր,сутмалли юмах
284,Rede::N,ճառ,сӑмах
285,Rede::N,ելույթ,сӑмах
286,Sprache::N,լեզու,чӗлхе
287,Stimme::N,ձայն,сасӑ
288,Wort::N,բառ,сӑмах
289,Zeichen::N,նշան,паллӑ
290,Ruf::N,կոչ,йыхрав
291,Ruf::N,կոչ,чӗнӳ
292,Ruf::N,կանչ,йыхрав
293,Ruf::N,կանչ,чӗнӳ
294,Lärm::N,աղմուկ,шав
295,Laut::N,հնչյուն,сасӑ
296,Laut::N,ձայն,сасӑ
297,Ton::N,տոն,сасӑ
298,Lied::N,երգ,юрӑ
299,Ruhe::N,անդորրություն,канӑҫлӑх
300,Ruhe::N,անդորրություն,лӑпкӑлӑх
301,Leute::N,մարդիկ,ҫамрӑксем
302,Leute::N,մարդիկ,ҫамрӑк ҫынсем
303,Volk::N,ազգ,халӑх
304,Arbeit::N,գործ,ӗҫхӗл
305,Arbeit::N,գործ,ӗҫлев
306,Arbeit::N,աշխատանք,ӗҫхӗл
307,Arbeit::N,աշխատանք,ӗҫлев
308,Gast::N,հյուր,хӑна
309,Geschenk::N,նվեր,парне
310,Geschenk::N,նվեր,кучченеҫ
311,Spiel::N,խաղ,вӑйӑ
312,Gesellschaft::N,ընկերություն,общество
313,Hilfe::N,օգնությթուն,пулӑшу
314,Freund::N,ընկեր,тус
315,Freund::N,բարեկամ,тус
316,Kamerad::N,ուղեկից,юлташ
317,Kamerad::N,ուղեկից,тус
318,Angelegenheit::N,բան,ӗҫ
319,Angelegenheit::N,գործ,ӗҫ
320,Anzahl::N,քանակ,йыш
321,Anzahl::N,քանակ,хисеп
322,Anzahl::N,գումար,йыш
323,Anzahl::N,գումար,хисеп
324,Art::N,տեսակ,тӗс
325,Stück::N,կտոր,татӑк
326,Teil::N,մաս,пай
327,Hälfte::N,կես,ҫурӑ
328,Kreis::N,շիջանակ,ункӑ
329,Kreis::N,շիջանակ,ҫавракӑш
330,Kreuz::N,խաչ,хӗрес
331,Linie::N,գիծ,йӗр
332,Strich::N,գիծ,йӗр
333,Abstand::N,անջրպետ,хушӑ
334,Entfernung::N,հեռավորություն,хушӑ
335,Gegend::N,շրջան,вырӑн
336,Platz::N,տարածություն,хутлӑх
337,Ort::N,տեղ,вырӑн
338,Ort::N,վայր,вырӑн
339,Seite::N,կողմ,ен
340,Seite::N,կողմ,аяк
341,Seite::N,կողմ,айӑк
342,Mitte::N,մեջտեղ,варӑ
343,Gegenstand::N,առարկա,япала
344,Sache::N,բան,япала
345,Rand::N,վերջք,вӗҫ
346,Rand::N,վերջք,хӗрӗ
347,Rand::N,վերջք,хӗрри
348,Kante::N,եզր,хайкача
349,Kante::N,եզր,хысак
350,Ecke::N,անկյուն,кӗтес
351,Spitze::N,ծայր,вӗҫ
352,Ende::N,ծայր,вӗҫ
353,Loch::N,անցք,шӑтӑк
354,Winkel::N,անկյուն,кӗтес
355,Muster::N,օրինակ,эреш
356,Größe::N,մեծություն,пысӑкӑш
357,Länge::N,երկարություն,вӑрӑмӑш
358,Höhe::N,բարձրություն,ҫӳллӗш
359,Gewicht::N,կշիռ,виҫе
360,Gewicht::N,կշիռ,йывӑрӑш
361,Menge::N,քանակ,йыш
362,Haufen::N,դեզ,купа
363,Haufen::N,կույտ,купа
364,Reihe::N,շարք,рет
365,Reihe::N,կարգ,рет
366,Boot::N,նավակ,кимӗ
367,Ruder::N,թի,кӗсмен
368,Ruder::N,թիակ,кӗсмен
369,Schlitten::N,բալխիր,ҫуна
370,Ski::N,դահուկ,йӗлтӗр
371,Lagerfeuer::N,բացօդեայ կրակ,вут
372,Lagerfeuer::N,բացօդեայ կրակ,кӑвайт
373,Last::N,բեռ,сулмаклӑх
374,Last::N,բեռ,йывӑр япала
375,Gang::N,զբոսանք,куҫӑм
376,Schritt::N,քայլ,утӑм
377,Schritt::N,քայլ,пусӑм
378,Norden::N,հյուսիս,ҫурҫӗр
379,Süden::N,հարավ,кӑнтӑр
380,Westen::N,արեւմուտք,анӑҫ
381,Westen::N,արեւմուտք,хӗвел анӑҫ
382,Osten::N,արեւելք,хӗвел тухӑҫ
383,Holz::N,փայտ,йывӑҫ
384,Brett::N,տախտակ,хӑма
385,Platte::N,թիթեղ,плита
386,Stütze::N,նեցուկ,ура
387,Stange::N,ձող,шерте
388,Stock::N,փայտ,патак
389,Stab::N,ցուպ,шӑчӑ
390,Stab::N,գավազան,шӑчӑ
391,Rohr::N,խողովակ,пӑрӑх
392,Haus::N,տուն,ҫурт
393,Heim::N,տուն,кил
394,Ofen::N,վառարան,кӑмака
395,Fußboden::N,հատակ,урай
396,Tisch::N,սեղան,сӗтел
397,Stuhl::N,աթոռ,пукан
398,Wiege::N,օրորոց,сӑпка
399,Bett::N,անկողին,кравать
400,Regal::N,դարակ,ҫӳлӗк
401,Regal::N,դարակ,сентре
402,Kiste::N,տուփ,ещӗк
403,Kiste::N,տուփ,сунтӑх
404,Fenster::N,պատուհան,чӳрече
405,Tür::N,դուռ,алӑк
406,Tor::N,դարպաս,хапха
407,Zaun::N,ցանկապատ,хӳме
408,Dach::N,տանիք,тӑрӑ
409,Dach::N,կտուր,тӑрӑ
410,Leiter::N,սանդուղք,пусма
411,Besen::N,ավել,шӑпӑр
412,Spaten::N,բահ,кӗреҫе
413,Schaufel::N,թի,кӗреҫе
414,Gabel::N,պատառաքաղ,вилка
415,Löffel::N,գդալ,кашӑк
416,Messer::N,դանակ,ҫӗҫӗ
417,Nagel::N,մեխ,пӑта
418,Netz::N,ցանց,тетел
419,Haken::N,կարթ,йӑрхах
420,Haken::N,կարթ,ҫекӗл
421,Griff::N,կոթ,хӑлӑп
422,Griff::N,բռնակ,хӑлӑп
423,Schloss::N,կողպեք,ҫӑра
424,Bild::N,նկար,сӑн
425,Bild::N,նկար,сӑнлӑх
426,Bild::N,նկար,картина
427,Bild::N,պատկեր,сӑн
428,Bild::N,պատկեր,сӑнлӑх
429,Bild::N,պատկեր,картина
430,Figur::N,քանդակ,кӗлетке
431,Figur::N,պատկեր,кӗлетке
432,Puppe::N,տիկնիկ,пукане
433,Beutel::N,տոպրակ,михӗ
434,Bündel::N,կապոց,ҫыхӑ
435,Bündel::N,կապոց,тӗрке
436,Tasche::N,պայուսակ,сумка
437,Eimer::N,դույլ,витре
438,Deckel::N,կափարիչ,хупӑ
439,Geschirr::N,ամանեղեն,савӑт-сапа
440,Sack::N,պարկ,михӗ
441,Sack::N,տոպրակ,михӗ
442,Tasse::N,թաս,курка
443,Tasse::N,գավաթ,курка
444,Topf::N,անոթ,кастрюль
445,Kessel::N,կաթսա,хуран
446,Essen::N,կերակուր,апат
447,Nahrung::N,ուտելիք,апат-ҫимӗс
448,Speise::N,խորտիկ,апат
449,Speise::N,խորտիկ,ҫимӗҫ
450,Speise::N,կերակուր,апат
451,Speise::N,կերակուր,ҫимӗҫ
452,Fleisch::N,միս,аш
453,Fleisch::N,միս,какай
454,Getreide::N,հացահատիկ,тырӑ
455,Brei::N,լանդակ,пӑтӑ
456,Brot::N,հաց,ҫӑкӑр
457,Scheibe::N,կտոր,чӗлӗ
458,Scheibe::N,կտոր,касӑк
459,Scheibe::N,պատառ,чӗлӗ
460,Scheibe::N,պատառ,касӑк
461,Fett::N,ճարպ,ҫу
462,Butter::N,կարագ,ҫу
463,Öl::N,ձեթ,ҫу
464,Salz::N,աղ,тӑвар
465,Suppe::N,սուպ,яшка
466,Suppe::N,ապուր,яшка
467,Honig::N,մեղր,пыл
468,Milch::N,կաթ,сӗт
469,Tee::N,թեյ,чей
470,Leder::N,կաշի,сӑран
471,Wolle::N,բուրդ,ҫӑм
472,Stoff::N,գործվածք,тӗртӗм
473,Nadel::N,ասեղ,йӗп
474,Faden::N,թել,ҫип
475,Knopf::N,կոճակ,тӳме
476,Knoten::N,հանգույց,йӑлӑ
477,Farbe::N,ներկ,сӑрӑ
478,Kleidung::N,հագուստ,тум
479,Kleidung::N,հագուստ,ҫипуҫ
480,Kleidung::N,հագուստ,тум-тир
481,Hemd::N,վերնաշապիկ,кӗпе
482,Kragen::N,օձիք,ҫуха
483,Ärmel::N,թեւք,ҫанӑ
484,Hose::N,շալվար,шӑлавар
485,Gürtel::N,գոտի,пиҫиххи
486,Mütze::N,կեպի,ҫӗлӗк
487,Schuh::N,կոշիկ,пушмак
488,Schuh::N,կոշիկ,ботинок
489,Stiefel::N,երկարաճիթ կոշիկ,атӑ
490,Ring::N,զնգալ,ҫӗрӗ
491,Band::N,ժապավեն,хаю
492,Band::N,ժապավեն,йӗсме
493,Kamm::N,սանր,тура
494,Spiegel::N,հայելի,тӗкӗр
495,Spiegel::N,հայելի,куҫ кӗски
496,Riemen::N,փոկ,чӗн
497,Schnur::N,լար,кантра
498,Leine::N,փոկ,касмӑк
499,Decke::N,վերմակ,утиял
500,Kissen::N,բարձ,ҫытар
501,Kissen::N,բարձ,минтер
502,Tuch::N,թաշկինակ,тутӑр
503,Handtuch::N,սրբիչ,ал шӑлли
504,Kraft::N,ուժ,вӑй
505,Kraft::N,ուժ,хӑват
506,Stärke::N,պնդություն,хал
507,Stärke::N,պնդություն,хӑват
508,Stärke::N,ամրություն,хал
509,Stärke::N,ամրություն,хӑват
510,Gesundheit::N,առողջություն,хал
511,Gesundheit::N,առողջություն,сывлӑх
512,Krankheit::N,ախտ,чир
513,Krankheit::N,հիվանդություն,чир
514,Schmerz::N,ցավ,ырату
515,Schmerz::N,տանջանք,ырату
516,Wunde::N,վերք,суран
517,Fieber::N,տենդ,сив чир
518,Arznei::N,դեղ,эмел
519,Brücke::N,կամուրջ,кӗпер
520,Brunnen::N,հոր,ҫӑл
521,Brunnen::N,հոր,пусӑ
522,Brunnen::N,ջրհոր,ҫӑл
523,Brunnen::N,ջրհոր,пусӑ
524,Weide::N,արոտավայր,ҫаран
525,Pfad::N,արահետ,йӗр
526,Pfad::N,արահետ,сукмак
527,Weg::N,ուղի,ҫул
528,Weg::N,ուղի,ҫул-йӗр
529,Straße::N,ճանապարհ,ҫӳрев
530,Straße::N,ճանապարհ,ҫул ҫӳрени
531,Dorf::N,գյուղ,ял
532,Stadt::N,քաղաք,хула
533,Brief::N,նամակ,ҫыру
534,Buch::N,գիրք,кӗнеке
535,Buchstabe::N,տառ,сас палли
536,Buchstabe::N,գիր,сас палли
537,Zeitung::N,լրագիր,хаҫат
538,Leben::N,կյանք,пурнӑҫ
539,Tod::N,մահ,вилӗм
540,Grab::N,գերեզման,масар шӑтӑкӗ
541,Kirche::N,եկեղեցի,чиркӳ
542,Sünde::N,մեղք,ҫылӑх
543,Gott::N,աստված,турӑ
544,Arbeiter::N,բանվոր,рабочи
545,Arbeiter::N,աշխատող,рабочи
546,Chef::N,տեր,пуҫлӑх
547,Meister::N,վարպետ,ӑста
548,Meister::N,վարպետ,мастер
549,Arzt::N,բժիշկ,врач
550,Arzt::N,բժիշկ,тухтӑр
551,Lehrer::N,ուսուցիչ,учитель
552,Lehrer::N,ուսուցիչ,вӗрентекен
553,Geld::N,փող,укҫа
554,Geschäft::N,գործ,бизнес
555,Geschäft::N,աշխատանք,бизнес
556,Laden::N,կրպակ,магазин
557,Laden::N,խանութ,магазин
558,Preis::N,գին,хак
559,Ware::N,ապրանք,тавар
560,Nutzen::N,օգուտ,пайта
561,Reichtum::N,հարստություն,мул
562,Welt::N,աշխարհ,тӗнче
563,Land::N,երկիր,ҫӗр-шыв
564,Staat::N,պետություն,патшàлӑх
565,König::N,արքա,король
566,König::N,թագավոր,король
567,Macht::N,իշխանություն,власть
568,Grenze::N,սահման,чикӗ
569,Krieg::N,պատերազմ,вӑрҫӑ
570,Feind::N,թշնամի,тӑшман
571,Gewalt::N,բռնություն,ирӗксӗрлӳ
572,Gewalt::N,սաստկություն,ирӗксӗрлӳ
573,Kampf::N,մարտ,кӗрешӳ
574,Bogen[Waffe]::N,աղեղ,ухӑ
575,Pfeil::N,նետ,ҫӗмрен
576,Pfeil::N,նետ,ухӑ йӗппи
577,Gewehr::N,հրացան,пӑшал
578,Fehler::N,սխալ,йӑнӑш
579,Lüge::N,սուտ,суя
580,Lüge::N,սուտ,ултав
581,Schaden::N,վնաս,сиен
582,Unglück::N,դժբախտություն,шар
583,Unglück::N,դժբախտություն,инкек
584,Schuld::N,պակասություն,айӑп
585,Alter::N,հասակ,ҫул шучӗ
586,Schluss::N,վերջ,пӗтни
587,Schluss::N,վերջ,пӗтмӗш
588,Schluss::N,վախճան,пӗтни
589,Schluss::N,վախճան,пӗтмӗш
590,Zeit::N,ժամանակ,вӑхӑт
591,Tag::N,օր,кун
592,Morgen::N,առավոտ,ир
593,Mittag::N,կեսօր,кӑнтӑрла
594,Abend::N,երեկո,каҫ
595,Nacht::N,գիշեր,каҫ
596,Woche::N,շաբաթ,эрне
597,Monat::N,ամիս,уйӑх
598,Jahr::N,տարի,ҫулталӑк
599,Frühling::N,գարուն,ҫур
600,Frühling::N,գարուն,ҫуркунне
601,Sommer::N,ամառ,ҫу
602,Sommer::N,ամառ,ҫулла
603,Herbst::N,աշուն,кӗр
604,Herbst::N,աշուն,кӗркунне
605,Winter::N,ձմեռ,хӗл
606,Winter::N,ձմեռ,хӗлле
607,Januar::N,հունվար,январь
608,Februar::N,փետրվար,февраль
609,Februar::N,փետրվար,кӗҫӗн кӑрлач
610,März::N,մարտ,март
611,März::N,մարտ,пуш уйӑхӗ
612,April::N,ապրիլ,апрель
613,Mai::N,մայիս,май
614,Juni::N,հունիս,июнь
615,Juli::N,հուլիս,июль
616,August::N,օգոստոս,август
617,September::N,սեպտեմբեր,сентябрь
618,September::N,սեպտեմբեր,авӑн уйӑхӗ
619,Oktober::N,հոկտեմբեր,октябрь
620,November::N,նոյեմբեր,ноябрь
621,Dezember::N,դեկտեմբեր,раштав
622,Dezember::N,դեկտեմբեր,декабрь
623,Montag::N,երկուշաբթի,тунти кун
624,Dienstag::N,երեքշաբթի,ытлари кун
625,Mittwoch::N,չորեքշաբթի,юн кун
626,Donnerstag::N,հինգշաբթի,кӗҫнерни кун
627,Freitag::N,ուրբաթ,эрне кун
628,Samstag::N,շաբաթ,шӑмат кун
629,Sonntag::N,կիրակի,вырсарни кун
630,groß::A,մեծ,пысӑк
631,groß::A,խոշոր,пысӑк
632,klein::A,պստիկ,пӗчӗк
633,klein::A,փոքրիկ,пӗчӗк
634,lang::A,երկար,вӑрӑм
635,kurz::A,կարճ,кӗске
636,breit::A,լայն,сарлака
637,schmal::A,նեղ,ансӑр
638,dicht::A,խիտ,йӑвӑ
639,dick[Gegenstand]::A,հաստ,хулӑн
640,dünn::A,բարակ,ҫинҫе
641,dünn::A,բարակ,ҫӳхе
642,fein::A,նուրբ,тарай
643,fein::A,նուրբ,вӗлтӗрти
644,fest::A,ամուր,тӗреклӗ
645,fest::A,պինդ,тӗреклӗ
646,flach::A,տափակ,лаптак
647,glatt::A,հարթ,такӑр
648,hart::A,կարծր,хытӑ
649,weich::A,մեղմ,ҫемҫе
650,weich::A,փափուկ,ҫемҫе
651,rund::A,կլոր,ҫавра
652,spitz::A,սրածայր,шӗвӗр
653,scharf::A,սուր,ҫивӗч
654,stumpf::A,գուլ,мӑка
655,stumpf::A,գուլ,пуклак
656,stumpf::A,գուլ,тӗрӗнчӗк
657,stumpf::A,գուլ,ӑнкарусӑр
658,schwer::A,ծանր,йывӑр
659,schön::A,սիրուն,илемлӗ
660,schön::A,գեղեցիկ,илемлӗ
661,heiß::A,թեժ,вӗри
662,warm::A,տաք,ӑшӑ
663,warm::A,ջերմ,ӑшӑ
664,kalt::A,ցուրտ,сивӗ
665,kühl::A,զով,уҫӑ
666,frisch::A,թարմ,уҫӑ
667,feucht::A,ղոնավ,йӗпе
668,nass::A,թաց,нӳрӗ
669,trocken::A,ցամաք,типӗ
670,voll::A,լի,тулли
671,voll::A,լիքը,тулли
672,leer::A,դատարկ,пушӑ
673,offen::A,բաց,уҫӑ
674,geschlossen::A,գոց,хупӑ
675,sauber::A,մաքուր,таса
