,Concept_ID,kl,hu
142,Weide[Baum]::N,palleq,fűz
143,Tanne::N,orsuerneq,fenyő
144,Horn::N,nassuk,szarv
145,Feder::N,suluk,toll
146,Fell::N,ameq,szőr
147,Fell::N,ameq,bunda
148,Flügel::N,suluk,szárny
149,Flügel::N,isaroq,szárny
150,Klaue::N,kukik,köröm
151,Kralle::N,kukik,karom
152,Schwanz::N,pamioq,farok
153,Schwanz::N,paperuusaq,farok
154,Ei::N,mannik,tojás
155,Nest::N,ullut,fészek
156,Bau::N,ini,odú
157,Tier::N,uumasoq,állat
158,Herde::N,unguukkat,nyáj
159,Herde::N,unguukkat,csorda
160,Kuh::N,ussik,tehén
161,Bulle::N,angukulak,bika
162,Bulle::N,anguteralak,bika
163,Bulle::N,angutikulooq,bika
164,Schaf::N,sava,juh
165,Schaf::N,sava,birka
166,Schwein::N,puuluki,sertés
167,Hund::N,qimmeq,eb
168,Hund::N,qimmeq,kutya
169,Katze::N,puisaaq,macska
170,Bär::N,allaq,medve
171,Eichhörnchen::N,sissinnguaq,mókus
172,Fuchs::N,terianniaq,róka
173,Hase::N,ukaleq,nyúl
174,Maus::N,teriannguaq,egér
175,Wolf::N,amaroq,farkas
176,Vogel::N,timmiaq,madár
177,Huhn::N,kukkukooq,tyúk
178,Huhn::N,marloraaqaaq,tyúk
179,Hahn::N,kiasiusaq,kakas
180,Gans::N,nerleq,lúd
181,Gans::N,nerleq,liba
182,Adler::N,nattoralik,sas
183,Eule::N,uppik,bagoly
184,Kranich::N,qorlorfik,daru
185,Krähe::N,tuluatsiaq,varjú
186,Kuckuck::N,kukkooq,kakukk
187,Schwan::N,qussuk,hattyú
188,Fisch::N,aalisagaq,hal
189,Schlange[Tier]::N,pulateriarsuk,kígyó
190,Schlange[Tier]::N,pulateriaarsuk,kígyó
191,Spinne::N,aasiaq,pók
192,Spinne::N,nissavaarsuk,pók
193,Ameise::N,uniaaluk,hangya
194,Laus::N,kumak,tetű
195,Mücke::N,ippernaq,szúnyog
196,Fliege::N,ippernaq,légy
197,Schmetterling::N,paluaq,lepke
198,Schmetterling::N,paluaq,pillangó
199,Schmetterling::N,pakkaluaq,lepke
200,Schmetterling::N,pakkaluaq,pillangó
201,Schmetterling::N,utsuppaluaq,lepke
202,Schmetterling::N,utsuppaluaq,pillangó
203,Schmetterling::N,taqaleqisaaq,lepke
204,Schmetterling::N,taqaleqisaaq,pillangó
205,Beere::N,paarmaq,bogyó
206,Beere::N,paarngaq,bogyó
207,Apfel::N,iipili,alma
208,Pilz::N,anngiusaq,gomba
209,Zwiebel::N,uanitsoq,hagyma
210,Saat::N,naatsiiassaq,vetőmag
211,Korn::N,maannineq,mag
212,Korn::N,maannineq,szem
213,Schale::N,niutsivik,héj
214,Schale::N,ilulissaq qaartussaq,héj
215,Grube::N,itersaq,verem
216,Falle::N,pualavoq,csapda
217,Schlinge::N,orseq,tőr
218,Schlinge::N,norloq,tőr
219,Spur::N,tumaa,nyom
220,Asche::N,arsat,hamu
221,Dreck::N,minguk,sár
222,Dreck::N,minguk,piszok
223,Eisen::N,savimineq,vas
224,Eisen::N,saffiugassaq,vas
225,Gold::N,kuulti,arany
226,Silber::N,siilviuvoq,ezüst
227,Kohle::N,aamarsuit aamaruutissat,szén
228,Glas::N,igalaaq,üveg
229,Glas::N,imertarfik,üveg
230,Glas::N,igalaamineq,üveg
231,Lehm::N,marraq,agyag
232,Lehm::N,marraq,vályog
233,Sand::N,sioqqat,homok
234,Mensch::N,inuk,ember
235,Mensch::N,silamiu,ember
236,Mann::N,angut,úr
237,Mann::N,angut,férfi
238,Frau::N,arnaq,nő
239,Frau::N,arnaq,asszony
240,Kind::N,meeraq,gyerek
241,Kind::N,meeraq,gyermek
242,Junge::N,nukappiaraq,fiú
243,Mädchen::N,arnannguaq,lány
244,Familie::N,ilaqutakka,család
245,Familie::N,ilaqutariit,család
246,Großvater::N,aatak,nagyapa
247,Großmutter::N,aanaq,nagyanya
248,Eltern::N,angajoqqaat,szülők
249,Vater::N,ataata,apa
250,Vater::N,ataata,atya
251,Vater::N,ataataq,apa
252,Vater::N,ataataq,atya
253,Mutter::N,anaana,anya
254,Sohn::N,erneq,fiú
255,Tochter::N,panik,lány
256,Bruder::N,ani,fivér
257,Bruder::N,ani,testvér
258,Bruder::N,aqqaluk,fivér
259,Bruder::N,aqqaluk,testvér
260,Bruder::N,qatanngut,fivér
261,Bruder::N,qatanngut,testvér
262,Schwester::N,naja,nővér
263,Schwester::N,naja,lánytestvér
264,Schwester::N,aleqa,nővér
265,Schwester::N,aleqa,lánytestvér
266,Schwester::N,qatanngut,nővér
267,Schwester::N,qatanngut,lánytestvér
268,Onkel::N,akkak,nagybácsi
269,Tante::N,aja,nagynéni
270,Tante::N,ajak,nagynéni
271,Tante::N,atsak,nagynéni
272,Ehemann::N,ui,férj
273,Ehefrau::N,nuliaq,feleség
274,Freude::N,tipaatsussuseq,öröm
275,Gelächter::N,illaq,nevetés
276,Gelächter::N,illaq,hahotázás
277,Glück::N,usornaat,boldogság
278,Glück::N,usornarsuseq,boldogság
279,Wunsch::N,kissaat,óhaj
280,Lust::N,illigussuseq,kedv
281,Lust::N,piummaseq,kedv
282,Geist::N,anerneq,elme
283,Geist::N,anerneq,szellem
284,Geist::N,toornaq,elme
285,Geist::N,toornaq,szellem
286,Gedanke::N,isumassaq,gondolat
287,Gedächtnis::N,eqqaamannissuseq,emlékezet
288,Verstand::N,isuma,ész
289,Verstand::N,isuma,értelem
290,Verstand::N,sianissut,ész
291,Verstand::N,sianissut,értelem
292,Verstand::N,misigissut,ész
293,Verstand::N,misigissut,értelem
294,Verstand::N,sianissuseq,ész
295,Verstand::N,sianissuseq,értelem
296,Verstand::N,silaqassuseq,ész
297,Verstand::N,silaqassuseq,értelem
298,Sinn::N,isuma,értelem
299,Grund::N,patsit,ok
300,Grund::N,patsit,alap
301,Wahrheit::N,sallusuissut,igaz
302,Wahrheit::N,sallusuissut,igazság
303,Märchen::N,oqalualaarut,mese
304,Märchen::N,oqaluasaaq,mese
305,Erzählung::N,oqaluttuaq,elbeszélés
306,Nachricht::N,oqaassut,hír
307,Nachricht::N,oqaassut,híradás
308,Nachricht::N,oqqersuut,hír
309,Nachricht::N,oqqersuut,híradás
310,Neuigkeit::N,tusarnartaq,újság
311,Name::N,ateq,név
312,Rätsel::N,nalorsitsaarut,rejtvény
313,Rede::N,oqaluuseq,beszéd
314,Rede::N,oqaluuseq,szónoklat
315,Sprache::N,oqaatsit,nyelv
316,Stimme::N,erinaq,hang
317,Stimme::N,qarluuseq,hang
318,Wort::N,oqaasii,szó
319,Zeichen::N,nalunaaqqut,jel
320,Ruf::N,qaaqqussut,kiáltás
321,Lärm::N,perpaluk,zaj
322,Laut::N,torsukattak,hang
323,Ton::N,erinaq,hang
324,Lied::N,taalliaq,dal
325,Lied::N,taalliaq,ének
326,Lied::N,erinarsuut,dal
327,Lied::N,erinarsuut,ének
328,Ruhe::N,qatsunganeq,csend
329,Ruhe::N,qatsunganeq,nyugalom
330,Leute::N,inuiak,emberek
331,Leute::N,inuiaqatigiit,emberek
332,Volk::N,inuiaat,nép
333,Arbeit::N,suliaq,dolog
334,Gast::N,qaaqqusaq,vendég
335,Geschenk::N,pajugut,ajándék
336,Hilfe::N,annertoqqut,segítség
337,Freund::N,tiliaq,barát
338,Freund::N,ikinngut,barát
339,Kamerad::N,tiliaq,társ
340,Kamerad::N,ikinngut,társ
341,Art::N,ileqquuseq,faj
342,Art::N,ileqquuseq,fajta
343,Stück::N,nakkaalaniku,darab
344,Teil::N,tassiaasat,rész
345,Hälfte::N,affaq,fél
346,Kreis::N,kaajaluinneq or kaajaluitsoq,kör
347,Kreuz::N,sanningasulik,kereszt
348,Linie::N,tittaq,vonal
349,Linie::N,titarneq,vonal
350,Abstand::N,aku,köz
351,Abstand::N,ikiaq,köz
352,Entfernung::N,asi,távolság
353,Gegend::N,nuna,táj
354,Gegend::N,nuna,vidék
355,Platz::N,ini,hely
356,Platz::N,inissaq,hely
357,Ort::N,sumiiffik,hely
358,Seite::N,saneraq,fél
359,Seite::N,saneraq,oldal
360,Mitte::N,qiteq,közép
361,Sache::N,pigisaq,dolog
362,Rand::N,sini,szél
363,Rand::N,sini,perem
364,Rand::N,sini,szegély
365,Rand::N,akerfineq,szél
366,Rand::N,akerfineq,perem
367,Rand::N,akerfineq,szegély
368,Kante::N,akerfineq,él
369,Ecke::N,teqeqqoq,sarok
370,Ecke::N,teqeqqoq,szöglet
371,Ecke::N,tikeqqoq,sarok
372,Ecke::N,tikeqqoq,szöglet
373,Spitze::N,inngik,csúcs
374,Ende::N,isu,vég
375,Loch::N,putu,lyuk
376,Winkel::N,teqeqqorissaat,szög
377,Muster::N,ilisserut,minta
378,Größe::N,angissuseq,nagyság
379,Länge::N,takissuseq,hossz
380,Länge::N,takissuseq,hosszúság
381,Gewicht::N,oqimaalutaq,súly
382,Menge::N,amerlassuseq,sokaság
383,Menge::N,amerlassuseq,mennyiség
384,Haufen::N,eqimattat,halom
385,Reihe::N,allunaasaq,sor
386,Boot::N,qajaq,csónak
387,Boot::N,angallat,csónak
388,Boot::N,umiatsiaq,csónak
389,Ruder::N,iput,evező
390,Schlitten::N,qamutit,szánkó
391,Schlitten::N,qimusseq,szánkó
392,Ski::N,ataarut,sí
393,Last::N,nammagaq,teher
394,Schritt::N,allorneq,lépés
395,Norden::N,avannaq,észak
396,Süden::N,qava,dél
397,Süden::N,kujat,dél
398,Süden::N,kujataa,dél
399,Westen::N,kitaa,nyugat
400,Osten::N,kangi,kelet
401,Holz::N,qisuk,fa
402,Brett::N,salliligaq,deszka
403,Platte::N,qaateq,lap
404,Platte::N,qaateq,lemez
405,Stütze::N,ajagutaq,támasz
406,Stütze::N,ajagutaq,támaszték
407,Stütze::N,ajaagutaq,támasz
408,Stütze::N,ajaagutaq,támaszték
409,Stange::N,kaaviffik,rúd
410,Stange::N,kaaviffik,pózna
411,Stock::N,ajaappissat,pálca
412,Stab::N,ajaappissat,bot
413,Rohr::N,sullulik,cső
414,Haus::N,illu,ház
415,Ofen::N,kissarsuut,kályha
416,Fußboden::N,nateq,padló
417,Tisch::N,allattarfik,asztal
418,Stuhl::N,issiavik,szék
419,Stuhl::N,issiaffik,szék
420,Wiege::N,uaasoq,bölcső
421,Bett::N,nallavik,ágy
422,Regal::N,ilisivik,polc
423,Regal::N,ilisivik,állvány
424,Kiste::N,sakissat,láda
425,Kiste::N,illerfiusaq,láda
426,Fenster::N,aki,ablak
427,Fenster::N,igalaaq,ablak
428,Tür::N,matu,ajtó
429,Tor::N,isaaffik,kapu
430,Zaun::N,saputit,kerítés
431,Dach::N,qaliaq,tető
432,Leiter::N,tummeqqat,létra
433,Leiter::N,majuartarfiit,létra
434,Besen::N,saligutit,seprű
435,Spaten::N,nivaataq,ásó
436,Schaufel::N,nivaataq,lapát
437,Gabel::N,qilluaq,villa
438,Gabel::N,ajassaatit,villa
439,Löffel::N,alussaat,kanál
440,Messer::N,savik,kés
441,Nagel::N,kukik,szeg
442,Netz::N,anguffaseq,háló
443,Haken::N,nissik,kampó
444,Haken::N,qarsorsaq,kampó
445,Haken::N,qarsorsartoq,kampó
446,Griff::N,ipi,nyél
447,Griff::N,ipi,fogantyú
448,Schloss::N,illussaarsuaq,zár
449,Bild::N,assiliaq,kép
450,Figur::N,kisitsit,alak
451,Puppe::N,inuusaq,bábu
452,Bündel::N,qilertaq,köteg
453,Tasche::N,pooqattaq,táska
454,Deckel::N,matu,fedő
455,Deckel::N,matu,fedél
456,Geschirr::N,anut,edény
457,Tasse::N,tiitorfik,csésze
458,Tasse::N,tiitorfiup ilorlia,csésze
459,Topf::N,qoqqoq,fazék
460,Kessel::N,uunnaavik,üst
461,Kessel::N,uunnaavik,bogrács
462,Essen::N,igaaq,evés
463,Essen::N,igaaq,étkezés
464,Nahrung::N,neqissaq,ennivaló
465,Speise::N,nerisassat,étel
466,Fleisch::N,neqi,hús
467,Getreide::N,maannineq,gabona
468,Brot::N,iffit,kenyér
469,Brot::N,iffiaq,kenyér
470,Scheibe::N,igalaassiaq,szelet
471,Fett::N,tarnutissaq,háj
472,Fett::N,tarnutissaq,zsír
473,Fett::N,tarnutissiaq,háj
474,Fett::N,tarnutissiaq,zsír
475,Butter::N,punneq,vaj
476,Öl::N,uulia,olaj
477,Salz::N,taratsut,só
478,Suppe::N,qajoq,leves
479,Honig::N,tungusunnitsuut,méz
480,Milch::N,immuk,tej
481,Tee::N,tii,tea
482,Tee::N,teeq,tea
483,Wolle::N,nuersagassiaq,gyapjú
484,Stoff::N,milliaq,szövet
485,Stoff::N,qarlissiaq,szövet
486,Nadel::N,meqqut,tű
487,Faden::N,ujalussiaq,fonál
488,Knopf::N,attat,gomb
489,Knoten::N,akeroq,csomó
490,Knoten::N,qilerneq,csomó
491,Farbe::N,qalipaat,szín
492,Farbe::N,qalipaat,festék
493,Kleidung::N,atisat,ruha
494,Kleidung::N,atisat,ruházat
495,Kleidung::N,annoraaq,ruha
496,Kleidung::N,annoraaq,ruházat
497,Hemd::N,ilupaaq,ing
498,Kragen::N,qungasiinnaq,gallér
499,Ärmel::N,aaq,ujj
500,Hose::N,qarliit,gatya
501,Hose::N,qarliit,nadrág
502,Gürtel::N,qiterut,öv
503,Gürtel::N,unngersaq,öv
504,Mütze::N,nasaq,sapka
505,Schuh::N,skuu,cipő
506,Schuh::N,ikernuk,cipő
507,Schuh::N,ateraasaq,cipő
508,Stiefel::N,kamik,csizma
509,Ring::N,assammiu,gyűrű
510,Band::N,qilerutissiaq,szalag
511,Kamm::N,illaagutit,fésű
512,Kamm::N,illaajaatit pl.,fésű
513,Spiegel::N,tarrarsuut,tükör
514,Riemen::N,allunaaq,szíj
515,Schnur::N,kujaaq,zsinór
516,Schnur::N,allunaasaq,zsinór
517,Leine::N,aleq,póráz
518,Decke::N,qipik,takaró
519,Kissen::N,akit,párna
520,Tuch::N,qarlissiaq,kendő
521,Handtuch::N,allarut,törülköző
522,Handtuch::N,allarterut,törülköző
523,Kraft::N,pissak,erő
524,Stärke::N,qerattarsaat,erő
525,Stärke::N,qerattarsaat,erősség
526,Gesundheit::N,peqqisusseq,egészség
527,Krankheit::N,nappaat,kór
528,Krankheit::N,nappaat,betegség
529,Schmerz::N,anniaat,fájdalom
530,Wunde::N,iki,seb
531,Fieber::N,nappaat qanimanartoq,láz
532,Arznei::N,imigassaq,orvosság
533,Arznei::N,imigassaq,gyógyszer
534,Brücke::N,ikaartarfik,híd
535,Brunnen::N,tissaluttuliaq,kút
536,Weide::N,masarsuk,legelő
537,Pfad::N,aqqut,ösvény
538,Weg::N,aggerfik,út
539,Straße::N,aqqusineq,út
540,Dorf::N,nunaqarfik,falu
541,Stadt::N,illorpaat,város
542,Stadt::N,illorpalik,város
543,Brief::N,allagarsiaq,levél
544,Buch::N,atuakkat,könyv
545,Buch::N,mappersagaq,könyv
546,Buchstabe::N,naqinneq,betű
547,Zeitung::N,aviisi,újság
548,Zeitung::N,aviisi,hírlap
549,Leben::N,inuussuseq,élet
550,Tod::N,toqu,halál
551,Tod::N,toquneq,halál
552,Grab::N,iliveq,sír
553,Grab::N,illissat,sír
554,Kirche::N,oqaluffik,templom
555,Sünde::N,ajorti,bűn
556,Sünde::N,ajorti,vétek
557,Arbeiter::N,sulisoq,munkás
558,Chef::N,ittoqut,főnök
559,Meister::N,naalagaq,mester
560,Arzt::N,katsorsaasoq,orvos
561,Lehrer::N,ilinniartitsisoq,tanár
562,Lehrer::N,ilinniartitsisoq,tanító
563,Geld::N,aningaasat,pénz
564,Geschäft::N,niuertarfik,üzlet
565,Laden::N,niuertarfik,bolt
566,Preis::N,aki,ár
567,Ware::N,qaliata pii,áru
568,Ware::N,nioqqutissaq,áru
569,Nutzen::N,iluaqut,haszon
570,Welt::N,nunarsuaq,világ
571,Land::N,nuna,ország
572,König::N,kunngi,király
573,Macht::N,pissaassuseq,hatalom
574,Grenze::N,killik,határ
575,Krieg::N,sorsunneq,háború
576,Feind::N,akeraq,ellenség
577,Feind::N,akerartorti,ellenség
578,Feind::N,qinngarsuisoq,ellenség
579,Kampf::N,sorsunneq,harc
580,Pfeil::N,qalugiusaq,nyíl
581,Gewehr::N,aallaat,puska
582,Gewehr::N,aallaat,fegyver
583,Fehler::N,kukkuneq,hiba
584,Fehler::N,paarlaappaa,hiba
585,Unglück::N,perluut,csapás
586,Unglück::N,perluut,balszerencse
587,Schuld::N,akiitsugaq,bűn
588,Schuld::N,akiligassaq,bűn
589,Alter::N,utoqqaq,kor
590,Schluss::N,isu,vég
591,Schluss::N,isu,befejezés
592,Zeit::N,ulloq,idő
593,Zeit::N,akuttoqatigiinneq,idő
594,Tag::N,ulloq,nap
595,Morgen::N,ullaaq,reggel
596,Mittag::N,ulloqeqqa,dél
597,Abend::N,unnuk,este
598,Nacht::N,unnuaq,éj
599,Nacht::N,unnuaq,éjszaka
600,Woche::N,sapaatip akunnera,hét
601,Monat::N,qaammat,hó
602,Monat::N,qaammat,hónap
603,Jahr::N,ukioq,év
604,Frühling::N,upernaaq,tavasz
605,Sommer::N,aasaq,nyár
606,Herbst::N,ukiaq,ősz
607,Winter::N,ukioq,tél
608,Januar::N,siulleeq,január
609,Januar::N,qaammaliaq,január
610,Februar::N,aarlaat,február
611,März::N,marsi,március
612,März::N,martsi,március
613,Mai::N,maaji,május
614,Juni::N,juuni,június
615,Juli::N,juuli,július
616,August::N,aggusti,augusztus
617,September::N,septembari,szeptember
618,Oktober::N,oktobari,október
619,November::N,novembari,november
620,Dezember::N,detsembari,december
621,Montag::N,ataasinngortoq,hétfő
622,Dienstag::N,marlunngorneq,kedd
623,Mittwoch::N,pingasunngorneq,szerda
624,Donnerstag::N,sisamanngorneq,csütörtök
625,Freitag::N,tallimanngorneq,péntek
626,Samstag::N,arfininngorneq,szombat
627,Sonntag::N,sapaat,vasárnap
628,Sonntag::N,sapaati,vasárnap
629,groß::A,angivoq,nagy
630,klein::A,mikivoq,pici
631,klein::A,mikivoq,kicsi
632,lang::A,takisooq,hosszú
633,kurz::A,naatsoq,rövid
634,breit::A,silippoq,széles
635,schmal::A,amitsoq,keskeny
636,dicht::A,torsusooq,sűrű
637,dick[Gegenstand]::A,issuvoq,vastag
638,dick[Gegenstand]::A,issusooq,vastag
639,dünn::A,amitsoq,vékony
640,fein::A,mamarpoq,vékony
641,fest::A,tangeqarpoq,szilárd
642,flach::A,nalimmappoq,sík
643,flach::A,nalimmappoq,lapos
644,glatt::A,quasak,sima
645,hart::A,mattusooq,kemény
646,hart::A,manngerpoq,kemény
647,hart::A,titeqquluppoq,kemény
648,weich::A,nerumaarpoq,puha
649,rund::A,ammallorippoq,kerek
650,spitz::A,qummukujooq,hegyes
651,scharf::A,ipippoq,éles
652,stumpf::A,anngerpoq,tompa
653,stumpf::A,anngerpoq,életlen
654,schwer::A,oqimaappoq,nehéz
655,schwer::A,oqimaappoq,súlyos
656,schön::A,kusanarpoq,szép
657,heiß::A,kiappoq,forró
658,warm::A,oqorpoq,meleg
659,kalt::A,issippoq,hideg
660,kühl::A,pueqqortippoq,hűs
661,kühl::A,pueqqortippoq,hűvös
662,feucht::A,isugutavoq,nedves
663,feucht::A,qaasernarpoq,nedves
664,nass::A,imerorpoq,vizes
665,trocken::A,panerpoq,száraz
666,voll::A,ulikkaarpoq,telt
667,leer::A,imaattuarpoq,üres
668,offen::A,ammavoq,nyílt
669,offen::A,ammavoq,nyitott
670,geschlossen::A,matuvoq,zárt
671,geschlossen::A,matuvoq,csukott
672,sauber::A,eqqippoq,tiszta
673,sauber::A,sukuluippoq,tiszta
674,sauber::A,ipeqanngilaq,tiszta
675,schmutzig::A,tapappoq,piszkos
676,schmutzig::A,tapappoq,szennyes
677,schmutzig::A,minguppoq,piszkos
678,schmutzig::A,minguppoq,szennyes
679,roh::A,aapavoq,nyers
680,reif::A,qaarulerpoq,érett
681,süß::A,tungusunnippoq,édes
682,bitter::A,qasilippoq,keserű
683,hell::A,qaamavoq,világos
684,dunkel::A,qernerpoq,sötét
685,schwarz::A,qernerpoq,fekete
686,weiß::A,qaqorpoq,fehér
687,rot::A,aappaluppoq,vörös
688,gelb::A,sungaarpoq,sárga
689,blau::A,tungujorpoq,kék
690,grün::A,qorsooqqippoq,zöld
691,grau::A,qaserpoq,ősz
692,grau::A,qaserpoq,szürke
693,billig::A,akikippoq,olcsó
694,wertvoll::A,erlinnarpoq,értékes
695,blind::A,tappiippoq,vak
696,blind::A,isigisaqanngilaq,vak
697,taub::A,tusilarpoq,süket
698,kräftig::A,pissaq,erős
699,kräftig::A,pissarsuaq,erős
700,stark::A,sanngivoq,erős
701,schwach::A,nakuippoq,gyenge
702,schwach::A,nakuippoq,erőtlen
703,fett::A,pualavoq,hájas
704,schlank::A,tuappoq,karcsú
705,hübsch::A,aatsialaq,csinos
706,böse::A,ajorpoq,rossz
707,böse::A,ajorpoq,gonosz
708,dumm::A,taqajak,buta
709,dumm::A,taqajak,ostoba
710,dumm::A,sikkilluppoq,buta
711,dumm::A,sikkilluppoq,ostoba
712,dumm::A,qaatusimasaqanngilaq,buta
713,dumm::A,qaatusimasaqanngilaq,ostoba
714,faul::A,eqiasuppoq,lusta
715,faul::A,eqiattortuvoq,lusta
716,fleißig::A,eqiasuippoq,szorgalmas
717,geizig::A,iasilaarpoq,fukar
718,geizig::A,iasilaarpoq,fösvény
719,geizig::A,tukkuippoq,fukar
720,geizig::A,tukkuippoq,fösvény
721,klug::A,mallak,okos
722,klug::A,mallak,eszes
723,klug::A,ittanneq,okos
724,klug::A,ittanneq,eszes
725,klug::A,kutaappoq,okos
726,klug::A,kutaappoq,eszes
727,klug::A,kuttaappoq,okos
728,klug::A,kuttaappoq,eszes
729,klug::A,qarasagippoq,okos
730,klug::A,qarasagippoq,eszes
731,lieb::A,akisooq,drága
732,lieb::A,akisooq,kedves
733,lustig::A,piikulavoq,víg
734,lustig::A,piikulavoq,vidám
735,sanft::A,isumagippoq,enyhe
736,hungrig::A,kaappoq,éhes
737,hungrig::A,perlilerpoq,éhes
738,krank::A,napparsimavoq,beteg
739,traurig::A,aliasuppoq,bús
740,traurig::A,aliasuppoq,szomorú
741,lebendig::A,uumavoq,élő
742,gut::A,ajunngilaq,jó
743,schlecht::A,sualuppoq,rossz
744,richtig::A,iluarpoq,helyes
745,schlimm::A,amiilaarnarpoq,rossz
746,wahr::A,ilumoorpoq,igaz
747,alt::A,pisoqaq,ó
748,alt::A,pisoqaq,régi
749,neu::A,nutaavoq,új
750,alt[Lebewesen]::A,utoqqaq,öreg
751,jung::A,inuusuppoq,fiatal
752,jung::A,kingulliarsuk,fiatal
753,arm::A,piillasoq,szegény
