,Concept_ID,kl,hu
1471,sich schlagen::V,,verekszik
1472,siegen::V,,győz
1473,belästigen::V,,zaklat
1474,täuschen::V,,megtéveszt
1475,pflücken::V,,szed
1476,fassen::V,,fog
1477,hüten::V,,őriz
1478,hüten::V,,legeltet
1479,treiben::V,,hajt
1480,melken::V,,fej
1481,hacken::V,,vág
1482,reifen::V,,érik
1483,zubereiten::V,,elkészít
1484,backen::V,,süt
1485,stricken::V,,köt
1486,nähen::V,,varr
1487,spülen::V,,mosogat
1488,kehren::V,,söpör
1489,kämmen::V,,fésül
1490,schmücken::V,,díszít
1491,sich unterhalten::V,,beszélget
1492,nennen::V,,hív
1493,nennen::V,,nevez
1494,bemerken::V,,észrevesz
1495,begreifen::V,,felfog
1496,zeichnen::V,,rajzol
1497,besitzen::V,,birtokol
1498,zahlen::V,,fizet
1499,zahlen::V,,megfizet
