,Concept_ID,ab,es
139,Horn::N,атəыҩа,cuerno
140,Feder::N,ахӡы,pluma
141,Fell::N,ацəа,piel
142,Flügel::N,амҵəыжəа,ala
143,Klaue::N,ашьапхыц,garra
144,Schwanz::N,аҵыхəа,cola
145,Ei::N,акəтаӷь,huevo
146,Nest::N,аҭра,nido
147,Nest::N,аҵысҭра,nido
148,Bau::N,аҭыҩра,madriguera
149,Tier::N,аҧстəы,animal
150,Tier::N,агыгшəыг,animal
151,Herde::N,агəарҭа,rebaño
152,Kuh::N,ажə,vaca
153,Bulle::N,ацə,toro
154,Pferd::N,аҽы,caballo
155,Schaf::N,ауаса,oveja
156,Schwein::N,аҳəа,cerdo
157,Hund::N,ала,perro
158,Katze::N,ацгəы,gato
159,Bär::N,амшə,oso
160,Eichhörnchen::N,аеш,ardilla
161,Elch::N,аҽаҩа,alce
162,Fuchs::N,абгахəыҷы,zorro
163,Hase::N,ажьа,liebre
164,Maus::N,аҳəынаҧ,ratón
165,Wolf::N,абгаду,lobo
166,Vogel::N,аҧсаатə,ave
167,Vogel::N,аҧсаатə,pájaro
168,Huhn::N,акəты,gallina
169,Hahn::N,арбаҕь,gallo
170,Gans::N,аҟыз,oca
171,Gans::N,аҟыз,ganso
172,Adler::N,ауарба,águila
173,Ente::N,акəата,pato
174,Eule::N,аты,lechuza
175,Kranich::N,апҟа,grulla
176,Krähe::N,аҟəараан,corneja
177,Kuckuck::N,акəыкəу,cuco
178,Schwan::N,агьад,cisne
179,Fisch::N,аҧсыӡ,pez
180,Barsch::N,ацəыбла,perca
181,Hecht::N,ахиаала,lucio
182,Schlange[Tier]::N,амаҭ,serpiente
183,Wurm::N,ахəа,gusano
184,Wurm::N,ахəац,gusano
185,Spinne::N,абызкаҭаҳа,araña
186,Ameise::N,ашышкамс,hormiga
187,Laus::N,аҵа,piojo
188,Mücke::N,акəыбры,mosquito
189,Fliege::N,амҵ,mosca
190,Schmetterling::N,аҧарҧалыкь,mariposa
191,Beere::N,аргуц,baya
192,Apfel::N,аҵəа,manzana
193,Pilz::N,акəкəбаа,seta
194,Pilz::N,акəкəбаа,hongo
195,Zwiebel::N,аџьымшьы,cebolla
196,Zwiebel::N,аџьымшьхы,cebolla
197,Saat::N,ажəла,siembra
198,Korn::N,арыц,grano
199,Heu::N,аҭəа,heno
200,Schale::N,ацəа,cáscara
201,Grube::N,ажра,foso
202,Grube::N,атыша,foso
203,Falle::N,арыҧҟьа,trampa
204,Schlinge::N,аҟəараҟəантə,lazo
205,Spur::N,ашьҭа,huella
206,Asche::N,ахəа,ceniza
207,Dreck::N,аҳəынҵəа,suciedad
208,Dreck::N,аҟьамсар,suciedad
209,Eisen::N,аиха,hierro
210,Gold::N,ахьы,oro
211,Silber::N,аразны,plata
212,Kohle::N,арацəа,carbón
213,Glas::N,асаркьа,vidrio
214,Glas::N,асаркьа,cristal
215,Lehm::N,анышəаҧшь,barro
216,Sand::N,аҧслымӡ,arena
217,Mensch::N,ауаҩы,hombre
218,Mensch::N,ауаҩы,ser humano
219,Mann::N,ахаҵа,hombre
220,Frau::N,аҧҳəыс,mujer
221,Kind::N,ахəыҷы,niño
222,Junge::N,аҷкəын,chico
223,Junge::N,аҷкəын,muchacho
224,Junge::N,ахаҵарҧыс,chico
225,Junge::N,ахаҵарҧыс,muchacho
226,Mädchen::N,аӡӷаб,chica
227,Mädchen::N,аӡӷаб,muchacha
228,Familie::N,аҭаацəа,familia
229,Großvater::N,абду,abuelo
230,Großmutter::N,анду,abuela
231,Eltern::N,ани аби,padres
232,Vater::N,аб,padre
233,Mutter::N,ан,madre
234,Sohn::N,аҧа,hijo
235,Tochter::N,аҧҳа,hija
236,Bruder::N,аиашьа,hermano
237,Schwester::N,Аҳəшьа,hermana
238,Onkel::N,абиашьа,tío
239,Onkel::N,аншьа,tío
240,Tante::N,абиаҳəшьа,tía
241,Ehemann::N,ахаҵа,esposo
242,Ehemann::N,аҧшəма,esposo
243,Ehefrau::N,аҧҳəыс,esposa
244,Freude::N,агəырӷьара,placer
245,Freude::N,агəырӷьара,alegría
246,Gelächter::N,ачча,risa
247,Gelächter::N,ачча,carcajada
248,Gelächter::N,аччара,risa
249,Gelächter::N,аччара,carcajada
250,Glück::N,аразҟы,felicidad
251,Kummer::N,агəырҩа,pena
252,Wunsch::N,агəхəтəы,deseo
253,Wunsch::N,аҭахра,deseo
254,Lust::N,агəазыҳəара,ganas
255,Geist::N,аҧсы,mente
256,Geist::N,аҧсы,espíritu
257,Gedanke::N,ахəыцырҭа,idea
258,Gedanke::N,ахəыцырҭа,pensamiento
259,Gedächtnis::N,агəынкылара,memoria
260,Verstand::N,ахшыҩ,razón
261,Verstand::N,ахшыҩ,entendimiento
262,Sinn::N,аҵакы,sentido
263,Sinn::N,аҵакы,significado
264,Grund::N,амзыз,causa
265,Wahrheit::N,аиаша,verdad
266,Gespräch::N,аиҿцәажәара,conversación
267,Märchen::N,алакə,cuento
268,Erzählung::N,ажәабжь,cuento
269,Erzählung::N,ажәабжь,narración
270,Nachricht::N,адырраҭара,mensaje
271,Neuigkeit::N,ажәабжь ҿыц,noticia
272,Name::N,ахьӡ,nombre
273,Rätsel::N,ацуфара,acertijo
274,Rätsel::N,ацуфара,adivinanza
275,Rede::N,ажәа,discurso
276,Sprache::N,абызшəа,lengua
277,Stimme::N,абжьы,voz
278,Wort::N,ажәа,palabra
279,Zeichen::N,адырга,señal
280,Ruf::N,аҿҭы,llamada
281,Lärm::N,ашьҭыбжь,ruido
282,Lärm::N,ашьҭыбжь,barullo
283,Laut::N,ашьҭыбжь,sonido
284,Ton::N,атон,tono
285,Lied::N,ашəа,canción
286,Ruhe::N,аҭынчра,calma
287,Ruhe::N,аҭынчра,silencio
288,Leute::N,ауаа,gente
289,Volk::N,ажəлар,pueblo
290,Arbeit::N,аусура,trabajo
291,Gast::N,асас,huésped
292,Gast::N,асас,invitado
293,Geschenk::N,аҳамҭа,regalo
294,Geschenk::N,аҿанҵа,regalo
295,Spiel::N,ахəмарра,juego
296,Gesellschaft::N,агəыҧ,compañía
297,Hilfe::N,ацхыраара,ayuda
298,Hilfe::N,ацхыраара,socorro
299,Freund::N,аҩыза,amigo
300,Kamerad::N,Аҧхнагьла,camarada
301,Kamerad::N,Аҧхнагьла,compañero
302,Angelegenheit::N,аус,asunto
303,Anzahl::N,ахыҧхьаӡара,cantidad
304,Art::N,ахкы,tipo
305,Art::N,ахкы,clase
306,Stück::N,аҽыҭ,pieza
307,Teil::N,ахəҭа,parte
308,Hälfte::N,абжа,mitad
309,Kreis::N,агьагьа,círculo
310,Kreuz::N,аџьар,cruz
311,Linie::N,аицтәар,línea
312,Strich::N,ацəаҳəа,raya
313,Strich::N,ацəаҳəа,trazo
314,Abstand::N,абжьара,distancia
315,Entfernung::N,абжьара,distancia
316,Gegend::N,аҭыҧ,región
317,Gegend::N,аҭыҧ,comarca
318,Platz::N,аҭыҧ,espacio
319,Ort::N,аҭыҧ,sitio
320,Seite::N,аган,lado
321,Seite::N,аган,costado
322,Mitte::N,агəҭа,medio
323,Mitte::N,агəҭа,centro
324,Gegenstand::N,амаҭəар,objeto
325,Rand::N,аҵкар,borde
326,Kante::N,авардым,borde
327,Ecke::N,акəакь,esquina
328,Spitze::N,аҧынҵа,punta
329,Ende::N,анаӡара,cabo
330,Ende::N,анаӡара,extremo
331,Loch::N,акылҵəара,agujero
332,Loch::N,акылҵəара,abertura
333,Winkel::N,агҿаҩра,ángulo
334,Winkel::N,акəындхə,ángulo
335,Winkel::N,акəакь,ángulo
336,Muster::N,аҟҟа,dibujo
337,Größe::N,изаҟароу,tamaño
338,Länge::N,аура,longitud
339,Höhe::N,агылара,altura
340,Höhe::N,агылара,altitud
341,Gewicht::N,акапан,peso
342,Haufen::N,ачаҟəа,montón
343,Reihe::N,ацəаҳəа,fila
344,Boot::N,анышь,bote
345,Boot::N,анышь,barca
346,Ruder::N,ажəҩа,remo
347,Schlitten::N,ашəаҩауардын,trineo
348,Ski::N,ашəаҩа,esquí
349,Ski::N,ашьахаха,esquí
350,Lagerfeuer::N,еиқуу амца,hoguera
351,Last::N,ахьанҭара,carga
352,Gang::N,аныҟəара,marcha
353,Schritt::N,ашьаҿа,paso
354,Norden::N,аҩада,norte
355,Süden::N,алада,sur
356,Westen::N,амраҭашəара,oeste
357,Osten::N,амрагылара,este
358,Holz::N,амҿымаҭəахə,madera
359,Brett::N,аӷəы,tabla
360,Platte::N,ахаҳәцәы,placa
361,Platte::N,ахаҳәцәы,plancha
362,Stütze::N,аҵаргəа,sostén
363,Stütze::N,аҵаргəа,soporte
364,Stütze::N,агəышьаҟа,sostén
365,Stütze::N,агəышьаҟа,soporte
366,Stange::N,акьат,vara
367,Stange::N,акьат,percha
368,Stock::N,алаба,palo
369,Stock::N,алаба,bastón
370,Stab::N,акьат,vara
371,Stab::N,акьат,bastón
372,Rohr::N,абыкь,tubo
373,Haus::N,аҩны,casa
374,Heim::N,аҭаацəа,hogar
375,Ofen::N,аҳақə,estufa
376,Ofen::N,ауаџьаҟ,estufa
377,Ofen::N,афрына,estufa
378,Fußboden::N,адашьма,suelo
379,Tisch::N,аишәа,mesa
380,Stuhl::N,аҟəардə,silla
381,Wiege::N,агара,cuna
382,Bett::N,акаруаҭ,cama
383,Regal::N,акыӷəра,estantería
384,Kiste::N,аидчаҧала,caja
385,Fenster::N,аҧенџьыр,ventana
386,Tür::N,ашə,puerta
387,Tor::N,агəашə,puerta
388,Zaun::N,аанда,valla
389,Zaun::N,аанда,cercado
390,Dach::N,ахыб,techo
391,Dach::N,ахыб,tejado
392,Leiter::N,амардуан,escalera
393,Besen::N,аҧссага,escoba
394,Spaten::N,ажыга,pala
395,Schaufel::N,аҭəарӷəы,pala
396,Schaufel::N,аҭəарӷəы,paleta
397,Gabel::N,ачқьыҧ,tenedor
398,Löffel::N,амҳаҵə,cuchara
399,Messer::N,аҳəызба,cuchillo
400,Nagel::N,аҵəымӷ,clavo
401,Netz::N,акаҭа,red
402,Haken::N,аҵəаҳə,gancho
403,Haken::N,аҵəаҳə,corchete
404,Griff::N,амаа,asa
405,Griff::N,амаа,mango
406,Schloss::N,асаҧаҭ,cerradura
407,Bild::N,асахьа,imagen
408,Figur::N,афигура,figura
409,Puppe::N,акьанџьа,muñeca
410,Beutel::N,асакь,bolsa
411,Bündel::N,аҿаҳəара,haz
412,Tasche::N,арҭмаҟ,bolso
413,Eimer::N,аведра,cubo
414,Deckel::N,ахҩа,tapa
415,Deckel::N,ахҩа,tapadera
416,Geschirr::N,ачысмаҭəа,vajilla
417,Sack::N,асакь,saco
418,Tasse::N,аҵəца,taza
419,Topf::N,акаструлиа,olla
420,Topf::N,акаструлиа,marmita
421,Kessel::N,ачуан,caldera
422,Nahrung::N,афатə,alimento
423,Speise::N,афатə,plato
424,Fleisch::N,акəац,carne
425,Getreide::N,ачакуа,cereales
426,Brei::N,ақашь,puré
427,Brei::N,ақашь,papilla
428,Brot::N,ача,pan
429,Scheibe::N,аҽыҭ,lonja
430,Scheibe::N,аҽыҭ,rebanada
431,Scheibe::N,аҿаҵа,lonja
432,Scheibe::N,аҿаҵа,rebanada
433,Fett::N,ашша,grasa
434,Butter::N,ахəша,mantequilla
435,Öl::N,азеҭ,aceite
436,Salz::N,аџьыка,sal
437,Suppe::N,асуҧ,sopa
438,Honig::N,ацха,miel
439,Milch::N,ахш,leche
440,Tee::N,ачаи,té
441,Leder::N,ацəа,cuero
442,Wolle::N,аласа,lana
443,Stoff::N,Аба,tela
444,Stoff::N,Аба,tejido
445,Nadel::N,агəыр,aguja
446,Faden::N,арахəыц,hilo
447,Knopf::N,аҳəынҵəра,botón
448,Knoten::N,аиқəҳəала,nudo
449,Farbe::N,ашəыга,pintura
450,Kleidung::N,амаҭəа,ropa
451,Kleidung::N,амаҭəа,vestidos
452,Hemd::N,акьаҿ,camisa
453,Kragen::N,ахəда,cuello
454,Ärmel::N,амаӷра,manga
455,Hose::N,аиқəа,pantalón
456,Gürtel::N,амаҟа,cinturón
457,Mütze::N,ахылҧа,gorro
458,Schuh::N,аимаа,zapato
459,Stiefel::N,амагə,bota
460,Ring::N,амацəаз,anillo
461,Band::N,алента,cinta
462,Kamm::N,ахҳəа,peine
463,Spiegel::N,асаркьа,espejo
464,Riemen::N,аа,correa
465,Schnur::N,ашаха,cuerda
466,Leine::N,аҕура,correa
467,Decke::N,ахыза,manta
468,Kissen::N,ахчы,almohada
469,Tuch::N,акасы,pañuelo
470,Handtuch::N,ампахьшьы,toalla
471,Kraft::N,амч,fuerza
472,Stärke::N,амч,fuerza
473,Gesundheit::N,агəабзиара,salud
474,Krankheit::N,ачымазара,enfermedad
475,Schmerz::N,ахьаа,dolor
476,Wunde::N,ахəра,llaga
477,Wunde::N,ахəра,herida
478,Fieber::N,ашоура,fiebre
479,Arznei::N,ахəшə,medicina
480,Arznei::N,ахəшə,medicamento
481,Brücke::N,ацҳа,puente
482,Brunnen::N,аҵыџь,pozo
483,Weide::N,аҳəырҭа,pasto
484,Pfad::N,амхəасҭа,sendero
485,Weg::N,амҩа,camino
486,Straße::N,амҩа,vía
487,Straße::N,амҩа,carretera
488,Dorf::N,ақыҭа,aldea
489,Dorf::N,ақыҭа,pueblo
490,Stadt::N,ақалақь,ciudad
491,Brief::N,ашəҟəы,carta
492,Buch::N,ашəҟəы,libro
493,Buchstabe::N,анбан,letra
494,Buchstabe::N,анбан,carácter
495,Zeitung::N,агазеҭ,diario
496,Zeitung::N,агазеҭ,periódico
497,Leben::N,аҧсҭазаара,vida
498,Tod::N,аҧсра,muerte
499,Grab::N,анышəынҭра,tumba
500,Grab::N,анышəынҭра,sepulcro
501,Kirche::N,ауахəама,iglesia
502,Sünde::N,агəнаҳа,pecado
503,Gott::N,анцəа,dios
504,Arbeiter::N,аусуҩ,obrero
505,Arbeiter::N,аусуҩ,trabajador
506,Chef::N,Аиҳабы,jefe
507,Meister::N,аҟаза,maestro
508,Arzt::N,аҳақьым,médico
509,Lehrer::N,арҵаҩы,profesor
510,Geld::N,аҧара,dinero
511,Laden::N,амагазин,tienda
512,Preis::N,ахə,precio
513,Ware::N,атауар,mercancía
514,Nutzen::N,ақьар,provecho
515,Reichtum::N,абеиара,riqueza
516,Welt::N,адунеи,mundo
517,Land::N,атəыла,país
518,Staat::N,аҳəынҭқарра,Estado
519,König::N,акрал,rey
520,Macht::N,амчра,poder
521,Macht::N,амчра,potencia
522,Grenze::N,аҳəаа,frontera
523,Krieg::N,аибашьра,guerra
524,Feind::N,Аҕа,enemigo
525,Gewalt::N,ақəымчра,violencia
526,Kampf::N,ақəҧара,lucha
527,Kampf::N,ақəҧара,combate
528,Bogen[Waffe]::N,ахыц,arco
529,Pfeil::N,ахəымпал,flecha
530,Gewehr::N,ашəақь,fusil
531,Gewehr::N,ашəақь,escopeta
532,Fehler::N,агха,error
533,Lüge::N,амц,mentira
534,Schaden::N,аҧырхага,daño
535,Unglück::N,арыцҳара,desgracia
536,Schuld::N,ахара,culpa
537,Alter::N,ақəра,edad
538,Schluss::N,анҵəамҭа,fin
539,Schluss::N,анҵəамҭа,final
540,Zeit::N,аамта,tiempo
541,Tag::N,амш,día
542,Morgen::N,ашара,mañana
543,Morgen::N,ашьыбжь,mañana
544,Mittag::N,шьыбжьон,mediodía
545,Abend::N,ахəылҧаз,noche
546,Abend::N,ахəлбыҽха,noche
547,Nacht::N,аҵх,noche
548,Woche::N,амчыбжь,semana
549,Frühling::N,ааҕын,primavera
550,Sommer::N,аҧхын,verano
551,Herbst::N,ҭагалан,otoño
552,Herbst::N,хкаарачан,otoño
553,Winter::N,аӡын,invierno
554,Januar::N,ианвар,enero
555,Februar::N,февраль,febrero
556,März::N,март,marzo
557,April::N,апрель,abril
558,Mai::N,маи,mayo
559,Juni::N,иуун,junio
560,Juli::N,иууль,julio
561,August::N,август,agosto
562,September::N,сентиабр,septiembre
563,Oktober::N,октиабр,octubre
564,November::N,ноиабр,noviembre
565,Dezember::N,декабр,diciembre
566,Montag::N,ашəахьа,lunes
567,Dienstag::N,аҩаша,martes
568,Mittwoch::N,ахаша,miércoles
569,Donnerstag::N,аҧшьаша,jueves
570,Freitag::N,ахəаша,viernes
571,Samstag::N,асабша,sábado
572,Sonntag::N,амҽыша,domingo
573,groß::A,аду,grande
574,klein::A,амаҷ,pequeño
575,lang::A,ахəхəа,largo
576,kurz::A,акьаҿ,corto
577,breit::A,аиужь,ancho
578,breit::A,аиҵых,ancho
579,schmal::A,аҭшəа,estrecho
580,dicht::A,аилач,denso
581,dick[Gegenstand]::A,ажəпа,grueso
582,fein::A,апа,fino
583,fein::A,апа,delicado
584,fein::A,аҵаӷа,fino
585,fein::A,аҵаӷа,delicado
586,fein::A,аӡа,fino
587,fein::A,аӡа,delicado
588,fest::A,аҟаца,firme
589,fest::A,аҟаца,sólido
590,fest::A,аӷəӷəаҟаца,firme
591,fest::A,аӷəӷəаҟаца,sólido
592,flach::A,ақəаҟьа,plano
593,flach::A,аҧаҟьа,plano
594,glatt::A,аимаҩзы,liso
595,hart::A,акьакьа,duro
596,weich::A,атата,muelle
597,rund::A,акəмпыл,redondo
598,spitz::A,аҵар,agudo
599,spitz::A,аҵар,apuntado
600,scharf::A,аҵар,agudo
601,scharf::A,аҵар,afilado
602,stumpf::A,ацагə,sin filo
603,schwer::A,ахьанҭа,pesado
604,schön::A,аҧшӡа,bello
605,schön::A,аҧшӡа,hermoso
606,heiß::A,ашы,caluroso
607,warm::A,аҧха,cálido
608,warm::A,аҧха,caliente
609,kalt::A,ахьшəашəа,frío
610,kühl::A,ахьшəашəа,fresco
611,kühl::A,ицәыхьшәашәоу,fresco
612,frisch::A,цқьа,fresco
613,feucht::A,ацəаак,húmedo
614,nass::A,абааӡа,mojado
615,trocken::A,Аба,seco
616,trocken::A,аҩа,seco
617,voll::A,азна,lleno
618,leer::A,аҭацəы,vacío
619,offen::A,аарта,abierto
620,geschlossen::A,ихҩоу,cerrado
621,geschlossen::A,иаркыу,cerrado
622,sauber::A,ацқьа,limpio
623,schmutzig::A,аҟьашь,sucio
624,reif::A,Арҭ,maduro
625,reif::A,аҟала,maduro
626,reif::A,иҟалахьоу,maduro
627,lecker::A,ахаа,rico
628,lecker::A,ахаа,sabroso
629,süß::A,азла,dulce
630,bitter::A,аша,amargo
631,sauer::A,аҵəҵəы,agrio
632,hell::A,алаша,claro
633,dunkel::A,алашьца,oscuro
634,schwarz::A,аиқуаҵәа,negro
635,weiß::A,ашкəакəа,blanco
636,rot::A,аҟаҧшь,rojo
637,gelb::A,аҩеижь,amarillo
638,blau::A,аҽҵәа,azul
639,grün::A,ашьацҧшҭəала,verde
640,grün::A,аеҵəа,verde
641,grau::A,ацəыш,gris
642,bunt::A,Аилыҕраа,multicolor
643,bunt::A,аҕраҷкəын,multicolor
644,billig::A,амариа,barato
645,teuer::A,амҩан,caro
646,wertvoll::A,кыр иаҕсоу,valioso
647,wertvoll::A,кыр иаҕсоу,precioso
648,wertvoll::A,акыр иаҕсоу,valioso
649,wertvoll::A,акыр иаҕсоу,precioso
650,blind::A,алашə,ciego
651,taub::A,адагəа,sordo
652,kräftig::A,аӷəӷəа,fuerte
653,stark::A,абаҟа,fuerte
654,stark::A,абаҟа,vigoroso
655,schwach::A,акəада,débil
656,fett::A,аҧсыла,obeso
657,schlank::A,акала,esbelto
658,schlank::A,акьалантар,esbelto
659,schlank::A,аиҿартə,esbelto
660,hübsch::A,аҧшӡа,mono
661,hübsch::A,аҧшӡа,guapo
662,böse::A,абааҧсы,malo
663,dumm::A,агаӡа,tonto
664,dumm::A,агаӡа,estúpido
665,faul::A,аашьа,vago
666,faul::A,аашьа,perezoso
667,fleißig::A,иҟубҷоу,aplicado
668,fleißig::A,иҟубҷоу,diligente
669,geizig::A,акы,avaro
670,geizig::A,акаҷбеи,avaro
671,geizig::A,аҟəџьыр,avaro
672,klug::A,аҟəыш,sensato
673,klug::A,аҟəыш,inteligente
674,klug::A,аҟəыӷа,sensato
675,klug::A,аҟəыӷа,inteligente
676,geschickt::A,напҟазала,hábil
677,lieb::A,алашара,querido
678,lustig::A,алах-ҿых,alegre
679,lustig::A,игурҕьаччо,alegre
680,lustig::A,агурҕьа,alegre
681,lustig::A,агурҿыхага,alegre
682,sanft::A,атата,suave
683,sanft::A,аҟəымшəышə,suave
684,sanft::A,ақьыҧш,suave
685,hungrig::A,амлашь,hambriento
686,krank::A,ачымазаҩ,enfermo
687,nackt::A,аҟьантаз,desnudo
688,traurig::A,алахьеиқəҵага,triste
689,lebendig::A,абза,vivo
690,lebendig::A,абза,viviente
691,gut::A,абзиа,bueno
692,schlecht::A,-хəарҭам,malo
693,richtig::A,иашоу,justo
694,richtig::A,иашоу,correcto
695,schlimm::A,абааҧсы,malo
696,schlimm::A,абааҧсы,grave
697,wahr::A,агəҭылса,verídico
698,wahr::A,агəҭылса,verdadero
699,wahr::A,абзиаҵəҟьа,verídico
700,wahr::A,абзиаҵəҟьа,verdadero
701,alt::A,Ажə,viejo
702,neu::A,аҿыц,nuevo
703,ehemalig::A,анкьатәи,antiguo
704,alt[Lebewesen]::A,абырг,viejo
705,alt[Lebewesen]::A,ақабада,viejo
706,alt[Lebewesen]::A,Ажə,viejo
707,jung::A,аҟата,joven
708,arm::A,ананамга,pobre
709,reich::A,абеиа,rico
710,bekannt::A,адыр,conocido
711,berühmt::A,адыр,famoso
712,berühmt::A,адыр,célebre
713,fremd::A,атəым,extraño
714,verschieden::A,Еиуа-еиҧшым,diverso
715,verschieden::A,Еиуа-еиҧшым,distinto
716,verschieden::A,Еиуа-еиҧшым,diferente
717,nah::A,ааигəа,cercano
718,fern::A,ахара,lejano
719,linker::A,арма,izquierdo
720,rechter::A,арҕьа,derecho
721,anderer::A,даҽа,otro
722,anderer::A,даҽакы,otro
723,erster::A,актәи,primero
724,zweiter::A,аҩбатəи,segundo
725,dritter::A,ахҕатәи,tercero
726,letzter::A,аҵыхəтəантəи,último
727,allein::ADV,мацара,a solo
728,auf einmal::ADV,зныкала,de una vez
729,auf einmal::ADV,зныкҟьара,de una vez
730,zusammen::ADV,аиц...,juntos
731,lange::ADV,акыраамҭа,mucho tiempo
732,plötzlich::ADV,иаалырҟьаны,de repente
733,sofort::ADV,иаразнакҵәҟьа,en seguida
734,später::ADV,уажəшьҭаншəа,más tarde
735,jetzt::ADV,уажәы,ahora
736,heute::ADV,иахьа,hoy
