,Concept_ID,ta,sv
150,Schwanz::N,வால்,svans
151,Schwanz::N,வால்,stjärt
152,Ei::N,முட்டை,ägg
153,Nest::N,கூடு,rede
154,Nest::N,கூடு,näste
155,Bau::N,குகை,bo
156,Tier::N,விலங்கு,djur
157,Herde::N,கூட்டம்,flock
158,Kuh::N,பசு,ko
159,Bulle::N,காளை,tjur
160,Pferd::N,குதிரை,häst
161,Schaf::N,செம்மறிஆடு,får
162,Schwein::N,பன்றி,svin
163,Hund::N,நாய்,hund
164,Katze::N,பூனை,katt
165,Bär::N,கரடி,björn
166,Eichhörnchen::N,அணில்,ekorre
167,Elch::N,கடம்பை,älg
168,Fuchs::N,நரி,räv
169,Hase::N,முயல்,hare
170,Maus::N,எலி,mus
171,Wolf::N,ஓநாய்,varg
172,Vogel::N,பறவை,fågel
173,Schwarm::N,தொகுதி,svärm
174,Huhn::N,கோழிக்குஞசு,höns
175,Hahn::N,சேவல்,tupp
176,Gans::N,பெண் வாத்து,gås
177,Adler::N,பருநது,örn
178,Ente::N,வாத்து,anka
179,Eule::N,ஆந்தை,uggla
180,Kranich::N,நாரை,trana
181,Krähe::N,காகம்,kråka
182,Kuckuck::N,குயில்,gök
183,Schwan::N,அன்னம்,svan
184,Fisch::N,மீன்,fisk
185,Barsch::N,பேர்ச்,abborre
186,Hecht::N,கோலாச்சி மீன்,gädda
187,Schlange[Tier]::N,பாம்பு,orm
188,Wurm::N,புழு,mask
189,Spinne::N,சிலந்தி,spindel
190,Ameise::N,எறும்பு,myra
191,Laus::N,பேன்,lus
192,Mücke::N,கொசுவினப்பூச்சி,mygga
193,Fliege::N,ஈ,fluga
194,Schmetterling::N,வண்ணத்துப்பூச்சி,fjäril
195,Beere::N,சதைப்பழம்,bär
196,Apfel::N,ஆப்பிள பழம்,äpple
197,Pilz::N,காளான்,svamp
198,Zwiebel::N,வெங்காயம்,lök
199,Saat::N,விதை,sådd
200,Korn::N,தானியம்,korn
201,Heu::N,வைக்கோல்,hö
202,Schale::N,தோல்,skal
203,Grube::N,குழி,grop
204,Falle::N,பொறி,fälla
205,Schlinge::N,கண்ணி,snara
206,Spur::N,சுவடு,spår
207,Asche::N,சாம்பல்,aska
208,Dreck::N,அழுக்கு,lort
209,Eisen::N,இரும்பு,järn
210,Gold::N,தங்கம்,guld
211,Silber::N,வெள்ளி,silver
212,Kohle::N,நிலக்கரி,kol
213,Glas::N,கண்ணாடி,glas
214,Lehm::N,களிமண்,lera
215,Sand::N,மணல்,sand
216,Mensch::N,மனிதர்கள்,människa
217,Mann::N,மனிதன்,man
218,Frau::N,பெண்,kvinna
219,Kind::N,குழந்தை,barn
220,Junge::N,பையன்,pojke
221,Mädchen::N,சிறுமி,flicka
222,Familie::N,குடும்பம்,familj
223,Großvater::N,தாத்தா,morfar
224,Großmutter::N,பாட்டி,farmor
225,Eltern::N,பெற்றோர்,föräldrar
226,Vater::N,தந்தை,far
227,Mutter::N,தாய்,mor
228,Sohn::N,மகன்,son
229,Tochter::N,மகள்,dotter
230,Bruder::N,சகோதரன்,bror
231,Schwester::N,அக்கா,syster
232,Onkel::N,தாய் மாமன்,morbror
233,Tante::N,அத்தை,tant
234,Ehemann::N,கணவன்,äkta man
235,Ehefrau::N,மனைவி,hustru
236,Freude::N,கொண்டாட்டம்,fröjd
237,Freude::N,கொண்டாட்டம்,glädje
238,Gelächter::N,சிரிப்பு,åtlöje
239,Glück::N,மகிழ்ச்சி,lycka
240,Kummer::N,துயரம்,sorg
241,Wunsch::N,விருப்பம்,önskan
242,Lust::N,விருப்பம்,lust
243,Geist::N,ஆன்மா,ande
244,Gedanke::N,எண்ணம்,tanke
245,Gedächtnis::N,ஞாபகம்,minne
246,Verstand::N,மனம்,förstånd
247,Sinn::N,அர்த்தம்,mening
248,Sinn::N,அர்த்தம்,betydelse
249,Grund::N,காரணம்,skäl
250,Grund::N,காரணம்,grund
251,Wahrheit::N,உண்நை,sanning
252,Gespräch::N,பெசு,samtal
253,Märchen::N,நம்பத்தகாத கதை,saga
254,Erzählung::N,கதை,berättelse
255,Nachricht::N,செய்தி,meddelande
256,Neuigkeit::N,செய்தி,nyhet
257,Name::N,பெயர்,namn
258,Rätsel::N,புதிர்,gåta
259,Rede::N,பேச்சு,tal
260,Sprache::N,மொழி,språk
261,Stimme::N,குரல்,stämma
262,Wort::N,வார்த்தை,ord
263,Zeichen::N,குறி,tecken
264,Ruf::N,அழைப்பு,rop
265,Lärm::N,சத்தம்,bråk
266,Lärm::N,சத்தம்,oväsen
267,Laut::N,ஒலி,ljud
268,Ton::N,குரல்,ton
269,Lied::N,பாட்டு,sång
270,Ruhe::N,அமைதி,ro
271,Ruhe::N,அமைதி,lugn
272,Leute::N,மக்கள்,folk
273,Volk::N,மக்கள்,folk
274,Arbeit::N,வேலை,arbete
275,Gast::N,விருந்தாளி,gäst
276,Geschenk::N,பரிசுப் பொருள்,gåva
277,Geschenk::N,பரிசுப் பொருள்,present
278,Spiel::N,விளையாட்டு,lek
279,Spiel::N,விளையாட்டு,spel
280,Gesellschaft::N,சமுதாயம்,sällskap
281,Hilfe::N,உதவி,hjälp
282,Freund::N,நண்பன்,vän
283,Kamerad::N,உடனிருப்பவன்,kamrat
284,Angelegenheit::N,செய்தி,ärende
285,Angelegenheit::N,செய்தி,angelägenhet
286,Anzahl::N,எண்ணிக்கை,antal
287,Art::N,வகை,art
288,Art::N,வகை,slag
289,Stück::N,துண்டம்,stycke
290,Teil::N,பகுதி,del
291,Hälfte::N,பாதி,halva
292,Kreis::N,வட்டம்,krets
293,Kreis::N,வட்டம்,cirkel
294,Kreuz::N,சிலுவை,kors
295,Kreuz::N,சிலுவை,kryss
296,Linie::N,கோடு,linje
297,Strich::N,வாத நோய்,streck
298,Abstand::N,இடைவெளி,avstånd
299,Entfernung::N,தூரம்,avstånd
300,Gegend::N,வட்டாரம்,trakt
301,Platz::N,வெற்றிடம்,plats
302,Ort::N,இடம்,plats
303,Ort::N,இடம்,ställe
304,Seite::N,பக்கம்,sida
305,Mitte::N,இடைப்பகுதி,mitt
306,Gegenstand::N,உருப்படி,föremål
307,Sache::N,பொருள்,sak
308,Rand::N,தொங்கு,rand
309,Kante::N,விளிம்பு,kant
310,Ecke::N,மூலை,vrå
311,Ecke::N,மூலை,hörn
312,Spitze::N,முனை,spets
313,Ende::N,முடிவு,ända
314,Loch::N,துளை,hål
315,Winkel::N,கோணம்,vinkel
316,Muster::N,பாங்கு,mönster
317,Größe::N,அளவு,storlek
318,Länge::N,நீளம்,längd
319,Höhe::N,உயரம்,höjd
320,Gewicht::N,எடை,tyngd
321,Menge::N,தொகை,mängd
322,Haufen::N,குவியல்,hög
323,Reihe::N,வரிசை,rad
324,Boot::N,படகு,båt
325,Ruder::N,துடுப்பு,åra
326,Schlitten::N,சகடையிலா வண்டி,släde
327,Ski::N,பனிச் சறுக்கல்,skida
328,Lagerfeuer::N,மூட்டம்,lägereld
329,Last::N,பாரம்,last
330,Last::N,பாரம்,börda
331,Gang::N,நடை,gång
332,Schritt::N,காலடி,steg
333,Norden::N,வடக்கு,norr
334,Süden::N,தெற்கு,söder
335,Westen::N,மேற்கு திசை,väster
336,Osten::N,கிழக்கு,öster
337,Holz::N,மரக்கட்டை,trä
338,Brett::N,பலகை,bräda
339,Platte::N,பலகம்,platta
340,Stütze::N,அடைப்புகன்,stöd
341,Stütze::N,அடைப்புகன்,stötta
342,Stange::N,கம்பம்,stång
343,Stock::N,குச்சி,käpp
344,Stock::N,குச்சி,pinne
345,Stab::N,கம்பு,stav
346,Rohr::N,குழாய்,rör
347,Haus::N,வீடு,hus
348,Heim::N,வீடு,hem
349,Ofen::N,அடுப்பு,ugn
350,Fußboden::N,தரை,golv
351,Tisch::N,மேசை,bord
352,Stuhl::N,நாற்காலி,stol
353,Wiege::N,தொட்டில்,vagga
354,Bett::N,படுக்கை,säng
355,Regal::N,அலமாரி,hylla
356,Kiste::N,பெட்டி,låda
357,Fenster::N,சாளரம்,fönster
358,Tür::N,கதவு,dörr
359,Tor::N,வாசற்கதவு,port
360,Zaun::N,வேலி,staket
361,Zaun::N,வேலி,stängsel
362,Dach::N,கூரை,tak
363,Leiter::N,ஏணி,stege
364,Besen::N,விளக்குமாறு,kvast
365,Spaten::N,மண்வெட்டி,spade
366,Schaufel::N,அடிதண்டா,skovel
367,Schaufel::N,அடிதண்டா,skyffel
368,Gabel::N,முட்கரண்டி,gaffel
369,Löffel::N,கரண்டி,sked
370,Messer::N,கத்தி,kniv
371,Nagel::N,ஆணி,spik
372,Netz::N,வலை,nät
373,Haken::N,கொக்கி,krok
374,Griff::N,கைப்பிடி,tag
375,Griff::N,கைப்பிடி,handtag
376,Schloss::N,பூட்டு,las
377,Bild::N,படம்,bild
378,Figur::N,எண்ணிக்கை,figur
379,Puppe::N,பொம்மை,docka
380,Beutel::N,பை,påse
381,Bündel::N,பொதி,bunt
382,Bündel::N,பொதி,knippa
383,Tasche::N,பை,väska
384,Eimer::N,வாளி,hink
385,Eimer::N,வாளி,ämbar
386,Deckel::N,உறை,lock
387,Geschirr::N,பாத்திரம்,servis
388,Geschirr::N,பாத்திரம்,porslin
389,Sack::N,பை,säck
390,Tasse::N,கிண்ணம்,kopp
391,Topf::N,பானை,gryta
392,Topf::N,பானை,kastrull
393,Kessel::N,கெண்டி,kittel
394,Essen::N,உணவருந்துதல்,mål
395,Nahrung::N,உணவு,näring
396,Speise::N,உணவு வகை,maträtt
397,Fleisch::N,இறைச்சி,kött
398,Getreide::N,மக்காச்சோளம்,säd
399,Getreide::N,மக்காச்சோளம்,spannmål
400,Brei::N,கஞ்சி,gröt
401,Brot::N,ரொட்டி,bröd
402,Scheibe::N,துண்டு,skiva
403,Fett::N,கொழுப்பு,fett
404,Butter::N,வெண்ணெய்,smör
405,Öl::N,எண்ணெய்,olja
406,Salz::N,உப்பு,salt
407,Suppe::N,ரசம்,soppa
408,Honig::N,தேன்,honung
409,Milch::N,பால்,mjölk
410,Tee::N,தெனீர்,te
411,Leder::N,பதம் செய்யப்பட்ட தோல்,läder
412,Wolle::N,கம்பளி,ull
413,Wolle::N,கம்பளி,ylle
414,Stoff::N,துணி,tyg
415,Stoff::N,துணி,stoff
416,Nadel::N,ஊசி,nål
417,Faden::N,நூல்,tråd
418,Knopf::N,பொத்தான்,knapp
419,Knoten::N,முடிச்சு,knut
420,Farbe::N,வண்ணக் குழம்பு,färg
421,Kleidung::N,ஆடைகள்,klädsel
422,Hemd::N,சட்டை,skjorta
423,Kragen::N,கழுத்துப் பட்டை,krage
424,Ärmel::N,சட்டைக்கை,ärm
425,Hose::N,கால்சட்டை,byxor
426,Gürtel::N,பெல்ட்,bälte
427,Mütze::N,தொப்பி,mössa
428,Schuh::N,காலணி,sko
429,Stiefel::N,காலணி,stövel
430,Ring::N,மோதிரம்,ring
431,Band::N,நாடா,band
432,Kamm::N,கீப்பு,kam
433,Spiegel::N,ஆடி,spegel
434,Spiegel::N,கண்ணாடி,spegel
435,Riemen::N,வார்,rem
436,Schnur::N,கயிறு,snöre
437,Leine::N,தோல்வார்,lina
438,Decke::N,போர்வை,täcke
439,Kissen::N,தலையணை,dyna
440,Kissen::N,தலையணை,kudde
441,Tuch::N,துணி,sjal
442,Handtuch::N,தண்டு,handduk
443,Kraft::N,நிர்பந்தம்,kraft
444,Stärke::N,பலம்,styrka
445,Gesundheit::N,ஆரோக்கியம்,hälsa
446,Krankheit::N,நோய்,sjukdom
447,Schmerz::N,வலி,smärta
448,Wunde::N,காயம்,sår
449,Fieber::N,காய்ச்சல்,feber
450,Arznei::N,மருந்து,medicin
451,Arznei::N,மருந்து,läkemedel
452,Brücke::N,பாலம்,bro
453,Brunnen::N,கேணி,brunn
454,Weide::N,மேய்ச்சல் நிலம்,bete
455,Pfad::N,நடை வழி,stig
456,Weg::N,வழி,väg
457,Straße::N,சாலை,gata
458,Dorf::N,கிராமம்,by
459,Stadt::N,நகரம்,stad
460,Brief::N,கடிதம்,brev
461,Buch::N,புத்தகம்,bok
462,Buchstabe::N,எழத்து,bokstav
463,Zeitung::N,செய்தித்தாள்,tidning
464,Leben::N,வாழ்க்கை,liv
465,Tod::N,மரணம்,död
466,Grab::N,சமாதி,grav
467,Kirche::N,தேவாலயம்,kyrka
468,Sünde::N,பாவம்,synd
469,Gott::N,கடவுள்,gud
470,Arbeiter::N,தொழிலாளி,arbetare
471,Chef::N,மேலாளர்,chef
472,Meister::N,தலைவன்,mästare
473,Arzt::N,மருத்துவர்,läkare
474,Lehrer::N,ஆசிரியர்,lärare
475,Geld::N,பணம்,pengar
476,Geschäft::N,வாணிபம்,rörelse
477,Laden::N,கடை,affär
478,Preis::N,விலை,pris
479,Ware::N,சாமன்கள்,vara
480,Nutzen::N,இலாபம்,gagn
481,Nutzen::N,இலாபம்,nytta
482,Reichtum::N,சொத்து,rikedom
483,Welt::N,உலகம்,värld
484,Land::N,நாடு,land
485,Staat::N,நாடு,stat
486,König::N,அரசன்,kung
487,König::N,அரசன்,konung
488,Macht::N,அதிகாரம்,makt
489,Grenze::N,எல்லை,gräns
490,Krieg::N,போர்,krig
491,Feind::N,எதிரி,fiende
492,Gewalt::N,வன்முறை,våld
493,Kampf::N,போராட்டம்,kamp
494,Kampf::N,போராட்டம்,strid
495,Bogen[Waffe]::N,வில்,båge
496,Pfeil::N,அம்பு,pil
497,Gewehr::N,துப்பாக்கி,gevär
498,Fehler::N,தவறு,fel
499,Lüge::N,பொய்,lögn
500,Schaden::N,சேதாரம்,skada
501,Unglück::N,இடையூறு,otur
502,Unglück::N,இடையூறு,olycka
503,Schuld::N,குற்றம்,skuld
504,Alter::N,வயது,ålder
505,Schluss::N,முடிவு,slut
506,Zeit::N,காலம்,tid
507,Tag::N,நாள்,dag
508,Morgen::N,காலை நேரம்,morgon
509,Mittag::N,மதியம்,middag
510,Abend::N,மாலைப் பொழுது,kväll
511,Nacht::N,இரவு,natt
512,Woche::N,வாரம்,vecka
513,Monat::N,மாதம்,månad
514,Jahr::N,வருடம்,år
515,Frühling::N,வசந்தம்,vår
516,Sommer::N,கோடை,sommar
517,Herbst::N,இலையுதிர் காலம்,höst
518,Winter::N,குளிர்காலம்,vinter
519,Januar::N,ஜனவரி,januari
520,Februar::N,பிபரவரி மாதம்,februari
521,März::N,மார்ச் மாதம்,mars
522,April::N,ஏப்ரல் மாதம்,april
523,Mai::N,மே மாதம்,maj
524,Juni::N,ஜூன் மாதம்,juni
525,Juli::N,ஜூலை மாதம்,juli
526,August::N,ஆகஸ்ட் மாதம்,augusti
527,September::N,செப்டம்பர் மாதம்,september
528,Oktober::N,அக்டோபர் மாதம்,oktober
529,November::N,நவம்பர் மாதம்,november
530,Dezember::N,டிசம்பர்,december
531,Montag::N,திங்கட் கிழமை,måndag
532,Dienstag::N,செவ்வாய்க்கிழமை,tisdag
533,Mittwoch::N,புதன் கிழமை,onsdag
534,Donnerstag::N,வியாழக் கிழமை,torsdag
535,Freitag::N,வெள்ளிக்கிழமை,fredag
536,Samstag::N,சனிக்கிழமை,lördag
537,Sonntag::N,ஞாயிறுக் கிழமை,söndag
538,groß::A,பெரிய,stor
539,klein::A,சிறிய,liten
540,lang::A,நீண்ட,lång
541,kurz::A,குட்டையான,kort
542,breit::A,அகலமான,bred
543,schmal::A,குறுகலான,smal
544,dicht::A,அடர்த்தியான,tät
545,dick[Gegenstand]::A,தடித்த,tjock
546,dünn::A,சன்னமான,tunn
547,fein::A,மெல்லிய,fin
548,fest::A,உறுதியாள,fast
549,flach::A,தட்டையான,platt
550,glatt::A,வழுவழுப்பான,glatt
551,hart::A,கடினமான,hård
552,weich::A,மென்மையான,mjuk
553,rund::A,உருண்டையான,rund
554,spitz::A,திகந்தமாக,toppig
555,spitz::A,திகந்தமாக,spetsig
556,scharf::A,கூரான,vass
557,scharf::A,கூரான,skarp
558,stumpf::A,உளம் திறந்த,slö
559,schwer::A,கனமான,tung
560,schön::A,அழகான,skön
561,schön::A,அழகான,vacker
562,heiß::A,சூடான,het
563,warm::A,இதமான,varm
564,kalt::A,குளிர்ச்சியான,kall
565,kühl::A,குளிர்ச்சியான,sval
566,kühl::A,குளிர்ச்சியான,kylig
567,frisch::A,சுத்தமான,färsk
568,feucht::A,ஈரமான,fuktig
569,nass::A,ஈரமான,våt
570,trocken::A,உலர்ந்த,torr
571,voll::A,நிரம்பிய,full
572,leer::A,காலியான,tom
573,offen::A,திறந்த,öppen
574,geschlossen::A,மூடப்பட்ட,stängd
575,sauber::A,சுத்தமான,ren
576,schmutzig::A,அழக்கான,snuskig
577,roh::A,கச்சா,rå
578,reif::A,பழுத்த,mogen
579,lecker::A,சுவைமிக்க,läcker
580,süß::A,இனிப்பான,söt
581,bitter::A,கசப்பான,besk
582,bitter::A,கசப்பான,bitter
583,sauer::A,புளிப்பாக,sur
584,hell::A,பளபளப்பான,ljus
585,dunkel::A,கருமையான,mörk
586,schwarz::A,கருப்பு வண்ண,svart
587,weiß::A,வெண்மையன,vit
588,rot::A,சிவப்பு,röd
589,gelb::A,மஞ்சள் வண்ணம்,gul
590,blau::A,நீல வண்ண,blå
591,grün::A,பச்சை வண்ண,grön
592,grau::A,சாம்பல் நிற,grå
593,bunt::A,வண்ண மயமான,brokig
594,billig::A,மலிவான,billig
595,teuer::A,விலை அதிகமான,dyr
596,wertvoll::A,மதிப்புள்ள,värdefull
597,blind::A,பார்வையற்ற,blind
598,taub::A,செவிடான,döv
599,kräftig::A,வலிமையான,kraftig
600,stark::A,பலமான,stark
601,schwach::A,பலவீனமான,svag
602,fett::A,பருமனாக,fet
603,schlank::A,ஒல்லியான,slank
604,hübsch::A,அழகிய,snygg
605,hübsch::A,அழகிய,vacker
606,böse::A,கேடு விளைவிக்கும்,ond
607,böse::A,கேடு விளைவிக்கும்,elak
608,dumm::A,முட்டாள்தனமான,dum
609,faul::A,சோம்பலான,lat
610,fleißig::A,ஊக்கந்தளராத,flitig
611,geizig::A,கஞேசத்தனமான,snål
612,geizig::A,கஞேசத்தனமான,girig
613,klug::A,சாதுரியமான,klok
614,geschickt::A,திறமையள்ள,händig
615,geschickt::A,திறமையள்ள,skicklig
616,lieb::A,அன்புக்குரிய,kär
617,lieb::A,அன்புக்குரிய,snäll
618,lustig::A,களிப்புமிக்க,rolig
619,lustig::A,களிப்புமிக்க,lustig
620,sanft::A,சாதுவான,mild
621,hungrig::A,பசியுடன்,hungrig
622,krank::A,நோயுற்று,sjuk
623,nackt::A,ஆடையற்ற,naken
624,traurig::A,சோகமான,ledsen
625,traurig::A,சோகமான,sorgsen
626,lebendig::A,பிழைப்பு,levande
627,gut::A,நல்ல,bra
628,schlecht::A,கெட்ட,dålig
629,richtig::A,சரியான,riktig
630,schlimm::A,அருவருப்பான,illa
631,wahr::A,உண்மையான,sann
632,alt::A,பழைய,gammal
633,neu::A,புதிய,ny
634,ehemalig::A,முன்நாள்,forn
635,ehemalig::A,முன்நாள்,tidigare
636,alt[Lebewesen]::A,வயதான,gammal
637,jung::A,இளமையான,ung
638,arm::A,ஏழ்மையான,fattig
639,reich::A,செல்வம் படைத்த,rik
640,bekannt::A,பழக்கப்பட்ட,känd
641,berühmt::A,புகழ்பெற்ற,berömd
642,fremd::A,அயல் நாட்டு,främmande
643,verschieden::A,வித்தியாசமான,åtskillig
644,nah::A,பக்கத்தில் உள்ள,nära
645,fern::A,தொலை தூரத்தில்,fjärran
646,linker::A,மீந்திருக்கும்,vänster
647,rechter::A,வலதுபக்கம்,höger
648,anderer::A,மற்ற,annan
649,erster::A,முதனமையான,första
650,zweiter::A,இரண்டாவது,andra
651,dritter::A,மூன்றாவது,tredje
652,letzter::A,கடைசி,sist
653,allein::ADV,தனியாக,allena
654,auf einmal::ADV,தடீரென்று,på en gång
655,zusammen::ADV,சேர்ந்து,tillsammans
656,lange::ADV,அதிக நோம்,länge
657,plötzlich::ADV,தடீரென்று,plötsligt
658,sofort::ADV,உடனடியாக,strax
659,sofort::ADV,உடனடியாக,genast
660,später::ADV,பிறகு,senare
661,jetzt::ADV,இப்பொழது,nu
662,heute::ADV,இன்று,i dag
663,morgen::ADV,நாளைக்கு,i morgon
664,bald::ADV,சீக்கிரம்,snart
665,dann::ADV,அப்பொழுது,då
666,gestern::ADV,நேற்று,i går
667,einst::ADV,ஒரே முறை,en gång
668,damals::ADV,அப்பொழுது,då
669,damals::ADV,அப்பொழுது,den gången
670,danach::ADV,பிற்பாடு,därefter
671,vorher::ADV,முன்பாக,före
672,vorher::ADV,முன்பாக,förut
673,zuerst::ADV,முதலில்,först
674,einmal::ADV,ஒரே முறை,en gång
675,manchmal::ADV,சில நேரங்களில்,ibland
676,oft::ADV,அடிக்கடி,ofta
677,immer::ADV,எப்பொழுதும்,alltid
678,niemals::ADV,ஒருபோதும் இல்லை,aldrig
679,hier::ADV,இங்கே,här
680,hierhin::ADV,இவ்விடத்திற்கு,hit
681,von hier::ADV,இனி,härifrån
682,dort::ADV,அங்கே,där
683,dorthin::ADV,அவ்விடத்திற்கு,dit
684,geradeaus::ADV,முன்னாலிருக்கும்,rätt fram
685,vorwärts::ADV,முன்புறமாக,fram
686,vorwärts::ADV,முன்புறமாக,framåt
687,rückwärts::ADV,பின்னோக்கி,baklänges
688,zurück::ADV,பின்பக்கம்,tillbaka
689,unten::ADV,கீழாக,nere
690,unten::ADV,கீழாக,nedanför
691,hinab::ADV,கீழ் நோக்கி,ned
692,hinab::ADV,கீழ் நோக்கி,nedåt
693,oben::ADV,மேலே,ovan
694,oben::ADV,மேலே,ovanpå
695,hinauf::ADV,மேலே,upp
696,hinauf::ADV,மேலே,uppåt
697,überall::ADV,எல்லா இடத்திலும்,överallt
698,nicht::ADV,இல்லை,ej
699,nicht::ADV,இல்லை,inte
700,ein wenig::ADV,கொஞ்சம்,litet
701,kaum::ADV,அரிதாக,knappt
702,kaum::ADV,அரிதாக,knappast
703,sehr::ADV,மிக்க,mycket
704,so::ADV,மிகவும்,så
705,noch::ADV,இப்பொழுதும்,än
