,Concept_ID,sk,he
112,Ufer::N,breh,גדה
113,Küste::N,pobrežie,חוף
114,Festland::N,pevnina,יבשה
115,Meer::N,more,ים
116,Bucht::N,záliv,מפרץ
117,Bucht::N,zátoka,מפרץ
118,Insel::N,ostrov,אי
119,Blume::N,kvet,פרח
120,Blume::N,kvetina,פרח
121,Gras::N,tráva,דשא
122,Wurzel::N,koreň,שרש
123,Baum::N,strom,עץ
124,Stamm::N,kmeň,גזע
125,Rinde::N,kôra,קלפת עץ
126,Ast::N,konár,ענף
127,Zweig::N,vetva,ענף
128,Blatt::N,list,עלה
129,Birke::N,breza,שדר
130,Kiefer[Baum]::N,sosna,ארן
131,Kiefer[Baum]::N,borovica,ארן
132,Weide[Baum]::N,vŕba,ערבה
133,Tanne::N,jedľa,אשוח
134,Horn::N,roh,קרן
135,Feder::N,pero,נוצה
136,Fell::N,koža,פרוה
137,Fell::N,kožušina,פרוה
138,Flügel::N,krídlo,כנף
139,Klaue::N,paznecht,טלף
140,Kralle::N,pazúr,טפר
141,Schwanz::N,chvost,זנב
142,Ei::N,vajce,ביצה
143,Ei::N,vajíčko,ביצה
144,Nest::N,hniezdo,קן
145,Bau::N,nora,מחלה
146,Tier::N,zviera,חיה
147,Herde::N,stádo,עדר
148,Kuh::N,krava,פרה
149,Bulle::N,býk,פר
150,Pferd::N,kôň,סוס
151,Schaf::N,ovca,כבשה
152,Schwein::N,sviňa,חזיר
153,Hund::N,pes,כלב
154,Katze::N,mačka,חתול
155,Bär::N,medveď,דב
156,Eichhörnchen::N,veverička,סנאי
157,Elch::N,los,דישון
158,Fuchs::N,líška,שועל
159,Hase::N,zajac,ארנב
160,Maus::N,myš,עכבר
161,Wolf::N,vlk,זאב
162,Vogel::N,vták,צפור
163,Schwarm::N,roj,נחיל
164,Schwarm::N,roj,להקה
165,Huhn::N,kurča,תרנגלת
166,Huhn::N,sliepka,תרנגלת
167,Hahn::N,kohút,תרנגול
168,Gans::N,hus,אוז
169,Adler::N,orol,עיט
170,Ente::N,kačka,ברוז
171,Ente::N,kačica,ברוז
172,Eule::N,sova,ינשוף
173,Kranich::N,žeriav,עגור
174,Kranich::N,žeriav,כרוכיה
175,Krähe::N,vrana,עורב
176,Kuckuck::N,kukučka,קוקיה
177,Schwan::N,labuť,ברבור
178,Fisch::N,ryba,דג
179,Barsch::N,ostriež,אוקונוס
180,Hecht::N,šťuka,זאב הים
181,Schlange[Tier]::N,had,נחש
182,Wurm::N,červ,תולעת
183,Spinne::N,pavúk,עכביש
184,Ameise::N,mravec,נמלה
185,Laus::N,voš,כנה
186,Mücke::N,komár,יתוש
187,Fliege::N,mucha,זבוב
188,Schmetterling::N,motýľ,פרפר
189,Beere::N,bobuľa,ענבה
190,Apfel::N,jablko,תפוח
191,Pilz::N,hríb,פטריה
192,Zwiebel::N,cibuľa,בצל
193,Saat::N,osivo,זרעים
194,Korn::N,zrno,גרעין
195,Heu::N,seno,חציר
196,Schale::N,šupa,קלפה
197,Schale::N,škrupina,קלפה
198,Grube::N,jama,בור
199,Grube::N,jama,שוחה
200,Falle::N,pasca,מלכדת
201,Falle::N,klepec,מלכדת
202,Schlinge::N,slučka,לולאה
203,Spur::N,stopa,עקבה
204,Asche::N,popol,אפר
205,Dreck::N,kal,זהמה
206,Dreck::N,blato,זהמה
207,Eisen::N,železo,ברזל
208,Gold::N,zlato,זהב
209,Silber::N,striebro,כסף
210,Kohle::N,uhlie,פחם
211,Glas::N,sklo,זכוכית
212,Lehm::N,íl,חרסית
213,Lehm::N,hlina,חרסית
214,Sand::N,piesok,חול
215,Mensch::N,človek,אדם
216,Mann::N,muž,איש
217,Mann::N,muž,גבר
218,Mann::N,chlap,איש
219,Mann::N,chlap,גבר
220,Frau::N,žena,אשה
221,Frau::N,žena,גברת
222,Kind::N,dieťa,ילד
223,Junge::N,chlapec,ילד
224,Mädchen::N,dievka,נערה
225,Familie::N,rodina,משפחה
226,Großvater::N,dedo,סבא
227,Großvater::N,starý otec,סבא
228,Großmutter::N,babička,סבתא
229,Großmutter::N,stará mať,סבתא
230,Eltern::N,rodičia,הורים
231,Vater::N,otec,אב
232,Mutter::N,mať,אם
233,Mutter::N,matka,אם
234,Sohn::N,syn,בן
235,Tochter::N,dcéra,בת
236,Bruder::N,brat,אח
237,Schwester::N,sestra,אחות
238,Onkel::N,ujo,דוד
239,Onkel::N,strýko,דוד
240,Tante::N,teta,דודה
241,Tante::N,tetka,דודה
242,Ehemann::N,muž,איש
243,Ehemann::N,muž,בעל
244,Ehemann::N,manžel,איש
245,Ehemann::N,manžel,בעל
246,Ehefrau::N,žena,אשה
247,Ehefrau::N,manželka,אשה
248,Freude::N,radosť,שמחה
249,Gelächter::N,smiech,צחוק
250,Glück::N,šťastie,אשר
251,Kummer::N,žiaľ,יגון
252,Kummer::N,žiaľ,עגמה
253,Kummer::N,zármutok,יגון
254,Kummer::N,zármutok,עגמה
255,Wunsch::N,prianie,אחול
256,Wunsch::N,prianie,משאלה
257,Lust::N,chuť,חשק
258,Lust::N,chuť,תשוקה
259,Geist::N,duch,רוח
260,Gedanke::N,myšlienka,מחשבה
261,Gedächtnis::N,pamäť,זכרון
262,Verstand::N,rozum,שכל
263,Sinn::N,zmysel,מובן
264,Sinn::N,zmysel,משמעות
265,Grund::N,dôvod,סבה
266,Grund::N,príčina,סבה
267,Wahrheit::N,pravda,אמת
268,Gespräch::N,reč,דיון
269,Gespräch::N,rozhovor,דיון
270,Märchen::N,rozprávka,אגדה
271,Erzählung::N,poviedka,ספור
272,Nachricht::N,správa,ידיעה
273,Neuigkeit::N,novinka,חדשה
274,Name::N,meno,שם
275,Rätsel::N,záhada,תעלומה
276,Rätsel::N,hádanka,תעלומה
277,Rede::N,reč,נאום
278,Sprache::N,reč,לשון
279,Sprache::N,jazyk,לשון
280,Stimme::N,hlas,קול
281,Wort::N,slovo,מלה
282,Zeichen::N,znak,סימן
283,Ruf::N,volanie,קריאה
284,Ruf::N,zavolanie,קריאה
285,Lärm::N,hluk,רעש
286,Lärm::N,hurhaj,רעש
287,Laut::N,zvuk,הגה
288,Ton::N,tón,צליל
289,Ton::N,zvuk,צליל
290,Lied::N,pieseň,שיר
291,Ruhe::N,pokoj,שלוה
292,Leute::N,ľudia,אנשים
293,Volk::N,ľud,עם
294,Volk::N,národ,עם
295,Arbeit::N,práca,עבודה
296,Arbeit::N,robota,עבודה
297,Gast::N,hosť,אורח
298,Geschenk::N,dar,מתנה
299,Spiel::N,hra,משחק
300,Gesellschaft::N,spoločnosť,חברה
301,Hilfe::N,pomoc,עזרה
302,Freund::N,priateľ,חבר
303,Freund::N,priateľ,ידיד
304,Kamerad::N,kamarát,רע
305,Angelegenheit::N,vec,ענין
306,Angelegenheit::N,záležitosť,ענין
307,Anzahl::N,počet,מספר
308,Anzahl::N,množstvo,מספר
309,Art::N,druh,סוג
310,Stück::N,kus,חתיכה
311,Stück::N,kúsok,חתיכה
312,Teil::N,časť,פרק
313,Hälfte::N,polka,חצי
314,Hälfte::N,polovica,חצי
315,Kreis::N,kruh,מעגל
316,Kreuz::N,kríž,צלב
317,Linie::N,línia,קו
318,Strich::N,čiara,קו קצר
319,Abstand::N,vzdialenosť,מרחק
320,Entfernung::N,vzdialenosť,מרחק
321,Gegend::N,kraj,נוף
322,Gegend::N,krajina,נוף
323,Platz::N,miesto,שטח
324,Ort::N,miesto,אתר
325,Ort::N,miesto,מקום
326,Seite::N,bok,צד
327,Seite::N,strana,צד
328,Mitte::N,stred,אמצע
329,Gegenstand::N,predmet,אוביקט
330,Sache::N,vec,דבר
331,Rand::N,kraj,פרור
332,Rand::N,okraj,פרור
333,Kante::N,hrana,קצה
334,Ecke::N,roh,פנה
335,Spitze::N,hrot,קצה
336,Spitze::N,špička,קצה
337,Ende::N,koniec,סוף
338,Loch::N,diera,חר
339,Winkel::N,kút,פנה
340,Muster::N,vzor,תבנית
341,Muster::N,vzorka,תבנית
342,Größe::N,veľkosť,גדל
343,Länge::N,dĺžka,ארך
344,Höhe::N,výška,קומה
345,Höhe::N,výška,גבה
346,Gewicht::N,váha,משקל
347,Menge::N,množstvo,כמות
348,Haufen::N,hŕba,ערמה
349,Reihe::N,rad,רצף
350,Boot::N,čln,סירה
351,Ruder::N,veslo,משוט
352,Schlitten::N,sane,מזחלת
353,Ski::N,lyža,מגלשים
354,Lagerfeuer::N,táborák,מדורה
355,Last::N,ťarcha,משא
356,Last::N,bremeno,משא
357,Gang::N,chôdza,הליכה
358,Schritt::N,krok,צעד
359,Norden::N,sever,צפון
360,Süden::N,juh,דרום
361,Westen::N,západ,מערב
362,Osten::N,východ,מזרח
363,Holz::N,drevo,עץ
364,Brett::N,doska,קרש
365,Platte::N,doska,לוח
366,Platte::N,platňa,לוח
367,Stütze::N,opora,משען
368,Stange::N,tyč,מוט
369,Stock::N,palica,מקל
370,Stab::N,palica,מוט
371,Rohr::N,rúra,צנור
372,Haus::N,dom,בית
373,Heim::N,domov,בית
374,Ofen::N,pec,תנור
375,Ofen::N,kachle,תנור
376,Fußboden::N,dlážka,רצפה
377,Fußboden::N,podlaha,רצפה
378,Tisch::N,stôl,שלחן
379,Stuhl::N,stolička,כסא
380,Wiege::N,kolíska,ערש
381,Bett::N,lôžko,מטה
382,Bett::N,posteľ,מטה
383,Regal::N,regál,מדף
384,Regal::N,polica,מדף
385,Kiste::N,debna,תבה
386,Kiste::N,debna,ארגז
387,Fenster::N,okno,חלון
388,Fenster::N,oblok,חלון
389,Tür::N,dvere,דלת
390,Tor::N,vráta,שער
391,Zaun::N,plot,גדר
392,Zaun::N,ohrada,גדר
393,Dach::N,krov,גג
394,Dach::N,strecha,גג
395,Leiter::N,rebrík,סלם
396,Leiter::N,rebrina,סלם
397,Besen::N,metla,מטאטא
398,Spaten::N,rýľ,את
399,Schaufel::N,lopata,את
400,Gabel::N,vidlička,מזלג
401,Löffel::N,lyžica,כף
402,Messer::N,nôž,סכין
403,Nagel::N,klinec,מסמר
404,Netz::N,sieť,רשת
405,Haken::N,hák,וו
406,Haken::N,hák,קרס
407,Haken::N,háčik,וו
408,Haken::N,háčik,קרס
409,Griff::N,rukoväť,ידית
410,Schloss::N,zámka,מנעול
411,Bild::N,obraz,תמונה
412,Figur::N,figúra,פסל
413,Puppe::N,bábka,בבה
414,Puppe::N,bábika,בבה
415,Beutel::N,vrece,שק
416,Beutel::N,vrecko,שק
417,Bündel::N,uzlík,צרור
418,Bündel::N,zväzok,צרור
419,Tasche::N,taška,שקית
420,Tasche::N,kabelka,שקית
421,Eimer::N,vedro,דלי
422,Deckel::N,vrchnák,מכסה
423,Deckel::N,pokrývka,מכסה
424,Geschirr::N,nádoba,כלים
425,Sack::N,mech,שק
426,Sack::N,vrece,שק
427,Tasse::N,šálka,ספל
428,Topf::N,hrniec,סיר
429,Kessel::N,kotol,קנקן
430,Essen::N,jedlo,אכל
431,Essen::N,jedlo,ארוחה
432,Nahrung::N,strava,הזנה
433,Nahrung::N,strava,תזונה
434,Nahrung::N,potrava,הזנה
435,Nahrung::N,potrava,תזונה
436,Speise::N,jedlo,מאכל
437,Speise::N,jedlo,ארוחה
438,Fleisch::N,mäso,בשר
439,Getreide::N,obilie,דגן
440,Brei::N,kaša,מחית
441,Brot::N,chlieb,לחם
442,Scheibe::N,kotúč,עגול
443,Scheibe::N,kotúč,פרוסה
444,Scheibe::N,krajec,עגול
445,Scheibe::N,krajec,פרוסה
446,Fett::N,tuk,שמן
447,Fett::N,masť,שמן
448,Butter::N,maslo,חמאה
449,Öl::N,olej,שמן
450,Salz::N,soľ,מלח
451,Suppe::N,polievka,מרק
452,Honig::N,med,דבש
453,Milch::N,mlieko,חלב
454,Tee::N,čaj,תה
455,Leder::N,koža,עור
456,Wolle::N,vlna,צמר
457,Stoff::N,súkno,בד
458,Stoff::N,súkno,אריג
459,Nadel::N,ihla,מחט
460,Faden::N,niť,חוט
461,Faden::N,vlákno,חוט
462,Knopf::N,gombík,כפתור
463,Knoten::N,uzol,קשר
464,Farbe::N,farba,צבע
465,Kleidung::N,šaty,בגדים
466,Kleidung::N,šatstvo,בגדים
467,Hemd::N,košeľa,חלצה
468,Kragen::N,golier,צוארון
469,Ärmel::N,rukáv,שרוול
470,Hose::N,nohavice,מכנסים
471,Gürtel::N,pás,חגורה
472,Gürtel::N,opasok,חגורה
473,Mütze::N,čiapka,כובע
474,Schuh::N,obuv,נעל
475,Schuh::N,topánka,נעל
476,Stiefel::N,čižma,מגף
477,Ring::N,prsteň,טבעת
478,Band::N,stuha,סרט
479,Kamm::N,hrebeň,מסרק
480,Spiegel::N,zrkadlo,מראה
481,Riemen::N,remeň,רצועה
482,Schnur::N,šnúra,חבל
483,Leine::N,vodidlo,מושכות
484,Decke::N,deka,שמיכה
485,Decke::N,prikrývka,שמיכה
486,Kissen::N,poduška,כרית
487,Tuch::N,šatka,צעיף
488,Handtuch::N,uterák,מגבת
489,Kraft::N,moc,כוח
490,Stärke::N,sila,און
491,Gesundheit::N,zdravie,בריאות
492,Krankheit::N,nemoc,מחלה
493,Krankheit::N,choroba,מחלה
494,Schmerz::N,bolesť,כאב
495,Wunde::N,rana,פציעה
496,Fieber::N,horúčka,חם
497,Arznei::N,liek,תרופה
498,Brücke::N,most,גשר
499,Brunnen::N,studňa,באר
500,Weide::N,pastva,אחו
501,Weide::N,pastva,מרעה
502,Pfad::N,chodník,שביל
503,Pfad::N,chodník,מדרכה
504,Weg::N,cesta,דרך
505,Straße::N,hradská,כביש
506,Dorf::N,dedina,כפר
507,Stadt::N,mesto,עיר
508,Brief::N,list,מכתב
509,Buch::N,kniha,ספר
510,Buchstabe::N,litera,אות
511,Buchstabe::N,písmeno,אות
512,Zeitung::N,noviny,עתון
513,Leben::N,život,חיים
514,Tod::N,smrť,מות
515,Grab::N,hrob,קבר
516,Kirche::N,kostol,כנסיה
517,Sünde::N,hriech,חטא
518,Gott::N,boh,אל
519,Arbeiter::N,robotník,פועל
520,Arbeiter::N,pracnovík,פועל
521,Chef::N,šéf,ראש
522,Chef::N,šéf,מנהל
523,Chef::N,riaditeľ,ראש
524,Chef::N,riaditeľ,מנהל
525,Meister::N,majster,ממחה
526,Arzt::N,lekár,רופא
527,Lehrer::N,učiteľ,מורה
528,Geld::N,peniaze,כסף
529,Geschäft::N,obchod,עסקה
530,Laden::N,obchod,חנות
531,Preis::N,cena,מחיר
532,Ware::N,tovar,סחורה
533,Nutzen::N,osoh,תועלת
534,Nutzen::N,úžitok,תועלת
535,Reichtum::N,bohatstvo,עשר
536,Welt::N,svet,עולם
537,Land::N,územie,ארץ
538,Land::N,krajina,ארץ
539,Staat::N,štát,מדינה
540,König::N,kráľ,מלך
541,Macht::N,moc,כוח
542,Macht::N,mocnosť,כוח
543,Grenze::N,hranica,גבול
544,Krieg::N,vojna,מלחמה
545,Feind::N,nepriateľ,אויב
546,Gewalt::N,násilie,אלימות
547,Kampf::N,boj,קרב
548,Kampf::N,boj,לחימה
549,Bogen[Waffe]::N,luk,קשת
550,Pfeil::N,šíp,חץ
551,Pfeil::N,strela,חץ
552,Gewehr::N,puška,רובה
553,Fehler::N,omyl,טעות
554,Fehler::N,chyba,טעות
555,Lüge::N,lož,שקר
556,Schaden::N,ujma,נזק
557,Schaden::N,škoda,נזק
558,Unglück::N,nešťastie,מזל רע
559,Schuld::N,vina,אשמה
560,Schuld::N,previnenie,אשמה
561,Alter::N,vek,גיל
562,Schluss::N,záver,סיום
563,Schluss::N,koniec,סיום
564,Zeit::N,čas,זמן
565,Tag::N,deň,יום
566,Morgen::N,ráno,בקר
567,Mittag::N,poludnie,צהרים
568,Abend::N,večer,ערב
569,Nacht::N,noc,לילה
570,Woche::N,týždeň,שבוע
571,Monat::N,mesiac,חדש
572,Jahr::N,rok,שנה
573,Frühling::N,jar,אביב
574,Sommer::N,leto,קיץ
575,Herbst::N,jeseň,סתו
576,Winter::N,zima,חרף
577,Januar::N,január,ינואר
578,Februar::N,február,פברואר
579,März::N,marec,מרץ
580,April::N,apríl,אפריל
581,Mai::N,máj,מאי
582,Juni::N,jún,יוני
583,Juli::N,júl,יולי
584,August::N,august,אוגוסט
585,September::N,september,ספטמבר
586,Oktober::N,október,אוקטובר
587,November::N,november,נובמבר
588,Dezember::N,december,דצמבר
589,Montag::N,pondelok,יום שני
590,Dienstag::N,utorok,יום שלישי
591,Mittwoch::N,streda,יום רביעי
592,Donnerstag::N,štvrtok,יום חמישי
593,Freitag::N,piatok,יום ששי
594,Samstag::N,sobota,יום שבת
595,Sonntag::N,nedeľa,יום ראשון
596,groß::A,veľký,גדול
597,klein::A,malý,קטן
598,lang::A,dlhý,ארך
599,kurz::A,krátky,קצר
600,breit::A,široký,רחב
601,schmal::A,úzky,צר
602,dicht::A,hustý,צפוף
603,dick[Gegenstand]::A,tlstý,עבה
604,dünn::A,tenký,דק
605,fein::A,jemný,מעדן
606,fest::A,pevný,מוצק
607,flach::A,rovný,שטוח
608,flach::A,plochý,שטוח
609,glatt::A,hladký,חלק
610,hart::A,tvrdý,קשיח
611,weich::A,mäkký,רך
612,rund::A,guľatý,עגל
613,rund::A,okrúhly,עגל
614,spitz::A,končitý,חד
615,scharf::A,ostrý,חד
616,stumpf::A,tupý,קהה
617,schwer::A,ťažký,כבד
618,schön::A,pekný,יפה
619,schön::A,krásny,יפה
620,heiß::A,horúci,חם
621,warm::A,teplý,חם
622,kalt::A,studený,קר
623,kühl::A,chladný,צונן
624,frisch::A,svieži,טרי
625,feucht::A,vlhký,לח
626,feucht::A,zvlhnutý,לח
627,nass::A,mokrý,רטוב
628,trocken::A,suchý,יבש
629,voll::A,plný,מלא
630,leer::A,prázdny,ריק
631,offen::A,otvorený,פתוח
632,geschlossen::A,zavretý,סגור
633,sauber::A,čistý,נקי
634,schmutzig::A,špinavý,מלכלך
635,roh::A,surový,חי
636,reif::A,zrelý,בשל
637,lecker::A,chutný,טעים
638,süß::A,sladký,מתוק
639,bitter::A,horký,מר
640,sauer::A,kyslý,חמוץ
641,hell::A,jasný,בהיר
642,hell::A,svetlý,בהיר
643,dunkel::A,temný,עמום
644,schwarz::A,čierny,שחר
645,weiß::A,biely,לבן
646,rot::A,červený,אדם
647,gelb::A,žltý,צהב
648,blau::A,modrý,כחל
649,blau::A,belasý,כחל
650,grün::A,zelený,ירק
651,grau::A,šedý,אפר
652,bunt::A,pestrý,צבעוני
653,billig::A,lacný,זול
654,teuer::A,drahý,יקר
655,wertvoll::A,cenný,יקר ערך
656,blind::A,slepý,עור
657,taub::A,hluchý,חרש
658,kräftig::A,silný,חסן
659,stark::A,silný,חזק
660,schwach::A,slabý,חלש
661,schwach::A,bezvládny,חלש
662,fett::A,tučný,שמן
663,schlank::A,štíhly,רזה
664,hübsch::A,šumný,יפה תאר
665,hübsch::A,švárny,יפה תאר
666,böse::A,zlý,רשע
667,dumm::A,hlúpy,טפש
668,faul::A,lenivý,עצלן
669,fleißig::A,snaživý,חרוץ
670,fleißig::A,usilovný,חרוץ
671,geizig::A,skupý,קמצן
672,geizig::A,lakomý,קמצן
673,klug::A,múdry,נבון
674,klug::A,múdry,פקח
675,klug::A,bystrý,נבון
676,klug::A,bystrý,פקח
677,geschickt::A,zručný,מימן
678,geschickt::A,šikovný,מימן
679,lieb::A,milý,יקר
680,lieb::A,milý,אהוב
681,lustig::A,veselý,עליז
682,sanft::A,nežný,עדין
683,hungrig::A,lačný,רעב
684,hungrig::A,hladný,רעב
685,krank::A,chorý,חולה
686,krank::A,nemocný,חולה
687,nackt::A,nahý,ערום
688,traurig::A,smutný,עצוב
689,lebendig::A,živý,חי
690,gut::A,dobrý,טוב
691,schlecht::A,zlý,גרוע
692,richtig::A,správny,נכון
693,schlimm::A,zlý,רע
694,schlimm::A,nepríjemný,רע
695,wahr::A,pravý,אמתי
696,wahr::A,pravdivý,אמתי
697,alt::A,starý,ישן
698,neu::A,nový,חדש
699,ehemalig::A,bývalý,לשעבר
700,alt[Lebewesen]::A,starý,זקן
701,jung::A,mladý,צעיר
702,arm::A,chudobný,עני
703,reich::A,bohatý,עשיר
704,bekannt::A,známy,ידוע
705,berühmt::A,slávny,מפרסם
706,berühmt::A,povestný,מפרסם
707,fremd::A,cudzí,זר
708,verschieden::A,rôzny,שונה
709,verschieden::A,rozličný,שונה
710,nah::A,blízky,קרוב
711,fern::A,ďaleký,רחוק
712,linker::A,ľavý,שמאלי
713,rechter::A,pravý,ימין
714,anderer::A,iný,אחר
715,anderer::A,druhý,אחר
716,erster::A,prvý,ראשון
717,zweiter::A,druhý,שני
718,dritter::A,tretí,שלישי
719,letzter::A,ostatný,אחרון
720,letzter::A,posledný,אחרון
721,allein::ADV,sám,לבד
722,auf einmal::ADV,zároveň,בו-זמנית
723,zusammen::ADV,spolu,ביחד
724,zusammen::ADV,spoločne,ביחד
725,lange::ADV,dlho,הרבה זמן
726,plötzlich::ADV,náhle,לפתע
727,plötzlich::ADV,náhle,פתאום
728,sofort::ADV,hneď,מיד
729,sofort::ADV,ihneď,מיד
730,später::ADV,neskoršie,לאחר זמן
731,später::ADV,neskoršie,יותר מאחר
732,jetzt::ADV,teraz,עכשיו
733,heute::ADV,dnes,היום
734,morgen::ADV,zajtra,מחר
735,bald::ADV,skoro,בקרוב
736,dann::ADV,nato,אחר-כך
737,dann::ADV,potom,אחר-כך
738,gestern::ADV,včera,אתמול
739,einst::ADV,kedysi,לפנים
740,einst::ADV,niekedy,לפנים
741,damals::ADV,vtedy,אז
742,danach::ADV,potom,אחר-כך
743,danach::ADV,podľa toho,אחר-כך
744,vorher::ADV,napred,לפני זה
745,vorher::ADV,predtým,לפני זה
746,zuerst::ADV,najprv,קדם
747,einmal::ADV,raz,פעם
748,einmal::ADV,jedenkrát,פעם
749,manchmal::ADV,občas,לפעמים
750,manchmal::ADV,niekedy,לפעמים
751,oft::ADV,často,לעתים קרובות
752,immer::ADV,vždy,תמיד
753,immer::ADV,ustavične,תמיד
754,niemals::ADV,nikdy,אף פעם
755,hier::ADV,tu,כאן
756,hierhin::ADV,sem,פה
757,hierhin::ADV,tade,פה
758,von hier::ADV,odtiaľto,מפה
759,dort::ADV,tam,שם
760,dorthin::ADV,ta,שם
761,dorthin::ADV,tam,שם
762,geradeaus::ADV,rovno,ישר
763,geradeaus::ADV,priamo,ישר
764,vorwärts::ADV,napred,קדימה
765,rückwärts::ADV,nazad,לאחור
766,zurück::ADV,späť,בחזרה
767,zurück::ADV,späť,אחורנית
768,zurück::ADV,naspäť,בחזרה
769,zurück::ADV,naspäť,אחורנית
770,unten::ADV,dolu,למטה
771,unten::ADV,naspodku,למטה
772,hinab::ADV,dolu,למטה
773,oben::ADV,hore,מעל
774,oben::ADV,hore,למעלה
775,oben::ADV,navrchu,מעל
776,oben::ADV,navrchu,למעלה
777,hinauf::ADV,hore,למעלה
778,hinauf::ADV,navrch,למעלה
779,überall::ADV,všade,בכל מקום
780,nicht::ADV,nie,לא
781,ein wenig::ADV,trocha,קצת
782,kaum::ADV,ledva,בקשי
783,sehr::ADV,veľmi,מאוד
784,so::ADV,tak,כך
785,so::ADV,tak,ככה
786,so::ADV,takto,כך
787,so::ADV,takto,ככה
788,noch::ADV,ešte,עוד
789,noch::ADV,ešte,עדין
790,nur::ADV,len,רק
791,schon::ADV,už,כבר
792,wieder::ADV,zasa,שוב
793,vergebens::ADV,márne,לריק
794,vergebens::ADV,márne,לשוא
795,vergebens::ADV,nadarmo,לריק
796,vergebens::ADV,nadarmo,לשוא
797,vor::PRP,pred,מול
798,hinter::PRP,za,מאחורי
799,unter::PRP,pod,מתחת
800,durch::PRP,cez,דרך
801,neben::PRP,pri,ליד
802,neben::PRP,pri,על-יד
803,neben::PRP,vedľa,ליד
804,neben::PRP,vedľa,על-יד
805,zwischen::PRP,medzi,בין
806,wegen::PRP,pre,בשל
807,wegen::PRP,pre,בגלל
808,wegen::PRP,kvôli,בשל
809,wegen::PRP,kvôli,בגלל
