,Concept_ID,zh,hi
78,Herz::N,心,हृदय
79,Magen::N,胃,मेदा
80,Magen::N,胃,अमाशय
81,Leber::N,肝,जिगर
82,Leber::N,肝,यकृत्
83,Atem::N,呼吸,दम
84,Atem::N,呼吸,साँस
85,Atem::N,呼吸,श्वास
86,Hunger::N,饿,भूख
87,Hunger::N,饿,क्षुधा
88,Träne::N,眼泪,आँसू
89,Träne::N,眼泪,अश्रु
90,Geschmack::N,味道,स्वाद
91,Geschmack::N,味道,ज़ायक़ा
92,Geruch::N,气味,बू
93,Geruch::N,气味,गंध
94,Schlaf::N,睡眠,नींद
95,Schlaf::N,睡眠,निद्रा
96,Traum::N,梦,सपना
97,Traum::N,梦,स्वप्न
98,Himmel::N,天空,आकाश
99,Himmel::N,天空,आसमान
100,Sonne::N,太阳,रवि
101,Sonne::N,太阳,सूरज
102,Sonne::N,太阳,सूर्य
103,Mond::N,月亮,चाँद
104,Mond::N,月亮,चंद्र
105,Stern::N,星,तारा
106,Stern::N,星,सितारा
107,Luft::N,空气,हवा
108,Luft::N,空气,वायु
109,Wind::N,风,पाद
110,Welle::N,波,लहर
111,Welle::N,波,तरंग
112,Wasser::N,水,जल
113,Wasser::N,水,पानी
114,Stein::N,石头,पत्थर
115,Boden::N,地面,मिट्टी
116,Erde::N,地,भूमि
117,Erde::N,地,ज़मीन
118,Staub::N,灰尘,धूल
119,Rauch::N,烟,धूआँ
120,Rauch::N,烟,धुम्र
121,Funke::N,火花,चिनगारी
122,Funke::N,火花,स्फुलिंग
123,Feuer::N,火,आग
124,Feuer::N,火,आतिश
125,Feuer::N,火,अग्नि
126,Licht::N,光,रोशनी
127,Licht::N,光,प्रकाश
128,Schatten::N,影子,छाया
129,Schatten::N,影子,परछाई
130,Wetter::N,天气,ऋतु
131,Wetter::N,天气,मौसम
132,Nebel::N,雾,धुँध
133,Nebel::N,雾,कुहरा
134,Wolke::N,云,मेघ
135,Wolke::N,云,अभ्र
136,Regen::N,雨,मेंह
137,Regen::N,雨,बारिश
138,Schnee::N,雪,हिम
139,Schnee::N,雪,बर्फ़
140,Eis::N,冰,हिम
141,Eis::N,冰,बर्फ़
142,Frost::N,霜冻,ठंड
143,Kälte::N,寒冷,सर्दी
144,Kälte::N,寒冷,शीतलता
145,Hitze::N,炎热,ताप
146,Hitze::N,炎热,गरमी
147,Raureif::N,霜,पाला
148,Regenbogen::N,虹,इंद्र-धनुष
149,Donner::N,雷,गरज
150,Donner::N,雷,मेघ-गर्जन
151,Strömung::N,水流,बहाव
152,Strömung::N,水流,प्रवाह
153,Tropfen::N,滴,बूँद
154,Schaum::N,泡沫,झाग
155,Schmutz::N,赃物,गंद
156,Schmutz::N,赃物,कीचड़
157,See::N,湖,झील
158,See::N,湖,सरोवर
159,Sumpf::N,沼泽,दलदल
160,Sumpf::N,沼泽,धँसान
161,Moor::N,沼泽,झाबर
162,Moor::N,沼泽,धँसान
163,Wiese::N,草地,घास-स्थल
164,Wald::N,森林,जंगल
165,Hügel::N,丘陵,टीला
166,Hügel::N,丘陵,पहाड़
167,Anhöhe::N,山丘,टीला
168,Anhöhe::N,山丘,पहाड़ी
169,Berg::N,山,पहाड़
170,Gipfel::N,峰,शिखर
171,Höhle::N,洞穴,गुहा
172,Höhle::N,洞穴,गुफ़ा
173,Abhang::N,斜坡,ढाल
174,Abhang::N,斜坡,ढलान
175,Quelle::N,泉,चश्मा
176,Bach::N,溪,सोता
177,Bach::N,溪,नदिका
178,Fluss::N,河流,नदी
179,Fluss::N,河流,सरिता
180,Ufer::N,岸,तट
181,Ufer::N,岸,किनारा
182,Küste::N,海岸,समुद्र-तट
183,Festland::N,大陆,महाद्वीप
184,Meer::N,海,सागर
185,Meer::N,海,समुद्र
186,Bucht::N,海湾,खाड़ी
187,Insel::N,岛,टापू
188,Insel::N,岛,द्वीप
189,Blume::N,花,फूल
190,Blume::N,花,पुष्प
191,Gras::N,草,घास
192,Wurzel::N,根,मूल
193,Baum::N,树,पेड़
194,Baum::N,树,वृक्ष
195,Stamm::N,树干,धड़
196,Rinde::N,树皮,छाल
197,Rinde::N,树皮,वल्कल
198,Ast::N,树枝,डाल
199,Ast::N,树枝,शाखा
200,Zweig::N,树枝,टहनी
201,Blatt::N,叶子,पत्र
202,Blatt::N,叶子,पत्ता
203,Birke::N,桦木,भूर्ज
204,Kiefer[Baum]::N,松树,पाइन-वृक्ष
205,Weide[Baum]::N,柳树,बेंत
206,Tanne::N,冷杉,फ़र
207,Horn::N,角,सींग
208,Horn::N,角,विषाण
209,Feder::N,羽毛,पर
210,Feder::N,羽毛,पंख
211,Fell::N,皮毛,खाल
212,Fell::N,皮毛,पशु-चर्म
213,Flügel::N,翅膀,पंख
214,Flügel::N,翅膀,डैना
215,Klaue::N,爪子,पंजा
216,Kralle::N,爪子,पंजा
217,Kralle::N,爪子,नाख़ून
218,Schwanz::N,尾巴,पूँछ
219,Ei::N,蛋,अंडा
220,Nest::N,巢,नीड़
221,Nest::N,巢,घोंसला
222,Bau::N,穴,बिल
223,Bau::N,穴,माँद
224,Tier::N,动物,पशु
225,Tier::N,动物,जानवर
226,Herde::N,群,गल्ला
227,Kuh::N,母牛,गौ
228,Kuh::N,母牛,गाय
229,Bulle::N,公牛,साँड़
230,Pferd::N,马,अश्व
231,Pferd::N,马,घोड़ा
232,Schaf::N,羊,भेड़
233,Schwein::N,猪,शूकर
234,Hund::N,狗,श्वान
235,Hund::N,狗,कुत्ता
236,Katze::N,猫,बिल्ली
237,Bär::N,熊,रीछ
238,Bär::N,熊,भालू
239,Eichhörnchen::N,松鼠,गिलहरी
240,Elch::N,麋鹿,एल्क
241,Fuchs::N,狐狸,लोमड़ी
242,Hase::N,兔子,खरहा
243,Hase::N,兔子,ख़रगोश
244,Maus::N,老鼠,मूष
245,Maus::N,老鼠,चूहा
246,Wolf::N,狼,वृक
247,Wolf::N,狼,भेड़िया
248,Vogel::N,鸟,पक्षी
249,Vogel::N,鸟,चिड़िया
250,Schwarm::N,群,झुंड
251,Huhn::N,鸡,मुर्ग़ी
252,Hahn::N,公鸡,मुर्ग़ा
253,Gans::N,鹅,हंस
254,Gans::N,鹅,हंसिनी
255,Adler::N,鹰,उक़ाब
256,Ente::N,鸭,बतख़
257,Ente::N,鸭,बत्तक
258,Eule::N,猫头鹰,उल्लू
259,Kranich::N,鹤,सारस
260,Kranich::N,鹤,क्रौंंच
261,Krähe::N,乌鸦,काक
262,Kuckuck::N,布谷鸟,कोयल
263,Kuckuck::N,布谷鸟,कोकिल
264,Schwan::N,天鹅,हंस
265,Schwan::N,天鹅,मराल
266,Fisch::N,鱼,मछली
267,Fisch::N,鱼,मत्स्य
268,Barsch::N,鲈鱼,पर्च
269,Hecht::N,狗鱼,पाइक
270,Schlange[Tier]::N,蛇,सर्प
271,Wurm::N,蠕虫,कृमि
272,Wurm::N,蠕虫,कीड़ा
273,Spinne::N,蜘蛛,लूता
274,Spinne::N,蜘蛛,मकड़ी
275,Ameise::N,蚂蚁,चींटी
276,Laus::N,虱子,जूँ
277,Mücke::N,蚊子,डाँस
278,Fliege::N,苍蝇,मक्खी
279,Fliege::N,苍蝇,मक्षिका
280,Schmetterling::N,蝴蝶,तितली
281,Beere::N,将果,बेरी
282,Apfel::N,苹果,सेब
283,Pilz::N,蘑菇,खुंबी
284,Zwiebel::N,洋葱,प्याज़
285,Saat::N,种子,बीज
286,Korn::N,谷粒,दाना
287,Heu::N,干草,मूखी घास
288,Schale::N,壳,बकला
289,Schale::N,壳,छिलका
290,Grube::N,坑,गड्ढा
291,Falle::N,圈套,जाल
292,Falle::N,圈套,फँदा
293,Schlinge::N,活扣,फँदा
294,Spur::N,踪迹,सुराग़
295,Spur::N,踪迹,पद-चिह्न
296,Asche::N,灰烬,राख
297,Dreck::N,污垢,मैल
298,Dreck::N,污垢,गंदगी
299,Eisen::N,铁,लोहा
300,Gold::N,金子,सोना
301,Gold::N,金子,स्वर्ण
302,Silber::N,银,रजत
303,Silber::N,银,चाँदी
304,Kohle::N,煤,कोयला
305,Glas::N,玻璃,काँच
306,Lehm::N,粘土,चिकनी मिट्टी
307,Sand::N,沙,रेत
308,Sand::N,沙,बालू
309,Mensch::N,人,मानव
310,Mensch::N,人,इनसान
311,Mensch::N,人,मनुष्य
312,Mann::N,男子,आदमी
313,Mann::N,男子,पुरुष
314,Frau::N,妇女,औरत
315,Frau::N,妇女,महिला
316,Frau::N,妇女,स्त्री
317,Kind::N,小孩,बाल
318,Kind::N,小孩,बच्चा
319,Junge::N,男孩,लड़का
320,Mädchen::N,女孩,लड़की
321,Mädchen::N,女孩,कुमारी
322,Familie::N,家庭,परिवार
323,Großvater::N,祖父,दादा
324,Großmutter::N,祖母,नानी
325,Eltern::N,父母,माँ-बाप
326,Eltern::N,父母,माता-पिता
327,Vater::N,父亲,बाप
328,Vater::N,父亲,पिता
329,Mutter::N,母亲,माँ
330,Mutter::N,母亲,माता
331,Sohn::N,儿子,बेटा
332,Sohn::N,儿子,पुत्र
333,Tochter::N,女儿,बेटी
334,Tochter::N,女儿,पुत्री
335,Bruder::N,兄弟,भाई
336,Bruder::N,兄弟,भ्राता
337,Schwester::N,姐妹,बहन
338,Schwester::N,姐妹,भगिनी
339,Onkel::N,伯父,ताऊ
340,Onkel::N,伯父,काका
341,Tante::N,阿姨,बूआ
342,Tante::N,阿姨,फूफी
343,Tante::N,阿姨,ख़ाला
344,Ehemann::N,丈夫,पति
345,Ehemann::N,丈夫,शौहर
346,Ehefrau::N,妻子,बीवी
347,Freude::N,愉快,आनंद
348,Freude::N,愉快,प्रसन्नता
349,Gelächter::N,大笑,हँसी
350,Gelächter::N,大笑,क़हक़हा
351,Glück::N,运气,आनंद
352,Glück::N,运气,ख़ुशी
353,Kummer::N,苦恼,शोक
354,Kummer::N,苦恼,दुःख
355,Wunsch::N,愿望,इच्छा
356,Wunsch::N,愿望,अभिलाषा
357,Lust::N,乐趣,चाह
358,Lust::N,乐趣,कामना
359,Geist::N,精神,जान
360,Geist::N,精神,प्राण
361,Gedanke::N,思想,विचार
362,Gedächtnis::N,记性,याददाश्त
363,Gedächtnis::N,记性,स्मरण-शक्ति
364,Verstand::N,理智,समझ
365,Verstand::N,理智,अक़्ल
366,Verstand::N,理智,बुद्धि
367,Sinn::N,感觉,अर्थ
368,Grund::N,理由,वजह
369,Grund::N,理由,कारण
370,Wahrheit::N,真理,सत्य
371,Wahrheit::N,真理,सच्चाई
372,Gespräch::N,谈话,चर्चा
373,Gespräch::N,谈话,वार्ता
374,Gespräch::N,谈话,बात-चीत
375,Märchen::N,童话,क़िस्सा
376,Erzählung::N,故事,कथा
377,Erzählung::N,故事,कहानी
378,Nachricht::N,消息,सूचना
379,Nachricht::N,消息,समाचार
380,Neuigkeit::N,新闻,ख़बर
381,Neuigkeit::N,新闻,समाचार
382,Name::N,名字,नाम
383,Rätsel::N,谜语,पहेली
384,Rede::N,讲话,वचन
385,Rede::N,讲话,भाषण
386,Sprache::N,语言,भाषा
387,Sprache::N,语言,ज़बान
388,Stimme::N,声音,स्वर
389,Stimme::N,声音,आवाज़
390,Wort::N,词,शब्द
391,Wort::N,词,लफ़्ज़
392,Zeichen::N,标记,निशान
393,Ruf::N,呼喊,पुकार
394,Ruf::N,呼喊,आह्वान
395,Lärm::N,噪音,शोर
396,Lärm::N,噪音,हुल्लड़
397,Laut::N,响声,स्वर
398,Laut::N,响声,ध्वनि
399,Ton::N,声音,सुर
400,Ton::N,声音,स्वर
401,Lied::N,歌曲,गीत
402,Ruhe::N,安静,आराम
403,Ruhe::N,安静,ख़ामोशी
404,Leute::N,人们,लोग
405,Volk::N,人民,क़ौम
406,Volk::N,人民,प्रजा
407,Arbeit::N,劳动,काम
408,Gast::N,客人,अतिथि
409,Gast::N,客人,मेहमान
410,Geschenk::N,礼物,उपहार
411,Geschenk::N,礼物,तोहफ़ा
412,Spiel::N,游戏,खेल
413,Spiel::N,游戏,क्रीड़ा
414,Gesellschaft::N,陪同,साथ
415,Hilfe::N,帮助,मदद
416,Hilfe::N,帮助,सहायता
417,Freund::N,朋友,मित्र
418,Kamerad::N,同志,साथी
419,Kamerad::N,同志,कामरेड
420,Angelegenheit::N,事情,बात
421,Angelegenheit::N,事情,मामला
422,Anzahl::N,数目,तादाद
423,Anzahl::N,数目,संख्या
424,Art::N,种类,तरह
425,Art::N,种类,क़िस्म
426,Stück::N,块,फाँक
427,Stück::N,块,टुकड़ा
428,Teil::N,部分,भाग
429,Teil::N,部分,हिस्सा
430,Hälfte::N,一半,अर्धभाग
431,Kreis::N,圆,चक्कर
432,Kreuz::N,十字架,सलीब
433,Kreuz::N,十字架,क्रूस
434,Linie::N,线条,लाइन
435,Strich::N,划,लकीर
436,Abstand::N,距离,अंतर
437,Abstand::N,距离,फ़ासला
438,Entfernung::N,距离,दूरी
439,Entfernung::N,距离,फ़ासला
440,Gegend::N,地区,इलाक़ा
441,Platz::N,场所,जगह
442,Platz::N,场所,स्थान
443,Ort::N,地点,स्थल
444,Ort::N,地点,स्थान
445,Seite::N,面,ओर
446,Seite::N,面,तरफ़
447,Mitte::N,中间,बीच
448,Mitte::N,中间,मध्य
449,Gegenstand::N,物品,चीज़
450,Gegenstand::N,物品,पदार्थ
451,Sache::N,物,चीज़
452,Sache::N,物,वस्तु
453,Rand::N,边,छोर
454,Rand::N,边,उपांत
455,Kante::N,棱,कोर
456,Kante::N,棱,किनारा
457,Ecke::N,角,कोना
458,Ecke::N,角,नुक्कड़
459,Spitze::N,尖,नोक
460,Ende::N,结尾,छोर
461,Ende::N,结尾,सिरा
462,Loch::N,洞,छेद
463,Loch::N,洞,सूराख़
464,Winkel::N,角度,कोण
465,Winkel::N,角度,कोना
466,Muster::N,模型,नमूना
467,Muster::N,模型,डिज़ाइन
468,Größe::N,大小,परिमाण
469,Größe::N,大小,विस्तार
470,Länge::N,长度,लंबाई
471,Höhe::N,高度,ऊँचाई
472,Höhe::N,高度,उच्चता
473,Gewicht::N,重量,भार
474,Gewicht::N,重量,वज़न
475,Menge::N,数量,मात्रा
476,Haufen::N,堆,ढेर
477,Haufen::N,堆,अंबार
478,Reihe::N,行,क़तार
479,Reihe::N,行,पंक्ति
480,Boot::N,小船,नाव
481,Boot::N,小船,नौका
482,Ruder::N,奖,चप्पू
483,Schlitten::N,雪橇,बर्फ़-गाड़ी
484,Ski::N,雪板,स्की
485,Lagerfeuer::N,营火,अलाव
486,Lagerfeuer::N,营火,कैंप-फ़ायर
487,Last::N,负担,भार
488,Gang::N,行走,चाल
489,Schritt::N,步伐,डग
490,Schritt::N,步伐,क़दम
491,Norden::N,北,उत्तर
492,Süden::N,南,दक्खिन
493,Westen::N,西,पश्चिम
494,Osten::N,东,पूरब
495,Holz::N,木材,काठ
496,Holz::N,木材,काष्ठ
497,Brett::N,木板,पटरा
498,Brett::N,木板,तख़्ता
499,Platte::N,平板,फलक
500,Platte::N,平板,तख़्ता
501,Stütze::N,支架,टेक
502,Stütze::N,支架,थूनी
503,Stange::N,杆,छड़
504,Stange::N,杆,बाँस
505,Stock::N,棒,लाठी
506,Stab::N,棍,लग्गा
507,Rohr::N,管子,नल
508,Haus::N,房屋,घर
509,Haus::N,房屋,मकान
510,Heim::N,家,घर
511,Heim::N,家,गृह
512,Ofen::N,炉子,चूल्हा
513,Fußboden::N,地板,फ़र्श
514,Tisch::N,桌子,मेज़
515,Stuhl::N,椅子,कुरसी
516,Wiege::N,摇蓝,पालना
517,Wiege::N,摇蓝,हिंडोला
518,Bett::N,床,खाट
519,Bett::N,床,पलंग
520,Regal::N,架子,शेल्फ़
521,Kiste::N,箱子,पेटी
522,Kiste::N,箱子,डिब्बा
523,Fenster::N,窗户,खिड़की
524,Tür::N,门,द्वार
525,Tür::N,门,दरवाज़ा
526,Tor::N,大门,फाटक
527,Zaun::N,篱笆,बाड़ा
528,Dach::N,屋顶,छत
529,Dach::N,屋顶,छप्पर
530,Leiter::N,梯子,सीढ़ी
531,Besen::N,扫帚,झाड़ू
532,Besen::N,扫帚,बुहारी
533,Spaten::N,铁锹,कुदाल
534,Schaufel::N,铁锹,बेलचा
535,Schaufel::N,铁锹,फावड़ा
536,Gabel::N,叉,काँटा
537,Löffel::N,食匙,चम्मच
538,Messer::N,刀,छुरा
539,Messer::N,刀,चाक़ू
540,Nagel::N,钉子,कील
541,Nagel::N,钉子,मेख़
542,Netz::N,网,जाल
543,Haken::N,钩子,अंकुश
544,Griff::N,把柄,मूठ
545,Griff::N,把柄,हत्था
546,Schloss::N,锁,ताला
547,Bild::N,图画,चित्र
548,Figur::N,人像,मूर्ति
549,Puppe::N,娃娃,पुतली
550,Puppe::N,娃娃,गुड़िया
551,Beutel::N,袋子,झोला
552,Bündel::N,捆,पुलिंदा
553,Tasche::N,手提包,बेग
554,Tasche::N,手提包,बस्ता
555,Eimer::N,桶,बाल्टी
556,Deckel::N,盖子,ढक्कन
557,Geschirr::N,餐具,बरतन-भाँड़े
558,Sack::N,袋子,बोरा
559,Tasse::N,杯子,प्याला
560,Topf::N,锅,देग़चा
561,Kessel::N,水壶,देग़
562,Kessel::N,水壶,बटलोई
563,Essen::N,进餐,खाना
564,Nahrung::N,食物,भोजन
565,Speise::N,菜肴,खाना
566,Speise::N,菜肴,व्यंजन
567,Fleisch::N,肉,मांस
568,Fleisch::N,肉,गोश्त
569,Getreide::N,谷物,अनाज
570,Brei::N,粥,भरता
571,Brei::N,粥,दलिया
572,Brot::N,面包,रोटी
573,Scheibe::N,片,कतला
574,Fett::N,脂肪,वसा
575,Fett::N,脂肪,चरबी
576,Butter::N,黄油,मक्खन
577,Öl::N,油,तेल
578,Salz::N,盐,नमक
579,Suppe::N,汤,सूप
580,Suppe::N,汤,शोरबा
581,Honig::N,蜂蜜,शहद
582,Milch::N,奶,दूध
583,Tee::N,茶,चाय
584,Leder::N,皮革,चमड़ा
585,Wolle::N,毛线,ऊन
586,Stoff::N,织物,कपड़ा
587,Nadel::N,针,सूई
588,Faden::N,线,डोरा
589,Knopf::N,纽扣,बटन
590,Knopf::N,纽扣,घुंडी
591,Knoten::N,结,गाँठ
592,Knoten::N,结,गुत्थी
593,Farbe::N,颜色,रंग
594,Farbe::N,颜色,वर्ण
595,Kleidung::N,衣服,पहनावा
596,Hemd::N,衬衫,कुरता
597,Hemd::N,衬衫,क़मीज़
598,Kragen::N,领子,गरदनी
599,Kragen::N,领子,गरेबान
600,Ärmel::N,袖子,आस्तीन
601,Hose::N,裤子,पैंट
602,Hose::N,裤子,पतलून
603,Gürtel::N,腰带,पेटी
604,Gürtel::N,腰带,मेखला
605,Mütze::N,帽子,टोपी
606,Schuh::N,鞋,जूता
607,Stiefel::N,靴子,बूट
608,Ring::N,戒指,अँगूठी
609,Band::N,带子,पट्टी
610,Kamm::N,梳子,कंघी
611,Spiegel::N,镜子,आईना
612,Spiegel::N,镜子,दर्पण
613,Riemen::N,皮带,तसमा
614,Riemen::N,皮带,पट्टा
615,Schnur::N,绳子,डोरी
616,Schnur::N,绳子,सुतली
617,Leine::N,皮带,रस्सी
618,Decke::N,被子,रज़ाई
619,Kissen::N,软垫,तकिया
620,Kissen::N,软垫,गाद्दा
621,Tuch::N,巾,रूमाल
622,Tuch::N,巾,वस्त्र
623,Handtuch::N,手巾,अँगोछा
624,Kraft::N,力,ज़ोर
625,Kraft::N,力,शक्ति
626,Stärke::N,力量,बल
627,Stärke::N,力量,ताक़त
628,Gesundheit::N,健康,स्वास्थ्य
629,Gesundheit::N,健康,तंदुरुस्ती
630,Krankheit::N,病,रोग
631,Krankheit::N,病,बीमारी
632,Schmerz::N,痛,दर्द
633,Schmerz::N,痛,पीड़ा
634,Wunde::N,伤口,घाव
635,Wunde::N,伤口,ज़ख़्म
636,Fieber::N,发烧,ज्वर
637,Fieber::N,发烧,बुख़ार
638,Arznei::N,药,दवा
639,Arznei::N,药,औषाधि
640,Brücke::N,桥,पुल
641,Brücke::N,桥,सेतु
642,Brunnen::N,井,कुआँ
643,Weide::N,牧场,चरागाह
644,Pfad::N,小路,पथ
645,Pfad::N,小路,पगडंडी
646,Weg::N,路,मार्ग
647,Straße::N,街,राह
648,Straße::N,街,रास्ता
649,Dorf::N,村庄,गाँव
650,Dorf::N,村庄,ग्राम
651,Stadt::N,城市,शहर
652,Brief::N,信,ख़त
653,Brief::N,信,पत्र
654,Brief::N,信,चिट्ठी
655,Buch::N,书,किताब
656,Buch::N,书,पुस्तक
657,Buchstabe::N,字母,अक्षर
658,Zeitung::N,报纸,अख़बार
659,Zeitung::N,报纸,समाचार-पत्र
660,Leben::N,生命,जीवन
661,Leben::N,生命,ज़िंदगी
662,Tod::N,死亡,मौत
663,Tod::N,死亡,मृत्यु
664,Grab::N,坟墓,क़ब्र
665,Kirche::N,教堂,चर्च
666,Kirche::N,教堂,गिरजा
667,Sünde::N,罪,पाप
668,Sünde::N,罪,गुनाह
669,Gott::N,上帝,देव
670,Gott::N,上帝,ईश्वर
671,Arbeiter::N,工人,मज़दूर
672,Chef::N,上司,अध्यक्ष
673,Meister::N,师傅,शिल्पज्ञ
674,Arzt::N,医生,वैद्य
675,Arzt::N,医生,डॉक्टर
676,Arzt::N,医生,चिकित्सक
677,Lehrer::N,教师,शिक्षक
678,Lehrer::N,教师,अध्यापक
679,Geld::N,钱,धन
680,Geld::N,钱,पैसा
681,Geschäft::N,交易,सौदा
682,Geschäft::N,交易,व्यापार
683,Laden::N,商店,दुकान
684,Preis::N,价格,दाम
685,Preis::N,价格,मूल्य
686,Ware::N,商品,माल
687,Ware::N,商品,पण्य
688,Nutzen::N,好处,लाभ
689,Nutzen::N,好处,फ़ायदा
690,Reichtum::N,财富,धन
691,Reichtum::N,财富,दौलत
692,Welt::N,世界,विश्व
693,Welt::N,世界,दुनिया
694,Land::N,国家,देश
695,Land::N,国家,मुल्क
696,Staat::N,国家,राज्य
697,Staat::N,国家,राष्ट्र
698,König::N,国王,राजा
699,König::N,国王,बादशाह
700,Macht::N,权力,शासन
701,Macht::N,权力,सत्ता
702,Grenze::N,边界,सरहद
703,Krieg::N,战争,जंग
704,Krieg::N,战争,युद्ध
705,Feind::N,敌人,शत्रु
706,Feind::N,敌人,दुश्मन
707,Gewalt::N,暴力,हिंसा
708,Kampf::N,战斗,लड़ाई
709,Kampf::N,战斗,संघर्ष
710,Bogen[Waffe]::N,弓,कमान
711,Pfeil::N,箭,बान
712,Gewehr::N,枪,बंदूक़
713,Fehler::N,错误,भूल
714,Fehler::N,错误,ग़लती
715,Lüge::N,谎话,झूठ
716,Lüge::N,谎话,असत्य
717,Schaden::N,损失,हानि
718,Schaden::N,损失,नुक़सान
719,Unglück::N,不幸,मुसीबत
720,Unglück::N,不幸,विपात्ति
721,Schuld::N,过错,दोष
722,Schuld::N,过错,क़सूर
723,Alter::N,年龄,आयु
724,Alter::N,年龄,उम्र
725,Schluss::N,结束,अंत
726,Schluss::N,结束,समाप्ति
727,Zeit::N,时间,काल
728,Zeit::N,时间,वक़्त
729,Tag::N,天,दिन
730,Tag::N,天,रोज़
731,Morgen::N,早晨,सुबह
732,Mittag::N,中午,दोपहर
733,Mittag::N,中午,मध्याह्न
734,Abend::N,晚上,शाम
735,Abend::N,晚上,संध्या
736,Nacht::N,夜,रात
737,Nacht::N,夜,रात्रि
738,Woche::N,星期,हफ़्ता
739,Monat::N,月,मास
740,Monat::N,月,महीना
741,Jahr::N,年,बरस
742,Jahr::N,年,वर्ष
743,Frühling::N,春天,वसंत
744,Sommer::N,夏天,गरमी
745,Sommer::N,夏天,ग्रीष्म
746,Herbst::N,秋天,शरत्
747,Herbst::N,秋天,पतझड़
748,Winter::N,冬天,जाड़ा
749,Winter::N,冬天,सर्दियाँ
750,Januar::N,一月,जनवरी
751,Februar::N,二月,फ़रवरी
752,März::N,三月,मार्च
753,April::N,四月,अप्रैल
754,Mai::N,五月,मई
755,Juni::N,六月,जून
756,Juli::N,七月,जुलाई
757,August::N,八月,अगस्त
758,September::N,九月,सितंबर
759,Oktober::N,十月,अक्तूबर
760,November::N,十一月,नवंबर
761,Dezember::N,十二月,दिसंबर
762,Montag::N,星期一,पीर
763,Montag::N,星期一,सोमवार
764,Dienstag::N,星期二,मंगलवार
765,Mittwoch::N,星期三,बुधवार
766,Donnerstag::N,星期四,गुरुवार
767,Donnerstag::N,星期四,बृहस्पतिवार
768,Freitag::N,星期五,शुक्रवार
769,Samstag::N,星期六,सनीचर
770,Samstag::N,星期六,शनिवार
771,Sonntag::N,星期日,इतवार
772,Sonntag::N,星期日,रविवार
773,groß::A,大,बड़ा
774,klein::A,小,कम
775,klein::A,小,छोटा
776,lang::A,长,लंबा
777,lang::A,长,दीर्घ
778,kurz::A,短,लधु
779,kurz::A,短,छोटा
780,breit::A,宽,चौड़ा
781,schmal::A,细长的,तंग
782,schmal::A,细长的,सँकरा
783,dicht::A,密,सघन
784,dick[Gegenstand]::A,厚,मोटा
785,dünn::A,薄,महीन
