,Concept_ID,cy,he
791,wir::PRN,ni,אנחנו
792,ihr::PRN,chi,לה
793,sie::PRN,hwy,הם
794,was::FPRN,pa beth,מה
795,wer::FPRN,pwy,מי
796,wo::FADV,ble,איפה
797,wo::FADV,ym mha le,איפה
798,wohin::FADV,i ble,לאן
799,wohin::FADV,i ba le,לאן
800,wie::FADV,sut,איך
801,warum::FADV,pam,למה
802,wieviel::FNUM,faint,כמה
803,eins::NUM,un,אחד
804,zwei::NUM,dau,שתים
805,drei::NUM,tri,שלושה
806,vier::NUM,pedwar,ארבעה
807,fünf::NUM,pump,חמשה
808,sechs::NUM,chwech,ששה
809,sieben::NUM,saith,שבעה
810,acht::NUM,wyth,שמונה
811,neun::NUM,naw,תשעה
812,zehn::NUM,deg,עשרה
813,elf::NUM,un ar ddeg,אחת עשרה
814,zwölf::NUM,deuddeg,שתים עשרה
815,zwölf::NUM,un deg dau,שתים עשרה
816,zwanzig::NUM,ugain,עשרים
817,dreißig::NUM,tri deg,שלושים
818,dreißig::NUM,deg ar hugain,שלושים
819,vierzig::NUM,deugain,ארבעים
820,fünfzig::NUM,hanner cant,חמשים
821,sechzig::NUM,chwe deg,ששים
822,siebzig::NUM,saith deg,שבעים
823,siebzig::NUM,deg a thrigain,שבעים
824,achtzig::NUM,wyth deg,שמונים
825,achtzig::NUM,pedar ugain,שמונים
826,neunzig::NUM,naw deg,תשעים
827,neunzig::NUM,deg a phedwar ugain,תשעים
828,hundert::NUM,cant,מאה
829,tausend::NUM,mil,אלף
830,und::CNJ,a,ו
831,oder::CNJ,neu,או
832,stehen::V,sefyll,עמד
833,sitzen::V,eistedd,ישב
834,liegen::V,gorwedd,שכב
835,hängen::V,hongian,היה תלוי
836,werden::V,dod yn,הפך ל
837,werden::V,mynd yn,הפך ל
838,passieren::V,digwydd,קרה
839,beginnen::V,cychwyn,התחיל
840,enden::V,gorffen,הסתים
841,wechseln::V,newid,השתנה
842,aufgehen[Sonne]::V,codi,זרח
843,untergehen[Sonne]::V,machlud,שקע
844,scheinen[Sonne]::V,tywynnu,בהק
845,donnern::V,taranu,רעם
846,wehen::V,chwythu,נשב
847,strömen::V,ffrydio,זרם
848,fließen::V,llifo,זרם
849,sich drehen::V,troi,הסתובב
850,sich drehen::V,cylchdroi,הסתובב
851,schwanken::V,siglo,התנודד
852,schwingen::V,siglo,התנענע
853,fallen::V,cwympo,נפל
854,brennen::V,llosgi,בער
855,rauchen::V,mygu,עשן
856,regnen::V,glawio,ירד גשם
857,gefrieren::V,rhewi,קפא
858,tauen::V,toddi,נמס
859,tauen::V,meirioli,נמס
860,schmelzen::V,toddi,התיך
861,trocknen::V,sychu,התיבש
862,sieden::V,berwi,רתח
863,faulen::V,pydru,רקב
864,faulen::V,braenu,רקב
865,verfaulen::V,pydru,רקב
866,verfaulen::V,dadfeilio,רקב
867,reißen::V,clecian,נקרע
868,reißen::V,torri'n glats,נקרע
869,versinken::V,suddo,טבע
870,vergehen::V,myned heibio,עבר
871,vergehen::V,pasio,עבר
872,erscheinen::V,ymddangos,נגלה
873,erscheinen::V,ymddangos,הופיע
874,verschwinden::V,diflannu,נעלם
875,sinken::V,syrthio,ירד
876,abnehmen::V,lleihau,הפחית
877,zunehmen::V,cynyddu,רבה
878,steigen::V,codi,עלה
879,wachsen::V,tyfu,גדל
880,glänzen::V,disgleirio,נצץ
881,glänzen::V,disgleirio,בהק
882,funkeln::V,pefrio,נצנץ
883,lärmen::V,cadw sŵn,רעש
884,lärmen::V,gwneud twrw,רעש
885,läuten::V,canu,צלצל
886,klingeln::V,canu,צלצל
887,klingeln::V,seinio,צלצל
888,klirren::V,tincian,קרקש
889,brausen::V,rhuo,געש
890,rauschen::V,siffrwd,רשרש
891,rauschen::V,chwithrwd,רשרש
892,klingen::V,seinio,נשמע
893,bellen::V,cyfarth,נבח
894,heulen::V,udo,ילל
895,heulen::V,oernadu,ילל
896,blasen::V,chwythu,נשף
897,pfeifen::V,chwibanu,שרק
898,schreien::V,gweiddi,צעק
899,schreien::V,bloeddio,צעק
900,stöhnen::V,griddfan,נאנק
901,zittern::V,crynu,רעד
902,leben::V,byw,חי
903,geboren werden::V,cael eich geni,נולד
904,atmen::V,anadlu,נשם
905,trinken::V,yfed,שתה
906,essen::V,bwyta,אכל
907,schlucken::V,llyncu,בלע
908,müde werden::V,blino,התעיף
909,einschlafen::V,mynd i gysgu,נרדם
910,einschlafen::V,syrthio i gysgu,נרדם
911,schlafen::V,huno,ישן
912,schlafen::V,cysgu,ישן
913,aufwachen::V,dihuno,התעורר
914,aufstehen::V,codi,קם
915,sich erholen::V,ymlacio,נפש
916,sich erholen::V,dadflino,נפש
917,krank werden::V,mynd yn sâl,חלה
918,krank werden::V,mynd yn wael,חלה
919,krank sein::V,gwaelu,היה חולה
920,schmerzen::V,brifo,כאב
921,husten::V,pesychu,השתעל
922,genesen::V,gwella,הבריא
923,genesen::V,cael yn ôl,הבריא
924,sterben::V,marw,מת
925,umkommen::V,trengi,נספה
926,sich bewegen::V,symud,נע
927,sich rühren::V,syflyd,זז
928,sich erheben::V,codi,קם
929,sich setzen::V,eistedd,התישב
930,hinfallen::V,cwympo,נפל
931,laufen::V,cerdded,הלך ברגל
932,schreiten::V,camu,פסע
933,spazierengehen::V,mynd am dro,טיל
934,eilen::V,rhuthro,אץ
935,eilen::V,rhuthro,מהר
936,sich beeilen::V,brysio,מהר
937,sausen::V,rhuthro,אץ
938,rennen::V,rhedeg,רץ
939,springen::V,llamu,קפץ
940,springen::V,neidio,קפץ
941,klettern::V,dringo,טפס
942,schaukeln::V,siglo,התנדנד
943,kriechen::V,cropian,זחל
944,schwimmen::V,nofio,שחה
945,tauchen::V,plymio,צלל
946,tauchen::V,ymsuddo,צלל
947,rudern::V,rhwyfo,חתר
948,fahren::V,gyrru,נסע
949,fahren::V,dreifio,נסע
950,fliegen::V,hedfan,עף
951,gehen::V,mynd,הלך
952,weggehen::V,mynd,עזב
953,weggehen::V,ymadael,עזב
954,abfahren::V,ymadael,יצא
955,anhalten::V,stopio,עצר
956,hineingehen::V,mynd i mewn,נכנס
957,eintreten::V,mynd i,נכנס
958,kommen::V,dod,בא
959,ankommen::V,cyrraedd,הגיע
960,zurückkommen::V,dychwelyd,שב
961,zurückkommen::V,dychwelyd,חזר
962,bleiben::V,aros,נשאר
963,bleiben::V,sefyll,נשאר
964,warten::V,aros,חכה
965,warten::V,aros,המתין
966,warten::V,disgwyl,חכה
967,warten::V,disgwyl,המתין
968,erwarten::V,disgwyl,צפה
969,suchen::V,chwilio am,חפש
970,finden::V,darganfod,מצא
971,versuchen::V,profi,נסה
972,versuchen::V,ceisio,נסה
973,vorbereiten::V,paratoi,הכין
974,lieben::V,caru,אהב
975,mögen::V,hoffi,אהב
976,lachen::V,chwerthin,צחק
977,rühren::V,cynhyrfu,נגע ללב
978,weinen::V,wylo,בכה
979,weinen::V,llefain,בכה
980,schimpfen::V,grwgnach,גער
981,sich ärgern::V,gofidio,זעם
982,sich ärgern::V,gofidio,כעס
983,sich fürchten::V,ofni,פחד
984,sich fürchten::V,ofni,חשש
985,fürchten::V,arswydo,פחד מ
986,fürchten::V,arswydo,חשש מ
987,fliehen::V,ffoi,ברח
988,flüchten::V,dianc,נמלט
989,sehen::V,gweld,ראה
990,anschauen::V,syllu,הביט
991,anschauen::V,edrych,הביט
992,ansehen::V,gwylio,התבונן
993,hören::V,clywed,שמע
994,zuhören::V,gwrando,הקשיב
995,probieren::V,profi,נסה
996,riechen::V,arogli,הריח
997,fühlen::V,teimlo,חש
998,fühlen::V,clywed,חש
999,scheinen::V,ymddangos,נדמה
1000,zu sehen sein::V,dod i'r golwg,נראה
1001,vernehmen::V,clywed sôn am,נודע ל
1002,frieren::V,bod yn oer,קר ל
1003,tun::V,gwneud,פעל
1004,können::V,gallu,יכל
1005,wollen::V,bod mewn angen,רצה
1006,anfangen::V,dechrau,התחיל
1007,beenden::V,darfod,גמר
1008,beenden::V,gorffen,גמר
1009,aufhören::V,peidio,סים
1010,gelingen::V,llwyddo,הצליח
1011,geraten::V,diweddu,עלה
1012,öffnen::V,agor,פתח
1013,schließen::V,cau,סגר
1014,stellen::V,gosod,העמיד
1015,setzen::V,gosod,הושיב
1016,legen::V,gosod,שם
1017,berühren::V,cyffwrdd,נגע
1018,verbinden::V,cysylltu,קשר
1019,bedecken::V,gorchuddio,כסה
1020,aufhängen::V,crogi,תלה
1021,aufhängen::V,hongian,תלה
1022,anzünden::V,cynnau,הצית
1023,aufheben::V,codi,אסף
1024,zurücklassen::V,gadael,השאיר
1025,verlieren::V,colli,אבד
1026,fallen lassen::V,gollwng,שמט
1027,fallen lassen::V,gollwng,הפיל
1028,machen::V,gwneud,עשה
1029,herstellen::V,cynhyrchu,יצר
1030,bauen::V,adeiladu,בנה
1031,reparieren::V,trwsio,תקן
1032,reparieren::V,atgyweirio,תקן
1033,verbessern::V,diwygio,שפר
1034,ändern::V,altro,שנה
1035,graben::V,palu,חפר
1036,graben::V,cloddio,חפר
1037,beugen::V,plygu,כפף
1038,biegen::V,plygu,כופף
1039,drehen::V,troelli,סובב
1040,wenden::V,troi,הפך
1041,umdrehen::V,troi,סובב
1042,heben::V,codi,הרים
1043,hochheben::V,dyrchafu,הרים
1044,ergreifen::V,gafael,אחז
1045,halten::V,dal,החזיק
1046,drücken::V,pwyso,לחץ
1047,drücken::V,gwasgu,לחץ
1048,schieben::V,gwthio,הזיז
1049,kratzen::V,crafu,שרט
1050,kratzen::V,crafu,שפשף
1051,lecken::V,llyfu,לקק
1052,beißen::V,cnoi,נשך
1053,beißen::V,brathu,נשך
1054,abreißen::V,tynnu ymaith,קרע
1055,abschneiden::V,torri,חתך
1056,binden::V,clymu,קשר
1057,stecken::V,plannu,תקע
1058,brechen::V,torri,שבר
1059,klopfen::V,taro,נקש
1060,hauen::V,taro,הכה
1061,kleben::V,gludio,הדביק
1062,reiben::V,rhwbio,שפשף
1063,streichen::V,taenu,מרח
1064,schleifen::V,hogi,השחיז
1065,schneiden::V,torri,גזר
1066,rütteln::V,ysgytio,נענע
1067,schütteln::V,siglo,נער
1068,schütteln::V,ysgwyd,נער
1069,schwenken::V,siglo,נופף
1070,schwenken::V,siglo,טלטל
1071,schütten::V,tywallt,שפך
1072,füllen::V,llenwi,מלא
1073,einwickeln::V,lapio,עטף
1074,tragen::V,cludo,נשא
1075,schleppen::V,llusgo,סחב
1076,ziehen::V,tynnu,משך
1077,aufbewahren::V,cadw,שמר
1078,werfen::V,taflu,זרק
1079,fangen::V,dal,תפס
1080,packen::V,cipio,אחז
1081,packen::V,crafangu,אחז
1082,verstecken::V,celu,החביא
1083,verstecken::V,cuddio,החביא
1084,teilen::V,rhannu,חלק
1085,schicken::V,anfon,שלח
1086,bringen::V,dod â,הביא
1087,hinzufügen::V,chwanegu,הוסיף
1088,bekommen::V,cael,תפס
1089,erhalten::V,derbyn,קבל
1090,nehmen::V,cymryd,אחז
1091,wählen::V,dewis,בחר
1092,auswählen::V,dethol,בחר ב
1093,bewahren::V,cadw,קים
1094,behindern::V,atal,מנע
1095,behindern::V,rhwystro,מנע
1096,verderben::V,difetha,מנע
1097,beschädigen::V,niweidio,הזיק
1098,zerbrechen::V,torri,נשבר
1099,zerreißen::V,rhwygo,קרע
1100,zerstören::V,dinistrio,הרס
1101,zerstören::V,dinistrio,השמיד
1102,verbrennen::V,llosgi,שרף
1103,geben::V,rhoi,נתן
1104,reichen::V,estyn,העביר
1105,schenken::V,rhoddi,נתן במתנה
1106,versprechen::V,addo,הבטיח
1107,wünschen::V,dymuno,אחל
1108,loben::V,canmol,שבח
1109,küssen::V,cusanu,נשק
1110,wiegen::V,siglo,נדנד
1111,zudecken::V,gorchuddio,כסה
1112,wecken::V,deffro,עורר
1113,zeigen::V,dangos,הראה
1114,führen::V,arwain,הביא
1115,führen::V,arwain,הוביל
1116,lehren::V,dysgu,למד
1117,unterrichten::V,hyfforddi,למד
1118,aufziehen::V,dod i fyny,רומם
1119,leiten::V,arwain,נהל
1120,antreiben::V,annog,המרץ
1121,lassen::V,gadael,נתן
1122,einladen::V,gwahodd,הזמין
1123,vereinigen::V,uno,אחד
1124,vereinigen::V,uno,לכד
1125,vereinigen::V,cyfuno,אחד
1126,vereinigen::V,cyfuno,לכד
1127,besuchen::V,ymweld â,בקר
1128,treffen::V,cwrdd,פגש
1129,treffen::V,cyfarfod,פגש
1130,sich versammeln::V,casglu,התאסף
1131,sich versammeln::V,cynnull,התאסף
1132,spielen::V,chwarae,שחק
1133,singen::V,canu,שר
1134,tanzen::V,dawnsio,רקד
1135,sich trennen::V,ymwahanu,נפרד
1136,verlassen::V,gadael,עזב
1137,retten::V,achub,הציל
1138,bewachen::V,gwarchod,שמר
1139,schützen::V,noddi,אבטח
1140,verteidigen::V,amddiffyn,הגן
1141,sich schlagen::V,ffraeo,התכתש
1142,sich schlagen::V,terfysgu,התכתש
1143,schießen::V,saethu,ירה
1144,siegen::V,ennill,גבר
1145,siegen::V,ennill,נצח
1146,ärgern::V,cythruddo,עצבן
1147,schlagen::V,curo,הכה
1148,schlagen::V,curo,הלקה
1149,treten::V,cicio,בעט
1150,stechen::V,pigo,דקר
1151,stoßen::V,gwthio,דחק
1152,stehlen::V,dwyn,גנב
1153,stehlen::V,lladrata,גנב
1154,stören::V,aflonyddu,קטע
1155,stören::V,aflonyddu,הפריע
1156,belästigen::V,trafferthu,הציק
1157,belästigen::V,trafferthu,הטריד
1158,verbergen::V,cuddio,הצניע
1159,täuschen::V,twyllo,שגע
1160,betrügen::V,hocedu,הונה
1161,töten::V,lladd,הרג
1162,wohnen::V,byw,גר
1163,arbeiten::V,gweithio,עבד
1164,sammeln::V,casglu,אסף
1165,pflücken::V,casglu,קטף
1166,jagen::V,hela,צד
1167,fischen::V,pysgota,דג
1168,fassen::V,dal,תפס
1169,hüten::V,bugeilio,רעה
1170,treiben::V,gyrru,הוציא
1171,anbinden::V,clymu,קשר
1172,füttern::V,porthi,הלעיט
1173,melken::V,godro,חלב
1174,hacken::V,torri,קצץ
1175,gießen::V,dyfrhau,השקה
1176,reifen::V,aeddfedu,בשל
1177,zubereiten::V,coginio,הכין
1178,kochen::V,berwi,בשל
1179,backen::V,pobi,אפה
1180,backen::V,crasu,אפה
1181,braten::V,ffrio,צלה
1182,braten::V,ffrio,טגן
1183,umrühren::V,cyffroi,ערבב
1184,stricken::V,gwau,סרג
1185,nähen::V,gwnïo,תפר
1186,färben::V,lliwio,צבע
1187,reinigen::V,glanhau,נקה
1188,waschen::V,golchi,רחץ
1189,waschen::V,golchi,כבס
1190,abwischen::V,sychu,נגב
1191,spülen::V,streulio,שטף
1192,fegen::V,ysgubo,טאטא
1193,kehren::V,ysgubo,טאטא
1194,baden::V,cael bath,טבל
1195,baden::V,cael bath,שחה
1196,sich waschen::V,ymolchi,התרחץ
1197,ausziehen::V,tynnu,הוריד
1198,anziehen::V,gwisgo,לבש
1199,sich anziehen::V,ymwisgo,התלבש
1200,kämmen::V,cribo,סרק
1201,schmücken::V,harddu,קשט
1202,schmücken::V,addurno,קשט
1203,sagen::V,dweud,אמר
1204,sprechen::V,llefaru,דבר
1205,reden::V,siarad,דבר
1206,sich unterhalten::V,sgwrsio,שוחח
1207,fragen::V,gofyn,שאל
1208,bitten::V,gofyn am,בקש
1209,erzählen::V,dweud,ספר
1210,mitteilen::V,cyfleu,מסר
1211,mitteilen::V,cyfleu,הודיע
1212,nennen::V,enwi,קרא בשם
1213,rufen::V,galw,גיס
1214,rufen::V,galw,הזמין לבוא
1215,prahlen::V,brolio,התרברב
1216,prahlen::V,ymffrostio,התרברב
1217,übersetzen::V,cyfieithu,תרגם
1218,denken::V,meddwl,חשב
1219,glauben::V,credu,האמין
1220,glauben::V,coelio,האמין
1221,bemerken::V,sylwi,הבחין
1222,erkennen::V,adnabod,זהה
1223,begreifen::V,amgyffred,קלט
1224,begreifen::V,amgyffred,הבין
1225,verstehen::V,deall,הבין
1226,lernen::V,dysgu,למד
1227,wissen::V,gwybod,ידע
1228,sich erinnern an::V,cofio,זכר
1229,vergessen::V,anghofio,שכח
1230,messen::V,mesur,מדד
1231,zählen::V,cyfrif,ספר
1232,rechnen::V,cyfrifo,חשב
1233,lesen::V,darllen,קרא
1234,malen::V,peintio,ציר
1235,zeichnen::V,tynnu,שרטט
1236,schreiben::V,ysgrifennu,כתב
1237,besitzen::V,meddu,היה בעל של
1238,kaufen::V,prynu,קנה
1239,kaufen::V,prynu,רכש
1240,verkaufen::V,gwerthu,מכר
1241,bezahlen::V,talu am,שלם
1242,zahlen::V,talu,שלם
1243,beherrschen::V,rheoli,שלט
1244,beherrschen::V,llywodraethu,שלט
1245,ertragen::V,dioddef,סבל
