,Concept_ID,te,fa
72,Wasser::N,నీరు,آب
73,Stein::N,ఱాయి,سنگ
74,Boden::N,నేల,زمین
75,Erde::N,మన్ను,خاک
76,Erde::N,మన్ను,زمین
77,Staub::N,దుమ్ము,گرد
78,Staub::N,దుమ్ము,غبار
79,Rauch::N,పొగ,دود
80,Funke::N,అగ్నికణము,جرقه
81,Feuer::N,అగ్ని,آتش
82,Licht::N,కాంతి,نور
83,Licht::N,కాంతి,روشنی
84,Schatten::N,నీడ,سایه
85,Wetter::N,వాతావరణ స్థితి,هوا
86,Nebel::N,పొగమంచు,مه
87,Wolke::N,మేఘము,ابر
88,Regen::N,వాన,باران
89,Schnee::N,హిమము,برف
90,Eis::N,మంచుగడ్డ,یخ
91,Frost::N,పేరిన మంచు,یخبندان
92,Kälte::N,చలి,سرما
93,Hitze::N,వేడిమి,گرما
94,Hitze::N,వేడిమి,حرارت
95,Raureif::N,మంచు,برف ریزه
96,Regenbogen::N,ఇంద్రధనుస్సు,رنگین‌کمان
97,Donner::N,ఉరుము,رعد
98,Strömung::N,ప్రవాహము,جریان
99,Tropfen::N,చుక్క,قطره
100,Schaum::N,నురుగు,کف
101,Schmutz::N,మైల,گل
102,Schmutz::N,మైల,کثافت
103,See::N,సరస్సు,دریاچه
104,Sumpf::N,చిత్తడినేల,مرداب
105,Sumpf::N,చిత్తడినేల,باتلاق
106,Moor::N,చిత్తడినేల,باتلاق
107,Wiese::N,పచ్చిక బయలు,چمن
108,Wald::N,అడవి,جنگل
109,Hügel::N,చివ్నకొండ,تل
110,Hügel::N,చివ్నకొండ,تپه
111,Anhöhe::N,కొండ,بلندی
112,Berg::N,పర్వతము,کوه
113,Gipfel::N,శిఖరము,قله
114,Höhle::N,గుహ,غار
115,Abhang::N,ఏటవాలు,سرازیری
116,Quelle::N,మూలము,چشمه
117,Bach::N,కాలువ,نهر
118,Fluss::N,నది,رود
119,Ufer::N,తీరము,ساحل
120,Ufer::N,తీరము,کرانه
121,Küste::N,తీరము,ساحل
122,Festland::N,భూమి,خشکی
123,Meer::N,సముద్రము,دریا
124,Bucht::N,మరుగు,خلیج
125,Insel::N,దీవి,جزیره
126,Blume::N,పుష్పము,گل
127,Gras::N,పచ్చగడ్డి,علف
128,Wurzel::N,వేరు,ریشه
129,Baum::N,చెట్టు,درخت
130,Stamm::N,చెట్టుబోదె,تنه
131,Rinde::N,చెట్టుపట్ట,توژ
132,Rinde::N,చెట్టుపట్ట,پوست
133,Ast::N,కొమ్మ,شاخه
134,Zweig::N,చివుకు,شاخه
135,Blatt::N,ఆకు,برگ
136,Birke::N,తరహా చెట్టు,غان
137,Kiefer[Baum]::N,దేవదారు చెట్టు,کاج
138,Weide[Baum]::N,జాతిచెట్టు,بید
139,Tanne::N,దేవదారుచెట్టు,صنوبر
140,Horn::N,కొమ్ము,شاخ
141,Feder::N,ఈక,پر
142,Fell::N,తోలు,خز
143,Flügel::N,ఱెక్క,پر
144,Flügel::N,ఱెక్క,بال
145,Klaue::N,వంకరగోరు,چنگ
146,Klaue::N,వంకరగోరు,پنجه
147,Kralle::N,వంకరగోరు,پنجه
148,Schwanz::N,తోక,دم
149,Ei::N,గ్రుడ్డు,تخم
150,Nest::N,పక్షిగూడు,لانه
151,Bau::N,గుహ,بنا
152,Bau::N,గుహ,ساختمان
153,Tier::N,జంతువు,هیوان
154,Herde::N,మంద,رمه
155,Kuh::N,ఆవు,گاو
156,Bulle::N,గిత్త,گاو نر
157,Pferd::N,గుఱ్ఱము,اسب
158,Schaf::N,గొఱ్ఱె,گوسفند
159,Schwein::N,పంది,خوک
160,Hund::N,కుక్క,سگ
161,Katze::N,పిల్లి,گربه
162,Bär::N,ఎలుగుబంటి,خرس
163,Eichhörnchen::N,ఉడుత,سنجاب
164,Elch::N,కణంజు,گوزن شمالی
165,Fuchs::N,గుంటనక్క,روباه
166,Hase::N,కుందేలు,خرگوش
167,Maus::N,చిట్టెలుక,موش
168,Wolf::N,తోడేలు,گرگ
169,Vogel::N,పక్షి,پرنده
170,Schwarm::N,గుంపు,دسته
171,Huhn::N,కోడిపిల్ల,مرغ
172,Hahn::N,కోడివుంజు,خروس
173,Gans::N,ఆడుబాతు,غاز
174,Adler::N,గ్రద్ద,عقاب
175,Ente::N,పాట్టిబాతు,اردک
176,Ente::N,పాట్టిబాతు,مرغابی
177,Eule::N,గ్రుడ్లగూబ,جغد
178,Kranich::N,కొంగ,درنا
179,Krähe::N,కాకి,زاغ
180,Krähe::N,కాకి,کلاغ
181,Kuckuck::N,కోయల,فاخته
182,Schwan::N,హంస,قو
183,Fisch::N,చేప,ماهی
184,Barsch::N,ఒకచేఁప,ماهی خاردار
185,Hecht::N,గండుమీను,اردک ماهی
186,Schlange[Tier]::N,పాము,مار
187,Wurm::N,పురుగు,کرم
188,Spinne::N,సాలె పురుగు,عنکبوت
189,Ameise::N,చీమ,مورچه
190,Laus::N,పేను,شپش
191,Mücke::N,చీకటీగ,پشه
192,Fliege::N,ఈగ,مگس
193,Schmetterling::N,సీతాకోకచిలుక,پروانه
194,Beere::N,కాయ,گیله
195,Apfel::N,ఆపిల్ పండు,سیب
196,Pilz::N,కుక్కగొడుగు,قارچ
197,Zwiebel::N,నీరుల్లి,پیاز
198,Saat::N,విత్తనము,بذر
199,Korn::N,గింజ,تخم
200,Korn::N,గింజ,دانه
201,Heu::N,ఎండుగడ్డి,علف خشک
202,Schale::N,పొట్టు,پوست
203,Grube::N,గొయ్యి,گودال
204,Falle::N,బోను,دام
205,Schlinge::N,ఉరి,حلقه
206,Spur::N,జాడ,رد
207,Asche::N,బూడిద,خاکستر
208,Dreck::N,ముఱికి,کثافت
209,Eisen::N,ఇనుము,آهن
210,Gold::N,బంగారము,زر
211,Gold::N,బంగారము,طلا
212,Silber::N,వెండి,نقره
213,Kohle::N,నేలబొగ్గు,زغال
214,Glas::N,గాజు,شیشه
215,Lehm::N,బంకమన్ను,گل
216,Sand::N,ఇసుక,شن
217,Sand::N,ఇసుక,ماسه
218,Mensch::N,నరుడు,آدم
219,Mensch::N,నరుడు,انسان
220,Mann::N,పురుమడు,مرد
221,Frau::N,ఆడుది,زن
222,Kind::N,బిడ్డ,بچه
223,Kind::N,బిడ్డ,کودک
224,Junge::N,బాలుడు,پسر
225,Mädchen::N,బాలిక,دختر
226,Familie::N,కుటుంబము,فامیل
227,Familie::N,కుటుంబము,خانواده
228,Großvater::N,తాత,پدربزرگ
229,Großmutter::N,అయ్యమ్మ,مادر‌بزرگ
230,Eltern::N,తల్లితండ్రులు,والدین
231,Eltern::N,తల్లితండ్రులు,پدر‌و‌مادر
232,Vater::N,తండ్రి,پدر
233,Mutter::N,తల్లి,مادر
234,Sohn::N,కొడుకు,پسر
235,Tochter::N,కూతురు,دختر
236,Bruder::N,పోదరుడు,برادر
237,Schwester::N,సోదరి,خواهر
238,Onkel::N,మేనమామ,عمو
239,Onkel::N,మేనమామ,دایی
240,Tante::N,మేనత్త,عمه
241,Tante::N,మేనత్త,خاله
242,Tante::N,పినతల్లి,عمه
243,Tante::N,పినతల్లి,خاله
244,Ehemann::N,భర్త,همسر
245,Ehefrau::N,భార్య,همسر
246,Freude::N,సంతోషము,شادی
247,Gelächter::N,నవ్వు,خنده
248,Gelächter::N,నవ్వు,قاه‌قاه
249,Glück::N,సంతోషము,اقبال
250,Kummer::N,దుఃఖము,غم
251,Kummer::N,దుఃఖము,غصه
252,Wunsch::N,కోరిక,آرزو
253,Lust::N,కోరిక,هوس
254,Geist::N,ఆత్మ,روح
255,Gedanke::N,ఆలోచన,فکر
256,Gedächtnis::N,జ్ఞాపకము,حافظه
257,Verstand::N,మనస్సు,هوش
258,Sinn::N,అర్థము,معنا
259,Sinn::N,అర్థము,مفهوم
260,Grund::N,కారణము,سبب
261,Grund::N,కారణము,دلیل
262,Wahrheit::N,సత్యము,حقیقت
263,Gespräch::N,పంభాషణ,صحبت
264,Gespräch::N,పంభాషణ,گفتگو
265,Märchen::N,అద్భుతకథ,قصه
266,Märchen::N,అద్భుతకథ,افسانه
267,Erzählung::N,కథ,داستان
268,Nachricht::N,వార్త,خبر
269,Neuigkeit::N,వార్త,خبر تازه
270,Name::N,పేరు,اسم
271,Rätsel::N,చిక్కు,معما
272,Rede::N,ఉపన్యాసము,سخن
273,Sprache::N,భాష,زبان
274,Stimme::N,కంరథ్సని,صدا
275,Wort::N,మాట,کلمه
276,Zeichen::N,గుర్తు,نشان
277,Zeichen::N,గుర్తు,علامت
278,Ruf::N,పిలువు,صدا
279,Lärm::N,సందడి,هیاهو
280,Laut::N,ధ్వని,صدا
281,Ton::N,స్వరము,آهنگ
282,Lied::N,పాట,آواز
283,Lied::N,పాట,ترانه
284,Ruhe::N,గాలిలేమి,آرامش
285,Leute::N,జనులు,مردم
286,Volk::N,జాతి,خلق
287,Arbeit::N,పని,کار
288,Gast::N,అతిధి,مهمان
289,Geschenk::N,దానము,هدیه
290,Spiel::N,ఆట,بازی
291,Gesellschaft::N,జట్టు,جمعیت
292,Hilfe::N,సాహాయ్యము,کمک
293,Freund::N,స్నేహితుడు,دوست
294,Kamerad::N,చెలికాడు,رفیق
295,Angelegenheit::N,విషయము,امر
296,Angelegenheit::N,విషయము,قضیه
297,Anzahl::N,లెక్క,عده
298,Anzahl::N,లెక్క,شمار
299,Art::N,జాతి,نوع
300,Stück::N,తునుక,تکه
301,Stück::N,తునుక,قطعه
302,Teil::N,భాగము,بخش
303,Teil::N,భాగము,قسمت
304,Hälfte::N,సగము,نیم
305,Kreis::N,వృత్తము,حلقه
306,Kreis::N,వృత్తము,دایره
307,Kreuz::N,సిలువ,صلیب
308,Linie::N,గీత,خط
309,Linie::N,గీత,سطر
310,Strich::N,గీత,خط
311,Abstand::N,సందు,فاصله
312,Entfernung::N,దూరము,مسافت
313,Gegend::N,విస్తీర్ణము,منطقه
314,Platz::N,ఎడము,گنجایش
315,Ort::N,స్థలము,جا
316,Ort::N,స్థలము,محل
317,Ort::N,స్థలము,مکان
318,Seite::N,ప్రక్క,طرف
319,Mitte::N,నడిమి,وسط
320,Mitte::N,నడిమి,میان
321,Gegenstand::N,పద్దు,چیز
322,Sache::N,వస్తువు,چیز
323,Rand::N,అంచు,کنار
324,Rand::N,అంచు,حاشیه
325,Kante::N,అంచు,لبه
326,Ecke::N,మూల,گوشه
327,Spitze::N,మొన,سر
328,Spitze::N,మొన,نوک
329,Ende::N,కొన,ته
330,Ende::N,కొన,آخر
331,Loch::N,రంధ్రము,سوراخ
332,Winkel::N,కోణము,کنج
333,Muster::N,మాదిరి,نقش
334,Größe::N,పరిమాణము,قد
335,Größe::N,పరిమాణము,بزرگی
336,Länge::N,పొడుగు,طول
337,Höhe::N,పొడుగు,بلندی
338,Gewicht::N,భారము,وزن
339,Menge::N,మొత్తము,مقدار
340,Menge::N,మొత్తము,اندازه
341,Haufen::N,రాశి,توده
342,Reihe::N,వరుస,ردیف
343,Boot::N,పడవ,قایق
344,Ruder::N,అడక,پارو
345,Schlitten::N,సరవండ్లు,سورتمه
346,Ski::N,స్కీ,اسکی
347,Lagerfeuer::N,నెగడు,آتش
348,Last::N,బరువు,بار
349,Last::N,బరువు,سنگینی
350,Gang::N,నడక,راه رفتن
351,Schritt::N,అడుగు,قدم
352,Norden::N,ఉత్తరదిక్కు,شمال
353,Süden::N,దక్షిణము,جنوب
354,Westen::N,పడమర,غرب
355,Osten::N,తూర్పు,شرق
356,Holz::N,కొయ్య,چوب
357,Brett::N,పలక,تخته
358,Platte::N,పలక,صفحه
359,Stütze::N,వాల్సేడ్లు,تکیه
360,Stange::N,స్తంభము,میله
361,Stock::N,కఱ్ఱ,چوب
362,Stab::N,కఱ్ఱ,عصا
363,Rohr::N,గొట్టము,لوله
364,Haus::N,ఇల్లు,منزل
365,Heim::N,స్వగృహము,خانه
366,Heim::N,స్వగృహము,کاشانه
367,Ofen::N,పొయ్యి,بخاری
368,Fußboden::N,నేల,کف اتاق
369,Tisch::N,మేజా,میز
370,Stuhl::N,కుర్చీ,صندلی
371,Wiege::N,ఉయ్యాల,گهواره
372,Bett::N,పడక,تختخواب
373,Bett::N,మంచం,تختخواب
374,Regal::N,అటక,قفسه
375,Kiste::N,వెట్టె,صندوق
376,Fenster::N,కిటికి,پنجره
377,Tür::N,ద్వారము,در
378,Tür::N,ద్వారము,درب
379,Tor::N,ద్వారము,دروازه
380,Zaun::N,కంచె,حصار
381,Dach::N,ఇంటివైకప్పు,بام
382,Leiter::N,నిచ్చెన,نردبان
383,Besen::N,చీపురుకట్ట,جارو
384,Spaten::N,పాఱ,بیل
385,Schaufel::N,పాఱ,بیل
386,Schaufel::N,పాఱ,پارو
387,Gabel::N,ముండ్లగరిటె,چنگال
388,Löffel::N,గరిటె,قاشق
389,Messer::N,కత్తి,کارد
390,Nagel::N,మేకు,میخ
391,Netz::N,వల,تور
392,Netz::N,వల,شبکه
393,Haken::N,కొక్కెము,قلاب
394,Griff::N,పిడి,دسته
395,Schloss::N,తాళము,قفل
396,Bild::N,చిత్రము,عکس
397,Bild::N,చిత్రము,تصویر
398,Figur::N,రూపము,تندیس
399,Puppe::N,బొమ్మ,عروسک
400,Beutel::N,సంచి,کیسه
401,Bündel::N,మూట,بسته
402,Tasche::N,సంచి,کیف
403,Eimer::N,చేద,سطل
404,Deckel::N,మూత,در
405,Geschirr::N,వంటకాలు,ظرف
406,Sack::N,గోనెసంచి,گونی
407,Tasse::N,గిన్నె,فنجان
408,Topf::N,కుండ,دیگ
409,Topf::N,కుండ,قابلمه
410,Kessel::N,నీరుకాచుపాత్ర,دیگ
411,Essen::N,ఆహారము,خوراک
412,Nahrung::N,ఆహారము,غذا
413,Speise::N,ఆహారము,خوراک
414,Fleisch::N,మాంసము,گوشت
415,Getreide::N,ధాన్యము,غله
416,Brei::N,గుజ్జు,فرنی
417,Brei::N,గుజ్జు,حریره
418,Brot::N,రొట్టె,نان
419,Scheibe::N,బద్ద,قاچ
420,Scheibe::N,బద్ద,لزگه
421,Fett::N,క్రొవ్వు,چربی
422,Butter::N,వెన్న,کره
423,Öl::N,నూనె,روغن
424,Salz::N,ఉప్పు,نمک
425,Suppe::N,చారు,آش
426,Suppe::N,చారు,سوپ
427,Honig::N,తెనె,عسل
428,Milch::N,పాలు,شیر
429,Tee::N,తేనీరు,چای
430,Leder::N,బాగుచేసివతోలు,چرم
431,Wolle::N,ఉన్ని,پشم
432,Stoff::N,బట్ట,پارچه
433,Nadel::N,సూది,سوزن
434,Faden::N,దారము,نخ
435,Knopf::N,బొత్తాము,دکمه
436,Knoten::N,ముడి,گره
437,Farbe::N,రంగు,رنگ
438,Kleidung::N,బట్టలు,لباس
439,Kleidung::N,బట్టలు,پوشاک
440,Hemd::N,చొక్కాయ,پیراهن
441,Kragen::N,మాల,یقه
442,Ärmel::N,చొక్కాయచెయ్యి,آستین
443,Hose::N,ఇజారు,شلوار
444,Gürtel::N,పటకా,کمر‌بند
445,Mütze::N,టోపి,کلاه
446,Schuh::N,పాదరక్ష,کفش
447,Stiefel::N,బూటు,چکمه
448,Ring::N,ఉంగరము,حلقه
449,Ring::N,ఉంగరము,انگشتر
450,Band::N,నాడా,نوار
451,Band::N,నాడా,روبان
452,Kamm::N,దువ్వెన,شانه
453,Spiegel::N,అద్దము,آینه
454,Riemen::N,వాడా,تسمه
455,Schnur::N,దారము,ریسمان
456,Leine::N,వారు,قلاده
457,Decke::N,కంబళి,پتو
458,Kissen::N,తలగడ,بالش
459,Tuch::N,బట్ట,شال
460,Handtuch::N,తువాలు,حوله
461,Kraft::N,బలము,نیرو
462,Stärke::N,శక్తి,زور
463,Gesundheit::N,ఆరోగ్యము,سلامتی
464,Gesundheit::N,ఆరోగ్యము,تندرستی
465,Krankheit::N,రోగము,بیماری
466,Schmerz::N,నొప్పి,درد
467,Wunde::N,గాయము,زخم
468,Fieber::N,జ్వరము,تب
469,Arznei::N,మందు,دارو
470,Brücke::N,వంతెన,پل
471,Brunnen::N,బావి,چاه
472,Brunnen::N,కూపము,چاه
473,Brunnen::N,నుయ్యి,چاه
474,Weide::N,పచ్చికబయలు,چراگاه
475,Pfad::N,కాలిత్రోవ,راه
476,Weg::N,మార్గము,راه
477,Weg::N,మార్గము,طریق
478,Straße::N,బాట,راه
479,Straße::N,బాట,جاده
480,Dorf::N,గ్రామము,ده
481,Dorf::N,గ్రామము,روستا
482,Stadt::N,పట్టణము,شهر
483,Brief::N,జాబు,نامه
484,Buch::N,పుస్తకము,کتاب
485,Buchstabe::N,అక్షరము,حرف
486,Zeitung::N,వార్తాపత్రిక,روزنامه
487,Leben::N,ప్రాణము,عمر
488,Leben::N,ప్రాణము,زندگی
489,Tod::N,మరణము,مرگ
490,Grab::N,సమాధి,گور
491,Grab::N,సమాధి,مزار
492,Kirche::N,క్రెస్తవులగుడి,کلیسا
493,Sünde::N,పాపము,بزه
494,Sünde::N,పాపము,گناه
495,Gott::N,దేవుడు,خدا
496,Arbeiter::N,పనిపాటుచేశేవాడు,کارگر
497,Chef::N,యజమానుడు,رئیس
498,Meister::N,కళాకారుడు,استاد
499,Arzt::N,వైద్యుడు,پزشک
500,Lehrer::N,ఉపాధ్యాయుడు,معلم
501,Lehrer::N,ఉపాధ్యాయుడు,آموزگار
502,Geld::N,ద్రవ్యము,پول
503,Geschäft::N,వ్యాపారము,کار
504,Geschäft::N,వ్యాపారము,بیزنس
505,Laden::N,అంగడి,دکان
506,Laden::N,అంగడి,مغازه
507,Preis::N,వెల,بها
508,Preis::N,వెల,قیمت
509,Ware::N,సరకులు,جنس
510,Ware::N,సరకులు,کالا
511,Nutzen::N,ప్రయోజనము,مزیت
512,Nutzen::N,ప్రయోజనము,امتیاز
513,Reichtum::N,ధనము,مال
514,Reichtum::N,ధనము,ثروت
515,Welt::N,ప్రపంచము,دنیا
516,Land::N,దేశము,کشور
517,Land::N,దేశము,مملکت
518,Staat::N,రాజ్యము,دولت
519,König::N,రాజు,شاه
520,König::N,రాజు,پادشاه
521,Macht::N,అధికారము,قدرت
522,Macht::N,అధికారము,اختیار
523,Grenze::N,సరిహద్దు,مرز
524,Krieg::N,యుద్ధము,جنگ
525,Feind::N,శత్రువు,دشمن
526,Gewalt::N,దౌర్జన్యము,زور
527,Gewalt::N,దౌర్జన్యము,خشونت
528,Kampf::N,పోట్లాట,نبرد
529,Kampf::N,పోట్లాట,مبارزه
530,Bogen[Waffe]::N,విల్లు,کمان
531,Pfeil::N,బాణము,تیر
532,Gewehr::N,తుపాకి,تفنگ
533,Fehler::N,తప్ప,غلط
534,Fehler::N,తప్ప,اشتباه
535,Lüge::N,అసత్యము,دروغ
536,Schaden::N,నష్టము,آسیب
537,Schaden::N,నష్టము,خسارت
538,Unglück::N,దురదృష్టము,بلا
539,Schuld::N,తప్పు,گناه
540,Schuld::N,తప్పు,تقصیر
541,Alter::N,వయస్సు,سن
542,Alter::N,వయస్సు,عمر
543,Schluss::N,ముగింపు,انتها
544,Zeit::N,కాలము,وقت
545,Zeit::N,కాలము,زمان
546,Tag::N,దినము,روز
547,Morgen::N,ఉదయము,صبح
548,Mittag::N,మధ్యాహ్నము,ظهر
549,Abend::N,సాయంకాలము,شب
550,Abend::N,సాయంకాలము,عصر
551,Nacht::N,రత్రి,شب
552,Woche::N,వారము,هفته
553,Monat::N,నెల,ماه
554,Jahr::N,సంవత్సరము,سال
555,Frühling::N,వసంతకాలము,بهار
556,Sommer::N,వేసవికాము,تابستان
557,Herbst::N,ఆకురాలుకాలము,پاییز
558,Winter::N,శీతకాలము,زمستان
559,Januar::N,జనవరి,ژانویه
560,Februar::N,ఫిబ్రవరి,فوریه
561,März::N,మార్చి,مارس
562,April::N,ఏప్రిలు,آوریل
563,Mai::N,మే,مه
564,Juni::N,జూన్,ژوئن
565,Juli::N,జూలై,ژویه
566,August::N,ఆగస్టు,اوت
567,September::N,సెప్ఠెంబరు,سپتامبر
568,Oktober::N,అక్టోబరు,اکتبر
569,November::N,నవంబరు,نوامبر
570,Dezember::N,డిసెంబర్,دسامبر
571,Montag::N,సోమవారము,دو‌شنبه
572,Dienstag::N,మంగళవారము,سه‌شنبه
573,Mittwoch::N,బుధవారము,چهار‌شنبه
574,Donnerstag::N,గురువారము,پنج شنبه
575,Freitag::N,శుక్రవారము,جمعه
576,Samstag::N,శనివారము,شنبه
577,Sonntag::N,ఆదివారము,یکشنبه
578,groß::A,గొప్పైన,بزرگ
579,klein::A,చిన్న,کوچک
580,lang::A,పొడుగాటి,بلند
581,kurz::A,పొట్టి,کوتاه
582,breit::A,వెడల్పైన,پهن
583,schmal::A,ఇఱుకైన,تنگ
584,schmal::A,ఇఱుకైన,نازک
585,dicht::A,దట్టమైన,چگال
586,dicht::A,దట్టమైన,انبوه
587,dick[Gegenstand]::A,దట్టమైన,ضخیم
588,dünn::A,పలుచని,نازک
589,fein::A,నాజాకైన,ریز
590,fein::A,నాజాకైన,باریک
591,fest::A,దృడమైవ,محکم
592,flach::A,చదువైన,صاف
593,flach::A,చదువైన,مسطح
594,glatt::A,నున్నని,لیز
595,hart::A,కఠినమైన,سفت
596,weich::A,మృదువైన,نرم
597,weich::A,మృదువైన,ملایم
598,rund::A,గుండ్రని,گرد
599,spitz::A,మొనగల,تیز
600,spitz::A,మొనగల,نوک‌تیز
601,scharf::A,పదనైన,تیز
602,scharf::A,పదనైన,برنده
603,stumpf::A,వాడిలేని,کند
604,schwer::A,బరువ్తెన,سنگین
605,schön::A,సుందరమైన,زیبا
606,heiß::A,వేడియైన,داغ
607,warm::A,వెచ్చని,گرم
608,kalt::A,చల్లని,سرد
609,kühl::A,చల్లని,خنک
610,frisch::A,తాజాయైన,تازه
611,feucht::A,చెమ్మగానున్న,مرطوب
612,nass::A,తడిగామన్న,تر
613,nass::A,తడిగామన్న,خیش
614,trocken::A,ఎండిన,خشک
615,voll::A,నిండు,پر
616,leer::A,శూన్యమైన,خالی
617,offen::A,తెఱచియున్న,باز
618,geschlossen::A,మూసిన,بسته
619,sauber::A,పరిశుద్ధమైన,پاک
620,sauber::A,పరిశుద్ధమైన,تمیز
621,schmutzig::A,ముఱికియైన,کثیف
622,schmutzig::A,ముఱికియైన,آلوده
623,roh::A,పచ్చి,خام
624,reif::A,పండివ,رسیده
625,lecker::A,రుచి గల,لذیذ
626,lecker::A,రుచి గల,خوشمزه
627,süß::A,తియ్యని,شیرین
628,bitter::A,చేదైన,تلخ
629,sauer::A,పుల్లని,ترش
630,hell::A,కాంతిగల,روشن
631,dunkel::A,చీకటియైన,تاریک
632,schwarz::A,నల్లని,سیاه
633,weiß::A,తెలుపు,سفید
634,rot::A,ఎఱ్ఱని,سرخ
635,rot::A,ఎఱ్ఱని,قرمز
636,gelb::A,పసుపు పచ్చ,زرد
637,blau::A,నీలవర్ణము,آبی
638,grün::A,ఆకుపచ్చని,سبز
639,grau::A,నెరిసిన,طوسی
640,grau::A,నెరిసిన,خاکستری
641,bunt::A,రంగేలీ,رنگارنگ
642,billig::A,చౌకయైన,ارزان
643,teuer::A,వెలపొడుగైన,گران
644,wertvoll::A,విలుప్తెన,قیمتی
645,wertvoll::A,విలుప్తెన,گرانبها
646,blind::A,గ్రుడ్డి,کور
647,blind::A,గ్రుడ్డి,نابینا
648,taub::A,చెవిటి,کر
649,taub::A,చెవిటి,ناشنوا
650,kräftig::A,శక్తి గల,قوی
651,stark::A,బలమైన,قوی
652,stark::A,బలమైన,نیرومند
653,schwach::A,బలహీనమైన,ضعیف
654,fett::A,క్రొవ్విన,چرب
655,schlank::A,సన్నని,باریک‌اندام
656,hübsch::A,సాగప్తెన,قشنگ
657,hübsch::A,సాగప్తెన,خوشگل
658,böse::A,చెడ్డ,بد
659,dumm::A,తెలివిలేని,احمق
660,faul::A,సోమరియైన,لش
661,faul::A,సోమరియైన,تنبل
662,fleißig::A,శ్రద్దగల,زرنگ
663,geizig::A,పిసినారియైన,خسیس
664,klug::A,తెలివిగల,عاقل
665,klug::A,తెలివిగల,باهوش
666,geschickt::A,నిపుణతగల,ماهر
667,lieb::A,ప్రియమైన,عزیز
668,lustig::A,ఉల్లాసము గల,شاد
669,lustig::A,ఉల్లాసము గల,خوشحال
670,sanft::A,సాధువైన,لطیف
671,hungrig::A,ఆకలిగొనిన,گرسنه
672,krank::A,వ్యాధిగల,مریض
673,krank::A,వ్యాధిగల,بیمار
674,nackt::A,దిగంబరమైన,لخت
675,nackt::A,దిగంబరమైన,برهنه
676,traurig::A,విచారముగల,غمگین
677,lebendig::A,ప్రాణముతో నున్న,زنده
678,gut::A,మంచి,خوب
679,schlecht::A,చెడ్డ,بد
680,richtig::A,సరియైన,درست
681,schlimm::A,అసహ్యమైన,وخيم
682,wahr::A,నిజమైన,درست
683,wahr::A,నిజమైన,حقیقی
684,alt::A,ముసలి,کهنه
685,neu::A,క్రొత్త,نو
686,ehemalig::A,పూర్వపు,قبلی
687,alt[Lebewesen]::A,ముసలి,پیر
