,Concept_ID,mhr,da
91,Regenbogen::N,шонанпы́л,regnbue
92,Donner::N,кӱ́дырчӧ,torden
93,Strömung::N,йо́гын,strømning
94,Tropfen::N,чӱча́лтыш,dråbe
95,Schaum::N,шоҥ,skum
96,Schmutz::N,лавыра́,snavs
97,See::N,ер,sø
98,Sumpf::N,лӱ́кӧ,sump
99,Moor::N,куп,mose
100,Wiese::N,о́лык,eng
101,Wald::N,чодыра́,skov
102,Hügel::N,арка́,høj
103,Hügel::N,арка́,bakke
104,Anhöhe::N,тӧва́,høj
105,Anhöhe::N,тӧва́,bakke
106,Anhöhe::N,кӱкшака́,høj
107,Anhöhe::N,кӱкшака́,bakke
108,Berg::N,ку́рык,bjerg
109,Gipfel::N,чаҥга́,top
110,Gipfel::N,курыкву́й,top
111,Höhle::N,пеще́р,hule
112,Höhle::N,курыкпо́мыш,hule
113,Abhang::N,та́йыл,skrænt
114,Abhang::N,та́йыл,skråning
115,Quelle::N,важ,kilde
116,Quelle::N,вӱдшинча́,kilde
117,Bach::N,изэҥе́р,bæk
118,Fluss::N,эҥе́р,flod
119,Ufer::N,сер,bred
120,Küste::N,вӱдтӱ́р,kyst
121,Festland::N,мла́нде,fastland
122,Meer::N,те́ҥыз,hav
123,Bucht::N,икса́,bugt
124,Insel::N,отро́,ø
125,Blume::N,пеле́дыш,blomst
126,Gras::N,шу́до,græs
127,Wurzel::N,вож,rod
128,Baum::N,пуше́ҥге,træ
129,Stamm::N,йы́тыр,stamme
130,Rinde::N,шӱм,bark
131,Ast::N,укш,gren
132,Zweig::N,торма́к,kvist
133,Blatt::N,лышта́ш,blad
134,Birke::N,куэ́,birk
135,Kiefer[Baum]::N,пӱ́нчӧ,fyrretræ
136,Weide[Baum]::N,уа́,piletræ
137,Tanne::N,кож,gran
138,Horn::N,шур,horn
139,Feder::N,пы́стыл,fjer
140,Fell::N,кова́ште,skind
141,Flügel::N,шу́лдыр,vinge
142,Klaue::N,кӱч,klov
143,Kralle::N,ла́па,klo
144,Kralle::N,копа́,klo
145,Schwanz::N,поч,hale
146,Ei::N,му́но,æg
147,Nest::N,пыжа́ш,rede
148,Bau::N,пыжа́ш,bo
149,Tier::N,я́нлык,dyr
150,Tier::N,живо́тный,dyr
151,Herde::N,кӱ́тӱ,flok
152,Herde::N,тӱшка́,flok
153,Kuh::N,ушка́л,ko
154,Bulle::N,ӱ́шкыж,tyr
155,Pferd::N,и́мне,hest
156,Schaf::N,шо́рык,får
157,Schwein::N,сӧсна́,gris
158,Hund::N,пий,hund
159,Katze::N,пы́рыс,kat
160,Bär::N,маска́,bjørn
161,Eichhörnchen::N,ур,egern
162,Elch::N,шо́рдо,elg
163,Fuchs::N,ры́выж,ræv
164,Hase::N,мера́ҥ,hare
165,Maus::N,коля́,mus
166,Wolf::N,пи́ре,ulv
167,Vogel::N,ка́йык,fugl
168,Schwarm::N,каша́к,sværm
169,Huhn::N,чы́ве,høne
170,Hahn::N,агыта́н,hane
171,Gans::N,ко́мбо,gås
172,Adler::N,карагу́ш,ørn
173,Ente::N,лу́до,and
174,Eule::N,тумна́,ugle
175,Kranich::N,турня́,trane
176,Krähe::N,кора́к,krage
177,Kuckuck::N,куку́,gøg
178,Schwan::N,йӱ́ксӧ,svane
179,Fisch::N,кол,fisk
180,Barsch::N,ола́ҥге,aborre
181,Hecht::N,нуж,gedde
182,Hecht::N,чорта́н,gedde
183,Schlange[Tier]::N,ки́шке,slange
184,Wurm::N,шукш,orm
185,Spinne::N,эҥыре́мыш,edderkop
186,Ameise::N,ку́тко,myre
187,Laus::N,тий,lus
188,Mücke::N,шыҥа́,myg
189,Fliege::N,ка́рме,flue
190,Schmetterling::N,лы́ве,sommerfugl
191,Beere::N,мӧр,bær
192,Apfel::N,олма́,æble
193,Pilz::N,по́ҥго,svamp
194,Zwiebel::N,шога́н,løg
195,Saat::N,нӧ́шмӧ,sæd
196,Saat::N,туш,sæd
197,Korn::N,шу́рно,korn
198,Heu::N,шу́до,hø
199,Schale::N,шӱм,skræl
200,Grube::N,выне́м,grav
201,Falle::N,лӧ́дӧ,fælde
202,Schlinge::N,о́птыш,snare
203,Schlinge::N,шӧрга́лтыш,snare
204,Spur::N,кыша́,spor
205,Asche::N,ло́мыж,aske
206,Dreck::N,лавыра́,snavs
207,Eisen::N,кӱ́ртньӧ,jern
208,Gold::N,шӧ́ртньӧ,guld
209,Silber::N,ший,sølv
210,Kohle::N,мландышӱ́й,kul
211,Glas::N,янда́,glas
212,Lehm::N,шун,ler
213,Sand::N,ошма́,sand
214,Mensch::N,еҥ,mennesge
215,Mensch::N,айде́ме,mennesge
216,Mann::N,пӧръе́ҥ,mand
217,Frau::N,ӱдырама́ш,kvinde
218,Kind::N,аза́,barn
219,Junge::N,рве́зе,dreng
220,Mädchen::N,ӱдыра́ш,pige
221,Familie::N,еш,familie
222,Großvater::N,коча́,bedstefar
223,Großmutter::N,кова́,bedstemor
224,Eltern::N,ача́-ава́,forældre
225,Vater::N,ача́,far
226,Mutter::N,ава́,mor
227,Sohn::N,э́рге,søn
228,Tochter::N,ӱ́дыр,datter
229,Bruder::N,иза́,bror
230,Bruder::N,шо́льо,bror
231,Schwester::N,ака́,søster
232,Onkel::N,иза́,onkel
233,Tante::N,кока́,tante
234,Ehemann::N,мари́й,ægtemand
235,Ehefrau::N,ва́те,hustru
236,Freude::N,куа́н,glæde
237,Freude::N,куаныма́ш,glæde
238,Gelächter::N,во́штылтыш,latter
239,Glück::N,пиа́л,lykke
240,Kummer::N,о́йго,sorg
241,Wunsch::N,ку́мыл,ønske
242,Lust::N,ку́мыл,lyst
243,Geist::N,ӧрт,ånd
244,Geist::N,чон,ånd
245,Gedanke::N,ой,tanke
246,Gedanke::N,шоныма́ш,tanke
247,Gedächtnis::N,шарныма́ш,hukommelse
248,Verstand::N,уш,forstand
249,Sinn::N,смысл,mening
250,Sinn::N,смысл,betydning
251,Grund::N,ама́л,grund
252,Wahrheit::N,чын,sandhed
253,Gespräch::N,мутланыма́ш,samtale
254,Märchen::N,йома́к,eventyr
255,Erzählung::N,ойлыма́ш,fortælling
256,Nachricht::N,увертарыма́ш,efterretning
257,Neuigkeit::N,уве́р,nyhed
258,Name::N,лӱм,navn
259,Rätsel::N,ту́што,gåde
260,Rede::N,ойлыма́ш,tale
261,Sprache::N,йы́лме,sprog
262,Stimme::N,йӱк,stemme
263,Wort::N,ой,ord
264,Wort::N,мут,ord
265,Zeichen::N,ти́ште,tegn
266,Zeichen::N,знак,tegn
267,Ruf::N,ӱжма́ш,råb
268,Lärm::N,лӱшкыма́ш,larm
269,Lärm::N,йӱк-йӱа́н,larm
270,Laut::N,йӱк,lyd
271,Ton::N,йӱксе́м,tone
272,Lied::N,му́ро,sang
273,Ruhe::N,ты́мык,ro
274,Ruhe::N,ты́мык,hvile
275,Leute::N,еҥ-влак,folk
276,Leute::N,еҥ-влак,mennesker
277,Volk::N,ка́лык,folk
278,Arbeit::N,паша́,arbejde
279,Gast::N,уна́,gæst
280,Geschenk::N,пӧле́к,gave
281,Spiel::N,мо́дыш,leg
282,Spiel::N,модма́ш,leg
283,Gesellschaft::N,тӱшка́,selskab
284,Hilfe::N,по́лыш,hjælp
285,Freund::N,таҥ,ven
286,Freund::N,йолта́ш,ven
287,Kamerad::N,таҥ,kammerat
288,Angelegenheit::N,паша́,sag
289,Angelegenheit::N,паша́,anliggende
290,Anzahl::N,чот,antal
291,Art::N,вид,art
292,Stück::N,ка́тыш,stykke
293,Stück::N,ла́стык,stykke
294,Teil::N,ужа́ш,del
295,Hälfte::N,пел,halvdel
296,Hälfte::N,пе́ле,halvdel
297,Kreis::N,ты́ртыш,cirkel
298,Kreuz::N,ыре́с,kors
299,Kreuz::N,ыре́с,kryds
300,Linie::N,ли́ний,linie
301,Strich::N,коре́ш,streg
302,Abstand::N,кокла́,afstand
303,Entfernung::N,тора́,afstand
304,Entfernung::N,ку́жыт,afstand
305,Gegend::N,кунде́м,egn
306,Platz::N,ку́мдык,plads
307,Ort::N,вер,sted
308,Ort::N,о́лмо,sted
309,Seite::N,ӧ́рдыж,side
310,Mitte::N,покше́л,midte
311,Gegenstand::N,наста́,genstand
312,Sache::N,наста́,sag
313,Rand::N,тӱр,rand
314,Kante::N,тӱр,kant
315,Ecke::N,лук,hjørne
316,Spitze::N,вуй,spids
317,Ende::N,муча́ш,ende
318,Loch::N,рож,hul
319,Winkel::N,лук,vinkel
320,Muster::N,пеза́к,mønster
321,Muster::N,узо́р,mønster
322,Muster::N,ӱ́лгӧ,mønster
323,Größe::N,кӱ́кшыт,størrelse
324,Länge::N,ку́тыш,længde
325,Höhe::N,кӱ́кшыт,højde
326,Gewicht::N,не́лыт,vægt
327,Menge::N,чот,mængde
328,Haufen::N,кы́шыл,bunke
329,Reihe::N,рада́м,række
330,Boot::N,пуш,båd
331,Ruder::N,эшка́к,åre
332,Schlitten::N,тер,kælk
333,Schlitten::N,тер,slæde
334,Schlitten::N,изде́р,kælk
335,Schlitten::N,изде́р,slæde
336,Ski::N,е́че,ski
337,Lagerfeuer::N,туло́то,lejrbål
338,Last::N,нӧ́лтыш,last
339,Last::N,нӧ́лтыш,byrde
340,Gang::N,ошкылма́ш,gang
341,Schritt::N,о́шкыл,skridt
342,Norden::N,йӱдйыма́л,nord
343,Süden::N,кечывалве́л,syd
344,Westen::N,касве́л,vest
345,Osten::N,эрве́л,øst
346,Holz::N,пу,træ
347,Brett::N,оҥа́,bræt
348,Platte::N,аста́р,plade
349,Stütze::N,чара́к,støtte
350,Stange::N,лома́ш,stang
351,Stock::N,тоя́,stok
352,Stab::N,вара́,stav
353,Stab::N,кашта́,stav
354,Rohr::N,пуч,rør
355,Haus::N,пӧрт,hus
356,Heim::N,мӧ́ҥгӧ,hjem
357,Ofen::N,комака́,ovn
358,Fußboden::N,кӱва́р,gulv
359,Tisch::N,ӱсте́л,bord
360,Stuhl::N,пӱке́н,stol
361,Wiege::N,шепка́,vugge
362,Bett::N,ва́кшыш,seng
363,Regal::N,шӧ́рлык,reol
364,Kiste::N,шо́ндык,kasse
365,Kiste::N,я́шлык,kasse
366,Fenster::N,окна́,vindue
367,Tür::N,омса́,dør
368,Tor::N,капка́,port
369,Zaun::N,сава́р,stakit
370,Dach::N,леве́дыш,tag
371,Leiter::N,тошка́лтыш,stige
372,Besen::N,ӱштерво́штыр,kost
373,Spaten::N,ко́льмо,spade
374,Schaufel::N,сово́к,skovl
375,Schaufel::N,су́ско,skovl
376,Gabel::N,ви́лке,gaffel
377,Löffel::N,па́не,ske
378,Löffel::N,совла́,ske
379,Messer::N,кӱ́зӧ,kniv
380,Nagel::N,пуда́,søm
381,Netz::N,вапш,net
382,Haken::N,са́гыле,krog
383,Griff::N,кыл,tag
384,Griff::N,кыл,håndtag
385,Schloss::N,кӧгӧ́н,lås
386,Bild::N,сӱре́т,billede
387,Figur::N,фигу́р,figur
388,Puppe::N,курча́к,dukke
389,Beutel::N,меша́к,pose
390,Bündel::N,арша́ш,bylt
391,Bündel::N,арша́ш,bundt
392,Tasche::N,сумка́,taske
393,Eimer::N,ведра́,spand
394,Deckel::N,ко́мдыш,låg
395,Geschirr::N,а́те,husgeråd
396,Sack::N,куль,sæk
397,Sack::N,меша́к,sæk
398,Tasse::N,чу́кыр,kop
399,Tasse::N,чашка́,kop
400,Topf::N,ми́ске,gryde
401,Kessel::N,под,kedel
402,Essen::N,ко́чкыш,måltid
403,Nahrung::N,ку́рго,mad
404,Nahrung::N,ку́рго,næring
405,Speise::N,ко́чкыш,ret
406,Fleisch::N,шыл,kød
407,Getreide::N,шу́рно,korn
408,Brei::N,пу́чымыш,grød
409,Brot::N,ки́нде,brød
410,Scheibe::N,ка́тыш,skive
411,Fett::N,коя́,fedt
412,Butter::N,ӱй,smør
413,Öl::N,ӱй,olie
414,Salz::N,шинча́л,salt
415,Suppe::N,шӱр,suppe
416,Honig::N,мӱй,honning
417,Milch::N,шӧр,mælk
418,Tee::N,чай,te
419,Leder::N,сура́н,skind
420,Leder::N,шӱ́штӧ,skind
421,Wolle::N,пун,uld
422,Stoff::N,куэ́м,stof
423,Stoff::N,посто́,stof
424,Nadel::N,и́ме,nål
425,Faden::N,шӱ́ртӧ,tråd
426,Knopf::N,по́лдыш,knap
427,Knoten::N,пышке́м,knude
428,Farbe::N,чия́,farve
429,Kleidung::N,чие́м,påklædning
430,Kleidung::N,вурге́м,påklædning
431,Hemd::N,ту́выр,skjorte
432,Kragen::N,сога́,krave
433,Ärmel::N,шокш,ærme
434,Hose::N,йола́ш,bukser
435,Gürtel::N,ӱ́штӧ,bælte
436,Mütze::N,упш,hue
437,Schuh::N,боти́нке,sko
438,Stiefel::N,кем,støvle
439,Ring::N,шерга́ш,ring
440,Band::N,тасма́,bånd
441,Band::N,ле́нте,bånd
442,Kamm::N,шерге́,kam
443,Spiegel::N,вошто́нчыш,spejl
444,Riemen::N,кӱзанӱ́штӧ,rem
445,Schnur::N,кере́м,snor
446,Schnur::N,кандыра́,snor
447,Leine::N,вӱра́ҥ,snor
448,Decke::N,леве́дыш,tæppe
449,Decke::N,одея́л,tæppe
450,Kissen::N,кӱ́пчык,pude
451,Tuch::N,шо́выч,sjaltørklæde
452,Handtuch::N,со́лык,håndklæde
453,Kraft::N,вий,kraft
454,Kraft::N,куа́т,kraft
455,Stärke::N,куа́т,styrke
456,Stärke::N,карма́н,styrke
457,Gesundheit::N,таза́лык,sundhed
458,Krankheit::N,чер,sygdom
459,Schmerz::N,ко́рштыш,smerte
460,Wunde::N,су́сыр,sår
461,Fieber::N,йӱштыму́ж,feber
462,Fieber::N,лихора́дке,feber
463,Arznei::N,эм,medicin
464,Arznei::N,эм,lægemiddel
465,Brücke::N,кӱва́р,bro
466,Brunnen::N,вӱдвыне́м,brønd
467,Weide::N,нурше́р,græsgang
468,Pfad::N,йолго́рно,sti
469,Pfad::N,сокма́к,sti
470,Weg::N,ко́рно,vej
471,Straße::N,ко́рно,gade
472,Dorf::N,ял,landsby
473,Stadt::N,ола́,by
474,Brief::N,се́рыш,brev
475,Buch::N,книга́,bog
476,Buchstabe::N,буква́,bogstav
477,Zeitung::N,газе́т,avis
478,Leben::N,и́лыш,liv
479,Tod::N,колыма́ш,død
480,Grab::N,шӱга́р,grav
481,Kirche::N,че́рке,kirke
482,Sünde::N,су́лык,synd
483,Gott::N,ю́мо,gud
484,Arbeiter::N,паша́зе,arbejder
485,Chef::N,тӧра́,chef
486,Meister::N,маста́р,mester
487,Arzt::N,врач,læge
488,Lehrer::N,ту́ныктышо,lærer
489,Geld::N,окса́,penge
490,Geschäft::N,сатулыма́ш,forretning
491,Laden::N,ке́выт,butik
492,Laden::N,ке́выт,forretning
493,Preis::N,ак,pris
494,Ware::N,сату́,vare
495,Nutzen::N,пайда́,nytte
496,Reichtum::N,поя́нлык,rigdom
497,Welt::N,тӱня́,verden
498,Land::N,эл,land
499,Staat::N,кугыжа́ныш,stat
500,König::N,кугыжа́,konge
501,Macht::N,власть,magt
502,Grenze::N,грани́ца,grænse
503,Krieg::N,сар,krig
504,Feind::N,тушма́н,fjende
505,Gewalt::N,виешлыма́ш,vold
506,Kampf::N,кредалма́ш,kamp
507,Bogen[Waffe]::N,юҥе́ж,bue
508,Pfeil::N,пикш,pil
509,Gewehr::N,пыча́л,gevær
510,Fehler::N,йо́ҥылыш,fejl
511,Lüge::N,шоя́к,løgn
512,Schaden::N,зия́н,skade
513,Unglück::N,эҥге́к,uheld
514,Unglück::N,эҥге́к,ulykke
515,Schuld::N,тита́к,skyld
516,Schuld::N,йола́,skyld
517,Alter::N,ийго́т,alder
518,Schluss::N,муча́ш,slut
519,Schluss::N,муча́ш,slutning
520,Zeit::N,жап,tid
521,Zeit::N,па́гыт,tid
522,Tag::N,ке́че,dag
523,Morgen::N,эр,morgen
524,Mittag::N,кечыва́л,middag
525,Abend::N,кас,aften
526,Nacht::N,йӱд,nat
527,Woche::N,арня́,uge
528,Monat::N,ты́лзе,måned
529,Jahr::N,ий,år
530,Frühling::N,шо́шо,forår
531,Sommer::N,кеҥе́ж,sommer
532,Herbst::N,шы́же,efterår
533,Winter::N,те́ле,vinter
534,Januar::N,шоркыйол,januar
535,Januar::N,идалыкву́й,januar
536,Januar::N,янва́рь,januar
537,Februar::N,пургыж,februar
538,Februar::N,февра́ль,februar
539,März::N,ӱярня,marts
540,März::N,март,marts
541,April::N,апре́ль,april
542,Mai::N,ага,maj
543,Mai::N,май,maj
544,Juni::N,пеледыш,juni
545,Juni::N,ию́нь,juni
546,Juli::N,сӱрем,juli
547,Juli::N,ию́ль,juli
548,August::N,сорла,august
549,August::N,агарма́н,august
550,August::N,а́вгуст,august
551,September::N,идым,september
552,September::N,сентя́брь,september
553,Oktober::N,шыжа,oktober
554,Oktober::N,октя́брь,oktober
555,November::N,кылме тылзе,november
556,November::N,ноя́брь,november
557,Dezember::N,дека́брь,december
558,Montag::N,шо́чмо,mandag
559,Dienstag::N,ку́шкыжмо,tirsdag
560,Mittwoch::N,вӱрге́че,onsdag
561,Donnerstag::N,изарня́,torsdag
562,Freitag::N,кугарня́,fredag
563,Samstag::N,шуматке́че,lørdag
564,Sonntag::N,рушарня́,søndag
565,groß::A,кугу́,stor
566,klein::A,изи́,lille
567,lang::A,кужу́,lang
568,kurz::A,кӱ́чык,kort
569,breit::A,кумда́,bred
570,schmal::A,а́ҥысыр,smal
571,dicht::A,ну́гыдо,tæt
572,dick[Gegenstand]::A,кӱ́жгӧ,tyk
573,dünn::A,ви́чкыж,tynd
574,fein::A,ты́гыде,fin
575,fest::A,чо́ткыдо,fast
576,flach::A,лапка́,flad
577,glatt::A,яклака́,glat
578,hart::A,пе́ҥгыде,hård
579,weich::A,пу́шкыдо,blød
580,rund::A,йырге́шке,rund
581,spitz::A,коша́р,spids
582,scharf::A,пӱ́сӧ,skarp
583,stumpf::A,токма́к,sløv
584,stumpf::A,токма́к,stump
585,schwer::A,не́ле,tung
586,schön::A,сы́лне,skøn
587,heiß::A,шо́кшо,hed
588,warm::A,ле́ве,varm
589,kalt::A,йӱ́штӧ,kold
590,kühl::A,юа́лге,kølig
591,kühl::A,южгата́,kølig
592,frisch::A,свежа́,frisk
593,feucht::A,вӱ́дыжгӧ,fugtig
594,nass::A,нӧ́рӧ,våd
595,trocken::A,ку́кшо,tør
596,voll::A,тич,fuld
597,leer::A,яра́,tom
598,offen::A,виш,åben
599,geschlossen::A,пе́тырыме,lukket
600,geschlossen::A,тӱ́чмӧ,lukket
601,sauber::A,ару́,ren
602,sauber::A,янда́р,ren
603,schmutzig::A,лавыра́н,snavset
604,schmutzig::A,ла́выргыше,snavset
605,roh::A,кӱ́чымӧ,rå
606,reif::A,лӧза́,moden
607,lecker::A,ту́тло,lækker
608,süß::A,ше́ре,sød
609,bitter::A,ко́чо,bitter
610,sauer::A,шо́по,sur
611,hell::A,во́лгыдо,lys
612,dunkel::A,пычке́мыш,mørk
613,schwarz::A,шола́,sort
614,weiß::A,ош,hvid
615,rot::A,йошка́р,rød
616,gelb::A,сар,gul
617,blau::A,ка́нде,blå
618,grün::A,ужа́р,grøn
619,grau::A,сур,grå
620,bunt::A,олача́,broget
621,billig::A,шу́лдо,billig
622,teuer::A,ше́рге,dyr
623,wertvoll::A,шергака́н,værdifuld
624,blind::A,со́кыр,blind
625,taub::A,соҥгыра́,døv
626,kräftig::A,куа́тле,kraftig
627,stark::A,вия́н,stærk
628,schwach::A,а́лдыме,svag
629,fett::A,коя́,fed
630,schlank::A,йоштката́,slank
631,schlank::A,яжу́,slank
632,hübsch::A,чеве́р,køn
633,böse::A,шы́де,ond
634,böse::A,шы́де,slem
635,dumm::A,аҥыра́,dum
636,faul::A,його,doven
637,fleißig::A,ты́ршыше,flittig
638,geizig::A,чаҥга́,gerrig
639,klug::A,уша́н,klog
640,geschickt::A,уста́,dygtig
641,geschickt::A,уста́,behændig
642,lieb::A,ала́л,rar
643,lustig::A,весела́,lystig
644,sanft::A,ны́жылге,blid
645,hungrig::A,шу́жышо,sulten
646,krank::A,че́рле,syg
647,nackt::A,чарама́т,nøgen
648,traurig::A,ойга́н,bedrøvet
649,lebendig::A,и́лыше,levende
650,gut::A,сай,god
651,schlecht::A,уда́,dårlig
652,schlecht::A,шӱ́кшӧ,dårlig
653,richtig::A,чы́нле,rigtig
654,schlimm::A,аля́к,slem
655,schlimm::A,тыра́н,slem
656,wahr::A,чы́нле,sand
657,wahr::A,настоя́щий,sand
658,alt::A,то́што,gammel
659,neu::A,у,ny
660,ehemalig::A,о́нчычсо,forhenværende
661,ehemalig::A,онда́кысе,forhenværende
662,alt[Lebewesen]::A,шо́нто,gammel
663,jung::A,са́мырык,ung
664,arm::A,нужна́,fattig
665,reich::A,поя́н,rig
666,bekannt::A,па́лыме,kendt
667,berühmt::A,лӱ́млӧ,berømt
668,fremd::A,йот,fremmed
669,verschieden::A,тӱ́рлӧ,forskellig
670,nah::A,ли́шыл,nær
671,fern::A,тора́,fjern
672,fern::A,мӱ́ндыр,fjern
673,linker::A,шола́,venstre
674,rechter::A,пурла́,højre
675,anderer::A,вес,anden
676,anderer::A,мо́ло,anden
677,erster::A,и́кымше,første
678,zweiter::A,ко́кымшо,anden
679,dritter::A,ку́мшо,tredje
680,letzter::A,пыта́ртыш,sidste
681,allein::ADV,шкет,alene
682,auf einmal::ADV,икана́ште,på én gang
683,zusammen::ADV,пырля́,sammen
684,lange::ADV,кужу́н,længe
685,plötzlich::ADV,кенета́,pludselig
686,sofort::ADV,кызыта́к,straks
687,später::ADV,варара́к,senere
688,jetzt::ADV,ы́нде,nu
689,jetzt::ADV,кы́зыт,nu
690,heute::ADV,та́че,i dag
691,morgen::ADV,эрла́,i morgen
692,bald::ADV,вашке́,snart
693,dann::ADV,вара́,så
694,gestern::ADV,теҥге́че,i går
695,einst::ADV,икана́,engang
696,damals::ADV,туна́м,dengang
697,danach::ADV,вара́,derefter
698,vorher::ADV,о́нчыч,før
699,vorher::ADV,о́нчыч,forud
700,zuerst::ADV,онда́к,først
701,einmal::ADV,икана́,en gang
702,manchmal::ADV,ка́шын,sommetider
703,manchmal::ADV,кокла́н,sommetider
704,oft::ADV,чӱ́чкыдын,ofte
705,immer::ADV,эре́,altid
706,immer::ADV,ту́тыш,altid
707,niemals::ADV,ок нигуна́м,aldrig
708,hier::ADV,ты́ште,her
709,hierhin::ADV,ты́шке,hid
710,hierhin::ADV,ты́шке,herhen
711,hierhin::ADV,тыш,hid
712,hierhin::ADV,тыш,herhen
713,von hier::ADV,тыше́ч,herfra
714,von hier::ADV,тыве́ч,herfra
715,dort::ADV,ту́што,der
716,dorthin::ADV,туш,derhen
717,dorthin::ADV,ту́шко,derhen
718,geradeaus::ADV,вик,lige ud
719,vorwärts::ADV,о́нчыко,fremad
720,rückwärts::ADV,шеҥге́к,baglæns
721,zurück::ADV,мӧҥге́ш,tilbage
722,unten::ADV,ӱ́лнӧ,nede
723,unten::ADV,ӱ́лнӧ,forneden
724,unten::ADV,йыма́лне,nede
725,unten::ADV,йыма́лне,forneden
726,hinab::ADV,йыма́к,ned
727,hinab::ADV,йыма́к,nedad
728,oben::ADV,кӱ́шнӧ,oppe
729,oben::ADV,кӱ́шнӧ,ovenpå
730,oben::ADV,ӱмба́лне,oppe
731,oben::ADV,ӱмба́лне,ovenpå
732,hinauf::ADV,кӱ́ш,op
733,hinauf::ADV,кӱ́ш,opad
734,hinauf::ADV,кӱ́шкӧ,op
735,hinauf::ADV,кӱ́шкӧ,opad
736,überall::ADV,чыла́ вере́,overalt
737,nicht::ADV,ок,ikke
738,nicht::ADV,о́геш,ikke
739,ein wenig::ADV,изи́ш,lidt
740,kaum::ADV,пыкше́,knap
741,kaum::ADV,пыкше́,næppe
742,sehr::ADV,чот,meget
743,so::ADV,тыге́,så
744,noch::ADV,а́ле,endnu
745,nur::ADV,гына́,kun
746,nur::ADV,гына́,bare
747,schon::ADV,ы́нде,alt
748,schon::ADV,ы́нде,allerede
749,wieder::ADV,ада́к,igen
750,vergebens::ADV,ара́м,forgæves
751,vor::PRP,о́нчыч,foran
752,vor::PRP,о́нчыч,uden for
753,hinter::PRP,шеҥге́лне,bag
754,hinter::PRP,шеҥге́лне,bagved
755,unter::PRP,йыма́лне,under
756,durch::PRP,вошт,gennem
757,durch::PRP,вошт,igennem
758,neben::PRP,вокте́н,ved siden af
759,zwischen::PRP,кокла́ште,mellem
