,Concept_ID,az,de
786,schmelzen::V,ərimək,schmelzen
787,trocknen::V,qurumaq,trocknen
788,sieden::V,qaynamaq,sieden
789,faulen::V,çürümək,faulen
790,verfaulen::V,çürümək,verfaulen
791,reißen::V,yırtılmaq,reißen
792,versinken::V,batmaq,versinken
793,vergehen::V,ötmək,vergehen
794,erscheinen::V,görünmək,erscheinen
795,verschwinden::V,yox olmaq,verschwinden
796,sinken::V,enmək,sinken
797,abnehmen::V,azalmaq,abnehmen
798,zunehmen::V,artmaq,zunehmen
799,steigen::V,yüksəlmək,steigen
800,wachsen::V,böyümək,wachsen
801,glänzen::V,parlamaq,glänzen
802,funkeln::V,parıldamaq,funkeln
803,lärmen::V,səs-küy etmək,lärmen
804,läuten::V,çalmaq,läuten
805,klingeln::V,zəng etmək,klingeln
806,klirren::V,cingildəmək,klirren
807,brausen::V,gurlamaq,brausen
808,rauschen::V,xışıldamaq,rauschen
809,klingen::V,səslənmək,klingen
810,bellen::V,hürmək,bellen
811,heulen::V,ulamaq,heulen
812,blasen::V,üfləmək,blasen
813,pfeifen::V,fit vermek,pfeifen
814,schreien::V,bağırmaq,schreien
815,schreien::V,qışqırmaq,schreien
816,stöhnen::V,inləmək,stöhnen
817,zittern::V,titrəmək,zittern
818,leben::V,yaşamaq,leben
819,geboren werden::V,doğmaq,geboren werden
820,atmen::V,nəfəs almaq,atmen
821,trinken::V,içmek,trinken
822,essen::V,yemək,essen
823,schlucken::V,udmaq,schlucken
824,müde werden::V,yorulmaq,müde werden
825,einschlafen::V,yuxuya getmək,einschlafen
826,schlafen::V,uyumaq,schlafen
827,aufwachen::V,oyanmaq,aufwachen
828,aufstehen::V,yuxudan durmaq,aufstehen
829,sich erholen::V,dincəlmək,sich erholen
830,krank werden::V,xəstə olmaq,krank werden
831,krank sein::V,azarlanmaq,krank sein
832,krank sein::V,xəstələnmək,krank sein
833,schmerzen::V,ağrimaq,schmerzen
834,husten::V,öksürmək,husten
835,genesen::V,sağalmaq,genesen
836,sterben::V,ölmək,sterben
837,sterben::V,vəfat etmək,sterben
838,umkommen::V,həlak olmaq,umkommen
839,sich bewegen::V,hərəkət etmək,sich bewegen
840,sich rühren::V,tərpənmək,sich rühren
841,sich erheben::V,qalxmaq,sich erheben
842,sich setzen::V,oturmaq,sich setzen
843,hinfallen::V,yıxılmaq,hinfallen
844,laufen::V,yerimək,laufen
845,schreiten::V,addım atmaq,schreiten
846,spazierengehen::V,gəzmək,spazierengehen
847,eilen::V,atılmaq,eilen
848,sich beeilen::V,tələsmək,sich beeilen
849,sausen::V,çırpmaq,sausen
850,rennen::V,qaçmaq,rennen
851,springen::V,sıçramaq,springen
852,klettern::V,dırmanmaq,klettern
853,schaukeln::V,sallanmaq,schaukeln
854,kriechen::V,sürünmək,kriechen
855,schwimmen::V,üzmek,schwimmen
856,tauchen::V,dalmaq,tauchen
857,rudern::V,avarlamaq,rudern
858,fahren::V,sürmək,fahren
859,fliegen::V,uçmaq,fliegen
860,gehen::V,getmək,gehen
861,weggehen::V,getmək,weggehen
862,abfahren::V,yola düşmək,abfahren
863,anhalten::V,saxlamaq,anhalten
864,hineingehen::V,girmək,hineingehen
865,eintreten::V,girmək,eintreten
866,eintreten::V,daxil olmaq,eintreten
867,kommen::V,gəlmək,kommen
868,ankommen::V,gəlib çatmaq,ankommen
869,zurückkommen::V,qayıtmaq,zurückkommen
870,bleiben::V,qalmaq,bleiben
871,warten::V,gözləmək,warten
872,erwarten::V,bəkləmək,erwarten
873,suchen::V,aramaq,suchen
874,suchen::V,axtarmaq,suchen
875,finden::V,tapmaq,finden
876,versuchen::V,çalışmaq,versuchen
877,vorbereiten::V,hazırlamaq,vorbereiten
878,lieben::V,sevmək,lieben
879,mögen::V,xoşlamaq,mögen
880,lachen::V,gülmək,lachen
881,rühren::V,həyəcanlandırmaq,rühren
882,weinen::V,ağlamaq,weinen
883,schimpfen::V,küfr etmək,schimpfen
884,sich ärgern::V,acıqlanmaq,sich ärgern
885,sich fürchten::V,qorxmaq,sich fürchten
886,fürchten::V,qorxmaq,fürchten
887,fliehen::V,qaçmaq,fliehen
888,flüchten::V,qaçmaq,flüchten
889,sehen::V,görmək,sehen
890,anschauen::V,baxmaq,anschauen
891,ansehen::V,baxmaq,ansehen
892,hören::V,duymaq,hören
893,hören::V,eşitmək,hören
894,zuhören::V,dinləmək,zuhören
895,probieren::V,dadına baxmaq,probieren
896,riechen::V,qoxlamaq,riechen
897,fühlen::V,duymaq,fühlen
898,scheinen::V,görünmək,scheinen
899,zu sehen sein::V,görünmək,zu sehen sein
900,vernehmen::V,eşitmək,vernehmen
901,frieren::V,üşümək,frieren
902,tun::V,etmək,tun
903,können::V,bilmək,können
904,können::V,bacarmaq,können
905,wollen::V,istəmək,wollen
906,anfangen::V,başlamaq,anfangen
907,beenden::V,bitirmək,beenden
908,aufhören::V,bitmək,aufhören
909,aufhören::V,qurtarmaq,aufhören
910,gelingen::V,müvəffəq olmaq,gelingen
911,geraten::V,düşmək,geraten
912,öffnen::V,açmaq,öffnen
913,schließen::V,qapamaq,schließen
914,stellen::V,qoymaq,stellen
915,setzen::V,oturtmaq,setzen
916,legen::V,qoymaq,legen
917,berühren::V,toxunmaq,berühren
918,verbinden::V,bağlamaq,verbinden
919,bedecken::V,örtmək,bedecken
920,aufhängen::V,asmaq,aufhängen
921,anzünden::V,yandırmaq,anzünden
922,aufheben::V,qaldırmaq,aufheben
923,zurücklassen::V,buraxmaq,zurücklassen
924,verlieren::V,itirmək,verlieren
925,fallen lassen::V,düşürmək,fallen lassen
926,machen::V,etmək,machen
927,herstellen::V,istehsal etmək,herstellen
928,bauen::V,tikmək,bauen
929,reparieren::V,təmir etmək,reparieren
930,verbessern::V,düzəltmək,verbessern
931,ändern::V,dəyişdirmək,ändern
932,graben::V,qazımaq,graben
933,beugen::V,əymək,beugen
934,biegen::V,bükmək,biegen
935,drehen::V,döndərmək,drehen
936,wenden::V,çevirmək,wenden
937,umdrehen::V,çevirmək,umdrehen
938,heben::V,qaldırmaq,heben
939,hochheben::V,qaldırmaq,hochheben
940,ergreifen::V,tutmaq,ergreifen
941,halten::V,saxlamaq,halten
942,drücken::V,sıxmaq,drücken
943,schieben::V,sürmək,schieben
944,kratzen::V,qaşımaq,kratzen
945,lecken::V,yalamaq,lecken
946,beißen::V,dişləmək,beißen
947,abreißen::V,qoparmaq,abreißen
948,abschneiden::V,ayırmaq,abschneiden
949,binden::V,bağlamaq,binden
950,stecken::V,soxmaq,stecken
951,brechen::V,qırmaq,brechen
952,klopfen::V,sındırmaq,klopfen
953,hauen::V,vurmaq,hauen
954,kleben::V,apışdırmaq,kleben
955,reiben::V,ovmaq,reiben
956,streichen::V,sürtmək,streichen
957,schleifen::V,bülövləmək,schleifen
958,schneiden::V,kəsmək,schneiden
959,rütteln::V,sirkələmək,rütteln
960,schütteln::V,çalxalamaq,schütteln
961,schwenken::V,yelləmək,schwenken
962,schütten::V,tökmək,schütten
963,füllen::V,doldurmaq,füllen
964,einwickeln::V,sarımaq,einwickeln
965,tragen::V,daşımaq,tragen
966,schleppen::V,sürükləmək,schleppen
967,ziehen::V,çəkmək,ziehen
968,aufbewahren::V,gizlətmək,aufbewahren
969,werfen::V,atmaq,werfen
970,fangen::V,tutmaq,fangen
971,packen::V,yaxalamaq,packen
972,verstecken::V,gizlətmək,verstecken
973,teilen::V,bölmək,teilen
974,schicken::V,yollamaq,schicken
975,schicken::V,göndərmək,schicken
976,bringen::V,gətirmək,bringen
977,hinzufügen::V,əlavə etmək,hinzufügen
978,bekommen::V,almaq,bekommen
979,bekommen::V,əldə etmək,bekommen
980,erhalten::V,almaq,erhalten
981,nehmen::V,almaq,nehmen
982,wählen::V,seçmək,wählen
983,auswählen::V,arımaq,auswählen
984,bewahren::V,qorumaq,bewahren
985,behindern::V,mane olmaq,behindern
986,verderben::V,pozmaq,verderben
987,beschädigen::V,zədələmək,beschädigen
988,zerbrechen::V,qırmaq,zerbrechen
989,zerbrechen::V,sındırmaq,zerbrechen
990,zerreißen::V,yırtmaq,zerreißen
991,zerstören::V,dağıtmaq,zerstören
992,verbrennen::V,yandırmaq,verbrennen
993,geben::V,vermək,geben
994,reichen::V,uzatmaq,reichen
995,schenken::V,vermək,schenken
996,versprechen::V,vəd vermək,versprechen
997,wünschen::V,arzulamaq,wünschen
998,loben::V,tərifləmək,loben
999,küssen::V,öpmək,küssen
1000,wiegen::V,tərpətmək,wiegen
1001,zudecken::V,örtmək,zudecken
1002,wecken::V,oyatmaq,wecken
1003,zeigen::V,göstərmək,zeigen
1004,führen::V,rəhbərlik etmək,führen
1005,lehren::V,öyrətmək,lehren
1006,unterrichten::V,öyrətmək,unterrichten
1007,unterrichten::V,dərs vermək,unterrichten
1008,aufziehen::V,tərbiyə etmək,aufziehen
1009,leiten::V,idarə etmək,leiten
1010,antreiben::V,bizləmək,antreiben
1011,lassen::V,-tırmaq,lassen
1012,einladen::V,dəvət etmək,einladen
1013,vereinigen::V,birləşdirmək,vereinigen
1014,besuchen::V,baş çəkmək,besuchen
1015,besuchen::V,ziyarət etmək,besuchen
1016,treffen::V,rastlaşmaq,treffen
1017,treffen::V,rast gəlmək,treffen
1018,sich versammeln::V,toplanmaq,sich versammeln
1019,spielen::V,oynamaq,spielen
1020,singen::V,oxumaq,singen
1021,tanzen::V,oynamaq,tanzen
1022,tanzen::V,rəqs etmək,tanzen
1023,sich trennen::V,ayrılmaq,sich trennen
1024,verlassen::V,tərk etmək,verlassen
1025,retten::V,xilas etmək,retten
1026,bewachen::V,gözətmək,bewachen
1027,schützen::V,qorumaq,schützen
1028,verteidigen::V,qorumaq,verteidigen
1029,sich schlagen::V,döyüşmək,sich schlagen
1030,schießen::V,atmaq,schießen
1031,schießen::V,atəş açmaq,schießen
1032,siegen::V,yenmək,siegen
1033,ärgern::V,acışdırmaq,ärgern
1034,schlagen::V,döymək,schlagen
1035,treten::V,təpmək,treten
1036,stechen::V,soxmaq,stechen
1037,stoßen::V,itələmək,stoßen
1038,stehlen::V,çalmaq,stehlen
1039,stehlen::V,oğurlamaq,stehlen
1040,stören::V,pozmaq,stören
1041,belästigen::V,narahat etmək,belästigen
1042,verbergen::V,gizləmək,verbergen
1043,täuschen::V,aldatmaq,täuschen
1044,betrügen::V,aldatmaq,betrügen
1045,töten::V,öldürmək,töten
1046,wohnen::V,yaşamaq,wohnen
1047,arbeiten::V,işləmək,arbeiten
1048,arbeiten::V,çalışmaq,arbeiten
1049,sammeln::V,yığmaq,sammeln
1050,sammeln::V,toplamaq,sammeln
1051,pflücken::V,qoparmaq,pflücken
1052,jagen::V,ovlamaq,jagen
1053,fischen::V,balıq tutmaq,fischen
1054,fassen::V,tutmaq,fassen
1055,hüten::V,güdmək,hüten
1056,treiben::V,haylamaq,treiben
1057,anbinden::V,bağlamaq,anbinden
1058,füttern::V,bəsləmək,füttern
1059,melken::V,sağmaq,melken
1060,hacken::V,yarmaq,hacken
1061,gießen::V,sulamaq,gießen
1062,reifen::V,dəymək,reifen
1063,zubereiten::V,bişirmək,zubereiten
1064,kochen::V,qaynatmaq,kochen
1065,backen::V,bişirmək,backen
1066,braten::V,qızartmaq,braten
1067,umrühren::V,qarışdırmaq,umrühren
1068,stricken::V,hörmək,stricken
1069,nähen::V,tikmək,nähen
1070,färben::V,boyamaq,färben
1071,reinigen::V,təmizləmək,reinigen
1072,waschen::V,yumaq,waschen
1073,abwischen::V,silmək,abwischen
1074,spülen::V,çalxamaq,spülen
1075,fegen::V,süpürmək,fegen
1076,kehren::V,süpürmək,kehren
1077,baden::V,çimmək,baden
1078,sich waschen::V,yuyunmaq,sich waschen
1079,ausziehen::V,soyunmaq,ausziehen
1080,anziehen::V,geymək,anziehen
1081,sich anziehen::V,geyinmək,sich anziehen
1082,kämmen::V,daramaq,kämmen
1083,schmücken::V,bəzəmək,schmücken
1084,sagen::V,demək,sagen
1085,sagen::V,söymek,sagen
1086,sprechen::V,danışmaq,sprechen
1087,reden::V,danışmaq,reden
1088,sich unterhalten::V,söhbət etmək,sich unterhalten
1089,fragen::V,soruşmaq,fragen
1090,bitten::V,diləmək,bitten
1091,bitten::V,xahiş etmək,bitten
1092,erzählen::V,bəhs etmək,erzählen
1093,mitteilen::V,bildirmək,mitteilen
1094,nennen::V,adlandırmaq,nennen
1095,rufen::V,çağırmaq,rufen
1096,prahlen::V,öyünmək,prahlen
1097,übersetzen::V,tərcümə etmək,übersetzen
1098,denken::V,düşünmək,denken
1099,denken::V,fikirləşmək,denken
1100,glauben::V,inanmaq,glauben
1101,bemerken::V,qeyd etmək,bemerken
1102,erkennen::V,tanımaq,erkennen
1103,begreifen::V,anlamaq,begreifen
1104,verstehen::V,duymaq,verstehen
1105,lernen::V,öyrənmək,lernen
1106,wissen::V,bilmək,wissen
1107,sich erinnern an::V,xatırlamaq,sich erinnern an
1108,vergessen::V,unutmaq,vergessen
1109,messen::V,ölçmək,messen
1110,zählen::V,saymaq,zählen
1111,rechnen::V,hesablamaq,rechnen
1112,lesen::V,oxumaq,lesen
1113,malen::V,şəkil çəkmək,malen
1114,zeichnen::V,cızmaq,zeichnen
1115,schreiben::V,yazmaq,schreiben
1116,besitzen::V,yiyələnmək,besitzen
1117,besitzen::V,malik olmaq,besitzen
1118,kaufen::V,satın almaq,kaufen
1119,verkaufen::V,satmaq,verkaufen
1120,bezahlen::V,ödəmək,bezahlen
1121,zahlen::V,ödəmək,zahlen
1122,beherrschen::V,idarə etmək,beherrschen
1123,ertragen::V,dözmək,ertragen
