,Concept_ID,ka,cy
58,Geschmack::N,გემო,cyflas
59,Geruch::N,სუნი,aroglau
60,Schlaf::N,ძილი,cwsg
61,Traum::N,სიზმარი,breuddwyd
62,Himmel::N,ცა,awyr
63,Sonne::N,მზე,haul
64,Mond::N,მთვარე,lleuad
65,Stern::N,ვარსკვლავი,seren
66,Luft::N,ჰაერი,awyr
67,Wind::N,ქარი,gwynt
68,Welle::N,ტალღა,ton
69,Wasser::N,წყალი,dŵr
70,Stein::N,ქვა,carreg
71,Boden::N,მიწა,llawr
72,Erde::N,ნიადაგი,pridd
73,Staub::N,მტვერი,llwch
74,Rauch::N,ბოლი,mwg
75,Rauch::N,კვამლი,mwg
76,Funke::N,ნაკვესი,gwreichioni
77,Feuer::N,ცეცხლი,tân
78,Licht::N,შუქი,golau
79,Licht::N,სინათლე,golau
80,Schatten::N,ლანდი,cysgod
81,Schatten::N,ჩრდილი,cysgod
82,Wetter::N,ამინდი,tywydd
83,Nebel::N,ნისლი,niwl
84,Wolke::N,ღრუბელი,cwmwl
85,Regen::N,წვიმა,glaw
86,Schnee::N,თოვლი,ôd
87,Schnee::N,თოვლი,eira
88,Eis::N,თოში,iâ
89,Eis::N,ყინული,iâ
90,Frost::N,ყინვა,rhew
91,Kälte::N,სიცივე,oerni
92,Kälte::N,სიცივე,annwyd
93,Hitze::N,სიცხე,gwres
94,Raureif::N,ჭირხლი,barrug
95,Raureif::N,თრთვილი,barrug
96,Regenbogen::N,ცისარტყელა,enfys
97,Donner::N,ქუხილი,tyrfau
98,Strömung::N,დინება,cerrynt
99,Tropfen::N,წვეთი,dafn
100,Tropfen::N,წვეთი,diferyn
101,Schaum::N,ქაფი,ewyn
102,Schaum::N,დორბლი,ewyn
103,Schmutz::N,ჭუჭყი,baw
104,Schmutz::N,ჭუჭყი,budreddi
105,Schmutz::N,ტალახი,baw
106,Schmutz::N,ტალახი,budreddi
107,See::N,ტბა,llyn
108,Sumpf::N,ჭაობი,cors
109,Moor::N,ტორფნარი,rhos
110,Wiese::N,ველი,dôl
111,Wiese::N,მდელო,dôl
112,Wald::N,ტყე,coedwig
113,Hügel::N,ბორცვი,bryn
114,Anhöhe::N,მაღლობი,bryn
115,Berg::N,მთა,mynydd
116,Gipfel::N,მწვერვალი,copa
117,Höhle::N,მღვიმე,ogof
118,Höhle::N,გამოქვებული,ogof
119,Abhang::N,ფერდობი,llethr
120,Quelle::N,წყარო,tarddiad
121,Quelle::N,წყარო,ffynhonnell
122,Quelle::N,სათავე,tarddiad
123,Quelle::N,სათავე,ffynhonnell
124,Bach::N,რუ,nant
125,Bach::N,რუ,afonig
126,Bach::N,რუ,cornant
127,Bach::N,ნაკადული,nant
128,Bach::N,ნაკადული,afonig
129,Bach::N,ნაკადული,cornant
130,Fluss::N,მდინარე,afon
131,Ufer::N,კიდე,glan
132,Ufer::N,ნაპირი,glan
133,Küste::N,ნაპირი,traeth
134,Küste::N,ნაპირი,arfordir
135,Festland::N,ხმელეთი,tir
136,Meer::N,ზღვა,môr
137,Bucht::N,ყურე,bae
138,Insel::N,კუნძული,ynys
139,Blume::N,ყვავილი,blodyn
140,Gras::N,ბალახი,glaswellt
141,Wurzel::N,ძირი,gwreiddyn
142,Wurzel::N,ფესვი,gwreiddyn
143,Baum::N,ხე,coeden
144,Stamm::N,ტანი,colfen
145,Stamm::N,ტანი,boncyff
146,Rinde::N,ქერქი,rhisgl
147,Ast::N,ტოტი,cangen
148,Zweig::N,შტო,cainc
149,Zweig::N,შტო,cangen
150,Blatt::N,ფოთოლი,deilen
151,Birke::N,არყი,bedwen
152,Kiefer[Baum]::N,ფიჭვი,pinwydden
153,Weide[Baum]::N,ტირიფი,helygen
154,Tanne::N,ნაძვი,ffynidwydden
155,Horn::N,რქა,corn
156,Feder::N,ფრთა,plufyn
157,Fell::N,ტყავი,ffwr
158,Flügel::N,ფრთა,adain
159,Klaue::N,კლანჭი,crafanc
160,Kralle::N,ტორი,ewin
161,Schwanz::N,კუდი,cwt
162,Schwanz::N,კუდი,cynffon
163,Ei::N,კვერცხი,wy
164,Nest::N,ბუდე,nyth
165,Bau::N,სორო,ffau
166,Tier::N,ნადირი,anifail
167,Tier::N,ცხოველი,anifail
168,Herde::N,ფარა,praidd
169,Herde::N,ფარა,diadell
170,Kuh::N,ფური,buwch
171,Kuh::N,ძროხა,buwch
172,Bulle::N,ხარი,tarw
173,Pferd::N,რაში,ceffyl
174,Pferd::N,ცხენი,ceffyl
175,Schaf::N,ცხვარი,dafad
176,Schwein::N,ღორი,mochyn
177,Hund::N,ძაღლი,ci
178,Katze::N,კატა,cath
179,Bär::N,დათვი,arth
180,Eichhörnchen::N,ციყვი,gwiwer
181,Elch::N,ცხენ-ირემი,elc
182,Fuchs::N,მელა,cadno
183,Hase::N,კურდღელი,ysgyfarnog
184,Maus::N,თაგვი,llygoden
185,Wolf::N,მგელი,blaidd
186,Vogel::N,ჩიტი,aderyn
187,Vogel::N,ფრინველი,aderyn
188,Schwarm::N,გუნდი,haid
189,Huhn::N,დედალი,cyw
190,Hahn::N,მამალი,ceiliog
191,Gans::N,ბატი,gŵydd
192,Adler::N,არწივი,eryr
193,Ente::N,იხვი,hwyad
194,Eule::N,ბუ,tylluan
195,Kranich::N,წერო,garan
196,Kranich::N,წერო,crychydd
197,Krähe::N,ყვავი,brân
198,Kuckuck::N,გუგული,cog
199,Kuckuck::N,გუგული,cwcw
200,Schwan::N,გედი,alarch
201,Fisch::N,თევზი,pysgod
202,Barsch::N,ქორჭილა,draenog
203,Hecht::N,ქარიყლაპია,penhwyad
204,Schlange[Tier]::N,გველი,neidr
205,Wurm::N,ჭია,abwydyn
206,Wurm::N,ჭია,pryf genwair
207,Spinne::N,ობობა,cor
208,Spinne::N,ობობა,pryf copyn
209,Ameise::N,ჭიანჭველა,morgrugyn
210,Laus::N,ტილი,lleuen
211,Laus::N,მკბენარი,lleuen
212,Mücke::N,კოღო,gwybedyn
213,Fliege::N,ბუზი,cleren
214,Schmetterling::N,პეპელა,glöyn byw
215,Schmetterling::N,პეპელა,iâr fach yr haf
216,Beere::N,კენკრა,aeronen
217,Apfel::N,ვაშლი,afal
218,Pilz::N,სოკო,madarch
219,Zwiebel::N,ხახვი,nionyn
220,Zwiebel::N,ხახვი,winwnsyn
221,Saat::N,თესლი,had
222,Korn::N,მარცვალი,grawn
223,Heu::N,თივა,gwair
224,Schale::N,ჩენჩო,croen
225,Schale::N,ჩენჩო,plisgyn
226,Grube::N,ორმო,pwll
227,Grube::N,ორმო,pydew
228,Falle::N,ხაფანგი,magl
229,Schlinge::N,მახე,cwlwm rhedeg
230,Spur::N,კვალი,ôl
231,Asche::N,ფერფლი,lludw
232,Dreck::N,ტალახი,baw
233,Dreck::N,ტალახი,budreddi
234,Dreck::N,სიბინძურე,baw
235,Dreck::N,სიბინძურე,budreddi
236,Eisen::N,რკინა,haearn
237,Gold::N,ოქრო,aur
238,Silber::N,ვერცხლი,arian
239,Kohle::N,ნახშირი,glo
240,Glas::N,მინა,gwydr
241,Lehm::N,თიხა,clai
242,Sand::N,ქვიშა,tywod
243,Mensch::N,ადამიანი,dyn
244,Mann::N,კაცი,dyn
245,Frau::N,ქალი,merch
246,Frau::N,ქალი,gwraig
247,Kind::N,ბავშვი,plentyn
248,Junge::N,ვაჟი,hogyn
249,Junge::N,ვაჟი,bachgen
250,Mädchen::N,გოგო,merch
251,Mädchen::N,გოგო,geneth
252,Familie::N,ოჯახი,teulu
253,Familie::N,ოჯახი,tylwyth
254,Großvater::N,პაპა,taid
255,Großvater::N,პაპა,tad-cu
256,Großvater::N,ბაბუა,taid
257,Großvater::N,ბაბუა,tad-cu
258,Großmutter::N,ბებია,nain
259,Großmutter::N,ბებია,mam-gu
260,Großmutter::N,დიდედა,nain
261,Großmutter::N,დიდედა,mam-gu
262,Eltern::N,მშობლები,rhieni
263,Vater::N,მამა,tad
264,Mutter::N,დედა,mam
265,Sohn::N,ვაჟიშვილი,mab
266,Tochter::N,ქალიშვილი,merch
267,Bruder::N,ძმა,brawd
268,Schwester::N,და,chwaer
269,Onkel::N,ბიძა,ewythr
270,Tante::N,დეიდა,modryb
271,Tante::N,მამიდა,modryb
272,Ehemann::N,ქმარი,gŵr
273,Ehefrau::N,ცოლი,gwraig
274,Freude::N,სიხარული,gorfoledd
275,Gelächter::N,სიცილი,chwerthin
276,Glück::N,ბედნიერება,hapusrwydd
277,Kummer::N,მწუხარება,galar
278,Wunsch::N,წადილი,dymuniad
279,Wunsch::N,სურვილი,dymuniad
280,Lust::N,წადილი,chwant
281,Geist::N,სული,ysbryd
282,Gedanke::N,ფიქრი,meddwl
283,Gedächtnis::N,მეხსიერება,cof
284,Verstand::N,ჭკუა,meddwl
285,Verstand::N,გონება,meddwl
286,Sinn::N,მნიშვნელობა,ystyr
287,Grund::N,მიზეზი,achos
288,Grund::N,მიზეზი,rheswm
289,Wahrheit::N,სიმართლე,gwir
290,Wahrheit::N,სიმართლე,gwirionedd
291,Wahrheit::N,ჭეშმარიტება,gwir
292,Wahrheit::N,ჭეშმარიტება,gwirionedd
293,Gespräch::N,ბაასი,sgwrs
294,Gespräch::N,საუბარი,sgwrs
295,Märchen::N,არაკი,chwedl werin
296,Märchen::N,ზღაპარი,chwedl werin
297,Erzählung::N,თქმულება,stori
298,Nachricht::N,ცნობა,neges
299,Nachricht::N,ამბავი,neges
300,Neuigkeit::N,სიახლე,newydd
301,Name::N,სახელი,enw
302,Rätsel::N,გამოცანა,pos
303,Rede::N,სიტყვა,araith
304,Sprache::N,ენა,iaith
305,Stimme::N,ხმა,llais
306,Wort::N,სიტყვა,gair
307,Zeichen::N,ნიშანი,arwydd
308,Ruf::N,ძახილი,galwad
309,Lärm::N,ხმაური,trwst
310,Laut::N,ხმა,sain
311,Laut::N,ბგერა,sain
312,Ton::N,ტონი,tôn
313,Lied::N,სიმღერა,cân
314,Ruhe::N,სიწყნარე,tawelwch
315,Leute::N,ადამიანები,pobl
316,Volk::N,ერი,pobl
317,Volk::N,ხალხი,pobl
318,Arbeit::N,მუშაობა,gwaith
319,Gast::N,სტუმარი,gwestai
320,Geschenk::N,საჩუქარი,rhodd
321,Geschenk::N,საჩუქარი,anrheg
322,Spiel::N,თამაში,chwarae
323,Gesellschaft::N,საზოგადოება,cwmni
324,Hilfe::N,შველა,cymorth
325,Hilfe::N,დახმარება,cymorth
326,Freund::N,მეგობარი,cyfaill
327,Kamerad::N,ამხანაგი,cydymaith
328,Angelegenheit::N,საქმე,pwnc
329,Anzahl::N,ოდენობა,cyfrif
330,Art::N,სახეობა,bath
331,Stück::N,ნატეხი,darn
332,Teil::N,წილი,rhan
333,Hälfte::N,ნახევარი,hanner
334,Kreis::N,წრე,cylch
335,Kreuz::N,ჯვარი,croes
336,Linie::N,ხაზი,llinell
337,Strich::N,შტრიხი,strôc
338,Strich::N,შტრიხი,trawiad
339,Abstand::N,მანძილი,bwlch
340,Abstand::N,მანძილი,pellter
341,Entfernung::N,სიშორე,pellter
342,Gegend::N,არე,cylch
343,Gegend::N,მხარე,cylch
344,Platz::N,ფართობი,lle
345,Ort::N,ადგილი,lle
346,Seite::N,მხარე,ochr
347,Mitte::N,შუა,canol
348,Gegenstand::N,საგანი,eitem
349,Sache::N,ნივთი,peth
350,Rand::N,კიდე,cwr
351,Rand::N,კიდე,ymyl
352,Kante::N,ნაწიბული,min
353,Kante::N,ნაწიბული,ymyl
354,Ecke::N,კუთხე,cornel
355,Spitze::N,წვეტი,blaen
356,Ende::N,ბოლო,pen
357,Loch::N,ხვრელი,twll
358,Winkel::N,კუთხე,congl
359,Muster::N,მოხატულობა,patrwm
360,Größe::N,ზომა,maint
361,Größe::N,ზომა,maintioli
362,Größe::N,სიდიდე,maint
363,Größe::N,სიდიდე,maintioli
364,Länge::N,სიგრძე,hyd
365,Höhe::N,სიმაღლე,uchder
366,Gewicht::N,წონა,pwysau
367,Menge::N,რაოდენობა,swm
368,Menge::N,რაოდენობა,maint
369,Haufen::N,გროვა,pentwr
370,Reihe::N,რიგი,rhes
371,Reihe::N,წყება,rhes
372,Boot::N,გემი,cwch
373,Ruder::N,ხოფი,rhwyf
374,Ruder::N,ნიჩაბი,rhwyf
375,Schlitten::N,მარხილი,sled
376,Schlitten::N,მარხილი,car llusg
377,Ski::N,თხილამური,sgi
378,Lagerfeuer::N,კოცონი,coelcerth
379,Last::N,ტვირთი,llwyth
380,Gang::N,სვლა,tro
381,Schritt::N,ბიჯი,cam
382,Norden::N,ჩრდილოეთი,gogledd
383,Süden::N,სამხრეთი,de
384,Westen::N,დასავლეთი,gorllewin
385,Osten::N,აღმოსავლეთი,dwyrain
386,Holz::N,ხე,pren
387,Brett::N,დაფა,bwrdd
388,Brett::N,დაფა,astell
389,Brett::N,ფიცარი,bwrdd
390,Brett::N,ფიცარი,astell
391,Platte::N,თლილი ქვა,llech
392,Stütze::N,საყრდენი,ateg
393,Stütze::N,საყრდენი,cynhalydd
394,Stange::N,ჭოკი,polyn
395,Stock::N,კეტი,ffon
396,Stock::N,კეტი,brigyn
397,Stab::N,ლატანი,ffon
398,Rohr::N,მილაკი,pibell
399,Haus::N,სახლი,tŷ
400,Heim::N,ოჯახის კერა,cartref
401,Ofen::N,ღუმელი,stof
402,Fußboden::N,იატაკი,llawr
403,Tisch::N,სუფრა,bwrdd
404,Tisch::N,მაგიდა,bwrdd
405,Stuhl::N,სკამი,cadair
406,Wiege::N,აკვანი,crud
407,Bett::N,საწოლი,gwely
408,Bett::N,სარეცელი,gwely
409,Regal::N,თაროები,silff
410,Kiste::N,ყუთი,bocs
411,Kiste::N,ყუთი,blwch
412,Kiste::N,სკივრი,bocs
413,Kiste::N,სკივრი,blwch
414,Fenster::N,ფანჯარა,ffenestr
415,Fenster::N,სარკმელი,ffenestr
416,Tür::N,ბჭე,drws
417,Tür::N,კარი,drws
418,Tor::N,ჭიშკარი,porth
419,Zaun::N,ღობე,ffens
420,Zaun::N,გალავანი,ffens
421,Dach::N,სახურავი,to
422,Leiter::N,კიბე,ysgol
423,Besen::N,ცოცხი,ysgub
424,Spaten::N,ნიჩაბი,rhaw
425,Schaufel::N,ბარი,rhaw
426,Gabel::N,ჩანგალი,fforc
427,Löffel::N,კოვზი,llwy
428,Messer::N,დანა,cyllell
429,Nagel::N,ლურსმანი,hoel
430,Netz::N,ბადე,gwe
431,Netz::N,ბადე,rhwyd
432,Haken::N,კავი,bach
433,Haken::N,კაუჭი,bach
434,Griff::N,ტარი,carn
435,Schloss::N,კლიტე,clo
436,Schloss::N,საკეტი,clo
437,Bild::N,სურათი,llun
438,Bild::N,სურათი,pictiwr
439,Figur::N,ფიგურა,ffigur
440,Puppe::N,თოჯინა,dol
441,Beutel::N,პარკი,cwd
442,Bündel::N,გალა,bwndel
443,Bündel::N,გალა,coflaid
444,Bündel::N,ასხმა,bwndel
445,Bündel::N,ასხმა,coflaid
446,Tasche::N,ჩანთა,cod
447,Eimer::N,ჩამჩა,bwced
448,Eimer::N,ჩამჩა,cunnog
449,Deckel::N,ხუფი,caead
450,Deckel::N,სარქველი,caead
451,Geschirr::N,ჭურჭელი,llestri
452,Sack::N,ტომარა,sach
453,Tasse::N,ფინჯანი,cwpan
454,Topf::N,ქოთანი,pot
455,Topf::N,ქოთანი,crochan
456,Kessel::N,ქვაბი,tegell
457,Essen::N,ჭამა,pryd o fwyd
458,Nahrung::N,საზრდო,bwyd
459,Nahrung::N,საკვები,bwyd
460,Speise::N,საჭმელი,saig
461,Fleisch::N,ხორცი,cig
462,Getreide::N,მარცვლოვანი,ŷd
463,Getreide::N,მარცვლოვანი,llafur
464,Brei::N,ფაფა,uwd
465,Brot::N,პური,bara
466,Scheibe::N,ნაჭერი,tafell
467,Fett::N,ქონი,saim
468,Fett::N,ქონი,braster
469,Fett::N,ცხიმი,saim
470,Fett::N,ცხიმი,braster
471,Butter::N,კარაქი,ymenyn
472,Öl::N,ზეთი,olew
473,Salz::N,მარილი,halen
474,Suppe::N,სუფი,cawl
475,Honig::N,თაფლი,mêl
476,Milch::N,რძე,llaeth
477,Milch::N,რძე,llefrith
478,Tee::N,ჩაი,te
479,Leder::N,ტყავი,lledr
480,Wolle::N,მატყლი,gwlân
481,Stoff::N,ქსოვილი,lliain
482,Stoff::N,ქსოვილი,brethyn
483,Nadel::N,ნემსი,nodwydd
484,Faden::N,ძაფი,edau
485,Faden::N,ძაფი,edefyn
486,Faden::N,მკედი,edau
487,Faden::N,მკედი,edefyn
488,Knopf::N,ღილი,botwm
489,Knoten::N,ნასკვი,cwlwm
490,Farbe::N,საღებავი,paent
491,Kleidung::N,ტანსაცმელი,dillad
492,Kleidung::N,ტანსაცმელი,gwisgoedd
493,Hemd::N,ხალათი,crys
494,Hemd::N,პერანგი,crys
495,Kragen::N,საყელო,coler
496,Ärmel::N,სახელო,llawes
497,Hose::N,შარვალი,trowsus
498,Gürtel::N,ქამარი,gwregys
499,Mütze::N,ქუდი,cap
500,Schuh::N,ფეხსაცმელი,esgid
501,Stiefel::N,ჩექმა,botasen
502,Ring::N,ბეჭედი,modrwy
503,Band::N,ბაფთი,rhuban
504,Kamm::N,სავარცხელი,crib
505,Spiegel::N,სარკე,drych
506,Riemen::N,ღვედი,strap
507,Schnur::N,ლარი,llinyn
508,Leine::N,ჯაჭვი,tennyn
509,Decke::N,საბანი,blanced
510,Decke::N,საბანი,gwrthban
511,Kissen::N,ბალიში,clustog
512,Kissen::N,ბალიში,gobennydd
513,Tuch::N,მაუდი,sgarff
514,Tuch::N,თავშალი,sgarff
515,Handtuch::N,ხელსახოცი,tywel
516,Handtuch::N,ხელსახოცი,lliain sychu
517,Kraft::N,ძალა,grym
518,Stärke::N,ღონე,nerth
519,Stärke::N,ღონე,cryfder
520,Gesundheit::N,ჯანმრთელობა,iechyd
521,Krankheit::N,სენი,afiechyd
522,Krankheit::N,სენი,anhwylder
523,Krankheit::N,ავადმყოფობა,afiechyd
524,Krankheit::N,ავადმყოფობა,anhwylder
525,Schmerz::N,ტკივილი,poen
526,Schmerz::N,ტკივილი,gwayw
527,Wunde::N,იარი,clwyf
528,Wunde::N,ჭრილობა,clwyf
529,Fieber::N,ციება,twymyn
530,Arznei::N,წამალი,meddyginiaeth
531,Brücke::N,ხიდი,pont
532,Brunnen::N,ჭა,ffynnon
533,Weide::N,საძოვარი,porfa
534,Pfad::N,ბილიკი,llwybr
535,Weg::N,გზა,ffordd
536,Straße::N,შარაგზა,heol
537,Straße::N,შარაგზა,ffordd
538,Dorf::N,დაბა,pentref
539,Dorf::N,სოფელი,pentref
540,Stadt::N,ქალაქი,tref
541,Brief::N,წერილი,llythyr
542,Buch::N,წიგნი,llyfr
543,Buchstabe::N,ასო,llythyren
544,Zeitung::N,გაზეთი,papur newydd
545,Leben::N,სიცოცხლე,bywyd
546,Tod::N,სიკვდილი,marwolaeth
547,Grab::N,სამარე,bedd
548,Grab::N,საფლავი,bedd
549,Kirche::N,ეკლესია,eglwys
550,Sünde::N,ცოდვა,pechod
551,Gott::N,ღმერთი,duw
552,Arbeiter::N,მუშა,gweithiwr
553,Chef::N,გამგე,pennaeth
554,Meister::N,ოსტატი,meistr
555,Arzt::N,ექიმი,meddyg
556,Arzt::N,მკურნალი,meddyg
557,Lehrer::N,მასწავლებელი,athro
558,Geld::N,ფული,pres
559,Geld::N,ფული,arian
560,Geschäft::N,საქმე,busnes
561,Geschäft::N,ბიზნესი,busnes
562,Laden::N,დუქანი,siop
563,Laden::N,მაღაზია,siop
564,Preis::N,ფასი,pris
565,Ware::N,საქონელი,nwydd
566,Nutzen::N,ხეირი,elw
567,Nutzen::N,ხეირი,budd
568,Reichtum::N,სიმდიდრე,cyfoeth
569,Welt::N,მსოფლიო,byd
570,Land::N,მხარე,gwlad
571,Land::N,ქვეყანა,gwlad
572,Staat::N,სახელმწიფო,gwladwriaeth
573,König::N,მეფე,brenin
574,Macht::N,ძლიერება,grym
575,Macht::N,ძლიერება,awdurdod
576,Grenze::N,ზღვარი,ffin
577,Grenze::N,ზღვარი,goror
578,Krieg::N,ომი,rhyfel
579,Feind::N,მტერი,gelyn
580,Gewalt::N,სისასტიკე,ffyrnigrwydd
581,Kampf::N,ბრძოლა,brwydr
582,Bogen[Waffe]::N,მშვილდი,bwa
583,Pfeil::N,ისარი,saeth
584,Pfeil::N,მახვილი,saeth
585,Gewehr::N,თოფი,dryll
586,Gewehr::N,შაშხანა,dryll
587,Fehler::N,შეცდომა,gwall
588,Fehler::N,შეცდომა,camgymeriad
589,Lüge::N,სიცრუე,celwydd
590,Lüge::N,სიცრუე,anwiredd
591,Schaden::N,ვნება,niwed
592,Schaden::N,ვნება,difrod
593,Unglück::N,ხიფათი,anffawd
594,Unglück::N,უბედურება,anffawd
595,Schuld::N,ბრალი,bai
596,Alter::N,ასაკი,oed
597,Schluss::N,ბოლო,diwedd
598,Schluss::N,დასასრული,diwedd
599,Zeit::N,დრო,amser
600,Tag::N,დღე,dydd
601,Tag::N,დღე,diwrnod
602,Morgen::N,დილა,bore
603,Mittag::N,შუადღე,nawn
604,Abend::N,საღამო,noswaith
605,Nacht::N,ღამე,nos
606,Woche::N,კვირა,wythnos
607,Monat::N,თვე,mis
608,Jahr::N,წელი,blwyddyn
609,Frühling::N,გაზაფხული,gwanwyn
610,Sommer::N,ზაფხული,haf
611,Herbst::N,შემოდგომა,hydref
612,Winter::N,ზამთარი,gaeaf
613,Januar::N,იანვარი,Ionawr
614,Februar::N,თებერვალი,Chwefror
615,März::N,მარტი,Mawrth
616,April::N,აპრილი,Ebrill
617,Mai::N,მაისი,Mai
618,Juni::N,ივნისი,Mehefin
619,Juli::N,ივლისი,Gorffennaf
620,August::N,აგვისტო,Awst
621,September::N,სექტემბერი,Medi
622,Oktober::N,ოქტომბერი,Hydref
623,November::N,ნოემბერი,Tachwedd
624,Dezember::N,დეკემბერი,Rhagfyr
625,Montag::N,ორშაბათი,dydd Llun
626,Dienstag::N,სამშაბათი,dydd Mawrth
627,Mittwoch::N,ოთხშაბათი,dydd Mercher
628,Donnerstag::N,ხუთშაბათი,dydd Iau
629,Freitag::N,პარასკევი,dydd Gwener
630,Samstag::N,შაბათი,dydd Sadwrn
631,Sonntag::N,კვირა,dydd Sul
632,groß::A,დიდი,mawr
633,klein::A,მცირე,bach
634,klein::A,პატარა,bach
635,lang::A,გრძელი,hir
636,kurz::A,მოკლე,byr
637,kurz::A,მოკლე,cwta
638,breit::A,ფართო,llydan
639,breit::A,განიერი,llydan
640,schmal::A,ვიწრო,cul
641,schmal::A,წვრილი,cul
642,dicht::A,მჭიდრო,dwys
643,dick[Gegenstand]::A,სქელი,trwchus
644,dünn::A,წვრილი,tenau
645,fein::A,თხელი,main
646,fest::A,მყარი,cadarn
647,flach::A,ბრტყელი,gwastad
648,glatt::A,გლუ,llyfn
649,hart::A,მაგარი,caled
650,weich::A,რბილი,meddal
651,rund::A,მრგვალი,crwn
652,spitz::A,წვეტიანი,pigfain
653,scharf::A,მჭრელი,miniog
654,stumpf::A,ბლაგვი,pŵl
655,schwer::A,მძიმე,trwm
656,schön::A,ლამაზი,teg
657,schön::A,ლამაზი,hardd
658,schön::A,ლამაზი,prydferth
659,heiß::A,ცხელი,poeth
660,warm::A,თბილი,twym
661,warm::A,თბილი,cynnes
662,kalt::A,ცივი,oer
663,kühl::A,გრილი,oeraidd
664,frisch::A,სუფთა,iach
665,feucht::A,ნოტიო,llaith
666,nass::A,სველი,gwlyb
667,trocken::A,მშრალი,sych
668,voll::A,სავსე,llawn
669,leer::A,ცარიელი,gwag
670,offen::A,ღია,agored
671,offen::A,გაშლილი,agored
672,geschlossen::A,დახურული,caead
673,geschlossen::A,დახურული,caeëdig
674,sauber::A,სუფთა,glân
675,sauber::A,წმინდა,glân
676,schmutzig::A,ტალახიანი,budr
677,schmutzig::A,ტალახიანი,brwnt
678,roh::A,უმი,amrwd
679,reif::A,მწიფე,aeddfed
680,lecker::A,გემრიელი,blasus
681,lecker::A,გემრიელი,danteithiol
682,süß::A,ტკბილი,melys
683,bitter::A,მწარე,chwerw
684,sauer::A,მჟავე,sur
685,hell::A,ნათელი,disglair
686,dunkel::A,ბნელი,tywyll
687,schwarz::A,შავი,du
688,weiß::A,თეთრი,gwyn
689,rot::A,წითელი,coch
690,gelb::A,ყვითელი,melyn
691,blau::A,ლურჯი,glas
692,blau::A,ცისფერი,glas
693,grün::A,მწვანე,gwyrdd
694,grau::A,რუხი,llwyd
695,grau::A,ნაცრისფერი,llwyd
696,bunt::A,ჭრელი,lliwgar
697,bunt::A,ფერადი,lliwgar
698,billig::A,იაფი,rhad
699,teuer::A,ძვირი,drud
700,wertvoll::A,ღირსიანი,gwerthfawr
701,blind::A,ბრმა,dall
702,taub::A,ყრუ,byddar
703,kräftig::A,ძალავანი,nerthol
704,kräftig::A,ძალავანი,grymus
705,stark::A,ძლიერი,cryf
706,stark::A,ძლიერი,cadarn
707,stark::A,ღონიერი,cryf
708,stark::A,ღონიერი,cadarn
709,schwach::A,სუსტი,gwan
710,fett::A,სქელი,tew
711,schlank::A,გამხდარი,main
712,hübsch::A,ეშხიანი,tlws
713,hübsch::A,მშვენიერი,tlws
714,böse::A,ავი,drwg
715,böse::A,ბოროტი,drwg
716,dumm::A,ბოთე,twp
717,dumm::A,სულელი,twp
718,faul::A,ზანტი,diog
719,faul::A,ზარმაცი,diog
720,fleißig::A,ბეჯითი,dyfal
721,fleißig::A,მუყაითი,dyfal
722,geizig::A,ძუნწი,crintach
723,geizig::A,ძუნწი,cybyddlyd
