,Concept_ID,cv,hr
93,Schnee::N,юр,snijeg
94,Eis::N,пӑр,led
95,Frost::N,сивӗ,mraz
96,Kälte::N,сивӗ,studen
97,Kälte::N,сивӗ,hladnoća
98,Hitze::N,вӗри,vrućina
99,Hitze::N,шӑрӑх,vrućina
100,Raureif::N,пас,inje
101,Regenbogen::N,асамат кӗперӗ,duga
102,Donner::N,аслати,grom
103,Donner::N,аслати,grmljavina
104,Strömung::N,юхӑ,struja
105,Strömung::N,юхӑ,strujanje
106,Tropfen::N,тумлам,kap
107,Tropfen::N,тумлам,kaplja
108,Schaum::N,кӑпӑк,pjena
109,Schmutz::N,пылчӑк,nečistoća
110,Schmutz::N,пылчӑк,prljavština
111,See::N,кӳлӗ,jezero
112,Sumpf::N,шур,bara
113,Sumpf::N,шурлӑх,bara
114,Moor::N,торфлӑ шурлӑх,močvara
115,Wiese::N,улӑх,livada
116,Wiese::N,ҫаран,livada
117,Wald::N,вӑрман,šuma
118,Hügel::N,сӑрт,brijeg
119,Hügel::N,сӑрт,brežuljak
120,Hügel::N,тӗмеске,brijeg
121,Hügel::N,тӗмеске,brežuljak
122,Anhöhe::N,сӑрт,uzvišica
123,Berg::N,ту,brdo
124,Gipfel::N,тӳпе,vrh
125,Höhle::N,ҫӗр хӑвӑлӗ,pećina
126,Höhle::N,ҫӗр хӑвӑлӗ,spilja
127,Abhang::N,тӑвайкки,obronak
128,Abhang::N,тӑвайкки,nizbrdica
129,Quelle::N,ҫӑл куҫ,izvor
130,Quelle::N,ҫӑл куҫ,vrelo
131,Bach::N,пӗчӗк шыв,potok
132,Fluss::N,юхан шыв,rijeka
133,Ufer::N,ҫыран,obala
134,Küste::N,тинӗс ҫыранӗ,obala
135,Küste::N,тинӗс ҫыранӗ,morska obala
136,Festland::N,тип ҫӗр,kopno
137,Meer::N,тинӗс,more
138,Bucht::N,тинӗс кукӑрӗ,zaliv
139,Insel::N,утрав,ada
140,Insel::N,утрав,otok
141,Blume::N,чечек,cvijet
142,Gras::N,курӑк,trava
143,Wurzel::N,тымар,korijen
144,Baum::N,йывӑҫ,drvo
145,Baum::N,йывӑҫ,stablo
146,Stamm::N,вулӑ,deblo
147,Stamm::N,вулӑ,stablo
148,Rinde::N,хуйӑр,kora
149,Ast::N,турат,grana
150,Zweig::N,турат,grana
151,Blatt::N,ҫулҫӑ,list
152,Birke::N,хурӑн,breza
153,Kiefer[Baum]::N,хыр,bor
154,Weide[Baum]::N,хӑва,iva
155,Weide[Baum]::N,хӑва,vŕba
156,Tanne::N,чӑрӑш,jela
157,Horn::N,мӑйрака,rog
158,Feder::N,тӗк,pero
159,Fell::N,ҫӑм,koža
160,Flügel::N,ҫунат,krilo
161,Klaue::N,чӗрне,papak
162,Kralle::N,ура,pandža
163,Schwanz::N,хӳре,rep
164,Ei::N,ҫӑмарта,jaje
165,Nest::N,йӑва,gnijezdo
166,Bau::N,йӗнӗ,jazbina
167,Tier::N,выльӑх,životinja
168,Herde::N,кӗтӳ,krdo
169,Herde::N,кӗтӳ,stado
170,Kuh::N,ӗне,krava
171,Bulle::N,вӑкӑр,bik
172,Pferd::N,лаша,konj
173,Schaf::N,сурӑх,ovca
174,Schwein::N,сысна,svinja
175,Hund::N,йытӑ,pas
176,Hund::N,йытӑ,pseto
177,Katze::N,кушак,mačka
178,Bär::N,упа,medvjed
179,Eichhörnchen::N,пакша,vjeverica
180,Elch::N,пӑши,los
181,Fuchs::N,тилӗ,lisica
182,Hase::N,куян,zec
183,Hase::N,мулкач,zec
184,Maus::N,шӑши,miš
185,Wolf::N,кашкӑр,vuk
186,Wolf::N,кашкӑр,kurjak
187,Vogel::N,кайӑк,ptica
188,Vogel::N,вӗҫен кайӑк,ptica
189,Schwarm::N,ушкӑн,roj
190,Schwarm::N,ушкӑн,jato
191,Huhn::N,чӑх,kokoš
192,Huhn::N,чӑхӑ,kokoš
193,Hahn::N,автан,kokot
194,Hahn::N,автан,pijevac
195,Gans::N,хур,guska
196,Adler::N,ӑмӑрт кайӑк,orao
197,Ente::N,кӑвакал,patka
198,Eule::N,тӑмана,sova
199,Kranich::N,тӑрна,ždral
200,Krähe::N,ула курак,vrana
201,Kuckuck::N,куккук,kukavica
202,Schwan::N,акӑш,labud
203,Fisch::N,пулӑ,riba
204,Barsch::N,уланкӑ,grgeč
205,Hecht::N,ҫӑрттан,štuka
206,Schlange[Tier]::N,ҫӗлен,guja
207,Schlange[Tier]::N,ҫӗлен,zmija
208,Wurm::N,ӑман,crv
209,Spinne::N,эрешмен,pauk
210,Ameise::N,кӑткӑ,mrav
211,Laus::N,пыйтӑ,uš
212,Mücke::N,вӑрӑм туна,komarac
213,Fliege::N,шӑна,muha
214,Schmetterling::N,лӗпӗш,leptir
215,Beere::N,ҫырла,boba
216,Beere::N,ҫырла,bobica
217,Apfel::N,улма,jabuka
218,Apfel::N,пан улми,jabuka
219,Pilz::N,кӑмпа,pečurka
220,Zwiebel::N,сухан,luk
221,Zwiebel::N,сухан,kapula
222,Saat::N,вӑрӑ,sjemenje
223,Korn::N,тӗшӗ,zrno
224,Korn::N,пӗрчӗ,zrno
225,Heu::N,утӑ,sijeno
226,Schale::N,хупӑ,kora
227,Schale::N,хупӑ,ljuska
228,Grube::N,шӑтӑк,jama
229,Falle::N,тапӑ,zamka
230,Falle::N,тапӑ,klopka
231,Falle::N,капкӑн,zamka
232,Falle::N,капкӑн,klopka
233,Schlinge::N,йӑлӑ,uzao
234,Schlinge::N,йӑлӑ,petlja
235,Spur::N,йӗр,trag
236,Spur::N,йӗр,slijed
237,Asche::N,кӗл,pepeo
238,Dreck::N,пылчӑк,blato
239,Eisen::N,тимӗр,željezo
240,Gold::N,ылтӑн,zlato
241,Silber::N,кӗмӗл,srebro
242,Kohle::N,кӑмрӑк,ugalj
243,Kohle::N,кӑмрӑк,ugljen
244,Glas::N,кӗленче,staklo
245,Lehm::N,тӑм,glina
246,Lehm::N,тӑм,ilovača
247,Sand::N,хӑйӑр,pijesak
248,Mensch::N,ҫын,čovjek
249,Mensch::N,этем,čovjek
250,Mann::N,ар,muškarac
251,Frau::N,хӗрарӑм,žena
252,Kind::N,ача,čedo
253,Kind::N,ача,dijete
254,Junge::N,ача,momče
255,Junge::N,ача,dječak
256,Junge::N,ар ҫын ача,momče
257,Junge::N,ар ҫын ача,dječak
258,Mädchen::N,хӗр ача,djevojka
259,Mädchen::N,хӗр ача,djevojčica
260,Familie::N,ҫемье,obitelj
261,Familie::N,ҫемье,porodica
262,Familie::N,кил-йыш,obitelj
263,Familie::N,кил-йыш,porodica
264,Großvater::N,кукаҫи,djed
265,Großmutter::N,кукамай,baka
266,Eltern::N,аҫа-ама,roditelji
267,Vater::N,атте,otac
268,Mutter::N,анне,majka
269,Sohn::N,ывӑл,sin
270,Tochter::N,хӗр,kći
271,Tochter::N,хӗр,kćerka
272,Bruder::N,ар тӑван,brat
273,Schwester::N,аппа,sestra
274,Schwester::N,йӑмӑк,sestra
275,Onkel::N,мучи,čika
276,Onkel::N,мучи,ujak
277,Onkel::N,пичче,čika
278,Onkel::N,пичче,ujak
279,Tante::N,аппа,ujna
280,Tante::N,аппа,tetka
281,Ehemann::N,упӑшка,muž
282,Ehemann::N,упӑшка,suprug
283,Ehefrau::N,арӑм,žena
284,Ehefrau::N,арӑм,supruga
285,Freude::N,савӑнӑҫ,radost
286,Freude::N,хаваслӑх,radost
287,Gelächter::N,кулӑ,grohot
288,Glück::N,телей,sreća
289,Glück::N,ӑраскал,sreća
290,Kummer::N,хурлӑх,jad
291,Kummer::N,хурлӑх,briga
292,Wunsch::N,ӗмӗт,želja
293,Wunsch::N,кӑмӑл,želja
294,Lust::N,кӑмӑл,volja
295,Geist::N,чун-чӗм,duh
296,Geist::N,ыр-усал,duh
297,Geist::N,чун хавалӗ,duh
298,Gedanke::N,шухӑш,misao
299,Gedächtnis::N,ас,pamćenje
300,Verstand::N,ӑс,um
301,Verstand::N,ӑс,razum
302,Verstand::N,ӑс-тӑн,um
303,Verstand::N,ӑс-тӑн,razum
304,Verstand::N,ӑс-хакӑл,um
305,Verstand::N,ӑс-хакӑл,razum
306,Sinn::N,тупсӑм,smisao
307,Sinn::N,тупсӑм,značenje
308,Sinn::N,пӗлтерӗш,smisao
309,Sinn::N,пӗлтерӗш,značenje
310,Grund::N,сӑлтав,razlog
311,Wahrheit::N,чӑнлӑх,istina
312,Gespräch::N,калаҫу,razgovor
313,Märchen::N,юмах,bajka
314,Erzählung::N,акалав,priča
315,Erzählung::N,акалав,pripovijest
316,Erzählung::N,каласа пани,priča
317,Erzählung::N,каласа пани,pripovijest
318,Nachricht::N,хыпар,vijest
319,Neuigkeit::N,ҫӗнӗ хыпар,novost
320,Name::N,ят,ime
321,Rätsel::N,сутмалли юмах,zagonetka
322,Rede::N,сӑмах,govor
323,Rede::N,сӑмах,besjeda
324,Sprache::N,чӗлхе,jezik
325,Stimme::N,сасӑ,glas
326,Wort::N,сӑмах,riječ
327,Zeichen::N,паллӑ,znak
328,Ruf::N,йыхрав,povik
329,Ruf::N,йыхрав,poklik
330,Ruf::N,чӗнӳ,povik
331,Ruf::N,чӗнӳ,poklik
332,Lärm::N,шав,buka
333,Lärm::N,шав,galama
334,Laut::N,сасӑ,zvuk
335,Ton::N,сасӑ,ton
336,Lied::N,юрӑ,pjesma
337,Ruhe::N,канӑҫлӑх,tišina
338,Ruhe::N,канӑҫлӑх,počinak
339,Ruhe::N,лӑпкӑлӑх,tišina
340,Ruhe::N,лӑпкӑлӑх,počinak
341,Leute::N,ҫамрӑксем,ljudi
342,Leute::N,ҫамрӑк ҫынсем,ljudi
343,Volk::N,халӑх,puk
344,Volk::N,халӑх,narod
345,Arbeit::N,ӗҫхӗл,rad
346,Arbeit::N,ӗҫхӗл,posao
347,Arbeit::N,ӗҫлев,rad
348,Arbeit::N,ӗҫлев,posao
349,Gast::N,хӑна,gost
350,Geschenk::N,парне,dar
351,Geschenk::N,парне,poklon
352,Geschenk::N,кучченеҫ,dar
353,Geschenk::N,кучченеҫ,poklon
354,Spiel::N,вӑйӑ,igra
355,Gesellschaft::N,общество,društvo
356,Gesellschaft::N,общество,kompanija
357,Hilfe::N,пулӑшу,pomoć
358,Freund::N,тус,prijatelj
359,Kamerad::N,юлташ,drug
360,Kamerad::N,юлташ,drugar
361,Kamerad::N,тус,drug
362,Kamerad::N,тус,drugar
363,Angelegenheit::N,ӗҫ,posao
364,Anzahl::N,йыш,broj
365,Anzahl::N,йыш,brojnost
366,Anzahl::N,хисеп,broj
367,Anzahl::N,хисеп,brojnost
368,Art::N,тӗс,vid
369,Art::N,тӗс,vrst
370,Stück::N,татӑк,komad
371,Teil::N,пай,dio
372,Hälfte::N,ҫурӑ,polovina
373,Kreis::N,ункӑ,krug
374,Kreis::N,ҫавракӑш,krug
375,Kreuz::N,хӗрес,križ
376,Linie::N,йӗр,crta
377,Strich::N,йӗр,crta
378,Abstand::N,хушӑ,razmak
379,Abstand::N,хушӑ,odstojanje
380,Entfernung::N,хушӑ,udaljenost
381,Gegend::N,вырӑн,kraj
382,Gegend::N,вырӑн,predeo
383,Platz::N,хутлӑх,mjesto
384,Ort::N,вырӑн,mjesto
385,Seite::N,ен,bok
386,Seite::N,ен,strana
387,Seite::N,аяк,bok
388,Seite::N,аяк,strana
389,Seite::N,айӑк,bok
390,Seite::N,айӑк,strana
391,Mitte::N,варӑ,sredina
392,Gegenstand::N,япала,predmet
393,Sache::N,япала,posao
394,Rand::N,вӗҫ,rub
395,Rand::N,вӗҫ,kraj
396,Rand::N,хӗрӗ,rub
397,Rand::N,хӗрӗ,kraj
398,Rand::N,хӗрри,rub
399,Rand::N,хӗрри,kraj
400,Kante::N,хайкача,brid
401,Kante::N,хайкача,ivica
402,Kante::N,хысак,brid
403,Kante::N,хысак,ivica
404,Ecke::N,кӗтес,ugao
405,Spitze::N,вӗҫ,vrh
406,Spitze::N,вӗҫ,šiljak
407,Ende::N,вӗҫ,konac
408,Loch::N,шӑтӑк,rupa
409,Winkel::N,кӗтес,kut
410,Winkel::N,кӗтес,ugao
411,Muster::N,эреш,uzor
412,Größe::N,пысӑкӑш,veličina
413,Länge::N,вӑрӑмӑш,duljina
414,Höhe::N,ҫӳллӗш,visina
415,Gewicht::N,виҫе,težina
416,Gewicht::N,йывӑрӑш,težina
417,Menge::N,йыш,mnoštvo
418,Menge::N,йыш,količina
419,Haufen::N,купа,hrpa
420,Haufen::N,купа,gomila
421,Reihe::N,рет,red
422,Boot::N,кимӗ,čun
423,Boot::N,кимӗ,čamac
424,Ruder::N,кӗсмен,veslo
425,Schlitten::N,ҫуна,saone
426,Ski::N,йӗлтӗр,ski
427,Ski::N,йӗлтӗр,smučka
428,Lagerfeuer::N,вут,logorska vatra
429,Lagerfeuer::N,кӑвайт,logorska vatra
430,Last::N,сулмаклӑх,tovar
431,Last::N,йывӑр япала,tovar
432,Gang::N,куҫӑм,hod
433,Schritt::N,утӑм,korak
434,Schritt::N,пусӑм,korak
435,Norden::N,ҫурҫӗр,sjever
436,Süden::N,кӑнтӑр,jug
437,Westen::N,анӑҫ,zapad
438,Westen::N,хӗвел анӑҫ,zapad
439,Osten::N,хӗвел тухӑҫ,istok
440,Holz::N,йывӑҫ,drvo
441,Brett::N,хӑма,daska
442,Platte::N,плита,ploča
443,Stütze::N,ура,potpora
444,Stange::N,шерте,motka
445,Stock::N,патак,štap
446,Stock::N,патак,palica
447,Stab::N,шӑчӑ,štap
448,Stab::N,шӑчӑ,šipka
449,Rohr::N,пӑрӑх,cijev
450,Haus::N,ҫурт,kuća
451,Heim::N,кил,dom
452,Ofen::N,кӑмака,peć
453,Fußboden::N,урай,pod
454,Tisch::N,сӗтел,stol
455,Tisch::N,сӗтел,trpeza
456,Stuhl::N,пукан,stolac
457,Stuhl::N,пукан,stolica
458,Wiege::N,сӑпка,kolijevka
459,Bett::N,кравать,krevet
460,Bett::N,кравать,postelja
461,Regal::N,ҫӳлӗк,polica
462,Regal::N,сентре,polica
463,Kiste::N,ещӗк,sanduk
464,Kiste::N,сунтӑх,sanduk
465,Fenster::N,чӳрече,prozor
466,Tür::N,алӑк,vrata
467,Tor::N,хапха,vrata
468,Tor::N,хапха,kapija
469,Zaun::N,хӳме,plot
470,Zaun::N,хӳме,ograda
471,Dach::N,тӑрӑ,krov
472,Leiter::N,пусма,ljestve
473,Leiter::N,пусма,ljestvice
474,Besen::N,шӑпӑр,metla
475,Spaten::N,кӗреҫе,ašov
476,Schaufel::N,кӗреҫе,lopata
477,Gabel::N,вилка,viljuška
478,Löffel::N,кашӑк,žlica
479,Messer::N,ҫӗҫӗ,nož
480,Nagel::N,пӑта,čavao
481,Netz::N,тетел,mreža
482,Haken::N,йӑрхах,kuka
483,Haken::N,ҫекӗл,kuka
484,Griff::N,хӑлӑп,držak
485,Griff::N,хӑлӑп,ručica
486,Schloss::N,ҫӑра,brava
487,Bild::N,сӑн,slika
488,Bild::N,сӑнлӑх,slika
489,Bild::N,картина,slika
490,Figur::N,кӗлетке,figura
491,Puppe::N,пукане,lutka
492,Beutel::N,михӗ,kesa
493,Bündel::N,ҫыхӑ,snop
494,Bündel::N,ҫыхӑ,svežanj
495,Bündel::N,тӗрке,snop
496,Bündel::N,тӗрке,svežanj
497,Tasche::N,сумка,torba
498,Tasche::N,сумка,taška
499,Eimer::N,витре,kabao
500,Deckel::N,хупӑ,poklopac
501,Geschirr::N,савӑт-сапа,suđe
502,Geschirr::N,савӑт-сапа,posuđe
503,Sack::N,михӗ,džak
504,Sack::N,михӗ,vreća
505,Tasse::N,курка,šalica
506,Topf::N,кастрюль,lonac
507,Kessel::N,хуран,kazan
508,Essen::N,апат,obrok
509,Nahrung::N,апат-ҫимӗс,hrana
510,Speise::N,апат,jelo
511,Speise::N,ҫимӗҫ,jelo
512,Fleisch::N,аш,meso
513,Fleisch::N,какай,meso
514,Getreide::N,тырӑ,žito
515,Getreide::N,тырӑ,žitarice
516,Brei::N,пӑтӑ,kaša
517,Brot::N,ҫӑкӑр,kruh
518,Scheibe::N,чӗлӗ,kriška
519,Scheibe::N,касӑк,kriška
520,Fett::N,ҫу,mast
521,Fett::N,ҫу,salo
522,Butter::N,ҫу,buter
523,Butter::N,ҫу,maslac
524,Öl::N,ҫу,ulje
525,Salz::N,тӑвар,sol
526,Suppe::N,яшка,supa
527,Honig::N,пыл,med
528,Milch::N,сӗт,mlijeko
529,Tee::N,чей,čaj
530,Leder::N,сӑран,koža
531,Wolle::N,ҫӑм,vuna
532,Stoff::N,тӗртӗм,štof
533,Stoff::N,тӗртӗм,tkanina
534,Nadel::N,йӗп,igla
535,Faden::N,ҫип,nit
536,Faden::N,ҫип,konac
537,Knopf::N,тӳме,dugme
538,Knoten::N,йӑлӑ,čvor
539,Knoten::N,йӑлӑ,uzao
540,Farbe::N,сӑрӑ,farba
541,Kleidung::N,тум,odjeća
542,Kleidung::N,ҫипуҫ,odjeća
543,Kleidung::N,тум-тир,odjeća
544,Hemd::N,кӗпе,košulja
545,Kragen::N,ҫуха,ovratnik
546,Ärmel::N,ҫанӑ,rukav
547,Hose::N,шӑлавар,hlače
548,Gürtel::N,пиҫиххи,pas
549,Gürtel::N,пиҫиххи,pojas
550,Mütze::N,ҫӗлӗк,kapa
551,Schuh::N,пушмак,cipela
552,Schuh::N,ботинок,cipela
553,Stiefel::N,атӑ,čizma
554,Ring::N,ҫӗрӗ,prsten
555,Band::N,хаю,vrpca
556,Band::N,йӗсме,vrpca
557,Kamm::N,тура,češalj
558,Spiegel::N,тӗкӗр,zrcalo
559,Spiegel::N,тӗкӗр,ogledalo
560,Spiegel::N,куҫ кӗски,zrcalo
561,Spiegel::N,куҫ кӗски,ogledalo
562,Riemen::N,чӗн,kaiš
563,Riemen::N,чӗн,remen
564,Schnur::N,кантра,vrpca
565,Leine::N,касмӑк,uzica
566,Decke::N,утиял,ćebe
567,Decke::N,утиял,pokrivač
568,Kissen::N,ҫытар,jastuk
569,Kissen::N,минтер,jastuk
570,Tuch::N,тутӑр,rubac
571,Tuch::N,тутӑр,marama
572,Handtuch::N,ал шӑлли,ručnik
573,Kraft::N,вӑй,snaga
574,Kraft::N,хӑват,snaga
575,Stärke::N,хал,jakost
576,Stärke::N,хӑват,jakost
577,Gesundheit::N,хал,zdravlje
578,Gesundheit::N,сывлӑх,zdravlje
579,Krankheit::N,чир,bolest
580,Schmerz::N,ырату,bol
581,Wunde::N,суран,rana
582,Fieber::N,сив чир,groznica
583,Arznei::N,эмел,lijek
584,Brücke::N,кӗпер,most
585,Brücke::N,кӗпер,ćuprija
586,Brunnen::N,ҫӑл,bunar
587,Brunnen::N,ҫӑл,zdenac
588,Brunnen::N,пусӑ,bunar
589,Brunnen::N,пусӑ,zdenac
590,Weide::N,ҫаран,paša
591,Weide::N,ҫаран,pašnjak
592,Pfad::N,йӗр,staza
593,Pfad::N,сукмак,staza
594,Weg::N,ҫул,put
595,Weg::N,ҫул-йӗр,put
596,Straße::N,ҫӳрев,drum
597,Straße::N,ҫӳрев,cesta
598,Straße::N,ҫул ҫӳрени,drum
599,Straße::N,ҫул ҫӳрени,cesta
600,Dorf::N,ял,selo
601,Stadt::N,хула,grad
602,Stadt::N,хула,varoš
603,Brief::N,ҫыру,list
604,Brief::N,ҫыру,pismo
605,Buch::N,кӗнеке,knjiga
606,Buchstabe::N,сас палли,slovo
607,Zeitung::N,хаҫат,novine
608,Leben::N,пурнӑҫ,život
609,Tod::N,вилӗм,smrt
610,Grab::N,масар шӑтӑкӗ,raka
611,Kirche::N,чиркӳ,crkva
612,Sünde::N,ҫылӑх,grijeh
613,Gott::N,турӑ,bog
614,Arbeiter::N,рабочи,radnik
615,Chef::N,пуҫлӑх,šef
616,Meister::N,ӑста,majstor
617,Meister::N,мастер,majstor
618,Arzt::N,врач,liječnik
619,Arzt::N,тухтӑр,liječnik
620,Lehrer::N,учитель,učitelj
621,Lehrer::N,вӗрентекен,učitelj
622,Geld::N,укҫа,novac
623,Geschäft::N,бизнес,posao
624,Geschäft::N,бизнес,trgovina
625,Laden::N,магазин,dućan
626,Preis::N,хак,cijena
627,Ware::N,тавар,roba
628,Nutzen::N,пайта,korist
629,Reichtum::N,мул,bogatstvo
630,Welt::N,тӗнче,svijet
631,Land::N,ҫӗр-шыв,zemlja
632,Staat::N,патшàлӑх,država
633,König::N,король,kralj
634,Macht::N,власть,moć
635,Macht::N,власть,vlast
636,Grenze::N,чикӗ,granica
637,Krieg::N,вӑрҫӑ,rat
638,Feind::N,тӑшман,neprijatelj
639,Gewalt::N,ирӗксӗрлӳ,sila
640,Gewalt::N,ирӗксӗрлӳ,nasilje
641,Kampf::N,кӗрешӳ,boj
642,Kampf::N,кӗрешӳ,borba
643,Bogen[Waffe]::N,ухӑ,luk
644,Pfeil::N,ҫӗмрен,strijela
645,Pfeil::N,ухӑ йӗппи,strijela
646,Gewehr::N,пӑшал,puška
647,Fehler::N,йӑнӑш,pogreška
648,Fehler::N,йӑнӑш,griješka
649,Lüge::N,суя,laž
650,Lüge::N,ултав,laž
651,Schaden::N,сиен,šteta
652,Unglück::N,шар,nesreća
653,Unglück::N,инкек,nesreća
654,Schuld::N,айӑп,krivnja
655,Alter::N,ҫул шучӗ,dob
656,Schluss::N,пӗтни,kraj
657,Schluss::N,пӗтни,konac
658,Schluss::N,пӗтмӗш,kraj
659,Schluss::N,пӗтмӗш,konac
660,Zeit::N,вӑхӑт,doba
661,Zeit::N,вӑхӑт,vrijeme
662,Tag::N,кун,dan
663,Morgen::N,ир,jutro
664,Mittag::N,кӑнтӑрла,podne
665,Abend::N,каҫ,veče
666,Abend::N,каҫ,večer
667,Nacht::N,каҫ,noć
668,Woche::N,эрне,sedmica
669,Monat::N,уйӑх,mjesec
670,Jahr::N,ҫулталӑк,godina
671,Frühling::N,ҫур,proljeće
672,Frühling::N,ҫуркунне,proljeće
673,Sommer::N,ҫу,ljeto
674,Sommer::N,ҫулла,ljeto
675,Herbst::N,кӗр,jesen
676,Herbst::N,кӗркунне,jesen
677,Winter::N,хӗл,zima
678,Winter::N,хӗлле,zima
679,Januar::N,январь,januar
680,Januar::N,январь,siječanj
681,Februar::N,февраль,veljača
682,Februar::N,февраль,februar
683,Februar::N,кӗҫӗн кӑрлач,veljača
684,Februar::N,кӗҫӗн кӑрлач,februar
685,März::N,март,mart
686,März::N,март,ožujak
687,März::N,пуш уйӑхӗ,mart
688,März::N,пуш уйӑхӗ,ožujak
689,April::N,апрель,april
690,April::N,апрель,travanj
691,Mai::N,май,maj
692,Mai::N,май,svibanj
693,Juni::N,июнь,juni
694,Juni::N,июнь,lipanj
695,Juli::N,июль,juli
696,Juli::N,июль,srpanj
697,August::N,август,august
698,August::N,август,kolovoz
699,September::N,сентябрь,rujan
700,September::N,сентябрь,septembar
701,September::N,авӑн уйӑхӗ,rujan
702,September::N,авӑн уйӑхӗ,septembar
703,Oktober::N,октябрь,oktobar
704,Oktober::N,октябрь,listopad
705,November::N,ноябрь,studeni
706,November::N,ноябрь,novembar
707,Dezember::N,раштав,prosinac
708,Dezember::N,декабрь,prosinac
709,Montag::N,тунти кун,ponedjeljak
710,Montag::N,тунти кун,ponedjeljnik
711,Dienstag::N,ытлари кун,utorak
712,Dienstag::N,ытлари кун,utornik
713,Mittwoch::N,юн кун,srijeda
714,Donnerstag::N,кӗҫнерни кун,četvrtak
715,Freitag::N,эрне кун,petak
716,Samstag::N,шӑмат кун,subota
717,Sonntag::N,вырсарни кун,nedjelja
718,groß::A,пысӑк,velik
719,klein::A,пӗчӗк,mali
720,klein::A,пӗчӗк,malen
721,lang::A,вӑрӑм,dug
722,lang::A,вӑрӑм,dugačak
723,kurz::A,кӗске,kratak
724,breit::A,сарлака,širok
725,schmal::A,ансӑр,uski
726,schmal::A,ансӑр,uzak
727,dicht::A,йӑвӑ,gust
728,dick[Gegenstand]::A,хулӑн,debeo
729,dünn::A,ҫинҫе,tanak
730,dünn::A,ҫӳхе,tanak
731,fein::A,тарай,fin
732,fein::A,тарай,tanak
733,fein::A,вӗлтӗрти,fin
734,fein::A,вӗлтӗрти,tanak
735,fest::A,тӗреклӗ,čvrst
736,flach::A,лаптак,ravan
737,flach::A,лаптак,plosnat
