,Concept_ID,mn,ady
127,Fluss::N,мөрөн,псыхъо́
128,Ufer::N,эрэг,нэпкъы
129,Küste::N,эрэг,ӏушъо
130,Festland::N,хуурай газар,чӏл́ыгу
131,Meer::N,далай,хы
132,Meer::N,тэнгис,хы
133,Bucht::N,булан,хыблыгу
134,Bucht::N,далайн тохой,хыблыгу
135,Insel::N,арал,хыгъэхъу́н
136,Blume::N,цэцэг,къэгъа́гь
137,Gras::N,өвс,уцы́
138,Gras::N,ногоо,уцы́
139,Wurzel::N,үндэс,лъапсэ́
140,Baum::N,мод,чъыгы́
141,Stamm::N,иш,пкъы
142,Stamm::N,гуалин,пкъы
143,Rinde::N,холтос,пхъашъо́
144,Ast::N,гишүү,куамэ
145,Zweig::N,салаа,къутамэ́
146,Blatt::N,навч,тхьап
147,Birke::N,хус,пчэн
148,Kiefer[Baum]::N,нарс,сэснэй
149,Weide[Baum]::N,уд,пце́л
150,Weide[Baum]::N,бургас,пце́л
151,Tanne::N,гачуур,ель
152,Horn::N,эвэр,бжъэ
153,Feder::N,өд,къамӏы́й
154,Fell::N,арьс,шъо
155,Flügel::N,жигүүр,тамэ́
156,Flügel::N,далавч,тамэ́
157,Klaue::N,савар,лъэбжъа́н
158,Klaue::N,хумс,лъэбжъа́н
159,Kralle::N,савар,лъакъо
160,Schwanz::N,сүүл,кӏэ
161,Ei::N,өндөг,кӏэнкӏэ́
162,Nest::N,үүр,набгъо́
163,Bau::N,нүх,гъу
164,Bau::N,нүх,бы
165,Bau::N,элүү,гъу
166,Bau::N,элүү,бы
167,Tier::N,амьтан,псэу́шъхь
168,Tier::N,адгуус,псэу́шъхь
169,Herde::N,сүрэг,ӏэхъогъу
170,Kuh::N,үнээ,чэмы́
171,Bulle::N,бух,цу
172,Pferd::N,морь,шы
173,Pferd::N,адуу,шы
174,Schaf::N,хонь,мэлы́
175,Schwein::N,гахай,къо
176,Hund::N,нохой,бьэ
177,Katze::N,муур,чэты́у
178,Katze::N,мигуй,чэты́у
179,Bär::N,баавгай,мышъэ́
180,Eichhörnchen::N,хэрэм,цызэ́
181,Elch::N,хандгай,лось
182,Fuchs::N,үнэг,баджэ́
183,Hase::N,туулай,тхьакӏумкӏы́хь
184,Maus::N,хулгана,цыгъо́
185,Wolf::N,чоно,тыгъу́жъ
186,Vogel::N,шувуу,бзы́у
187,Schwarm::N,сүрэг,отэр
188,Huhn::N,тахиа,чэты́
189,Hahn::N,эр тахиа,атакъэ́
190,Gans::N,галуу,къа́з
191,Adler::N,бүргэд,
192,Ente::N,нугас,псычэ́т
193,Eule::N,ууль,тыгъурыгъу
194,Kranich::N,тогоруу,къэрэ́у
195,Krähe::N,хэрээ,къолэ́жъ
196,Kuckuck::N,хөхөө,куку́у
197,Schwan::N,хун,
198,Fisch::N,загас,пцэжъы́й
199,Barsch::N,алгана,тхыкъэц
200,Hecht::N,цурхай,лэнд
201,Schlange[Tier]::N,могой,блэ́
202,Wurm::N,өт,хьамлыу
203,Wurm::N,хорхой,хьамлыу
204,Spinne::N,аалз,бэдж
205,Ameise::N,шоргоолж,къамзэ́гу
206,Laus::N,бөөс,цӏэ
207,Mücke::N,шумуул,аргъо́й
208,Fliege::N,ялаа,бадзэ́
209,Schmetterling::N,эрвээхэй,хьампӏыра́шъу
210,Beere::N,жимсгэнэ,маткӏо
211,Apfel::N,алим,мыӏэры́с
212,Pilz::N,мөөг,хьаӏу
213,Zwiebel::N,сонгино,бжьыны́
214,Saat::N,тариа,чылапхъ
215,Korn::N,үр,цэ
216,Korn::N,мөхлөг,цэ
217,Heu::N,өвс,мэкъу
218,Schale::N,хальс,кӏы́шъу
219,Grube::N,алам,машэ́
220,Grube::N,нүх,машэ́
221,Falle::N,хавх,зэраубытырэ́ ӏэмэпсы́м
222,Falle::N,занга,зэраубытырэ́ ӏэмэпсы́м
223,Schlinge::N,урхи,бзыуубыт
224,Spur::N,мөр,ужы
225,Spur::N,мөр,лъэуж
226,Asche::N,үнс,яжьэ́
227,Dreck::N,хир,псынжъы
228,Eisen::N,төмөр,гыучӏы́
229,Eisen::N,төмөр,къэнджа́л
230,Gold::N,алт,дышъэ́
231,Silber::N,мөнгө,тыжьы́н
232,Kohle::N,нүүрс,шӏомыкӏ
233,Glas::N,шил,апч
234,Lehm::N,шавар,етӏагъо́
235,Sand::N,элс,пшахъо
236,Mensch::N,хүн,цӏыфы́
237,Mann::N,эр,хъулъфы́гъ
238,Mann::N,эрэгтэй,хъулъфы́гъ
239,Frau::N,эмэгтэй,бӏылъфыгъэ́
240,Frau::N,хатагтай,бӏылъфыгъэ́
241,Kind::N,хүүхэд,кӏэлэцӏы́кӏу
242,Junge::N,хүү,кӏэлэцӏы́кӏу
243,Mädchen::N,охин,пшъэшъэжъый
244,Mädchen::N,бүсгүй,пшъэшъэжъый
245,Familie::N,айл,быны́
246,Familie::N,айл,уна́гъу
247,Großvater::N,өвгөн аав,тэтэ́жъ
248,Großmutter::N,эмэг эх,нэнэ́жъ
249,Großmutter::N,эмгээ,нэнэ́жъ
250,Eltern::N,эцэг эх,ны-тыхэ́р
251,Vater::N,аав,ты
252,Vater::N,эцэг,ты
253,Mutter::N,эх,ны
254,Mutter::N,ээж,ны
255,Sohn::N,хүү,къо
256,Tochter::N,охин,пхъу
257,Bruder::N,ах,шы
258,Bruder::N,дүү,шы
259,Schwester::N,эгч,шы́пхъу
260,Schwester::N,охин дүү,шы́пхъу
261,Onkel::N,авга ах,янэ́ш
262,Onkel::N,нагац ах,янэ́ш
263,Tante::N,авга эгч,атэшыпхъу
264,Tante::N,нагац эгч,атэшыпхъу
265,Ehemann::N,нөхөр,лӏы
266,Ehefrau::N,эхнэр,шъу́з
267,Ehefrau::N,гэргий,шъу́з
268,Freude::N,баяр,гушӏуа́гъу
269,Freude::N,баясгалан,гушӏуа́гъу
270,Gelächter::N,инээдэм,щхыныр
271,Glück::N,жаргалан,насы́п
272,Kummer::N,гаслан,тхьамыкӏагъу
273,Wunsch::N,ерөөл,шӏонгъоны́гъ
274,Lust::N,дур,шӏонгъоны́гъ
275,Lust::N,хүсэл,шӏонгъоны́гъ
276,Geist::N,оюун,гу
277,Gedanke::N,сэтгэл,гупшыс
278,Gedächtnis::N,ой,память
279,Gedächtnis::N,цээж,память
280,Verstand::N,ухаан,акъы́л
281,Sinn::N,утга,мэхьанэ
282,Grund::N,учир,ушъхьагъу
283,Wahrheit::N,үнэн,шъыпкъэ́
284,Gespräch::N,яриа,гущыӏ
285,Märchen::N,явган үлгэр,пшысэ
286,Erzählung::N,тууж,къэба́р
287,Nachricht::N,мэдээ,къэба́р
288,Neuigkeit::N,сонин,къэбарыкӏ
289,Name::N,нэр,цӏэ
290,Rätsel::N,оньсого,коджэхь-къоджэшх
291,Rede::N,хэлсэн үг,гущыӏ
292,Sprache::N,хэл,бзэ
293,Stimme::N,дуу,макъэ́
294,Wort::N,үг,гущыӏ
295,Zeichen::N,тамга,тамы́гъ
296,Zeichen::N,тэмдэг,тамы́гъ
297,Ruf::N,дуудлага,джэ макъ
298,Lärm::N,шуугиан,макъэ
299,Lärm::N,чимээ,макъэ
300,Laut::N,анир,макъэ
301,Laut::N,дуу,макъэ
302,Ton::N,авиа,
303,Ton::N,аялгуу,
304,Lied::N,дуу,орэ́д
305,Ruhe::N,энх,самбырыныгъ
306,Ruhe::N,тайван,самбырыныгъ
307,Leute::N,хүмүүс,цӏыфхэ́р
308,Volk::N,улс,цӏыф лъэпкъ
309,Arbeit::N,ажил,ӏофшӏакӏэ́н
310,Arbeit::N,хөдөлмөр,ӏофшӏакӏэ́н
311,Gast::N,зочин,хьакӏэ́
312,Gast::N,айлчин,хьакӏэ́
313,Geschenk::N,бэлэг,шӏухьафтын
314,Spiel::N,наадам,еоны́р
315,Spiel::N,наадам,джэгуны́р
316,Spiel::N,наадам,къегъэӏоны́р
317,Spiel::N,тоглоом,еоны́р
318,Spiel::N,тоглоом,джэгуны́р
319,Spiel::N,тоглоом,къегъэӏоны́р
320,Gesellschaft::N,хамт байх,обществ
321,Hilfe::N,тусламж,ӏэпыӏэгъу
322,Freund::N,найз,ныбджэгъу
323,Freund::N,нөхөр,ныбджэгъу
324,Kamerad::N,хань,ныбджэгъу
325,Kamerad::N,нөхөр,ныбджэгъу
326,Angelegenheit::N,хэрэг,ӏофы́
327,Anzahl::N,тоо,пчъагъэ́
328,Art::N,төрөл,изэрэщы́т
329,Art::N,төрөл,лъэпкъ
330,Art::N,янз,изэрэщы́т
331,Art::N,янз,лъэпкъ
332,Stück::N,хэсэг,такъы́р
333,Teil::N,хувь,щыщ
334,Teil::N,хувь,ӏахь
335,Teil::N,хэсэг,щыщ
336,Teil::N,хэсэг,ӏахь
337,Hälfte::N,хагас,ныкъо́
338,Kreis::N,тойрог,хъура́й
339,Kreis::N,хүрээ,хъура́й
340,Kreuz::N,загалмай,къащ
341,Linie::N,шугам,хъахъ
342,Linie::N,шугам,итхъа́гъ
343,Strich::N,зураас,хъахъ
344,Strich::N,зураас,итхъагъ
345,Abstand::N,зай,азыфагу
346,Entfernung::N,зай,чӏыгууанэ
347,Entfernung::N,хол ойр,чӏыгууанэ
348,Gegend::N,хавь,чӏыпӏэ́
349,Gegend::N,газар,чӏыпӏэ́
350,Platz::N,зай,азыфагу
351,Platz::N,завсар,азыфагу
352,Ort::N,газар,чӏыпӏэ́
353,Ort::N,байр,чӏыпӏэ́
354,Seite::N,тал,лъэны́къу
355,Seite::N,этгээд,лъэны́къу
356,Mitte::N,төв,гузэ́гу
357,Mitte::N,дунд,гузэ́гу
358,Gegenstand::N,юм,пкъыгъо
359,Sache::N,үйл,
360,Sache::N,хэрэг,
361,Rand::N,зах,цакӏэ́
362,Rand::N,хөвөө,цакӏэ́
363,Kante::N,ирмэг,цэгэналъ
364,Ecke::N,өнцөг,къогъу
365,Spitze::N,үзүүр,пакӏэ
366,Ende::N,зах,кӏэ
367,Ende::N,үзүүр,кӏэ
368,Loch::N,цоорхой,гъуа́н
369,Loch::N,онгорхой,гъуа́н
370,Winkel::N,өнцөг,къогъу
371,Muster::N,хээ,тхыпхъэ
372,Muster::N,угалз,тхыпхъэ
373,Größe::N,хэмжээ,иина́гъ
374,Länge::N,урт,икӏыхьа́гъ
375,Höhe::N,өндөр,лъэгагъ
376,Gewicht::N,жин,онтэгъугъэ́
377,Menge::N,тоо,пчъагъэ́
378,Haufen::N,бөөн,ӏат
379,Reihe::N,эгнээ,саты́р
380,Boot::N,завь,къуашъо́
381,Ruder::N,сэлүүр,къошъобэ́щ
382,Schlitten::N,чарга,
383,Ski::N,цана,лыжэхэр
384,Lagerfeuer::N,түүдэг,пхъэмашӏу
385,Last::N,ачаа,
386,Gang::N,явдал,кӏоныр
387,Schritt::N,алхам,лъэубэ́къу
388,Norden::N,умар,темы́р
389,Süden::N,урд,къыблэ́
390,Süden::N,өмнө,къыблэ́
391,Westen::N,өрнө,тыгъэкъохьа́пӏ
392,Westen::N,баруун,тыгъэкъохьа́пӏ
393,Osten::N,зүүн,тыгьэкъокӏы́пӏ
394,Osten::N,дорно,тыгьэкъокӏы́пӏ
395,Holz::N,мод,чъыгы́
396,Brett::N,банз,пхъэ́мбгъу
397,Platte::N,хавтан,упсыхьагъ
398,Stütze::N,тулгуур,кӏэгъэкъон
399,Stütze::N,тулга,кӏэгъэкъон
400,Stange::N,сургааг,къорэ́гъ
401,Stock::N,саваа,бэщ
402,Stab::N,таяг,бэщ кӏы́хь
403,Rohr::N,хоолой,онджэкъ
404,Haus::N,гэр,унэ́
405,Haus::N,байшин,унэ́
406,Heim::N,гэр,унэ́
407,Ofen::N,зуух,гъэжъэн
408,Ofen::N,пийшин,гъэжъэн
409,Fußboden::N,шал,джэхашъу
410,Tisch::N,ширээ,стол
411,Stuhl::N,сандал,пхъэнтӏэ́кӏу
412,Wiege::N,өлгий,кушъэ́
413,Bett::N,ор,пӏэкӏо́р
414,Regal::N,тавиур,мэкӏай
415,Kiste::N,авдар,ящык
416,Kiste::N,хайрцаг,ящык
417,Fenster::N,гэгээвч,шъхьаныгъу́пчъ
418,Tür::N,үүд,пчъэ
419,Tür::N,хаалга,пчъэ
420,Tor::N,хаалга,къэла́пчъ
421,Zaun::N,хашаа,шӏыхьагъэ́
422,Dach::N,дээвэр,шъхьэ́
423,Leiter::N,шат,лъэо́й
424,Leiter::N,шат,дэкӏояпӏэ́
425,Besen::N,хамуур,пхъэнкӏы́пхъ
426,Besen::N,туужуу,пхъэнкӏы́пхъ
427,Spaten::N,хүрз,къазгъы́р
428,Schaufel::N,хүрз,хэӏалъ
429,Gabel::N,сэрээ,цацэ
430,Löffel::N,халбага,джэмы́шх
431,Messer::N,хутга,шъэжъы́й
432,Nagel::N,хадаас,гъучӏыӏу́н
433,Netz::N,өөш,хъытыу
434,Netz::N,тор,хъытыу
435,Haken::N,гох,хьажтӏаркъу
436,Griff::N,иш,къопс
437,Griff::N,сэнж,къопс
438,Schloss::N,цуурга,ӏункӏы́бз
439,Schloss::N,цоож,ӏункӏы́бз
440,Bild::N,зураг,сурэ́т
441,Figur::N,баримал,
442,Puppe::N,хүүхэлдэй,нысхъа́п
443,Beutel::N,агсаа,дзыо́
444,Beutel::N,уут,дзыо́
445,Bündel::N,боодол,
446,Tasche::N,цүнх,ӏэлъмэ́къ
447,Eimer::N,хөнөг,щалъ
448,Eimer::N,хувин,щалъ
449,Deckel::N,таг,шъхьэ
450,Deckel::N,хавхаг,шъхьэ
451,Geschirr::N,сав суулга,хьакъу-шыкъу
452,Sack::N,шуудай,дзыо́
453,Tasse::N,аяга,чашк
454,Topf::N,тогоо,кастрюль
455,Kessel::N,тогоо,шыуа́н
456,Essen::N,идээ,шхэн
457,Nahrung::N,хүнс,шхэн
458,Speise::N,идээ,шхыныгъу
459,Fleisch::N,мах,лы
460,Getreide::N,будаа,лэжьыгъацэ́
461,Brei::N,богшмол,пӏастэ́
462,Brei::N,будаа,пӏастэ́
463,Brot::N,талх,хьалыгъу
464,Scheibe::N,зүсэм,такъы́р
465,Scheibe::N,хэрчим,такъы́р
466,Fett::N,өөх,дагъэ́
467,Butter::N,тос,тхъу
468,Öl::N,тос,тхъу
469,Salz::N,давс,щыгъу
470,Suppe::N,шөл,хьантхъупс
471,Honig::N,бал,шъоу́
472,Milch::N,сүү,щэ
473,Tee::N,цай,щай
474,Leder::N,арьс,кӏы́шъу
475,Leder::N,савхи,кӏы́шъу
476,Wolle::N,ноос,цы
477,Wolle::N,унгас,цы
478,Stoff::N,бөс,шэкӏы
479,Nadel::N,зүү,бгъэ́хаӏу
480,Faden::N,боолт,ӏуда́н
481,Faden::N,утас,ӏуда́н
482,Knopf::N,товч,занкӏэу
483,Knoten::N,зангилаа,зэкъодзапӏэ
484,Farbe::N,будаг,краск
485,Kleidung::N,хувцас,щыгъы́ны
486,Hemd::N,цамц,джан
487,Kragen::N,зах заам,пшъапӏ
488,Ärmel::N,ханцуй,гъуап
489,Hose::N,өмд,гъончэ́дж
490,Gürtel::N,бүс,бгыры́пх
491,Mütze::N,малгай,паӏо́
492,Mütze::N,бүрх,паӏо́
493,Schuh::N,туфли,
494,Stiefel::N,гутал,щазым
495,Ring::N,бөгж,ӏэлъы́н
496,Band::N,тууз,лент
497,Kamm::N,сам,мажь
498,Spiegel::N,толь,гъундж
499,Riemen::N,тасам,бгыры́пх
500,Riemen::N,сур,бгыры́пх
501,Schnur::N,татлага,кӏапсэ́
502,Leine::N,оосор,шъокӏапс
503,Decke::N,хөнжил,чыхӏэн
504,Decke::N,хучлага,чыхӏэн
505,Kissen::N,дэр,шъхьант
506,Tuch::N,алчуур,шъхьэтехъу
507,Tuch::N,даавуу,шъхьэтехъу
508,Handtuch::N,алчуур,ӏаплъэкӏ
509,Kraft::N,чадал,къары́у
510,Kraft::N,чадал,кӏуачӏэ́
511,Kraft::N,хүч,къары́у
512,Kraft::N,хүч,кӏуачӏэ́
513,Stärke::N,эрч,кӏуачӏэ́
514,Stärke::N,тэнхээ,кӏуачӏэ́
515,Gesundheit::N,бие,псауныгъ
516,Gesundheit::N,эрүүл мэнд,псауныгъ
517,Krankheit::N,эмгэг,узы
518,Schmerz::N,өвчин,узы
519,Wunde::N,шарх,уӏагъэ́
520,Fieber::N,халуун,техьа́гъу
521,Fieber::N,халуун,жъоку
522,Arznei::N,эм,ӏэзэ́гъу
523,Brücke::N,гүүр,лъэмы́д ж
524,Brunnen::N,худаг,псынэ́
525,Weide::N,бэлчээр,хъупӏэ́
526,Pfad::N,жим,лъагъу
527,Pfad::N,зөрөг,лъагъу
528,Weg::N,зам,гъо́гу
529,Weg::N,харгуй,гъо́гу
530,Straße::N,зам,гъо́гу
531,Straße::N,харгуй,гъо́гу
532,Dorf::N,тосгон,къуа́дж
533,Dorf::N,гацаа,къуа́дж
534,Stadt::N,хот,къалэ́
535,Brief::N,захидал,тхэн
536,Brief::N,захидал,письмэ
537,Brief::N,захиа,тхэн
538,Brief::N,захиа,письмэ
539,Buch::N,ном,тхы́лъ
540,Buch::N,бичиг,тхы́лъ
541,Buchstabe::N,үсэг,хьары́ф
542,Zeitung::N,сонин,газет
543,Leben::N,амь,гъашӏэ́
544,Leben::N,амьдрал,гъашӏэ́
545,Tod::N,үхэл,аджал
546,Grab::N,булш,бэны́
547,Kirche::N,сүм,чылы́с
548,Sünde::N,нүгэл,гунахь
549,Sünde::N,хилэнц,гунахь
550,Gott::N,бурхан,тхьэ
551,Arbeiter::N,ажилчин,рабоч
552,Arbeiter::N,хөдөлмөрчин,рабоч
553,Chef::N,дарга,гъэр
554,Meister::N,дархан,ӏэпыӏа́с
555,Arzt::N,эмч,
556,Lehrer::N,багш,кӏэлэегъа́дж
557,Geld::N,цаас,ахъщ
558,Geld::N,мөнгө,ахъщ
559,Geschäft::N,наймаа,ӏофшӏэн
560,Laden::N,дэлгүүр,туча́н
561,Preis::N,үнэ,уасэ́
562,Ware::N,таваар,хьап-щып
563,Ware::N,бараа,хьап-щып
564,Nutzen::N,ашиг,чар
565,Nutzen::N,ашиг,федэ́
566,Reichtum::N,баялаг,байныгъ
567,Welt::N,дэлхий,дуна́й
568,Welt::N,орчлон,дуна́й
569,Land::N,улс,хэгъэ́́гу
570,Land::N,орон,хэгъэ́́гу
571,Staat::N,төр,къэралыгъу
572,Staat::N,гүрэн,къэралыгъу
573,König::N,ван,пачъы́хь
574,Macht::N,засаг,шынэгъакзэ́
575,Grenze::N,хил,гъуна́пкъ
576,Krieg::N,дайн,зао́
577,Feind::N,дайсан,пы́и
578,Gewalt::N,хүчирхэх,егъэзыгъэныгъ
579,Kampf::N,тэмцэл,бэнэныгъ
580,Kampf::N,байлдаан,бэнэныгъ
581,Bogen[Waffe]::N,нум,щабз
582,Pfeil::N,годил,щэбза́щ
583,Pfeil::N,сум,щэбза́щ
584,Gewehr::N,буу,шхонч
585,Fehler::N,эндэл,хэукъоныгъ
586,Fehler::N,алдаа,хэукъоныгъ
587,Lüge::N,худал,пцӏы
588,Schaden::N,хор,зэра́р
589,Schaden::N,хөнөөл,зэра́р
590,Unglück::N,гай,тхьамыкӏагъу
591,Unglück::N,гамшиг,тхьамыкӏагъу
592,Schuld::N,гэм,мысагъэ́
593,Schuld::N,буруу,мысагъэ́
594,Alter::N,нас,ныбжь
595,Schluss::N,эцэс,кӏэ
596,Schluss::N,төгсгөл,кӏэ
597,Zeit::N,цаг,уахътэ́
598,Tag::N,өдөр,мафэ́
599,Morgen::N,өглөө,пчэды́жь
600,Mittag::N,үд,щэджагьу́
601,Abend::N,үдэш,пчыхьэ́
602,Nacht::N,шөнө,чэщы́
603,Woche::N,долоо хоног,тхьамафэ́
604,Monat::N,сар,мазэ́
605,Jahr::N,жил,илъэ́с
606,Frühling::N,хавар,гъатхэ́
607,Sommer::N,зун,гъэмафэ́
608,Herbst::N,намар,бжыхьэ́
609,Winter::N,өвөл,кӏыма́ф
610,Januar::N,нэгдүгээр сар,январь
611,Februar::N,хоёрдугаар сар,февраль
612,März::N,гуравдугаар сар,март
613,April::N,дөрөвдүгээр сар,апрель
614,Mai::N,тавдугаар сар,май
615,Juni::N,зургаадугаар сар,июнь
616,Juli::N,долдугаар сар,июль
617,August::N,наймдугаар сар,август
618,September::N,есдүгээр сар,сентябрь
619,Oktober::N,аравдугаар сар,октябрь
620,November::N,арван нэгдүгээр сар,ноябрь
621,Dezember::N,арван хоёрдугаар сар,декабрь
622,Montag::N,даваа,блыпэ́
623,Dienstag::N,мягмар,гъубдж
624,Mittwoch::N,лхагва,бэрэскэжъый
625,Donnerstag::N,пүрэв,мэфэ́ку
626,Freitag::N,баасан,бэрэскэшху
627,Samstag::N,бямба,шэмбэ́т
628,Sonntag::N,ням,тхьаума́ф
629,groß::A,их,ины́
630,groß::A,том,ины́
631,klein::A,бага,цӏы́кӏу
632,klein::A,жаахан,цӏы́кӏу
633,lang::A,урт,кӏыхьэ́
634,kurz::A,охор,кӏэкӏы́
635,kurz::A,богино,кӏэкӏы́
636,breit::A,өргөн,шъуамбгъо́
637,schmal::A,уйтан,бгъузэ́
638,schmal::A,нарийн,бгъузэ́
639,dicht::A,нягт,ӏужъу́
640,dicht::A,чигжүү,ӏужъу́
641,dick[Gegenstand]::A,зузаан,ӏужъу́
642,dünn::A,нимгэн,пӏуакӏэ́
643,fein::A,нарийн,пӏуакӏэ́
644,fest::A,бөх,пытэ́
645,fest::A,хатуу,пытэ́
646,flach::A,хавтгай,тешъо́
647,glatt::A,цагаан,зэны́бжь
648,hart::A,хатуу,пытэ́
649,weich::A,зөөлөн,шъабэ́
650,rund::A,дугуй,хъура́й
651,rund::A,дугариг,хъура́й
652,spitz::A,шовх,папцӏэ́
653,spitz::A,шовгор,папцӏэ́
654,scharf::A,хурц,чан
655,scharf::A,иртэй,чан
656,stumpf::A,мохоо,цако́
657,schwer::A,хүнд,онтэ́гъу
658,schön::A,гуа,дахэ́
659,schön::A,сайхан,дахэ́
660,heiß::A,халуун,жъо́ркъ
661,warm::A,дулаан,фабэ́у
662,kalt::A,хүйтэн,чъыӏэ́
663,kühl::A,сэрүүн,чъыӏэтагъ
664,frisch::A,эрүүл,чъыӏэтагъ
665,frisch::A,жихүүн,чъыӏэтагъ
666,feucht::A,чийгтэй,шынагъэ зиӏэ
667,feucht::A,чийгтэй,шынэгъакӏэ зиӏэ
668,nass::A,нойтон,цӏынэ́
669,trocken::A,хатсан,гъушъ
670,trocken::A,хатсан,чъэпхъыгъ
671,voll::A,дүүрэн,из
672,voll::A,дүүрэн,изыбз
673,leer::A,хоосон,нэкӏы́
674,offen::A,онгорхой,зэдэхыгъэ
