,Concept_ID,cv,el
1303,anbinden::V,кӑкар,δένω
1304,füttern::V,ҫитер,ταΐζω
1305,melken::V,су,αρμέγω
1306,hacken::V,вакла,κόβω
1307,gießen::V,шӑвар,ποτίζω
1308,reifen::V,пиҫ,ωριμάζω
1309,zubereiten::V,пӗҫер,ετοιμάζω
1310,kochen::V,пӗҫер,βράζω
1311,backen::V,пӗҫер,ψήνω
1312,braten::V,ӑшала,τηγανίζω
1313,umrühren::V,хутӑштар,ανακατεύω
1314,stricken::V,ҫых,πλέκω
1315,nähen::V,ҫӗле,ράβω
1316,färben::V,пӗвет,βάφω
1317,färben::V,пӗвет,χρωματίζω
1318,reinigen::V,тасат,καθαρίζω
1319,waschen::V,ҫу,πλένω
1320,abwischen::V,шӑл,σφουγγίζω
1321,spülen::V,чӳхе,ξεπλένω
1322,fegen::V,шӑл,σκουπίζω
1323,kehren::V,шӑл,σκουπίζω
1324,baden::V,шыва кӗр,κάνω μπάνιο
1325,sich waschen::V,ҫӑвӑн,πλένομαι
1326,ausziehen::V,салан,βγάζω
1327,anziehen::V,тӑхӑн,φορώ
1328,sich anziehen::V,тӑхӑн,ντύνομαι
1329,kämmen::V,тура,χτενίζω
1330,schmücken::V,илемлет,στολίζω
1331,sagen::V,те,λέω
1332,sprechen::V,кала,μιλώ
1333,reden::V,сӑмахла,μιλώ
1334,reden::V,сӑмахла,κουβεντιάζω
1335,reden::V,калаҫ,μιλώ
1336,reden::V,калаҫ,κουβεντιάζω
1337,sich unterhalten::V,пупле,συνομιλώ
1338,sich unterhalten::V,пупле,κουβεντιάζω
1339,fragen::V,ыйт,ρωτώ
1340,bitten::V,ыйт,ζητώ
1341,bitten::V,ыйт,παρακαλώ
1342,erzählen::V,каласа пар,διηγούμαι
1343,mitteilen::V,пӗлтер,πληροφορώ
1344,mitteilen::V,хыпарла,πληροφορώ
1345,nennen::V,те,ονομάζω
1346,nennen::V,чӗн,ονομάζω
1347,rufen::V,чӗн,φωνάζω
1348,prahlen::V,мухтан,καυχιέμαι
1349,prahlen::V,вӗҫкӗнлен,καυχιέμαι
1350,übersetzen::V,куҫар,μεταφράζω
1351,denken::V,шухӑшла,σκέφτομαι
1352,glauben::V,ӗнен,πιστεύω
1353,bemerken::V,асӑрха,παρατηρώ
1354,erkennen::V,палла,αναγνωρίζω
1355,begreifen::V,ӑнлан,καταλαβαίνω
1356,verstehen::V,пӗл,ακούω
1357,lernen::V,вӗрен,μαθαίνω
1358,wissen::V,пӗл,ξέρω
1359,wissen::V,ӑнкар,ξέρω
1360,sich erinnern an::V,аса ил,θυμάμαι
1361,vergessen::V,ман,ξεχνώ
1362,vergessen::V,манса кай,ξεχνώ
1363,messen::V,виҫ,μετρώ
1364,zählen::V,шутла,μετρώ
1365,rechnen::V,шутла,λογαριάζω
1366,lesen::V,вула,διαβάζω
1367,malen::V,ӳкер,ζωγραφίζω
1368,zeichnen::V,ӳкер,σχεδιάζω
1369,schreiben::V,ҫыр,γράφω
1370,besitzen::V,тыт,κατέχω
1371,kaufen::V,ил,αγοράζω
1372,kaufen::V,туян,αγοράζω
1373,verkaufen::V,сут,πουλώ
1374,bezahlen::V,тӳле,πληρώνω
1375,zahlen::V,тӳле,πληρώνω
1376,beherrschen::V,тыт,κυριαρχώ
1377,ertragen::V,тӳс,βαστώ
1378,ertragen::V,тӳс,αντέχω
1379,Bauch::N,,κοιλιά
