,Concept_ID,cv,el
178,Elch::N,пӑши,άλκη
179,Fuchs::N,тилӗ,αλεπού
180,Hase::N,куян,λαγός
181,Hase::N,мулкач,λαγός
182,Maus::N,шӑши,ποντικός
183,Wolf::N,кашкӑр,λύκος
184,Vogel::N,кайӑк,πουλί
185,Vogel::N,вӗҫен кайӑк,πουλί
186,Schwarm::N,ушкӑн,σμήνος
187,Huhn::N,чӑх,κότα
188,Huhn::N,чӑх,όρνιθα
189,Huhn::N,чӑхӑ,κότα
190,Huhn::N,чӑхӑ,όρνιθα
191,Hahn::N,автан,πετεινός
192,Gans::N,хур,χήνα
193,Adler::N,ӑмӑрт кайӑк,αετός
194,Ente::N,кӑвакал,πάπια
195,Eule::N,тӑмана,κουκουβάγια
196,Kranich::N,тӑрна,γερανός
197,Krähe::N,ула курак,καρακάξα
198,Kuckuck::N,куккук,κούκος
199,Schwan::N,акӑш,κύκνος
200,Fisch::N,пулӑ,ψάρι
201,Barsch::N,уланкӑ,πέρκα
202,Hecht::N,ҫӑрттан,λούτσος
203,Schlange[Tier]::N,ҫӗлен,φίδι
204,Wurm::N,ӑман,σκουλήκι
205,Spinne::N,эрешмен,αράχνη
206,Ameise::N,кӑткӑ,μυρμήγκι
207,Laus::N,пыйтӑ,ψείρα
208,Mücke::N,вӑрӑм туна,κουνούπι
209,Fliege::N,шӑна,μύγα
210,Schmetterling::N,лӗпӗш,πεταλούδα
211,Beere::N,ҫырла,ρόγα
212,Apfel::N,улма,μήλο
213,Apfel::N,пан улми,μήλο
214,Pilz::N,кӑмпа,μανιτάρι
215,Zwiebel::N,сухан,κρεμμύδι
216,Saat::N,вӑрӑ,σπόρος
217,Korn::N,тӗшӗ,σπυρί
218,Korn::N,пӗрчӗ,σπυρί
219,Heu::N,утӑ,σανός
220,Schale::N,хупӑ,τσόφλι
221,Grube::N,шӑтӑк,λάκκος
222,Falle::N,тапӑ,παγίδα
223,Falle::N,капкӑн,παγίδα
224,Schlinge::N,йӑлӑ,θηλειά
225,Spur::N,йӗр,ίχνος
226,Asche::N,кӗл,στάχτη
227,Dreck::N,пылчӑк,βρωμιά
228,Eisen::N,тимӗр,σίδερο
229,Gold::N,ылтӑн,μάλαμα
230,Gold::N,ылтӑн,χρυσάφι
231,Silber::N,кӗмӗл,ασήμι
232,Silber::N,кӗмӗл,άργυρος
233,Kohle::N,кӑмрӑк,κάρβουνο
234,Glas::N,кӗленче,γυαλί
235,Lehm::N,тӑм,πηλός
236,Sand::N,хӑйӑр,άμμος
237,Mensch::N,ҫын,άνθρωπος
238,Mensch::N,этем,άνθρωπος
239,Mann::N,ар,άνδρας
240,Frau::N,хӗрарӑм,γυναίκα
241,Kind::N,ача,παιδί
242,Junge::N,ача,αγόρι
243,Junge::N,ар ҫын ача,αγόρι
244,Mädchen::N,хӗр ача,κοπέλα
245,Mädchen::N,хӗр ача,κορίτσι
246,Familie::N,ҫемье,οικογένεια
247,Familie::N,кил-йыш,οικογένεια
248,Großvater::N,кукаҫи,παππούς
249,Großmutter::N,кукамай,γιαγιά
250,Eltern::N,аҫа-ама,γονείς
251,Vater::N,атте,πατέρας
252,Mutter::N,анне,μητέρα
253,Sohn::N,ывӑл,γιος
254,Tochter::N,хӗр,κόρη
255,Bruder::N,ар тӑван,αδελφός
256,Schwester::N,аппа,αδελφή
257,Schwester::N,йӑмӑк,αδελφή
258,Onkel::N,мучи,θείος
259,Onkel::N,пичче,θείος
260,Tante::N,аппа,θεία
261,Ehemann::N,упӑшка,σύζυγος
262,Ehefrau::N,арӑм,σύζυγος
263,Freude::N,савӑнӑҫ,χαρά
264,Freude::N,хаваслӑх,χαρά
265,Gelächter::N,кулӑ,γέλια
266,Glück::N,телей,ευτυχία
267,Glück::N,ӑраскал,ευτυχία
268,Kummer::N,хурлӑх,έγνοια
269,Wunsch::N,ӗмӗт,επιθυμία
270,Wunsch::N,кӑмӑл,επιθυμία
271,Lust::N,кӑмӑл,όρεξη
272,Geist::N,чун-чӗм,πνέυμα
273,Geist::N,ыр-усал,πνέυμα
274,Geist::N,чун хавалӗ,πνέυμα
275,Gedanke::N,шухӑш,σκέψη
276,Gedächtnis::N,ас,μνήμη
277,Verstand::N,ӑс,νους
278,Verstand::N,ӑс-тӑн,νους
279,Verstand::N,ӑс-хакӑл,νους
280,Sinn::N,тупсӑм,νόημα
281,Sinn::N,пӗлтерӗш,νόημα
282,Grund::N,сӑлтав,λόγος
283,Wahrheit::N,чӑнлӑх,αλήθεια
284,Gespräch::N,калаҫу,συνομιλία
285,Märchen::N,юмах,παραμύθι
286,Erzählung::N,акалав,διήγημα
287,Erzählung::N,каласа пани,διήγημα
288,Nachricht::N,хыпар,είδηση
289,Neuigkeit::N,ҫӗнӗ хыпар,νέο
290,Name::N,ят,όνομα
291,Rätsel::N,сутмалли юмах,αίνιγμα
292,Rede::N,сӑмах,λόγος
293,Rede::N,сӑмах,ομιλία
294,Sprache::N,чӗлхе,γλώσσα
295,Stimme::N,сасӑ,φωνή
296,Wort::N,сӑмах,λέξη
297,Zeichen::N,паллӑ,σημείο
298,Ruf::N,йыхрав,κραυγή
299,Ruf::N,чӗнӳ,κραυγή
300,Lärm::N,шав,θόρυβος
301,Laut::N,сасӑ,ήχος
302,Ton::N,сасӑ,ήχος
303,Ton::N,сасӑ,τόνος
304,Lied::N,юрӑ,τραγούδι
305,Ruhe::N,канӑҫлӑх,ησυχία
306,Ruhe::N,лӑпкӑлӑх,ησυχία
307,Leute::N,ҫамрӑксем,κόσμος
308,Leute::N,ҫамрӑксем,άνθρωποι
309,Leute::N,ҫамрӑк ҫынсем,κόσμος
310,Leute::N,ҫамрӑк ҫынсем,άνθρωποι
311,Volk::N,халӑх,λαός
312,Arbeit::N,ӗҫхӗл,εργασία
313,Arbeit::N,ӗҫлев,εργασία
314,Gast::N,хӑна,επισκέπτης
315,Geschenk::N,парне,δώρο
316,Geschenk::N,кучченеҫ,δώρο
317,Spiel::N,вӑйӑ,παιχνίδι
318,Gesellschaft::N,общество,κοινωνία
319,Hilfe::N,пулӑшу,βοήθεια
320,Freund::N,тус,φίλος
321,Kamerad::N,юлташ,σύντροφος
322,Kamerad::N,тус,σύντροφος
323,Angelegenheit::N,ӗҫ,υπόθεση
324,Anzahl::N,йыш,αριθμός
325,Anzahl::N,хисеп,αριθμός
326,Art::N,тӗс,είδος
327,Stück::N,татӑк,κομμάτι
328,Teil::N,пай,μέρος
329,Hälfte::N,ҫурӑ,μισό
330,Kreis::N,ункӑ,κύκλος
331,Kreis::N,ҫавракӑш,κύκλος
332,Kreuz::N,хӗрес,σταυρός
333,Linie::N,йӗр,γραμμή
334,Strich::N,йӗр,γραμμή
335,Abstand::N,хушӑ,απόσταση
336,Entfernung::N,хушӑ,απόσταση
337,Gegend::N,вырӑн,περιοχή
338,Gegend::N,вырӑн,τοποθεσία
339,Platz::N,хутлӑх,χώρος
340,Ort::N,вырӑн,τόπος
341,Seite::N,ен,πλευρά
342,Seite::N,аяк,πλευρά
343,Seite::N,айӑк,πλευρά
344,Mitte::N,варӑ,μέση
345,Gegenstand::N,япала,αντικείμενο
346,Sache::N,япала,πράγμα
347,Rand::N,вӗҫ,άκρη
348,Rand::N,вӗҫ,χείλος
349,Rand::N,хӗрӗ,άκρη
350,Rand::N,хӗрӗ,χείλος
351,Rand::N,хӗрри,άκρη
352,Rand::N,хӗрри,χείλος
353,Kante::N,хайкача,άκρη
354,Kante::N,хысак,άκρη
355,Ecke::N,кӗтес,γωνιά
356,Spitze::N,вӗҫ,μύτη
357,Ende::N,вӗҫ,άκρη
358,Loch::N,шӑтӑк,τρύπα
359,Winkel::N,кӗтес,γωνία
360,Muster::N,эреш,σχέδιο
361,Größe::N,пысӑкӑш,μέγεθος
362,Länge::N,вӑрӑмӑш,μήκος
363,Höhe::N,ҫӳллӗш,ύψος
364,Gewicht::N,виҫе,βάρος
365,Gewicht::N,йывӑрӑш,βάρος
366,Menge::N,йыш,ποσότητα
367,Haufen::N,купа,σωρός
368,Reihe::N,рет,αράδα
369,Boot::N,кимӗ,βάρκα
370,Ruder::N,кӗсмен,κουπί
371,Schlitten::N,ҫуна,έλκηθρο
372,Ski::N,йӗлтӗр,σκι
373,Lagerfeuer::N,вут,φωτιά
374,Lagerfeuer::N,кӑвайт,φωτιά
375,Last::N,сулмаклӑх,φορτίο
376,Last::N,йывӑр япала,φορτίο
377,Gang::N,куҫӑм,δρόμος
378,Schritt::N,утӑм,βήμα
379,Schritt::N,пусӑм,βήμα
380,Norden::N,ҫурҫӗр,βορράς
381,Süden::N,кӑнтӑр,νότος
382,Westen::N,анӑҫ,δύση
383,Westen::N,хӗвел анӑҫ,δύση
384,Osten::N,хӗвел тухӑҫ,ανατολή
385,Holz::N,йывӑҫ,ξύλο
386,Brett::N,хӑма,σανίδι
387,Platte::N,плита,πλάκα
388,Stütze::N,ура,στήριγμα
389,Stange::N,шерте,ραβδί
390,Stange::N,шерте,κοντός
391,Stock::N,патак,ξύλο
392,Stock::N,патак,μπαστούνι
393,Stab::N,шӑчӑ,ραβδί
394,Rohr::N,пӑрӑх,σωλήνας
395,Haus::N,ҫурт,σπίτι
396,Heim::N,кил,σπίτι
397,Ofen::N,кӑмака,σόμπα
398,Ofen::N,кӑмака,θερμάστρα
399,Fußboden::N,урай,πάτωμα
400,Tisch::N,сӗтел,τραπέζι
401,Stuhl::N,пукан,καρέκλα
402,Wiege::N,сӑпка,κούνια
403,Bett::N,кравать,κρεβάτι
404,Regal::N,ҫӳлӗк,ράφι
405,Regal::N,сентре,ράφι
406,Kiste::N,ещӗк,κιβώτιο
407,Kiste::N,сунтӑх,κιβώτιο
408,Fenster::N,чӳрече,παράθυρο
409,Tür::N,алӑк,πόρτα
410,Tor::N,хапха,πύλη
411,Zaun::N,хӳме,φράχτης
412,Dach::N,тӑрӑ,στέγη
413,Leiter::N,пусма,σκάλα
414,Leiter::N,пусма,κλίμακα
415,Besen::N,шӑпӑр,σκούπα
416,Spaten::N,кӗреҫе,φτυάρι
417,Schaufel::N,кӗреҫе,φτυάρι
418,Gabel::N,вилка,πιρούνι
419,Löffel::N,кашӑк,κουτάλι
420,Messer::N,ҫӗҫӗ,μαχαίρι
421,Nagel::N,пӑта,καρφί
422,Netz::N,тетел,δίχτυ
423,Haken::N,йӑрхах,γάντζος
424,Haken::N,йӑрхах,αγκίστρι
425,Haken::N,ҫекӗл,γάντζος
426,Haken::N,ҫекӗл,αγκίστρι
427,Griff::N,хӑлӑп,λαβή
428,Schloss::N,ҫӑра,κλειδαριά
429,Bild::N,сӑн,εικόνα
430,Bild::N,сӑнлӑх,εικόνα
431,Bild::N,картина,εικόνα
432,Figur::N,кӗлетке,ανάστημα
433,Puppe::N,пукане,κούκλα
434,Beutel::N,михӗ,πουγγί
435,Bündel::N,ҫыхӑ,δεμάτι
436,Bündel::N,тӗрке,δεμάτι
437,Tasche::N,сумка,τσάντα
438,Eimer::N,витре,κουβάς
439,Deckel::N,хупӑ,καπάκι
440,Geschirr::N,савӑт-сапа,σκεύη
441,Sack::N,михӗ,σάκος
442,Tasse::N,курка,φλιτζάνι
443,Topf::N,кастрюль,χύτρα
444,Kessel::N,хуран,καζάνι
445,Essen::N,апат,φαγητό
446,Nahrung::N,апат-ҫимӗс,τροφή
447,Speise::N,апат,φαγητό
448,Speise::N,ҫимӗҫ,φαγητό
449,Fleisch::N,аш,κρέας
450,Fleisch::N,какай,κρέας
451,Getreide::N,тырӑ,σιτάρι
452,Brei::N,пӑтӑ,χυλός
453,Brot::N,ҫӑкӑр,ψωμί
454,Brot::N,ҫӑкӑр,άρτος
455,Scheibe::N,чӗлӗ,φέτα
456,Scheibe::N,касӑк,φέτα
457,Fett::N,ҫу,πάχος
458,Butter::N,ҫу,βούτυρο
459,Öl::N,ҫу,λάδι
460,Salz::N,тӑвар,αλάτι
461,Suppe::N,яшка,σούπα
462,Honig::N,пыл,μέλι
463,Milch::N,сӗт,γάλα
464,Tee::N,чей,τσάι
465,Leder::N,сӑран,πετσί
466,Wolle::N,ҫӑм,μαλλί
467,Stoff::N,тӗртӗм,ύφασμα
468,Nadel::N,йӗп,βελόνα
469,Faden::N,ҫип,κλωστή
470,Knopf::N,тӳме,κουμπί
471,Knoten::N,йӑлӑ,κόμπος
472,Farbe::N,сӑрӑ,μπογιά
473,Kleidung::N,тум,ρούχα
474,Kleidung::N,тум,ενδυμασία
475,Kleidung::N,ҫипуҫ,ρούχα
476,Kleidung::N,ҫипуҫ,ενδυμασία
477,Kleidung::N,тум-тир,ρούχα
478,Kleidung::N,тум-тир,ενδυμασία
479,Hemd::N,кӗпе,πουκάμισο
480,Kragen::N,ҫуха,κολάρο
481,Ärmel::N,ҫанӑ,μανίκι
482,Hose::N,шӑлавар,πανταλόνι
483,Gürtel::N,пиҫиххи,ζώνη
484,Mütze::N,ҫӗлӗк,σκούφος
485,Schuh::N,пушмак,παπούτσι
486,Schuh::N,ботинок,παπούτσι
487,Stiefel::N,атӑ,μπότα
488,Ring::N,ҫӗрӗ,δαχτυλίδι
489,Band::N,хаю,κορδέλα
490,Band::N,йӗсме,κορδέλα
491,Kamm::N,тура,χτένα
492,Spiegel::N,тӗкӗр,καθρέφτης
493,Spiegel::N,куҫ кӗски,καθρέφτης
494,Riemen::N,чӗн,λουρί
495,Schnur::N,кантра,κορδόνι
496,Leine::N,касмӑк,σχοινί
497,Decke::N,утиял,κουβέρτα
498,Kissen::N,ҫытар,μαξιλάρι
499,Kissen::N,минтер,μαξιλάρι
500,Tuch::N,тутӑр,πανί
501,Tuch::N,тутӑр,μαντήλι
502,Handtuch::N,ал шӑлли,πετσέτα
503,Kraft::N,вӑй,δύναμη
504,Kraft::N,хӑват,δύναμη
505,Stärke::N,хал,ισχύς
506,Stärke::N,хал,δύναμη
507,Stärke::N,хӑват,ισχύς
508,Stärke::N,хӑват,δύναμη
509,Gesundheit::N,хал,υγεία
510,Gesundheit::N,сывлӑх,υγεία
511,Krankheit::N,чир,αρρώστια
512,Schmerz::N,ырату,πόνος
513,Wunde::N,суран,πληγή
514,Fieber::N,сив чир,πυρετός
515,Arznei::N,эмел,φάρμακο
516,Brücke::N,кӗпер,γέφυρα
517,Brunnen::N,ҫӑл,πηγάδι
518,Brunnen::N,пусӑ,πηγάδι
519,Weide::N,ҫаран,βοσκή
520,Pfad::N,йӗр,μονοπάτι
521,Pfad::N,сукмак,μονοπάτι
522,Weg::N,ҫул,δρόμος
523,Weg::N,ҫул-йӗр,δρόμος
524,Straße::N,ҫӳрев,οδός
525,Straße::N,ҫӳрев,δρόμος
526,Straße::N,ҫул ҫӳрени,οδός
527,Straße::N,ҫул ҫӳрени,δρόμος
528,Dorf::N,ял,χωριό
529,Stadt::N,хула,πόλη
530,Brief::N,ҫыру,γράμμα
531,Brief::N,ҫыру,επιστολή
532,Buch::N,кӗнеке,βιβλίο
533,Buchstabe::N,сас палли,γράμμα
534,Zeitung::N,хаҫат,εφημερίδα
535,Leben::N,пурнӑҫ,ζωή
536,Leben::N,пурнӑҫ,βίος
537,Tod::N,вилӗм,θάνατος
538,Grab::N,масар шӑтӑкӗ,τάφος
539,Kirche::N,чиркӳ,εκκλησία
540,Sünde::N,ҫылӑх,αμαρτία
541,Gott::N,турӑ,θεός
542,Arbeiter::N,рабочи,εργάτης
543,Chef::N,пуҫлӑх,προϊστάμενος
544,Meister::N,ӑста,μάστορας
545,Meister::N,ӑста,αρχιτεχνίτης
546,Meister::N,мастер,μάστορας
547,Meister::N,мастер,αρχιτεχνίτης
548,Arzt::N,врач,γιατρός
549,Arzt::N,тухтӑр,γιατρός
550,Lehrer::N,учитель,δάσκαλος
551,Lehrer::N,вӗрентекен,δάσκαλος
552,Geld::N,укҫа,λεφτά
553,Geld::N,укҫа,χρήματα
554,Geschäft::N,бизнес,συναλλαγή
555,Laden::N,магазин,μαγαζί
556,Laden::N,магазин,κατάστημα
557,Preis::N,хак,τιμή
558,Ware::N,тавар,εμπόρευμα
559,Nutzen::N,пайта,όφελος
560,Reichtum::N,мул,πλούτος
561,Welt::N,тӗнче,κόσμος
562,Land::N,ҫӗр-шыв,χώρα
563,Staat::N,патшàлӑх,κράτος
564,Staat::N,патшàлӑх,πολιτεία
565,König::N,король,βασιλιάς
566,Macht::N,власть,εξουσία
567,Grenze::N,чикӗ,σύνορα
568,Krieg::N,вӑрҫӑ,πόλεμος
569,Feind::N,тӑшман,εχθρός
570,Gewalt::N,ирӗксӗрлӳ,βία
571,Kampf::N,кӗрешӳ,αγώνας
572,Bogen[Waffe]::N,ухӑ,τόξο
573,Pfeil::N,ҫӗмрен,σαΐτα
574,Pfeil::N,ухӑ йӗппи,σαΐτα
575,Gewehr::N,пӑшал,τουφέκι
576,Fehler::N,йӑнӑш,λάθος
577,Fehler::N,йӑнӑш,σφάλμα
578,Lüge::N,суя,ψέμα
579,Lüge::N,суя,ψεύδος
580,Lüge::N,ултав,ψέμα
581,Lüge::N,ултав,ψεύδος
582,Schaden::N,сиен,ζημία
583,Unglück::N,шар,δυστυχία
584,Unglück::N,инкек,δυστυχία
585,Schuld::N,айӑп,ενοχή
586,Schuld::N,айӑп,φταίξιμο
587,Alter::N,ҫул шучӗ,ηλικία
588,Schluss::N,пӗтни,τέλος
589,Schluss::N,пӗтмӗш,τέλος
590,Zeit::N,вӑхӑт,χρόνος
591,Tag::N,кун,μέρα
592,Tag::N,кун,ημέρα
593,Morgen::N,ир,πρωί
594,Mittag::N,кӑнтӑрла,μεσημέρι
595,Abend::N,каҫ,βράδυ
596,Nacht::N,каҫ,νύχτα
597,Woche::N,эрне,εβδομάδα
598,Monat::N,уйӑх,μήνας
599,Jahr::N,ҫулталӑк,έτος
600,Jahr::N,ҫулталӑк,χρόνος
601,Frühling::N,ҫур,άνοιξη
602,Frühling::N,ҫуркунне,άνοιξη
603,Sommer::N,ҫу,καλοκαίρι
604,Sommer::N,ҫулла,καλοκαίρι
605,Herbst::N,кӗр,φθινόπωρο
606,Herbst::N,кӗркунне,φθινόπωρο
607,Winter::N,хӗл,χειμώνας
608,Winter::N,хӗлле,χειμώνας
609,Januar::N,январь,Ιανουάριος
610,Februar::N,февраль,Φεβρουάριος
611,Februar::N,кӗҫӗн кӑрлач,Φεβρουάριος
612,März::N,март,Μάρτιος
613,März::N,пуш уйӑхӗ,Μάρτιος
614,April::N,апрель,Απρίλιος
615,Mai::N,май,Μάιος
616,Juni::N,июнь,Ιούνιος
617,Juli::N,июль,Ιούλιος
618,August::N,август,Αύγουστος
619,September::N,сентябрь,Σεπτέμβριος
620,September::N,авӑн уйӑхӗ,Σεπτέμβριος
621,Oktober::N,октябрь,Οκτώβριος
622,November::N,ноябрь,Νοέμβριος
623,Dezember::N,раштав,Δεκέμβριος
624,Dezember::N,декабрь,Δεκέμβριος
625,Montag::N,тунти кун,Δευτέρα
626,Dienstag::N,ытлари кун,Τρίτη
627,Mittwoch::N,юн кун,Τετάρτη
628,Donnerstag::N,кӗҫнерни кун,Πέμπτη
629,Freitag::N,эрне кун,Παρασκευή
630,Samstag::N,шӑмат кун,Σάββατο
631,Sonntag::N,вырсарни кун,Κυριακή
632,groß::A,пысӑк,μεγάλος
633,klein::A,пӗчӗк,μικρός
634,lang::A,вӑрӑм,μακρύς
635,kurz::A,кӗске,κοντός
636,breit::A,сарлака,φαρδύς
637,schmal::A,ансӑр,στενός
638,dicht::A,йӑвӑ,πυκνός
639,dick[Gegenstand]::A,хулӑн,παχύς
640,dick[Gegenstand]::A,хулӑн,χοντρός
641,dünn::A,ҫинҫе,ψιλός
642,dünn::A,ҫинҫе,λεπτός
643,dünn::A,ҫӳхе,ψιλός
644,dünn::A,ҫӳхе,λεπτός
645,fein::A,тарай,ψιλός
646,fein::A,вӗлтӗрти,ψιλός
647,fest::A,тӗреклӗ,στερεός
648,flach::A,лаптак,επίπεδος
649,glatt::A,такӑр,λείος
650,glatt::A,такӑр,ομαλός
651,hart::A,хытӑ,σκληρός
652,weich::A,ҫемҫе,μαλακός
653,rund::A,ҫавра,στρογγυλός
654,spitz::A,шӗвӗр,μυτερός
655,scharf::A,ҫивӗч,κοφτερός
656,stumpf::A,мӑка,αμβλύς
657,stumpf::A,пуклак,αμβλύς
