,Concept_ID,cs,ja
208,Kohle::N,uhlí,炭
209,Glas::N,sklo,ガラス
210,Lehm::N,jíl,ローム
211,Lehm::N,hlína,ローム
212,Sand::N,písek,砂
213,Mensch::N,člověk,人
214,Mann::N,muž,男
215,Mann::N,muž,男性
216,Frau::N,žena,女
217,Frau::N,žena,女性
218,Kind::N,dítě,子
219,Kind::N,dítě,子供
220,Junge::N,hoch,男の子
221,Junge::N,chlapec,男の子
222,Mädchen::N,děvče,女の子
223,Familie::N,rodina,家族
224,Großvater::N,děd,祖父
225,Großvater::N,děd,おじいさん
226,Großvater::N,dědeček,祖父
227,Großvater::N,dědeček,おじいさん
228,Großmutter::N,babička,祖母
229,Großmutter::N,babička,おばあさん
230,Eltern::N,rodiče,親
231,Eltern::N,rodiče,両親
232,Vater::N,otec,父
233,Vater::N,otec,お父さん
234,Mutter::N,matka,母
235,Mutter::N,matka,お母さん
236,Sohn::N,syn,息子
237,Sohn::N,syn,息子さん
238,Tochter::N,dcera,娘
239,Tochter::N,dcera,お嬢さん
240,Bruder::N,bratr,弟
241,Schwester::N,sestra,妹
242,Onkel::N,strýc,伯父
243,Onkel::N,strýc,伯父さん
244,Tante::N,teta,叔母
245,Tante::N,teta,叔母さん
246,Ehemann::N,choť,夫
247,Ehemann::N,choť,主人
248,Ehemann::N,manžel,夫
249,Ehemann::N,manžel,主人
250,Ehefrau::N,choť,妻
251,Ehefrau::N,choť,奥さん
252,Ehefrau::N,manželka,妻
253,Ehefrau::N,manželka,奥さん
254,Freude::N,radost,喜び
255,Gelächter::N,smích,笑い
256,Glück::N,štěstí,幸せ
257,Kummer::N,žal,悩み
258,Kummer::N,trápení,悩み
259,Wunsch::N,přání,希望
260,Lust::N,chuť,気
261,Geist::N,duch,精神
262,Gedanke::N,myšlenka,考え
263,Gedächtnis::N,paměť,記憶
264,Verstand::N,rozum,理解力
265,Sinn::N,smysl,意味
266,Grund::N,důvod,理由
267,Wahrheit::N,pravda,真実
268,Gespräch::N,rozhovor,会話
269,Märchen::N,pohádka,童話
270,Erzählung::N,povídka,物語
271,Nachricht::N,zpráva,報告
272,Neuigkeit::N,novina,ニュース
273,Neuigkeit::N,novinka,ニュース
274,Name::N,jméno,名前
275,Rätsel::N,hádanka,謎
276,Rede::N,řeč,演説
277,Rede::N,proslov,演説
278,Sprache::N,řeč,言語
279,Sprache::N,jazyk,言語
280,Stimme::N,hlas,声
281,Wort::N,slovo,言葉
282,Zeichen::N,znamení,記号
283,Ruf::N,zavolání,呼び声
284,Lärm::N,hluk,騒音
285,Laut::N,zvuk,音
286,Ton::N,tón,音
287,Lied::N,píseň,歌
288,Ruhe::N,klid,静けさ
289,Ruhe::N,pokoj,静けさ
290,Leute::N,lidé,人々
291,Volk::N,národ,民族
292,Arbeit::N,práce,仕事
293,Gast::N,host,客
294,Geschenk::N,dar,贈り物
295,Spiel::N,hra,遊び
296,Gesellschaft::N,společnost,社会
297,Hilfe::N,pomoc,援助
298,Freund::N,přítel,友達
299,Kamerad::N,kamarád,同志
300,Angelegenheit::N,záležitost,件
301,Anzahl::N,počet,数
302,Art::N,druh,種類
303,Stück::N,kus,部分
304,Stück::N,kousek,部分
305,Teil::N,díl,部分
306,Teil::N,část,部分
307,Hälfte::N,půl,半分
308,Kreis::N,kruh,円
309,Kreuz::N,kříž,十字
310,Linie::N,linka,線
311,Strich::N,čára,線
312,Strich::N,čárka,線
313,Abstand::N,vzdálenost,距離
314,Entfernung::N,vzdálenost,距離
315,Gegend::N,krajina,辺
316,Gegend::N,krajina,地域
317,Platz::N,prostor,ゆとり
318,Ort::N,místo,所
319,Ort::N,místo,場所
320,Seite::N,strana,横
321,Mitte::N,střed,真ん中
322,Mitte::N,prostředek,真ん中
323,Gegenstand::N,předmět,物件
324,Sache::N,věc,物
325,Rand::N,kraj,端
326,Rand::N,okraj,端
327,Kante::N,hrana,縁
328,Ecke::N,roh,角
329,Spitze::N,hrot,先頭
330,Spitze::N,špička,先頭
331,Ende::N,konec,端
332,Loch::N,díra,穴
333,Winkel::N,kout,片隅
334,Muster::N,vzor,模様
335,Größe::N,velikost,大きさ
336,Länge::N,délka,長さ
337,Höhe::N,výška,高さ
338,Gewicht::N,váha,重さ
339,Menge::N,množství,量
340,Haufen::N,kupa,堆積
341,Haufen::N,hromada,堆積
342,Reihe::N,řada,並び
343,Reihe::N,řádek,並び
344,Boot::N,člun,ボート
345,Ruder::N,veslo,オール
346,Schlitten::N,sáně,そり
347,Ski::N,lyže,スキー
348,Lagerfeuer::N,táborák,篝火
349,Last::N,náklad,荷物
350,Last::N,břemeno,荷物
351,Gang::N,chůze,歩み
352,Gang::N,chodba,歩み
353,Schritt::N,krok,歩
354,Norden::N,sever,北
355,Süden::N,jih,南
356,Westen::N,západ,西
357,Osten::N,východ,東
358,Holz::N,dřevo,木
359,Holz::N,dřevo,木材
360,Brett::N,prkno,板
361,Platte::N,deska,盤
362,Stütze::N,opěra,支柱
363,Stange::N,tyč,棒
364,Stange::N,tyčka,棒
365,Stock::N,hůlka,杖
366,Stab::N,hůl,棒
367,Rohr::N,trubka,管
368,Haus::N,dům,家
369,Heim::N,domov,家
370,Ofen::N,kamna,ストーブ
371,Fußboden::N,podlaha,床
372,Tisch::N,stůl,机
373,Stuhl::N,židle,椅子
374,Wiege::N,kolébka,揺籃
375,Bett::N,postel,ベッド
376,Regal::N,regál,棚
377,Regal::N,police,棚
378,Kiste::N,bedna,箱
379,Fenster::N,okno,窓
380,Tür::N,dveře,戸
381,Tür::N,dveře,ドア
382,Tor::N,vrata,門
383,Zaun::N,plot,垣根
384,Dach::N,střecha,屋根
385,Leiter::N,žebřík,梯子
386,Besen::N,koště,ほうき
387,Besen::N,smeták,ほうき
388,Spaten::N,rýč,スコップ
389,Schaufel::N,lopata,シャベル
390,Gabel::N,vidlička,フォーク
391,Löffel::N,lžíce,スプーン
392,Messer::N,nůž,ナイフ
393,Nagel::N,hřebík,釘
394,Netz::N,síť,網
395,Haken::N,hák,鉤
396,Haken::N,hák,フック
397,Griff::N,držadlo,取っ手
398,Schloss::N,zámek,錠
399,Bild::N,obraz,絵
400,Figur::N,figura,像
401,Puppe::N,panenka,人形
402,Beutel::N,pytlík,袋
403,Bündel::N,svazek,束
404,Bündel::N,svazek,包み
405,Tasche::N,taška,かばん
406,Tasche::N,brašna,かばん
407,Eimer::N,kýbl,バケツ
408,Eimer::N,vědro,バケツ
409,Deckel::N,víko,蓋
410,Deckel::N,příklop,蓋
411,Geschirr::N,nádobí,食器
412,Sack::N,pytel,袋
413,Tasse::N,šálek,カップ
414,Topf::N,hrnec,鍋
415,Kessel::N,kotel,釜
416,Essen::N,jídlo,食事
417,Nahrung::N,strava,食物
418,Nahrung::N,potrava,食物
419,Speise::N,jídlo,料理
420,Fleisch::N,maso,肉
421,Getreide::N,obilí,麦
422,Getreide::N,obilí,穀物
423,Brei::N,kaše,粥
424,Brot::N,chléb,パン
425,Scheibe::N,krajíc,枚
426,Scheibe::N,krajíc,切れ
427,Fett::N,tuk,脂肪
428,Fett::N,omastek,脂肪
429,Butter::N,máslo,バター
430,Öl::N,olej,油
431,Salz::N,sůl,塩
432,Suppe::N,polévka,スープ
433,Honig::N,med,蜂蜜
434,Milch::N,mléko,牛乳
435,Tee::N,čaj,茶
436,Tee::N,čaj,お茶
437,Leder::N,kůže,革
438,Wolle::N,vlna,毛糸
439,Stoff::N,látka,布
440,Nadel::N,jehla,針
441,Faden::N,nit,糸
442,Knopf::N,knoflík,ボタン
443,Knoten::N,uzel,結び目
444,Farbe::N,barva,ペンキ
445,Kleidung::N,šaty,衣服
446,Kleidung::N,šatstvo,衣服
447,Hemd::N,košile,シャツ
448,Kragen::N,límec,襟
449,Ärmel::N,rukáv,袖
450,Hose::N,kalhoty,ズボン
451,Gürtel::N,pás,帯
452,Gürtel::N,pás,ベルト
453,Gürtel::N,opasek,帯
454,Gürtel::N,opasek,ベルト
455,Mütze::N,čepice,帽子
456,Schuh::N,bota,靴
457,Stiefel::N,holínka,ブーツ
458,Ring::N,prsten,輪
459,Band::N,pásek,リボン
460,Kamm::N,hřeben,櫛
461,Spiegel::N,zrcadlo,鏡
462,Riemen::N,řemen,緒
463,Schnur::N,šňůra,紐
464,Leine::N,vodítko,綱
465,Decke::N,pokrývka,掛け布団
466,Decke::N,přikrývka,掛け布団
467,Kissen::N,polštář,枕
468,Tuch::N,šátek,スカーフ
469,Handtuch::N,ručník,タオル
470,Kraft::N,síla,力
471,Stärke::N,síla,強さ
472,Gesundheit::N,zdraví,健康
473,Krankheit::N,nemoc,病気
474,Krankheit::N,choroba,病気
475,Schmerz::N,bolest,痛み
476,Wunde::N,rána,傷
477,Fieber::N,horečka,熱
478,Arznei::N,lék,薬
479,Brücke::N,most,橋
480,Brunnen::N,studna,井戸
481,Weide::N,pastva,牧場
482,Weide::N,pastvina,牧場
483,Pfad::N,pěšina,小路
484,Weg::N,cesta,道
485,Straße::N,silnice,街道
486,Dorf::N,vesnice,村
487,Stadt::N,město,町
488,Stadt::N,město,都市
489,Brief::N,dopis,手紙
490,Buch::N,kniha,本
491,Buchstabe::N,písmeno,文字
492,Zeitung::N,noviny,新聞
493,Leben::N,život,生活
494,Tod::N,smrt,死
495,Grab::N,hrob,墓
496,Kirche::N,kostel,教会
497,Sünde::N,hřích,罪
498,Gott::N,bůh,神
499,Arbeiter::N,dělník,労働者
500,Arbeiter::N,pracovník,労働者
501,Chef::N,šéf,上司
502,Chef::N,vedoucí,上司
503,Meister::N,mistr,達人
504,Meister::N,mistr,マイスター
505,Arzt::N,lékař,医者
506,Lehrer::N,učitel,先生
507,Geld::N,peníze,金
508,Geschäft::N,obchod,取り引き
509,Laden::N,krám,店
510,Preis::N,cena,値段
511,Ware::N,zboží,商品
512,Nutzen::N,užitek,利益
513,Reichtum::N,bohatství,豊かさ
514,Welt::N,svět,世界
515,Land::N,země,国
516,Staat::N,stát,国家
517,König::N,král,国王
518,Macht::N,moc,権力
519,Macht::N,mocnost,権力
520,Grenze::N,hranice,国境
521,Krieg::N,válka,戦争
522,Feind::N,nepřítel,敵
523,Gewalt::N,násilí,暴力
524,Kampf::N,boj,戦い
525,Bogen[Waffe]::N,luk,弓
526,Pfeil::N,šíp,矢
527,Gewehr::N,puška,銃
528,Gewehr::N,ručnice,銃
529,Fehler::N,chyba,間違い
530,Lüge::N,lež,嘘
531,Schaden::N,škoda,損害
532,Unglück::N,neštěstí,不幸
533,Schuld::N,vina,罪
534,Alter::N,věk,年
535,Alter::N,věk,年齢
536,Schluss::N,konec,終わり
537,Zeit::N,čas,時
538,Zeit::N,čas,時間
539,Tag::N,den,日
540,Morgen::N,ráno,朝
541,Morgen::N,jitro,朝
542,Mittag::N,poledne,昼
543,Abend::N,večer,晩
544,Abend::N,večer,夕方
545,Nacht::N,noc,夜
546,Woche::N,týden,週
547,Monat::N,měsíc,月
548,Jahr::N,rok,年
549,Frühling::N,jaro,春
550,Sommer::N,léto,夏
551,Herbst::N,podzim,秋
552,Winter::N,zima,冬
553,Januar::N,leden,一月
554,Februar::N,únor,二月
555,März::N,březen,三月
556,April::N,duben,四月
557,Mai::N,květen,五月
558,Juni::N,červen,六月
559,Juli::N,červenec,七月
560,August::N,srpen,八月
561,September::N,září,九月
562,Oktober::N,říjen,十月
563,November::N,listopad,十一月
564,Dezember::N,prosinec,十二月
565,Montag::N,pondělí,月曜日
566,Montag::N,pondělek,月曜日
567,Dienstag::N,úterý,火曜日
568,Mittwoch::N,středa,水曜日
569,Donnerstag::N,čtvrtek,木曜日
570,Freitag::N,pátek,金曜日
571,Samstag::N,sobota,土曜日
572,Sonntag::N,neděle,日曜日
573,groß::A,velký,大きい
574,klein::A,malý,小さい
575,lang::A,dlouhý,長い
576,kurz::A,krátký,短い
577,breit::A,široký,広い
578,schmal::A,úzký,狭い
579,dicht::A,hustý,密な
580,dick[Gegenstand]::A,tlustý,厚い
581,dünn::A,tenký,薄い
582,fein::A,jemný,細い
583,fest::A,pevný,硬い
584,flach::A,plochý,平らな
585,flach::A,placatý,平らな
586,glatt::A,hladký,滑らかな
587,hart::A,tvrdý,堅い
588,weich::A,měkký,柔らかい
589,rund::A,kulatý,丸い
590,rund::A,okrouhlý,丸い
591,spitz::A,špičatý,尖った
592,scharf::A,ostrý,鋭い
593,stumpf::A,tupý,鈍い
594,schwer::A,těžký,重い
595,schön::A,pěkný,綺麗な
596,schön::A,krásný,綺麗な
597,heiß::A,horký,熱い
598,warm::A,teplý,温かい
599,kalt::A,studený,寒い
600,kalt::A,studený,冷たい
601,kühl::A,chladný,涼しい
602,frisch::A,svěží,ひんやりした
603,feucht::A,vlhký,湿った
604,nass::A,mokrý,濡れた
605,trocken::A,suchý,乾いた
606,voll::A,plný,いっぱいの
607,leer::A,prázdný,空の
608,offen::A,otevřený,開いた
609,geschlossen::A,zavřený,閉まった
610,sauber::A,čistý,清潔な
611,schmutzig::A,špinavý,汚い
612,roh::A,syrový,生の
613,reif::A,zralý,熟した
614,lecker::A,chutný,美味しい
615,süß::A,sladký,甘い
616,bitter::A,hořký,苦い
617,sauer::A,kyselý,酸っぱい
618,hell::A,světlý,明るい
619,dunkel::A,temný,暗い
620,schwarz::A,černý,黒い
621,weiß::A,bílý,白い
622,rot::A,rudý,赤い
623,rot::A,červený,赤い
624,gelb::A,žlutý,黄色い
625,blau::A,modrý,青い
626,grün::A,zelený,緑の
627,grau::A,šedý,灰色の
628,grau::A,šedivý,灰色の
629,bunt::A,pestrý,色取り取りの
630,billig::A,levný,安い
631,billig::A,laciný,安い
632,teuer::A,drahý,高い
633,wertvoll::A,cenný,貴重な
634,blind::A,slepý,盲目の
635,taub::A,hluchý,耳が聞こえない
636,kräftig::A,silný,強力な
637,stark::A,silný,強い
638,schwach::A,slabý,弱い
639,fett::A,tučný,太った
640,fett::A,tlustý,太った
641,schlank::A,štíhlý,ほっそりした
642,hübsch::A,hezký,素敵な
643,böse::A,zlý,悪い
644,dumm::A,hloupý,馬鹿な
645,faul::A,líný,怠惰な
646,fleißig::A,pilný,勤勉な
647,geizig::A,lakomý,けちな
648,klug::A,chytrý,賢い
649,klug::A,chytrý,頭のいい
650,geschickt::A,šikovný,器用な
651,lieb::A,milý,愛らしい
652,lustig::A,veselý,楽しい
653,sanft::A,mírný,温和な
654,hungrig::A,hladový,空腹の
655,krank::A,nemocný,病気の
656,nackt::A,nahý,裸の
657,traurig::A,smutný,悲しい
658,traurig::A,truchlivý,悲しい
659,lebendig::A,živý,生きた
660,gut::A,dobrý,良い
661,schlecht::A,špatný,悪い
662,schlecht::A,špatný,駄目な
663,richtig::A,pravý,正しい
664,richtig::A,správný,正しい
665,schlimm::A,zlý,ひどい
666,wahr::A,pravdivý,本当の
667,alt::A,starý,古い
668,neu::A,nový,新しい
669,ehemalig::A,bývalý,以前の
670,alt[Lebewesen]::A,starý,年を取った
671,jung::A,mladý,若い
672,arm::A,chudý,貧乏な
673,reich::A,bohatý,裕福な
674,bekannt::A,známý,有名な
675,berühmt::A,slavný,有名な
676,fremd::A,cizí,見知らぬ
677,verschieden::A,různý,色々な
678,verschieden::A,rozličný,色々な
679,nah::A,blízký,近い
680,fern::A,daleký,遠い
681,linker::A,levý,左の
682,rechter::A,pravý,右の
683,anderer::A,jiný,別の
684,erster::A,první,一番目
685,zweiter::A,druhý,二番目
686,dritter::A,třetí,三番目
687,letzter::A,poslední,最後の
688,allein::ADV,sám,一人で
689,auf einmal::ADV,najednou,同時に
690,zusammen::ADV,spolu,一緒に
691,zusammen::ADV,dohromady,一緒に
692,lange::ADV,dlouho,長い間
693,plötzlich::ADV,vtom,急に
694,plötzlich::ADV,náhle,急に
695,sofort::ADV,hned,すぐに
696,sofort::ADV,ihned,すぐに
697,später::ADV,později,後で
698,jetzt::ADV,teď,今
699,jetzt::ADV,nyní,今
700,heute::ADV,dnes,今日
701,heute::ADV,dneska,今日
702,morgen::ADV,zítra,明日
703,bald::ADV,brzo,間もなく
704,dann::ADV,pak,それから
705,dann::ADV,potom,それから
706,gestern::ADV,včera,昨日
707,einst::ADV,kdysi,過去に
708,damals::ADV,tehdy,あの時
709,damals::ADV,tenkrát,あの時
710,danach::ADV,podle toho,その後で
711,vorher::ADV,dříve,以前に
712,vorher::ADV,napřed,以前に
713,zuerst::ADV,nejprve,まず
714,zuerst::ADV,nejprve,最初に
715,zuerst::ADV,nejdříve,まず
716,zuerst::ADV,nejdříve,最初に
717,einmal::ADV,jednou,一回
718,manchmal::ADV,někdy,時々
719,oft::ADV,často,よく
720,immer::ADV,vždy,いつも
721,immer::ADV,stále,いつも
722,niemals::ADV,nikdy,一度も...ない
723,hier::ADV,zde,こちら
724,hier::ADV,tady,こちら
725,hierhin::ADV,sem,ここへ
726,hierhin::ADV,sem,こちらへ
727,von hier::ADV,odtud,ここから
728,dort::ADV,tam,そちら
729,dorthin::ADV,tam,そこへ
730,dorthin::ADV,tam,そちらへ
731,geradeaus::ADV,rovně,真っ直ぐに
732,vorwärts::ADV,kupředu,前へ
733,rückwärts::ADV,zpět,後ろへ
734,zurück::ADV,zpět,後ろへ
735,zurück::ADV,nazpět,後ろへ
736,unten::ADV,dole,下に
737,hinab::ADV,dolů,下へ
738,oben::ADV,nahoře,上に
739,oben::ADV,navrchu,上に
740,hinauf::ADV,nahoru,上へ
741,überall::ADV,všude,どこでも
742,nicht::ADV,ne,ない
743,ein wenig::ADV,trochu,少し
744,ein wenig::ADV,trochu,ちょっと
745,kaum::ADV,sotva,ほとんど～ない
746,sehr::ADV,velmi,とても
747,sehr::ADV,velice,とても
748,so::ADV,tak,こう
749,so::ADV,takto,こう
750,noch::ADV,ještě,まだ
751,nur::ADV,jen,～だけ
752,nur::ADV,jenom,～だけ
753,schon::ADV,už,もう
754,schon::ADV,již,もう
755,wieder::ADV,zase,再び
756,vergebens::ADV,marně,無駄に
757,vor::PRP,před,前に
758,hinter::PRP,za,後ろに
759,unter::PRP,pod,下に
760,durch::PRP,skrz,通して
761,neben::PRP,vedle,横に
762,zwischen::PRP,mezi,間に
763,wegen::PRP,pro,為に
764,wegen::PRP,pro,せいで
765,dies::PRN,toto,これ
766,dies::PRN,tohle,これ
767,das::PRN,to,それ
768,alles::PRN,všechno,全部
769,ich::PRN,já,私
770,du::PRN,ty,あなた
771,er::PRN,on,彼
772,wir::PRN,my,私達
773,ihr::PRN,vy,あなた達
774,sie::PRN,oni,彼ら
775,was::FPRN,co,何
776,wer::FPRN,kdo,誰
777,wer::FPRN,kdo,どなた
778,wo::FADV,kde,どこ
779,wo::FADV,kde,どこに
780,wohin::FADV,kam,どこへ
781,wie::FADV,jak,どう
782,warum::FADV,proč,何故
783,warum::FADV,proč,どうして
784,wieviel::FNUM,kolik,どのくらい
785,eins::NUM,jeden,一
786,zwei::NUM,dva,二
787,zwei::NUM,dva,二つ
788,drei::NUM,tři,三
789,drei::NUM,tři,三つ
790,vier::NUM,čtyři,四
791,vier::NUM,čtyři,四つ
792,fünf::NUM,pět,五
793,fünf::NUM,pět,五つ
794,sechs::NUM,šest,六
795,sechs::NUM,šest,六つ
796,sieben::NUM,sedm,七
797,sieben::NUM,sedm,七つ
798,acht::NUM,osm,八
799,acht::NUM,osm,八つ
800,neun::NUM,devět,九
801,neun::NUM,devět,九つ
802,zehn::NUM,deset,十
803,elf::NUM,jedenáct,十一
804,zwölf::NUM,dvanáct,十二
805,zwanzig::NUM,dvacet,二十
806,dreißig::NUM,třicet,三十
807,vierzig::NUM,čtyřicet,四十
808,fünfzig::NUM,padesát,五十
809,sechzig::NUM,šedesát,六十
810,siebzig::NUM,sedmdesát,七十
811,achtzig::NUM,osmdesát,八十
812,neunzig::NUM,devadesát,九十
813,hundert::NUM,sto,百
814,tausend::NUM,tisíc,千
815,und::CNJ,a,-と
816,und::CNJ,a,そして
817,oder::CNJ,nebo,或いは
818,stehen::V,stát,立っている
819,sitzen::V,sedět,座っている
820,liegen::V,ležet,横になっている
821,hängen::V,viset,掛かっている
822,werden::V,stát se,なる
823,passieren::V,stát se,起こる
824,beginnen::V,počít,始まる
825,enden::V,končit,終わる
826,enden::V,skončit,終わる
827,wechseln::V,měnit se,変わる
828,aufgehen[Sonne]::V,vyjít,出る
829,untergehen[Sonne]::V,zapadnout,沈む
830,scheinen[Sonne]::V,svítit,輝く
831,donnern::V,hřmět,雷が鳴る
832,wehen::V,vát,吹く
833,wehen::V,vanout,吹く
834,strömen::V,proudit,流れる
835,fließen::V,téct,流れる
836,sich drehen::V,točit se,回転する
837,schwanken::V,kolísat,揺れる
838,schwanken::V,houpat se,揺れる
839,schwingen::V,kývat se,振動する
840,fallen::V,padat,落ちる
841,brennen::V,hořet,燃える
842,rauchen::V,kouřit,煙を出す
843,regnen::V,pršet,雨が降る
844,gefrieren::V,zamrznout,凍る
845,tauen::V,tát,溶ける
846,schmelzen::V,tavit,溶ける
847,trocknen::V,schnout,乾く
848,sieden::V,vřít,沸く
849,faulen::V,hnít,腐る
850,verfaulen::V,shnít,朽ちる
851,reißen::V,roztrhat se,切れる
852,versinken::V,topit se,沈む
