,Concept_ID,udm,ml
125,Gras::N,турын,പുല്ല്
126,Wurzel::N,выжы,വേര്
127,Baum::N,пу,മരം
128,Stamm::N,модос,തായ്ത്തടി
129,Rinde::N,сул,പട്ട
130,Ast::N,ул,ശാഖ
131,Zweig::N,вай,ശാഖ
132,Blatt::N,куар,ഇല
133,Birke::N,кызьпу,പൂവരശ്
134,Kiefer[Baum]::N,пужым,പൈൻമരം
135,Weide[Baum]::N,бадьпу,വില്ലോ
136,Tanne::N,кыз,ദേവദാരു
137,Horn::N,сюр,മൃഗത്തിൻറെ കൊമ്പ്
138,Feder::N,тылы,തൂവൽ
139,Fell::N,ку,മൃദുരോമം
140,Flügel::N,бурд,ചിറക്
141,Klaue::N,гижы,നഖം
142,Kralle::N,пыд,നഖം
143,Schwanz::N,быж,വാൽ
144,Ei::N,пуз,മുട്ട
145,Ei::N,кукей,മുട്ട
146,Nest::N,кар,കൂട്
147,Nest::N,пузкар,കൂട്
148,Bau::N,кар,മാളം
149,Bau::N,гу,മാളം
150,Tier::N,пӧйшур,മൃഗം
151,Herde::N,уллё,കൂട്ടം
152,Kuh::N,скал,പശു
153,Bulle::N,ош,കാള
154,Bulle::N,пороз,കാള
155,Pferd::N,вал,കുതിര
156,Schaf::N,ыж,ആട്
157,Schwein::N,парсь,പന്നി
158,Hund::N,пуны,നായ്
159,Katze::N,коӵыш,പൂച്ച
160,Bär::N,гондыр,കരടി
161,Eichhörnchen::N,коньы,അണ്ണാൻ
162,Elch::N,койык,കടമാന്
163,Fuchs::N,ӟичы,കുറുക്കൻ
164,Hase::N,кеч,മുയൽ
165,Maus::N,шыр,ചുണ്ടലി
166,Wolf::N,кион,ചെന്നായ
167,Vogel::N,тылобурдо,പക്ഷി
168,Schwarm::N,уллё,കൂട്ടം
169,Huhn::N,курег,കോഴി
170,Hahn::N,атас,പൂവൻകോഴി
171,Gans::N,ӟазег,അരയന്നം
172,Adler::N,ӧрзи,കഴുകൻ
173,Ente::N,ӵӧж,താറാവ്
174,Eule::N,кучыран,മൂങ്ങ
175,Kranich::N,тури,കൊക്ക്
176,Krähe::N,куака,കാക്ക
177,Kuckuck::N,кикы,കുയിൽ
178,Schwan::N,юсь,അരയന്നം
179,Fisch::N,чорыг,മത്സ്യം
180,Barsch::N,юш,ഒരിനം മത്സ്യം
181,Hecht::N,чипей,ഒരു മത്സ്യം
182,Schlange[Tier]::N,кый,പാമ്പ്
183,Wurm::N,нумыр,വിര
184,Spinne::N,чонари,ചിലന്തി
185,Ameise::N,кузьыли,ഉറുമ്പ്
186,Laus::N,тэй,പേന്
187,Mücke::N,нымы,മശകം
188,Mücke::N,чибинь,മശകം
189,Fliege::N,кут,ഈച്ച
190,Schmetterling::N,бубыли,ചിത്രശലഭം
191,Beere::N,узы-боры,ബെറി
192,Apfel::N,яблок,ആപ്പിൾ
193,Pilz::N,губи,കൂൺ
194,Zwiebel::N,сугон,സവാള
195,Saat::N,кидыс,വിത്ത്
196,Korn::N,тысь,ധാന്യം
197,Heu::N,турын,വയ്ക്കോൽ
198,Schale::N,кыд,തൊലി
199,Grube::N,гу,കുഴി
200,Grube::N,гоп,കുഴി
201,Falle::N,налик,കെണി
202,Schlinge::N,гиӟ,കുടുക്ക്
203,Schlinge::N,герд,കുടുക്ക്
204,Spur::N,пытьы,ചുവട്
205,Spur::N,бервыл,ചുവട്
206,Asche::N,пень,ചാരം
207,Dreck::N,дэри,അഴുക്ക്
208,Eisen::N,корт,ഇരുമ്പ്
209,Gold::N,зарни,സ്വർണ്ണം
210,Silber::N,азвесь,വെള്ളി
211,Kohle::N,эгыр,കൽക്കരി
212,Glas::N,стекло,ഗ്ലാസ്
213,Glas::N,пияла,ഗ്ലാസ്
214,Lehm::N,сюй,കളിമണ്ണ്
215,Sand::N,луо,മണൽ
216,Mensch::N,мурт,മനുഷ്യർ
217,Mensch::N,адями,മനുഷ്യർ
218,Mann::N,воргорон,പുരുഷൻ
219,Frau::N,кышномурт,സ്ത്രീ
220,Kind::N,нуны,കുഞ്ഞ്
221,Kind::N,пинал,കുഞ്ഞ്
222,Junge::N,пи,ആൺകുട്ടി
223,Mädchen::N,ныл,പെൺകുട്ടി
224,Familie::N,семья,കുടുംബം
225,Großvater::N,песятай,അപ്പൂപ്പൻ
226,Großvater::N,пересь атай,അപ്പൂപ്പൻ
227,Großmutter::N,песянай,അമ്മുമ്മ
228,Großmutter::N,пересь анай,അമ്മുമ്മ
229,Eltern::N,атай-анай,മാതാപിതാക്കള്
230,Eltern::N,бубы-мумы,മാതാപിതാക്കള്
231,Vater::N,айы,അച്ഛൻ
232,Vater::N,атай,അച്ഛൻ
233,Mutter::N,мумы,അമ്മ
234,Sohn::N,пи,മകൻ
235,Tochter::N,ныл,മകൾ
236,Bruder::N,агай,ചേട്ടൻ
237,Bruder::N,агай,അനിയൻ
238,Schwester::N,апа,ചേച്ചി
239,Schwester::N,апа,അനിയത്തി
240,Schwester::N,сузэр,ചേച്ചി
241,Schwester::N,сузэр,അനിയത്തി
242,Onkel::N,агай,അമ്മാവൻ
243,Tante::N,апа,മാമി
244,Tante::N,кенак,മാമി
245,Ehemann::N,карт,ഭർത്താവ്
246,Ehefrau::N,кышно,ഭാര്യ
247,Freude::N,шумпотон,ആഹ്ലാദം
248,Gelächter::N,горем,ചിരിയുടെ ശബ്ദം
249,Glück::N,шуд,സന്തോഷം
250,Glück::N,шуд,സന്തുഷ്ടി
251,Kummer::N,кайгу,ശോകം
252,Kummer::N,куректон,ശോകം
253,Wunsch::N,мылпотон,ആഗ്രഹം
254,Lust::N,потон,ആഗ്രഹം
255,Geist::N,лул,ചുറുചുറുക്ക്
256,Gedanke::N,малпан,ചിന്ത
257,Gedächtnis::N,йырсазь,ഓർമ്മശക്തി
258,Gedächtnis::N,тодэваён,ഓർമ്മശക്തി
259,Verstand::N,йырвизь,മനസ്സ്
260,Sinn::N,смысл,അർത്ഥം
261,Grund::N,муг,കാരണം
262,Grund::N,ньӧм,കാരണം
263,Wahrheit::N,зэм,സത്യം
264,Wahrheit::N,шонер,സത്യം
265,Gespräch::N,вераськон,സല്ലാപം
266,Märchen::N,выжыкыл,യക്ഷിക്കഥ
267,Erzählung::N,верос,കഥ
268,Nachricht::N,ивор,സന്ദേശം
269,Neuigkeit::N,выльивор,വാർത്ത
270,Name::N,ним,പേര്
271,Rätsel::N,мадькыл,പ്രഹേളിക
272,Rede::N,верам,സംസാരം
273,Sprache::N,кыл,ഭാഷ
274,Stimme::N,куара,സ്വരം
275,Wort::N,кыл,വാക്ക്
276,Zeichen::N,пус,സംജ്ഞ
277,Zeichen::N,тодмет,സംജ്ഞ
278,Ruf::N,ӧтён,വിളി
279,Ruf::N,чортон,വിളി
280,Lärm::N,ӵашетон,ആരവം
281,Laut::N,куара,ശബ്ദം
282,Ton::N,куара,സ്വരഭേദം
283,Lied::N,кырӟан,പാട്ട്
284,Ruhe::N,чалмыт улон,നിശ്ചലത
285,Leute::N,адямиос,ജനങ്ങൾ
286,Volk::N,калык,രാഷ്ടം
287,Arbeit::N,уж,ജോലി
288,Gast::N,куно,അതിലി
289,Geschenk::N,салам,സമ്മാനം
290,Geschenk::N,кузьым,സമ്മാനം
291,Spiel::N,шудон,കളി
292,Gesellschaft::N,калык,കൂട്ടായ്മ
293,Hilfe::N,юрттон,സഹായം
294,Freund::N,эш,സുഹൃത്ത്
295,Freund::N,юлтош,സുഹൃത്ത്
296,Kamerad::N,тодмо,കൂട്ടാളി
297,Angelegenheit::N,уж,കാര്യം
298,Anzahl::N,лыд,എണ്ണം
299,Art::N,тус,തരം
300,Stück::N,юдэс,കഷണം
301,Teil::N,люкет,ഭാഗം
302,Hälfte::N,ӝыны,പകുതി
303,Kreis::N,котырес,വൃത്തം
304,Kreuz::N,крест,കുരിശടയാളം
305,Linie::N,гож,വര
306,Linie::N,гож,രേഖ
307,Strich::N,гож,പക്ഷാഘാതം
308,Abstand::N,вис,വിടവ്
309,Abstand::N,кусып,വിടവ്
310,Entfernung::N,кусып,അകലം
311,Gegend::N,инты,പ്രദേശം
312,Platz::N,инты,ഇടം
313,Ort::N,инты,സ്ഥലം
314,Ort::N,места,സ്ഥലം
315,Seite::N,пал,വശം
316,Mitte::N,шор,മധ്യസ്ഥാനം
317,Gegenstand::N,арбери,സാധനം
318,Sache::N,котыр,വസ്തു
319,Rand::N,дур,തൊങ്ങൽ
320,Rand::N,шаер,തൊങ്ങൽ
321,Kante::N,дур,അറ്റം
322,Ecke::N,сэрег,മൂല
323,Spitze::N,йыл,അഗ്രം
324,Ende::N,пум,അവസാനം
325,Loch::N,пась,ദ്വാരം
326,Winkel::N,сэрег,കോൺ
327,Muster::N,пужы,ക്രമം
328,Größe::N,быдӟала,വലുപ്പം
329,Länge::N,кузьдала,നീളം
330,Höhe::N,ӝуждала,ഉയരം
331,Gewicht::N,сектала,കട്ടി
332,Gewicht::N,секытлык,കട്ടി
333,Menge::N,лыд,അളവ്
334,Menge::N,лыдпус,അളവ്
335,Haufen::N,люк,കൂമ്പാരം
336,Reihe::N,чур,വരി
337,Boot::N,пыж,ബോട്ട്
338,Boot::N,лодка,ബോട്ട്
339,Ruder::N,полыс,പങ്കായം
340,Schlitten::N,додьы,ഉരുളില്ലാവണ്ടി
341,Ski::N,куас,ഹിമപാദുകം
342,Lagerfeuer::N,тылскем,തീ
343,Last::N,секыт,ഭാരം
344,Gang::N,ветлон,നടത്തം
345,Schritt::N,вамыш,ചുവട്
346,Norden::N,уйпал,വടക്ക്
347,Süden::N,лымшор,തെക്ക്
348,Westen::N,шунды пуксён,പടിഞ്ഞാറ്
349,Osten::N,шунды ӝужан,കിഴക്ക്
350,Holz::N,пу,തടി
351,Brett::N,пул,ബോർഡ്
352,Platte::N,плита,തകിട്
353,Stütze::N,пыкет,താങ്ങ്
354,Stange::N,пуӵ,കമ്പ്
355,Stock::N,боды,വടി
356,Stab::N,пуӵ,കുറുവടി
357,Stab::N,боды,കുറുവടി
358,Rohr::N,труба,കുഴൽ
359,Haus::N,юрт,വീട്
360,Heim::N,корка,വീട്
361,Ofen::N,гур,സ്റ്റൌ
362,Fußboden::N,выж,തറ
363,Tisch::N,ӝӧк,മേശ
364,Stuhl::N,пукон,കസേര
365,Wiege::N,кӧкы,തൊട്ടിൽ
366,Wiege::N,зыбка,തൊട്ടിൽ
367,Bett::N,валес,കിടക്ക
368,Regal::N,ӝажы,ഷെൽഫ്
369,Kiste::N,ящик,പെട്ടി
370,Fenster::N,укно,ജനൽ
371,Fenster::N,косяк,ജനൽ
372,Tür::N,ӧс,വാതിൽ
373,Tor::N,ӟезьы,കവാടം
374,Zaun::N,забор,വേലി
375,Dach::N,липет,മേൽക്കുര
376,Leiter::N,падӟа,ഏണി
377,Besen::N,ӵужон,ചൂല്
378,Besen::N,исьнер,ചൂല്
379,Spaten::N,лопатка,തൂമ്പ
380,Schaufel::N,ютырон,തൂമ്പ
381,Gabel::N,тэчы,മുൾക്കത്തി
382,Gabel::N,вилка,മുൾക്കത്തി
383,Löffel::N,пуньы,സ്പൂൺ
384,Messer::N,пурт,കത്തി
385,Nagel::N,кортӵог,ആണി
386,Netz::N,сеть,വല
387,Haken::N,курик,കൊളുത്ത്
388,Griff::N,ныд,കൈപ്പിടി
389,Schloss::N,тунгон,പൂട്ട്
390,Bild::N,суред,ചിത്രം
391,Figur::N,фигура,കണക്ക്
392,Puppe::N,мунё,പാവ
393,Beutel::N,пуйы,ബാഗ്
394,Bündel::N,керттэт,കെട്ട്
395,Tasche::N,пуйы,ബാഗ്
396,Tasche::N,сумка,ബാഗ്
397,Eimer::N,ведра,ബക്കറ്റ്
398,Deckel::N,ӵоксэт,ഉറ
399,Geschirr::N,тусьты-пуньы,പിഞ്ഞാണം
400,Sack::N,пуйы,ചാക്ക്
401,Tasse::N,ӵаша,കപ്പ്
402,Topf::N,миска,പാത്രം
403,Kessel::N,пурты,കെറ്റ്ല്
404,Essen::N,сиськон,ആഹാരസമയം
405,Nahrung::N,сион,ഭക്ഷണം
406,Speise::N,сиён,ഡിഷ്
407,Fleisch::N,сӥль,മാംസം
408,Getreide::N,ю тысь,ചോളം
409,Brei::N,ӝук,കഞ്ഞി
410,Brot::N,нянь,റോട്ടി
411,Scheibe::N,шорем,തുണ്ട്
412,Fett::N,кӧй,കൊഴുപ്പ്
413,Butter::N,вӧй,വെണ്ണ
414,Öl::N,вӧй,എണ്ണ
415,Salz::N,сылал,ഉപ്പ്
416,Suppe::N,шыд,സൂപ്പ്
417,Honig::N,чечы,തേൻ
418,Milch::N,йӧл,പാൽ
419,Tee::N,чай,ചായ
420,Leder::N,сурон,തുകൽ
421,Wolle::N,гон,കമ്പിളി
422,Wolle::N,ыжгон,കമ്പിളി
423,Stoff::N,куэм,തുണി
424,Nadel::N,вень,സൂചി
425,Faden::N,сӥньыс,നൂല്
426,Knopf::N,бирды,ബട്ടൺ
427,Knoten::N,герд,കുരുക്ക്
428,Farbe::N,буёл,പെയിൻറ്
429,Kleidung::N,дӥсь,വസ്ത്രങ്ങൾ
430,Hemd::N,дэрем,ഷർട്ട്
431,Kragen::N,сирес,കുപ്പായക്കഴുത്ത്
432,Ärmel::N,саес,കുപ്പായക്കൈ
433,Hose::N,брюки,ട്രൌസർ
434,Hose::N,штань,ട്രൌസർ
435,Gürtel::N,кускерттон,ബെൽറ്റ്
436,Mütze::N,ызьы,തൊപ്പി
437,Schuh::N,ботинка,ഷൂ
438,Stiefel::N,сапег,ബൂട്ട്
439,Ring::N,зундэс,മോതിരം
440,Band::N,лента,റിബൺ
441,Kamm::N,сын,ചീപ്പ്
442,Spiegel::N,синучкон,കണ്ണാടി
443,Riemen::N,е,സ്ട്രാപ്പ്
444,Schnur::N,гозы,ചരട്
445,Leine::N,думет,കെട്ടാനുള്ള തോൽവാർ
446,Decke::N,шобрет,പുതപ്പ്
447,Kissen::N,миндэр,തലയിണ
448,Tuch::N,кышет,സ്കാർഫ്
449,Handtuch::N,ӵушкон,തോർത്ത്
450,Kraft::N,кать,ശക്തി
451,Kraft::N,ӟигар,ശക്തി
452,Stärke::N,юнлык,ശക്തി
453,Gesundheit::N,тазалык,ആരോഗ്യം
454,Krankheit::N,висён,അസുഖം
455,Schmerz::N,висён,വേദന
456,Wunde::N,яра,മുറിവ്
457,Fieber::N,кезег,പനി
458,Arznei::N,эмъюм,മരുന്ന്
459,Brücke::N,выж,പാലം
460,Brunnen::N,колдэч,കിണർ
461,Weide::N,возь,മേച്ചൽ
462,Pfad::N,сюрес,വഴി
463,Weg::N,сюрес,വഴി
464,Straße::N,сюрес,റോഡ്
465,Dorf::N,гурт,ഗ്രാമം
466,Stadt::N,кар,നഗരം
467,Stadt::N,город,നഗരം
468,Brief::N,гожтэт,കത്ത്
469,Buch::N,книга,പുസ്തകം
470,Buchstabe::N,буква,അക്ഷരം
471,Zeitung::N,газет,വർത്തമാനപത്രം
472,Leben::N,улон,ജീവൻ
473,Tod::N,кулон,മരണം
474,Grab::N,шайгу,ശവക്കുഴി
475,Kirche::N,черк,പള്ളി
476,Sünde::N,сьӧлык,പാപം
477,Gott::N,ӥнмар,ദൈവം
478,Arbeiter::N,рабочий,ജോലിക്കാരൻ
479,Chef::N,начальник,മേധാവി
480,Meister::N,кибашлы,യജമാനൻ
481,Arzt::N,врач,ഡോക്ടർ
482,Lehrer::N,дышетӥсь,അധ്യാപകൻ
483,Geld::N,уксё,പണം
484,Geld::N,коньдон,പണം
485,Geschäft::N,уж,ബിസിനസ്
486,Laden::N,магазин,കട
487,Preis::N,дун,വില
488,Ware::N,вуз,ചരക്ക്
489,Nutzen::N,пайда,ലാഭം
490,Reichtum::N,узырлык,ധനം
491,Welt::N,дунне,ലോകം
492,Land::N,шаер,രാജ്യം
493,Staat::N,кун,രാജ്യം
494,König::N,эксэй,രാജാവ്
495,Macht::N,власть,അധികാരം
496,Grenze::N,кунгож,അതിർത്തി
497,Krieg::N,ож,യുദ്ധം
498,Feind::N,тушмон,ശത്രു
499,Gewalt::N,эриктэман,അക്രമം
500,Kampf::N,нюръяськон,പോരാട്ടം
501,Bogen[Waffe]::N,пукыӵ,വില്ല്
502,Pfeil::N,пукыӵ вень,അമ്പ്
503,Gewehr::N,пыӵал,തോക്ക്
504,Fehler::N,янгыш,പിശക്
505,Lüge::N,пӧян,കള്ളം
506,Lüge::N,алдан,കള്ളം
507,Lüge::N,ӧрекчан,കള്ളം
508,Schaden::N,изъян,കേടുപാട്
509,Unglück::N,куректон,ദൌർഭാഗ്യം
510,Unglück::N,шудтэме усён,ദൌർഭാഗ്യം
511,Schuld::N,янгыш,തെറ്റ്
512,Alter::N,арлыд,വയസ്സ്
513,Schluss::N,пум,നിഗമനം
514,Zeit::N,дыр,സമയം
515,Tag::N,нунал,ദിവസം
516,Morgen::N,ӵукна,പ്രഭാതം
517,Mittag::N,лымшор,ഉച്ച
518,Abend::N,ӝыт,സായാഹ്നം
519,Abend::N,акшан,സായാഹ്നം
520,Nacht::N,уй,രാത്രി
521,Woche::N,арня,ആഴ്ച
522,Monat::N,толэзь,മാസം
523,Jahr::N,ар,വർഷം
524,Frühling::N,тулыс,വസന്തം
525,Sommer::N,гужем,വേനൽ
526,Herbst::N,сӥзьыл,ശരത്കാലം
527,Winter::N,тол,ശൈത്യം
528,Januar::N,выльартолэзь,ജനുവരി
529,Februar::N,тулыспал,ഫെബ്രുവരി
530,März::N,южтолэзь,മാർച്ച്
531,April::N,оштолэзь,ഏപ്രിൾ മാസം
532,Mai::N,куартолэзь,മെയ് മാസം
533,Juni::N,вожотолэзь,ജൂൺ
534,Juli::N,пӧсьтолэзь,ജൂലൈ
535,August::N,гудырикошкон,ആഗസ്റ്റ്
536,September::N,куарусён,സെപ്തംബർ
537,Oktober::N,выльӝуктолэзь,ഒക്ടോബർ
538,November::N,шуркынмон,നവംബർ
539,Dezember::N,толсур,ഡിസംബർ
540,Montag::N,вордӥськон,തിങ്കളാഴ്ച
541,Dienstag::N,вторник,ചൊവ്വ
542,Mittwoch::N,вирнунал,ബുധനാഴ്ച
543,Donnerstag::N,покчиарня,വ്യാഴാഴ്ച
544,Freitag::N,удмуртарня,വെള്ളിയാഴ്ച
545,Samstag::N,кӧснунал,ശനിയാഴ്ച
546,Sonntag::N,арня,ഞായറാഴ്ച
547,groß::A,бадӟым,വലിയ
548,klein::A,пичи,ചെറിയ
549,lang::A,кузь,നീണ്ട
550,kurz::A,вакчи,ഹ്രസ്വമായ
551,breit::A,паськыт,വിശാലമായ
552,schmal::A,сюлэг,ഇടുങ്ങിയ
553,dicht::A,ӵем,നിബിഡമായ
554,dick[Gegenstand]::A,зӧк,തടിച്ച
555,dünn::A,векчи,മെലിഞ്ഞ
556,fein::A,векчи,നേർത്ത
557,fest::A,юн,ഉറപ്പുള്ള
558,fest::A,чурыт,ഉറപ്പുള്ള
559,flach::A,ӵошкыт,പരന്ന
560,glatt::A,гылыт,മിനുസമുള്ള
561,glatt::A,вольыт,മിനുസമുള്ള
562,hart::A,чурыт,കട്ടിയുള്ള
563,weich::A,небыт,മൃദുവായ
564,rund::A,котырес,വട്ടത്തിലുള്ള
565,spitz::A,йылсо,മുനയുള്ള
566,scharf::A,лэчыт,മൂർച്ചയുള്ള
567,stumpf::A,ныж,തുറന്നടിക്കുന്ന
568,schwer::A,секыт,ഭാരമുള്ള
569,schön::A,чебер,മനോഹരമായ
570,heiß::A,пӧсь,ചൂടുള്ള
571,warm::A,шуныт,ചൂടുള്ള
572,kalt::A,кезьыт,തണുത്ത
573,kühl::A,юзмыт,തണുപ്പുള്ള
574,kühl::A,салкым,തണുപ്പുള്ള
575,frisch::A,выль,ശുദ്ധമായ
576,feucht::A,мускыт,ഈറനുള്ള
577,nass::A,котмем,നനഞ്ഞ
578,trocken::A,кӧс,വരണ്ട
579,voll::A,тыр,നിറയെ
580,leer::A,буш,ഒഴിഞ്ഞ
581,leer::A,тырттэм,ഒഴിഞ്ഞ
582,offen::A,усьтэм,തുറന്ന
583,geschlossen::A,ӵогам,അടച്ച
584,geschlossen::A,пунням,അടച്ച
585,sauber::A,ӝикыт,വൃത്തിയുള്ള
586,sauber::A,чылкыт,വൃത്തിയുള്ള
587,schmutzig::A,нӧд,അഴുക്കുനിറഞ്ഞ
588,roh::A,ыль,അസംസ്കൃതമായ
589,reif::A,вуэм,പഴുത്ത
590,lecker::A,ческыт,രുചികരമായ
591,süß::A,ческыт,മധുരമുള്ള
592,bitter::A,курыт,കടുത്ത
593,sauer::A,чырс,പുളിപ്പുള്ള
594,hell::A,югыт,ജ്വലിക്കുന്ന
595,dunkel::A,пеймыт,ഇരുണ്ട
596,schwarz::A,сьӧд,കറുത്ത
597,weiß::A,тӧдьы,വെളുത്ത
598,rot::A,горд,ചുവന്ന
599,gelb::A,ӵуж,മഞ്ഞനിറമായ
600,blau::A,лыз,നീലനിറമുള്ള
601,grün::A,вож,പച്ചനിറമുള്ള
602,grau::A,пурысь,ചാരനിറത്തിലുള്ള
603,bunt::A,куӵо,വർണ്ണശബളമായ
604,billig::A,дунтэм,വിലകുറഞ്ഞ
605,teuer::A,дуно,ചെലവേറിയ
606,wertvoll::A,дуно,വിലപിടിപ്പുള്ള
607,blind::A,сукыр,അന്ധനായ
608,blind::A,синтэм,അന്ധനായ
609,taub::A,пельтэм,കേൾവിക്കുറവുള്ള
610,kräftig::A,кужмо,ശക്തിയുള്ള
611,stark::A,юн,ബലമുള്ള
612,stark::A,кужмо,ബലമുള്ള
613,schwach::A,ляб,ക്ഷീണിച്ച
614,schwach::A,начар,ക്ഷീണിച്ച
615,fett::A,кӧй,കൊഴുപ്പുള്ള
616,schlank::A,веськыт,മെലിഞ്ഞ
617,schlank::A,веськрес,മെലിഞ്ഞ
618,hübsch::A,чебер,മനോഹരമായ
619,hübsch::A,синмаськымон,മനോഹരമായ
620,böse::A,лек,പാപിയായ
621,dumm::A,шузи,വിവരംകെട്ട
622,dumm::A,визьтэм,വിവരംകെട്ട
623,faul::A,азьтэм,അലസനായ
624,fleißig::A,сюлмо,അദ്ധ്വാനശീലമുള്ള
625,geizig::A,сук,പിശുക്കനായ
626,klug::A,визьмо,ബുദ്ധിസാമർഥ്യമുള്ള
627,geschickt::A,усто,പ്രതിഭാശാലി
628,geschickt::A,быгатӥсь,പ്രതിഭാശാലി
