,Concept_ID,kl,mn
1373,Festland::N,,хуурай газар
1374,Kiefer[Baum]::N,,нарс
1375,Pferd::N,,морь
1376,Pferd::N,,адуу
1377,Elch::N,,хандгай
1378,Schwarm::N,,сүрэг
1379,Ente::N,,нугас
1380,Barsch::N,,алгана
1381,Hecht::N,,цурхай
1382,Wurm::N,,өт
1383,Wurm::N,,хорхой
1384,Heu::N,,өвс
1385,Kummer::N,,гаслан
1386,Gespräch::N,,яриа
1387,Spiel::N,,наадам
1388,Spiel::N,,тоглоом
1389,Gesellschaft::N,,хамт байх
1390,Angelegenheit::N,,хэрэг
1391,Anzahl::N,,тоо
1392,Strich::N,,зураас
1393,Gegenstand::N,,юм
1394,Höhe::N,,өндөр
1395,Lagerfeuer::N,,түүдэг
1396,Gang::N,,явдал
1397,Heim::N,,гэр
1398,Beutel::N,,агсаа
1399,Beutel::N,,уут
1400,Eimer::N,,хөнөг
1401,Eimer::N,,хувин
1402,Sack::N,,шуудай
1403,Brei::N,,богшмол
1404,Brei::N,,будаа
1405,Leder::N,,арьс
1406,Leder::N,,савхи
1407,Gott::N,,бурхан
1408,Reichtum::N,,баялаг
1409,Staat::N,,төр
1410,Staat::N,,гүрэн
1411,Gewalt::N,,хүчирхэх
1412,Bogen[Waffe]::N,,нум
1413,Lüge::N,,худал
1414,Schaden::N,,хор
1415,Schaden::N,,хөнөөл
1416,April::N,,дөрөвдүгээр сар
1417,frisch::A,,эрүүл
1418,frisch::A,,жихүүн
1419,lecker::A,,амттай
1420,sauer::A,,эсгэлэн
1421,bunt::A,,эрээн
1422,teuer::A,,үнэтэй
1423,geschickt::A,,дүйтэй
1424,nackt::A,,нүцгэн
1425,ehemalig::A,,агсан
1426,ehemalig::A,,байсан
1427,bekannt::A,,танил
1428,anderer::A,,өөр
1429,anderer::A,,нөгөө
1430,zuerst::ADV,,анх
1431,zuerst::ADV,,эхлээд
1432,niemals::ADV,,хэзээ ч
1433,niemals::ADV,,хэдийд ч
1434,von hier::ADV,,эндээс
1435,dort::ADV,,тэнд
1436,oben::ADV,,дээр
1437,hinauf::ADV,,өөд
1438,hinauf::ADV,,дээш
1439,nicht::ADV,,эс
1440,nicht::ADV,,-гүй
1441,ein wenig::ADV,,жаахан
1442,so::ADV,,тэгж
1443,so::ADV,,ингээд
1444,nur::ADV,,зөвхөн
1445,nur::ADV,,гагцхүү
1446,vor::PRP,,өмнө
1447,hinter::PRP,,ард
1448,unter::PRP,,доор
1449,durch::PRP,,дундуур
1450,neben::PRP,,хажууд
1451,zwischen::PRP,,завсар
1452,zwischen::PRP,,хооронд
1453,wegen::PRP,,төлөө
1454,wegen::PRP,,дээрээс
1455,alles::PRN,,цөм
1456,alles::PRN,,бүгд
1457,aufgehen[Sonne]::V,,мандах
1458,strömen::V,,гүйх
1459,strömen::V,,урсах
1460,fließen::V,,урсах
1461,faulen::V,,үжрэх
1462,faulen::V,,өмхийрөх
1463,verfaulen::V,,бээх
1464,verfaulen::V,,өгрөх
1465,verschwinden::V,,далд орох
1466,verschwinden::V,,алга болох
1467,lärmen::V,,шуугих
1468,klirren::V,,хангир жингэр хийх
1469,rauschen::V,,сэржигнэх
1470,klingen::V,,хангинах
1471,müde werden::V,,ядрах
1472,krank werden::V,,өвдөж эхлэх
1473,krank sein::V,,өвдөх
1474,umkommen::V,,үхэх
1475,sich rühren::V,,хөдлөх
1476,sich erheben::V,,босох
1477,hinfallen::V,,ойчих
1478,kriechen::V,,мөлхөх
1479,gehen::V,,явах
1480,abfahren::V,,одох
1481,abfahren::V,,хөдлөх
1482,erwarten::V,,хүлээх
1483,lachen::V,,инээх
1484,anschauen::V,,харах
1485,probieren::V,,амсаж үзэх
1486,zu sehen sein::V,,үзэгдэх
1487,zu sehen sein::V,,харагдах
1488,vernehmen::V,,дуулах
1489,können::V,,болох
1490,gelingen::V,,бүтэх
1491,geraten::V,,илрэх
1492,ändern::V,,өөрчлөх
1493,drehen::V,,эргүүлэх
1494,schieben::V,,түлхэх
1495,rütteln::V,,холхнулах
1496,schütten::V,,цутгах
1497,schütten::V,,аягалах
1498,packen::V,,шүүрэх
1499,hinzufügen::V,,нэмэх
1500,wählen::V,,сонгох
1501,auswählen::V,,шилэх
1502,behindern::V,,саад хийх
1503,behindern::V,,тотгор болох
1504,beschädigen::V,,гэмтээх
1505,reichen::V,,өгөх
1506,reichen::V,,дамжуулах
1507,schenken::V,,бэлэглэх
1508,wiegen::V,,бүүвэйлэх
1509,lassen::V,,-уулах
1510,verlassen::V,,хаях
1511,bewachen::V,,сахих
1512,verteidigen::V,,хамгаалах
1513,sich schlagen::V,,зодолдох
1514,siegen::V,,ялах
1515,belästigen::V,,зовоох
1516,belästigen::V,,амраахгүй байх
1517,täuschen::V,,мэхлэх
1518,pflücken::V,,түүх
1519,fassen::V,,барих
1520,hüten::V,,маллах
1521,hüten::V,,хариулах
1522,treiben::V,,туух
1523,melken::V,,саах
1524,hacken::V,,цавчих
1525,reifen::V,,боловсрох
1526,zubereiten::V,,бэлдэх
1527,backen::V,,жигнэх
1528,stricken::V,,нэхэх
1529,stricken::V,,сүлжих
1530,nähen::V,,оёх
1531,spülen::V,,зайлах
1532,kehren::V,,шүүрдэх
1533,kehren::V,,туужуудах
1534,kämmen::V,,самнах
1535,schmücken::V,,гоёх
1536,schmücken::V,,чимэх
1537,sich unterhalten::V,,ярилцах
1538,nennen::V,,нэрлэх
1539,bemerken::V,,ажих
1540,bemerken::V,,ажиглах
1541,begreifen::V,,ойлгох
1542,zeichnen::V,,дүрслэн бичих
1543,besitzen::V,,эзэмших
1544,zahlen::V,,төлөх
