,Concept_ID,vep,he
84,Nebel::N,sumeg,ערפל
85,Wolke::N,pil'v,ענן
86,Regen::N,vihm,גשם
87,Schnee::N,lumi,שלג
88,Eis::N,jä,קרח
89,Frost::N,hala,צנה
90,Frost::N,pakaine,צנה
91,Kälte::N,vilu,קר
92,Hitze::N,räk,חם
93,Raureif::N,hüde,כפור
94,Regenbogen::N,jumalanbembel',קשת
95,Donner::N,juru,רעם
96,Donner::N,jumalanjuru,רעם
97,Strömung::N,joksmuz,זרימה
98,Tropfen::N,tilkuine,טפה
99,Schaum::N,vaht,קצף
100,Schmutz::N,redu,לכלוך
101,Schmutz::N,pačak,לכלוך
102,See::N,järv,אגם
103,Sumpf::N,so,בצה
104,Moor::N,so,בצה
105,Wiese::N,nit,מרעה
106,Wald::N,mec,יער
107,Hügel::N,kukaz,תל
108,Anhöhe::N,kukaz,מעלה
109,Berg::N,mägi,הר
110,Gipfel::N,ladv,פסגה
111,Höhle::N,mägionduz,מערה
112,Abhang::N,paute,מדרון
113,Abhang::N,paute,שפוע
114,Quelle::N,lähte,מעין
115,Bach::N,oja,נחל
116,Fluss::N,jogi,נהר
117,Ufer::N,rand,גדה
118,Küste::N,randišt,חוף
119,Festland::N,kuivma,יבשה
120,Meer::N,meri,ים
121,Bucht::N,laht,מפרץ
122,Insel::N,sar',אי
123,Blume::N,änik,פרח
124,Gras::N,hein,דשא
125,Wurzel::N,jur',שרש
126,Baum::N,pu,עץ
127,Stamm::N,tüvi,גזע
128,Rinde::N,kor',קלפת עץ
129,Ast::N,oks,ענף
130,Zweig::N,oks,ענף
131,Zweig::N,barb,ענף
132,Blatt::N,lehtez,עלה
133,Birke::N,koiv,שדר
134,Kiefer[Baum]::N,pedai,ארן
135,Weide[Baum]::N,raid,ערבה
136,Tanne::N,kuz',אשוח
137,Horn::N,sar'v,קרן
138,Feder::N,höuneh,נוצה
139,Fell::N,nahk,פרוה
140,Flügel::N,suug,כנף
141,Klaue::N,künz',טלף
142,Kralle::N,künz',טפר
143,Schwanz::N,händ,זנב
144,Ei::N,muna,ביצה
145,Nest::N,peza,קן
146,Bau::N,uru,מחלה
147,Tier::N,živat,חיה
148,Herde::N,kogo,עדר
149,Kuh::N,lehm,פרה
150,Bulle::N,härg,פר
151,Pferd::N,hebo,סוס
152,Schaf::N,lambaz,כבשה
153,Schwein::N,siga,חזיר
154,Hund::N,koir,כלב
155,Katze::N,kaži,חתול
156,Bär::N,kondi,דב
157,Eichhörnchen::N,orav,סנאי
158,Elch::N,hirb',דישון
159,Fuchs::N,reboi,שועל
160,Hase::N,jäniš,ארנב
161,Maus::N,hir',עכבר
162,Wolf::N,händikaz,זאב
163,Vogel::N,lind,צפור
164,Schwarm::N,parveh,נחיל
165,Schwarm::N,parveh,להקה
166,Huhn::N,kana,תרנגלת
167,Hahn::N,kukoi,תרנגול
168,Gans::N,hanh',אוז
169,Adler::N,orl,עיט
170,Ente::N,sorz,ברוז
171,Eule::N,hir'pulo,ינשוף
172,Kranich::N,kurg,עגור
173,Kranich::N,kurg,כרוכיה
174,Krähe::N,variš,עורב
175,Kuckuck::N,kägi,קוקיה
176,Schwan::N,joucen,ברבור
177,Fisch::N,kala,דג
178,Barsch::N,ahven,אוקונוס
179,Hecht::N,haug',זאב הים
180,Schlange[Tier]::N,kü,נחש
181,Schlange[Tier]::N,mado,נחש
182,Wurm::N,mado,תולעת
183,Spinne::N,hämähouk,עכביש
184,Ameise::N,murahaine,נמלה
185,Laus::N,täi,כנה
186,Mücke::N,säs'k,יתוש
187,Fliege::N,kärbhaine,זבוב
188,Schmetterling::N,lipkaine,פרפר
189,Beere::N,marj,ענבה
190,Apfel::N,jablok,תפוח
191,Pilz::N,sen',פטריה
192,Pilz::N,babuk,פטריה
193,Zwiebel::N,lauk,בצל
194,Saat::N,semned,זרעים
195,Korn::N,jüvä,גרעין
196,Korn::N,vill',גרעין
197,Heu::N,hein,חציר
198,Schale::N,kor',קלפה
199,Grube::N,kop,בור
200,Grube::N,kop,שוחה
201,Falle::N,rida,מלכדת
202,Schlinge::N,rihm,לולאה
203,Spur::N,jäl'g,עקבה
204,Asche::N,tuhk,אפר
205,Dreck::N,redu,זהמה
206,Dreck::N,pačak,זהמה
207,Eisen::N,raud,ברזל
208,Gold::N,kuld,זהב
209,Silber::N,hobed,כסף
210,Kohle::N,hil',פחם
211,Glas::N,stökol,זכוכית
212,Lehm::N,savi,חרסית
213,Sand::N,lete,חול
214,Mensch::N,mez',אדם
215,Mensch::N,ristit,אדם
216,Mann::N,mez',איש
217,Mann::N,mez',גבר
218,Frau::N,naine,אשה
219,Frau::N,naine,גברת
220,Kind::N,laps',ילד
221,Junge::N,poig,ילד
222,Junge::N,prihaine,ילד
223,Mädchen::N,neičukaine,נערה
224,Familie::N,kanz,משפחה
225,Familie::N,pereh,משפחה
226,Großvater::N,ded,סבא
227,Großmutter::N,bab,סבתא
228,Eltern::N,vanhembad,הורים
229,Eltern::N,kazvatajad,הורים
230,Vater::N,tat,אב
231,Mutter::N,mam,אם
232,Sohn::N,poig,בן
233,Tochter::N,tütär,בת
234,Bruder::N,veik,אח
235,Bruder::N,vell',אח
236,Schwester::N,čiža,אחות
237,Schwester::N,sizar,אחות
238,Onkel::N,däd',דוד
239,Tante::N,tädi,דודה
240,Ehemann::N,mužik,איש
241,Ehemann::N,mužik,בעל
242,Ehefrau::N,ak,אשה
243,Freude::N,ilo,שמחה
244,Freude::N,ihastuz,שמחה
245,Gelächter::N,nagr,צחוק
246,Glück::N,oza,אשר
247,Kummer::N,gor'a,יגון
248,Kummer::N,gor'a,עגמה
249,Wunsch::N,taht,אחול
250,Wunsch::N,taht,משאלה
251,Lust::N,himo,חשק
252,Lust::N,himo,תשוקה
253,Geist::N,heng,רוח
254,Gedanke::N,meletuz,מחשבה
255,Gedächtnis::N,mušt,זכרון
256,Verstand::N,mel',שכל
257,Sinn::N,jüvä,מובן
258,Sinn::N,jüvä,משמעות
259,Grund::N,sü,סבה
260,Wahrheit::N,tozi,אמת
261,Gespräch::N,lodu,דיון
262,Gespräch::N,pagin,דיון
263,Märchen::N,sarn,אגדה
264,Erzählung::N,sanutez,ספור
265,Nachricht::N,tedotuz,ידיעה
266,Neuigkeit::N,uzištuz,חדשה
267,Name::N,nimi,שם
268,Rätsel::N,ozoitez,תעלומה
269,Rede::N,pagin,נאום
270,Rede::N,sanad,נאום
271,Sprache::N,kel',לשון
272,Stimme::N,än',קול
273,Wort::N,sana,מלה
274,Zeichen::N,znam,סימן
275,Ruf::N,kida,קריאה
276,Ruf::N,kucund,קריאה
277,Lärm::N,judu,רעש
278,Laut::N,kulund,הגה
279,Ton::N,kulund,צליל
280,Lied::N,pajo,שיר
281,Ruhe::N,lebu,שלוה
282,Leute::N,rahvaz,אנשים
283,Volk::N,rahvaz,עם
284,Arbeit::N,tö,עבודה
285,Arbeit::N,rad,עבודה
286,Gast::N,adiv,אורח
287,Geschenk::N,lahj,מתנה
288,Spiel::N,vänd,משחק
289,Gesellschaft::N,sebr,חברה
290,Hilfe::N,abu,עזרה
291,Freund::N,sebranik,חבר
292,Freund::N,sebranik,ידיד
293,Kamerad::N,sebranik,רע
294,Angelegenheit::N,azj,ענין
295,Anzahl::N,lugu,מספר
296,Art::N,rod,סוג
297,Art::N,rodsugu,סוג
298,Stück::N,pala,חתיכה
299,Stück::N,supal,חתיכה
300,Teil::N,pala,פרק
301,Hälfte::N,pol',חצי
302,Kreis::N,ümbruz,מעגל
303,Kreis::N,kehkruz,מעגל
304,Kreuz::N,rist,צלב
305,Linie::N,pird,קו
306,Strich::N,pird,קו קצר
307,Abstand::N,keskust,מרחק
308,Entfernung::N,matk,מרחק
309,Gegend::N,taho,נוף
310,Platz::N,avaruz',שטח
311,Ort::N,koht,אתר
312,Ort::N,koht,מקום
313,Seite::N,pol',צד
314,Seite::N,kül'g,צד
315,Mitte::N,kesk,אמצע
316,Gegenstand::N,kalu,אוביקט
317,Sache::N,azj,דבר
318,Rand::N,röun,פרור
319,Kante::N,röun,קצה
320,Ecke::N,saum,פנה
321,Spitze::N,agjaine,קצה
322,Ende::N,agj,סוף
323,Loch::N,reig,חר
324,Winkel::N,čoga,פנה
325,Winkel::N,saum,פנה
326,Muster::N,kirjam,תבנית
327,Größe::N,suruz',גדל
328,Länge::N,piduz,ארך
329,Höhe::N,korktuz',קומה
330,Höhe::N,korktuz',גבה
331,Gewicht::N,jügu,משקל
332,Gewicht::N,vedäduz,משקל
333,Menge::N,äjüz',כמות
334,Haufen::N,kogo,ערמה
335,Reihe::N,rivi,רצף
336,Boot::N,veneh,סירה
337,Ruder::N,air,משוט
338,Schlitten::N,regi,מזחלת
339,Schlitten::N,regut,מזחלת
340,Ski::N,suks',מגלשים
341,Lagerfeuer::N,nodj,מדורה
342,Lagerfeuer::N,pažag,מדורה
343,Last::N,jüguz,משא
344,Gang::N,astund,הליכה
345,Schritt::N,hašk,צעד
346,Norden::N,pohjoine,צפון
347,Süden::N,suvi,דרום
348,Westen::N,päivlaskm,מערב
349,Osten::N,päivnouzm,מזרח
350,Holz::N,pu,עץ
351,Brett::N,laud,קרש
352,Platte::N,keitim,לוח
353,Stütze::N,tugi,משען
354,Stange::N,arz',מוט
355,Stock::N,kalu,מקל
356,Stab::N,seibaz,מוט
357,Rohr::N,torv,צנור
358,Haus::N,pert',בית
359,Heim::N,kodi,בית
360,Ofen::N,päč,תנור
361,Fußboden::N,lava,רצפה
362,Tisch::N,laud,שלחן
363,Tisch::N,stal'c,שלחן
364,Stuhl::N,ištim,כסא
365,Wiege::N,kätte,ערש
366,Bett::N,sija,מטה
367,Bett::N,magaduzsija,מטה
368,Regal::N,palič,מדף
369,Kiste::N,mülütim,תבה
370,Kiste::N,mülütim,ארגז
371,Fenster::N,ikun,חלון
372,Tür::N,uks',דלת
373,Tor::N,verai,שער
374,Zaun::N,aid,גדר
375,Dach::N,katuz,גג
376,Leiter::N,pordhad,סלם
377,Besen::N,lud,מטאטא
378,Besen::N,vast,מטאטא
379,Spaten::N,labid,את
380,Schaufel::N,labid,את
381,Gabel::N,hangoine,מזלג
382,Löffel::N,luzik,כף
383,Messer::N,veič,סכין
384,Nagel::N,nagl,מסמר
385,Netz::N,verk,רשת
386,Haken::N,kouk,וו
387,Haken::N,kouk,קרס
388,Griff::N,kägä,ידית
389,Griff::N,varz',ידית
390,Schloss::N,lukkol,מנעול
391,Bild::N,kuva,תמונה
392,Figur::N,figur,פסל
393,Puppe::N,tätüine,בבה
394,Beutel::N,havad,שק
395,Bündel::N,toppaz,צרור
396,Bündel::N,käč,צרור
397,Tasche::N,sumk,שקית
398,Eimer::N,vädr,דלי
399,Deckel::N,katuz,מכסה
400,Geschirr::N,astii,כלים
401,Sack::N,havad,שק
402,Tasse::N,čašk,ספל
403,Topf::N,pada,סיר
404,Kessel::N,katil,קנקן
405,Essen::N,sönd,אכל
406,Essen::N,sönd,ארוחה
407,Nahrung::N,söm,הזנה
408,Nahrung::N,söm,תזונה
409,Speise::N,sömine,מאכל
410,Speise::N,sömine,ארוחה
411,Fleisch::N,liha,בשר
412,Getreide::N,vill',דגן
413,Brei::N,pudr,מחית
414,Brot::N,leib,לחם
415,Scheibe::N,bibaleh,עגול
416,Scheibe::N,bibaleh,פרוסה
417,Scheibe::N,šlik,עגול
418,Scheibe::N,šlik,פרוסה
419,Fett::N,razv,שמן
420,Butter::N,voi,חמאה
421,Öl::N,voi,שמן
422,Salz::N,sol,מלח
423,Suppe::N,lem',מרק
424,Suppe::N,keitoz,מרק
425,Honig::N,mezi,דבש
426,Milch::N,maid,חלב
427,Tee::N,čai,תה
428,Leder::N,nahk,עור
429,Wolle::N,vill,צמר
430,Stoff::N,kangaz,בד
431,Stoff::N,kangaz,אריג
432,Nadel::N,negl,מחט
433,Faden::N,nit',חוט
434,Knopf::N,nübl',כפתור
435,Knoten::N,sol'm,קשר
436,Farbe::N,muju,צבע
437,Kleidung::N,sobad,בגדים
438,Hemd::N,paid,חלצה
439,Kragen::N,kagluz,צוארון
440,Ärmel::N,hijam,שרוול
441,Hose::N,štanad,מכנסים
442,Gürtel::N,vö,חגורה
443,Mütze::N,šapuk,כובע
444,Schuh::N,keng',נעל
445,Stiefel::N,sapug,מגף
446,Ring::N,rengaz,טבעת
447,Band::N,lentaine,סרט
448,Kamm::N,suga,מסרק
449,Spiegel::N,zerkol,מראה
450,Riemen::N,vö,רצועה
451,Schnur::N,nor,חבל
452,Leine::N,talutimnor,מושכות
453,Decke::N,sijakatuz,שמיכה
454,Kissen::N,pöluz,כרית
455,Tuch::N,paik,צעיף
456,Handtuch::N,käzipaik,מגבת
457,Kraft::N,vägi,כוח
458,Stärke::N,vahvuz',און
459,Gesundheit::N,tervhuz,בריאות
460,Krankheit::N,läžund,מחלה
461,Schmerz::N,kibu,כאב
462,Wunde::N,čapatez,פציעה
463,Fieber::N,säru,חם
464,Arznei::N,zel'l',תרופה
465,Brücke::N,sild,גשר
466,Brunnen::N,kaiv,באר
467,Weide::N,omaluine,אחו
468,Weide::N,omaluine,מרעה
469,Pfad::N,tehut,שביל
470,Pfad::N,tehut,מדרכה
471,Weg::N,te,דרך
472,Straße::N,te,כביש
473,Dorf::N,külä,כפר
474,Stadt::N,lidn,עיר
475,Brief::N,kirjeine,מכתב
476,Buch::N,kirj,ספר
477,Buchstabe::N,kirjam,אות
478,Zeitung::N,lehtez,עתון
479,Leben::N,elo,חיים
480,Tod::N,surm,מות
481,Grab::N,kaum,קבר
482,Kirche::N,jumalanpert',כנסיה
483,Sünde::N,grähk,חטא
484,Gott::N,jumal,אל
485,Arbeiter::N,radnik,פועל
486,Chef::N,pämez',ראש
487,Chef::N,pämez',מנהל
488,Meister::N,mastar,ממחה
489,Arzt::N,lekar',רופא
490,Lehrer::N,opendai,מורה
491,Geld::N,rahad,כסף
492,Geschäft::N,biznes,עסקה
493,Laden::N,lauk,חנות
494,Preis::N,arv,מחיר
495,Ware::N,tavar,סחורה
496,Nutzen::N,liža,תועלת
497,Reichtum::N,kodielo,עשר
498,Reichtum::N,kal'huz',עשר
499,Welt::N,mail'm,עולם
500,Land::N,ma,ארץ
501,Staat::N,valdkund,מדינה
502,König::N,kunigaz,מלך
503,Macht::N,vald,כוח
504,Grenze::N,röun,גבול
505,Krieg::N,soda,מלחמה
506,Feind::N,vihanik,אויב
507,Feind::N,vastustai,אויב
508,Gewalt::N,vägivald,אלימות
509,Kampf::N,tora,קרב
510,Kampf::N,tora,לחימה
511,Bogen[Waffe]::N,taug,קשת
512,Pfeil::N,nol,חץ
513,Gewehr::N,oružj,רובה
514,Fehler::N,viga,טעות
515,Lüge::N,kelastuz,שקר
516,Schaden::N,pahuz',נזק
517,Unglück::N,bed,מזל רע
518,Unglück::N,gor'a,מזל רע
519,Schuld::N,värhuz',אשמה
520,Alter::N,igä,גיל
521,Schluss::N,lop,סיום
522,Zeit::N,aig,זמן
523,Tag::N,päiv,יום
524,Morgen::N,homendez,בקר
525,Mittag::N,keskpäiv,צהרים
526,Abend::N,eht,ערב
527,Nacht::N,ö,לילה
528,Woche::N,nedal',שבוע
529,Monat::N,ku,חדש
530,Jahr::N,voz',שנה
531,Frühling::N,keväz',אביב
532,Sommer::N,keza,קיץ
533,Herbst::N,sügüz',סתו
534,Winter::N,tal'v,חרף
535,Januar::N,viluku,ינואר
536,Februar::N,uhoku,פברואר
537,März::N,keväz'ku,מרץ
538,April::N,sulaku,אפריל
539,Mai::N,semendku,מאי
540,Juni::N,kezaku,יוני
541,Juli::N,heinku,יולי
542,August::N,eloku,אוגוסט
543,September::N,sügüz'ku,ספטמבר
544,Oktober::N,reduku,אוקטובר
545,November::N,kül'mku,נובמבר
546,Dezember::N,tal'vku,דצמבר
547,Montag::N,ezmärg,יום שני
548,Dienstag::N,tožnarg,יום שלישי
549,Mittwoch::N,koumanz'päiv,יום רביעי
550,Donnerstag::N,nellänz'päiv,יום חמישי
551,Freitag::N,pätnič,יום ששי
552,Freitag::N,videnz'päiv,יום ששי
553,Samstag::N,sobat,יום שבת
554,Sonntag::N,pühäpäiv,יום ראשון
555,groß::A,sur',גדול
556,groß::A,järed,גדול
557,klein::A,pen',קטן
558,klein::A,pičuine,קטן
559,lang::A,pit'k,ארך
560,kurz::A,lühüd,קצר
561,breit::A,leved,רחב
562,schmal::A,kaid,צר
563,dicht::A,tihed,צפוף
564,dick[Gegenstand]::A,paks,עבה
565,dünn::A,hoik,דק
566,fein::A,hen,מעדן
567,fest::A,luja,מוצק
568,fest::A,ninev,מוצק
569,flach::A,lapak,שטוח
570,glatt::A,siled,חלק
571,hart::A,kova,קשיח
572,weich::A,pehmed,רך
573,rund::A,kehker,עגל
574,spitz::A,nügu,חד
575,spitz::A,terav,חד
576,scharf::A,terav,חד
577,stumpf::A,tül'c,קהה
578,schwer::A,jüged,כבד
579,schön::A,čoma,יפה
580,heiß::A,räk,חם
581,warm::A,läm',חם
582,kalt::A,vilu,קר
583,kühl::A,raibak,צונן
584,kühl::A,viluhk,צונן
585,frisch::A,lahed,טרי
586,feucht::A,neps,לח
587,feucht::A,toreh,לח
588,nass::A,märg,רטוב
589,trocken::A,kuiv,יבש
590,voll::A,täuz',מלא
591,leer::A,joudai,ריק
592,offen::A,avoin,פתוח
593,offen::A,avol'jaine,פתוח
594,geschlossen::A,saubaline,סגור
595,sauber::A,puhtaz,נקי
596,schmutzig::A,redukaz,מלכלך
597,roh::A,rohk,חי
598,roh::A,toreh,חי
599,reif::A,küps,בשל
600,lecker::A,magukaz,טעים
601,süß::A,maged,מתוק
602,bitter::A,karged,מר
603,sauer::A,muiged,חמוץ
604,hell::A,kirkas,בהיר
605,hell::A,valgei,בהיר
606,dunkel::A,pimed,עמום
607,schwarz::A,must,שחר
608,weiß::A,vauged,לבן
609,rot::A,rusked,אדם
610,gelb::A,pakuine,צהב
611,blau::A,sinine,כחל
612,grün::A,vihand,ירק
613,grau::A,hahk,אפר
614,bunt::A,kirjav,צבעוני
615,billig::A,odav,זול
616,teuer::A,kalliž,יקר
617,wertvoll::A,arvokas,יקר ערך
618,blind::A,soged,עור
619,taub::A,kurdiž,חרש
620,kräftig::A,vägev,חסן
621,stark::A,vahv,חזק
622,stark::A,vägekaz,חזק
623,schwach::A,väll',חלש
624,fett::A,razvakaz,שמן
625,schlank::A,kapos,רזה
626,hübsch::A,čoma,יפה תאר
627,böse::A,äred,רשע
628,böse::A,käred,רשע
629,dumm::A,el'getoi,טפש
630,faul::A,lašk,עצלן
631,fleißig::A,radonnavedii,חרוץ
632,geizig::A,ažlak,קמצן
633,klug::A,melev,נבון
634,klug::A,melev,פקח
635,klug::A,melekaz,נבון
636,klug::A,melekaz,פקח
637,geschickt::A,mahtokaz,מימן
638,lieb::A,izo,יקר
639,lieb::A,izo,אהוב
640,lieb::A,sula,יקר
641,lieb::A,sula,אהוב
642,lustig::A,ilokaz,עליז
643,sanft::A,laskav,עדין
644,hungrig::A,näl'ghine,רעב
645,krank::A,läžui,חולה
646,nackt::A,alastoi,ערום
647,traurig::A,opalahine,עצוב
648,lebendig::A,eläb,חי
649,gut::A,hüvä,טוב
650,schlecht::A,huba,גרוע
651,richtig::A,oiged,נכון
652,schlimm::A,paha,רע
653,wahr::A,todesine,אמתי
654,alt::A,vanh,ישן
655,neu::A,uz',חדש
656,ehemalig::A,edeline,לשעבר
657,alt[Lebewesen]::A,ravaz,זקן
658,jung::A,nor',צעיר
659,arm::A,gol'l',עני
660,reich::A,elokaz,עשיר
661,bekannt::A,tutab,ידוע
662,berühmt::A,tetab,מפרסם
663,fremd::A,veraz,זר
664,verschieden::A,erazvuitte,שונה
665,nah::A,läheline,קרוב
666,fern::A,edahaine,רחוק
667,linker::A,hura,שמאלי
668,rechter::A,oiged,ימין
669,anderer::A,toine,אחר
670,erster::A,ezmäine,ראשון
671,zweiter::A,toine,שני
672,dritter::A,koumanz',שלישי
673,letzter::A,jäl'gmäine,אחרון
674,allein::ADV,üksnäze,לבד
675,auf einmal::ADV,ühten aigan,בו-זמנית
676,zusammen::ADV,ühtes,ביחד
677,lange::ADV,hätken,הרבה זמן
678,plötzlich::ADV,äkkid,לפתע
679,plötzlich::ADV,äkkid,פתאום
680,sofort::ADV,kerdalaz,מיד
681,später::ADV,möhemba,לאחר זמן
682,später::ADV,möhemba,יותר מאחר
683,jetzt::ADV,nügüd',עכשיו
684,heute::ADV,tämbei,היום
685,morgen::ADV,homen,מחר
686,bald::ADV,pigai,בקרוב
687,dann::ADV,sid',אחר-כך
688,gestern::ADV,eglai,אתמול
689,einst::ADV,ende,לפנים
690,einst::ADV,kerdan,לפנים
691,damals::ADV,siloi,אז
692,danach::ADV,sid',אחר-כך
693,vorher::ADV,ende,לפני זה
694,zuerst::ADV,ezmäi,קדם
695,einmal::ADV,kerdan,פעם
696,manchmal::ADV,erašti,לפעמים
697,oft::ADV,paksus,לעתים קרובות
698,immer::ADV,kaiken,תמיד
699,niemals::ADV,ei nikonz,אף פעם
700,hier::ADV,täs,כאן
701,hier::ADV,tägä,כאן
702,hierhin::ADV,tänna,פה
703,von hier::ADV,täspäi,מפה
704,von hier::ADV,sid'päi,מפה
705,dort::ADV,sigä,שם
706,dorthin::ADV,sinna,שם
707,dorthin::ADV,nakkale,שם
708,geradeaus::ADV,kohtha,ישר
709,vorwärts::ADV,edehe,קדימה
710,rückwärts::ADV,sel'gin,לאחור
711,zurück::ADV,tagaze,בחזרה
712,zurück::ADV,tagaze,אחורנית
713,unten::ADV,alahan,למטה
714,hinab::ADV,alaz,למטה
715,hinab::ADV,alahaks,למטה
716,oben::ADV,ülähän,מעל
717,oben::ADV,ülähän,למעלה
718,hinauf::ADV,ülez,למעלה
719,hinauf::ADV,ülähäks,למעלה
720,überall::ADV,kaikjal,בכל מקום
721,nicht::ADV,ei,לא
722,ein wenig::ADV,vähän,קצת
723,kaum::ADV,habi,בקשי
724,sehr::ADV,lujas,מאוד
725,so::ADV,muga,כך
726,so::ADV,muga,ככה
727,so::ADV,ninga,כך
728,so::ADV,ninga,ככה
729,noch::ADV,völ,עוד
730,noch::ADV,völ,עדין
731,nur::ADV,järg,רק
732,nur::ADV,vaiše,רק
733,schon::ADV,jo,כבר
734,wieder::ADV,möst,שוב
735,vergebens::ADV,uhtei,לריק
736,vergebens::ADV,uhtei,לשוא
737,vor::PRP,edes,מול
738,hinter::PRP,taga,מאחורי
739,unter::PRP,al,מתחת
740,durch::PRP,läbi,דרך
741,durch::PRP,kal't,דרך
742,neben::PRP,rindal,ליד
743,neben::PRP,rindal,על-יד
744,zwischen::PRP,keskes,בין
745,wegen::PRP,tagut,בשל
746,wegen::PRP,tagut,בגלל
747,dies::PRN,nece,זה
748,das::PRN,se,זה
749,alles::PRN,kaik,הכל
750,ich::PRN,minä,אני
751,du::PRN,sinä,את
752,du::PRN,sinä,אתה
753,er::PRN,hän,הוא
754,wir::PRN,mö,אנחנו
755,ihr::PRN,tö,לה
756,sie::PRN,hö,הם
757,was::FPRN,mi,מה
758,wer::FPRN,ken,מי
759,wo::FADV,kus,איפה
760,wohin::FADV,kuna,לאן
761,wie::FADV,kut,איך
762,wie::FADV,mit',איך
763,warum::FADV,mikš,למה
764,wieviel::FNUM,äjak,כמה
765,wieviel::FNUM,kuverz',כמה
766,eins::NUM,üks',אחד
767,zwei::NUM,kaks',שתים
768,drei::NUM,koume,שלושה
769,vier::NUM,nel'l',ארבעה
770,fünf::NUM,viž,חמשה
771,sechs::NUM,kuz',ששה
772,sieben::NUM,seičeme,שבעה
773,acht::NUM,kahesa,שמונה
774,neun::NUM,ühesa,תשעה
775,zehn::NUM,kümne,עשרה
776,elf::NUM,üks'toštkümne,אחת עשרה
777,zwölf::NUM,kaks'toštkümne,שתים עשרה
778,zwanzig::NUM,kaks'kümne,עשרים
779,dreißig::NUM,koumekümne,שלושים
780,vierzig::NUM,nel'l'kümne,ארבעים
781,fünfzig::NUM,vižkümne,חמשים
782,sechzig::NUM,kuz'kümne,ששים
783,siebzig::NUM,seičemekümne,שבעים
784,achtzig::NUM,kahesakümne,שמונים
785,neunzig::NUM,ühesakümne,תשעים
786,hundert::NUM,sada,מאה
787,tausend::NUM,tuha,אלף
788,und::CNJ,i,ו
789,und::CNJ,da,ו
790,oder::CNJ,vai,או
791,stehen::V,seišta,עמד
792,sitzen::V,ištta,ישב
793,liegen::V,venuda,שכב
794,hängen::V,ripta,היה תלוי
795,werden::V,lindä,הפך ל
796,werden::V,tehtas,הפך ל
797,passieren::V,ozaitas,קרה
798,beginnen::V,augotadas,התחיל
799,enden::V,loptas,הסתים
800,wechseln::V,vajehtadas,השתנה
801,aufgehen[Sonne]::V,nousta,זרח
802,untergehen[Sonne]::V,lasktas,שקע
803,scheinen[Sonne]::V,paštta,בהק
804,donnern::V,juraita,רעם
805,wehen::V,dölta,נשב
806,wehen::V,puhuda,נשב
807,strömen::V,valadas,זרם
808,fließen::V,valuda,זרם
