,Concept_ID,el,ku
110,Sumpf::N,βάλτος,hezek
111,Moor::N,έλος,mafêl
112,Wiese::N,λιβάδι,sûrik
113,Wald::N,δάσος,çiya
114,Wald::N,δάσος,daristan
115,Hügel::N,λόφος,gir
116,Anhöhe::N,ύψωμα,sere gir
117,Berg::N,όρος,kaş
118,Berg::N,βουνό,kaş
119,Gipfel::N,κορυφή,sere gir
120,Höhle::N,σπηλιά,şikeft
121,Abhang::N,πλαγιά,kaş
122,Quelle::N,πηγή,kanî
123,Quelle::N,βρύση,kanî
124,Bach::N,ρυάκι,çem
125,Fluss::N,ποτάμι,çem
126,Fluss::N,ποτάμι,rûbar
127,Fluss::N,ποταμός,çem
128,Fluss::N,ποταμός,rûbar
129,Ufer::N,όχθη,kevî
130,Küste::N,ακτή,berav
131,Küste::N,ακρογιαλιά,berav
132,Festland::N,στεριά,bejahî
133,Meer::N,θάλασσα,behr
134,Bucht::N,κόλπος,derav
135,Insel::N,νησί,girav
136,Insel::N,νήσος,girav
137,Blume::N,άνθος,kulînk
138,Blume::N,λουλούδι,kulînk
139,Gras::N,χόρτο,giha
140,Gras::N,χορτάρι,giha
141,Wurzel::N,ρίζα,reh
142,Baum::N,δέντρο,dar
143,Stamm::N,κορμός,bavik
144,Rinde::N,φλούδα,qaqil
145,Ast::N,κλαδί,gulî
146,Zweig::N,κλαδί,şax
147,Zweig::N,κλάδος,şax
148,Blatt::N,φύλλο,pel
149,Birke::N,σημύδα,dara sipî
150,Kiefer[Baum]::N,πεύκο,dara bî
151,Weide[Baum]::N,ιτιά,dara belalûk
152,Tanne::N,έλατο,merx
153,Horn::N,κέρας,strô
154,Horn::N,κέρατο,strô
155,Feder::N,φτερό,pîrtîk
156,Fell::N,δέρμα,heyar
157,Fell::N,τομάρι,heyar
158,Flügel::N,πτερύγιο,per
159,Klaue::N,κουλό,napîk
160,Kralle::N,νύχι,dinik
161,Kralle::N,νύχι,dirnax
162,Schwanz::N,ουρά,dûv
163,Ei::N,αβγό,hêk
164,Nest::N,φωλιά,hêlîn
165,Bau::N,φωλιά,avahî
166,Tier::N,ζώο,heywan
167,Herde::N,κοπάδι,hoz
168,Kuh::N,αγελάδα,çêlek
169,Bulle::N,ταύρος,ga
170,Pferd::N,άλογο,hesp
171,Schaf::N,πρόβατο,mîh
172,Schwein::N,γουρούνι,beraz
173,Hund::N,σκυλί,seh
174,Hund::N,σκύλος,seh
175,Katze::N,γάτα,pişîk
176,Bär::N,άρκτος,hirç
177,Bär::N,αρκούδα,hirç
178,Eichhörnchen::N,βερβερίτσα,pilûr
179,Elch::N,άλκη,pazkovî
180,Fuchs::N,αλεπού,rovî
181,Hase::N,λαγός,kîroşk
182,Maus::N,ποντικός,mişk
183,Wolf::N,λύκος,gur
184,Vogel::N,πουλί,çûk
185,Schwarm::N,σμήνος,lufik
186,Huhn::N,κότα,mirîşk
187,Huhn::N,όρνιθα,mirîşk
188,Hahn::N,πετεινός,dîk
189,Gans::N,χήνα,qaz
190,Adler::N,αετός,eylo
191,Ente::N,πάπια,werdek
192,Eule::N,κουκουβάγια,bûm
193,Eule::N,κουκουβάγια,kund
194,Kranich::N,γερανός,quling
195,Krähe::N,καρακάξα,qijik
196,Kuckuck::N,κούκος,pepûk
197,Schwan::N,κύκνος,qû
198,Fisch::N,ψάρι,masî
199,Barsch::N,πέρκα,okûn
200,Hecht::N,λούτσος,mesîyê lûf
201,Schlange[Tier]::N,φίδι,mar
202,Wurm::N,σκουλήκι,kurm
203,Spinne::N,αράχνη,pîrê
204,Ameise::N,μυρμήγκι,mîro
205,Ameise::N,μυρμήγκι,gêrîk
206,Laus::N,ψείρα,spi
207,Mücke::N,κουνούπι,mêş
208,Fliege::N,μύγα,mêş
209,Schmetterling::N,πεταλούδα,perperîk
210,Beere::N,ρόγα,hirç
211,Apfel::N,μήλο,sêv
212,Pilz::N,μανιτάρι,bîrov
213,Zwiebel::N,κρεμμύδι,pîvaz
214,Saat::N,σπόρος,tov
215,Korn::N,σπυρί,dexl
216,Heu::N,σανός,sap
217,Schale::N,τσόφλι,qaşik
218,Grube::N,λάκκος,çahl
219,Falle::N,παγίδα,dafik
220,Schlinge::N,θηλειά,dahf
221,Spur::N,ίχνος,rêç
222,Asche::N,στάχτη,xweli
223,Dreck::N,βρωμιά,gemarî
224,Eisen::N,σίδερο,hesing
225,Gold::N,μάλαμα,zêr
226,Gold::N,χρυσάφι,zêr
227,Silber::N,ασήμι,zîv
228,Silber::N,άργυρος,zîv
229,Kohle::N,κάρβουνο,komir
230,Glas::N,γυαλί,qedeh
231,Lehm::N,πηλός,kelpîç
232,Sand::N,άμμος,qûm
233,Mensch::N,άνθρωπος,mirov
234,Mann::N,άνδρας,mêr
235,Frau::N,γυναίκα,jin
236,Kind::N,παιδί,zarok
237,Junge::N,αγόρι,kur
238,Mädchen::N,κοπέλα,keç
239,Mädchen::N,κοπέλα,keçik
240,Mädchen::N,κορίτσι,keç
241,Mädchen::N,κορίτσι,keçik
242,Familie::N,οικογένεια,malbat
243,Großvater::N,παππούς,bapîr
244,Großmutter::N,γιαγιά,pîrik
245,Eltern::N,γονείς,bavudê
246,Vater::N,πατέρας,bav
247,Mutter::N,μητέρα,dê
248,Mutter::N,μητέρα,dayik
249,Sohn::N,γιος,kur
250,Tochter::N,κόρη,keç
251,Bruder::N,αδελφός,bira
252,Schwester::N,αδελφή,xweh
253,Onkel::N,θείος,am
254,Onkel::N,θείος,xal
255,Tante::N,θεία,metik
256,Tante::N,θεία,xaltîk
257,Ehemann::N,σύζυγος,mêr
258,Ehefrau::N,σύζυγος,kulfet
259,Freude::N,χαρά,kêfxweşî
260,Gelächter::N,γέλια,pîrqînî
261,Glück::N,ευτυχία,bext
262,Kummer::N,έγνοια,derd
263,Wunsch::N,επιθυμία,daxwaz
264,Wunsch::N,επιθυμία,xwestek
265,Lust::N,όρεξη,şewq
266,Geist::N,πνέυμα,aqil
267,Gedanke::N,σκέψη,fikir
268,Gedächtnis::N,μνήμη,aqil
269,Verstand::N,νους,fêm
270,Sinn::N,νόημα,aqil
271,Grund::N,λόγος,asas
272,Wahrheit::N,αλήθεια,rastî
273,Gespräch::N,συνομιλία,guftûgo
274,Märchen::N,παραμύθι,çirok
275,Erzählung::N,διήγημα,çirok
276,Erzählung::N,διήγημα,vegotin
277,Nachricht::N,είδηση,nûçe
278,Neuigkeit::N,νέο,hewal
279,Name::N,όνομα,nav
280,Name::N,όνομα,paşnav
281,Rätsel::N,αίνιγμα,tiştonek
282,Rede::N,λόγος,gotar
283,Rede::N,λόγος,axavtin
284,Rede::N,ομιλία,gotar
285,Rede::N,ομιλία,axavtin
286,Sprache::N,γλώσσα,ziman
287,Stimme::N,φωνή,pejn
288,Wort::N,λέξη,gotin
289,Zeichen::N,σημείο,şanek
290,Ruf::N,κραυγή,hawar
291,Lärm::N,θόρυβος,xarbalix
292,Laut::N,ήχος,deng
293,Laut::N,ήχος,hês
294,Ton::N,ήχος,awaz
295,Ton::N,τόνος,awaz
296,Lied::N,τραγούδι,sitran
297,Ruhe::N,ησυχία,rihetî
298,Leute::N,κόσμος,xelk
299,Leute::N,άνθρωποι,xelk
300,Volk::N,λαός,xelk
301,Arbeit::N,εργασία,xebat
302,Gast::N,επισκέπτης,mêvan
303,Geschenk::N,δώρο,diyarî
304,Spiel::N,παιχνίδι,lîstik
305,Gesellschaft::N,κοινωνία,komal
306,Hilfe::N,βοήθεια,alîkarî
307,Freund::N,φίλος,heval
308,Kamerad::N,σύντροφος,heval
309,Angelegenheit::N,υπόθεση,pirsgirêk
310,Anzahl::N,αριθμός,çend
311,Art::N,είδος,çeh
312,Stück::N,κομμάτι,lib
313,Stück::N,κομμάτι,parçe
314,Teil::N,μέρος,parçe
315,Hälfte::N,μισό,nîvî
316,Kreis::N,κύκλος,çemil
317,Kreuz::N,σταυρός,xaç
318,Linie::N,γραμμή,xezik
319,Strich::N,γραμμή,xezik
320,Abstand::N,απόσταση,dûrahî
321,Entfernung::N,απόσταση,dûrahî
322,Gegend::N,περιοχή,dever
323,Gegend::N,τοποθεσία,dever
324,Platz::N,χώρος,çih
325,Ort::N,τόπος,dever
326,Seite::N,πλευρά,rûpel
327,Mitte::N,μέση,nav
328,Mitte::N,μέση,nabênê
329,Gegenstand::N,αντικείμενο,tişt
330,Sache::N,πράγμα,tişt
331,Rand::N,άκρη,kevî
332,Rand::N,χείλος,kevî
333,Kante::N,άκρη,kevî
334,Ecke::N,γωνιά,qunç
335,Spitze::N,μύτη,derzî
336,Ende::N,άκρη,talî
337,Loch::N,τρύπα,qul
338,Winkel::N,γωνία,kurnîşk
339,Muster::N,σχέδιο,desen
340,Größe::N,μέγεθος,mezinî
341,Länge::N,μήκος,dirêjahî
342,Höhe::N,ύψος,bilindayî
343,Gewicht::N,βάρος,giranî
344,Menge::N,ποσότητα,qas
345,Haufen::N,σωρός,lod
346,Reihe::N,αράδα,rêz
347,Boot::N,βάρκα,kelek
348,Ruder::N,κουπί,bêrik
349,Schlitten::N,έλκηθρο,xîjik
350,Ski::N,σκι,lakan
351,Lagerfeuer::N,φωτιά,agir
352,Last::N,φορτίο,bar
353,Gang::N,δρόμος,fîtêz
354,Schritt::N,βήμα,gav
355,Norden::N,βορράς,bakur
356,Süden::N,νότος,başur
357,Westen::N,δύση,rojava
358,Osten::N,ανατολή,rojhilat
359,Holz::N,ξύλο,dep
360,Brett::N,σανίδι,dep
361,Platte::N,πλάκα,dep
362,Stütze::N,στήριγμα,destek
363,Stange::N,ραβδί,sing
364,Stange::N,κοντός,sing
365,Stock::N,ξύλο,çam
366,Stock::N,μπαστούνι,çam
367,Stab::N,ραβδί,qat
368,Rohr::N,σωλήνας,borî
369,Haus::N,σπίτι,mal
370,Haus::N,σπίτι,xanî
371,Heim::N,σπίτι,mal
372,Ofen::N,σόμπα,sobe
373,Ofen::N,θερμάστρα,sobe
374,Fußboden::N,πάτωμα,binpê
375,Tisch::N,τραπέζι,mase
376,Stuhl::N,καρέκλα,kursî
377,Wiege::N,κούνια,derguş
378,Bett::N,κρεβάτι,qerewêle
379,Regal::N,ράφι,rêbaz
380,Kiste::N,κιβώτιο,sindoq
381,Fenster::N,παράθυρο,çam
382,Fenster::N,παράθυρο,şibeke
383,Tür::N,πόρτα,derî
384,Tor::N,πύλη,derge
385,Zaun::N,φράχτης,hejik
386,Dach::N,στέγη,sere xanî
387,Leiter::N,σκάλα,pêling
388,Leiter::N,κλίμακα,pêling
389,Besen::N,σκούπα,melkes
390,Spaten::N,φτυάρι,mer
391,Schaufel::N,φτυάρι,bêr
392,Gabel::N,πιρούνι,çetel
393,Löffel::N,κουτάλι,kevçî
394,Messer::N,μαχαίρι,kêr
395,Nagel::N,καρφί,bizmar
396,Netz::N,δίχτυ,tor
397,Haken::N,γάντζος,çenqel
398,Haken::N,αγκίστρι,çenqel
399,Griff::N,λαβή,destî
400,Schloss::N,κλειδαριά,qonax
401,Bild::N,εικόνα,dimen
402,Figur::N,ανάστημα,figûr
403,Puppe::N,κούκλα,bûk
404,Beutel::N,πουγγί,kîsik
405,Bündel::N,δεμάτι,pêçek
406,Tasche::N,τσάντα,bêrîk
407,Eimer::N,κουβάς,dewl
408,Deckel::N,καπάκι,devik
409,Geschirr::N,σκεύη,ferax
410,Sack::N,σάκος,tûr
411,Tasse::N,φλιτζάνι,kada
412,Topf::N,χύτρα,beroş
413,Kessel::N,καζάνι,şîril
414,Essen::N,φαγητό,xwarin
415,Nahrung::N,τροφή,xwarin
416,Speise::N,φαγητό,xwarin
417,Fleisch::N,κρέας,goşt
418,Getreide::N,σιτάρι,zad
419,Brei::N,χυλός,hewdêl
420,Brot::N,ψωμί,
421,Brot::N,άρτος,
422,Scheibe::N,φέτα,parçe
423,Fett::N,πάχος,rûn
424,Butter::N,βούτυρο,rûn
425,Öl::N,λάδι,rûn
426,Salz::N,αλάτι,xwe
427,Suppe::N,σούπα,şorbe
428,Honig::N,μέλι,hingiv
429,Milch::N,γάλα,şîr
430,Tee::N,τσάι,çay
431,Leder::N,πετσί,çerm
432,Wolle::N,μαλλί,herî
433,Stoff::N,ύφασμα,paç
434,Nadel::N,βελόνα,derzî
435,Faden::N,κλωστή,ta
436,Knopf::N,κουμπί,bişkok
437,Knoten::N,κόμπος,girêk
438,Farbe::N,μπογιά,boyax
439,Kleidung::N,ρούχα,çil
440,Kleidung::N,ενδυμασία,çil
441,Hemd::N,πουκάμισο,qutik
442,Hemd::N,πουκάμισο,miltan
443,Kragen::N,κολάρο,stûvang
444,Ärmel::N,μανίκι,hûçik
445,Hose::N,πανταλόνι,şewel
446,Gürtel::N,ζώνη,qayiş
447,Mütze::N,σκούφος,fîno
448,Schuh::N,παπούτσι,şêkal
449,Stiefel::N,μπότα,gizme
450,Stiefel::N,μπότα,çizme
451,Ring::N,δαχτυλίδι,xelek
452,Band::N,κορδέλα,band
453,Kamm::N,χτένα,şeh
454,Spiegel::N,καθρέφτης,eynik
455,Riemen::N,λουρί,qayiş
456,Schnur::N,κορδόνι,doxin
457,Leine::N,σχοινί,şirît
458,Decke::N,κουβέρτα,bataniye
459,Kissen::N,μαξιλάρι,balgî
460,Tuch::N,πανί,şar
461,Tuch::N,μαντήλι,şar
462,Handtuch::N,πετσέτα,dezmal
463,Kraft::N,δύναμη,hêz
464,Kraft::N,δύναμη,qewet
465,Stärke::N,ισχύς,xurtî
466,Stärke::N,δύναμη,xurtî
467,Gesundheit::N,υγεία,nojdarî
468,Krankheit::N,αρρώστια,nexweşî
469,Schmerz::N,πόνος,êş
470,Wunde::N,πληγή,kul
471,Fieber::N,πυρετός,ta
472,Arznei::N,φάρμακο,derman
473,Brücke::N,γέφυρα,kopî
474,Brunnen::N,πηγάδι,çal
475,Brunnen::N,πηγάδι,kani
476,Weide::N,βοσκή,beyar
477,Pfad::N,μονοπάτι,xaçirek
478,Weg::N,δρόμος,rê
479,Straße::N,οδός,rê
480,Straße::N,δρόμος,rê
481,Dorf::N,χωριό,gund
482,Stadt::N,πόλη,baçar
483,Brief::N,γράμμα,name
484,Brief::N,επιστολή,name
485,Buch::N,βιβλίο,kitêb
486,Buch::N,βιβλίο,pirtûk
487,Buchstabe::N,γράμμα,herf
488,Zeitung::N,εφημερίδα,rojname
489,Leben::N,ζωή,jiyan
490,Leben::N,βίος,jiyan
491,Tod::N,θάνατος,mirin
492,Grab::N,τάφος,mezel
493,Kirche::N,εκκλησία,gilyas
494,Sünde::N,αμαρτία,guneh
495,Gott::N,θεός,xwedê
496,Arbeiter::N,εργάτης,hîşçî
497,Chef::N,προϊστάμενος,bêg
498,Meister::N,μάστορας,hoste
499,Meister::N,αρχιτεχνίτης,hoste
500,Arzt::N,γιατρός,doktor
501,Lehrer::N,δάσκαλος,mamoste
502,Geld::N,λεφτά,pere
503,Geld::N,χρήματα,pere
504,Geschäft::N,συναλλαγή,firoşgeh
505,Laden::N,μαγαζί,dikan
506,Laden::N,κατάστημα,dikan
507,Preis::N,τιμή,buha
508,Ware::N,εμπόρευμα,tişt
509,Nutzen::N,όφελος,fêde
510,Reichtum::N,πλούτος,serwet
511,Welt::N,κόσμος,dinya
512,Land::N,χώρα,welat
513,Staat::N,κράτος,dewlet
514,Staat::N,πολιτεία,dewlet
515,König::N,βασιλιάς,şah
516,König::N,βασιλιάς,qral
517,Macht::N,εξουσία,qewet
518,Macht::N,εξουσία,destihilat
519,Grenze::N,σύνορα,kevî
520,Krieg::N,πόλεμος,çeng
521,Krieg::N,πόλεμος,sêwaş
522,Feind::N,εχθρός,dijmin
523,Gewalt::N,βία,zor
524,Kampf::N,αγώνας,şer
525,Bogen[Waffe]::N,τόξο,kêvan
526,Pfeil::N,σαΐτα,çîrik
527,Gewehr::N,τουφέκι,tifing
528,Fehler::N,λάθος,şaşî
529,Fehler::N,σφάλμα,şaşî
530,Lüge::N,ψέμα,derew
531,Lüge::N,ψεύδος,derew
532,Schaden::N,ζημία,xisar
533,Unglück::N,δυστυχία,bêbextî
534,Schuld::N,ενοχή,suç
535,Schuld::N,φταίξιμο,suç
536,Alter::N,ηλικία,temen
537,Schluss::N,τέλος,girtin
538,Zeit::N,χρόνος,çax
539,Tag::N,μέρα,roj
540,Tag::N,ημέρα,roj
541,Morgen::N,πρωί,sibeh
542,Mittag::N,μεσημέρι,nîro
543,Abend::N,βράδυ,êvar
544,Nacht::N,νύχτα,şev
545,Woche::N,εβδομάδα,heftî
546,Monat::N,μήνας,meh
547,Jahr::N,έτος,sal
548,Jahr::N,χρόνος,sal
549,Frühling::N,άνοιξη,bihar
550,Sommer::N,καλοκαίρι,havîn
551,Herbst::N,φθινόπωρο,payîz
552,Winter::N,χειμώνας,zistan
553,Januar::N,Ιανουάριος,çile
554,Februar::N,Φεβρουάριος,sibat
555,März::N,Μάρτιος,adar
556,April::N,Απρίλιος,nîsan
557,Mai::N,Μάιος,gûlan
558,Juni::N,Ιούνιος,hezîran
559,Juli::N,Ιούλιος,tîmeh
560,August::N,Αύγουστος,tebax
561,September::N,Σεπτέμβριος,îlon
562,Oktober::N,Οκτώβριος,çotmeh
563,November::N,Νοέμβριος,mijdar
564,Dezember::N,Δεκέμβριος,kanûn
565,Montag::N,Δευτέρα,duşemb
566,Dienstag::N,Τρίτη,sêşem
567,Mittwoch::N,Τετάρτη,çarşemb
568,Donnerstag::N,Πέμπτη,pêşemb
569,Freitag::N,Παρασκευή,în
570,Samstag::N,Σάββατο,şemî
571,Sonntag::N,Κυριακή,yekşemb
572,groß::A,μεγάλος,mezin
573,klein::A,μικρός,çûçik
574,lang::A,μακρύς,dirêj
575,kurz::A,κοντός,kin
576,breit::A,φαρδύς,fireh
577,schmal::A,στενός,tenik
578,dicht::A,πυκνός,gir
579,dick[Gegenstand]::A,παχύς,şîşman
580,dick[Gegenstand]::A,χοντρός,şîşman
581,dünn::A,ψιλός,zirav
582,dünn::A,λεπτός,zirav
583,fein::A,ψιλός,tenik
584,fest::A,στερεός,saxlem
585,flach::A,επίπεδος,pahn
586,glatt::A,λείος,dûz
587,glatt::A,λείος,şayîk
588,glatt::A,ομαλός,dûz
589,glatt::A,ομαλός,şayîk
590,hart::A,σκληρός,hişk
591,weich::A,μαλακός,nerm
592,rund::A,στρογγυλός,gilover
593,spitz::A,μυτερός,pîj
594,scharf::A,κοφτερός,tûj
595,stumpf::A,αμβλύς,ne tûj
596,schwer::A,βαρύς,giran
597,schön::A,ωραίος,xweş
598,schön::A,ωραίος,xweşik
599,schön::A,όμορφος,xweş
600,schön::A,όμορφος,xweşik
601,heiß::A,ζεστός,kelandî
602,warm::A,θερμός,germ
603,kalt::A,κρύος,sar
604,kalt::A,ψυχρός,sar
605,kühl::A,δροσερός,jemîrî
606,frisch::A,νωπός,ter
607,frisch::A,φρέσκος,ter
608,feucht::A,υγρός,şil
609,nass::A,βρεγμένος,şilek
610,trocken::A,ξηρός,zuwa
611,trocken::A,στεγνός,zuwa
612,voll::A,γεμάτος,tijî
613,leer::A,άδειος,vala
614,offen::A,ανοιχτός,vekirî
615,geschlossen::A,κλειστός,asê
616,sauber::A,καθαρός,pakij
617,schmutzig::A,βρώμικος,lewitî
618,schmutzig::A,λερωμένος,lewitî
619,roh::A,ωμός,xav
620,reif::A,ώριμος,gihaştî
621,lecker::A,νόστιμος,xweş
622,süß::A,γλυκός,şîrîn
623,bitter::A,πικρός,tahl
624,sauer::A,ξινός,tirş
625,hell::A,φωτεινός,ronî
626,dunkel::A,σκοτεινός,tarî
627,schwarz::A,μαύρος,reş
628,schwarz::A,μελανός,reş
629,weiß::A,άσπρος,sipî
630,rot::A,κόκκινος,sor
631,gelb::A,κίτρινος,zer
632,blau::A,μπλε,şîn
633,blau::A,γαλανός,şîn
634,grün::A,πράσινος,şîn
635,grau::A,γκρίζος,gewr
636,bunt::A,ποικιλόχρωπος,rengîn
637,billig::A,φτηνός,erzan
638,teuer::A,ακριβός,biha
639,wertvoll::A,πολύτιμος,hêja
640,wertvoll::A,πολύτιμος,giranbiha
641,blind::A,τυφλός,kor
642,taub::A,κουφός,kerr
643,kräftig::A,δυνατός,gir
644,kräftig::A,δυνατός,xurt
645,stark::A,γερός,xurt
646,schwach::A,αδύνατος,kesad
647,fett::A,παχύς,qelew
648,schlank::A,λεπτός,zirav
649,schlank::A,λυγερός,zirav
650,hübsch::A,όμορφος,xweşik
651,hübsch::A,χαριτωμένος,xweşik
652,böse::A,κακός,xerab
653,böse::A,κακός,aciz
654,dumm::A,κουτός,gêj
655,dumm::A,ανόητος,gêj
656,faul::A,τεμπέλης,têmbêl
657,fleißig::A,εργατικός,jêhatî
658,geizig::A,τσιγγούνης,destgirtî
659,klug::A,έξυπνος,baqil
660,geschickt::A,επιδέξιος,zîrek
661,geschickt::A,επιδέξιος,ziring
662,lieb::A,φίλος,delal
663,lieb::A,αγαπητός,delal
664,lustig::A,εύθυμος,kêfxweş
665,lustig::A,χαρούμενος,kêfxweş
666,sanft::A,ήπιος,nazenîn
667,hungrig::A,πεινασμένος,birçî
668,krank::A,άρρωστος,nexweş
669,nackt::A,γυμνός,rût
670,nackt::A,γυμνός,tazî
671,traurig::A,λυπημένος,xemgîn
672,lebendig::A,ζωντανός,bisaxî
673,gut::A,καλός,baş
674,schlecht::A,κακός,xerab
675,richtig::A,σωστός,rast
676,richtig::A,σωστός,saxlem
677,schlimm::A,άσχημος,nebaş
678,wahr::A,αληθής,rast
679,wahr::A,αληθινός,rast
680,alt::A,παλιός,pîr
681,alt::A,παλιός,kevn
682,neu::A,νέος,nû
683,neu::A,καινούργιος,nû
684,ehemalig::A,παλιός,kevnar
685,ehemalig::A,παλιός,peşidar
686,alt[Lebewesen]::A,γέρος,pîr
687,jung::A,νέος,xort
688,arm::A,φτωχός,feqîr
689,arm::A,φτωχός,desteng
690,reich::A,πλούσιος,dewlemend
691,bekannt::A,γνωστός,naskirî
692,berühmt::A,περίφημος,navdar
693,berühmt::A,ξακουσμένος,navdar
694,fremd::A,ξένος,xerîb
695,verschieden::A,διαφορετικός,çîhê
696,nah::A,κοντινός,nêzîk
697,fern::A,μακριά,dûr
698,linker::A,αριστερός,çepê
699,rechter::A,δεξιός,rastê
700,anderer::A,άλλος,yê din
701,erster::A,πρώτος,yekemîn
702,zweiter::A,δεύτερος,duda
703,dritter::A,τρίτος,sisêya
704,letzter::A,τελευταίος,paşîn
705,allein::ADV,μόνος,tenê
706,auf einmal::ADV,εφάπαξ,jar kê
707,zusammen::ADV,μαζί,tev
708,zusammen::ADV,μαζί,bi hev re
709,lange::ADV,πολύν καιρό,dirêj
710,plötzlich::ADV,έξαφνα,ji nişkave
711,sofort::ADV,αμέσως,yekser
712,später::ADV,αργότερα,paşiyê
713,jetzt::ADV,τώρα,nuha
714,heute::ADV,σήμερα,îro
715,morgen::ADV,αύριο,sibeh
716,bald::ADV,σε λίγο,nêzîk
717,bald::ADV,εντός ολίγου,nêzîk
718,dann::ADV,ύστερα,paşê
719,gestern::ADV,χτες,do
720,einst::ADV,ποτέ,jar ke
721,einst::ADV,άλλοτε,jar ke
722,damals::ADV,τότε,hîngî
723,danach::ADV,μετά,piştra
724,danach::ADV,ύστερα,piştra
725,vorher::ADV,πριν,pîşî
726,vorher::ADV,προηγουμένως,pîşî
727,zuerst::ADV,πρώτα,bere
728,einmal::ADV,μία φορά,çarik
729,manchmal::ADV,κάποτε,çarna
730,oft::ADV,συχνά,gelek çaran
731,oft::ADV,πολλές φορές,gelek çaran
732,immer::ADV,πάντα,daîm
733,immer::ADV,πάντοτε,daîm
734,niemals::ADV,ποτέ,tu çar
735,hier::ADV,εδώ,li vir
736,hierhin::ADV,εδώ,vir
