,Concept_ID,vep,uz
800,verschwinden::V,hajeta,yo'qolmoq
801,sinken::V,väheta,pasaymoq
802,sinken::V,lasktas,pasaymoq
803,abnehmen::V,peneta,kamaymoq
804,zunehmen::V,ližaduda,urchimoq
805,steigen::V,nousta,oshmoq
806,wachsen::V,kazda,o'smoq
807,glänzen::V,loštta,porlamoq
808,funkeln::V,hoštta,yalt ätmoq
809,lärmen::V,robaita,taraq ätmoq
810,läuten::V,judaita,jiringlamoq
811,klingeln::V,kelotada,jiringlamoq
812,klirren::V,biraita,sharaqlamoq
813,brausen::V,bruncta,vag'illamoq
814,rauschen::V,šobaita,shitirlamoq
815,klingen::V,heläita,yangramoq
816,bellen::V,nutta,hurmoq
817,heulen::V,ulaita,uvlamoq
818,blasen::V,puhuda,puflamoq
819,pfeifen::V,pistta,xushtak chalmoq 
820,pfeifen::V,vihelta,xushtak chalmoq 
821,schreien::V,kirkta,qiyqirmoq
822,schreien::V,kidastada,qiyqirmoq
823,stöhnen::V,ohkta,nola qilmoq
824,stöhnen::V,voivotada,nola qilmoq
825,zittern::V,säraita,titramoq
826,leben::V,eläda,yashamoq
827,geboren werden::V,sünduda,tug'ilmoq
828,atmen::V,henktä,nafas chiqarmoq
829,trinken::V,joda,ichmoq
830,essen::V,söda,emoq
831,schlucken::V,lainata,yutmoq
832,müde werden::V,väzuda,horimoq
833,müde werden::V,šuštuda,horimoq
834,einschlafen::V,uinota,uxlab qolmoq
835,schlafen::V,magata,uxlamoq
836,schlafen::V,nukkuda,uxlamoq
837,aufwachen::V,heraštuda,uyg'onmoq
838,aufstehen::V,nousta,qo'pmoq
839,sich erholen::V,lebaitas,dam olmoq
840,krank werden::V,läžegata,kasallanmoq
841,krank sein::V,läžuda,betob yotmoq
842,schmerzen::V,kibištada,og'rimoq
843,husten::V,rügda,yo'talmoq
844,genesen::V,tervehtuda,tuzalmoq
845,sterben::V,kolda,o'lmoq
846,umkommen::V,kolda,halok bo'lmoq
847,sich bewegen::V,likkuda,harakat qilmoq
848,sich rühren::V,likahtada,qimirlamoq
849,sich rühren::V,kubahtada,qimirlamoq
850,sich erheben::V,nousta,qo'pmoq
851,sich setzen::V,išttas,o'tirmoq
852,hinfallen::V,langeta,yiqilmoq
853,laufen::V,kävuda,yurmoq
854,schreiten::V,astta,yurmoq
855,schreiten::V,haškta,yurmoq
856,spazierengehen::V,kävelta,sayr ätmoq
857,eilen::V,kiruhtada,tezlamoq
858,sich beeilen::V,kiruhtada,shoshmoq
859,sausen::V,fun'urta,chopqillamoq
860,rennen::V,joksta,yugurmoq
861,springen::V,hüptä,sakramoq
862,klettern::V,libuda,yuqorilamoq
863,schaukeln::V,čibuda,irg'amoq
864,kriechen::V,ličtas,ämaklamoq
865,schwimmen::V,ujuda,suzmoq
866,tauchen::V,čukautas,chu'mmoq
867,rudern::V,souta,eshkak eshmoq
868,fahren::V,ajada,haydamoq
869,fahren::V,ajelda,haydamoq
870,fliegen::V,leta,uchmoq
871,gehen::V,mända,bormoq
872,gehen::V,kävuda,bormoq
873,weggehen::V,päzda,ketoq
874,weggehen::V,lähtta,ketoq
875,abfahren::V,tönduda,jo'namoq
876,anhalten::V,seižutadas,to'xtamoq
877,hineingehen::V,mända südäimehe,kirmoq
878,eintreten::V,tulda,kirmoq
879,kommen::V,tulda,kelmoq
880,ankommen::V,tulda,etib kelmoq
881,zurückkommen::V,pörtas,qaytib kelmoq
882,bleiben::V,jäda,qolmoq
883,warten::V,varastada,poylamoq
884,erwarten::V,varastada,kutmoq
885,suchen::V,ectä,izlamoq
886,finden::V,löuta,topmoq
887,versuchen::V,ladida,chalishmoq
888,versuchen::V,rohkaita,chalishmoq
889,vorbereiten::V,vaumita,hozirlamoq
890,lieben::V,armastada,sevmoq
891,mögen::V,navedida,ardoqlamoq
892,lachen::V,nagrda,kulmoq
893,rühren::V,likutada,ta'sirlantirmoq
894,weinen::V,itkta,yig'lamoq
895,schimpfen::V,laidas,koyinmoq
896,schimpfen::V,pačatada,koyinmoq
897,sich ärgern::V,rändüda,g'azab qilmoq
898,sich fürchten::V,varaita,hurkmoq
899,fürchten::V,varaita,qo'rqmoq
900,fliehen::V,pageta,qochmoq
901,flüchten::V,pageta,qochmoq
902,flüchten::V,joksta,qochmoq
903,sehen::V,nähta,ko'rmoq
904,anschauen::V,kacta,razm solmoq
905,ansehen::V,kacta,razm qilmoq
906,hören::V,kulda,äshitmoq
907,zuhören::V,kundeltas,tinglamoq
908,probieren::V,mujada,tatib ko'rmoq
909,riechen::V,rižada,iskamoq
910,fühlen::V,mujada,sezmoq
911,scheinen::V,näguda,tuyilmoq
912,zu sehen sein::V,näguda,ko'rinmoq
913,vernehmen::V,kulištada,äshitmoq
914,frieren::V,kül'mdä,sovuq qotmoq
915,tun::V,tehta,ätmoq
916,können::V,voida,-a olmoq
917,können::V,voida,-y olmoq
918,können::V,mahtta,-a olmoq
919,können::V,mahtta,-y olmoq
920,wollen::V,himoita,istamoq
921,wollen::V,tahtoida,istamoq
922,anfangen::V,zavottä,boshlamoq
923,anfangen::V,augotada,boshlamoq
924,beenden::V,loptä,bitirmoq
925,aufhören::V,loptas,tinmoq
926,gelingen::V,lähtta,muvaffaqiyat qozonmoq
927,gelingen::V,tehtas,muvaffaqiyat qozonmoq
928,geraten::V,tulda,bo'lmoq
929,öffnen::V,avaita,ochmoq
930,schließen::V,saubata,yopmoq
931,stellen::V,panda,qo'ymoq
932,stellen::V,seižutada,qo'ymoq
933,setzen::V,ištutada,o'tqazmoq
934,legen::V,panda,yotqizmoq
935,berühren::V,koskta,tegmoq
936,berühren::V,käziduda,tegmoq
937,verbinden::V,ühtenzoitta,ulamoq
938,bedecken::V,katta,bekitmoq
939,bedecken::V,peitta,bekitmoq
940,aufhängen::V,riputada,ildirmoq
941,anzünden::V,sütutada,yondirmoq
942,aufheben::V,leta,ko'tarmoq
943,zurücklassen::V,jätta,ayrilmoq
944,verlieren::V,kadotada,yo'qotmoq
945,fallen lassen::V,kirbotada,tushirmoq
946,machen::V,säta,qilmoq
947,machen::V,tehta,qilmoq
948,herstellen::V,tehta,chiqarmoq
949,bauen::V,leta,solmoq
950,bauen::V,sauda,solmoq
951,reparieren::V,koheta,tuzatmoq
952,verbessern::V,paremboita,isloh qilmoq
953,ändern::V,vajehtada,o'zgartirmoq
954,graben::V,kaida,qazimoq
955,graben::V,čongoida,qazimoq
956,beugen::V,koverta,bukmoq
957,biegen::V,painda,bukmoq
958,drehen::V,punotada,aylantirmoq
959,wenden::V,käta,burmoq
960,wenden::V,kärauta,burmoq
961,umdrehen::V,käta,ag'darmoq
962,heben::V,leta,yuksaltirmoq
963,hochheben::V,libutada,ko'tarmoq
964,ergreifen::V,tabata,tutamlamoq
965,halten::V,pidada,tutmoq
966,drücken::V,painda,bosmoq
967,schieben::V,žigutada,surmoq
968,kratzen::V,künstä,qashimoq
969,lecken::V,nolda,mijimoq
970,beißen::V,purda,tishlamoq
971,beißen::V,hambastada,tishlamoq
972,abreißen::V,ratketa,emirmoq
973,abschneiden::V,čapata,cho'rt kesmoq
974,abschneiden::V,leikata,cho'rt kesmoq
975,binden::V,sidoda,bog'lamoq
976,stecken::V,čokaita,suqmoq
977,brechen::V,katkaita,sindirmoq
978,klopfen::V,kolkotada,dukurlamoq
979,hauen::V,löda,urmoq
980,kleben::V,klejata,yopishtirmoq
981,reiben::V,hosta,surkamoq
982,reiben::V,törkita,surkamoq
983,reiben::V,jorotada,surkamoq
984,streichen::V,voita,surkamoq
985,schleifen::V,hijoida,qayramoq
986,schleifen::V,teravzoitta,qayramoq
987,schneiden::V,leikata,kesmoq
988,rütteln::V,heilutada,chayqamoq
989,schütteln::V,pudištada,chayqamoq
990,schwenken::V,maihutada,chayqatmoq
991,schütten::V,valada,quymoq
992,füllen::V,täutta,to'ldirmoq
993,einwickeln::V,kärdä,chulg'amoq
994,tragen::V,kantta,tashimoq
995,tragen::V,kandišta,tashimoq
996,schleppen::V,vedätada,sudramoq
997,ziehen::V,vedada,tortmoq
998,aufbewahren::V,kaita,tutmoq
999,werfen::V,čuta,tashlamoq
1000,werfen::V,tactä,tashlamoq
1001,fangen::V,püta,tutmoq
1002,packen::V,tabata,opqochmoq
1003,verstecken::V,peitta,yashirmoq
1004,teilen::V,jagada,bo'lmoq
1005,schicken::V,oigeta,yubormoq
1006,bringen::V,veda,keltirmoq
1007,hinzufügen::V,ližata,tirkamoq
1008,bekommen::V,sada,olmoq
1009,erhalten::V,sada,olmoq
1010,nehmen::V,otta,olmoq
1011,wählen::V,valita,saylamoq
1012,auswählen::V,valita,saylamoq
1013,bewahren::V,kaita,saqlamoq
1014,behindern::V,telustada,xalal bermoq
1015,verderben::V,travida,xazon qilmoq
1016,beschädigen::V,satatada,buzmoq
1017,zerbrechen::V,mureta,sindirmoq
1018,zerreißen::V,rebitada,yirtmoq
1019,zerstören::V,mureta,vayron qilmoq
1020,verbrennen::V,poltta,kuydirmoq
1021,geben::V,antta,bermoq
1022,reichen::V,antta,bermoq
1023,schenken::V,lahjoita,sovg'a qilmoq
1024,versprechen::V,toivotada,va'da bermoq
1025,wünschen::V,toivotada,orziqmoq
1026,loben::V,kitta,maqtamoq
1027,küssen::V,tervehtada,o'pmoq
1028,wiegen::V,likutada,tebratmoq
1029,zudecken::V,katta,yopmoq
1030,wecken::V,noustatada,uyg'otmoq
1031,zeigen::V,ozutada,ko'rsatmoq
1032,führen::V,astutada,boshlik bo'lmoq
1033,lehren::V,opeta,o'rgatmoq
1034,unterrichten::V,opeta,dars bermoq
1035,aufziehen::V,kazvatada,o'stirmoq
1036,leiten::V,ohjata,boshqarmoq
1037,antreiben::V,rigehtoitta,shoshiltirmoq
1038,lassen::V,käskta,ruxsat bermoq
1039,einladen::V,kucta,taklif kilmoq
1040,vereinigen::V,ühtenzoitta,qo'shmoq
1041,besuchen::V,rižada,mehmonga bormoq
1042,treffen::V,vastata,duchor bo'lmoq
1043,sich versammeln::V,kägeta,to'planmoq
1044,sich versammeln::V,sätas,to'planmoq
1045,spielen::V,väta,o'ynamoq
1046,singen::V,pajatada,yalla qilmoq
1047,tanzen::V,kargaita,raqs qilmoq
1048,sich trennen::V,erigata,yakkalanmoq
1049,verlassen::V,jätta,qoldirmoq
1050,retten::V,päzutada,qutqazmoq
1051,bewachen::V,varjoita,qo'rimoq
1052,schützen::V,kaita,yoniga olmoq
1053,verteidigen::V,kaita,yoqlamoq
1054,sich schlagen::V,torata,yoqalashmoq
1055,schießen::V,ampta,otmoq
1056,siegen::V,vägestada,engmoq
1057,ärgern::V,verdutada,jahl chiqarmoq
1058,ärgern::V,rändütada,jahl chiqarmoq
1059,schlagen::V,löda,urmoq
1060,schlagen::V,iškta,urmoq
1061,treten::V,peksta,tepmoq
1062,treten::V,topsta,tepmoq
1063,stechen::V,pystiä,qadamoq
1064,stoßen::V,iškta,turtmoq
1065,stoßen::V,pudištada,turtmoq
1066,stehlen::V,vargastada,o'g'rilamoq
1067,stören::V,keskustada,tebratmoq
1068,belästigen::V,tartuteldas,g'ashini keltirmoq
1069,verbergen::V,katelda,berkitmoq
1070,täuschen::V,manitada,aldamoq
1071,betrügen::V,manitada,tirriq qilmoq
1072,töten::V,rikta,o'ldirmoq
1073,töten::V,surmita,o'ldirmoq
1074,wohnen::V,eläda,istiqomat qilmoq
1075,arbeiten::V,rata,ishlamoq
1076,sammeln::V,kogota,yig'moq
1077,pflücken::V,poimda,termoq
1078,jagen::V,mecata,ov qilmoq
1079,fischen::V,kalatada,baliq ovlamoq
1080,fassen::V,tabata,ilinmoq
1081,hüten::V,paimeta,boqtirmoq
1082,treiben::V,ajada,haydamoq
1083,anbinden::V,küttestada,bog'lamoq
1084,anbinden::V,sidoda,bog'lamoq
1085,füttern::V,sötta,edirmoq
1086,melken::V,lüpsta,sog'moq
1087,hacken::V,sauda,chopmoq
1088,gießen::V,valada,oqizmoq
1089,reifen::V,küpseta,qizarmoq
1090,zubereiten::V,vaumištada,pishirmoq
1091,kochen::V,keitta,qaynatmoq
1092,backen::V,paštta,yopmoq
1093,braten::V,žarda,qovurmoq
1094,umrühren::V,segoitada,atalamoq
1095,stricken::V,kudoda,to'qimoq
1096,nähen::V,ombelta,tikmoq
1097,färben::V,mujutada,bo'yoqlamoq
1098,reinigen::V,puhtastada,tozalamoq
1099,waschen::V,pesta,yuvmoq
1100,abwischen::V,pühktä,surkamoq
1101,spülen::V,huhtoida,chaymoq
1102,fegen::V,pühkta,cho'tkalamoq
1103,kehren::V,uhoita,supurmoq
1104,baden::V,kül'ptäs,cho'milmoq
1105,sich waschen::V,pestas,yuvinmoq
1106,ausziehen::V,riičta,echintirmoq
1107,ausziehen::V,rušta,echintirmoq
1108,anziehen::V,panda päle,kiymoq
1109,anziehen::V,panda kädehe,kiymoq
1110,anziehen::V,panda jaugha,kiymoq
1111,sich anziehen::V,sobdas,kiyinmoq
1112,kämmen::V,harjata,taramoq
1113,schmücken::V,čomitada,yasatmoq
1114,sagen::V,sanuda,aytmoq
1115,sprechen::V,pagišta,so'zlamoq
1116,reden::V,pagišta,gapirmoq
1117,sich unterhalten::V,lodaita,suhbatlashmoq
1118,fragen::V,küzuda,so'ramoq
1119,bitten::V,pakita,iltimos qilmoq
1120,erzählen::V,sanuda,aytib bermoq
1121,erzählen::V,starinoita,aytib bermoq
1122,mitteilen::V,tedotada,bildirmoq
1123,nennen::V,nimitada,atamoq
1124,rufen::V,kucta,chaqirmoq
1125,prahlen::V,kittäs,gerdaymoq
1126,übersetzen::V,käta,tarjima qilmoq
1127,denken::V,meletada,o'ylamoq
1128,glauben::V,uskta,ishonmoq
1129,bemerken::V,homaita,payqamoq
1130,erkennen::V,tundištada,tanimoq
1131,begreifen::V,tabata,tushunmoq
1132,verstehen::V,el'geta,anglamoq
1133,verstehen::V,toimetada,anglamoq
1134,lernen::V,opetas,o'qimoq
1135,wissen::V,teta,bilmoq
1136,sich erinnern an::V,johtutada,äsni tanimoq
1137,vergessen::V,unohtada,unutmoq
1138,messen::V,märita,o'lchamoq
1139,zählen::V,lugeda,raqamlamoq
1140,rechnen::V,lugeda,cho'tlamoq
1141,lesen::V,lugeda,o'qimoq
1142,malen::V,pirta,rasm solmoq
1143,zeichnen::V,pirta,chizmoq
1144,schreiben::V,kirjutada,yozmoq
1145,besitzen::V,omištada,ägalamoq
1146,kaufen::V,ostta,olmoq
1147,verkaufen::V,möda,sotmoq
1148,bezahlen::V,maksta,to'lamoq
1149,zahlen::V,maksta,to'lamoq
1150,beherrschen::V,valdoita,ägalamoq
1151,ertragen::V,tirpta,chidamoq
