,Concept_ID,sah,cv
316,Stück::N,кырбас,татӑк
317,Teil::N,ирээт,пай
318,Hälfte::N,аҥар,ҫурӑ
319,Kreis::N,төгүрүк,ункӑ
320,Kreis::N,төгүрүк,ҫавракӑш
321,Kreis::N,төгүрүмтэ,ункӑ
322,Kreis::N,төгүрүмтэ,ҫавракӑш
323,Kreuz::N,кириэс,хӗрес
324,Linie::N,сурааһын,йӗр
325,Strich::N,сурааһын,йӗр
326,Abstand::N,арыт,хушӑ
327,Entfernung::N,ыраах,хушӑ
328,Gegend::N,сир,вырӑн
329,Platz::N,арыт,хутлӑх
330,Ort::N,сир,вырӑн
331,Seite::N,өрүт,ен
332,Seite::N,өрүт,аяк
333,Seite::N,өрүт,айӑк
334,Seite::N,сирэй,ен
335,Seite::N,сирэй,аяк
336,Seite::N,сирэй,айӑк
337,Mitte::N,орто,варӑ
338,Gegenstand::N,предмет,япала
339,Sache::N,мал,япала
340,Rand::N,кытыы,вӗҫ
341,Rand::N,кытыы,хӗрӗ
342,Rand::N,кытыы,хӗрри
343,Rand::N,ойоҕос,вӗҫ
344,Rand::N,ойоҕос,хӗрӗ
345,Rand::N,ойоҕос,хӗрри
346,Kante::N,кырыы,хайкача
347,Kante::N,кырыы,хысак
348,Ecke::N,муннук,кӗтес
349,Spitze::N,чыпчаал,вӗҫ
350,Ende::N,төбө,вӗҫ
351,Loch::N,тэһэҕэс,шӑтӑк
352,Loch::N,дьөлөҕөс,шӑтӑк
353,Winkel::N,муннук,кӗтес
354,Muster::N,оһуор,эреш
355,Größe::N,кээмэй,пысӑкӑш
356,Länge::N,уста,вӑрӑмӑш
357,Höhe::N,үрдүк,ҫӳллӗш
358,Gewicht::N,ыйааһын,виҫе
359,Gewicht::N,ыйааһын,йывӑрӑш
360,Menge::N,ахсаан,йыш
361,Haufen::N,чөмчөх,купа
362,Reihe::N,кэккэ,рет
363,Boot::N,оҥочо,кимӗ
364,Ruder::N,эрдии,кӗсмен
365,Schlitten::N,сыарҕа,ҫуна
366,Ski::N,хайыһар,йӗлтӗр
367,Lagerfeuer::N,кутаа,вут
368,Lagerfeuer::N,кутаа,кӑвайт
369,Last::N,ыарахан,сулмаклӑх
370,Last::N,ыарахан,йывӑр япала
371,Gang::N,хаамыы,куҫӑм
372,Schritt::N,хардыы,утӑм
373,Schritt::N,хардыы,пусӑм
374,Norden::N,хоту,ҫурҫӗр
375,Süden::N,соҕуруу,кӑнтӑр
376,Westen::N,арҕаа,анӑҫ
377,Westen::N,арҕаа,хӗвел анӑҫ
378,Osten::N,илин,хӗвел тухӑҫ
379,Holz::N,мас,йывӑҫ
380,Brett::N,дуоска,хӑма
381,Brett::N,хаптаһын,хӑма
382,Platte::N,билиитэ,плита
383,Stütze::N,тулааһын,ура
384,Stange::N,ураҕас,шерте
385,Stock::N,мас,патак
386,Stock::N,баалкы,патак
387,Stab::N,ураҕас,шӑчӑ
388,Rohr::N,турба,пӑрӑх
389,Haus::N,дьиэ,ҫурт
390,Heim::N,дьиэ,кил
391,Ofen::N,оһох,кӑмака
392,Fußboden::N,муоста,урай
393,Tisch::N,остуол,сӗтел
394,Stuhl::N,устуул,пукан
395,Wiege::N,биһик,сӑпка
396,Bett::N,кырабаат,кравать
397,Regal::N,долбуур,ҫӳлӗк
398,Regal::N,долбуур,сентре
399,Kiste::N,дьааһык,ещӗк
400,Kiste::N,дьааһык,сунтӑх
401,Fenster::N,түннүк,чӳрече
402,Tür::N,аан,алӑк
403,Tor::N,аан,хапха
404,Zaun::N,соппулуот,хӳме
405,Dach::N,кырыыса,тӑрӑ
406,Leiter::N,кирилиэс,пусма
407,Besen::N,миинньик,шӑпӑр
408,Spaten::N,күрдьэх,кӗреҫе
409,Schaufel::N,күрдьэх,кӗреҫе
410,Gabel::N,биилкэ,вилка
411,Löffel::N,луоска,кашӑк
412,Messer::N,быһах,ҫӗҫӗ
413,Nagel::N,тоһоҕо,пӑта
414,Netz::N,илим,тетел
415,Haken::N,көхө,йӑрхах
416,Haken::N,көхө,ҫекӗл
417,Griff::N,ук,хӑлӑп
418,Griff::N,тутаах,хӑлӑп
419,Schloss::N,күлүүс,ҫӑра
420,Bild::N,хартыына,сӑн
421,Bild::N,хартыына,сӑнлӑх
422,Bild::N,хартыына,картина
423,Figur::N,фигура,кӗлетке
424,Puppe::N,куукула,пукане
425,Beutel::N,мөһөөччук,михӗ
426,Bündel::N,баайыы,ҫыхӑ
427,Bündel::N,баайыы,тӗрке
428,Tasche::N,суумка,сумка
429,Eimer::N,биэдэрэ,витре
430,Deckel::N,хаппах,хупӑ
431,Geschirr::N,иһит,савӑт-сапа
432,Sack::N,куул,михӗ
433,Tasse::N,сэлиэнэй,курка
434,Topf::N,көстүрүүҥкэ,кастрюль
435,Kessel::N,хочуол,хуран
436,Essen::N,аһылык,апат
437,Nahrung::N,ас,апат-ҫимӗс
438,Speise::N,аһылык,апат
439,Speise::N,аһылык,ҫимӗҫ
440,Fleisch::N,эт,аш
441,Fleisch::N,эт,какай
442,Getreide::N,злактар,тырӑ
443,Brei::N,хааһы,пӑтӑ
444,Brot::N,килиэп,ҫӑкӑр
445,Scheibe::N,куһуок,чӗлӗ
446,Scheibe::N,куһуок,касӑк
447,Fett::N,сыа,ҫу
448,Butter::N,арыы,ҫу
449,Öl::N,арыы,ҫу
450,Salz::N,туус,тӑвар
451,Suppe::N,мин,яшка
452,Honig::N,мүөт,пыл
453,Milch::N,үүт,сӗт
454,Tee::N,чэй,чей
455,Leder::N,тирии,сӑран
456,Wolle::N,түү,ҫӑм
457,Stoff::N,таҥас,тӗртӗм
458,Nadel::N,иннэ,йӗп
459,Faden::N,сап,ҫип
460,Knopf::N,тимэх,тӳме
461,Knoten::N,түмүк,йӑлӑ
462,Farbe::N,кырааска,сӑрӑ
463,Kleidung::N,таҥас,тум
464,Kleidung::N,таҥас,ҫипуҫ
465,Kleidung::N,таҥас,тум-тир
466,Hemd::N,ырбаахы,кӗпе
467,Kragen::N,саҕа,ҫуха
468,Ärmel::N,сиэх,ҫанӑ
469,Hose::N,ыстаан,шӑлавар
470,Hose::N,бүрүүкэ,шӑлавар
471,Gürtel::N,кур,пиҫиххи
472,Mütze::N,бэргэһэ,ҫӗлӗк
473,Schuh::N,бачыыҥка,пушмак
474,Schuh::N,бачыыҥка,ботинок
475,Stiefel::N,саппыкы,атӑ
476,Ring::N,биһилэх,ҫӗрӗ
477,Band::N,лиэнтэ,хаю
478,Band::N,лиэнтэ,йӗсме
479,Kamm::N,тараах,тура
480,Spiegel::N,сиэркилэ,тӗкӗр
481,Spiegel::N,сиэркилэ,куҫ кӗски
482,Riemen::N,кур,чӗн
483,Schnur::N,быа,кантра
484,Leine::N,тэһиин,касмӑк
485,Decke::N,суорҕан,утиял
486,Kissen::N,сыттык,ҫытар
487,Kissen::N,сыттык,минтер
488,Tuch::N,былаат,тутӑр
489,Handtuch::N,соттор,ал шӑлли
490,Kraft::N,сыра,вӑй
491,Kraft::N,сыра,хӑват
492,Stärke::N,күүс,хал
493,Stärke::N,күүс,хӑват
494,Gesundheit::N,доруобуйа,хал
495,Gesundheit::N,доруобуйа,сывлӑх
496,Krankheit::N,ыарыы,чир
497,Schmerz::N,ыарыы,ырату
498,Wunde::N,баас,суран
499,Fieber::N,түрүлгэн,сив чир
500,Fieber::N,лихорадка,сив чир
501,Fieber::N,температура,сив чир
502,Arznei::N,эмп,эмел
503,Brücke::N,күргэ,кӗпер
504,Brunnen::N,холуодьас,ҫӑл
505,Brunnen::N,холуодьас,пусӑ
506,Weide::N,мэччирэҥ,ҫаран
507,Pfad::N,ыллык,йӗр
508,Pfad::N,ыллык,сукмак
509,Weg::N,суол,ҫул
510,Weg::N,суол,ҫул-йӗр
511,Straße::N,суол,ҫӳрев
512,Straße::N,суол,ҫул ҫӳрени
513,Dorf::N,дэриэбинэ,ял
514,Stadt::N,куорат,хула
515,Brief::N,сурук,ҫыру
516,Buch::N,кинигэ,кӗнеке
517,Buchstabe::N,буква,сас палли
518,Zeitung::N,хаһыат,хаҫат
519,Leben::N,тыын,пурнӑҫ
520,Tod::N,өлүү,вилӗм
521,Grab::N,иин,масар шӑтӑкӗ
522,Kirche::N,таҥара дьиэтэ,чиркӳ
523,Sünde::N,айыы,ҫылӑх
524,Gott::N,тангара,турӑ
525,Arbeiter::N,үлэһит,рабочи
526,Chef::N,баһылык,пуҫлӑх
527,Chef::N,начальник,пуҫлӑх
528,Meister::N,уус,ӑста
529,Meister::N,уус,мастер
530,Meister::N,маастар,ӑста
531,Meister::N,маастар,мастер
532,Arzt::N,врач,врач
533,Arzt::N,врач,тухтӑр
534,Lehrer::N,учуутал,учитель
535,Lehrer::N,учуутал,вӗрентекен
536,Geld::N,харчы,укҫа
537,Geschäft::N,идэ,бизнес
538,Laden::N,маҕаһыын,магазин
539,Preis::N,сыана,хак
540,Ware::N,табаар,тавар
541,Nutzen::N,туһа,пайта
542,Reichtum::N,баай,мул
543,Welt::N,аан дойду,тӗнче
544,Land::N,дойду,ҫӗр-шыв
545,Staat::N,государство,патшàлӑх
546,König::N,король,король
547,Macht::N,былаас,власть
548,Grenze::N,кыраныысса,чикӗ
549,Krieg::N,сэрии,вӑрҫӑ
550,Feind::N,өстөөх,тӑшман
551,Gewalt::N,күүһүлээһин,ирӗксӗрлӳ
552,Kampf::N,охсуһуу,кӗрешӳ
553,Bogen[Waffe]::N,ох,ухӑ
554,Pfeil::N,ох,ҫӗмрен
555,Pfeil::N,ох,ухӑ йӗппи
556,Gewehr::N,саа,пӑшал
557,Fehler::N,сыыһа,йӑнӑш
558,Lüge::N,сымыйа,суя
559,Lüge::N,сымыйа,ултав
560,Schaden::N,хоромньу,сиен
561,Unglück::N,алдьархай,шар
562,Unglück::N,алдьархай,инкек
563,Schuld::N,буруй,айӑп
564,Alter::N,саас,ҫул шучӗ
565,Schluss::N,тиһэх,пӗтни
566,Schluss::N,тиһэх,пӗтмӗш
567,Zeit::N,бириэмэ,вӑхӑт
568,Tag::N,күн,кун
569,Morgen::N,сарсыарда,ир
570,Mittag::N,күн ортото,кӑнтӑрла
571,Abend::N,киэһэ,каҫ
572,Nacht::N,түүн,каҫ
573,Woche::N,нэдиэлэ,эрне
574,Monat::N,ый,уйӑх
575,Jahr::N,сыл,ҫулталӑк
576,Jahr::N,дьыл,ҫулталӑк
577,Frühling::N,саас,ҫур
578,Frühling::N,саас,ҫуркунне
579,Sommer::N,сайын,ҫу
580,Sommer::N,сайын,ҫулла
581,Herbst::N,күһүн,кӗр
582,Herbst::N,күһүн,кӗркунне
583,Winter::N,кыһын,хӗл
584,Winter::N,кыһын,хӗлле
585,Januar::N,тохсунньу,январь
586,Februar::N,олунньу,февраль
587,Februar::N,олунньу,кӗҫӗн кӑрлач
588,März::N,кулун тутар,март
589,März::N,кулун тутар,пуш уйӑхӗ
590,April::N,муус устар ый,апрель
591,Mai::N,ыам ыйа,май
592,Juni::N,бэс ыйа,июнь
593,Juli::N,от ыйа,июль
594,August::N,атырдьах ыйа,август
595,September::N,балаҕан ыйа,сентябрь
596,September::N,балаҕан ыйа,авӑн уйӑхӗ
597,Oktober::N,алтынньы,октябрь
598,November::N,сэтинньи,ноябрь
599,Dezember::N,ахсынньы,раштав
600,Dezember::N,ахсынньы,декабрь
601,Montag::N,бэнидиэнньик,тунти кун
602,Dienstag::N,оптуорунньук,ытлари кун
603,Mittwoch::N,сэрэдэ,юн кун
604,Donnerstag::N,чэппиэр,кӗҫнерни кун
605,Freitag::N,бээтинсэ,эрне кун
606,Samstag::N,субуота,шӑмат кун
607,Sonntag::N,баскыһыанньа,вырсарни кун
608,groß::A,бөдөҥ,пысӑк
609,groß::A,улахан,пысӑк
610,klein::A,кыр,пӗчӗк
611,lang::A,уһун,вӑрӑм
612,kurz::A,кылгас,кӗске
613,breit::A,кэтит,сарлака
614,schmal::A,кыараҕас,ансӑр
615,dicht::A,хойуу,йӑвӑ
616,dick[Gegenstand]::A,суон,хулӑн
617,dick[Gegenstand]::A,хойуу,хулӑн
618,dünn::A,чараас,ҫинҫе
619,dünn::A,чараас,ҫӳхе
620,fein::A,бытархай,тарай
621,fein::A,бытархай,вӗлтӗрти
622,fein::A,синньигес,тарай
623,fein::A,синньигес,вӗлтӗрти
624,fest::A,бөҕө,тӗреклӗ
625,fest::A,кытаанах,тӗреклӗ
626,flach::A,хаптаҕай,лаптак
627,glatt::A,кылааккай,такӑр
628,hart::A,хатан,хытӑ
629,hart::A,кытаанах,хытӑ
630,weich::A,сымнаҕас,ҫемҫе
631,rund::A,төгүрүк,ҫавра
632,spitz::A,сытыы,шӗвӗр
633,spitz::A,уһуктаах,шӗвӗр
634,scharf::A,сытыы,ҫивӗч
635,stumpf::A,сыппах,мӑка
636,stumpf::A,сыппах,пуклак
637,stumpf::A,сыппах,тӗрӗнчӗк
638,stumpf::A,сыппах,ӑнкарусӑр
639,schwer::A,ыарахан,йывӑр
640,schön::A,кыраһыабай,илемлӗ
641,heiß::A,итии,вӗри
642,warm::A,ичигэс,ӑшӑ
643,kalt::A,тымныы,сивӗ
644,kühl::A,сөрүүн,уҫӑ
645,frisch::A,ыраас,уҫӑ
646,frisch::A,сөрүүн,уҫӑ
647,frisch::A,тымныы,уҫӑ
648,feucht::A,сииктээх,йӗпе
649,nass::A,инчэҕэй,нӳрӗ
650,trocken::A,кураан,типӗ
651,voll::A,толору,тулли
652,leer::A,иччитэх,пушӑ
653,offen::A,аһаҕас,уҫӑ
654,geschlossen::A,бүтэй,хупӑ
655,sauber::A,сэбэр,таса
656,schmutzig::A,кирдээх,пылчӑклӑ
657,schmutzig::A,кирдээх,вараланчӑк
658,roh::A,сиикэй,чӗрӗ
659,reif::A,буспут,пулнӑ
660,reif::A,буспут,пиҫӗхнӗ
661,reif::A,буспут,аталаннӑ
662,reif::A,буспут,пиҫсе ҫитнӗ
663,reif::A,сиппит-хоппут,пулнӑ
664,reif::A,сиппит-хоппут,пиҫӗхнӗ
665,reif::A,сиппит-хоппут,аталаннӑ
666,reif::A,сиппит-хоппут,пиҫсе ҫитнӗ
667,lecker::A,минньигэс,тутлӑ
668,lecker::A,минньигэс,техӗмлӗ
669,süß::A,минньигэс,пылак
670,bitter::A,аһыы,йӳҫӗ
671,sauer::A,аһыы,йӳҫӗ
672,sauer::A,аһыы,йӳҫек
673,sauer::A,аһыы,кӑвасак
674,hell::A,сырдык,ҫутӑ
675,dunkel::A,хараҥа,тӗттӗм
676,schwarz::A,хара,хура
677,weiß::A,үрүҥ,шурӑ
678,weiß::A,маҥан,шурӑ
679,rot::A,кыһыл,хӗрлӗ
680,gelb::A,саһархай,сарӑ
681,blau::A,күөх,кӑвак
682,grün::A,күөх,симӗс
683,grün::A,күөх,пиҫмен
684,grün::A,күөх,ӑс пухман
685,grün::A,от күөҕэ,симӗс
686,grün::A,от күөҕэ,пиҫмен
687,grün::A,от күөҕэ,ӑс пухман
688,grau::A,сиэрэй,кӑвак
