,Concept_ID,cy,vep
115,Berg::N,mynydd,mägi
116,Gipfel::N,copa,ladv
117,Höhle::N,ogof,mägionduz
118,Abhang::N,llethr,paute
119,Quelle::N,tarddiad,lähte
120,Quelle::N,ffynhonnell,lähte
121,Bach::N,nant,oja
122,Bach::N,afonig,oja
123,Bach::N,cornant,oja
124,Fluss::N,afon,jogi
125,Ufer::N,glan,rand
126,Küste::N,traeth,randišt
127,Küste::N,arfordir,randišt
128,Festland::N,tir,kuivma
129,Meer::N,môr,meri
130,Bucht::N,bae,laht
131,Insel::N,ynys,sar'
132,Blume::N,blodyn,änik
133,Gras::N,glaswellt,hein
134,Wurzel::N,gwreiddyn,jur'
135,Baum::N,coeden,pu
136,Stamm::N,colfen,tüvi
137,Stamm::N,boncyff,tüvi
138,Rinde::N,rhisgl,kor'
139,Ast::N,cangen,oks
140,Zweig::N,cainc,oks
141,Zweig::N,cainc,barb
142,Zweig::N,cangen,oks
143,Zweig::N,cangen,barb
144,Blatt::N,deilen,lehtez
145,Birke::N,bedwen,koiv
146,Kiefer[Baum]::N,pinwydden,pedai
147,Weide[Baum]::N,helygen,raid
148,Tanne::N,ffynidwydden,kuz'
149,Horn::N,corn,sar'v
150,Feder::N,plufyn,höuneh
151,Fell::N,ffwr,nahk
152,Flügel::N,adain,suug
153,Klaue::N,crafanc,künz'
154,Kralle::N,ewin,künz'
155,Schwanz::N,cwt,händ
156,Schwanz::N,cynffon,händ
157,Ei::N,wy,muna
158,Nest::N,nyth,peza
159,Bau::N,ffau,uru
160,Tier::N,anifail,živat
161,Herde::N,praidd,kogo
162,Herde::N,diadell,kogo
163,Kuh::N,buwch,lehm
164,Bulle::N,tarw,härg
165,Pferd::N,ceffyl,hebo
166,Schaf::N,dafad,lambaz
167,Schwein::N,mochyn,siga
168,Hund::N,ci,koir
169,Katze::N,cath,kaži
170,Bär::N,arth,kondi
171,Eichhörnchen::N,gwiwer,orav
172,Elch::N,elc,hirb'
173,Fuchs::N,cadno,reboi
174,Hase::N,ysgyfarnog,jäniš
175,Maus::N,llygoden,hir'
176,Wolf::N,blaidd,händikaz
177,Vogel::N,aderyn,lind
178,Schwarm::N,haid,parveh
179,Huhn::N,cyw,kana
180,Hahn::N,ceiliog,kukoi
181,Gans::N,gŵydd,hanh'
182,Adler::N,eryr,orl
183,Ente::N,hwyad,sorz
184,Eule::N,tylluan,hir'pulo
185,Kranich::N,garan,kurg
186,Kranich::N,crychydd,kurg
187,Krähe::N,brân,variš
188,Kuckuck::N,cog,kägi
189,Kuckuck::N,cwcw,kägi
190,Schwan::N,alarch,joucen
191,Fisch::N,pysgod,kala
192,Barsch::N,draenog,ahven
193,Hecht::N,penhwyad,haug'
194,Schlange[Tier]::N,neidr,kü
195,Schlange[Tier]::N,neidr,mado
196,Wurm::N,abwydyn,mado
197,Wurm::N,pryf genwair,mado
198,Spinne::N,cor,hämähouk
199,Spinne::N,pryf copyn,hämähouk
200,Ameise::N,morgrugyn,murahaine
201,Laus::N,lleuen,täi
202,Mücke::N,gwybedyn,säs'k
203,Fliege::N,cleren,kärbhaine
204,Schmetterling::N,glöyn byw,lipkaine
205,Schmetterling::N,iâr fach yr haf,lipkaine
206,Beere::N,aeronen,marj
207,Apfel::N,afal,jablok
208,Pilz::N,madarch,sen'
209,Pilz::N,madarch,babuk
210,Zwiebel::N,nionyn,lauk
211,Zwiebel::N,winwnsyn,lauk
212,Saat::N,had,semned
213,Korn::N,grawn,jüvä
214,Korn::N,grawn,vill'
215,Heu::N,gwair,hein
216,Schale::N,croen,kor'
217,Schale::N,plisgyn,kor'
218,Grube::N,pwll,kop
219,Grube::N,pydew,kop
220,Falle::N,magl,rida
221,Schlinge::N,cwlwm rhedeg,rihm
222,Spur::N,ôl,jäl'g
223,Asche::N,lludw,tuhk
224,Dreck::N,baw,redu
225,Dreck::N,baw,pačak
226,Dreck::N,budreddi,redu
227,Dreck::N,budreddi,pačak
228,Eisen::N,haearn,raud
229,Gold::N,aur,kuld
230,Silber::N,arian,hobed
231,Kohle::N,glo,hil'
232,Glas::N,gwydr,stökol
233,Lehm::N,clai,savi
234,Sand::N,tywod,lete
235,Mensch::N,dyn,mez'
236,Mensch::N,dyn,ristit
237,Mann::N,dyn,mez'
238,Frau::N,merch,naine
239,Frau::N,gwraig,naine
240,Kind::N,plentyn,laps'
241,Junge::N,hogyn,poig
242,Junge::N,hogyn,prihaine
243,Junge::N,bachgen,poig
244,Junge::N,bachgen,prihaine
245,Mädchen::N,merch,neičukaine
246,Mädchen::N,geneth,neičukaine
247,Familie::N,teulu,kanz
248,Familie::N,teulu,pereh
249,Familie::N,tylwyth,kanz
250,Familie::N,tylwyth,pereh
251,Großvater::N,taid,ded
252,Großvater::N,tad-cu,ded
253,Großmutter::N,nain,bab
254,Großmutter::N,mam-gu,bab
255,Eltern::N,rhieni,vanhembad
256,Eltern::N,rhieni,kazvatajad
257,Vater::N,tad,tat
258,Mutter::N,mam,mam
259,Sohn::N,mab,poig
260,Tochter::N,merch,tütär
261,Bruder::N,brawd,veik
262,Bruder::N,brawd,vell'
263,Schwester::N,chwaer,čiža
264,Schwester::N,chwaer,sizar
265,Onkel::N,ewythr,däd'
266,Tante::N,modryb,tädi
267,Ehemann::N,gŵr,mužik
268,Ehefrau::N,gwraig,ak
269,Freude::N,gorfoledd,ilo
270,Freude::N,gorfoledd,ihastuz
271,Gelächter::N,chwerthin,nagr
272,Glück::N,hapusrwydd,oza
273,Kummer::N,galar,gor'a
274,Wunsch::N,dymuniad,taht
275,Lust::N,chwant,himo
276,Geist::N,ysbryd,heng
277,Gedanke::N,meddwl,meletuz
278,Gedächtnis::N,cof,mušt
279,Verstand::N,meddwl,mel'
280,Sinn::N,ystyr,jüvä
281,Grund::N,achos,sü
282,Grund::N,rheswm,sü
283,Wahrheit::N,gwir,tozi
284,Wahrheit::N,gwirionedd,tozi
285,Gespräch::N,sgwrs,lodu
286,Gespräch::N,sgwrs,pagin
287,Märchen::N,chwedl werin,sarn
288,Erzählung::N,stori,sanutez
289,Nachricht::N,neges,tedotuz
290,Neuigkeit::N,newydd,uzištuz
291,Name::N,enw,nimi
292,Rätsel::N,pos,ozoitez
293,Rede::N,araith,pagin
294,Rede::N,araith,sanad
295,Sprache::N,iaith,kel'
296,Stimme::N,llais,än'
297,Wort::N,gair,sana
298,Zeichen::N,arwydd,znam
299,Ruf::N,galwad,kida
300,Ruf::N,galwad,kucund
301,Lärm::N,trwst,judu
302,Laut::N,sain,kulund
303,Ton::N,tôn,kulund
304,Lied::N,cân,pajo
305,Ruhe::N,tawelwch,lebu
306,Leute::N,pobl,rahvaz
307,Volk::N,pobl,rahvaz
308,Arbeit::N,gwaith,tö
309,Arbeit::N,gwaith,rad
310,Gast::N,gwestai,adiv
311,Geschenk::N,rhodd,lahj
312,Geschenk::N,anrheg,lahj
313,Spiel::N,chwarae,vänd
314,Gesellschaft::N,cwmni,sebr
315,Hilfe::N,cymorth,abu
316,Freund::N,cyfaill,sebranik
317,Kamerad::N,cydymaith,sebranik
318,Angelegenheit::N,pwnc,azj
319,Anzahl::N,cyfrif,lugu
320,Art::N,bath,rod
321,Art::N,bath,rodsugu
322,Stück::N,darn,pala
323,Stück::N,darn,supal
324,Teil::N,rhan,pala
325,Hälfte::N,hanner,pol'
326,Kreis::N,cylch,ümbruz
327,Kreis::N,cylch,kehkruz
328,Kreuz::N,croes,rist
329,Linie::N,llinell,pird
330,Strich::N,strôc,pird
331,Strich::N,trawiad,pird
332,Abstand::N,bwlch,keskust
333,Abstand::N,pellter,keskust
334,Entfernung::N,pellter,matk
335,Gegend::N,cylch,taho
336,Platz::N,lle,avaruz'
337,Ort::N,lle,koht
338,Seite::N,ochr,pol'
339,Seite::N,ochr,kül'g
340,Mitte::N,canol,kesk
341,Gegenstand::N,eitem,kalu
342,Sache::N,peth,azj
343,Rand::N,cwr,röun
344,Rand::N,ymyl,röun
345,Kante::N,min,röun
346,Kante::N,ymyl,röun
347,Ecke::N,cornel,saum
348,Spitze::N,blaen,agjaine
349,Ende::N,pen,agj
350,Loch::N,twll,reig
351,Winkel::N,congl,čoga
352,Winkel::N,congl,saum
353,Muster::N,patrwm,kirjam
354,Größe::N,maint,suruz'
355,Größe::N,maintioli,suruz'
356,Länge::N,hyd,piduz
357,Höhe::N,uchder,korktuz'
358,Gewicht::N,pwysau,jügu
359,Gewicht::N,pwysau,vedäduz
360,Menge::N,swm,äjüz'
361,Menge::N,maint,äjüz'
362,Haufen::N,pentwr,kogo
363,Reihe::N,rhes,rivi
364,Boot::N,cwch,veneh
365,Ruder::N,rhwyf,air
366,Schlitten::N,sled,regi
367,Schlitten::N,sled,regut
368,Schlitten::N,car llusg,regi
369,Schlitten::N,car llusg,regut
370,Ski::N,sgi,suks'
371,Lagerfeuer::N,coelcerth,nodj
372,Lagerfeuer::N,coelcerth,pažag
373,Last::N,llwyth,jüguz
374,Gang::N,tro,astund
375,Schritt::N,cam,hašk
376,Norden::N,gogledd,pohjoine
377,Süden::N,de,suvi
378,Westen::N,gorllewin,päivlaskm
379,Osten::N,dwyrain,päivnouzm
380,Holz::N,pren,pu
381,Brett::N,bwrdd,laud
382,Brett::N,astell,laud
383,Platte::N,llech,keitim
384,Stütze::N,ateg,tugi
385,Stütze::N,cynhalydd,tugi
386,Stange::N,polyn,arz'
387,Stock::N,ffon,kalu
388,Stock::N,brigyn,kalu
389,Stab::N,ffon,seibaz
390,Rohr::N,pibell,torv
391,Haus::N,tŷ,pert'
392,Heim::N,cartref,kodi
393,Ofen::N,stof,päč
394,Fußboden::N,llawr,lava
395,Tisch::N,bwrdd,laud
396,Tisch::N,bwrdd,stal'c
397,Stuhl::N,cadair,ištim
398,Wiege::N,crud,kätte
399,Bett::N,gwely,sija
400,Bett::N,gwely,magaduzsija
401,Regal::N,silff,palič
402,Kiste::N,bocs,mülütim
403,Kiste::N,blwch,mülütim
404,Fenster::N,ffenestr,ikun
405,Tür::N,drws,uks'
406,Tor::N,porth,verai
407,Zaun::N,ffens,aid
408,Dach::N,to,katuz
409,Leiter::N,ysgol,pordhad
410,Besen::N,ysgub,lud
411,Besen::N,ysgub,vast
412,Spaten::N,rhaw,labid
413,Schaufel::N,rhaw,labid
414,Gabel::N,fforc,hangoine
415,Löffel::N,llwy,luzik
416,Messer::N,cyllell,veič
417,Nagel::N,hoel,nagl
418,Netz::N,gwe,verk
419,Netz::N,rhwyd,verk
420,Haken::N,bach,kouk
421,Griff::N,carn,kägä
422,Griff::N,carn,varz'
423,Schloss::N,clo,lukkol
424,Bild::N,llun,kuva
425,Bild::N,pictiwr,kuva
426,Figur::N,ffigur,figur
427,Puppe::N,dol,tätüine
428,Beutel::N,cwd,havad
429,Bündel::N,bwndel,toppaz
430,Bündel::N,bwndel,käč
431,Bündel::N,coflaid,toppaz
432,Bündel::N,coflaid,käč
433,Tasche::N,cod,sumk
434,Eimer::N,bwced,vädr
435,Eimer::N,cunnog,vädr
436,Deckel::N,caead,katuz
437,Geschirr::N,llestri,astii
438,Sack::N,sach,havad
439,Tasse::N,cwpan,čašk
440,Topf::N,pot,pada
441,Topf::N,crochan,pada
442,Kessel::N,tegell,katil
443,Essen::N,pryd o fwyd,sönd
444,Nahrung::N,bwyd,söm
445,Speise::N,saig,sömine
446,Fleisch::N,cig,liha
447,Getreide::N,ŷd,vill'
448,Getreide::N,llafur,vill'
449,Brei::N,uwd,pudr
450,Brot::N,bara,leib
451,Scheibe::N,tafell,bibaleh
452,Scheibe::N,tafell,šlik
453,Fett::N,saim,razv
454,Fett::N,braster,razv
455,Butter::N,ymenyn,voi
456,Öl::N,olew,voi
457,Salz::N,halen,sol
458,Suppe::N,cawl,lem'
459,Suppe::N,cawl,keitoz
460,Honig::N,mêl,mezi
461,Milch::N,llaeth,maid
462,Milch::N,llefrith,maid
463,Tee::N,te,čai
464,Leder::N,lledr,nahk
465,Wolle::N,gwlân,vill
466,Stoff::N,lliain,kangaz
467,Stoff::N,brethyn,kangaz
468,Nadel::N,nodwydd,negl
469,Faden::N,edau,nit'
470,Faden::N,edefyn,nit'
471,Knopf::N,botwm,nübl'
472,Knoten::N,cwlwm,sol'm
473,Farbe::N,paent,muju
474,Kleidung::N,dillad,sobad
475,Kleidung::N,gwisgoedd,sobad
476,Hemd::N,crys,paid
477,Kragen::N,coler,kagluz
478,Ärmel::N,llawes,hijam
479,Hose::N,trowsus,štanad
480,Gürtel::N,gwregys,vö
481,Mütze::N,cap,šapuk
482,Schuh::N,esgid,keng'
483,Stiefel::N,botasen,sapug
484,Ring::N,modrwy,rengaz
485,Band::N,rhuban,lentaine
486,Kamm::N,crib,suga
487,Spiegel::N,drych,zerkol
488,Riemen::N,strap,vö
489,Schnur::N,llinyn,nor
490,Leine::N,tennyn,talutimnor
491,Decke::N,blanced,sijakatuz
492,Decke::N,gwrthban,sijakatuz
493,Kissen::N,clustog,pöluz
494,Kissen::N,gobennydd,pöluz
495,Tuch::N,sgarff,paik
496,Handtuch::N,tywel,käzipaik
497,Handtuch::N,lliain sychu,käzipaik
498,Kraft::N,grym,vägi
499,Stärke::N,nerth,vahvuz'
500,Stärke::N,cryfder,vahvuz'
501,Gesundheit::N,iechyd,tervhuz
502,Krankheit::N,afiechyd,läžund
503,Krankheit::N,anhwylder,läžund
504,Schmerz::N,poen,kibu
505,Schmerz::N,gwayw,kibu
506,Wunde::N,clwyf,čapatez
507,Fieber::N,twymyn,säru
508,Arznei::N,meddyginiaeth,zel'l'
509,Brücke::N,pont,sild
510,Brunnen::N,ffynnon,kaiv
511,Weide::N,porfa,omaluine
512,Pfad::N,llwybr,tehut
513,Weg::N,ffordd,te
514,Straße::N,heol,te
515,Straße::N,ffordd,te
516,Dorf::N,pentref,külä
517,Stadt::N,tref,lidn
518,Brief::N,llythyr,kirjeine
519,Buch::N,llyfr,kirj
520,Buchstabe::N,llythyren,kirjam
521,Zeitung::N,papur newydd,lehtez
522,Leben::N,bywyd,elo
523,Tod::N,marwolaeth,surm
524,Grab::N,bedd,kaum
525,Kirche::N,eglwys,jumalanpert'
526,Sünde::N,pechod,grähk
527,Gott::N,duw,jumal
528,Arbeiter::N,gweithiwr,radnik
529,Chef::N,pennaeth,pämez'
530,Meister::N,meistr,mastar
531,Arzt::N,meddyg,lekar'
532,Lehrer::N,athro,opendai
533,Geld::N,pres,rahad
534,Geld::N,arian,rahad
535,Geschäft::N,busnes,biznes
536,Laden::N,siop,lauk
537,Preis::N,pris,arv
538,Ware::N,nwydd,tavar
539,Nutzen::N,elw,liža
540,Nutzen::N,budd,liža
541,Reichtum::N,cyfoeth,kodielo
542,Reichtum::N,cyfoeth,kal'huz'
543,Welt::N,byd,mail'm
544,Land::N,gwlad,ma
545,Staat::N,gwladwriaeth,valdkund
546,König::N,brenin,kunigaz
547,Macht::N,grym,vald
548,Macht::N,awdurdod,vald
549,Grenze::N,ffin,röun
550,Grenze::N,goror,röun
551,Krieg::N,rhyfel,soda
552,Feind::N,gelyn,vihanik
553,Feind::N,gelyn,vastustai
554,Gewalt::N,ffyrnigrwydd,vägivald
555,Kampf::N,brwydr,tora
556,Bogen[Waffe]::N,bwa,taug
557,Pfeil::N,saeth,nol
558,Gewehr::N,dryll,oružj
559,Fehler::N,gwall,viga
560,Fehler::N,camgymeriad,viga
561,Lüge::N,celwydd,kelastuz
562,Lüge::N,anwiredd,kelastuz
563,Schaden::N,niwed,pahuz'
564,Schaden::N,difrod,pahuz'
565,Unglück::N,anffawd,bed
566,Unglück::N,anffawd,gor'a
567,Schuld::N,bai,värhuz'
568,Alter::N,oed,igä
569,Schluss::N,diwedd,lop
570,Zeit::N,amser,aig
571,Tag::N,dydd,päiv
572,Tag::N,diwrnod,päiv
573,Morgen::N,bore,homendez
574,Mittag::N,nawn,keskpäiv
575,Abend::N,noswaith,eht
576,Nacht::N,nos,ö
577,Woche::N,wythnos,nedal'
578,Monat::N,mis,ku
579,Jahr::N,blwyddyn,voz'
580,Frühling::N,gwanwyn,keväz'
581,Sommer::N,haf,keza
582,Herbst::N,hydref,sügüz'
583,Winter::N,gaeaf,tal'v
584,Januar::N,Ionawr,viluku
585,Februar::N,Chwefror,uhoku
586,März::N,Mawrth,keväz'ku
587,April::N,Ebrill,sulaku
588,Mai::N,Mai,semendku
589,Juni::N,Mehefin,kezaku
590,Juli::N,Gorffennaf,heinku
591,August::N,Awst,eloku
592,September::N,Medi,sügüz'ku
593,Oktober::N,Hydref,reduku
594,November::N,Tachwedd,kül'mku
595,Dezember::N,Rhagfyr,tal'vku
596,Montag::N,dydd Llun,ezmärg
597,Dienstag::N,dydd Mawrth,tožnarg
598,Mittwoch::N,dydd Mercher,koumanz'päiv
599,Donnerstag::N,dydd Iau,nellänz'päiv
600,Freitag::N,dydd Gwener,pätnič
601,Freitag::N,dydd Gwener,videnz'päiv
602,Samstag::N,dydd Sadwrn,sobat
603,Sonntag::N,dydd Sul,pühäpäiv
604,groß::A,mawr,sur'
605,groß::A,mawr,järed
606,klein::A,bach,pen'
607,klein::A,bach,pičuine
608,lang::A,hir,pit'k
609,kurz::A,byr,lühüd
610,kurz::A,cwta,lühüd
611,breit::A,llydan,leved
612,schmal::A,cul,kaid
613,dicht::A,dwys,tihed
614,dick[Gegenstand]::A,trwchus,paks
615,dünn::A,tenau,hoik
616,fein::A,main,hen
617,fest::A,cadarn,luja
618,fest::A,cadarn,ninev
619,flach::A,gwastad,lapak
620,glatt::A,llyfn,siled
621,hart::A,caled,kova
622,weich::A,meddal,pehmed
623,rund::A,crwn,kehker
624,spitz::A,pigfain,nügu
625,spitz::A,pigfain,terav
626,scharf::A,miniog,terav
627,stumpf::A,pŵl,tül'c
628,schwer::A,trwm,jüged
629,schön::A,teg,čoma
630,schön::A,hardd,čoma
631,schön::A,prydferth,čoma
632,heiß::A,poeth,räk
633,warm::A,twym,läm'
634,warm::A,cynnes,läm'
635,kalt::A,oer,vilu
636,kühl::A,oeraidd,raibak
637,kühl::A,oeraidd,viluhk
638,frisch::A,iach,lahed
639,feucht::A,llaith,neps
640,feucht::A,llaith,toreh
641,nass::A,gwlyb,märg
642,trocken::A,sych,kuiv
643,voll::A,llawn,täuz'
644,leer::A,gwag,joudai
645,offen::A,agored,avoin
646,offen::A,agored,avol'jaine
647,geschlossen::A,caead,saubaline
648,geschlossen::A,caeëdig,saubaline
649,sauber::A,glân,puhtaz
650,schmutzig::A,budr,redukaz
651,schmutzig::A,brwnt,redukaz
652,roh::A,amrwd,rohk
653,roh::A,amrwd,toreh
654,reif::A,aeddfed,küps
655,lecker::A,blasus,magukaz
656,lecker::A,danteithiol,magukaz
657,süß::A,melys,maged
658,bitter::A,chwerw,karged
659,sauer::A,sur,muiged
660,hell::A,disglair,kirkas
661,hell::A,disglair,valgei
662,dunkel::A,tywyll,pimed
663,schwarz::A,du,must
664,weiß::A,gwyn,vauged
665,rot::A,coch,rusked
666,gelb::A,melyn,pakuine
667,blau::A,glas,sinine
668,grün::A,gwyrdd,vihand
669,grau::A,llwyd,hahk
670,bunt::A,lliwgar,kirjav
671,billig::A,rhad,odav
672,teuer::A,drud,kalliž
673,wertvoll::A,gwerthfawr,arvokas
674,blind::A,dall,soged
675,taub::A,byddar,kurdiž
676,kräftig::A,nerthol,vägev
677,kräftig::A,grymus,vägev
678,stark::A,cryf,vahv
679,stark::A,cryf,vägekaz
680,stark::A,cadarn,vahv
681,stark::A,cadarn,vägekaz
682,schwach::A,gwan,väll'
683,fett::A,tew,razvakaz
684,schlank::A,main,kapos
685,hübsch::A,tlws,čoma
686,böse::A,drwg,äred
687,böse::A,drwg,käred
688,dumm::A,twp,el'getoi
689,faul::A,diog,lašk
690,fleißig::A,dyfal,radonnavedii
691,geizig::A,crintach,ažlak
692,geizig::A,cybyddlyd,ažlak
693,klug::A,deallus,melev
694,klug::A,deallus,melekaz
695,geschickt::A,medrus,mahtokaz
696,geschickt::A,deheuig,mahtokaz
697,lieb::A,hoff,izo
698,lieb::A,hoff,sula
699,lieb::A,annwyl,izo
700,lieb::A,annwyl,sula
701,lustig::A,llon,ilokaz
702,sanft::A,mwyn,laskav
703,hungrig::A,newynog,näl'ghine
704,krank::A,sâl,läžui
705,krank::A,gwael,läžui
706,nackt::A,noeth,alastoi
707,traurig::A,trist,opalahine
708,lebendig::A,yn fyw,eläb
709,gut::A,da,hüvä
710,schlecht::A,drwg,huba
711,schlecht::A,gwael,huba
712,richtig::A,cywir,oiged
713,schlimm::A,enbyd,paha
714,wahr::A,gwir,todesine
715,alt::A,hen,vanh
716,neu::A,newydd,uz'
717,ehemalig::A,blaenorol,edeline
718,alt[Lebewesen]::A,oedrannus,ravaz
719,jung::A,ifanc,nor'
720,arm::A,tlawd,gol'l'
721,reich::A,cyfoethog,elokaz
722,bekannt::A,cynefin,tutab
723,bekannt::A,cyfarwydd,tutab
724,berühmt::A,enwog,tetab
725,fremd::A,estron,veraz
726,verschieden::A,gwahanol,erazvuitte
727,nah::A,agos,läheline
728,fern::A,pell,edahaine
729,linker::A,aswy,hura
730,linker::A,chwith,hura
731,rechter::A,de,oiged
732,rechter::A,deau,oiged
733,anderer::A,arall,toine
734,erster::A,cyntaf,ezmäine
735,zweiter::A,ail,toine
736,dritter::A,trydydd,koumanz'
737,letzter::A,olaf,jäl'gmäine
738,allein::ADV,unig,üksnäze
739,allein::ADV,ar ei ben ei hun,üksnäze
740,auf einmal::ADV,ar yr un pryd,ühten aigan
741,zusammen::ADV,ynghyd,ühtes
742,zusammen::ADV,gyda'i gilydd,ühtes
743,lange::ADV,amser hir,hätken
744,plötzlich::ADV,yn sydyn,äkkid
745,sofort::ADV,ar unwaith,kerdalaz
746,später::ADV,yn ddiweddarach,möhemba
747,jetzt::ADV,yn awr,nügüd'
748,heute::ADV,heddiw,tämbei
749,morgen::ADV,yfory,homen
750,bald::ADV,yn fuan,pigai
751,bald::ADV,gyda hyn,pigai
752,dann::ADV,yna,sid'
753,dann::ADV,y pryd hwnnw,sid'
754,gestern::ADV,ddoe,eglai
755,einst::ADV,gynt,ende
756,einst::ADV,gynt,kerdan
757,damals::ADV,ar y pryd,siloi
758,damals::ADV,bryd hynny,siloi
759,danach::ADV,wedyn,sid'
760,vorher::ADV,o'r blaen,ende
761,zuerst::ADV,yn gyntaf,ezmäi
762,einmal::ADV,unwaith,kerdan
763,manchmal::ADV,weithiau,erašti
764,manchmal::ADV,ar brydiau,erašti
765,oft::ADV,yn aml,paksus
766,oft::ADV,yn fynych,paksus
767,immer::ADV,bob amser,kaiken
768,niemals::ADV,ni ... byth,ei nikonz
769,niemals::ADV,ni ... erioed,ei nikonz
770,hier::ADV,yma,täs
771,hier::ADV,yma,tägä
772,hierhin::ADV,hyd yma,tänna
773,von hier::ADV,oddi yma,täspäi
774,von hier::ADV,oddi yma,sid'päi
775,dort::ADV,acw,sigä
776,dorthin::ADV,tuag yno,sinna
777,dorthin::ADV,tuag yno,nakkale
778,geradeaus::ADV,syth ymlaen,kohtha
779,vorwärts::ADV,ymlaen,edehe
780,rückwärts::ADV,yn ôl,sel'gin
781,zurück::ADV,yn ôl,tagaze
782,unten::ADV,isod,alahan
783,unten::ADV,oddi tanodd,alahan
784,hinab::ADV,i lawr,alaz
785,hinab::ADV,i lawr,alahaks
786,hinab::ADV,i waered,alaz
787,hinab::ADV,i waered,alahaks
788,oben::ADV,fry,ülähän
789,hinauf::ADV,i fyny,ülez
790,hinauf::ADV,i fyny,ülähäks
791,hinauf::ADV,i'r lan,ülez
792,hinauf::ADV,i'r lan,ülähäks
793,überall::ADV,ym mhobman,kaikjal
794,nicht::ADV,ni,ei
795,nicht::ADV,nid,ei
796,ein wenig::ADV,tipyn,vähän
797,ein wenig::ADV,ychydig,vähän
798,kaum::ADV,prin,habi
799,sehr::ADV,iawn,lujas
800,so::ADV,fel,muga
