,Concept_ID,bg,nl
288,Lärm::N,глъчка,lawaai
289,Laut::N,звук,klank
290,Laut::N,звук,geluid
291,Ton::N,тон,toon
292,Ton::N,тон,klank
293,Lied::N,песен,lied
294,Ruhe::N,тишина,rust
295,Ruhe::N,тишина,stilte
296,Ruhe::N,спокойствие,rust
297,Ruhe::N,спокойствие,stilte
298,Leute::N,хора,lui
299,Leute::N,хора,mensen
300,Volk::N,народ,volk
301,Arbeit::N,труд,werk
302,Arbeit::N,труд,arbeid
303,Arbeit::N,работа,werk
304,Arbeit::N,работа,arbeid
305,Gast::N,гост,gast
306,Geschenk::N,дар,cadeau
307,Geschenk::N,дар,geschenk
308,Geschenk::N,подарък,cadeau
309,Geschenk::N,подарък,geschenk
310,Spiel::N,игра,spel
311,Gesellschaft::N,общество,gezelschap
312,Hilfe::N,помощ,hulp
313,Freund::N,приятел,vriend
314,Kamerad::N,другар,maat
315,Kamerad::N,другар,metgezel
316,Angelegenheit::N,работа,zaak
317,Angelegenheit::N,работа,aangelegenheid
318,Anzahl::N,брой,tal
319,Anzahl::N,брой,aantal
320,Anzahl::N,количество,tal
321,Anzahl::N,количество,aantal
322,Art::N,вид,slag
323,Art::N,вид,soort
324,Stück::N,къс,stuk
325,Stück::N,парче,stuk
326,Teil::N,дял,deel
327,Teil::N,част,deel
328,Hälfte::N,половина,helft
329,Kreis::N,кръг,kring
330,Kreis::N,кръг,cirkel
331,Kreuz::N,кръст,kruis
332,Linie::N,черта,lijn
333,Strich::N,щрих,haal
334,Strich::N,щрих,streep
335,Strich::N,черта,haal
336,Strich::N,черта,streep
337,Abstand::N,дистанция,afstand
338,Abstand::N,разстояние,afstand
339,Entfernung::N,разстояние,afstand
340,Gegend::N,местност,streek
341,Platz::N,място,ruimte
342,Ort::N,място,oord
343,Ort::N,място,plaats
344,Seite::N,страна,zij
345,Seite::N,страна,kant
346,Seite::N,страна,zijde
347,Mitte::N,среда,midden
348,Gegenstand::N,предмет,voorwerp
349,Sache::N,вещ,zaak
350,Rand::N,ръб,rand
351,Rand::N,ръб,boord
352,Kante::N,ръб,kant
353,Kante::N,кант,kant
354,Ecke::N,ъгъл,hoek
355,Spitze::N,връх,punt
356,Spitze::N,връх,spits
357,Spitze::N,острие,punt
358,Spitze::N,острие,spits
359,Ende::N,край,einde
360,Ende::N,край,uiteinde
361,Loch::N,дупка,gat
362,Winkel::N,кът,hoek
363,Winkel::N,ъгъл,hoek
364,Muster::N,десен,dessin
365,Muster::N,десен,patroon
366,Muster::N,образец,dessin
367,Muster::N,образец,patroon
368,Größe::N,големина,grootte
369,Länge::N,дължина,lengte
370,Höhe::N,висота,hoogte
371,Höhe::N,височина,hoogte
372,Gewicht::N,тегло,gewicht
373,Gewicht::N,тежест,gewicht
374,Menge::N,количество,hoeveelheid
375,Haufen::N,куп,hoop
376,Haufen::N,грамада,hoop
377,Reihe::N,ред,rij
378,Reihe::N,ред,reeks
379,Reihe::N,редица,rij
380,Reihe::N,редица,reeks
381,Boot::N,лодка,boot
382,Ruder::N,весло,roeiriem
383,Ruder::N,гребло,roeiriem
384,Schlitten::N,шейна,slee
385,Schlitten::N,шейна,slede
386,Ski::N,ски,ski
387,Lagerfeuer::N,огнище,kampvuur
388,Last::N,товар,last
389,Last::N,товар,vracht
390,Gang::N,ход,wandeling
391,Gang::N,вървеж,wandeling
392,Schritt::N,стъпка,stap
393,Schritt::N,стъпка,schrede
394,Norden::N,север,noorden
395,Süden::N,юг,zuiden
396,Westen::N,запад,westen
397,Osten::N,изток,oosten
398,Holz::N,дърво,hout
399,Brett::N,дъска,plank
400,Stange::N,прът,stang
401,Stange::N,върлина,stang
402,Stock::N,прът,stok
403,Stock::N,тояга,stok
404,Stab::N,прът,staf
405,Rohr::N,цев,pijp
406,Rohr::N,тръба,pijp
407,Haus::N,къща,huis
408,Heim::N,дом,tehuis
409,Ofen::N,печка,kachel
410,Fußboden::N,под,vloer
411,Tisch::N,маса,tafel
412,Stuhl::N,стол,stoel
413,Wiege::N,люлка,wieg
414,Bett::N,легло,bed
415,Bett::N,креват,bed
416,Regal::N,рафт,rek
417,Regal::N,етажерка,rek
418,Kiste::N,кутия,kist
419,Kiste::N,сандък,kist
420,Fenster::N,прозорец,raam
421,Fenster::N,прозорец,venster
422,Tür::N,врата,deur
423,Tor::N,врата,poort
424,Zaun::N,ограда,omheining
425,Dach::N,покрив,dak
426,Leiter::N,стълба,ladder
427,Besen::N,метла,bezem
428,Spaten::N,лопата,schop
429,Schaufel::N,лопата,schep
430,Gabel::N,вилица,vork
431,Löffel::N,лъжица,lepel
432,Messer::N,нож,mes
433,Nagel::N,гвоздей,spijker
434,Netz::N,мрежа,net
435,Haken::N,кука,haak
436,Haken::N,закачалка,haak
437,Griff::N,ръчка,handvat
438,Griff::N,дръжка,handvat
439,Schloss::N,брава,slot
440,Schloss::N,ключалка,slot
441,Bild::N,картина,beeld
442,Figur::N,фигура,figuur
443,Puppe::N,кукла,pop
444,Beutel::N,кесия,zak
445,Beutel::N,кесия,buidel
446,Bündel::N,връзка,pak
447,Bündel::N,връзка,bundel
448,Tasche::N,чанта,tas
449,Eimer::N,кофа,emmer
450,Deckel::N,капак,deksel
451,Deckel::N,похлупак,deksel
452,Geschirr::N,съдове,vaatwerk
453,Sack::N,чувал,zak
454,Tasse::N,чаша,kop
455,Topf::N,гърне,pan
456,Topf::N,тенджера,pan
457,Kessel::N,котел,ketel
458,Essen::N,ядене,eten
459,Nahrung::N,храна,voedsel
460,Speise::N,ястие,spijs
461,Fleisch::N,месо,vlees
462,Getreide::N,зърнено храни,graan
463,Brei::N,каша,pap
464,Brei::N,каша,brij
465,Brot::N,хляб,brood
466,Scheibe::N,резен,plak
467,Scheibe::N,резен,snede
468,Fett::N,мазнина,vet
469,Butter::N,масло,boter
470,Öl::N,олио,olie
471,Öl::N,оливия,olie
472,Salz::N,сол,zout
473,Suppe::N,супа,soep
474,Honig::N,мед,honing
475,Milch::N,мляко,melk
476,Tee::N,чай,thee
477,Leder::N,кожа,leer
478,Leder::N,кожа,leder
479,Wolle::N,вълна,wol
480,Stoff::N,плат,stof
481,Stoff::N,материал,stof
482,Nadel::N,игла,naald
483,Faden::N,конец,draad
484,Knopf::N,копче,knoop
485,Knoten::N,възел,knoop
486,Farbe::N,боя,verf
487,Kleidung::N,дрехи,kledij
488,Kleidung::N,дрехи,kleding
489,Kleidung::N,облекло,kledij
490,Kleidung::N,облекло,kleding
491,Hemd::N,риза,hemd
492,Kragen::N,яка,kraag
493,Ärmel::N,ръкав,mouw
494,Hose::N,панталони,broek
495,Hose::N,панталони,pantalon
496,Gürtel::N,пояс,riem
497,Gürtel::N,пояс,gordel
498,Gürtel::N,колан,riem
499,Gürtel::N,колан,gordel
500,Mütze::N,каскет,muts
501,Mütze::N,фуражка,muts
502,Schuh::N,обувка,schoen
503,Stiefel::N,ботуш,laars
504,Ring::N,пръстен,ring
505,Band::N,лента,lint
506,Band::N,връзка,lint
507,Kamm::N,гребен,kam
508,Spiegel::N,огледало,spiegel
509,Riemen::N,каиш,riem
510,Riemen::N,ремък,riem
511,Schnur::N,връв,koord
512,Leine::N,връв,lijn
513,Leine::N,въже,lijn
514,Decke::N,покривка,deken
515,Kissen::N,възглавница,kussen
516,Tuch::N,сукно,doek
517,Handtuch::N,пешкир,handdoek
518,Handtuch::N,кърпа за лице,handdoek
519,Kraft::N,мощ,kracht
520,Kraft::N,сила,kracht
521,Stärke::N,сила,sterkte
522,Gesundheit::N,здраве,gezondheid
523,Krankheit::N,болест,ziekte
524,Schmerz::N,болка,pijn
525,Wunde::N,рана,wond
526,Fieber::N,треска,koorts
527,Fieber::N,температура,koorts
528,Arznei::N,лек,medicament
529,Arznei::N,лек,geneesmiddel
530,Arznei::N,лекарство,medicament
531,Arznei::N,лекарство,geneesmiddel
532,Brücke::N,мост,brug
533,Brunnen::N,чешма,put
534,Brunnen::N,чешма,bron
535,Brunnen::N,кладенец,put
536,Brunnen::N,кладенец,bron
537,Weide::N,паша,wei
538,Weide::N,паша,weide
539,Weide::N,пасище,wei
540,Weide::N,пасище,weide
541,Pfad::N,пътека,pad
542,Weg::N,път,weg
543,Straße::N,шосе,baan
544,Straße::N,шосе,straat
545,Dorf::N,село,dorp
546,Stadt::N,град,stad
547,Brief::N,писмо,brief
548,Buch::N,книга,boek
549,Buchstabe::N,буква,letter
550,Zeitung::N,вестник,krant
551,Zeitung::N,вестник,dagblad
552,Leben::N,живот,leven
553,Tod::N,смърт,dood
554,Grab::N,гроб,graf
555,Kirche::N,църква,kerk
556,Sünde::N,грях,zonde
557,Gott::N,бог,god
558,Arbeiter::N,работник,arbeider
559,Chef::N,шеф,chef
560,Chef::N,началник,chef
561,Meister::N,майстор,meester
562,Arzt::N,лекар,arts
563,Arzt::N,лекар,dokter
564,Lehrer::N,учител,leraar
565,Lehrer::N,учител,onderwijzer
566,Geld::N,пари,geld
567,Geschäft::N,сделка,zaak
568,Laden::N,дюкян,winkel
569,Laden::N,магазин,winkel
570,Preis::N,цена,prijs
571,Ware::N,стока,waar
572,Nutzen::N,полза,nut
573,Nutzen::N,полза,voordeel
574,Nutzen::N,облага,nut
575,Nutzen::N,облага,voordeel
576,Reichtum::N,богатство,rijkdom
577,Welt::N,свят,wereld
578,Land::N,страна,land
579,Staat::N,щат,staat
580,Staat::N,държава,staat
581,König::N,крал,koning
582,Macht::N,мощ,macht
583,Macht::N,власт,macht
584,Grenze::N,граница,grens
585,Krieg::N,война,oorlog
586,Feind::N,враг,vijand
587,Feind::N,неприятел,vijand
588,Gewalt::N,сила,geweld
589,Gewalt::N,насилие,geweld
590,Kampf::N,борба,strijd
591,Kampf::N,борба,gevecht
592,Kampf::N,сражение,strijd
593,Kampf::N,сражение,gevecht
594,Bogen[Waffe]::N,лък,boog
595,Pfeil::N,стрела,pijl
596,Gewehr::N,пушка,geweer
597,Fehler::N,грешка,fout
598,Lüge::N,лъжа,leugen
599,Schaden::N,повреда,schade
600,Unglück::N,нещастие,tegenspoed
601,Schuld::N,вина,schuld
602,Alter::N,възраст,leeftijd
603,Schluss::N,край,slot
604,Zeit::N,време,tijd
605,Tag::N,ден,dag
606,Morgen::N,утро,morgen
607,Morgen::N,утро,ochtend
608,Morgen::N,сутрин,morgen
609,Morgen::N,сутрин,ochtend
610,Mittag::N,обед,middag
611,Mittag::N,пладне,middag
612,Abend::N,вечер,avond
613,Nacht::N,нощ,nacht
614,Woche::N,седмица,week
615,Monat::N,месец,maand
616,Jahr::N,година,jaar
617,Frühling::N,пролет,lente
618,Frühling::N,пролет,voorjaar
619,Sommer::N,лято,zomer
620,Herbst::N,есен,herfst
621,Winter::N,зима,winter
622,Januar::N,януари,januari
623,Februar::N,февруари,februari
624,März::N,март,maart
625,April::N,април,april
626,Mai::N,май,mei
627,Juni::N,юни,juni
628,Juli::N,юли,juli
629,August::N,август,augustus
630,September::N,септември,september
631,Oktober::N,октомври,oktober
632,November::N,ноември,november
633,Dezember::N,декември,december
634,Montag::N,понеделник,maandag
635,Dienstag::N,вторник,dinsdag
636,Mittwoch::N,сряда,woensdag
637,Donnerstag::N,четвъртък,donderdag
638,Freitag::N,петък,vrijdag
639,Samstag::N,събота,zaterdag
640,Sonntag::N,неделя,zondag
641,groß::A,едър,groot
642,groß::A,голям,groot
643,klein::A,малък,klein
644,klein::A,дребен,klein
645,lang::A,дълъг,lang
646,kurz::A,къс,kort
647,breit::A,широк,breed
648,schmal::A,тесен,smal
649,dicht::A,гъст,dicht
650,dick[Gegenstand]::A,дебел,dik
651,dünn::A,тънък,dun
652,fein::A,фин,fijn
653,fein::A,тънък,fijn
654,fest::A,твърд,vast
655,fest::A,плътен,vast
656,flach::A,равен,plat
657,flach::A,плосък,plat
658,glatt::A,гладък,glad
659,hart::A,твърд,hard
660,hart::A,корав,hard
661,weich::A,мек,week
662,rund::A,кръгъл,rond
663,spitz::A,островръх,spits
664,spitz::A,островръх,puntig
665,scharf::A,остър,scherp
666,stumpf::A,тъп,stomp
667,schwer::A,тежък,zwaar
668,schön::A,хубав,mooi
669,schön::A,хубав,fraai
670,schön::A,красив,mooi
671,schön::A,красив,fraai
672,heiß::A,жарък,heet
673,warm::A,топъл,warm
674,kalt::A,студен,koud
675,kühl::A,хладен,koel
676,frisch::A,свеж,fris
677,feucht::A,влажен,vochtig
678,nass::A,мокър,nat
679,trocken::A,сух,droog
680,voll::A,пълен,vol
681,leer::A,празен,leeg
682,offen::A,откровен,open
683,geschlossen::A,закрит,gesloten
684,geschlossen::A,затворен,gesloten
685,sauber::A,чист,net
686,sauber::A,чист,schoon
687,schmutzig::A,мръсен,vuil
688,roh::A,суров,rauw
689,reif::A,зрял,rijp
690,lecker::A,вкусен,lekker
691,süß::A,сладък,zoet
692,bitter::A,горчив,bitter
693,sauer::A,кисел,zuur
694,hell::A,ясен,licht
695,hell::A,ясен,helder
696,hell::A,светъл,licht
697,hell::A,светъл,helder
698,dunkel::A,тъмен,donker
699,schwarz::A,черен,zwart
700,weiß::A,бял,wit
701,rot::A,червен,rood
702,gelb::A,жълт,geel
703,blau::A,син,blauw
704,grün::A,зелен,groen
705,grau::A,сив,grijs
706,bunt::A,шарен,bont
707,bunt::A,пъстър,bont
708,billig::A,евтин,goedkoop
709,teuer::A,скъп,duur
710,wertvoll::A,ценен,kostbaar
711,wertvoll::A,ценен,waardevol
712,blind::A,сляп,blind
713,taub::A,глух,doof
714,kräftig::A,силен,krachtig
715,stark::A,здрав,sterk
716,stark::A,силен,sterk
717,schwach::A,слаб,zwak
718,fett::A,тлъст,vet
719,schlank::A,тънък,slank
720,schlank::A,строен,slank
721,hübsch::A,хубав,leuk
722,böse::A,зъл,kwaad
723,dumm::A,глупав,dom
724,faul::A,ленив,lui
725,faul::A,мързелив,lui
726,fleißig::A,прилежен,vlijtig
727,geizig::A,скъпернически,gierig
728,klug::A,умен,slim
729,klug::A,умен,schrander
730,klug::A,умен,verstandig
731,klug::A,разумен,slim
732,klug::A,разумен,schrander
733,klug::A,разумен,verstandig
734,geschickt::A,умел,handig
735,geschickt::A,умел,vaardig
736,geschickt::A,сръчен,handig
737,geschickt::A,сръчен,vaardig
738,lieb::A,мил,lief
739,lieb::A,драг,lief
740,lustig::A,весел,vrolijk
741,sanft::A,нежен,zacht
742,sanft::A,кротък,zacht
743,hungrig::A,гладен,hongerig
744,krank::A,болен,ziek
745,nackt::A,гол,naakt
746,traurig::A,тъжен,treurig
747,traurig::A,тъжен,bedroefd
748,traurig::A,печален,treurig
749,traurig::A,печален,bedroefd
750,lebendig::A,жив,levend
751,gut::A,добър,goed
752,schlecht::A,лош,slecht
753,richtig::A,правилен,juist
754,schlimm::A,лош,erg
755,schlimm::A,лош,kwaad
756,wahr::A,верен,waar
757,wahr::A,истински,waar
758,alt::A,стар,oud
759,alt::A,древен,oud
760,neu::A,нов,nieuw
761,ehemalig::A,бивш,voormalig
762,alt[Lebewesen]::A,стар,oud
763,jung::A,млад,jong
764,arm::A,беден,arm
765,reich::A,богат,rijk
766,bekannt::A,познат,bekend
767,bekannt::A,известен,bekend
768,berühmt::A,почут,beroemd
769,berühmt::A,известен,beroemd
770,fremd::A,чужд,vreemd
771,verschieden::A,разен,verscheiden
772,verschieden::A,разен,verschillend
773,verschieden::A,различен,verscheiden
774,verschieden::A,различен,verschillend
775,nah::A,близък,nabij
776,nah::A,близък,nabijgelegen
777,fern::A,далечен,ver
778,linker::A,ляв,linker
779,rechter::A,прав,rechter
780,anderer::A,друг,andere
781,erster::A,пръв,eerste
782,erster::A,първи,eerste
783,zweiter::A,втори,tweede
784,dritter::A,трети,derde
785,letzter::A,последен,laatste
786,allein::ADV,само,alleen
787,auf einmal::ADV,същевременно,ineens
788,auf einmal::ADV,същевременно,tegelijk
789,zusammen::ADV,заедно,samen
790,zusammen::ADV,заедно,bijeen
791,lange::ADV,дълго,lang
792,plötzlich::ADV,изведнъж,eensklaps
793,plötzlich::ADV,изведнъж,plotsklaps
794,sofort::ADV,веднага,terstond
795,sofort::ADV,веднага,aanstonds
796,sofort::ADV,веднага,onmiddelijk
797,später::ADV,по-късно,later
798,jetzt::ADV,сега,nu
799,jetzt::ADV,сега,nou
800,jetzt::ADV,сега,thans
801,heute::ADV,днес,heden
802,heute::ADV,днес,vandaag
803,morgen::ADV,утре,morgen
804,bald::ADV,скоро,gauw
805,bald::ADV,скоро,weldra
806,dann::ADV,после,dan
807,dann::ADV,после,toen
808,dann::ADV,тогава,dan
809,dann::ADV,тогава,toen
810,gestern::ADV,вчера,gisteren
811,einst::ADV,някога,eens
812,damals::ADV,тогава,toen
813,damals::ADV,тогава,destijds
814,danach::ADV,после,daarna
815,danach::ADV,след това,daarna
816,vorher::ADV,преди,vooraf
817,vorher::ADV,преди,van tevoren
818,vorher::ADV,преди това,vooraf
819,vorher::ADV,преди това,van tevoren
820,zuerst::ADV,най-напред,eerst
821,zuerst::ADV,най-напред,het eerst
822,einmal::ADV,веднъж,eens
823,einmal::ADV,веднъж,eenmaal
824,einmal::ADV,един път,eens
825,einmal::ADV,един път,eenmaal
826,manchmal::ADV,понякога,soms
827,oft::ADV,често,vaak
828,oft::ADV,често,dikwijls
829,immer::ADV,винаги,altijd
830,niemals::ADV,никога,nooit
831,hier::ADV,тук,hier
832,hier::ADV,тука,hier
833,hierhin::ADV,насам,hierheen
834,von hier::ADV,оттук,van hier
835,von hier::ADV,оттук,hiervandaan
836,von hier::ADV,оттука,van hier
837,von hier::ADV,оттука,hiervandaan
838,dort::ADV,там,daar
839,dort::ADV,там,ginds
840,dorthin::ADV,натам,daarheen
841,dorthin::ADV,нататък,daarheen
842,geradeaus::ADV,направо,rechtuit
843,geradeaus::ADV,направо,rechtdoor
844,vorwärts::ADV,напред,vooruit
845,vorwärts::ADV,напред,voorwaarts
846,rückwärts::ADV,назад,achteruit
847,rückwärts::ADV,назад,achterwaarts
848,zurück::ADV,обратно,terug
849,unten::ADV,долу,beneden
850,unten::ADV,долу,onderaan
851,hinab::ADV,надолу,omlaag
852,hinab::ADV,надолу,naar beneden
853,oben::ADV,горе,boven
854,hinauf::ADV,нагоре,omhoog
855,hinauf::ADV,нагоре,naar boven
856,überall::ADV,навсякъде,alom
857,überall::ADV,навсякъде,overal
858,nicht::ADV,не,niet
859,ein wenig::ADV,малко,wat
860,kaum::ADV,едва,amper
861,kaum::ADV,едва,nauwelijks
862,kaum::ADV,едвам,amper
863,kaum::ADV,едвам,nauwelijks
864,sehr::ADV,много,erg
