,Concept_ID,br,av
341,Haus::N,ti,ригь
342,Haus::N,ti,рукъзал
343,Heim::N,kêr,рукъ
344,Ofen::N,forn,печь
345,Fußboden::N,plañchod,чӏабар
346,Tisch::N,taol,стол
347,Stuhl::N,kador,бакӏу
348,Wiege::N,kavell,кини
349,Bett::N,gwele,кровать
350,Regal::N,estajerenn,хъарщи
351,Kiste::N,kased,ящик
352,Kiste::N,kased,тӏалагъуд
353,Fenster::N,prenestr,гордо
354,Tür::N,dor,нуцӏа
355,Tor::N,portal,каву
356,Zaun::N,sklotur,раци
357,Dach::N,toenn,тӏох
358,Leiter::N,skeul,мали
359,Besen::N,skubell,жул
360,Spaten::N,pal,бел
361,Schaufel::N,pal,раххан
362,Gabel::N,fourchetez,гӏучӏ
363,Löffel::N,loa,гъуд
364,Messer::N,kontell,нус
365,Nagel::N,tach,магӏ
366,Netz::N,roued,гьин
367,Haken::N,krog,гъанцӏа
368,Griff::N,kemer,гӏоркь
369,Schloss::N,potenn,кӏулал
370,Bild::N,skeudenn,сурат
371,Figur::N,skeud,
372,Figur::N,figur,
373,Puppe::N,merc'hodenn,нани
374,Beutel::N,sac'h,таргьа
375,Bündel::N,feskenn,къай
376,Tasche::N,sac'h,сумка
377,Tasche::N,sac'h,къвачӏа
378,Eimer::N,sailh,ведро
379,Deckel::N,pallenn,тӏалъел
380,Deckel::N,pallenn,дадитӏалъел
381,Geschirr::N,listriaj,цӏарагӏ
382,Sack::N,sac'h,хъап
383,Sack::N,sac'h,къандалъо
384,Tasse::N,tas,чашка
385,Topf::N,pod,хьаг
386,Kessel::N,chaodouron,хьаг
387,Kessel::N,chaodouron,гереги
388,Essen::N,pred,тӏагӏам
389,Nahrung::N,boued,квен
390,Speise::N,meuz,квен
391,Fleisch::N,kig,гьан
392,Getreide::N,ed,бугӏа-ролъ
393,Getreide::N,ed,могьолабл_культураби
394,Brei::N,yod,карщ
395,Brot::N,bara,чед
396,Scheibe::N,tailhenn,мочӏу
397,Fett::N,lard,беэнлъи
398,Butter::N,amann,нах
399,Öl::N,eoul,нах
400,Salz::N,holen,цӏам
401,Suppe::N,soubenn,чурпа
402,Honig::N,mel,гьоцӏо
403,Milch::N,laezh,рахь
404,Tee::N,te,чай
405,Leder::N,lêr,тӏом
406,Wolle::N,gloan,квас
407,Stoff::N,danvez,ххам
408,Nadel::N,nadoz,рокӏкӏен
409,Faden::N,neudenn,кун
410,Knopf::N,bouton,маргъал
411,Knoten::N,skoulm,гарацӏ
412,Farbe::N,liv,релъен
413,Kleidung::N,dilhad,ретӏел
414,Hemd::N,roc'hed,гурде
415,Kragen::N,gouzoug,габур
416,Ärmel::N,milgin,къвал
417,Hose::N,bragoù,тӏажу
418,Gürtel::N,gouriz,рачел
419,Mütze::N,boned,тӏагъур
420,Schuh::N,botez,
421,Stiefel::N,botez,этек
422,Stiefel::N,botez,чакма
423,Ring::N,gwalenn,баргъич
424,Band::N,bagad,лента
425,Kamm::N,krib,гьоркьо
426,Spiegel::N,melezour,матӏу
427,Riemen::N,lerenn,рижу
428,Schnur::N,kordenn,
429,Leine::N,roll,
430,Decke::N,golo,одея́ло
431,Kissen::N,goubenner,къандалъо
432,Tuch::N,mezher,квархьи
433,Handtuch::N,toailhon,беркӏалрацӏцӏ
434,Kraft::N,nerzh,гуч
435,Kraft::N,nerzh,къуват
436,Stärke::N,nerzhder,хӏалкӏвей
437,Gesundheit::N,yec'hed,сахлъи́
438,Krankheit::N,klañved,унти
439,Krankheit::N,klañved,щокълъи
440,Schmerz::N,poan,унти
441,Schmerz::N,droug,унти
442,Wunde::N,gloazadenn,ругъун
443,Fieber::N,terzhienn,цӏа-кан
444,Arznei::N,louzoù,дару
445,Brücke::N,pont,кьо
446,Brunnen::N,puñs,гъуй
447,Weide::N,prad,рицӏцӏ
448,Weide::N,prad,лъичӏирма
449,Weide::N,prad,гӏурдаллъи
450,Weide::N,prad,ри́цӏигъветӏ
451,Weide::N,prad,рицӏцӏигъветӏ
452,Pfad::N,gwenodenn,сухъмахъ
453,Weg::N,hent,нух
454,Straße::N,ru,нух
455,Straße::N,hent,нух
456,Dorf::N,kêr,росу
457,Dorf::N,kêriadenn,росу
458,Stadt::N,kêr,шагьар
459,Brief::N,lizher,кагъат
460,Brief::N,lizher,рисалат
461,Buch::N,levr,тӏехь
462,Buchstabe::N,lizherenn,хӏарп
463,Zeitung::N,kazetenn,газет
464,Leben::N,buhez,яшав
465,Tod::N,marv,хвел
466,Grab::N,bez,хоб
467,Kirche::N,iliz,килиса
468,Sünde::N,pec'hed,хӏакъ
469,Sünde::N,pec'hed,мунагь
470,Gott::N,doue,бичас
471,Gott::N,doue,аллагь
472,Arbeiter::N,labourer,хӏалтӏухъан
473,Arbeiter::N,micherour,хӏалтӏухъан
474,Chef::N,penn,хӏаким
475,Chef::N,penn,начальник
476,Meister::N,mestr,устар
477,Meister::N,mestr,мастер
478,Meister::N,mestr,махщалилав
479,Arzt::N,mezeg,жайрахӏ
480,Arzt::N,medisin,жайрахӏ
481,Lehrer::N,skolaer,мугӏалим
482,Lehrer::N,kelenner,мугӏалим
483,Geld::N,arc'hant,гӏарац
484,Geschäft::N,stal,
485,Laden::N,stal,тукен
486,Preis::N,priz,багьа
487,Ware::N,marc'hadourezh,къайи
488,Nutzen::N,gounidegezh,мунпагӏат
489,Nutzen::N,lañs,мунпагӏат
490,Nutzen::N,profit,мунпагӏат
491,Nutzen::N,spleit,мунпагӏат
492,Reichtum::N,pinvidigezh,бечелъи
493,Welt::N,douar,дуниял
494,Land::N,bro,улка
495,Land::N,bro,икълим
496,Staat::N,stad,пачалихъ
497,König::N,roue,пача
498,König::N,roue,малик
499,König::N,roue,къирал
500,König::N,roue,падишагь
501,Macht::N,galloud,кверщел
502,Grenze::N,harzoù,гӏорхъи
503,Krieg::N,brezel,рагъ
504,Feind::N,eneber,тушман
505,Gewalt::N,tâerder,зулму
506,Kampf::N,kann,къеркьей
507,Bogen[Waffe]::N,gwareg,газаргъо
508,Pfeil::N,saezh,чӏор
509,Gewehr::N,fuzuilh,туманкӏ
510,Fehler::N,fazi,гъалатӏ
511,Lüge::N,gaou,гьереси
512,Schaden::N,gwall,зиян
513,Schaden::N,gwall,зарал
514,Unglück::N,gwalleur,балагь
515,Schuld::N,kablusted,гӏайиб
516,Schuld::N,pec'hedigezh,гӏайиб
517,Alter::N,oad,гӏумру
518,Schluss::N,diwezh,ахир
519,Zeit::N,amzer,заман
520,Tag::N,deizh,къо
521,Morgen::N,beure,радалмех
522,Morgen::N,mintin,радалмех
523,Mittag::N,kreisteiz,къадемех
524,Abend::N,abardaez,релъедамех
525,Nacht::N,noz,сордо
526,Woche::N,sizhun,анкь
527,Monat::N,miz,моцӏ
528,Jahr::N,bloaz,сон
529,Jahr::N,bloaz,лъагӏел
530,Frühling::N,nevezamzer,их
531,Sommer::N,hañv,рии
532,Herbst::N,diskaramzer,хасалихълъи
533,Winter::N,goañv,кьин
534,Januar::N,Genver,январь
535,Februar::N,C'hwevrer,февра́ль
536,März::N,Meurzh,март
537,April::N,Ebrel,апрель
538,Mai::N,Mae,май
539,Juni::N,Mezheven,июнь
540,Juli::N,Gouhere,июль
541,August::N,Eost,август
542,September::N,Gwengolo,сентябрь
543,Oktober::N,Here,октябрь
544,November::N,Du,ноябрь
545,Dezember::N,Kerzu,декабрь
546,Montag::N,Lun,итни
547,Dienstag::N,Meurzh,талат
548,Mittwoch::N,Merc'her,арбагӏ
549,Donnerstag::N,Yaou,хамиз
550,Freitag::N,Gwener,рузман
551,Samstag::N,Sadorn,щамат
552,Sonntag::N,Sul,гьатӏан
553,groß::A,bras,кӏудияб
554,klein::A,bihan,гьитӏинаб
555,lang::A,hir,халатаб
556,kurz::A,berr,къокъаб
557,breit::A,ledan,гӏебаб
558,schmal::A,strizh,къваридаб
559,dicht::A,stank,ризаб
560,dick[Gegenstand]::A,tev,бицатаб
561,dünn::A,moan,тӏеренаб
562,fein::A,munut,тӏеренаб
563,fest::A,start,къвакӏараб
564,flach::A,plaen,чӏепараб
565,glatt::A,lintr,цӏвакараб
566,glatt::A,levn,цӏвакараб
567,hart::A,kalet,кьварараб
568,weich::A,blot,тамахаб
569,rund::A,ront,гургинаб
570,spitz::A,poentet,бегӏераб
571,scharf::A,dremm,рекӏараб
572,stumpf::A,talsoc'h,тӏехӏараб
573,stumpf::A,talsoc'h,рекӏинчӏеб
574,schwer::A,pounner,бакӏаб
575,schön::A,kaer,берцинаб
576,heiß::A,tomm,лагьараб
577,warm::A,tomm,хинаб
578,kalt::A,yen,квачараб
579,kühl::A,yen,квачараб
580,frisch::A,fresk,цӏияб
581,feucht::A,gleb,рагьараб
582,nass::A,gleb,би́ччараб
583,trocken::A,sec'h,бакъвараб
584,voll::A,leun,
585,leer::A,goullo,чӏобогояб
586,offen::A,digor,рагьараб
587,geschlossen::A,serr,рахараб-къараб
588,sauber::A,naet,бацӏцӏадаб
589,schmutzig::A,lous,гъизараб
590,roh::A,kriz,хамаб
591,roh::A,kriz,гӏатӏгояб
592,reif::A,darev,барщараб
593,lecker::A,lipous,тӏагӏамаб
594,lecker::A,saourus,тӏагӏамаб
595,süß::A,dous,гьуинаб
596,bitter::A,c'hwerv,кьогӏаб
597,sauer::A,trenk,цӏекӏаб
598,hell::A,sklaer,канаб
599,dunkel::A,teñval,бецӏаб
600,schwarz::A,du,чӏегӏераб
601,weiß::A,gwenn,хъахӏаб
602,rot::A,ruz,багӏараб
603,gelb::A,melen,гӏобилаб
604,gelb::A,melen,тӏогьилаб
605,blau::A,glas,хъахӏилаб
606,grün::A,gwer,гӏурччинаб
607,grau::A,louet,накӏкӏуяб
608,bunt::A,liesliv,къвекӏаб
609,bunt::A,liesliv,чара-гъараб
610,billig::A,marc'had-mat,учузаб
611,teuer::A,ker,хири́яб
612,wertvoll::A,prizius,къиматаб
613,blind::A,dall,беццаб
614,taub::A,bouzar,гъугъаб
615,kräftig::A,start,гучаб
616,stark::A,kreñv,къуватаб
617,schwach::A,gwan,гӏажизаб
618,fett::A,lard,кьарияб
619,schlank::A,sinkl,чергесаб
620,hübsch::A,koant,гьайбатаб
621,böse::A,gwall,ракӏквешаб
622,dumm::A,glep,гьагаб
623,dumm::A,glep,гӏантаб
624,faul::A,lezirek,кӏохӏалаб
625,faul::A,lezirek,кӏухӏа́лаб
626,fleißig::A,studius,хӏаракатаб
627,geizig::A,tost,къарумаб
628,klug::A,speredek,лумияб
629,geschickt::A,dornet,махщел бугев
630,lieb::A,koant,гӏазизаб
631,lustig::A,laouen,кепаб
632,sanft::A,flour,хӏалимаб
633,sanft::A,flour,хӏере́наб
634,hungrig::A,marnaon,бакъараб
635,krank::A,klañv,щокъаб
636,krank::A,klañv,унтараб
637,nackt::A,noazh,гӏицӏаб
638,nackt::A,noazh,чӏанкӏараб
639,traurig::A,trist,пашманаб
640,lebendig::A,bev,чӏагояб
641,gut::A,mad,лъикӏаб
642,schlecht::A,fall,къадараб
643,schlecht::A,gwall,къадараб
644,richtig::A,reizh,битӏараб
645,schlimm::A,gwall,нажасаб
646,schlimm::A,gwall,къабихӏаб
647,wahr::A,gwir,хӏакъаб
648,wahr::A,gwir,битӏараб
649,alt::A,kozh,басрияб
650,neu::A,nevez,цӏияб
651,ehemalig::A,kozh,цебе́госеб
652,alt[Lebewesen]::A,kozh,хераб
653,jung::A,yaouank,тӏинчӏаб
654,jung::A,yaouank,гӏолохъанаб
655,arm::A,paour,пакъираб
656,reich::A,pinvidik,бечедаб
657,bekannt::A,anavezet,лъалеб
658,berühmt::A,brudet,машгьураб
659,fremd::A,dizanav,чияр
660,verschieden::A,disheñel,батӏи-батӏияб
661,nah::A,nes,гӏагарда бугеб
662,fern::A,diabell,рикӏкӏадаб
663,linker::A,kleiz,квегӏаб
664,rechter::A,dehoù,кваранаб
665,anderer::A,all,батӏияб
666,erster::A,kentañ,тӏоцебесеб
667,zweiter::A,eil,кӏиабилеб
668,dritter::A,trede,лъабабилеб
669,letzter::A,diwezhañ,ахирисеб
670,allein::ADV,e-unan,ялгъузго
671,auf einmal::ADV,ar un dro,цихӏинтӏаго
672,zusammen::ADV,asambles,цойида
673,lange::ADV,pell,
674,plötzlich::ADV,en un taol,цойидасанго
675,sofort::ADV,diouzhtu,гьебсагӏат
676,später::ADV,diwezhatoc'h,
677,jetzt::ADV,bremañ,гьанже
678,heute::ADV,hiziv,жакъа
679,morgen::ADV,arc'hoazh,метер
680,bald::ADV,hepdale,гьабсагӏаталъ
681,dann::ADV,a-c'houde,цинги
682,gestern::ADV,dec'h,сон
683,einst::ADV,gwechall,цин
684,damals::ADV,neuze,гьебмехалъ
685,damals::ADV,neuze,гьебмехалда
686,danach::ADV,goude,цинги
687,danach::ADV,goude,хадуса
688,vorher::ADV,diagent,цебе
689,zuerst::ADV,da gentañ,тӏоцебе
690,einmal::ADV,ur wech,цинцӏул
691,einmal::ADV,ur wech,цихӏин
692,einmal::ADV,ur wech,цоцӏул
693,manchmal::ADV,a-wechoù,олоцӏул
694,oft::ADV,alies,гӏемерго
695,immer::ADV,atav,кидаго
696,immer::ADV,bepred,кидаго
697,niemals::ADV,gwech ebet,киданиги
698,hier::ADV,amañ,аниб
699,hierhin::ADV,dre amañ,анибехун
700,von hier::ADV,alemañ,гьаниса
701,dort::ADV,aze,гьениб
702,dort::ADV,ahont,гьениб
703,dorthin::ADV,di,гьадаба
704,dorthin::ADV,aze,гьадаба
705,dorthin::ADV,ahont,гьадаба
706,geradeaus::ADV,war-eeun,битӏутӏа
707,vorwärts::ADV,war-raok,цебехун
708,rückwärts::ADV,war-lerc'h,нахъ-нахъ
709,zurück::ADV,war-dreñv,нахъе
710,unten::ADV,en traoñ,ахакь
711,unten::ADV,en traoñ,гъоркь
712,hinab::ADV,a-izel,эхебе
713,oben::ADV,en nec'h,тӏад
714,oben::ADV,en nec'h,тӏадехун
715,hinauf::ADV,e-krec'h,эхеде
716,überall::ADV,dre-holl,кибго
717,nicht::ADV,ne ... ket,
718,ein wenig::ADV,un tammig,дагьабго
719,kaum::ADV,a-boan,хӏалалъ
720,sehr::ADV,-tre,кутакалда
721,sehr::ADV,-kenañ,кутакалда
722,so::ADV,evel-se,гьедин
723,noch::ADV,c'hoazh,жеги
724,nur::ADV,hepken,гӏӣцӏго
725,schon::ADV,dija,
726,wieder::ADV,adarre,на́хъеги
727,vor::PRP,dirak,цебе
728,hinter::PRP,a-drek,хадуса
729,hinter::PRP,a-dreñv,хадуса
730,unter::PRP,dindan,ахакь
731,unter::PRP,dindan,гъоркь
732,durch::PRP,dre,
733,neben::PRP,e-kichen,аскӏо
734,zwischen::PRP,etre,гьоркьоб
735,wegen::PRP,abalamour da,гьелда
736,dies::PRN,hemañ,гьаб
737,dies::PRN,hemañ,гьеб
738,das::PRN,se,доб
739,das::PRN,hennezh,доб
740,alles::PRN,pep tra,
741,ich::PRN,me,дун
742,du::PRN,te,дуца
743,er::PRN,eñ,доб
744,wir::PRN,ni,ниж
745,ihr::PRN,c'hwi,нуж
746,sie::PRN,int,дол
747,sie::PRN,int,эл
748,was::FPRN,petra,щиб
749,wer::FPRN,piv,щиб
750,wo::FADV,pelec'h,киб
