,Concept_ID,cv,zh
95,Sumpf::N,шурлӑх,沼泽
96,Moor::N,торфлӑ шурлӑх,沼泽
97,Wiese::N,улӑх,草地
98,Wiese::N,ҫаран,草地
99,Wald::N,вӑрман,森林
100,Hügel::N,сӑрт,丘陵
101,Hügel::N,тӗмеске,丘陵
102,Anhöhe::N,сӑрт,山丘
103,Berg::N,ту,山
104,Gipfel::N,тӳпе,峰
105,Höhle::N,ҫӗр хӑвӑлӗ,洞穴
106,Abhang::N,тӑвайкки,斜坡
107,Quelle::N,ҫӑл куҫ,泉
108,Bach::N,пӗчӗк шыв,溪
109,Fluss::N,юхан шыв,河流
110,Ufer::N,ҫыран,岸
111,Küste::N,тинӗс ҫыранӗ,海岸
112,Festland::N,тип ҫӗр,大陆
113,Meer::N,тинӗс,海
114,Bucht::N,тинӗс кукӑрӗ,海湾
115,Insel::N,утрав,岛
116,Blume::N,чечек,花
117,Gras::N,курӑк,草
118,Wurzel::N,тымар,根
119,Baum::N,йывӑҫ,树
120,Stamm::N,вулӑ,树干
121,Rinde::N,хуйӑр,树皮
122,Ast::N,турат,树枝
123,Zweig::N,турат,树枝
124,Blatt::N,ҫулҫӑ,叶子
125,Birke::N,хурӑн,桦木
126,Kiefer[Baum]::N,хыр,松树
127,Weide[Baum]::N,хӑва,柳树
128,Tanne::N,чӑрӑш,冷杉
129,Horn::N,мӑйрака,角
130,Feder::N,тӗк,羽毛
131,Fell::N,ҫӑм,皮毛
132,Flügel::N,ҫунат,翅膀
133,Klaue::N,чӗрне,爪子
134,Kralle::N,ура,爪子
135,Schwanz::N,хӳре,尾巴
136,Ei::N,ҫӑмарта,蛋
137,Nest::N,йӑва,巢
138,Bau::N,йӗнӗ,穴
139,Tier::N,выльӑх,动物
140,Herde::N,кӗтӳ,群
141,Kuh::N,ӗне,母牛
142,Bulle::N,вӑкӑр,公牛
143,Pferd::N,лаша,马
144,Schaf::N,сурӑх,羊
145,Schwein::N,сысна,猪
146,Hund::N,йытӑ,狗
147,Katze::N,кушак,猫
148,Bär::N,упа,熊
149,Eichhörnchen::N,пакша,松鼠
150,Elch::N,пӑши,麋鹿
151,Fuchs::N,тилӗ,狐狸
152,Hase::N,куян,兔子
153,Hase::N,мулкач,兔子
154,Maus::N,шӑши,老鼠
155,Wolf::N,кашкӑр,狼
156,Vogel::N,кайӑк,鸟
157,Vogel::N,вӗҫен кайӑк,鸟
158,Schwarm::N,ушкӑн,群
159,Huhn::N,чӑх,鸡
160,Huhn::N,чӑхӑ,鸡
161,Hahn::N,автан,公鸡
162,Gans::N,хур,鹅
163,Adler::N,ӑмӑрт кайӑк,鹰
164,Ente::N,кӑвакал,鸭
165,Eule::N,тӑмана,猫头鹰
166,Kranich::N,тӑрна,鹤
167,Krähe::N,ула курак,乌鸦
168,Kuckuck::N,куккук,布谷鸟
169,Schwan::N,акӑш,天鹅
170,Fisch::N,пулӑ,鱼
171,Barsch::N,уланкӑ,鲈鱼
172,Hecht::N,ҫӑрттан,狗鱼
173,Schlange[Tier]::N,ҫӗлен,蛇
174,Wurm::N,ӑман,蠕虫
175,Spinne::N,эрешмен,蜘蛛
176,Ameise::N,кӑткӑ,蚂蚁
177,Laus::N,пыйтӑ,虱子
178,Mücke::N,вӑрӑм туна,蚊子
179,Fliege::N,шӑна,苍蝇
180,Schmetterling::N,лӗпӗш,蝴蝶
181,Beere::N,ҫырла,将果
182,Apfel::N,улма,苹果
183,Apfel::N,пан улми,苹果
184,Pilz::N,кӑмпа,蘑菇
185,Zwiebel::N,сухан,洋葱
186,Saat::N,вӑрӑ,种子
187,Korn::N,тӗшӗ,谷粒
188,Korn::N,пӗрчӗ,谷粒
189,Heu::N,утӑ,干草
190,Schale::N,хупӑ,壳
191,Grube::N,шӑтӑк,坑
192,Falle::N,тапӑ,圈套
193,Falle::N,капкӑн,圈套
194,Schlinge::N,йӑлӑ,活扣
195,Spur::N,йӗр,踪迹
196,Asche::N,кӗл,灰烬
197,Dreck::N,пылчӑк,污垢
198,Eisen::N,тимӗр,铁
199,Gold::N,ылтӑн,金子
200,Silber::N,кӗмӗл,银
201,Kohle::N,кӑмрӑк,煤
202,Glas::N,кӗленче,玻璃
203,Lehm::N,тӑм,粘土
204,Sand::N,хӑйӑр,沙
205,Mensch::N,ҫын,人
206,Mensch::N,этем,人
207,Mann::N,ар,男子
208,Frau::N,хӗрарӑм,妇女
209,Kind::N,ача,小孩
210,Junge::N,ача,男孩
211,Junge::N,ар ҫын ача,男孩
212,Mädchen::N,хӗр ача,女孩
213,Familie::N,ҫемье,家庭
214,Familie::N,кил-йыш,家庭
215,Großvater::N,кукаҫи,祖父
216,Großmutter::N,кукамай,祖母
217,Eltern::N,аҫа-ама,父母
218,Vater::N,атте,父亲
219,Mutter::N,анне,母亲
220,Sohn::N,ывӑл,儿子
221,Tochter::N,хӗр,女儿
222,Bruder::N,ар тӑван,兄弟
223,Schwester::N,аппа,姐妹
224,Schwester::N,йӑмӑк,姐妹
225,Onkel::N,мучи,伯父
226,Onkel::N,пичче,伯父
227,Tante::N,аппа,阿姨
228,Ehemann::N,упӑшка,丈夫
229,Ehefrau::N,арӑм,妻子
230,Freude::N,савӑнӑҫ,愉快
231,Freude::N,хаваслӑх,愉快
232,Gelächter::N,кулӑ,大笑
233,Glück::N,телей,运气
234,Glück::N,ӑраскал,运气
235,Kummer::N,хурлӑх,苦恼
236,Wunsch::N,ӗмӗт,愿望
237,Wunsch::N,кӑмӑл,愿望
238,Lust::N,кӑмӑл,乐趣
239,Geist::N,чун-чӗм,精神
240,Geist::N,ыр-усал,精神
241,Geist::N,чун хавалӗ,精神
242,Gedanke::N,шухӑш,思想
243,Gedächtnis::N,ас,记性
244,Verstand::N,ӑс,理智
245,Verstand::N,ӑс-тӑн,理智
246,Verstand::N,ӑс-хакӑл,理智
247,Sinn::N,тупсӑм,感觉
248,Sinn::N,пӗлтерӗш,感觉
249,Grund::N,сӑлтав,理由
250,Wahrheit::N,чӑнлӑх,真理
251,Gespräch::N,калаҫу,谈话
252,Märchen::N,юмах,童话
253,Erzählung::N,акалав,故事
254,Erzählung::N,каласа пани,故事
255,Nachricht::N,хыпар,消息
256,Neuigkeit::N,ҫӗнӗ хыпар,新闻
257,Name::N,ят,名字
258,Rätsel::N,сутмалли юмах,谜语
259,Rede::N,сӑмах,讲话
260,Sprache::N,чӗлхе,语言
261,Stimme::N,сасӑ,声音
262,Wort::N,сӑмах,词
263,Zeichen::N,паллӑ,标记
264,Ruf::N,йыхрав,呼喊
265,Ruf::N,чӗнӳ,呼喊
266,Lärm::N,шав,噪音
267,Laut::N,сасӑ,响声
268,Ton::N,сасӑ,声音
269,Lied::N,юрӑ,歌曲
270,Ruhe::N,канӑҫлӑх,安静
271,Ruhe::N,лӑпкӑлӑх,安静
272,Leute::N,ҫамрӑксем,人们
273,Leute::N,ҫамрӑк ҫынсем,人们
274,Volk::N,халӑх,人民
275,Arbeit::N,ӗҫхӗл,劳动
276,Arbeit::N,ӗҫлев,劳动
277,Gast::N,хӑна,客人
278,Geschenk::N,парне,礼物
279,Geschenk::N,кучченеҫ,礼物
280,Spiel::N,вӑйӑ,游戏
281,Gesellschaft::N,общество,陪同
282,Hilfe::N,пулӑшу,帮助
283,Freund::N,тус,朋友
284,Kamerad::N,юлташ,同志
285,Kamerad::N,тус,同志
286,Angelegenheit::N,ӗҫ,事情
287,Anzahl::N,йыш,数目
288,Anzahl::N,хисеп,数目
289,Art::N,тӗс,种类
290,Stück::N,татӑк,块
291,Teil::N,пай,部分
292,Hälfte::N,ҫурӑ,一半
293,Kreis::N,ункӑ,圆
294,Kreis::N,ҫавракӑш,圆
295,Kreuz::N,хӗрес,十字架
296,Linie::N,йӗр,线条
297,Strich::N,йӗр,划
298,Abstand::N,хушӑ,距离
299,Entfernung::N,хушӑ,距离
300,Gegend::N,вырӑн,地区
301,Platz::N,хутлӑх,场所
302,Ort::N,вырӑн,地点
303,Seite::N,ен,面
304,Seite::N,аяк,面
305,Seite::N,айӑк,面
306,Mitte::N,варӑ,中间
307,Gegenstand::N,япала,物品
308,Sache::N,япала,物
309,Rand::N,вӗҫ,边
310,Rand::N,хӗрӗ,边
311,Rand::N,хӗрри,边
312,Kante::N,хайкача,棱
313,Kante::N,хысак,棱
314,Ecke::N,кӗтес,角
315,Spitze::N,вӗҫ,尖
316,Ende::N,вӗҫ,结尾
317,Loch::N,шӑтӑк,洞
318,Winkel::N,кӗтес,角度
319,Muster::N,эреш,模型
320,Größe::N,пысӑкӑш,大小
321,Länge::N,вӑрӑмӑш,长度
322,Höhe::N,ҫӳллӗш,高度
323,Gewicht::N,виҫе,重量
324,Gewicht::N,йывӑрӑш,重量
325,Menge::N,йыш,数量
326,Haufen::N,купа,堆
327,Reihe::N,рет,行
328,Boot::N,кимӗ,小船
329,Ruder::N,кӗсмен,奖
330,Schlitten::N,ҫуна,雪橇
331,Ski::N,йӗлтӗр,雪板
332,Lagerfeuer::N,вут,营火
333,Lagerfeuer::N,кӑвайт,营火
334,Last::N,сулмаклӑх,负担
335,Last::N,йывӑр япала,负担
336,Gang::N,куҫӑм,行走
337,Schritt::N,утӑм,步伐
338,Schritt::N,пусӑм,步伐
339,Norden::N,ҫурҫӗр,北
340,Süden::N,кӑнтӑр,南
341,Westen::N,анӑҫ,西
342,Westen::N,хӗвел анӑҫ,西
343,Osten::N,хӗвел тухӑҫ,东
344,Holz::N,йывӑҫ,木材
345,Brett::N,хӑма,木板
346,Platte::N,плита,平板
347,Stütze::N,ура,支架
348,Stange::N,шерте,杆
349,Stock::N,патак,棒
350,Stab::N,шӑчӑ,棍
351,Rohr::N,пӑрӑх,管子
352,Haus::N,ҫурт,房屋
353,Heim::N,кил,家
354,Ofen::N,кӑмака,炉子
355,Fußboden::N,урай,地板
356,Tisch::N,сӗтел,桌子
357,Stuhl::N,пукан,椅子
358,Wiege::N,сӑпка,摇蓝
359,Bett::N,кравать,床
360,Regal::N,ҫӳлӗк,架子
361,Regal::N,сентре,架子
362,Kiste::N,ещӗк,箱子
363,Kiste::N,сунтӑх,箱子
364,Fenster::N,чӳрече,窗户
365,Tür::N,алӑк,门
366,Tor::N,хапха,大门
367,Zaun::N,хӳме,篱笆
368,Dach::N,тӑрӑ,屋顶
369,Leiter::N,пусма,梯子
370,Besen::N,шӑпӑр,扫帚
371,Spaten::N,кӗреҫе,铁锹
372,Schaufel::N,кӗреҫе,铁锹
373,Gabel::N,вилка,叉
374,Löffel::N,кашӑк,食匙
375,Messer::N,ҫӗҫӗ,刀
376,Nagel::N,пӑта,钉子
377,Netz::N,тетел,网
378,Haken::N,йӑрхах,钩子
379,Haken::N,ҫекӗл,钩子
380,Griff::N,хӑлӑп,把柄
381,Schloss::N,ҫӑра,锁
382,Bild::N,сӑн,图画
383,Bild::N,сӑнлӑх,图画
384,Bild::N,картина,图画
385,Figur::N,кӗлетке,人像
386,Puppe::N,пукане,娃娃
387,Beutel::N,михӗ,袋子
388,Bündel::N,ҫыхӑ,捆
389,Bündel::N,тӗрке,捆
390,Tasche::N,сумка,手提包
391,Eimer::N,витре,桶
392,Deckel::N,хупӑ,盖子
393,Geschirr::N,савӑт-сапа,餐具
394,Sack::N,михӗ,袋子
395,Tasse::N,курка,杯子
396,Topf::N,кастрюль,锅
397,Kessel::N,хуран,水壶
398,Essen::N,апат,进餐
399,Nahrung::N,апат-ҫимӗс,食物
400,Speise::N,апат,菜肴
401,Speise::N,ҫимӗҫ,菜肴
402,Fleisch::N,аш,肉
403,Fleisch::N,какай,肉
404,Getreide::N,тырӑ,谷物
405,Brei::N,пӑтӑ,粥
406,Brot::N,ҫӑкӑр,面包
407,Scheibe::N,чӗлӗ,片
408,Scheibe::N,касӑк,片
409,Fett::N,ҫу,脂肪
410,Butter::N,ҫу,黄油
411,Öl::N,ҫу,油
412,Salz::N,тӑвар,盐
413,Suppe::N,яшка,汤
414,Honig::N,пыл,蜂蜜
415,Milch::N,сӗт,奶
416,Tee::N,чей,茶
417,Leder::N,сӑран,皮革
418,Wolle::N,ҫӑм,毛线
419,Stoff::N,тӗртӗм,织物
420,Nadel::N,йӗп,针
421,Faden::N,ҫип,线
422,Knopf::N,тӳме,纽扣
423,Knoten::N,йӑлӑ,结
424,Farbe::N,сӑрӑ,颜色
425,Kleidung::N,тум,衣服
426,Kleidung::N,ҫипуҫ,衣服
427,Kleidung::N,тум-тир,衣服
428,Hemd::N,кӗпе,衬衫
429,Kragen::N,ҫуха,领子
430,Ärmel::N,ҫанӑ,袖子
431,Hose::N,шӑлавар,裤子
432,Gürtel::N,пиҫиххи,腰带
433,Mütze::N,ҫӗлӗк,帽子
434,Schuh::N,пушмак,鞋
435,Schuh::N,ботинок,鞋
436,Stiefel::N,атӑ,靴子
437,Ring::N,ҫӗрӗ,戒指
438,Band::N,хаю,带子
439,Band::N,йӗсме,带子
440,Kamm::N,тура,梳子
441,Spiegel::N,тӗкӗр,镜子
442,Spiegel::N,куҫ кӗски,镜子
443,Riemen::N,чӗн,皮带
444,Schnur::N,кантра,绳子
445,Leine::N,касмӑк,皮带
446,Decke::N,утиял,被子
447,Kissen::N,ҫытар,软垫
448,Kissen::N,минтер,软垫
449,Tuch::N,тутӑр,巾
450,Handtuch::N,ал шӑлли,手巾
451,Kraft::N,вӑй,力
452,Kraft::N,хӑват,力
453,Stärke::N,хал,力量
454,Stärke::N,хӑват,力量
455,Gesundheit::N,хал,健康
456,Gesundheit::N,сывлӑх,健康
457,Krankheit::N,чир,病
458,Schmerz::N,ырату,痛
459,Wunde::N,суран,伤口
460,Fieber::N,сив чир,发烧
461,Arznei::N,эмел,药
462,Brücke::N,кӗпер,桥
463,Brunnen::N,ҫӑл,井
464,Brunnen::N,пусӑ,井
465,Weide::N,ҫаран,牧场
466,Pfad::N,йӗр,小路
467,Pfad::N,сукмак,小路
468,Weg::N,ҫул,路
469,Weg::N,ҫул-йӗр,路
470,Straße::N,ҫӳрев,街
471,Straße::N,ҫул ҫӳрени,街
472,Dorf::N,ял,村庄
473,Stadt::N,хула,城市
474,Brief::N,ҫыру,信
475,Buch::N,кӗнеке,书
476,Buchstabe::N,сас палли,字母
477,Zeitung::N,хаҫат,报纸
478,Leben::N,пурнӑҫ,生命
479,Tod::N,вилӗм,死亡
480,Grab::N,масар шӑтӑкӗ,坟墓
481,Kirche::N,чиркӳ,教堂
482,Sünde::N,ҫылӑх,罪
483,Gott::N,турӑ,上帝
484,Arbeiter::N,рабочи,工人
485,Chef::N,пуҫлӑх,上司
486,Meister::N,ӑста,师傅
487,Meister::N,мастер,师傅
488,Arzt::N,врач,医生
489,Arzt::N,тухтӑр,医生
490,Lehrer::N,учитель,教师
491,Lehrer::N,вӗрентекен,教师
492,Geld::N,укҫа,钱
493,Geschäft::N,бизнес,交易
494,Laden::N,магазин,商店
495,Preis::N,хак,价格
496,Ware::N,тавар,商品
497,Nutzen::N,пайта,好处
498,Reichtum::N,мул,财富
499,Welt::N,тӗнче,世界
500,Land::N,ҫӗр-шыв,国家
501,Staat::N,патшàлӑх,国家
502,König::N,король,国王
503,Macht::N,власть,权力
504,Grenze::N,чикӗ,边界
505,Krieg::N,вӑрҫӑ,战争
506,Feind::N,тӑшман,敌人
507,Gewalt::N,ирӗксӗрлӳ,暴力
508,Kampf::N,кӗрешӳ,战斗
509,Bogen[Waffe]::N,ухӑ,弓
510,Pfeil::N,ҫӗмрен,箭
511,Pfeil::N,ухӑ йӗппи,箭
512,Gewehr::N,пӑшал,枪
513,Fehler::N,йӑнӑш,错误
514,Lüge::N,суя,谎话
515,Lüge::N,ултав,谎话
516,Schaden::N,сиен,损失
517,Unglück::N,шар,不幸
518,Unglück::N,инкек,不幸
519,Schuld::N,айӑп,过错
520,Alter::N,ҫул шучӗ,年龄
521,Schluss::N,пӗтни,结束
522,Schluss::N,пӗтмӗш,结束
523,Zeit::N,вӑхӑт,时间
524,Tag::N,кун,天
525,Morgen::N,ир,早晨
526,Mittag::N,кӑнтӑрла,中午
527,Abend::N,каҫ,晚上
528,Nacht::N,каҫ,夜
529,Woche::N,эрне,星期
530,Monat::N,уйӑх,月
531,Jahr::N,ҫулталӑк,年
532,Frühling::N,ҫур,春天
533,Frühling::N,ҫуркунне,春天
534,Sommer::N,ҫу,夏天
535,Sommer::N,ҫулла,夏天
536,Herbst::N,кӗр,秋天
537,Herbst::N,кӗркунне,秋天
538,Winter::N,хӗл,冬天
539,Winter::N,хӗлле,冬天
540,Januar::N,январь,一月
541,Februar::N,февраль,二月
542,Februar::N,кӗҫӗн кӑрлач,二月
543,März::N,март,三月
544,März::N,пуш уйӑхӗ,三月
545,April::N,апрель,四月
546,Mai::N,май,五月
547,Juni::N,июнь,六月
548,Juli::N,июль,七月
549,August::N,август,八月
550,September::N,сентябрь,九月
551,September::N,авӑн уйӑхӗ,九月
552,Oktober::N,октябрь,十月
553,November::N,ноябрь,十一月
554,Dezember::N,раштав,十二月
555,Dezember::N,декабрь,十二月
556,Montag::N,тунти кун,星期一
557,Dienstag::N,ытлари кун,星期二
558,Mittwoch::N,юн кун,星期三
559,Donnerstag::N,кӗҫнерни кун,星期四
560,Freitag::N,эрне кун,星期五
561,Samstag::N,шӑмат кун,星期六
562,Sonntag::N,вырсарни кун,星期日
563,groß::A,пысӑк,大
564,klein::A,пӗчӗк,小
565,lang::A,вӑрӑм,长
566,kurz::A,кӗске,短
567,breit::A,сарлака,宽
568,schmal::A,ансӑр,细长的
569,dicht::A,йӑвӑ,密
570,dick[Gegenstand]::A,хулӑн,厚
571,dünn::A,ҫинҫе,薄
572,dünn::A,ҫӳхе,薄
573,fein::A,тарай,细小
574,fein::A,вӗлтӗрти,细小
575,fest::A,тӗреклӗ,固体
576,flach::A,лаптак,平坦
577,glatt::A,такӑр,光滑
578,hart::A,хытӑ,硬
579,weich::A,ҫемҫе,软
580,rund::A,ҫавра,圆
581,spitz::A,шӗвӗр,尖
582,scharf::A,ҫивӗч,锋利
583,stumpf::A,мӑка,钝
584,stumpf::A,пуклак,钝
585,stumpf::A,тӗрӗнчӗк,钝
586,stumpf::A,ӑнкарусӑр,钝
587,schwer::A,йывӑр,重
588,schön::A,илемлӗ,美丽
589,heiß::A,вӗри,烫
590,warm::A,ӑшӑ,暖和
591,kalt::A,сивӗ,冷
592,kühl::A,уҫӑ,凉
593,frisch::A,уҫӑ,新鲜
594,feucht::A,йӗпе,潮湿
595,nass::A,нӳрӗ,湿
596,trocken::A,типӗ,干
597,voll::A,тулли,满
598,leer::A,пушӑ,空
599,offen::A,уҫӑ,敞开
600,geschlossen::A,хупӑ,关闭
601,sauber::A,таса,干净
602,schmutzig::A,пылчӑклӑ,肮脏
603,schmutzig::A,вараланчӑк,肮脏
604,roh::A,чӗрӗ,生
605,reif::A,пулнӑ,成熟
606,reif::A,пиҫӗхнӗ,成熟
607,reif::A,аталаннӑ,成熟
608,reif::A,пиҫсе ҫитнӗ,成熟
609,lecker::A,тутлӑ,好吃
610,lecker::A,техӗмлӗ,好吃
611,süß::A,пылак,甜
612,bitter::A,йӳҫӗ,苦
613,sauer::A,йӳҫӗ,酸
614,sauer::A,йӳҫек,酸
615,sauer::A,кӑвасак,酸
616,hell::A,ҫутӑ,亮
617,dunkel::A,тӗттӗм,阴暗
618,schwarz::A,хура,黑
619,weiß::A,шурӑ,白
620,rot::A,хӗрлӗ,红
621,gelb::A,сарӑ,黄
622,blau::A,кӑвак,蓝
623,grün::A,симӗс,绿
624,grün::A,пиҫмен,绿
625,grün::A,ӑс пухман,绿
626,grau::A,кӑвак,灰色
627,bunt::A,чӑпар,五彩
628,billig::A,йӳнӗ,便宜
629,teuer::A,хаклӑ,贵
630,wertvoll::A,паха,贵重
631,blind::A,суккӑр,瞎
632,taub::A,хӑлхасӑр,聋
633,kräftig::A,хӑватлӑ,强壮
634,stark::A,вирлӗ,强壮
635,schwach::A,халсӑр,弱
636,fett::A,самӑр,胖
637,fett::A,мӑнтӑр,胖
638,schlank::A,йӑрӑс,苗条
639,schlank::A,яштака,苗条
640,hübsch::A,хитре,漂亮
641,böse::A,усал,邪恶
642,dumm::A,ухмах,笨
643,faul::A,наян,懒惰
644,faul::A,юлхав,懒惰
645,faul::A,ӳркенчӗк,懒惰
646,fleißig::A,хастар,勤奋
647,geizig::A,хытӑ,吝啬
648,klug::A,ӑслӑ,聪明
649,geschickt::A,ӑста,灵巧
650,lieb::A,савнӑ,可爱
651,lustig::A,хаваслӑ,快乐
652,sanft::A,ачаш,柔和
653,hungrig::A,выҫӑ,饥饿
654,krank::A,чирлӗ,患病
655,nackt::A,ҫара,裸体
656,traurig::A,салхуллӑ,悲哀
657,lebendig::A,чӗрӗ,活
658,gut::A,аван,好
659,gut::A,лайӑх,好
660,schlecht::A,япӑх,坏
661,schlecht::A,начар,坏
662,richtig::A,тӗрӗс,正确
663,schlimm::A,йӗрӗнчӗк,糟糕
664,wahr::A,чӑн,真
665,alt::A,кивӗ,旧
666,neu::A,ҫӗнӗ,新
667,ehemalig::A,пулнӑ,以前
668,alt[Lebewesen]::A,ватӑ,老
669,jung::A,яш,年轻
670,jung::A,ҫамрӑк,年轻
671,arm::A,чухӑн,贫穷
672,reich::A,пуян,富裕
673,bekannt::A,пӗлӗш,出名
674,berühmt::A,чаплӑ,著名
675,fremd::A,ют,陌生
676,verschieden::A,расна,不同
677,nah::A,ҫывӑх,近
678,nah::A,ҫывӑхри,近
679,fern::A,инҫе,遥远
680,fern::A,аякри,遥远
681,linker::A,сулахай,左
682,rechter::A,сылтӑм,右
683,anderer::A,урӑх,别的
684,erster::A,пӗрремӗш,第一
685,zweiter::A,иккӗмӗш,第二
686,dritter::A,виҫҫӗмӗш,第三
687,letzter::A,юлашки,最后
688,allein::ADV,пӗччен,单独
689,auf einmal::ADV,кӗмӗрккен,同时
690,zusammen::ADV,пӗрле,一起
691,lange::ADV,вӑрах,许久
692,plötzlich::ADV,сасартӑк,忽然
693,sofort::ADV,тӳрех,立刻
694,später::ADV,кайран,以后
695,jetzt::ADV,халь,现在
696,jetzt::ADV,халӗ,现在
697,heute::ADV,паян,今天
698,morgen::ADV,ыран,明天
699,bald::ADV,халех,即将
700,bald::ADV,кӗҫех,即将
701,dann::ADV,унтан,然后
702,gestern::ADV,ӗнер,昨天
703,einst::ADV,пӗррехинче,曾经
704,damals::ADV,ун чухне,当时
705,damals::ADV,апла пулсан,当时
706,danach::ADV,унтан,随后
707,vorher::ADV,малтан,事先
708,zuerst::ADV,пирвай,首先
709,einmal::ADV,пӗррехинче,一次
710,manchmal::ADV,хӑш чухне,有时
711,oft::ADV,тӑтӑш,时常
712,immer::ADV,ялан,总是
713,niemals::ADV,нихӑҫан та,从未
714,hier::ADV,кунта,这里
715,hierhin::ADV,кунта,到这里
716,von hier::ADV,кунтан,由此
717,dort::ADV,унта,那里
718,dort::ADV,ҫавӑнта,那里
719,dorthin::ADV,унта,到那里
720,dorthin::ADV,ҫавӑнта,到那里
721,geradeaus::ADV,тикӗс,一直往前
722,vorwärts::ADV,малалла,向前
723,rückwärts::ADV,хыҫала,向后
724,zurück::ADV,каялла,退后
725,unten::ADV,аялта,下面
726,hinab::ADV,аялта,向下
727,oben::ADV,ҫӳлте,上面
728,hinauf::ADV,ҫӳле,向上
729,überall::ADV,таҫта та,到处
730,überall::ADV,пур ҫӗрте те,到处
731,überall::ADV,кирек ӑҫта та,到处
732,nicht::ADV,мар,不
733,ein wenig::ADV,пӑртак,一点儿
734,kaum::ADV,аран,几乎不
735,sehr::ADV,питӗ,很
736,so::ADV,апла,如此
737,noch::ADV,татах,还
738,nur::ADV,ҫех,只
739,schon::ADV,ӗнтӗ,已经
740,wieder::ADV,каллех,又
741,vergebens::ADV,харам,
742,vor::PRP,умӗнче,在...面前
743,hinter::PRP,кайра,在...背后
744,unter::PRP,айне,在...下面
745,unter::PRP,айӗпе,在...下面
746,unter::PRP,айӗнче,在...下面
747,unter::PRP,ҫитеспе,在...下面
748,durch::PRP,витӗр,穿过
749,neben::PRP,патӗнче,在...旁
750,zwischen::PRP,хушшинче,在...之间
751,wegen::PRP,пула,由于
752,wegen::PRP,пирки,由于
753,dies::PRN,ку,这
754,dies::PRN,ҫак,这
755,das::PRN,ҫав,那
