,Concept_ID,cy,bn
101,Hügel::N,bryn,পাহাড়
102,Anhöhe::N,bryn,টিলা
103,Berg::N,mynydd,পর্বত
104,Gipfel::N,copa,শীর্ষ
105,Höhle::N,ogof,গুহা
106,Abhang::N,llethr,ঢাল
107,Quelle::N,tarddiad,উৎস
108,Quelle::N,ffynhonnell,উৎস
109,Bach::N,nant,ক্ষুদ্র নদী
110,Bach::N,afonig,ক্ষুদ্র নদী
111,Bach::N,cornant,ক্ষুদ্র নদী
112,Fluss::N,afon,নদী
113,Ufer::N,glan,উপকূল
114,Küste::N,traeth,তীর
115,Küste::N,arfordir,তীর
116,Festland::N,tir,ভূমি
117,Meer::N,môr,সমুদ্র
118,Bucht::N,bae,উপসাগর
119,Insel::N,ynys,দ্বীপ
120,Blume::N,blodyn,ফুল
121,Gras::N,glaswellt,ঘাস
122,Wurzel::N,gwreiddyn,শিকড়
123,Baum::N,coeden,গাছ
124,Stamm::N,colfen,স্কন্ধ
125,Stamm::N,boncyff,স্কন্ধ
126,Rinde::N,rhisgl,বল্কল
127,Ast::N,cangen,শাখা
128,Zweig::N,cainc,ডাল
129,Zweig::N,cangen,ডাল
130,Blatt::N,deilen,পর্ণ
131,Birke::N,bedwen,ভুর্জ
132,Kiefer[Baum]::N,pinwydden,পাইন গাছ
133,Weide[Baum]::N,helygen,উইলো
134,Tanne::N,ffynidwydden,দেবদারূ গাছ
135,Horn::N,corn,শিং
136,Feder::N,plufyn,পালক
137,Fell::N,ffwr,রোম
138,Flügel::N,adain,ডানা
139,Klaue::N,crafanc,নখর
140,Kralle::N,ewin,নখর
141,Schwanz::N,cwt,লেজ
142,Schwanz::N,cynffon,লেজ
143,Ei::N,wy,ডিম
144,Nest::N,nyth,কুলায়
145,Bau::N,ffau,ডেরা
146,Tier::N,anifail,জন্তু
147,Herde::N,praidd,ঝাঁক
148,Herde::N,diadell,ঝাঁক
149,Kuh::N,buwch,গোরু
150,Bulle::N,tarw,বৃষ
151,Pferd::N,ceffyl,ঘোড়া
152,Schaf::N,dafad,ভেড়া
153,Schwein::N,mochyn,শূকর
154,Hund::N,ci,কুকুর
155,Katze::N,cath,বেড়াল
156,Bär::N,arth,ভল্লুক
157,Eichhörnchen::N,gwiwer,কাঠবিড়াল
158,Elch::N,elc,হরিণবিশেষ
159,Fuchs::N,cadno,পাঁতিশিয়াল
160,Hase::N,ysgyfarnog,শশক
161,Maus::N,llygoden,নেংটি ইঁদুর
162,Wolf::N,blaidd,নেকড়ে
163,Vogel::N,aderyn,পক্ষী
164,Schwarm::N,haid,ঝাঁক
165,Huhn::N,cyw,মোরগ
166,Hahn::N,ceiliog,কুক্কুট
167,Gans::N,gŵydd,হংসী
168,Adler::N,eryr,ইগল
169,Ente::N,hwyad,হংসী
170,Eule::N,tylluan,পেচক
171,Kranich::N,garan,সারস
172,Kranich::N,crychydd,সারস
173,Krähe::N,brân,কাক
174,Kuckuck::N,cog,কোকিল
175,Kuckuck::N,cwcw,কোকিল
176,Schwan::N,alarch,মরাল
177,Fisch::N,pysgod,মাছ
178,Barsch::N,draenog,মৎন্যবিশেষ
179,Hecht::N,penhwyad,বানমাছ
180,Schlange[Tier]::N,neidr,সর্প
181,Wurm::N,abwydyn,কীট
182,Wurm::N,pryf genwair,কীট
183,Spinne::N,cor,মাকড়সা
184,Spinne::N,pryf copyn,মাকড়সা
185,Ameise::N,morgrugyn,পিপীলিকা
186,Laus::N,lleuen,উকুন
187,Mücke::N,gwybedyn,মশা
188,Fliege::N,cleren,মাছি
189,Schmetterling::N,glöyn byw,প্রজাপতি
190,Schmetterling::N,iâr fach yr haf,প্রজাপতি
191,Beere::N,aeronen,বেরি
192,Apfel::N,afal,আপেল
193,Pilz::N,madarch,ছত্রক
194,Zwiebel::N,nionyn,পিয়াজ
195,Zwiebel::N,winwnsyn,পিয়াজ
196,Saat::N,had,বীজ
197,Korn::N,grawn,শস্য
198,Heu::N,gwair,খড়
199,Schale::N,croen,খোসা
200,Schale::N,plisgyn,খোসা
201,Grube::N,pwll,গর্ত
202,Grube::N,pydew,গর্ত
203,Falle::N,magl,ফাঁদ
204,Schlinge::N,cwlwm rhedeg,পাশ
205,Spur::N,ôl,চিহ্ন
206,Asche::N,lludw,ভস্ম
207,Dreck::N,baw,ময়লা
208,Dreck::N,budreddi,ময়লা
209,Eisen::N,haearn,লোহা
210,Gold::N,aur,স্বর্ণ
211,Silber::N,arian,রৌপ্য
212,Kohle::N,glo,অঙ্গার
213,Glas::N,gwydr,কাচ
214,Lehm::N,clai,মৃত্তিকা
215,Sand::N,tywod,বালি
216,Mensch::N,dyn,নর
217,Mensch::N,dyn,মানুষ
218,Mann::N,dyn,মানুষ
219,Frau::N,merch,নারী
220,Frau::N,gwraig,নারী
221,Kind::N,plentyn,বাচ্চা
222,Junge::N,hogyn,ছেলে
223,Junge::N,bachgen,ছেলে
224,Mädchen::N,merch,মেয়ে
225,Mädchen::N,geneth,মেয়ে
226,Familie::N,teulu,পরিবার
227,Familie::N,tylwyth,পরিবার
228,Großvater::N,taid,মাতামহ
229,Großvater::N,tad-cu,মাতামহ
230,Großmutter::N,nain,মাতামহী
231,Großmutter::N,mam-gu,মাতামহী
232,Eltern::N,rhieni,মাতাপিতা
233,Vater::N,tad,পিতা
234,Mutter::N,mam,মাতা
235,Sohn::N,mab,ছেলে
236,Tochter::N,merch,মেয়ে
237,Bruder::N,brawd,দাদা
238,Schwester::N,chwaer,বোন
239,Schwester::N,chwaer,দিদি
240,Onkel::N,ewythr,মামা
241,Tante::N,modryb,মাসী
242,Ehemann::N,gŵr,স্বামী
243,Ehefrau::N,gwraig,পত্নী
244,Freude::N,gorfoledd,উল্লাস
245,Gelächter::N,chwerthin,হাসি
246,Glück::N,hapusrwydd,সুখ
247,Kummer::N,galar,দুঃখ
248,Wunsch::N,dymuniad,আকাঙ্ক্ষা
249,Lust::N,chwant,বাসনা
250,Geist::N,ysbryd,আত্না
251,Gedanke::N,meddwl,চিন্তা
252,Gedächtnis::N,cof,স্মরণশক্তি
253,Verstand::N,meddwl,মন
254,Sinn::N,ystyr,পদার্থ
255,Grund::N,achos,কারণ
256,Grund::N,rheswm,কারণ
257,Wahrheit::N,gwir,সত্য
258,Wahrheit::N,gwirionedd,সত্য
259,Gespräch::N,sgwrs,কথাবার্তা
260,Märchen::N,chwedl werin,রূপকথা
261,Erzählung::N,stori,গল্প
262,Nachricht::N,neges,তথ্য
263,Neuigkeit::N,newydd,খবরাখবর
264,Name::N,enw,নাম
265,Rätsel::N,pos,ধাঁধা
266,Rede::N,araith,বক্তৃতা
267,Sprache::N,iaith,ভাষা
268,Stimme::N,llais,স্বর
269,Wort::N,gair,শব্দ
270,Zeichen::N,arwydd,প্রতীক
271,Ruf::N,galwad,ডাক
272,Lärm::N,trwst,হৈচৈ
273,Laut::N,sain,ধ্বনি
274,Ton::N,tôn,স্বর
275,Lied::N,cân,গান
276,Ruhe::N,tawelwch,শান্তি
277,Leute::N,pobl,প্রজাপুঞ্জ
278,Volk::N,pobl,জাতি
279,Arbeit::N,gwaith,চাকরি
280,Gast::N,gwestai,অতিথি
281,Geschenk::N,rhodd,উপহার
282,Geschenk::N,anrheg,উপহার
283,Spiel::N,chwarae,খেলা
284,Gesellschaft::N,cwmni,সঙ্গিগণ
285,Hilfe::N,cymorth,সাহায্য
286,Freund::N,cyfaill,বন্ধু
287,Kamerad::N,cydymaith,সঙ্গী
288,Angelegenheit::N,pwnc,বিষয়
289,Anzahl::N,cyfrif,পরিমাণ
290,Art::N,bath,রকম
291,Stück::N,darn,টুকরো
292,Teil::N,rhan,অংশ
293,Hälfte::N,hanner,অর্ধেক
294,Kreis::N,cylch,বৃত্ত
295,Kreuz::N,croes,ক্রুশ
296,Linie::N,llinell,রেখা
297,Strich::N,strôc,কষি
298,Strich::N,trawiad,কষি
299,Abstand::N,bwlch,ফাঁক
300,Abstand::N,pellter,ফাঁক
301,Entfernung::N,pellter,ব্যবধান
302,Gegend::N,cylch,ক্ষেত্র
303,Platz::N,lle,জায়গা
304,Ort::N,lle,স্থান
305,Seite::N,ochr,পার্শ্ব
306,Mitte::N,canol,মধ্য
307,Gegenstand::N,eitem,জিনিস
308,Sache::N,peth,বস্তু
309,Rand::N,cwr,কানা
310,Rand::N,ymyl,কানা
311,Kante::N,min,ধার
312,Kante::N,ymyl,ধার
313,Ecke::N,cornel,কোণ
314,Spitze::N,blaen,ডগা
315,Ende::N,pen,প্রান্ত
316,Loch::N,twll,গর্ত
317,Winkel::N,congl,কোণ
318,Muster::N,patrwm,নমুন্
319,Größe::N,maint,আয়তন
320,Größe::N,maintioli,আয়তন
321,Länge::N,hyd,দৈর্ঘ্য
322,Höhe::N,uchder,উচ্চতা
323,Gewicht::N,pwysau,ওজন
324,Menge::N,swm,পরিমাণ
325,Menge::N,maint,পরিমাণ
326,Haufen::N,pentwr,পুঞ্জ
327,Reihe::N,rhes,শ্রেণী
328,Boot::N,cwch,নৌকা
329,Ruder::N,rhwyf,দাঁড়
330,Schlitten::N,sled,স্নেজ্-গাড়ি
331,Schlitten::N,car llusg,স্নেজ্-গাড়ি
332,Ski::N,sgi,শী
333,Lagerfeuer::N,coelcerth,অগ্নি
334,Last::N,llwyth,বোঝা
335,Gang::N,tro,হণ্টন
336,Schritt::N,cam,পদ
337,Norden::N,gogledd,উত্তরদিক্
338,Süden::N,de,দক্ষিণদিক
339,Westen::N,gorllewin,পশ্চিমদিক্
340,Osten::N,dwyrain,পূর্বদিক
341,Holz::N,pren,কাঠ
342,Brett::N,bwrdd,তক্তা
343,Brett::N,astell,তক্তা
344,Platte::N,llech,ফলক
345,Stütze::N,ateg,নাগদণ্ড
346,Stütze::N,cynhalydd,নাগদণ্ড
347,Stange::N,polyn,দণ্ড
348,Stock::N,ffon,ছড়ি
349,Stock::N,brigyn,ছড়ি
350,Stab::N,ffon,যষ্টি
351,Rohr::N,pibell,নল
352,Haus::N,tŷ,ঘর
353,Heim::N,cartref,বাসা
354,Ofen::N,stof,স্টোভ্
355,Fußboden::N,llawr,গহতল
356,Tisch::N,bwrdd,মেজ
357,Tisch::N,bwrdd,টেবিল
358,Stuhl::N,cadair,চেয়ার
359,Stuhl::N,cadair,কেদারা
360,Wiege::N,crud,দোলনা
361,Bett::N,gwely,শয্যা
362,Regal::N,silff,তাক
363,Kiste::N,bocs,বাক্স
364,Kiste::N,blwch,বাক্স
365,Fenster::N,ffenestr,জানালা
366,Tür::N,drws,দ্বার
367,Tor::N,porth,দ্বার
368,Zaun::N,ffens,বেড়া
369,Dach::N,to,ছাদ
370,Leiter::N,ysgol,মই
371,Besen::N,ysgub,গুল্মবিশেষ
372,Spaten::N,rhaw,কোদাল
373,Schaufel::N,rhaw,বেলচা
374,Gabel::N,fforc,কাঁটা
375,Löffel::N,llwy,চামচ
376,Messer::N,cyllell,ছুরি
377,Nagel::N,hoel,পেরেক
378,Netz::N,gwe,জাল
379,Netz::N,rhwyd,জাল
380,Haken::N,bach,কাচি
381,Griff::N,carn,হাতল
382,Schloss::N,clo,তালা
383,Bild::N,llun,ছবি
384,Bild::N,llun,চিত্র
385,Bild::N,pictiwr,ছবি
386,Bild::N,pictiwr,চিত্র
387,Figur::N,ffigur,আকার
388,Puppe::N,dol,পুতুল
389,Beutel::N,cwd,বটুয়া
390,Bündel::N,bwndel,আঁটি
391,Bündel::N,coflaid,আঁটি
392,Tasche::N,cod,থলি
393,Eimer::N,bwced,বাল্তি
394,Eimer::N,cunnog,বাল্তি
395,Deckel::N,caead,আবরণ
396,Geschirr::N,llestri,থালা-বাসন
397,Sack::N,sach,বস্তা
398,Tasse::N,cwpan,কাপ
399,Topf::N,pot,পাত্র
400,Topf::N,crochan,পাত্র
401,Kessel::N,tegell,কেটলি
402,Essen::N,pryd o fwyd,আহার
403,Nahrung::N,bwyd,খাদ্য
404,Speise::N,saig,খাদ্য
405,Fleisch::N,cig,মাংস
406,Getreide::N,ŷd,শস্য
407,Getreide::N,llafur,শস্য
408,Brei::N,uwd,মণ্ড
409,Brot::N,bara,রুটি
410,Scheibe::N,tafell,ফালি
411,Fett::N,saim,মেদ
412,Fett::N,braster,মেদ
413,Butter::N,ymenyn,মাখন
414,Öl::N,olew,তৈল
415,Salz::N,halen,নুন
416,Suppe::N,cawl,শুরুয়া
417,Honig::N,mêl,মধু
418,Milch::N,llaeth,দুধ
419,Milch::N,llefrith,দুধ
420,Tee::N,te,চা
421,Leder::N,lledr,পাকা চামড়া
422,Wolle::N,gwlân,পশম
423,Stoff::N,lliain,বস্ত্র
424,Stoff::N,brethyn,বস্ত্র
425,Nadel::N,nodwydd,সুচ
426,Faden::N,edau,সূত্র
427,Faden::N,edefyn,সূত্র
428,Knopf::N,botwm,বোতাম
429,Knoten::N,cwlwm,গিঁট
430,Farbe::N,paent,রং
431,Kleidung::N,dillad,কাপড়
432,Kleidung::N,gwisgoedd,কাপড়
433,Hemd::N,crys,শার্ট
434,Kragen::N,coler,গলবন্ধ
435,Ärmel::N,llawes,আস্তিন্
436,Hose::N,trowsus,ট্রাউজার
437,Gürtel::N,gwregys,কটিবন্ধ
438,Mütze::N,cap,টুপি
439,Schuh::N,esgid,জুতো
440,Stiefel::N,botasen,বুট
441,Ring::N,modrwy,আংটি
442,Band::N,rhuban,ফিতা
443,Kamm::N,crib,চিরুনি
444,Spiegel::N,drych,আয়না
445,Riemen::N,strap,চাবুক
446,Schnur::N,llinyn,দড়ি
447,Leine::N,tennyn,শিকল
448,Decke::N,blanced,কম্বল
449,Decke::N,gwrthban,কম্বল
450,Kissen::N,clustog,উপাধান
451,Kissen::N,gobennydd,উপাধান
452,Tuch::N,sgarff,বস্ত্র
453,Handtuch::N,tywel,তোয়ালে
454,Handtuch::N,lliain sychu,তোয়ালে
455,Kraft::N,grym,জোর
456,Stärke::N,nerth,শক্তি
457,Stärke::N,cryfder,শক্তি
458,Gesundheit::N,iechyd,স্বাস্থ্য
459,Krankheit::N,afiechyd,অসুখ
460,Krankheit::N,afiechyd,ব্যামো
461,Krankheit::N,anhwylder,অসুখ
462,Krankheit::N,anhwylder,ব্যামো
463,Schmerz::N,poen,যন্ত্রণা
464,Schmerz::N,gwayw,যন্ত্রণা
465,Wunde::N,clwyf,ক্ষত
466,Fieber::N,twymyn,জ্বর
467,Arznei::N,meddyginiaeth,ঔষধ
468,Brücke::N,pont,সেতু
469,Brunnen::N,ffynnon,কূপ
470,Weide::N,porfa,পশুচারণভূমি
471,Pfad::N,llwybr,পথ
472,Weg::N,ffordd,পথ
473,Straße::N,heol,রাস্তা
474,Straße::N,ffordd,রাস্তা
475,Dorf::N,pentref,গ্রাম
476,Stadt::N,tref,শহর
477,Brief::N,llythyr,চিঠি
478,Buch::N,llyfr,বই
479,Buchstabe::N,llythyren,অক্ষর
480,Zeitung::N,papur newydd,সংবাদপত্র
481,Leben::N,bywyd,জীবন
482,Tod::N,marwolaeth,মৃত্যু
483,Grab::N,bedd,কবর
484,Kirche::N,eglwys,গির্জা
485,Sünde::N,pechod,পাপ
486,Gott::N,duw,দেবতা
487,Arbeiter::N,gweithiwr,শ্রমিক
488,Chef::N,pennaeth,নেতা
489,Meister::N,meistr,ব্যক্তি
490,Arzt::N,meddyg,চিকিৎসক
491,Lehrer::N,athro,অধ্যাপক
492,Geld::N,pres,মুদ্রা
493,Geld::N,pres,টাকাপয়সা
494,Geld::N,arian,মুদ্রা
495,Geld::N,arian,টাকাপয়সা
496,Geschäft::N,busnes,ব্যস্ততা
497,Laden::N,siop,দোকান
498,Preis::N,pris,মূল্য
499,Ware::N,nwydd,পণ্যদ্রব্য
500,Nutzen::N,elw,সুবিধা
501,Nutzen::N,budd,সুবিধা
502,Reichtum::N,cyfoeth,ধনদৌলত
503,Welt::N,byd,জগৎ
504,Land::N,gwlad,খেত
505,Staat::N,gwladwriaeth,রাষ্ট্র
506,König::N,brenin,রাজা
507,Macht::N,grym,প্রভাব
508,Macht::N,awdurdod,প্রভাব
509,Grenze::N,ffin,সীমা
510,Grenze::N,goror,সীমা
511,Krieg::N,rhyfel,যুদ্ধ
512,Feind::N,gelyn,শত্রু
513,Gewalt::N,ffyrnigrwydd,জোর
514,Kampf::N,brwydr,লড়াই
515,Bogen[Waffe]::N,bwa,ধনুক
516,Pfeil::N,saeth,বাণ
517,Gewehr::N,dryll,বন্দুক
518,Fehler::N,gwall,ভুল
519,Fehler::N,camgymeriad,ভুল
520,Lüge::N,celwydd,মিথ্যা
521,Lüge::N,anwiredd,মিথ্যা
522,Schaden::N,niwed,ক্ষতি
523,Schaden::N,difrod,ক্ষতি
524,Unglück::N,anffawd,দুর্ভাগ্য
525,Schuld::N,bai,অপরাধ
526,Alter::N,oed,আয়ু
527,Schluss::N,diwedd,শেষ
528,Zeit::N,amser,সময়
529,Tag::N,dydd,দিন
530,Tag::N,diwrnod,দিন
531,Morgen::N,bore,সকাল
532,Mittag::N,nawn,মধ্যাহু
533,Abend::N,noswaith,সন্ধ্যা
534,Nacht::N,nos,রাত্রি
535,Woche::N,wythnos,সপ্তাহ
536,Monat::N,mis,মাস
537,Jahr::N,blwyddyn,সৌরবর্ষ
538,Frühling::N,gwanwyn,বসন্তকাল
539,Sommer::N,haf,গ্রীষ্মকাল
540,Herbst::N,hydref,শরংঋতু
541,Winter::N,gaeaf,শীতকাল
542,Januar::N,Ionawr,জানুয়ারী
543,Februar::N,Chwefror,ফেব্রুয়ারী
544,März::N,Mawrth,মার্চ
545,April::N,Ebrill,এপ্রিল
546,Mai::N,Mai,মে
547,Juni::N,Mehefin,জুন
548,Juli::N,Gorffennaf,জুলাই
549,August::N,Awst,অগাস্ট
550,September::N,Medi,সেপ্টেম্বর
551,Oktober::N,Hydref,অক্টোবর
552,November::N,Tachwedd,নভেম্বর
553,Dezember::N,Rhagfyr,ডিসেম্বর
554,Montag::N,dydd Llun,সোমবার
555,Dienstag::N,dydd Mawrth,মঙ্গলবার
556,Mittwoch::N,dydd Mercher,বুধবার
557,Donnerstag::N,dydd Iau,বৃহম্পতিবার
558,Freitag::N,dydd Gwener,শুক্রবার
559,Samstag::N,dydd Sadwrn,শনিবার
560,Sonntag::N,dydd Sul,রবিবার
561,groß::A,mawr,বৃহৎ
562,klein::A,bach,ছোট
563,lang::A,hir,দীর্ঘ
564,kurz::A,byr,খর্ব
565,kurz::A,byr,হ্রস্ব
566,kurz::A,cwta,খর্ব
567,kurz::A,cwta,হ্রস্ব
568,breit::A,llydan,চওড়া
569,schmal::A,cul,সরু
570,dicht::A,dwys,ঘন
571,dick[Gegenstand]::A,trwchus,পুরু
572,dünn::A,tenau,কৃশ
573,fein::A,main,সূক্ষ্ম
574,fest::A,cadarn,দৃঢ়
575,flach::A,gwastad,সমতল
576,glatt::A,llyfn,মসৃণ
577,hart::A,caled,শক্ত
578,weich::A,meddal,নরম
579,rund::A,crwn,গোলাকার
580,spitz::A,pigfain,তীক্ষ্ন
581,scharf::A,miniog,শাণিত
582,stumpf::A,pŵl,ভোঁতা
583,schwer::A,trwm,ভারী
584,schön::A,teg,সুন্দর
585,schön::A,hardd,সুন্দর
586,schön::A,prydferth,সুন্দর
587,heiß::A,poeth,গরম
588,warm::A,twym,ঈষদুষ্ণ
589,warm::A,cynnes,ঈষদুষ্ণ
590,kalt::A,oer,ঠাণ্ডা
591,kühl::A,oeraidd,শীতল
592,frisch::A,iach,তাজা
593,feucht::A,llaith,ভিজা
594,nass::A,gwlyb,ভিজা
595,trocken::A,sych,শুষ্ক
596,voll::A,llawn,পূর্ণ
597,leer::A,gwag,খালি
598,offen::A,agored,খোলা
599,geschlossen::A,caead,বন্ধ
600,geschlossen::A,caeëdig,বন্ধ
601,sauber::A,glân,নির্মল
602,schmutzig::A,budr,নোংরা
603,schmutzig::A,brwnt,নোংরা
604,roh::A,amrwd,কাঁচা
605,reif::A,aeddfed,পাকা
606,lecker::A,blasus,সুস্বাদ
607,lecker::A,danteithiol,সুস্বাদ
608,süß::A,melys,মিষ্ট
609,bitter::A,chwerw,তিক্ত
610,sauer::A,sur,টক
611,hell::A,disglair,উজ্জ্বল
612,dunkel::A,tywyll,অন্ধকারময়
613,schwarz::A,du,কালো
614,weiß::A,gwyn,সাদা
615,rot::A,coch,লাল
616,gelb::A,melyn,হলদে
617,blau::A,glas,নীল
618,grün::A,gwyrdd,সবুজ
619,grau::A,llwyd,ছাই-রঙা
620,bunt::A,lliwgar,রঙিন
621,billig::A,rhad,সস্তা
622,teuer::A,drud,আক্রা
623,wertvoll::A,gwerthfawr,মহার্ঘ
624,blind::A,dall,কানা
625,taub::A,byddar,বধির
626,kräftig::A,nerthol,বিশাল
627,kräftig::A,grymus,বিশাল
628,stark::A,cryf,শক্তিশালী
629,stark::A,cadarn,শক্তিশালী
630,schwach::A,gwan,দুর্বল
631,fett::A,tew,মোটা
632,schlank::A,main,কৃশ
633,hübsch::A,tlws,সুন্দর
634,böse::A,drwg,খারাপ
635,dumm::A,twp,মূর্খ
636,faul::A,diog,শ্রমবিমুখ
637,fleißig::A,dyfal,পরিশ্রমী
638,geizig::A,crintach,ব্যয়কুণ্ঠ
639,geizig::A,cybyddlyd,ব্যয়কুণ্ঠ
640,klug::A,deallus,দক্ষ
641,geschickt::A,medrus,পটু
642,geschickt::A,deheuig,পটু
643,lieb::A,hoff,প্রেয়
644,lieb::A,annwyl,প্রেয়
645,lustig::A,llon,প্রফুল্ল
646,sanft::A,mwyn,নম্র
647,hungrig::A,newynog,ক্ষুধার্ত
648,krank::A,sâl,অসুস্থ
649,krank::A,gwael,অসুস্থ
650,nackt::A,noeth,উলঙ্গ
651,traurig::A,trist,দুঃখিত
652,lebendig::A,yn fyw,জীবিত
653,gut::A,da,ভালো
654,schlecht::A,drwg,মন্দ
655,schlecht::A,gwael,মন্দ
656,richtig::A,cywir,ঠিক
657,schlimm::A,enbyd,কদর্য
658,wahr::A,gwir,বাস্তব
659,alt::A,hen,পুরাতন
660,neu::A,newydd,নব
661,neu::A,newydd,নূতন
662,ehemalig::A,blaenorol,পূর্বকালীন
663,alt[Lebewesen]::A,oedrannus,বৃদ্ধ
664,jung::A,ifanc,তরুণ
665,arm::A,tlawd,ক্ষুদ্র
666,reich::A,cyfoethog,ধনবান্
667,bekannt::A,cynefin,সুপরিচিত
668,bekannt::A,cyfarwydd,সুপরিচিত
669,berühmt::A,enwog,বিখ্যাত
670,fremd::A,estron,বিদেশি
671,verschieden::A,gwahanol,বিসদৃশ
672,nah::A,agos,নিকটবতী
673,fern::A,pell,দুরবতী
674,linker::A,aswy,বাম
675,linker::A,chwith,বাম
676,rechter::A,de,ডান
677,rechter::A,de,ডাইন
678,rechter::A,deau,ডান
679,rechter::A,deau,ডাইন
680,anderer::A,arall,অন্যতর
681,erster::A,cyntaf,প্রথম
682,zweiter::A,ail,দ্বিতীয়
683,dritter::A,trydydd,তৃতীয়
684,letzter::A,olaf,সর্বশেষ
685,allein::ADV,unig,একক
686,allein::ADV,ar ei ben ei hun,একক
687,auf einmal::ADV,ar yr un pryd,জলদি
688,zusammen::ADV,ynghyd,একসঙ্গে
689,zusammen::ADV,gyda'i gilydd,একসঙ্গে
690,lange::ADV,amser hir,লম্বা
691,plötzlich::ADV,yn sydyn,হঠাৎ
692,sofort::ADV,ar unwaith,মুহ্ণর্তমধ্যে
693,später::ADV,yn ddiweddarach,পশ্চাতে
694,jetzt::ADV,yn awr,এখন
695,heute::ADV,heddiw,আজ
696,morgen::ADV,yfory,আগামিকাল
697,bald::ADV,yn fuan,অস্পকালমধ্যে
698,bald::ADV,gyda hyn,অস্পকালমধ্যে
699,dann::ADV,yna,তখন
700,dann::ADV,y pryd hwnnw,তখন
701,gestern::ADV,ddoe,গতকাল
702,einst::ADV,gynt,একবার মাত্র
