,Concept_ID,pl,ab
731,zuerst::ADV,najpierw,аҧхьа
732,einmal::ADV,raz,зны
733,manchmal::ADV,czasem,зны-зынла
734,oft::ADV,często,лассы-лассы
735,immer::ADV,zawsze,енагь
736,immer::ADV,zawsze,еснагь
737,niemals::ADV,nigdy,ианакəызаалак
738,hier::ADV,tu,ара
739,hier::ADV,tu,абра
740,hier::ADV,tu,араҟа
741,hier::ADV,tutaj,ара
742,hier::ADV,tutaj,абра
743,hier::ADV,tutaj,араҟа
744,hierhin::ADV,tu,ара
745,hierhin::ADV,tu,араҟа
746,von hier::ADV,stąd,арантә
747,dort::ADV,tam,уа
748,dorthin::ADV,tam,уахь
749,dorthin::ADV,tam,анахь
750,geradeaus::ADV,prosto,ишиашоу
751,vorwärts::ADV,naprzód,ҕхьаҟа
752,rückwärts::ADV,wstecz,шьҭахьла
753,zurück::ADV,z powrotem,шьҭахьҟа
754,unten::ADV,u dołu,лбаа
755,unten::ADV,na dole,лбаа
756,hinab::ADV,na_dół,алада
757,hinab::ADV,w_dół,алада
758,oben::ADV,w górze,хыхь
759,oben::ADV,na górze,хыхь
760,hinauf::ADV,w górę,аҩада
761,hinauf::ADV,na górę,аҩада
762,überall::ADV,wszędzie,зегьынцьара
763,nicht::ADV,nie,-м
764,ein wenig::ADV,trochę,ҕыҭк
765,kaum::ADV,ledwie,аарлаҳәа
766,kaum::ADV,ledwie,афергьҳәа
767,kaum::ADV,prawie nie,аарлаҳәа
768,kaum::ADV,prawie nie,афергьҳәа
769,sehr::ADV,bardzo,даара
770,so::ADV,tak,ас
771,so::ADV,tak,абас
772,noch::ADV,jeszcze,макьана
773,nur::ADV,tylko,заҵәык
774,schon::ADV,już,уажәшьҭа
775,schon::ADV,już,аиҳа ипоу
776,wieder::ADV,znów,ҿыц
777,wieder::ADV,znów,дырҩегь
778,wieder::ADV,znów,дырҩегьых
779,wieder::ADV,znowu,ҿыц
780,wieder::ADV,znowu,дырҩегь
781,wieder::ADV,znowu,дырҩегьых
782,vergebens::ADV,na próżno,баша
783,vor::PRP,przed,аҕхьа
784,hinter::PRP,za,нхыҵ
785,unter::PRP,pod,амҵа
786,unter::PRP,pod,амҵан
787,durch::PRP,przez,
788,neben::PRP,obok,ааигуара
789,zwischen::PRP,między,абжьара
790,wegen::PRP,z powodu,-иззы
791,wegen::PRP,z powodu,-ҟнытә
792,dies::PRN,to,ари
793,dies::PRN,to,абри
794,das::PRN,to,Абни
795,das::PRN,to,убри
796,alles::PRN,wszystko,зегьы
797,ich::PRN,ja,са
798,ich::PRN,ja,сара
799,du::PRN,ty,бара
800,er::PRN,on,иара
801,wir::PRN,my,ҳара
802,ihr::PRN,wy,шәара
803,sie::PRN,oni,дара
804,was::FPRN,co,
805,wer::FPRN,kto,дарбан
806,wo::FADV,gdzie,иабыкуу
807,wo::FADV,gdzie,аба-
808,wo::FADV,gdzie,ахь-
809,wohin::FADV,dokąd,иабыкуу
810,wohin::FADV,dokąd,аба-
811,wohin::FADV,dokąd,ахь-
812,wie::FADV,jak,-шҕа
813,warum::FADV,dlaczego,избан
814,wieviel::FNUM,ile,заҟа
815,eins::NUM,jeden,акы
816,eins::NUM,jeden,аӡәы
817,zwei::NUM,dwa,ҩба
818,drei::NUM,trzy,хҕа
819,vier::NUM,cztery,ҕшьба
820,fünf::NUM,pięć,хəба
821,sechs::NUM,sześć,фба
822,sieben::NUM,siedem,Бжьба
823,acht::NUM,osiem,ааба
824,neun::NUM,dziewięć,жәба
825,zehn::NUM,dziesięć,жәаба
826,elf::NUM,jedenaście,жәеизатәи
827,zwölf::NUM,dwanaście,жәаҩа
828,zwanzig::NUM,dwadzieścia,ҩажәа
829,dreißig::NUM,trzydzieści,ҩажәижәабатәи
830,vierzig::NUM,czterdzieści,ҩынҩажәа
831,fünfzig::NUM,pięćdziesiąt,ҩынҩажәеижәаба
832,sechzig::NUM,sześćdziesiąt,хынҩажәа
833,siebzig::NUM,siedemdziesiąt,хынҩажәижәаба
834,achtzig::NUM,osiemdziesiąt,ҕшьынҩажәа
835,neunzig::NUM,dziewięćdziesiąt,ҕшьынҩажәижәаба
836,hundert::NUM,sto,шәкы
837,tausend::NUM,tysiąc,зқьы
838,und::CNJ,i,-и
839,oder::CNJ,lub,ма
840,oder::CNJ,albo,ма
841,stehen::V,stać,агылазаара
842,sitzen::V,siedzieć,атəара
843,sitzen::V,siedzieć,атəа(заа)ра
844,liegen::V,leżeć,аиара
845,hängen::V,wisieć,акнаҳара
846,werden::V,zostać,аҟалара
847,werden::V,stać się,аҟалара
848,passieren::V,dziać się,аҟалара
849,passieren::V,zdarzyć się,аҟалара
850,beginnen::V,zacząć się,алагара
851,enden::V,kończyć się,алгара
852,wechseln::V,zmienić się,аҽыҧсахра
853,aufgehen[Sonne]::V,wzejść,агылара
854,aufgehen[Sonne]::V,wzejść,ахашлара
855,aufgehen[Sonne]::V,wzejść,аҩаҵхахара
856,untergehen[Sonne]::V,zajść,аҭашəара
857,scheinen[Sonne]::V,świecić,акаҧхара
858,donnern::V,grzmieć,адыдра
859,wehen::V,wiać,асра
860,strömen::V,płynąć,акаҭəара
861,strömen::V,lać się,акаҭəара
862,fließen::V,ciec,ацара
863,fließen::V,płynąć,ацара
864,sich drehen::V,obracać się,ахагьежьра
865,schwanken::V,chwiać się,аҵысра
866,schwingen::V,wahać się,ахызазара
867,schwingen::V,wahać się,акьаандара
868,fallen::V,padać,акаҳара
869,brennen::V,palić się,абылра
870,rauchen::V,dymić,ахылҵра
871,rauchen::V,dymić się,ахылҵра
872,regnen::V,padać,аура
873,gefrieren::V,zamarznąć,аҵаара
874,tauen::V,tajać,аӡҭра
875,schmelzen::V,topnieć,ақəӡыҭра
876,schmelzen::V,topnieć,аҭəара
877,trocknen::V,schnąć,абара
878,sieden::V,wrzeć,ашра
879,sieden::V,kipieć,ашра
880,faulen::V,gnić,абаара
881,verfaulen::V,zgnić,абаара
882,verfaulen::V,zgnić,аилашра
883,reißen::V,urywać się,аҧжəара
884,versinken::V,tonąć,аӡааҟəрылара
885,vergehen::V,przechodzić,ацара
886,erscheinen::V,zjawiać się,ацəырҵра
887,verschwinden::V,zniknąć,аҵашəкəара
888,sinken::V,spadać,атəара
889,sinken::V,spadać,алаҟəра
890,abnehmen::V,spadać,ацӡаара
891,abnehmen::V,spadać,аиҵалара
892,zunehmen::V,wzrosnąć,аҽырҭбаара
893,zunehmen::V,wzrosnąć,аиҵыҵра
894,zunehmen::V,wzrosnąć,арацəахара
895,steigen::V,wzrastać,азҳара
896,steigen::V,wzrastać,ашьҭыҵра
897,steigen::V,wzrastać,адухара
898,steigen::V,wzrastać,ацлара
899,wachsen::V,rosnąć,азҳара
900,glänzen::V,błyszczeć,ацыр-цырра
901,glänzen::V,błyszczeć,ацыҩ-цыҩра
902,glänzen::V,błyszczeć,аказказра
903,funkeln::V,zabłyszczeć,ашап-шапра
904,funkeln::V,zabłyszczeć,ацым-цымра
905,lärmen::V,hałasować,ашьҭыбжьгара
906,lärmen::V,hałasować,аҕьҕьаҳәа аилалара
907,läuten::V,dzwonić,аҵəҵəасра
908,klingeln::V,dzwonić,аҵəҵəасра
909,klirren::V,brzęczeć,ахьархьарра
910,klirren::V,brzęczeć,архьархьарра
911,brausen::V,huczeć,аилаҽҽара
912,brausen::V,huczeć,еилашуера
913,rauschen::V,szumieć,
914,rauschen::V,szeleścić,
915,klingen::V,brzmieć,агара
916,klingen::V,brzmieć,ашьҭыбжь гара
917,klingen::V,dźwięczeć,агара
918,klingen::V,dźwięczeć,ашьҭыбжь гара
919,bellen::V,szczekać,ашра
920,heulen::V,wyć,ауура
921,blasen::V,dmuchnąć,аҭəҳəара
922,pfeifen::V,gwizdać,ашəшəра
923,schreien::V,krzyczeć,аҳəҳəара
924,schreien::V,krzyczeć,ахəаара
925,schreien::V,krzyczeć,аҟаара
926,stöhnen::V,stękać,ақьра
927,zittern::V,drżeć,аҵыс-ҵысра
928,leben::V,żyć,аҟазаара
929,geboren werden::V,urodzić się,Аира
930,atmen::V,oddychać,аҕсыҕ лагаҩагара
931,trinken::V,pić,ажəра
932,essen::V,jeść,акрыфара
933,schlucken::V,połknąć,албаадара
934,müde werden::V,zmęczyć się,ааҕсара
935,einschlafen::V,zasnąć,ацəара
936,schlafen::V,spać,ацəазаара
937,aufwachen::V,obudzić się,аҿыхара
938,aufstehen::V,wstać,Агəылҵра
939,sich erholen::V,wypoczywać,аҧсшьара
940,krank werden::V,zachorować,ачмазаҩхара
941,krank sein::V,chorować,аҳəарҧсарра
942,schmerzen::V,boleć,ахьра
943,husten::V,kaszlać,аимҳәара
944,genesen::V,wyzdrowieć,абзиахара
945,genesen::V,wyzdrowieć,аӷəӷəахара
946,sterben::V,umrzeć,аҧсра
947,umkommen::V,zginąć,аҭахара
948,sich bewegen::V,poruszać się,аиҭаҵра
949,sich rühren::V,ruszyć się,ақəацара
950,sich erheben::V,podnieść się,аҩагылара
951,sich setzen::V,usiąść,атəара
952,hinfallen::V,upaść,акаҳара
953,laufen::V,chodzić,аныҟəара
954,schreiten::V,kroczyć,ашьаҿа еихгара
955,spazierengehen::V,iść na spacer,анеи-ааира
956,eilen::V,pospieszać,аццакра
957,sich beeilen::V,pospieszyć się,аццакра
958,sausen::V,pędzić,аҧырра
959,sausen::V,pędzić,иҭрысны
960,sausen::V,pędzić,ишьҭҟьаны ацара
961,rennen::V,biec,аҩра
962,rennen::V,biegać,аҩра
963,springen::V,skakać,аҧара
964,klettern::V,wspinać się,ақəлара
965,schaukeln::V,huśtać,аҟəараҟəанҽара
966,schaukeln::V,kołysać,аҟəараҟəанҽара
967,kriechen::V,pełzać,аҳəазара
968,kriechen::V,czołgać się,аҳəазара
969,schwimmen::V,pływać,аӡсара
970,tauchen::V,zanurzać się,ахəӡааҵəира
971,rudern::V,wiosłować,аҵшьра
972,fahren::V,jechać,акала
973,fliegen::V,latać,аҧырра
974,fliegen::V,lecieć,аҧырра
975,gehen::V,iść,аиҭаҵра
976,weggehen::V,odejść,ацара
977,abfahren::V,odjechać,адəықəлара
978,abfahren::V,odjechać,ацара
979,anhalten::V,zatrzymać się,ааныргылара
980,hineingehen::V,wchodzić,аҭалара
981,eintreten::V,wejść,аҩналара
982,eintreten::V,nastąpić,аҩналара
983,kommen::V,przyjść,аара
984,kommen::V,przyjść,ааира
985,ankommen::V,przybyć,ааира
986,ankommen::V,przybyć,аара
987,ankommen::V,przybyć,анеира
988,zurückkommen::V,wrócić,азыхынҳəра
989,bleiben::V,zostać,аанхара
990,bleiben::V,zostać,анхара
991,bleiben::V,zostać,аангылара
992,warten::V,czekać,азҧшзаара
993,erwarten::V,oczekiwać,азҧшра
994,suchen::V,szukać,ашьҭазаара
995,finden::V,znaleźć,аҧшаара
996,versuchen::V,próbować,аҽазкра
997,vorbereiten::V,przygotować,армазеира
998,lieben::V,kochać,абзиабара
999,mögen::V,lubić,агəаҧхара
1000,lachen::V,śmiać się,аччара
1001,rühren::V,wzruszyć,арҵəуара
1002,weinen::V,płakać,аҵəуара
1003,schimpfen::V,kląć,ацəҳара
1004,sich ärgern::V,gniewać się,агəаара
1005,sich fürchten::V,bać się,аӡыӡара
1006,fürchten::V,bać się,ацəшəара
1007,fliehen::V,uciekać,абналара
1008,fliehen::V,uciekać,ацəцара
1009,flüchten::V,uciec,абналара
1010,flüchten::V,uciec,ацəцара
1011,sehen::V,widzieć,абара
1012,sehen::V,zobaczyć,абара
1013,anschauen::V,oglądać,ахəаҧшра
1014,ansehen::V,popatrzeć na,ахəаҧшра
1015,hören::V,słyszeć,аҳара
1016,zuhören::V,słuchać,азыӡырҩра
1017,probieren::V,kosztować,аҧышəара
1018,riechen::V,wąchać,афыҩра
1019,fühlen::V,czuć,анырра
1020,fühlen::V,czuć,ацәакырра
1021,fühlen::V,odczuwać,анырра
1022,fühlen::V,odczuwać,ацәакырра
1023,scheinen::V,wydawać się,шәа
1024,scheinen::V,wydawać się,аацәырҵа
1025,zu sehen sein::V,widnieć,
1026,vernehmen::V,usłyszeć,аҳара
1027,frieren::V,marznąć,ашəра
1028,frieren::V,marznąć,аҵаара
1029,tun::V,czynić,аҟаҵара
1030,können::V,móc,алшара
1031,können::V,umieć,алшара
1032,wollen::V,chcieć,аҭахра
1033,anfangen::V,zacząć,алагара
1034,beenden::V,zakończyć,алгара
1035,aufhören::V,przestać,аҟəыҵра
1036,gelingen::V,udać się,аура
1037,gelingen::V,udać się,аманшəалахара
1038,gelingen::V,udać się,алҵра
1039,geraten::V,udać się,нзаарын
1040,öffnen::V,otworzyć,аартра
1041,schließen::V,zamknąć,аркра
1042,stellen::V,postawić,аргылара
1043,setzen::V,posadzić,артəара
1044,legen::V,kłaść,ақəҵара
1045,berühren::V,dotykać,акьысра
1046,berühren::V,dotykać,алакьысра
1047,verbinden::V,łączyć,аҿаҳəара
1048,bedecken::V,przykryć,ақəршəра
1049,aufhängen::V,powiesić,акнаҳара
1050,anzünden::V,zapalić,аркра
1051,aufheben::V,podnieść,ашьҭыхра
1052,zurücklassen::V,zostawić,аныжьра
1053,verlieren::V,zgubić,ацəыӡра
1054,fallen lassen::V,upuścić,ацəкаҳара
1055,machen::V,zrobić,ачаҧара
1056,herstellen::V,wytworzyć,аиҵдара
1057,bauen::V,budować,аргылара
1058,reparieren::V,naprawiać,арҽеира
1059,verbessern::V,ulepszyć,аиҕьтəра
1060,ändern::V,zmienić,аҧсахра
1061,graben::V,kopać,ажра
1062,beugen::V,zagiąć,арҟəра
1063,beugen::V,zagiąć,архəара
1064,biegen::V,zgiąć,арҟəра
1065,biegen::V,zgiąć,архəара
1066,drehen::V,obracać,аргьежьра
1067,wenden::V,obrocić,
1068,umdrehen::V,obrocić,аарҳәра
1069,heben::V,podnosić,аҩахара
1070,heben::V,podnosić,араҳара
1071,hochheben::V,podnieść,ахагалара
1072,hochheben::V,podnieść,ашьҭҳəара
1073,ergreifen::V,chwycić,
1074,halten::V,trzymać,акра
1075,drücken::V,naciskać,ақəрӷəӷəара
1076,schieben::V,pchać,аҵгəара
1077,schieben::V,pchać,агəара
1078,schieben::V,posuwać,аҵгəара
1079,schieben::V,posuwać,агəара
1080,kratzen::V,drapać,ацəҟьара
1081,lecken::V,lizać,арбзара
1082,beißen::V,kąsać,ацҳара
1083,abreißen::V,oderwać,амжəара
1084,abschneiden::V,odciąć,ахҵəара
1085,abschneiden::V,odciąć,аҿахҵəара
1086,binden::V,wiązać,аҿаҳəара
1087,stecken::V,wetknąć,алаҵара
1088,brechen::V,złamać,аҧҵəара
1089,klopfen::V,pukać,асра
1090,klopfen::V,stukać,асра
1091,hauen::V,bić,ақəкшара
1092,kleben::V,kleić,аҷабра
1093,reiben::V,trzeć,арҟəыҷра
1094,streichen::V,smarować,ахьшьра
1095,schleifen::V,ostrzyć,ахра
1096,schneiden::V,ciąć,аҧҟара
1097,schneiden::V,krajać,аҧҟара
1098,rütteln::V,trząść,арҵысра
1099,schütteln::V,trząść,аршəшəара
1100,schwenken::V,machać,аҟьара
1101,schütten::V,nasypać,аҭаҭəара
1102,füllen::V,napełnić,арҭəра
1103,einwickeln::V,zawinąć,алаҳəара
1104,tragen::V,nieść,аҩагара
1105,schleppen::V,wlec,арҳəазара
1106,ziehen::V,ciągnąć,ахара
1107,aufbewahren::V,przechowywać,аҵəахра
1108,werfen::V,rzucać,аршəра
1109,fangen::V,łowić,акра
1110,packen::V,chwycić,анкра
1111,packen::V,chwycić,аҵкаара
1112,verstecken::V,ukryć,аҵəахра
1113,verstecken::V,schować,аҵəахра
1114,teilen::V,podzielić,ашара
1115,schicken::V,posyłać,ашьҭра
1116,bringen::V,przynieść,аагара
1117,hinzufügen::V,dodać,ацҵара
1118,bekommen::V,dostać,аҧшаара
1119,bekommen::V,dostać,архиара
1120,bekommen::V,dostać,аура
1121,erhalten::V,otrzymać,аиура
1122,nehmen::V,wziąć,агара
1123,wählen::V,wybrać,алҧшаара
1124,auswählen::V,wybrać,алхра
1125,bewahren::V,zachować,
1126,behindern::V,utrudnić,аҧырхагахара
1127,behindern::V,przeszkadzać,аҧырхагахара
1128,verderben::V,zepsuć,алгара
1129,verderben::V,zepsuć,абжьыхра
1130,verderben::V,zepsuć,аҧхасҭатəра
1131,beschädigen::V,uszkodzić,аҧхасҭатəра
1132,zerbrechen::V,złamać,аҧҽра
1133,zerreißen::V,drzeć,аҧжəара
1134,zerreißen::V,rozdzierać,аҧжəара
1135,zerstören::V,zniszczyć,аилаҧыххаара
1136,verbrennen::V,spalić,абылра
1137,geben::V,dać,аҭара
1138,reichen::V,podać,аҭара
1139,schenken::V,darować,аҩгара
1140,versprechen::V,obiecać,ақəргəыӷра
1141,wünschen::V,życzyć,
1142,loben::V,chwalić,арҽхəара
1143,küssen::V,całować,агəӡра
1144,wiegen::V,kołysać,
1145,zudecken::V,przykryć,аҵахҩара
1146,zudecken::V,przykryć,ақəршəра
1147,wecken::V,zbudzić,арҿыхара
1148,zeigen::V,pokazać,арбара
1149,führen::V,wieść,аныҟəгара
1150,führen::V,prowadzić,аныҟəгара
1151,lehren::V,uczyć,арҵара
1152,unterrichten::V,nauczać,арҧхьара
1153,aufziehen::V,wychować,ааӡара
1154,leiten::V,kierować,ахагылазаара
1155,antreiben::V,popędzić,арццакра
1156,lassen::V,zostawić,арҟаҵара
1157,einladen::V,zaprosić,ааҕхьара
1158,einladen::V,zaprosić,анаҧхьара
1159,vereinigen::V,zjednoczyć,аилаҵара
1160,besuchen::V,odwiedzić,абара
1161,treffen::V,trafić,аҧылара
1162,treffen::V,spotkać,аҧылара
1163,sich versammeln::V,zebrać się,аизара
1164,sich versammeln::V,zgromadzić się,аизара
1165,spielen::V,grać,ахəмарра
1166,spielen::V,bawić się,ахəмарра
1167,singen::V,śpiewać,ашəаҳəара
1168,tanzen::V,pląsać,акəашара
1169,tanzen::V,tańczyć,акəашара
1170,sich trennen::V,rozstać się,аилыҵра
1171,verlassen::V,opuścić,акажьра
1172,retten::V,ocalić,Аиқəрхара
1173,retten::V,uratować,Аиқəрхара
1174,bewachen::V,pilnować,ахьчара
1175,schützen::V,ochronić,ацəыхьчара
1176,verteidigen::V,bronić,ахьчара
1177,sich schlagen::V,pobić się,аисра
1178,schießen::V,strzelać,ахысра
1179,siegen::V,zwycziężyć,аиааира
1180,ärgern::V,gniewać,аргəаара
1181,schlagen::V,bić,асра
1182,schlagen::V,bić,аҭасра
1183,schlagen::V,uderzyć,асра
1184,schlagen::V,uderzyć,аҭасра
1185,treten::V,kopnąć,
1186,stechen::V,ukłuć,алакшара
1187,stoßen::V,popchnąć,агəҭасра
1188,stehlen::V,ukraść,аӡара
1189,stören::V,zakłócić,аҧырхагахара
1190,stören::V,przeszkodzić,аҧырхагахара
1191,belästigen::V,dokuczać,аргəамҵра
1192,verbergen::V,ukryć,аӡара
1193,täuschen::V,łudzić,ажьара
1194,betrügen::V,oszukać,ажьара
1195,töten::V,zabić,ашьра
1196,wohnen::V,mieszkać,анхара
1197,arbeiten::V,pracować,аусура
1198,sammeln::V,zebrać,аҟəшəара
1199,pflücken::V,zerwać,аҿыршəара
1200,pflücken::V,zerwać,аҿыхра
1201,jagen::V,polować,ашəарыцара
1202,fischen::V,łowić ryby,аҧсыӡ икуеит
1203,fassen::V,złapać,акра
1204,hüten::V,paść,арҳəра
1205,hüten::V,paść,ахьчара
1206,treiben::V,pędzić,акацара
1207,anbinden::V,przywiązać,адҳəалара
1208,füttern::V,karmić,акырҿаҵара
1209,melken::V,doić,ахьара
1210,hacken::V,rąbać,аҟəаҟəара
1211,gießen::V,lać,аҵаҭəара
1212,gießen::V,podlać,аҵаҭəара
1213,reifen::V,dojrzeć,ашəра
1214,reifen::V,dojrzeć,аҟалара
1215,zubereiten::V,przyrządzić,ацура
1216,kochen::V,gotować,ажəра
1217,backen::V,piec,аӡра
1218,braten::V,piec,аӡра
1219,braten::V,smażyć,аӡра
1220,umrühren::V,przemieszać,аилрыхра
1221,stricken::V,dziać,аҧара
1222,nähen::V,szyć,аӡахра
1223,färben::V,pofarbować,ашəра
1224,reinigen::V,oczyścić,арыцқьара
1225,waschen::V,prać,аӡәӡәара
1226,abwischen::V,obetrzeć,арбара
1227,spülen::V,płukać,аҭыршара
1228,fegen::V,zamiatać,аҧссара
1229,kehren::V,zamieść,
1230,baden::V,kąpać się,аҽыкəабара
1231,sich waschen::V,myć się,аҽыӡəӡəара
1232,ausziehen::V,zdjąć,ашəыхра
1233,anziehen::V,włożyć,ашəҵара
1234,sich anziehen::V,ubrać się,аҽеилаҳəара
1235,kämmen::V,uczesać,аҳəара
1236,schmücken::V,ozdabiać,арҧшӡара
1237,sagen::V,powiedzieć,аҳəара
1238,sprechen::V,mówić,ацəажəара
1239,reden::V,mówić,ацəажəара
1240,reden::V,mówić,аицәажәара
1241,sich unterhalten::V,rozmawiać,аицәажәара
1242,fragen::V,zapytać,азҵаара
1243,bitten::V,prosić,аҳəара
1244,erzählen::V,opowiedzieć,аҳəара
1245,mitteilen::V,zawiadomić o,азыцҳара
1246,nennen::V,nazwać,ахьӡҵара
1247,rufen::V,wołać,азҿыҭра
1248,prahlen::V,chełpić się,аҽхəара
1249,übersetzen::V,tłumaczyć,аиҭагара
1250,denken::V,myśleć,азхəыцра
1251,glauben::V,sądzić,ахаҵара
1252,glauben::V,wierzyć,ахаҵара
1253,bemerken::V,zauważyć,агəаҭара
1254,erkennen::V,poznać,адырра
1255,begreifen::V,zrozumieć,аилкаара
1256,verstehen::V,rozumieć,аҳара
1257,verstehen::V,dosłyszeć,аҳара
1258,lernen::V,uczyć się,аҵара
1259,wissen::V,wiedzieć,адырра
1260,sich erinnern an::V,przypomnieć sobie,агəаларшəара
1261,vergessen::V,zapomnieć,ахашҭра
1262,messen::V,mierzyć,ашəара
1263,zählen::V,liczyć,аҧхьаӡара
1264,rechnen::V,rachować,аҳасабра
1265,lesen::V,czytać,аҧхьара
1266,malen::V,malować,
1267,zeichnen::V,rysować,
1268,schreiben::V,pisać,
1269,besitzen::V,posiadać,амазаара
1270,kaufen::V,kupić,Аахəара
1271,verkaufen::V,sprzedać,аҭира
1272,bezahlen::V,zapłacić,ахҭынҵара
1273,bezahlen::V,zapłacić,ашəара
1274,zahlen::V,płacić,ашəара
1275,beherrschen::V,opanować,
1276,ertragen::V,znieść,ачҳара
